tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
first-capital-financial,card processing platform platform 001,application platform,SaaS,primary region,card processing platform; API gateway,CTO,critical,current core,900 branch/digital/domain planning marker,data retention; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00001,FCF-EVID-03601,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00001,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,mobile banking platform platform 062,data platform,cloud,secondary region,mobile banking platform; event broker,Experience leader,medium,modernization candidate,961 branch/digital/domain planning marker,explainability; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,explainability evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00062,FCF-EVID-03662,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00062,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,online banking platform platform 063,integration platform,managed hosting,main operations region,online banking platform; warehouse,Business unit president,medium,target state not certified,962 branch/digital/domain planning marker,GLBA privacy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00063,FCF-EVID-03663,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00063,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,cloud lakehouse foundation platform 064,security platform,hybrid,recovery region,cloud lakehouse foundation; observability,Contact center leader,high,rationalize candidate,963 branch/digital/domain planning marker,PCI DSS; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00064,FCF-EVID-03664,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00064,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,enterprise risk platform platform 065,resilience platform,on-premises,primary region,enterprise risk platform; identity,Operations leader,medium,extend with controls,964 branch/digital/domain planning marker,data retention; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00065,FCF-EVID-03665,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00065,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,general ledger and ERP platform 066,application platform,SaaS,secondary region,general ledger and ERP; API gateway,Chief architect,critical,current core,965 branch/digital/domain planning marker,access controls; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00066,FCF-EVID-03666,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00066,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,identity and access management platform 067,data platform,cloud,main operations region,identity and access management; event broker,Application owner,high,modernization candidate,966 branch/digital/domain planning marker,audit logging; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00067,FCF-EVID-03667,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00067,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,model risk management system platform 068,integration platform,managed hosting,recovery region,model risk management system; warehouse,ITSM leader,medium,target state not certified,967 branch/digital/domain planning marker,customer consent; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00068,FCF-EVID-03668,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00068,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,regulatory reporting platform platform 069,security platform,hybrid,primary region,regulatory reporting platform; observability,CEO,medium,rationalize candidate,968 branch/digital/domain planning marker,regulatory reporting accuracy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00069,FCF-EVID-03669,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00069,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,document management platform platform 070,resilience platform,on-premises,secondary region,document management platform; identity,CFO,high,extend with controls,969 branch/digital/domain planning marker,operational resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00070,FCF-EVID-03670,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00070,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,core banking platform platform 071,application platform,SaaS,main operations region,core banking platform; API gateway,COO,critical,current core,970 branch/digital/domain planning marker,third-party risk; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00071,FCF-EVID-03671,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00071,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,loan origination platform platform 072,data platform,cloud,recovery region,loan origination platform; event broker,CIO,medium,modernization candidate,971 branch/digital/domain planning marker,cyber risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00072,FCF-EVID-03672,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00072,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,card processing platform platform 073,integration platform,managed hosting,primary region,card processing platform; warehouse,CTO,high,target state not certified,972 branch/digital/domain planning marker,fraud loss; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00073,FCF-EVID-03673,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00073,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,payments hub platform 074,security platform,hybrid,secondary region,payments hub; observability,CDAO,medium,rationalize candidate,973 branch/digital/domain planning marker,vendor concentration; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00074,FCF-EVID-03674,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00074,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,ACH and wire operations platform 075,resilience platform,on-premises,main operations region,ACH and wire operations; identity,CISO,medium,extend with controls,974 branch/digital/domain planning marker,cloud exit and resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00075,FCF-EVID-03675,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00075,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,fraud detection platform platform 076,application platform,SaaS,recovery region,fraud detection platform; API gateway,Chief compliance officer,critical,current core,975 branch/digital/domain planning marker,model risk management; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00076,FCF-EVID-03676,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00076,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,AML/KYC case management platform 077,data platform,cloud,primary region,AML/KYC case management; event broker,Chief procurement officer,medium,modernization candidate,976 branch/digital/domain planning marker,fair lending and bias; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00077,FCF-EVID-03677,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00077,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,CRM and banker desktop platform 078,integration platform,managed hosting,secondary region,CRM and banker desktop; warehouse,Chief people officer,medium,target state not certified,977 branch/digital/domain planning marker,explainability; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,explainability evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00078,FCF-EVID-03678,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00078,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,contact center platform platform 079,security platform,hybrid,main operations region,contact center platform; observability,Transformation office lead,high,rationalize candidate,978 branch/digital/domain planning marker,GLBA privacy; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00079,FCF-EVID-03679,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00079,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,mobile banking platform platform 080,resilience platform,on-premises,recovery region,mobile banking platform; identity,Experience leader,medium,extend with controls,979 branch/digital/domain planning marker,PCI DSS; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00080,FCF-EVID-03680,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00080,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,online banking platform platform 081,application platform,SaaS,primary region,online banking platform; API gateway,Business unit president,critical,current core,980 branch/digital/domain planning marker,data retention; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,data retention evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00081,FCF-EVID-03681,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00081,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,cloud lakehouse foundation platform 082,data platform,cloud,secondary region,cloud lakehouse foundation; event broker,Contact center leader,high,modernization candidate,981 branch/digital/domain planning marker,access controls; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,access controls evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00082,FCF-EVID-03682,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00082,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,enterprise risk platform platform 083,integration platform,managed hosting,main operations region,enterprise risk platform; warehouse,Operations leader,medium,target state not certified,982 branch/digital/domain planning marker,audit logging; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00083,FCF-EVID-03683,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00083,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,general ledger and ERP platform 084,security platform,hybrid,recovery region,general ledger and ERP; observability,Chief architect,medium,rationalize candidate,983 branch/digital/domain planning marker,customer consent; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,customer consent evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00084,FCF-EVID-03684,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00084,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,identity and access management platform 085,resilience platform,on-premises,primary region,identity and access management; identity,Application owner,high,extend with controls,984 branch/digital/domain planning marker,regulatory reporting accuracy; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00085,FCF-EVID-03685,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00085,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,model risk management system platform 086,application platform,SaaS,secondary region,model risk management system; API gateway,ITSM leader,critical,current core,985 branch/digital/domain planning marker,operational resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00086,FCF-EVID-03686,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00086,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,regulatory reporting platform platform 087,data platform,cloud,main operations region,regulatory reporting platform; event broker,CEO,medium,modernization candidate,986 branch/digital/domain planning marker,third-party risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00087,FCF-EVID-03687,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00087,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,document management platform platform 088,integration platform,managed hosting,recovery region,document management platform; warehouse,CFO,high,target state not certified,987 branch/digital/domain planning marker,cyber risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00088,FCF-EVID-03688,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00088,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,core banking platform platform 089,security platform,hybrid,primary region,core banking platform; observability,COO,medium,rationalize candidate,988 branch/digital/domain planning marker,fraud loss; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00089,FCF-EVID-03689,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00089,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,loan origination platform platform 090,resilience platform,on-premises,secondary region,loan origination platform; identity,CIO,medium,extend with controls,989 branch/digital/domain planning marker,vendor concentration; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00090,FCF-EVID-03690,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00090,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,card processing platform platform 091,application platform,SaaS,main operations region,card processing platform; API gateway,CTO,critical,current core,990 branch/digital/domain planning marker,cloud exit and resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00091,FCF-EVID-03691,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00091,06_infrastructure_platforms,Infrastructure & Platforms,candidate,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
first-capital-financial,payments hub platform 092,data platform,cloud,recovery region,payments hub; event broker,CDAO,medium,modernization candidate,991 branch/digital/domain planning marker,model risk management; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/first-capital-financial/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,model risk management evidence requires owner validation; source is synthetic and candidate-only,FCF-06-00092,FCF-EVID-03692,FCF-06_INFRASTRUCTURE_PLATFORMS-SRC-00092,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,first-capital-financial-rich-standard-candidate-20260717,FCF-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic financial-services enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
