risk_id,risk_name,business_function,severity,response,linked_control_id
RISK-AIRDN-0282,mainframe skill scarcity,Cybersecurity,medium,accept pending evidence,CTRL-AIRDN-0283
RISK-AIRDN-0283,data lineage gap,Workplace,low,requires executive decision,CTRL-AIRDN-0284
RISK-AIRDN-0284,SLA ambiguity,Service Management,critical,mitigate,CTRL-AIRDN-0285
RISK-AIRDN-0285,cloud cost overrun,Flight Operations,high,monitor,CTRL-AIRDN-0286
RISK-AIRDN-0286,airport support fragility,Operations Control,medium,accept pending evidence,CTRL-AIRDN-0287
RISK-AIRDN-0287,cyber access control,Crew Operations,low,requires executive decision,CTRL-AIRDN-0288
RISK-AIRDN-0288,regulatory evidence gap,Technical Operations,critical,mitigate,CTRL-AIRDN-0289
RISK-AIRDN-0289,KPI conflict,Airport Operations,high,monitor,CTRL-AIRDN-0290
RISK-AIRDN-0290,transition disruption,Passenger Service,medium,accept pending evidence,CTRL-AIRDN-0291
RISK-AIRDN-0291,supplier concentration,Commercial,low,requires executive decision,CTRL-AIRDN-0292
RISK-AIRDN-0292,mainframe skill scarcity,Cargo,critical,mitigate,CTRL-AIRDN-0293
RISK-AIRDN-0293,data lineage gap,Corporate Finance,high,monitor,CTRL-AIRDN-0294
RISK-AIRDN-0294,SLA ambiguity,Procurement,medium,accept pending evidence,CTRL-AIRDN-0295
RISK-AIRDN-0295,cloud cost overrun,Technology,low,requires executive decision,CTRL-AIRDN-0296
RISK-AIRDN-0296,airport support fragility,Data and AI,critical,mitigate,CTRL-AIRDN-0297
RISK-AIRDN-0297,cyber access control,Cybersecurity,high,monitor,CTRL-AIRDN-0298
RISK-AIRDN-0298,regulatory evidence gap,Workplace,medium,accept pending evidence,CTRL-AIRDN-0299
RISK-AIRDN-0299,KPI conflict,Service Management,low,requires executive decision,CTRL-AIRDN-0300
RISK-AIRDN-0300,transition disruption,Flight Operations,critical,mitigate,CTRL-AIRDN-0301
RISK-AIRDN-0301,supplier concentration,Operations Control,high,monitor,CTRL-AIRDN-0302
RISK-AIRDN-0302,mainframe skill scarcity,Crew Operations,medium,accept pending evidence,CTRL-AIRDN-0303
RISK-AIRDN-0303,data lineage gap,Technical Operations,low,requires executive decision,CTRL-AIRDN-0304
RISK-AIRDN-0304,SLA ambiguity,Airport Operations,critical,mitigate,CTRL-AIRDN-0305
RISK-AIRDN-0305,cloud cost overrun,Passenger Service,high,monitor,CTRL-AIRDN-0306
RISK-AIRDN-0306,airport support fragility,Commercial,medium,accept pending evidence,CTRL-AIRDN-0307
RISK-AIRDN-0307,cyber access control,Cargo,low,requires executive decision,CTRL-AIRDN-0308
RISK-AIRDN-0308,regulatory evidence gap,Corporate Finance,critical,mitigate,CTRL-AIRDN-0309
RISK-AIRDN-0309,KPI conflict,Procurement,high,monitor,CTRL-AIRDN-0310
RISK-AIRDN-0310,transition disruption,Technology,medium,accept pending evidence,CTRL-AIRDN-0311
RISK-AIRDN-0311,supplier concentration,Data and AI,low,requires executive decision,CTRL-AIRDN-0312
RISK-AIRDN-0312,mainframe skill scarcity,Cybersecurity,critical,mitigate,CTRL-AIRDN-0313
RISK-AIRDN-0313,data lineage gap,Workplace,high,monitor,CTRL-AIRDN-0314
RISK-AIRDN-0314,SLA ambiguity,Service Management,medium,accept pending evidence,CTRL-AIRDN-0315
RISK-AIRDN-0315,cloud cost overrun,Flight Operations,low,requires executive decision,CTRL-AIRDN-0316
RISK-AIRDN-0316,airport support fragility,Operations Control,critical,mitigate,CTRL-AIRDN-0317
RISK-AIRDN-0317,cyber access control,Crew Operations,high,monitor,CTRL-AIRDN-0318
RISK-AIRDN-0318,regulatory evidence gap,Technical Operations,medium,accept pending evidence,CTRL-AIRDN-0319
RISK-AIRDN-0319,KPI conflict,Airport Operations,low,requires executive decision,CTRL-AIRDN-0320
RISK-AIRDN-0320,transition disruption,Passenger Service,critical,mitigate,CTRL-AIRDN-0321
RISK-AIRDN-0321,supplier concentration,Commercial,high,monitor,CTRL-AIRDN-0322
RISK-AIRDN-0322,mainframe skill scarcity,Cargo,medium,accept pending evidence,CTRL-AIRDN-0323
RISK-AIRDN-0323,data lineage gap,Corporate Finance,low,requires executive decision,CTRL-AIRDN-0324
RISK-AIRDN-0324,SLA ambiguity,Procurement,critical,mitigate,CTRL-AIRDN-0325
RISK-AIRDN-0325,cloud cost overrun,Technology,high,monitor,CTRL-AIRDN-0326
RISK-AIRDN-0326,airport support fragility,Data and AI,medium,accept pending evidence,CTRL-AIRDN-0327
RISK-AIRDN-0327,cyber access control,Cybersecurity,low,requires executive decision,CTRL-AIRDN-0328
RISK-AIRDN-0328,regulatory evidence gap,Workplace,critical,mitigate,CTRL-AIRDN-0329
RISK-AIRDN-0329,KPI conflict,Service Management,high,monitor,CTRL-AIRDN-0330
RISK-AIRDN-0330,transition disruption,Flight Operations,medium,accept pending evidence,CTRL-AIRDN-0331
RISK-AIRDN-0331,supplier concentration,Operations Control,low,requires executive decision,CTRL-AIRDN-0332
RISK-AIRDN-0332,mainframe skill scarcity,Crew Operations,critical,mitigate,CTRL-AIRDN-0333
RISK-AIRDN-0333,data lineage gap,Technical Operations,high,monitor,CTRL-AIRDN-0334
RISK-AIRDN-0334,SLA ambiguity,Airport Operations,medium,accept pending evidence,CTRL-AIRDN-0335
RISK-AIRDN-0335,cloud cost overrun,Passenger Service,low,requires executive decision,CTRL-AIRDN-0336
RISK-AIRDN-0336,airport support fragility,Commercial,critical,mitigate,CTRL-AIRDN-0337
RISK-AIRDN-0337,cyber access control,Cargo,high,monitor,CTRL-AIRDN-0338
RISK-AIRDN-0338,regulatory evidence gap,Corporate Finance,medium,accept pending evidence,CTRL-AIRDN-0339
RISK-AIRDN-0339,KPI conflict,Procurement,low,requires executive decision,CTRL-AIRDN-0340
RISK-AIRDN-0340,transition disruption,Technology,critical,mitigate,CTRL-AIRDN-0341
RISK-AIRDN-0341,supplier concentration,Data and AI,high,monitor,CTRL-AIRDN-0342
RISK-AIRDN-0342,mainframe skill scarcity,Cybersecurity,medium,accept pending evidence,CTRL-AIRDN-0343
RISK-AIRDN-0343,data lineage gap,Workplace,low,requires executive decision,CTRL-AIRDN-0344
RISK-AIRDN-0344,SLA ambiguity,Service Management,critical,mitigate,CTRL-AIRDN-0345
RISK-AIRDN-0345,cloud cost overrun,Flight Operations,high,monitor,CTRL-AIRDN-0346
RISK-AIRDN-0346,airport support fragility,Operations Control,medium,accept pending evidence,CTRL-AIRDN-0347
RISK-AIRDN-0347,cyber access control,Crew Operations,low,requires executive decision,CTRL-AIRDN-0348
RISK-AIRDN-0348,regulatory evidence gap,Technical Operations,critical,mitigate,CTRL-AIRDN-0349
RISK-AIRDN-0349,KPI conflict,Airport Operations,high,monitor,CTRL-AIRDN-0350
RISK-AIRDN-0350,transition disruption,Passenger Service,medium,accept pending evidence,CTRL-AIRDN-0351
RISK-AIRDN-0351,supplier concentration,Commercial,low,requires executive decision,CTRL-AIRDN-0352
RISK-AIRDN-0352,mainframe skill scarcity,Cargo,critical,mitigate,CTRL-AIRDN-0353
RISK-AIRDN-0353,data lineage gap,Corporate Finance,high,monitor,CTRL-AIRDN-0354
RISK-AIRDN-0354,SLA ambiguity,Procurement,medium,accept pending evidence,CTRL-AIRDN-0355
RISK-AIRDN-0355,cloud cost overrun,Technology,low,requires executive decision,CTRL-AIRDN-0356
RISK-AIRDN-0356,airport support fragility,Data and AI,critical,mitigate,CTRL-AIRDN-0357
RISK-AIRDN-0357,cyber access control,Cybersecurity,high,monitor,CTRL-AIRDN-0358
RISK-AIRDN-0358,regulatory evidence gap,Workplace,medium,accept pending evidence,CTRL-AIRDN-0359
RISK-AIRDN-0359,KPI conflict,Service Management,low,requires executive decision,CTRL-AIRDN-0360
RISK-AIRDN-0360,transition disruption,Flight Operations,critical,mitigate,CTRL-AIRDN-0361
RISK-AIRDN-0361,supplier concentration,Operations Control,high,monitor,CTRL-AIRDN-0362
RISK-AIRDN-0362,mainframe skill scarcity,Crew Operations,medium,accept pending evidence,CTRL-AIRDN-0363
RISK-AIRDN-0363,data lineage gap,Technical Operations,low,requires executive decision,CTRL-AIRDN-0364
RISK-AIRDN-0364,SLA ambiguity,Airport Operations,critical,mitigate,CTRL-AIRDN-0365
RISK-AIRDN-0365,cloud cost overrun,Passenger Service,high,monitor,CTRL-AIRDN-0366
RISK-AIRDN-0366,airport support fragility,Commercial,medium,accept pending evidence,CTRL-AIRDN-0367
RISK-AIRDN-0367,cyber access control,Cargo,low,requires executive decision,CTRL-AIRDN-0368
RISK-AIRDN-0368,regulatory evidence gap,Corporate Finance,critical,mitigate,CTRL-AIRDN-0369
RISK-AIRDN-0369,KPI conflict,Procurement,high,monitor,CTRL-AIRDN-0370
RISK-AIRDN-0370,transition disruption,Technology,medium,accept pending evidence,CTRL-AIRDN-0371
RISK-AIRDN-0371,supplier concentration,Data and AI,low,requires executive decision,CTRL-AIRDN-0372
RISK-AIRDN-0372,mainframe skill scarcity,Cybersecurity,critical,mitigate,CTRL-AIRDN-0373
RISK-AIRDN-0373,data lineage gap,Workplace,high,monitor,CTRL-AIRDN-0374
RISK-AIRDN-0374,SLA ambiguity,Service Management,medium,accept pending evidence,CTRL-AIRDN-0375
RISK-AIRDN-0375,cloud cost overrun,Flight Operations,low,requires executive decision,CTRL-AIRDN-0376
RISK-AIRDN-0376,airport support fragility,Operations Control,critical,mitigate,CTRL-AIRDN-0377
RISK-AIRDN-0377,cyber access control,Crew Operations,high,monitor,CTRL-AIRDN-0378
RISK-AIRDN-0378,regulatory evidence gap,Technical Operations,medium,accept pending evidence,CTRL-AIRDN-0379
RISK-AIRDN-0379,KPI conflict,Airport Operations,low,requires executive decision,CTRL-AIRDN-0380
RISK-AIRDN-0380,transition disruption,Passenger Service,critical,mitigate,CTRL-AIRDN-0381
RISK-AIRDN-0381,supplier concentration,Commercial,high,monitor,CTRL-AIRDN-0382
RISK-AIRDN-0382,mainframe skill scarcity,Cargo,medium,accept pending evidence,CTRL-AIRDN-0383
RISK-AIRDN-0383,data lineage gap,Corporate Finance,low,requires executive decision,CTRL-AIRDN-0384
RISK-AIRDN-0384,SLA ambiguity,Procurement,critical,mitigate,CTRL-AIRDN-0385
RISK-AIRDN-0385,cloud cost overrun,Technology,high,monitor,CTRL-AIRDN-0386
RISK-AIRDN-0386,airport support fragility,Data and AI,medium,accept pending evidence,CTRL-AIRDN-0387
RISK-AIRDN-0387,cyber access control,Cybersecurity,low,requires executive decision,CTRL-AIRDN-0388
RISK-AIRDN-0388,regulatory evidence gap,Workplace,critical,mitigate,CTRL-AIRDN-0389
RISK-AIRDN-0389,KPI conflict,Service Management,high,monitor,CTRL-AIRDN-0390
RISK-AIRDN-0390,transition disruption,Flight Operations,medium,accept pending evidence,CTRL-AIRDN-0391
RISK-AIRDN-0391,supplier concentration,Operations Control,low,requires executive decision,CTRL-AIRDN-0392
RISK-AIRDN-0392,mainframe skill scarcity,Crew Operations,critical,mitigate,CTRL-AIRDN-0393
RISK-AIRDN-0393,data lineage gap,Technical Operations,high,monitor,CTRL-AIRDN-0394
RISK-AIRDN-0394,SLA ambiguity,Airport Operations,medium,accept pending evidence,CTRL-AIRDN-0395
RISK-AIRDN-0395,cloud cost overrun,Passenger Service,low,requires executive decision,CTRL-AIRDN-0396
RISK-AIRDN-0396,airport support fragility,Commercial,critical,mitigate,CTRL-AIRDN-0397
RISK-AIRDN-0397,cyber access control,Cargo,high,monitor,CTRL-AIRDN-0398
RISK-AIRDN-0398,regulatory evidence gap,Corporate Finance,medium,accept pending evidence,CTRL-AIRDN-0399
RISK-AIRDN-0399,KPI conflict,Procurement,low,requires executive decision,CTRL-AIRDN-0400
RISK-AIRDN-0400,transition disruption,Technology,critical,mitigate,CTRL-AIRDN-0401
RISK-AIRDN-0401,supplier concentration,Data and AI,high,monitor,CTRL-AIRDN-0402
RISK-AIRDN-0402,mainframe skill scarcity,Cybersecurity,medium,accept pending evidence,CTRL-AIRDN-0403
RISK-AIRDN-0403,data lineage gap,Workplace,low,requires executive decision,CTRL-AIRDN-0404
RISK-AIRDN-0404,SLA ambiguity,Service Management,critical,mitigate,CTRL-AIRDN-0405
RISK-AIRDN-0405,cloud cost overrun,Flight Operations,high,monitor,CTRL-AIRDN-0406
RISK-AIRDN-0406,airport support fragility,Operations Control,medium,accept pending evidence,CTRL-AIRDN-0407
RISK-AIRDN-0407,cyber access control,Crew Operations,low,requires executive decision,CTRL-AIRDN-0408
RISK-AIRDN-0408,regulatory evidence gap,Technical Operations,critical,mitigate,CTRL-AIRDN-0409
RISK-AIRDN-0409,KPI conflict,Airport Operations,high,monitor,CTRL-AIRDN-0410
RISK-AIRDN-0410,transition disruption,Passenger Service,medium,accept pending evidence,CTRL-AIRDN-0411
RISK-AIRDN-0411,supplier concentration,Commercial,low,requires executive decision,CTRL-AIRDN-0412
RISK-AIRDN-0412,mainframe skill scarcity,Cargo,critical,mitigate,CTRL-AIRDN-0413
RISK-AIRDN-0413,data lineage gap,Corporate Finance,high,monitor,CTRL-AIRDN-0414
RISK-AIRDN-0414,SLA ambiguity,Procurement,medium,accept pending evidence,CTRL-AIRDN-0415
RISK-AIRDN-0415,cloud cost overrun,Technology,low,requires executive decision,CTRL-AIRDN-0416
RISK-AIRDN-0416,airport support fragility,Data and AI,critical,mitigate,CTRL-AIRDN-0417
RISK-AIRDN-0417,cyber access control,Cybersecurity,high,monitor,CTRL-AIRDN-0418
RISK-AIRDN-0418,regulatory evidence gap,Workplace,medium,accept pending evidence,CTRL-AIRDN-0419
RISK-AIRDN-0419,KPI conflict,Service Management,low,requires executive decision,CTRL-AIRDN-0420
RISK-AIRDN-0420,transition disruption,Flight Operations,critical,mitigate,CTRL-AIRDN-0421
RISK-AIRDN-0421,supplier concentration,Operations Control,high,monitor,CTRL-AIRDN-0422
RISK-AIRDN-0422,mainframe skill scarcity,Crew Operations,medium,accept pending evidence,CTRL-AIRDN-0423
RISK-AIRDN-0423,data lineage gap,Technical Operations,low,requires executive decision,CTRL-AIRDN-0424
RISK-AIRDN-0424,SLA ambiguity,Airport Operations,critical,mitigate,CTRL-AIRDN-0425
RISK-AIRDN-0425,cloud cost overrun,Passenger Service,high,monitor,CTRL-AIRDN-0426
RISK-AIRDN-0426,airport support fragility,Commercial,medium,accept pending evidence,CTRL-AIRDN-0427
RISK-AIRDN-0427,cyber access control,Cargo,low,requires executive decision,CTRL-AIRDN-0428
RISK-AIRDN-0428,regulatory evidence gap,Corporate Finance,critical,mitigate,CTRL-AIRDN-0429
RISK-AIRDN-0429,KPI conflict,Procurement,high,monitor,CTRL-AIRDN-0430
RISK-AIRDN-0430,transition disruption,Technology,medium,accept pending evidence,CTRL-AIRDN-0431
RISK-AIRDN-0431,supplier concentration,Data and AI,low,requires executive decision,CTRL-AIRDN-0432
RISK-AIRDN-0432,mainframe skill scarcity,Cybersecurity,critical,mitigate,CTRL-AIRDN-0433
RISK-AIRDN-0433,data lineage gap,Workplace,high,monitor,CTRL-AIRDN-0434
RISK-AIRDN-0434,SLA ambiguity,Service Management,medium,accept pending evidence,CTRL-AIRDN-0435
RISK-AIRDN-0435,cloud cost overrun,Flight Operations,low,requires executive decision,CTRL-AIRDN-0436
RISK-AIRDN-0436,airport support fragility,Operations Control,critical,mitigate,CTRL-AIRDN-0437
RISK-AIRDN-0437,cyber access control,Crew Operations,high,monitor,CTRL-AIRDN-0438
RISK-AIRDN-0438,regulatory evidence gap,Technical Operations,medium,accept pending evidence,CTRL-AIRDN-0439
RISK-AIRDN-0439,KPI conflict,Airport Operations,low,requires executive decision,CTRL-AIRDN-0440
RISK-AIRDN-0440,transition disruption,Passenger Service,critical,mitigate,CTRL-AIRDN-0441
RISK-AIRDN-0441,supplier concentration,Commercial,high,monitor,CTRL-AIRDN-0442
RISK-AIRDN-0442,mainframe skill scarcity,Cargo,medium,accept pending evidence,CTRL-AIRDN-0443
RISK-AIRDN-0443,data lineage gap,Corporate Finance,low,requires executive decision,CTRL-AIRDN-0444
RISK-AIRDN-0444,SLA ambiguity,Procurement,critical,mitigate,CTRL-AIRDN-0445
RISK-AIRDN-0445,cloud cost overrun,Technology,high,monitor,CTRL-AIRDN-0446
RISK-AIRDN-0446,airport support fragility,Data and AI,medium,accept pending evidence,CTRL-AIRDN-0447
RISK-AIRDN-0447,cyber access control,Cybersecurity,low,requires executive decision,CTRL-AIRDN-0448
RISK-AIRDN-0448,regulatory evidence gap,Workplace,critical,mitigate,CTRL-AIRDN-0449
RISK-AIRDN-0449,KPI conflict,Service Management,high,monitor,CTRL-AIRDN-0450
RISK-AIRDN-0450,transition disruption,Flight Operations,medium,accept pending evidence,CTRL-AIRDN-0451
RISK-AIRDN-0451,supplier concentration,Operations Control,low,requires executive decision,CTRL-AIRDN-0452
RISK-AIRDN-0452,mainframe skill scarcity,Crew Operations,critical,mitigate,CTRL-AIRDN-0453
RISK-AIRDN-0453,data lineage gap,Technical Operations,high,monitor,CTRL-AIRDN-0454
RISK-AIRDN-0454,SLA ambiguity,Airport Operations,medium,accept pending evidence,CTRL-AIRDN-0455
RISK-AIRDN-0455,cloud cost overrun,Passenger Service,low,requires executive decision,CTRL-AIRDN-0456
RISK-AIRDN-0456,airport support fragility,Commercial,critical,mitigate,CTRL-AIRDN-0457
RISK-AIRDN-0457,cyber access control,Cargo,high,monitor,CTRL-AIRDN-0458
RISK-AIRDN-0458,regulatory evidence gap,Corporate Finance,medium,accept pending evidence,CTRL-AIRDN-0459
RISK-AIRDN-0459,KPI conflict,Procurement,low,requires executive decision,CTRL-AIRDN-0460
RISK-AIRDN-0460,transition disruption,Technology,critical,mitigate,CTRL-AIRDN-0461
RISK-AIRDN-0461,supplier concentration,Data and AI,high,monitor,CTRL-AIRDN-0462
RISK-AIRDN-0462,mainframe skill scarcity,Cybersecurity,medium,accept pending evidence,CTRL-AIRDN-0463
RISK-AIRDN-0463,data lineage gap,Workplace,low,requires executive decision,CTRL-AIRDN-0464
RISK-AIRDN-0464,SLA ambiguity,Service Management,critical,mitigate,CTRL-AIRDN-0465
RISK-AIRDN-0465,cloud cost overrun,Flight Operations,high,monitor,CTRL-AIRDN-0466
RISK-AIRDN-0466,airport support fragility,Operations Control,medium,accept pending evidence,CTRL-AIRDN-0467
RISK-AIRDN-0467,cyber access control,Crew Operations,low,requires executive decision,CTRL-AIRDN-0468
RISK-AIRDN-0468,regulatory evidence gap,Technical Operations,critical,mitigate,CTRL-AIRDN-0469
RISK-AIRDN-0469,KPI conflict,Airport Operations,high,monitor,CTRL-AIRDN-0470
RISK-AIRDN-0470,transition disruption,Passenger Service,medium,accept pending evidence,CTRL-AIRDN-0471
RISK-AIRDN-0471,supplier concentration,Commercial,low,requires executive decision,CTRL-AIRDN-0472
RISK-AIRDN-0472,mainframe skill scarcity,Cargo,critical,mitigate,CTRL-AIRDN-0473
RISK-AIRDN-0473,data lineage gap,Corporate Finance,high,monitor,CTRL-AIRDN-0474
RISK-AIRDN-0474,SLA ambiguity,Procurement,medium,accept pending evidence,CTRL-AIRDN-0475
RISK-AIRDN-0475,cloud cost overrun,Technology,low,requires executive decision,CTRL-AIRDN-0476
RISK-AIRDN-0476,airport support fragility,Data and AI,critical,mitigate,CTRL-AIRDN-0477
RISK-AIRDN-0477,cyber access control,Cybersecurity,high,monitor,CTRL-AIRDN-0478
RISK-AIRDN-0478,regulatory evidence gap,Workplace,medium,accept pending evidence,CTRL-AIRDN-0479
RISK-AIRDN-0479,KPI conflict,Service Management,low,requires executive decision,CTRL-AIRDN-0480
RISK-AIRDN-0480,transition disruption,Flight Operations,critical,mitigate,CTRL-AIRDN-0481
RISK-AIRDN-0481,supplier concentration,Operations Control,high,monitor,CTRL-AIRDN-0482
RISK-AIRDN-0482,mainframe skill scarcity,Crew Operations,medium,accept pending evidence,CTRL-AIRDN-0483
RISK-AIRDN-0483,data lineage gap,Technical Operations,low,requires executive decision,CTRL-AIRDN-0484
RISK-AIRDN-0484,SLA ambiguity,Airport Operations,critical,mitigate,CTRL-AIRDN-0485
RISK-AIRDN-0485,cloud cost overrun,Passenger Service,high,monitor,CTRL-AIRDN-0486
RISK-AIRDN-0486,airport support fragility,Commercial,medium,accept pending evidence,CTRL-AIRDN-0487
RISK-AIRDN-0487,cyber access control,Cargo,low,requires executive decision,CTRL-AIRDN-0488
RISK-AIRDN-0488,regulatory evidence gap,Corporate Finance,critical,mitigate,CTRL-AIRDN-0489
RISK-AIRDN-0489,KPI conflict,Procurement,high,monitor,CTRL-AIRDN-0490
RISK-AIRDN-0490,transition disruption,Technology,medium,accept pending evidence,CTRL-AIRDN-0491
RISK-AIRDN-0491,supplier concentration,Data and AI,low,requires executive decision,CTRL-AIRDN-0492
RISK-AIRDN-0492,mainframe skill scarcity,Cybersecurity,critical,mitigate,CTRL-AIRDN-0493
RISK-AIRDN-0493,data lineage gap,Workplace,high,monitor,CTRL-AIRDN-0494
RISK-AIRDN-0494,SLA ambiguity,Service Management,medium,accept pending evidence,CTRL-AIRDN-0495
RISK-AIRDN-0495,cloud cost overrun,Flight Operations,low,requires executive decision,CTRL-AIRDN-0496
RISK-AIRDN-0496,airport support fragility,Operations Control,critical,mitigate,CTRL-AIRDN-0497
RISK-AIRDN-0497,cyber access control,Crew Operations,high,monitor,CTRL-AIRDN-0498
RISK-AIRDN-0498,regulatory evidence gap,Technical Operations,medium,accept pending evidence,CTRL-AIRDN-0499
RISK-AIRDN-0499,KPI conflict,Airport Operations,low,requires executive decision,CTRL-AIRDN-0500
RISK-AIRDN-0500,transition disruption,Passenger Service,critical,mitigate,CTRL-AIRDN-0501
RISK-AIRDN-0501,supplier concentration,Commercial,high,monitor,CTRL-AIRDN-0502
RISK-AIRDN-0502,mainframe skill scarcity,Cargo,medium,accept pending evidence,CTRL-AIRDN-0503
RISK-AIRDN-0503,data lineage gap,Corporate Finance,low,requires executive decision,CTRL-AIRDN-0504
RISK-AIRDN-0504,SLA ambiguity,Procurement,critical,mitigate,CTRL-AIRDN-0505
RISK-AIRDN-0505,cloud cost overrun,Technology,high,monitor,CTRL-AIRDN-0506
RISK-AIRDN-0506,airport support fragility,Data and AI,medium,accept pending evidence,CTRL-AIRDN-0507
RISK-AIRDN-0507,cyber access control,Cybersecurity,low,requires executive decision,CTRL-AIRDN-0508
RISK-AIRDN-0508,regulatory evidence gap,Workplace,critical,mitigate,CTRL-AIRDN-0509
RISK-AIRDN-0509,KPI conflict,Service Management,high,monitor,CTRL-AIRDN-0510
RISK-AIRDN-0510,transition disruption,Flight Operations,medium,accept pending evidence,CTRL-AIRDN-0511
RISK-AIRDN-0511,supplier concentration,Operations Control,low,requires executive decision,CTRL-AIRDN-0512
RISK-AIRDN-0512,mainframe skill scarcity,Crew Operations,critical,mitigate,CTRL-AIRDN-0513
RISK-AIRDN-0513,data lineage gap,Technical Operations,high,monitor,CTRL-AIRDN-0514
RISK-AIRDN-0514,SLA ambiguity,Airport Operations,medium,accept pending evidence,CTRL-AIRDN-0515
RISK-AIRDN-0515,cloud cost overrun,Passenger Service,low,requires executive decision,CTRL-AIRDN-0516
RISK-AIRDN-0516,airport support fragility,Commercial,critical,mitigate,CTRL-AIRDN-0517
RISK-AIRDN-0517,cyber access control,Cargo,high,monitor,CTRL-AIRDN-0518
RISK-AIRDN-0518,regulatory evidence gap,Corporate Finance,medium,accept pending evidence,CTRL-AIRDN-0519
RISK-AIRDN-0519,KPI conflict,Procurement,low,requires executive decision,CTRL-AIRDN-0520
RISK-AIRDN-0520,transition disruption,Technology,critical,mitigate,CTRL-AIRDN-0521
RISK-AIRDN-0521,supplier concentration,Data and AI,high,monitor,CTRL-AIRDN-0522
RISK-AIRDN-0522,mainframe skill scarcity,Cybersecurity,medium,accept pending evidence,CTRL-AIRDN-0523
RISK-AIRDN-0523,data lineage gap,Workplace,low,requires executive decision,CTRL-AIRDN-0524
RISK-AIRDN-0524,SLA ambiguity,Service Management,critical,mitigate,CTRL-AIRDN-0525
RISK-AIRDN-0525,cloud cost overrun,Flight Operations,high,monitor,CTRL-AIRDN-0526
RISK-AIRDN-0526,airport support fragility,Operations Control,medium,accept pending evidence,CTRL-AIRDN-0527
RISK-AIRDN-0527,cyber access control,Crew Operations,low,requires executive decision,CTRL-AIRDN-0528
RISK-AIRDN-0528,regulatory evidence gap,Technical Operations,critical,mitigate,CTRL-AIRDN-0529
RISK-AIRDN-0529,KPI conflict,Airport Operations,high,monitor,CTRL-AIRDN-0530
RISK-AIRDN-0530,transition disruption,Passenger Service,medium,accept pending evidence,CTRL-AIRDN-0531
RISK-AIRDN-0531,supplier concentration,Commercial,low,requires executive decision,CTRL-AIRDN-0532
RISK-AIRDN-0532,mainframe skill scarcity,Cargo,critical,mitigate,CTRL-AIRDN-0533
RISK-AIRDN-0533,data lineage gap,Corporate Finance,high,monitor,CTRL-AIRDN-0534
RISK-AIRDN-0534,SLA ambiguity,Procurement,medium,accept pending evidence,CTRL-AIRDN-0535
RISK-AIRDN-0535,cloud cost overrun,Technology,low,requires executive decision,CTRL-AIRDN-0536
RISK-AIRDN-0536,airport support fragility,Data and AI,critical,mitigate,CTRL-AIRDN-0537
RISK-AIRDN-0537,cyber access control,Cybersecurity,high,monitor,CTRL-AIRDN-0538
RISK-AIRDN-0538,regulatory evidence gap,Workplace,medium,accept pending evidence,CTRL-AIRDN-0539
RISK-AIRDN-0539,KPI conflict,Service Management,low,requires executive decision,CTRL-AIRDN-0540
RISK-AIRDN-0540,transition disruption,Flight Operations,critical,mitigate,CTRL-AIRDN-0541
RISK-AIRDN-0541,supplier concentration,Operations Control,high,monitor,CTRL-AIRDN-0542
RISK-AIRDN-0542,mainframe skill scarcity,Crew Operations,medium,accept pending evidence,CTRL-AIRDN-0543
RISK-AIRDN-0543,data lineage gap,Technical Operations,low,requires executive decision,CTRL-AIRDN-0544
RISK-AIRDN-0544,SLA ambiguity,Airport Operations,critical,mitigate,CTRL-AIRDN-0545
RISK-AIRDN-0545,cloud cost overrun,Passenger Service,high,monitor,CTRL-AIRDN-0546
RISK-AIRDN-0546,airport support fragility,Commercial,medium,accept pending evidence,CTRL-AIRDN-0547
RISK-AIRDN-0547,cyber access control,Cargo,low,requires executive decision,CTRL-AIRDN-0548
RISK-AIRDN-0548,regulatory evidence gap,Corporate Finance,critical,mitigate,CTRL-AIRDN-0549
RISK-AIRDN-0549,KPI conflict,Procurement,high,monitor,CTRL-AIRDN-0550
RISK-AIRDN-0550,transition disruption,Technology,medium,accept pending evidence,CTRL-AIRDN-0551
RISK-AIRDN-0551,supplier concentration,Data and AI,low,requires executive decision,CTRL-AIRDN-0552
RISK-AIRDN-0552,mainframe skill scarcity,Cybersecurity,critical,mitigate,CTRL-AIRDN-0553
RISK-AIRDN-0553,data lineage gap,Workplace,high,monitor,CTRL-AIRDN-0554
RISK-AIRDN-0554,SLA ambiguity,Service Management,medium,accept pending evidence,CTRL-AIRDN-0555
RISK-AIRDN-0555,cloud cost overrun,Flight Operations,low,requires executive decision,CTRL-AIRDN-0556
RISK-AIRDN-0556,airport support fragility,Operations Control,critical,mitigate,CTRL-AIRDN-0557
RISK-AIRDN-0557,cyber access control,Crew Operations,high,monitor,CTRL-AIRDN-0558
RISK-AIRDN-0558,regulatory evidence gap,Technical Operations,medium,accept pending evidence,CTRL-AIRDN-0559
RISK-AIRDN-0559,KPI conflict,Airport Operations,low,requires executive decision,CTRL-AIRDN-0560
RISK-AIRDN-0560,transition disruption,Passenger Service,critical,mitigate,CTRL-AIRDN-0561
RISK-AIRDN-0561,supplier concentration,Commercial,high,monitor,CTRL-AIRDN-0562
RISK-AIRDN-0562,mainframe skill scarcity,Cargo,medium,accept pending evidence,CTRL-AIRDN-0563
