infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-AIRDN-02246,mainframe complex,network zone,SaaS,AIX/UNIX middleware,Data and AI,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02247,colocation facility,storage tier,edge/station,API gateway/iPaaS,Cybersecurity,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02248,global network zone,container platform,legacy UNIX/AIX,BI/reporting platform,Workplace,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02249,primary enterprise data center,mainframe LPAR,hybrid,security/IAM stack,Service Management,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02250,secondary resilience data center,integration runtime,mainframe z/OS,COBOL/CICS/DB2/MQ,Flight Operations,Data Analytics and Integration,regulated/restricted,normal capacity,resilience evidence required
INFRA-AIRDN-02251,private cloud east,edge appliance,private cloud,Java/.NET custom,Operations Control,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02252,private cloud central,security sensor,owned data center,SAP S/4HANA,Crew Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02253,AWS digital landing zone,observability collector,colocation,legacy SAP ECC,Technical Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02254,AWS analytics landing zone,desktop/endpoint group,AWS workload,SAP Ariba/Concur/BW/BTP,Airport Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02255,Azure enterprise landing zone,cloud resource group,Azure workload,Teradata-scale EDW,Passenger Service,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02256,Azure AI/data landing zone,compute VM/cluster,SaaS,Databricks-style lakehouse,Commercial,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02257,station edge footprint,database platform,edge/station,Snowflake-style cloud warehouse,Cargo,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02258,crew/MRO field footprint,network zone,legacy UNIX/AIX,Kafka/event streaming,Corporate Finance,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02259,mainframe complex,storage tier,hybrid,Oracle/SQL Server,Procurement,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02260,colocation facility,container platform,mainframe z/OS,Hadoop remnant,Technology,SIAM Observability and Service Governance,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02261,global network zone,mainframe LPAR,private cloud,Service management platform,Data and AI,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02262,primary enterprise data center,integration runtime,owned data center,mainframe batch scheduler,Cybersecurity,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02263,secondary resilience data center,edge appliance,colocation,container/Kubernetes,Workplace,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02264,private cloud east,security sensor,AWS workload,AIX/UNIX middleware,Service Management,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02265,private cloud central,observability collector,Azure workload,API gateway/iPaaS,Flight Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02266,AWS digital landing zone,desktop/endpoint group,SaaS,BI/reporting platform,Operations Control,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02267,AWS analytics landing zone,cloud resource group,edge/station,security/IAM stack,Crew Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02268,Azure enterprise landing zone,compute VM/cluster,legacy UNIX/AIX,COBOL/CICS/DB2/MQ,Technical Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-AIRDN-02269,Azure AI/data landing zone,database platform,hybrid,Java/.NET custom,Airport Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02270,station edge footprint,network zone,mainframe z/OS,SAP S/4HANA,Passenger Service,Digital Customer and Loyalty AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02271,crew/MRO field footprint,storage tier,private cloud,legacy SAP ECC,Commercial,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02272,mainframe complex,container platform,owned data center,SAP Ariba/Concur/BW/BTP,Cargo,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02273,colocation facility,mainframe LPAR,colocation,Teradata-scale EDW,Corporate Finance,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02274,global network zone,integration runtime,AWS workload,Databricks-style lakehouse,Procurement,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02275,primary enterprise data center,edge appliance,Azure workload,Snowflake-style cloud warehouse,Technology,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02276,secondary resilience data center,security sensor,SaaS,Kafka/event streaming,Data and AI,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02277,private cloud east,observability collector,edge/station,Oracle/SQL Server,Cybersecurity,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02278,private cloud central,desktop/endpoint group,legacy UNIX/AIX,Hadoop remnant,Workplace,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02279,AWS digital landing zone,cloud resource group,hybrid,Service management platform,Service Management,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02280,AWS analytics landing zone,compute VM/cluster,mainframe z/OS,mainframe batch scheduler,Flight Operations,Workplace Service Desk and Field Support,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02281,Azure enterprise landing zone,database platform,private cloud,container/Kubernetes,Operations Control,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02282,Azure AI/data landing zone,network zone,owned data center,AIX/UNIX middleware,Crew Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02283,station edge footprint,storage tier,colocation,API gateway/iPaaS,Technical Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02284,crew/MRO field footprint,container platform,AWS workload,BI/reporting platform,Airport Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02285,mainframe complex,mainframe LPAR,Azure workload,security/IAM stack,Passenger Service,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02286,colocation facility,integration runtime,SaaS,COBOL/CICS/DB2/MQ,Commercial,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02287,global network zone,edge appliance,edge/station,Java/.NET custom,Cargo,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02288,primary enterprise data center,security sensor,legacy UNIX/AIX,SAP S/4HANA,Corporate Finance,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02289,secondary resilience data center,observability collector,hybrid,legacy SAP ECC,Procurement,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02290,private cloud east,desktop/endpoint group,mainframe z/OS,SAP Ariba/Concur/BW/BTP,Technology,Corporate and SAP AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02291,private cloud central,cloud resource group,private cloud,Teradata-scale EDW,Data and AI,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02292,AWS digital landing zone,compute VM/cluster,owned data center,Databricks-style lakehouse,Cybersecurity,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02293,AWS analytics landing zone,database platform,colocation,Snowflake-style cloud warehouse,Workplace,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02294,Azure enterprise landing zone,network zone,AWS workload,Kafka/event streaming,Service Management,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02295,Azure AI/data landing zone,storage tier,Azure workload,Oracle/SQL Server,Flight Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02296,station edge footprint,container platform,SaaS,Hadoop remnant,Operations Control,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02297,crew/MRO field footprint,mainframe LPAR,edge/station,Service management platform,Crew Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02298,mainframe complex,integration runtime,legacy UNIX/AIX,mainframe batch scheduler,Technical Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02299,colocation facility,edge appliance,hybrid,container/Kubernetes,Airport Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02300,global network zone,security sensor,mainframe z/OS,AIX/UNIX middleware,Passenger Service,Cloud Infrastructure and Mainframe,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02301,primary enterprise data center,observability collector,private cloud,API gateway/iPaaS,Commercial,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02302,secondary resilience data center,desktop/endpoint group,owned data center,BI/reporting platform,Cargo,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02303,private cloud east,cloud resource group,colocation,security/IAM stack,Corporate Finance,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02304,private cloud central,compute VM/cluster,AWS workload,COBOL/CICS/DB2/MQ,Procurement,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02305,AWS digital landing zone,database platform,Azure workload,Java/.NET custom,Technology,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02306,AWS analytics landing zone,network zone,SaaS,SAP S/4HANA,Data and AI,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02307,Azure enterprise landing zone,storage tier,edge/station,legacy SAP ECC,Cybersecurity,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02308,Azure AI/data landing zone,container platform,legacy UNIX/AIX,SAP Ariba/Concur/BW/BTP,Workplace,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02309,station edge footprint,mainframe LPAR,hybrid,Teradata-scale EDW,Service Management,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02310,crew/MRO field footprint,integration runtime,mainframe z/OS,Databricks-style lakehouse,Flight Operations,Airline Operations AMS,regulated/restricted,capacity constrained,resilience mapped
INFRA-AIRDN-02311,mainframe complex,edge appliance,private cloud,Snowflake-style cloud warehouse,Operations Control,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02312,colocation facility,security sensor,owned data center,Kafka/event streaming,Crew Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02313,global network zone,observability collector,colocation,Oracle/SQL Server,Technical Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02314,primary enterprise data center,desktop/endpoint group,AWS workload,Hadoop remnant,Airport Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02315,secondary resilience data center,cloud resource group,Azure workload,Service management platform,Passenger Service,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02316,private cloud east,compute VM/cluster,SaaS,mainframe batch scheduler,Commercial,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02317,private cloud central,database platform,edge/station,container/Kubernetes,Cargo,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02318,AWS digital landing zone,network zone,legacy UNIX/AIX,AIX/UNIX middleware,Corporate Finance,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02319,AWS analytics landing zone,storage tier,hybrid,API gateway/iPaaS,Procurement,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02320,Azure enterprise landing zone,container platform,mainframe z/OS,BI/reporting platform,Technology,Data Analytics and Integration,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02321,Azure AI/data landing zone,mainframe LPAR,private cloud,security/IAM stack,Data and AI,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02322,station edge footprint,integration runtime,owned data center,COBOL/CICS/DB2/MQ,Cybersecurity,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02323,crew/MRO field footprint,edge appliance,colocation,Java/.NET custom,Workplace,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02324,mainframe complex,security sensor,AWS workload,SAP S/4HANA,Service Management,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02325,colocation facility,observability collector,Azure workload,legacy SAP ECC,Flight Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02326,global network zone,desktop/endpoint group,SaaS,SAP Ariba/Concur/BW/BTP,Operations Control,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02327,primary enterprise data center,cloud resource group,edge/station,Teradata-scale EDW,Crew Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02328,secondary resilience data center,compute VM/cluster,legacy UNIX/AIX,Databricks-style lakehouse,Technical Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02329,private cloud east,database platform,hybrid,Snowflake-style cloud warehouse,Airport Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02330,private cloud central,network zone,mainframe z/OS,Kafka/event streaming,Passenger Service,SIAM Observability and Service Governance,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02331,AWS digital landing zone,storage tier,private cloud,Oracle/SQL Server,Commercial,Airline Operations AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-AIRDN-02332,AWS analytics landing zone,container platform,owned data center,Hadoop remnant,Cargo,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02333,Azure enterprise landing zone,mainframe LPAR,colocation,Service management platform,Corporate Finance,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02334,Azure AI/data landing zone,integration runtime,AWS workload,mainframe batch scheduler,Procurement,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02335,station edge footprint,edge appliance,Azure workload,container/Kubernetes,Technology,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02336,crew/MRO field footprint,security sensor,SaaS,AIX/UNIX middleware,Data and AI,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02337,mainframe complex,observability collector,edge/station,API gateway/iPaaS,Cybersecurity,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02338,colocation facility,desktop/endpoint group,legacy UNIX/AIX,BI/reporting platform,Workplace,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02339,global network zone,cloud resource group,hybrid,security/IAM stack,Service Management,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02340,primary enterprise data center,compute VM/cluster,mainframe z/OS,COBOL/CICS/DB2/MQ,Flight Operations,Digital Customer and Loyalty AMS,regulated/restricted,normal capacity,resilience evidence required
INFRA-AIRDN-02341,secondary resilience data center,database platform,private cloud,Java/.NET custom,Operations Control,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02342,private cloud east,network zone,owned data center,SAP S/4HANA,Crew Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02343,private cloud central,storage tier,colocation,legacy SAP ECC,Technical Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02344,AWS digital landing zone,container platform,AWS workload,SAP Ariba/Concur/BW/BTP,Airport Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02345,AWS analytics landing zone,mainframe LPAR,Azure workload,Teradata-scale EDW,Passenger Service,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02346,Azure enterprise landing zone,integration runtime,SaaS,Databricks-style lakehouse,Commercial,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02347,Azure AI/data landing zone,edge appliance,edge/station,Snowflake-style cloud warehouse,Cargo,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02348,station edge footprint,security sensor,legacy UNIX/AIX,Kafka/event streaming,Corporate Finance,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02349,crew/MRO field footprint,observability collector,hybrid,Oracle/SQL Server,Procurement,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02350,mainframe complex,desktop/endpoint group,mainframe z/OS,Hadoop remnant,Technology,Workplace Service Desk and Field Support,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02351,colocation facility,cloud resource group,private cloud,Service management platform,Data and AI,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02352,global network zone,compute VM/cluster,owned data center,mainframe batch scheduler,Cybersecurity,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02353,primary enterprise data center,database platform,colocation,container/Kubernetes,Workplace,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02354,secondary resilience data center,network zone,AWS workload,AIX/UNIX middleware,Service Management,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02355,private cloud east,storage tier,Azure workload,API gateway/iPaaS,Flight Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02356,private cloud central,container platform,SaaS,BI/reporting platform,Operations Control,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02357,AWS digital landing zone,mainframe LPAR,edge/station,security/IAM stack,Crew Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02358,AWS analytics landing zone,integration runtime,legacy UNIX/AIX,COBOL/CICS/DB2/MQ,Technical Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02359,Azure enterprise landing zone,edge appliance,hybrid,Java/.NET custom,Airport Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02360,Azure AI/data landing zone,security sensor,mainframe z/OS,SAP S/4HANA,Passenger Service,Corporate and SAP AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02361,station edge footprint,observability collector,private cloud,legacy SAP ECC,Commercial,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02362,crew/MRO field footprint,desktop/endpoint group,owned data center,SAP Ariba/Concur/BW/BTP,Cargo,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02363,mainframe complex,cloud resource group,colocation,Teradata-scale EDW,Corporate Finance,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02364,colocation facility,compute VM/cluster,AWS workload,Databricks-style lakehouse,Procurement,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02365,global network zone,database platform,Azure workload,Snowflake-style cloud warehouse,Technology,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02366,primary enterprise data center,network zone,SaaS,Kafka/event streaming,Data and AI,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02367,secondary resilience data center,storage tier,edge/station,Oracle/SQL Server,Cybersecurity,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02368,private cloud east,container platform,legacy UNIX/AIX,Hadoop remnant,Workplace,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02369,private cloud central,mainframe LPAR,hybrid,Service management platform,Service Management,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02370,AWS digital landing zone,integration runtime,mainframe z/OS,mainframe batch scheduler,Flight Operations,Cloud Infrastructure and Mainframe,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02371,AWS analytics landing zone,edge appliance,private cloud,container/Kubernetes,Operations Control,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02372,Azure enterprise landing zone,security sensor,owned data center,AIX/UNIX middleware,Crew Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02373,Azure AI/data landing zone,observability collector,colocation,API gateway/iPaaS,Technical Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02374,station edge footprint,desktop/endpoint group,AWS workload,BI/reporting platform,Airport Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02375,crew/MRO field footprint,cloud resource group,Azure workload,security/IAM stack,Passenger Service,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02376,mainframe complex,compute VM/cluster,SaaS,COBOL/CICS/DB2/MQ,Commercial,Data Analytics and Integration,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02377,colocation facility,database platform,edge/station,Java/.NET custom,Cargo,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02378,global network zone,network zone,legacy UNIX/AIX,SAP S/4HANA,Corporate Finance,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02379,primary enterprise data center,storage tier,hybrid,legacy SAP ECC,Procurement,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02380,secondary resilience data center,container platform,mainframe z/OS,SAP Ariba/Concur/BW/BTP,Technology,Airline Operations AMS,regulated/restricted,capacity constrained,resilience mapped
INFRA-AIRDN-02381,private cloud east,mainframe LPAR,private cloud,Teradata-scale EDW,Data and AI,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02382,private cloud central,integration runtime,owned data center,Databricks-style lakehouse,Cybersecurity,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02383,AWS digital landing zone,edge appliance,colocation,Snowflake-style cloud warehouse,Workplace,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02384,AWS analytics landing zone,security sensor,AWS workload,Kafka/event streaming,Service Management,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02385,Azure enterprise landing zone,observability collector,Azure workload,Oracle/SQL Server,Flight Operations,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02386,Azure AI/data landing zone,desktop/endpoint group,SaaS,Hadoop remnant,Operations Control,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02387,station edge footprint,cloud resource group,edge/station,Service management platform,Crew Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02388,crew/MRO field footprint,compute VM/cluster,legacy UNIX/AIX,mainframe batch scheduler,Technical Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02389,mainframe complex,database platform,hybrid,container/Kubernetes,Airport Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02390,colocation facility,network zone,mainframe z/OS,AIX/UNIX middleware,Passenger Service,Data Analytics and Integration,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02391,global network zone,storage tier,private cloud,API gateway/iPaaS,Commercial,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02392,primary enterprise data center,container platform,owned data center,BI/reporting platform,Cargo,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02393,secondary resilience data center,mainframe LPAR,colocation,security/IAM stack,Corporate Finance,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02394,private cloud east,integration runtime,AWS workload,COBOL/CICS/DB2/MQ,Procurement,Airline Operations AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-AIRDN-02395,private cloud central,edge appliance,Azure workload,Java/.NET custom,Technology,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02396,AWS digital landing zone,security sensor,SaaS,SAP S/4HANA,Data and AI,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02397,AWS analytics landing zone,observability collector,edge/station,legacy SAP ECC,Cybersecurity,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02398,Azure enterprise landing zone,desktop/endpoint group,legacy UNIX/AIX,SAP Ariba/Concur/BW/BTP,Workplace,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02399,Azure AI/data landing zone,cloud resource group,hybrid,Teradata-scale EDW,Service Management,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02400,station edge footprint,compute VM/cluster,mainframe z/OS,Databricks-style lakehouse,Flight Operations,SIAM Observability and Service Governance,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-02401,crew/MRO field footprint,database platform,private cloud,Snowflake-style cloud warehouse,Operations Control,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-02402,mainframe complex,network zone,owned data center,Kafka/event streaming,Crew Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02403,colocation facility,storage tier,colocation,Oracle/SQL Server,Technical Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-02404,global network zone,container platform,AWS workload,Hadoop remnant,Airport Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-02405,primary enterprise data center,mainframe LPAR,Azure workload,Service management platform,Passenger Service,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
