data_product_id,data_product_name,domain,platform_pattern,business_function,logical_footprint,ingestion_pattern,lineage_status,ai_or_bi_use,vendor_id
DATA-AIRDN-0360,AIRLINE_EVENTS product 0360,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Flight Operations,9.1 PB logical footprint,300-700 TB daily movement family,lineage incomplete,AI feature candidate,VEND-AIRDN-361
DATA-AIRDN-0361,CUSTOMER_SERVICE product 0361,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Operations Control,2.6 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-362
DATA-AIRDN-0362,COMMERCIAL_REVENUE product 0362,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Crew Operations,2.7 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-363
DATA-AIRDN-0363,MRO_SUPPLY_CHAIN product 0363,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Technical Operations,2.7 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-364
DATA-AIRDN-0364,FINANCE_PROCUREMENT product 0364,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Airport Operations,2.8 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-365
DATA-AIRDN-0365,STATION_OPERATIONS product 0365,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Passenger Service,2.9 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-366
DATA-AIRDN-0366,SECURITY_RISK product 0366,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Commercial,10.4 PB logical footprint,billions of daily events family,lineage incomplete,BI / operational analytics,VEND-AIRDN-367
DATA-AIRDN-0367,CREW_OPS product 0367,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Cargo,3.0 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-368
DATA-AIRDN-0368,AIRLINE_EVENTS product 0368,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Corporate Finance,3.0 PB logical footprint,regulated retention,lineage candidate,AI feature candidate,VEND-AIRDN-369
DATA-AIRDN-0369,CUSTOMER_SERVICE product 0369,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Procurement,3.1 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-370
DATA-AIRDN-0370,COMMERCIAL_REVENUE product 0370,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Technology,3.2 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-371
DATA-AIRDN-0371,MRO_SUPPLY_CHAIN product 0371,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Data and AI,3.2 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-372
DATA-AIRDN-0372,FINANCE_PROCUREMENT product 0372,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Cybersecurity,11.8 PB logical footprint,batch plus streaming,lineage incomplete,BI / operational analytics,VEND-AIRDN-373
DATA-AIRDN-0373,STATION_OPERATIONS product 0373,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Workplace,3.3 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-374
DATA-AIRDN-0374,SECURITY_RISK product 0374,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Service Management,3.4 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-375
DATA-AIRDN-0375,CREW_OPS product 0375,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Flight Operations,3.5 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-376
DATA-AIRDN-0376,AIRLINE_EVENTS product 0376,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Operations Control,3.5 PB logical footprint,billions of daily events family,lineage candidate,AI feature candidate,VEND-AIRDN-377
DATA-AIRDN-0377,CUSTOMER_SERVICE product 0377,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Crew Operations,3.6 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-378
DATA-AIRDN-0378,COMMERCIAL_REVENUE product 0378,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Technical Operations,13.1 PB logical footprint,regulated retention,lineage incomplete,BI / operational analytics,VEND-AIRDN-379
DATA-AIRDN-0379,MRO_SUPPLY_CHAIN product 0379,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Airport Operations,3.7 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-380
DATA-AIRDN-0380,FINANCE_PROCUREMENT product 0380,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Passenger Service,3.8 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-381
DATA-AIRDN-0381,STATION_OPERATIONS product 0381,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Commercial,3.8 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-382
DATA-AIRDN-0382,SECURITY_RISK product 0382,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Cargo,3.9 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-383
DATA-AIRDN-0383,CREW_OPS product 0383,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Corporate Finance,3.9 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-384
DATA-AIRDN-0384,AIRLINE_EVENTS product 0384,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Procurement,14.4 PB logical footprint,near-real-time operational feed,lineage incomplete,AI feature candidate,VEND-AIRDN-385
DATA-AIRDN-0385,CUSTOMER_SERVICE product 0385,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Technology,4.1 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-386
DATA-AIRDN-0386,COMMERCIAL_REVENUE product 0386,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Data and AI,4.1 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-387
DATA-AIRDN-0387,MRO_SUPPLY_CHAIN product 0387,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Cybersecurity,4.2 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-388
DATA-AIRDN-0388,FINANCE_PROCUREMENT product 0388,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Workplace,4.2 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-389
DATA-AIRDN-0389,STATION_OPERATIONS product 0389,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Service Management,4.3 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-390
DATA-AIRDN-0390,SECURITY_RISK product 0390,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Flight Operations,15.7 PB logical footprint,300-700 TB daily movement family,lineage incomplete,BI / operational analytics,VEND-AIRDN-391
DATA-AIRDN-0391,CREW_OPS product 0391,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Operations Control,4.4 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-392
DATA-AIRDN-0392,AIRLINE_EVENTS product 0392,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Crew Operations,4.5 PB logical footprint,batch plus streaming,lineage candidate,AI feature candidate,VEND-AIRDN-393
DATA-AIRDN-0393,CUSTOMER_SERVICE product 0393,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Technical Operations,4.5 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-394
DATA-AIRDN-0394,COMMERCIAL_REVENUE product 0394,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Airport Operations,4.6 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-395
DATA-AIRDN-0395,MRO_SUPPLY_CHAIN product 0395,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Passenger Service,4.7 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-396
DATA-AIRDN-0396,FINANCE_PROCUREMENT product 0396,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Commercial,17.0 PB logical footprint,billions of daily events family,lineage incomplete,BI / operational analytics,VEND-AIRDN-397
DATA-AIRDN-0397,STATION_OPERATIONS product 0397,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Cargo,4.8 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-398
DATA-AIRDN-0398,SECURITY_RISK product 0398,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Corporate Finance,4.8 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-399
DATA-AIRDN-0399,CREW_OPS product 0399,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Procurement,4.9 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-400
DATA-AIRDN-0400,AIRLINE_EVENTS product 0400,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Technology,0.2 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,AI feature candidate,VEND-AIRDN-401
DATA-AIRDN-0401,CUSTOMER_SERVICE product 0401,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Data and AI,0.2 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-402
DATA-AIRDN-0402,COMMERCIAL_REVENUE product 0402,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Cybersecurity,0.8 PB logical footprint,batch plus streaming,lineage incomplete,BI / operational analytics,VEND-AIRDN-403
DATA-AIRDN-0403,MRO_SUPPLY_CHAIN product 0403,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Workplace,0.3 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-404
DATA-AIRDN-0404,FINANCE_PROCUREMENT product 0404,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Service Management,0.4 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-405
DATA-AIRDN-0405,STATION_OPERATIONS product 0405,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Flight Operations,0.5 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-406
DATA-AIRDN-0406,SECURITY_RISK product 0406,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Operations Control,0.5 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-407
DATA-AIRDN-0407,CREW_OPS product 0407,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Crew Operations,0.6 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-408
DATA-AIRDN-0408,AIRLINE_EVENTS product 0408,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Technical Operations,2.1 PB logical footprint,regulated retention,lineage incomplete,AI feature candidate,VEND-AIRDN-409
DATA-AIRDN-0409,CUSTOMER_SERVICE product 0409,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Airport Operations,0.7 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-410
DATA-AIRDN-0410,COMMERCIAL_REVENUE product 0410,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Passenger Service,0.8 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-411
DATA-AIRDN-0411,MRO_SUPPLY_CHAIN product 0411,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Commercial,0.8 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-412
DATA-AIRDN-0412,FINANCE_PROCUREMENT product 0412,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Cargo,0.9 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-413
DATA-AIRDN-0413,STATION_OPERATIONS product 0413,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Corporate Finance,0.9 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-414
DATA-AIRDN-0414,SECURITY_RISK product 0414,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Procurement,3.4 PB logical footprint,near-real-time operational feed,lineage incomplete,BI / operational analytics,VEND-AIRDN-415
DATA-AIRDN-0415,CREW_OPS product 0415,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Technology,1.1 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-416
DATA-AIRDN-0416,AIRLINE_EVENTS product 0416,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Data and AI,1.1 PB logical footprint,billions of daily events family,lineage candidate,AI feature candidate,VEND-AIRDN-417
DATA-AIRDN-0417,CUSTOMER_SERVICE product 0417,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Cybersecurity,1.2 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-418
DATA-AIRDN-0418,COMMERCIAL_REVENUE product 0418,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Workplace,1.2 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-419
DATA-AIRDN-0419,MRO_SUPPLY_CHAIN product 0419,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Service Management,1.3 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-420
DATA-AIRDN-0420,FINANCE_PROCUREMENT product 0420,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Flight Operations,4.7 PB logical footprint,300-700 TB daily movement family,lineage incomplete,BI / operational analytics,VEND-AIRDN-001
DATA-AIRDN-0421,STATION_OPERATIONS product 0421,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Operations Control,1.4 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-002
DATA-AIRDN-0422,SECURITY_RISK product 0422,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Crew Operations,1.5 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-003
DATA-AIRDN-0423,CREW_OPS product 0423,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Technical Operations,1.5 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-004
DATA-AIRDN-0424,AIRLINE_EVENTS product 0424,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Airport Operations,1.6 PB logical footprint,near-real-time operational feed,lineage candidate,AI feature candidate,VEND-AIRDN-005
DATA-AIRDN-0425,CUSTOMER_SERVICE product 0425,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Passenger Service,1.7 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-006
DATA-AIRDN-0426,COMMERCIAL_REVENUE product 0426,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Commercial,6.0 PB logical footprint,billions of daily events family,lineage incomplete,BI / operational analytics,VEND-AIRDN-007
DATA-AIRDN-0427,MRO_SUPPLY_CHAIN product 0427,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Cargo,1.8 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-008
DATA-AIRDN-0428,FINANCE_PROCUREMENT product 0428,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Corporate Finance,1.8 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-009
DATA-AIRDN-0429,STATION_OPERATIONS product 0429,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Procurement,1.9 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-010
DATA-AIRDN-0430,SECURITY_RISK product 0430,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Technology,2.0 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-011
DATA-AIRDN-0431,CREW_OPS product 0431,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Data and AI,2.0 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-012
DATA-AIRDN-0432,AIRLINE_EVENTS product 0432,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Cybersecurity,7.4 PB logical footprint,batch plus streaming,lineage incomplete,AI feature candidate,VEND-AIRDN-013
DATA-AIRDN-0433,CUSTOMER_SERVICE product 0433,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Workplace,2.1 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-014
DATA-AIRDN-0434,COMMERCIAL_REVENUE product 0434,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Service Management,2.2 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-015
DATA-AIRDN-0435,MRO_SUPPLY_CHAIN product 0435,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Flight Operations,2.3 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-016
DATA-AIRDN-0436,FINANCE_PROCUREMENT product 0436,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Operations Control,2.3 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-017
DATA-AIRDN-0437,STATION_OPERATIONS product 0437,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Crew Operations,2.4 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-018
DATA-AIRDN-0438,SECURITY_RISK product 0438,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Technical Operations,8.7 PB logical footprint,regulated retention,lineage incomplete,BI / operational analytics,VEND-AIRDN-019
DATA-AIRDN-0439,CREW_OPS product 0439,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Airport Operations,2.5 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-020
DATA-AIRDN-0440,AIRLINE_EVENTS product 0440,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Passenger Service,2.6 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,AI feature candidate,VEND-AIRDN-021
DATA-AIRDN-0441,CUSTOMER_SERVICE product 0441,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Commercial,2.6 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-022
DATA-AIRDN-0442,COMMERCIAL_REVENUE product 0442,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Cargo,2.7 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-023
DATA-AIRDN-0443,MRO_SUPPLY_CHAIN product 0443,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Corporate Finance,2.7 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-024
DATA-AIRDN-0444,FINANCE_PROCUREMENT product 0444,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Procurement,10.0 PB logical footprint,near-real-time operational feed,lineage incomplete,BI / operational analytics,VEND-AIRDN-025
DATA-AIRDN-0445,STATION_OPERATIONS product 0445,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Technology,2.9 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-026
DATA-AIRDN-0446,SECURITY_RISK product 0446,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Data and AI,2.9 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-027
DATA-AIRDN-0447,CREW_OPS product 0447,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Cybersecurity,3.0 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-028
DATA-AIRDN-0448,AIRLINE_EVENTS product 0448,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Workplace,3.0 PB logical footprint,regulated retention,lineage candidate,AI feature candidate,VEND-AIRDN-029
DATA-AIRDN-0449,CUSTOMER_SERVICE product 0449,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Service Management,3.1 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-030
DATA-AIRDN-0450,COMMERCIAL_REVENUE product 0450,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Flight Operations,11.3 PB logical footprint,300-700 TB daily movement family,lineage incomplete,BI / operational analytics,VEND-AIRDN-031
DATA-AIRDN-0451,MRO_SUPPLY_CHAIN product 0451,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Operations Control,3.2 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-032
DATA-AIRDN-0452,FINANCE_PROCUREMENT product 0452,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Crew Operations,3.3 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-033
DATA-AIRDN-0453,STATION_OPERATIONS product 0453,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Technical Operations,3.3 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-034
DATA-AIRDN-0454,SECURITY_RISK product 0454,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Airport Operations,3.4 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-035
DATA-AIRDN-0455,CREW_OPS product 0455,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Passenger Service,3.5 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-036
DATA-AIRDN-0456,AIRLINE_EVENTS product 0456,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Commercial,12.6 PB logical footprint,billions of daily events family,lineage incomplete,AI feature candidate,VEND-AIRDN-037
DATA-AIRDN-0457,CUSTOMER_SERVICE product 0457,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Cargo,3.6 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-038
DATA-AIRDN-0458,COMMERCIAL_REVENUE product 0458,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Corporate Finance,3.6 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-039
DATA-AIRDN-0459,MRO_SUPPLY_CHAIN product 0459,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Procurement,3.7 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-040
DATA-AIRDN-0460,FINANCE_PROCUREMENT product 0460,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Technology,3.8 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-041
DATA-AIRDN-0461,STATION_OPERATIONS product 0461,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Data and AI,3.8 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-042
DATA-AIRDN-0462,SECURITY_RISK product 0462,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Cybersecurity,14.0 PB logical footprint,batch plus streaming,lineage incomplete,BI / operational analytics,VEND-AIRDN-043
DATA-AIRDN-0463,CREW_OPS product 0463,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Workplace,3.9 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-044
DATA-AIRDN-0464,AIRLINE_EVENTS product 0464,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Service Management,4.0 PB logical footprint,near-real-time operational feed,lineage candidate,AI feature candidate,VEND-AIRDN-045
DATA-AIRDN-0465,CUSTOMER_SERVICE product 0465,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Flight Operations,4.1 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-046
DATA-AIRDN-0466,COMMERCIAL_REVENUE product 0466,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Operations Control,4.1 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-047
DATA-AIRDN-0467,MRO_SUPPLY_CHAIN product 0467,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Crew Operations,4.2 PB logical footprint,batch plus streaming,lineage candidate,BI / operational analytics,VEND-AIRDN-048
DATA-AIRDN-0468,FINANCE_PROCUREMENT product 0468,"GL, procurement, invoice, settlement and contract economics",ERP + planning + spend analytics,Technical Operations,15.3 PB logical footprint,regulated retention,lineage incomplete,BI / operational analytics,VEND-AIRDN-049
DATA-AIRDN-0469,STATION_OPERATIONS product 0469,"Gate, ramp, baggage and airport service events",event streaming + operational dashboards,Airport Operations,4.3 PB logical footprint,near-real-time operational feed,lineage candidate,BI / operational analytics,VEND-AIRDN-050
DATA-AIRDN-0470,SECURITY_RISK product 0470,"identity, vulnerability, audit and supplier risk",security lake + workflow analytics,Passenger Service,4.4 PB logical footprint,300-700 TB daily movement family,conflicting KPI definition,BI / operational analytics,VEND-AIRDN-051
DATA-AIRDN-0471,CREW_OPS product 0471,"Crew legality, pairing, recovery, payroll and qualifications",operational store + analytics marts,Commercial,4.4 PB logical footprint,billions of daily events family,lineage candidate,BI / operational analytics,VEND-AIRDN-052
DATA-AIRDN-0472,AIRLINE_EVENTS product 0472,"Flight, crew, aircraft, station and disruption events",Teradata-scale EDW + streaming lakehouse,Cargo,4.5 PB logical footprint,batch plus streaming,lineage candidate,AI feature candidate,VEND-AIRDN-053
DATA-AIRDN-0473,CUSTOMER_SERVICE product 0473,"Contact center, digital servicing and reaccommodation",cloud lakehouse + BI marts,Corporate Finance,4.5 PB logical footprint,regulated retention,lineage candidate,BI / operational analytics,VEND-AIRDN-054
DATA-AIRDN-0474,COMMERCIAL_REVENUE product 0474,"Revenue management, pricing, inventory, loyalty and ancillary",EDW + pricing marts,Procurement,16.6 PB logical footprint,near-real-time operational feed,lineage incomplete,BI / operational analytics,VEND-AIRDN-055
DATA-AIRDN-0475,MRO_SUPPLY_CHAIN product 0475,"Maintenance, parts, inventory, supplier repair and reliability",ERP/MRO marts + historical stores,Technology,4.7 PB logical footprint,300-700 TB daily movement family,lineage candidate,BI / operational analytics,VEND-AIRDN-056
