report_id,report_name,business_function,lifecycle_status,refresh_cadence,source_data_product_id,evidence_gap
BI-AIRDN-01916,station report 01916,Data and AI,duplicate,weekly,DATA-AIRDN-0749,source-backed candidate
BI-AIRDN-01917,service report 01917,Cybersecurity,stale,monthly,DATA-AIRDN-0752,owner unclear
BI-AIRDN-01918,security report 01918,Workplace,candidate retire,real-time,DATA-AIRDN-0755,source-backed candidate
BI-AIRDN-01919,executive report 01919,Service Management,executive critical,ad hoc,DATA-AIRDN-0758,source-backed candidate
BI-AIRDN-01920,operations report 01920,Flight Operations,active,daily,DATA-AIRDN-0761,KPI definition conflict
BI-AIRDN-01921,crew report 01921,Operations Control,duplicate,weekly,DATA-AIRDN-0764,source-backed candidate
BI-AIRDN-01922,MRO report 01922,Crew Operations,stale,monthly,DATA-AIRDN-0767,source-backed candidate
BI-AIRDN-01923,commercial report 01923,Technical Operations,candidate retire,real-time,DATA-AIRDN-0770,source-backed candidate
BI-AIRDN-01924,finance report 01924,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0773,source-backed candidate
BI-AIRDN-01925,procurement report 01925,Passenger Service,active,daily,DATA-AIRDN-0776,source-backed candidate
BI-AIRDN-01926,station report 01926,Commercial,duplicate,weekly,DATA-AIRDN-0779,owner unclear
BI-AIRDN-01927,service report 01927,Cargo,stale,monthly,DATA-AIRDN-0782,source-backed candidate
BI-AIRDN-01928,security report 01928,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0785,source-backed candidate
BI-AIRDN-01929,executive report 01929,Procurement,executive critical,ad hoc,DATA-AIRDN-0788,source-backed candidate
BI-AIRDN-01930,operations report 01930,Technology,active,daily,DATA-AIRDN-0791,source-backed candidate
BI-AIRDN-01931,crew report 01931,Data and AI,duplicate,weekly,DATA-AIRDN-0794,source-backed candidate
BI-AIRDN-01932,MRO report 01932,Cybersecurity,stale,monthly,DATA-AIRDN-0797,KPI definition conflict
BI-AIRDN-01933,commercial report 01933,Workplace,candidate retire,real-time,DATA-AIRDN-0800,source-backed candidate
BI-AIRDN-01934,finance report 01934,Service Management,executive critical,ad hoc,DATA-AIRDN-0803,source-backed candidate
BI-AIRDN-01935,procurement report 01935,Flight Operations,active,daily,DATA-AIRDN-0806,owner unclear
BI-AIRDN-01936,station report 01936,Operations Control,duplicate,weekly,DATA-AIRDN-0809,source-backed candidate
BI-AIRDN-01937,service report 01937,Crew Operations,stale,monthly,DATA-AIRDN-0812,source-backed candidate
BI-AIRDN-01938,security report 01938,Technical Operations,candidate retire,real-time,DATA-AIRDN-0815,source-backed candidate
BI-AIRDN-01939,executive report 01939,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0818,source-backed candidate
BI-AIRDN-01940,operations report 01940,Passenger Service,active,daily,DATA-AIRDN-0821,source-backed candidate
BI-AIRDN-01941,crew report 01941,Commercial,duplicate,weekly,DATA-AIRDN-0824,source-backed candidate
BI-AIRDN-01942,MRO report 01942,Cargo,stale,monthly,DATA-AIRDN-0827,source-backed candidate
BI-AIRDN-01943,commercial report 01943,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0830,source-backed candidate
BI-AIRDN-01944,finance report 01944,Procurement,executive critical,ad hoc,DATA-AIRDN-0833,KPI definition conflict
BI-AIRDN-01945,procurement report 01945,Technology,active,daily,DATA-AIRDN-0836,source-backed candidate
BI-AIRDN-01946,station report 01946,Data and AI,duplicate,weekly,DATA-AIRDN-0839,source-backed candidate
BI-AIRDN-01947,service report 01947,Cybersecurity,stale,monthly,DATA-AIRDN-0842,source-backed candidate
BI-AIRDN-01948,security report 01948,Workplace,candidate retire,real-time,DATA-AIRDN-0845,source-backed candidate
BI-AIRDN-01949,executive report 01949,Service Management,executive critical,ad hoc,DATA-AIRDN-0848,source-backed candidate
BI-AIRDN-01950,operations report 01950,Flight Operations,active,daily,DATA-AIRDN-0851,source-backed candidate
BI-AIRDN-01951,crew report 01951,Operations Control,duplicate,weekly,DATA-AIRDN-0854,source-backed candidate
BI-AIRDN-01952,MRO report 01952,Crew Operations,stale,monthly,DATA-AIRDN-0857,source-backed candidate
BI-AIRDN-01953,commercial report 01953,Technical Operations,candidate retire,real-time,DATA-AIRDN-0860,owner unclear
BI-AIRDN-01954,finance report 01954,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0863,source-backed candidate
BI-AIRDN-01955,procurement report 01955,Passenger Service,active,daily,DATA-AIRDN-0866,source-backed candidate
BI-AIRDN-01956,station report 01956,Commercial,duplicate,weekly,DATA-AIRDN-0869,KPI definition conflict
BI-AIRDN-01957,service report 01957,Cargo,stale,monthly,DATA-AIRDN-0872,source-backed candidate
BI-AIRDN-01958,security report 01958,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0875,source-backed candidate
BI-AIRDN-01959,executive report 01959,Procurement,executive critical,ad hoc,DATA-AIRDN-0878,source-backed candidate
BI-AIRDN-01960,operations report 01960,Technology,active,daily,DATA-AIRDN-0881,source-backed candidate
BI-AIRDN-01961,crew report 01961,Data and AI,duplicate,weekly,DATA-AIRDN-0884,source-backed candidate
BI-AIRDN-01962,MRO report 01962,Cybersecurity,stale,monthly,DATA-AIRDN-0887,owner unclear
BI-AIRDN-01963,commercial report 01963,Workplace,candidate retire,real-time,DATA-AIRDN-0890,source-backed candidate
BI-AIRDN-01964,finance report 01964,Service Management,executive critical,ad hoc,DATA-AIRDN-0893,source-backed candidate
BI-AIRDN-01965,procurement report 01965,Flight Operations,active,daily,DATA-AIRDN-0896,source-backed candidate
BI-AIRDN-01966,station report 01966,Operations Control,duplicate,weekly,DATA-AIRDN-0899,source-backed candidate
BI-AIRDN-01967,service report 01967,Crew Operations,stale,monthly,DATA-AIRDN-0902,source-backed candidate
BI-AIRDN-01968,security report 01968,Technical Operations,candidate retire,real-time,DATA-AIRDN-0905,KPI definition conflict
BI-AIRDN-01969,executive report 01969,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0908,source-backed candidate
BI-AIRDN-01970,operations report 01970,Passenger Service,active,daily,DATA-AIRDN-0911,source-backed candidate
BI-AIRDN-01971,crew report 01971,Commercial,duplicate,weekly,DATA-AIRDN-0914,owner unclear
BI-AIRDN-01972,MRO report 01972,Cargo,stale,monthly,DATA-AIRDN-0917,source-backed candidate
BI-AIRDN-01973,commercial report 01973,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0920,source-backed candidate
BI-AIRDN-01974,finance report 01974,Procurement,executive critical,ad hoc,DATA-AIRDN-0923,source-backed candidate
BI-AIRDN-01975,procurement report 01975,Technology,active,daily,DATA-AIRDN-0926,source-backed candidate
BI-AIRDN-01976,station report 01976,Data and AI,duplicate,weekly,DATA-AIRDN-0929,source-backed candidate
BI-AIRDN-01977,service report 01977,Cybersecurity,stale,monthly,DATA-AIRDN-0932,source-backed candidate
BI-AIRDN-01978,security report 01978,Workplace,candidate retire,real-time,DATA-AIRDN-0935,source-backed candidate
BI-AIRDN-01979,executive report 01979,Service Management,executive critical,ad hoc,DATA-AIRDN-0938,source-backed candidate
BI-AIRDN-01980,operations report 01980,Flight Operations,active,daily,DATA-AIRDN-0941,KPI definition conflict
BI-AIRDN-01981,crew report 01981,Operations Control,duplicate,weekly,DATA-AIRDN-0944,source-backed candidate
BI-AIRDN-01982,MRO report 01982,Crew Operations,stale,monthly,DATA-AIRDN-0947,source-backed candidate
BI-AIRDN-01983,commercial report 01983,Technical Operations,candidate retire,real-time,DATA-AIRDN-0950,source-backed candidate
BI-AIRDN-01984,finance report 01984,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0953,source-backed candidate
BI-AIRDN-01985,procurement report 01985,Passenger Service,active,daily,DATA-AIRDN-0956,source-backed candidate
BI-AIRDN-01986,station report 01986,Commercial,duplicate,weekly,DATA-AIRDN-0959,source-backed candidate
BI-AIRDN-01987,service report 01987,Cargo,stale,monthly,DATA-AIRDN-0962,source-backed candidate
BI-AIRDN-01988,security report 01988,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0965,source-backed candidate
BI-AIRDN-01989,executive report 01989,Procurement,executive critical,ad hoc,DATA-AIRDN-0968,owner unclear
BI-AIRDN-01990,operations report 01990,Technology,active,daily,DATA-AIRDN-0971,source-backed candidate
BI-AIRDN-01991,crew report 01991,Data and AI,duplicate,weekly,DATA-AIRDN-0974,source-backed candidate
BI-AIRDN-01992,MRO report 01992,Cybersecurity,stale,monthly,DATA-AIRDN-0977,KPI definition conflict
BI-AIRDN-01993,commercial report 01993,Workplace,candidate retire,real-time,DATA-AIRDN-0980,source-backed candidate
BI-AIRDN-01994,finance report 01994,Service Management,executive critical,ad hoc,DATA-AIRDN-0983,source-backed candidate
BI-AIRDN-01995,procurement report 01995,Flight Operations,active,daily,DATA-AIRDN-0986,source-backed candidate
BI-AIRDN-01996,station report 01996,Operations Control,duplicate,weekly,DATA-AIRDN-0989,source-backed candidate
BI-AIRDN-01997,service report 01997,Crew Operations,stale,monthly,DATA-AIRDN-0992,source-backed candidate
BI-AIRDN-01998,security report 01998,Technical Operations,candidate retire,real-time,DATA-AIRDN-0995,owner unclear
BI-AIRDN-01999,executive report 01999,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0998,source-backed candidate
BI-AIRDN-02000,operations report 02000,Passenger Service,active,daily,DATA-AIRDN-1001,source-backed candidate
BI-AIRDN-02001,crew report 02001,Commercial,duplicate,weekly,DATA-AIRDN-1004,source-backed candidate
BI-AIRDN-02002,MRO report 02002,Cargo,stale,monthly,DATA-AIRDN-1007,source-backed candidate
BI-AIRDN-02003,commercial report 02003,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1010,source-backed candidate
BI-AIRDN-02004,finance report 02004,Procurement,executive critical,ad hoc,DATA-AIRDN-1013,KPI definition conflict
BI-AIRDN-02005,procurement report 02005,Technology,active,daily,DATA-AIRDN-1016,source-backed candidate
BI-AIRDN-02006,station report 02006,Data and AI,duplicate,weekly,DATA-AIRDN-1019,source-backed candidate
BI-AIRDN-02007,service report 02007,Cybersecurity,stale,monthly,DATA-AIRDN-1022,owner unclear
BI-AIRDN-02008,security report 02008,Workplace,candidate retire,real-time,DATA-AIRDN-1025,source-backed candidate
BI-AIRDN-02009,executive report 02009,Service Management,executive critical,ad hoc,DATA-AIRDN-1028,source-backed candidate
BI-AIRDN-02010,operations report 02010,Flight Operations,active,daily,DATA-AIRDN-1031,source-backed candidate
BI-AIRDN-02011,crew report 02011,Operations Control,duplicate,weekly,DATA-AIRDN-1034,source-backed candidate
BI-AIRDN-02012,MRO report 02012,Crew Operations,stale,monthly,DATA-AIRDN-1037,source-backed candidate
BI-AIRDN-02013,commercial report 02013,Technical Operations,candidate retire,real-time,DATA-AIRDN-1040,source-backed candidate
BI-AIRDN-02014,finance report 02014,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1043,source-backed candidate
BI-AIRDN-02015,procurement report 02015,Passenger Service,active,daily,DATA-AIRDN-1046,source-backed candidate
BI-AIRDN-02016,station report 02016,Commercial,duplicate,weekly,DATA-AIRDN-1049,KPI definition conflict
BI-AIRDN-02017,service report 02017,Cargo,stale,monthly,DATA-AIRDN-1052,source-backed candidate
BI-AIRDN-02018,security report 02018,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1055,source-backed candidate
BI-AIRDN-02019,executive report 02019,Procurement,executive critical,ad hoc,DATA-AIRDN-1058,source-backed candidate
BI-AIRDN-02020,operations report 02020,Technology,active,daily,DATA-AIRDN-1061,source-backed candidate
BI-AIRDN-02021,crew report 02021,Data and AI,duplicate,weekly,DATA-AIRDN-1064,source-backed candidate
BI-AIRDN-02022,MRO report 02022,Cybersecurity,stale,monthly,DATA-AIRDN-1067,source-backed candidate
BI-AIRDN-02023,commercial report 02023,Workplace,candidate retire,real-time,DATA-AIRDN-1070,source-backed candidate
BI-AIRDN-02024,finance report 02024,Service Management,executive critical,ad hoc,DATA-AIRDN-1073,source-backed candidate
BI-AIRDN-02025,procurement report 02025,Flight Operations,active,daily,DATA-AIRDN-1076,owner unclear
BI-AIRDN-02026,station report 02026,Operations Control,duplicate,weekly,DATA-AIRDN-1079,source-backed candidate
BI-AIRDN-02027,service report 02027,Crew Operations,stale,monthly,DATA-AIRDN-1082,source-backed candidate
BI-AIRDN-02028,security report 02028,Technical Operations,candidate retire,real-time,DATA-AIRDN-1085,KPI definition conflict
BI-AIRDN-02029,executive report 02029,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1088,source-backed candidate
BI-AIRDN-02030,operations report 02030,Passenger Service,active,daily,DATA-AIRDN-1091,source-backed candidate
BI-AIRDN-02031,crew report 02031,Commercial,duplicate,weekly,DATA-AIRDN-1094,source-backed candidate
BI-AIRDN-02032,MRO report 02032,Cargo,stale,monthly,DATA-AIRDN-1097,source-backed candidate
BI-AIRDN-02033,commercial report 02033,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1100,source-backed candidate
BI-AIRDN-02034,finance report 02034,Procurement,executive critical,ad hoc,DATA-AIRDN-1103,owner unclear
BI-AIRDN-02035,procurement report 02035,Technology,active,daily,DATA-AIRDN-1106,source-backed candidate
BI-AIRDN-02036,station report 02036,Data and AI,duplicate,weekly,DATA-AIRDN-1109,source-backed candidate
BI-AIRDN-02037,service report 02037,Cybersecurity,stale,monthly,DATA-AIRDN-1112,source-backed candidate
BI-AIRDN-02038,security report 02038,Workplace,candidate retire,real-time,DATA-AIRDN-1115,source-backed candidate
BI-AIRDN-02039,executive report 02039,Service Management,executive critical,ad hoc,DATA-AIRDN-1118,source-backed candidate
BI-AIRDN-02040,operations report 02040,Flight Operations,active,daily,DATA-AIRDN-1121,KPI definition conflict
BI-AIRDN-02041,crew report 02041,Operations Control,duplicate,weekly,DATA-AIRDN-1124,source-backed candidate
BI-AIRDN-02042,MRO report 02042,Crew Operations,stale,monthly,DATA-AIRDN-1127,source-backed candidate
BI-AIRDN-02043,commercial report 02043,Technical Operations,candidate retire,real-time,DATA-AIRDN-1130,owner unclear
BI-AIRDN-02044,finance report 02044,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1133,source-backed candidate
BI-AIRDN-02045,procurement report 02045,Passenger Service,active,daily,DATA-AIRDN-1136,source-backed candidate
BI-AIRDN-02046,station report 02046,Commercial,duplicate,weekly,DATA-AIRDN-1139,source-backed candidate
BI-AIRDN-02047,service report 02047,Cargo,stale,monthly,DATA-AIRDN-1142,source-backed candidate
BI-AIRDN-02048,security report 02048,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1145,source-backed candidate
BI-AIRDN-02049,executive report 02049,Procurement,executive critical,ad hoc,DATA-AIRDN-1148,source-backed candidate
BI-AIRDN-02050,operations report 02050,Technology,active,daily,DATA-AIRDN-1151,source-backed candidate
BI-AIRDN-02051,crew report 02051,Data and AI,duplicate,weekly,DATA-AIRDN-1154,source-backed candidate
BI-AIRDN-02052,MRO report 02052,Cybersecurity,stale,monthly,DATA-AIRDN-1157,KPI definition conflict
BI-AIRDN-02053,commercial report 02053,Workplace,candidate retire,real-time,DATA-AIRDN-1160,source-backed candidate
BI-AIRDN-02054,finance report 02054,Service Management,executive critical,ad hoc,DATA-AIRDN-1163,source-backed candidate
BI-AIRDN-02055,procurement report 02055,Flight Operations,active,daily,DATA-AIRDN-1166,source-backed candidate
BI-AIRDN-02056,station report 02056,Operations Control,duplicate,weekly,DATA-AIRDN-1169,source-backed candidate
BI-AIRDN-02057,service report 02057,Crew Operations,stale,monthly,DATA-AIRDN-1172,source-backed candidate
BI-AIRDN-02058,security report 02058,Technical Operations,candidate retire,real-time,DATA-AIRDN-1175,source-backed candidate
BI-AIRDN-02059,executive report 02059,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1178,source-backed candidate
BI-AIRDN-02060,operations report 02060,Passenger Service,active,daily,DATA-AIRDN-1181,source-backed candidate
BI-AIRDN-02061,crew report 02061,Commercial,duplicate,weekly,DATA-AIRDN-1184,owner unclear
BI-AIRDN-02062,MRO report 02062,Cargo,stale,monthly,DATA-AIRDN-1187,source-backed candidate
BI-AIRDN-02063,commercial report 02063,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1190,source-backed candidate
BI-AIRDN-02064,finance report 02064,Procurement,executive critical,ad hoc,DATA-AIRDN-1193,KPI definition conflict
BI-AIRDN-02065,procurement report 02065,Technology,active,daily,DATA-AIRDN-1196,source-backed candidate
BI-AIRDN-02066,station report 02066,Data and AI,duplicate,weekly,DATA-AIRDN-1199,source-backed candidate
BI-AIRDN-02067,service report 02067,Cybersecurity,stale,monthly,DATA-AIRDN-1202,source-backed candidate
BI-AIRDN-02068,security report 02068,Workplace,candidate retire,real-time,DATA-AIRDN-1205,source-backed candidate
BI-AIRDN-02069,executive report 02069,Service Management,executive critical,ad hoc,DATA-AIRDN-1208,source-backed candidate
BI-AIRDN-02070,operations report 02070,Flight Operations,active,daily,DATA-AIRDN-1211,owner unclear
BI-AIRDN-02071,crew report 02071,Operations Control,duplicate,weekly,DATA-AIRDN-1214,source-backed candidate
BI-AIRDN-02072,MRO report 02072,Crew Operations,stale,monthly,DATA-AIRDN-1217,source-backed candidate
BI-AIRDN-02073,commercial report 02073,Technical Operations,candidate retire,real-time,DATA-AIRDN-1220,source-backed candidate
BI-AIRDN-02074,finance report 02074,Airport Operations,executive critical,ad hoc,DATA-AIRDN-1223,source-backed candidate
BI-AIRDN-02075,procurement report 02075,Passenger Service,active,daily,DATA-AIRDN-1226,source-backed candidate
BI-AIRDN-02076,station report 02076,Commercial,duplicate,weekly,DATA-AIRDN-1229,KPI definition conflict
BI-AIRDN-02077,service report 02077,Cargo,stale,monthly,DATA-AIRDN-1232,source-backed candidate
BI-AIRDN-02078,security report 02078,Corporate Finance,candidate retire,real-time,DATA-AIRDN-1235,source-backed candidate
BI-AIRDN-02079,executive report 02079,Procurement,executive critical,ad hoc,DATA-AIRDN-1238,owner unclear
BI-AIRDN-02080,operations report 02080,Technology,active,daily,DATA-AIRDN-1241,source-backed candidate
BI-AIRDN-02081,crew report 02081,Data and AI,duplicate,weekly,DATA-AIRDN-1244,source-backed candidate
BI-AIRDN-02082,MRO report 02082,Cybersecurity,stale,monthly,DATA-AIRDN-1247,source-backed candidate
BI-AIRDN-02083,commercial report 02083,Workplace,candidate retire,real-time,DATA-AIRDN-1250,source-backed candidate
BI-AIRDN-02084,finance report 02084,Service Management,executive critical,ad hoc,DATA-AIRDN-0003,source-backed candidate
BI-AIRDN-02085,procurement report 02085,Flight Operations,active,daily,DATA-AIRDN-0006,source-backed candidate
BI-AIRDN-02086,station report 02086,Operations Control,duplicate,weekly,DATA-AIRDN-0009,source-backed candidate
BI-AIRDN-02087,service report 02087,Crew Operations,stale,monthly,DATA-AIRDN-0012,source-backed candidate
BI-AIRDN-02088,security report 02088,Technical Operations,candidate retire,real-time,DATA-AIRDN-0015,KPI definition conflict
BI-AIRDN-02089,executive report 02089,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0018,source-backed candidate
BI-AIRDN-02090,operations report 02090,Passenger Service,active,daily,DATA-AIRDN-0021,source-backed candidate
BI-AIRDN-02091,crew report 02091,Commercial,duplicate,weekly,DATA-AIRDN-0024,source-backed candidate
BI-AIRDN-02092,MRO report 02092,Cargo,stale,monthly,DATA-AIRDN-0027,source-backed candidate
BI-AIRDN-02093,commercial report 02093,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0030,source-backed candidate
BI-AIRDN-02094,finance report 02094,Procurement,executive critical,ad hoc,DATA-AIRDN-0033,source-backed candidate
BI-AIRDN-02095,procurement report 02095,Technology,active,daily,DATA-AIRDN-0036,source-backed candidate
BI-AIRDN-02096,station report 02096,Data and AI,duplicate,weekly,DATA-AIRDN-0039,source-backed candidate
BI-AIRDN-02097,service report 02097,Cybersecurity,stale,monthly,DATA-AIRDN-0042,owner unclear
BI-AIRDN-02098,security report 02098,Workplace,candidate retire,real-time,DATA-AIRDN-0045,source-backed candidate
BI-AIRDN-02099,executive report 02099,Service Management,executive critical,ad hoc,DATA-AIRDN-0048,source-backed candidate
BI-AIRDN-02100,operations report 02100,Flight Operations,active,daily,DATA-AIRDN-0051,KPI definition conflict
BI-AIRDN-02101,crew report 02101,Operations Control,duplicate,weekly,DATA-AIRDN-0054,source-backed candidate
BI-AIRDN-02102,MRO report 02102,Crew Operations,stale,monthly,DATA-AIRDN-0057,source-backed candidate
BI-AIRDN-02103,commercial report 02103,Technical Operations,candidate retire,real-time,DATA-AIRDN-0060,source-backed candidate
BI-AIRDN-02104,finance report 02104,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0063,source-backed candidate
BI-AIRDN-02105,procurement report 02105,Passenger Service,active,daily,DATA-AIRDN-0066,source-backed candidate
BI-AIRDN-02106,station report 02106,Commercial,duplicate,weekly,DATA-AIRDN-0069,owner unclear
BI-AIRDN-02107,service report 02107,Cargo,stale,monthly,DATA-AIRDN-0072,source-backed candidate
BI-AIRDN-02108,security report 02108,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0075,source-backed candidate
BI-AIRDN-02109,executive report 02109,Procurement,executive critical,ad hoc,DATA-AIRDN-0078,source-backed candidate
BI-AIRDN-02110,operations report 02110,Technology,active,daily,DATA-AIRDN-0081,source-backed candidate
BI-AIRDN-02111,crew report 02111,Data and AI,duplicate,weekly,DATA-AIRDN-0084,source-backed candidate
BI-AIRDN-02112,MRO report 02112,Cybersecurity,stale,monthly,DATA-AIRDN-0087,KPI definition conflict
BI-AIRDN-02113,commercial report 02113,Workplace,candidate retire,real-time,DATA-AIRDN-0090,source-backed candidate
BI-AIRDN-02114,finance report 02114,Service Management,executive critical,ad hoc,DATA-AIRDN-0093,source-backed candidate
BI-AIRDN-02115,procurement report 02115,Flight Operations,active,daily,DATA-AIRDN-0096,owner unclear
BI-AIRDN-02116,station report 02116,Operations Control,duplicate,weekly,DATA-AIRDN-0099,source-backed candidate
BI-AIRDN-02117,service report 02117,Crew Operations,stale,monthly,DATA-AIRDN-0102,source-backed candidate
BI-AIRDN-02118,security report 02118,Technical Operations,candidate retire,real-time,DATA-AIRDN-0105,source-backed candidate
BI-AIRDN-02119,executive report 02119,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0108,source-backed candidate
BI-AIRDN-02120,operations report 02120,Passenger Service,active,daily,DATA-AIRDN-0111,source-backed candidate
BI-AIRDN-02121,crew report 02121,Commercial,duplicate,weekly,DATA-AIRDN-0114,source-backed candidate
BI-AIRDN-02122,MRO report 02122,Cargo,stale,monthly,DATA-AIRDN-0117,source-backed candidate
BI-AIRDN-02123,commercial report 02123,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0120,source-backed candidate
BI-AIRDN-02124,finance report 02124,Procurement,executive critical,ad hoc,DATA-AIRDN-0123,KPI definition conflict
BI-AIRDN-02125,procurement report 02125,Technology,active,daily,DATA-AIRDN-0126,source-backed candidate
BI-AIRDN-02126,station report 02126,Data and AI,duplicate,weekly,DATA-AIRDN-0129,source-backed candidate
BI-AIRDN-02127,service report 02127,Cybersecurity,stale,monthly,DATA-AIRDN-0132,source-backed candidate
BI-AIRDN-02128,security report 02128,Workplace,candidate retire,real-time,DATA-AIRDN-0135,source-backed candidate
BI-AIRDN-02129,executive report 02129,Service Management,executive critical,ad hoc,DATA-AIRDN-0138,source-backed candidate
BI-AIRDN-02130,operations report 02130,Flight Operations,active,daily,DATA-AIRDN-0141,source-backed candidate
BI-AIRDN-02131,crew report 02131,Operations Control,duplicate,weekly,DATA-AIRDN-0144,source-backed candidate
BI-AIRDN-02132,MRO report 02132,Crew Operations,stale,monthly,DATA-AIRDN-0147,source-backed candidate
BI-AIRDN-02133,commercial report 02133,Technical Operations,candidate retire,real-time,DATA-AIRDN-0150,owner unclear
BI-AIRDN-02134,finance report 02134,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0153,source-backed candidate
BI-AIRDN-02135,procurement report 02135,Passenger Service,active,daily,DATA-AIRDN-0156,source-backed candidate
BI-AIRDN-02136,station report 02136,Commercial,duplicate,weekly,DATA-AIRDN-0159,KPI definition conflict
BI-AIRDN-02137,service report 02137,Cargo,stale,monthly,DATA-AIRDN-0162,source-backed candidate
BI-AIRDN-02138,security report 02138,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0165,source-backed candidate
BI-AIRDN-02139,executive report 02139,Procurement,executive critical,ad hoc,DATA-AIRDN-0168,source-backed candidate
BI-AIRDN-02140,operations report 02140,Technology,active,daily,DATA-AIRDN-0171,source-backed candidate
BI-AIRDN-02141,crew report 02141,Data and AI,duplicate,weekly,DATA-AIRDN-0174,source-backed candidate
BI-AIRDN-02142,MRO report 02142,Cybersecurity,stale,monthly,DATA-AIRDN-0177,owner unclear
BI-AIRDN-02143,commercial report 02143,Workplace,candidate retire,real-time,DATA-AIRDN-0180,source-backed candidate
BI-AIRDN-02144,finance report 02144,Service Management,executive critical,ad hoc,DATA-AIRDN-0183,source-backed candidate
BI-AIRDN-02145,procurement report 02145,Flight Operations,active,daily,DATA-AIRDN-0186,source-backed candidate
BI-AIRDN-02146,station report 02146,Operations Control,duplicate,weekly,DATA-AIRDN-0189,source-backed candidate
BI-AIRDN-02147,service report 02147,Crew Operations,stale,monthly,DATA-AIRDN-0192,source-backed candidate
BI-AIRDN-02148,security report 02148,Technical Operations,candidate retire,real-time,DATA-AIRDN-0195,KPI definition conflict
BI-AIRDN-02149,executive report 02149,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0198,source-backed candidate
BI-AIRDN-02150,operations report 02150,Passenger Service,active,daily,DATA-AIRDN-0201,source-backed candidate
BI-AIRDN-02151,crew report 02151,Commercial,duplicate,weekly,DATA-AIRDN-0204,owner unclear
BI-AIRDN-02152,MRO report 02152,Cargo,stale,monthly,DATA-AIRDN-0207,source-backed candidate
BI-AIRDN-02153,commercial report 02153,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0210,source-backed candidate
BI-AIRDN-02154,finance report 02154,Procurement,executive critical,ad hoc,DATA-AIRDN-0213,source-backed candidate
BI-AIRDN-02155,procurement report 02155,Technology,active,daily,DATA-AIRDN-0216,source-backed candidate
BI-AIRDN-02156,station report 02156,Data and AI,duplicate,weekly,DATA-AIRDN-0219,source-backed candidate
BI-AIRDN-02157,service report 02157,Cybersecurity,stale,monthly,DATA-AIRDN-0222,source-backed candidate
BI-AIRDN-02158,security report 02158,Workplace,candidate retire,real-time,DATA-AIRDN-0225,source-backed candidate
BI-AIRDN-02159,executive report 02159,Service Management,executive critical,ad hoc,DATA-AIRDN-0228,source-backed candidate
BI-AIRDN-02160,operations report 02160,Flight Operations,active,daily,DATA-AIRDN-0231,KPI definition conflict
BI-AIRDN-02161,crew report 02161,Operations Control,duplicate,weekly,DATA-AIRDN-0234,source-backed candidate
BI-AIRDN-02162,MRO report 02162,Crew Operations,stale,monthly,DATA-AIRDN-0237,source-backed candidate
BI-AIRDN-02163,commercial report 02163,Technical Operations,candidate retire,real-time,DATA-AIRDN-0240,source-backed candidate
BI-AIRDN-02164,finance report 02164,Airport Operations,executive critical,ad hoc,DATA-AIRDN-0243,source-backed candidate
BI-AIRDN-02165,procurement report 02165,Passenger Service,active,daily,DATA-AIRDN-0246,source-backed candidate
BI-AIRDN-02166,station report 02166,Commercial,duplicate,weekly,DATA-AIRDN-0249,source-backed candidate
BI-AIRDN-02167,service report 02167,Cargo,stale,monthly,DATA-AIRDN-0252,source-backed candidate
BI-AIRDN-02168,security report 02168,Corporate Finance,candidate retire,real-time,DATA-AIRDN-0255,source-backed candidate
BI-AIRDN-02169,executive report 02169,Procurement,executive critical,ad hoc,DATA-AIRDN-0258,owner unclear
BI-AIRDN-02170,operations report 02170,Technology,active,daily,DATA-AIRDN-0261,source-backed candidate
BI-AIRDN-02171,crew report 02171,Data and AI,duplicate,weekly,DATA-AIRDN-0264,source-backed candidate
