control_id,control_name,business_function,control_status,source_id
CTRL-AIRDN-0303,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-064
CTRL-AIRDN-0304,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-065
CTRL-AIRDN-0305,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-066
CTRL-AIRDN-0306,resilience test,Commercial,operating,SRC-AIRDN-CTRL-067
CTRL-AIRDN-0307,incident review,Cargo,gap,SRC-AIRDN-CTRL-068
CTRL-AIRDN-0308,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-069
CTRL-AIRDN-0309,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-070
CTRL-AIRDN-0310,access review,Technology,designed,SRC-AIRDN-CTRL-071
CTRL-AIRDN-0311,change control,Data and AI,operating,SRC-AIRDN-CTRL-072
CTRL-AIRDN-0312,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-073
CTRL-AIRDN-0313,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-074
CTRL-AIRDN-0314,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-075
CTRL-AIRDN-0315,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-076
CTRL-AIRDN-0316,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-077
CTRL-AIRDN-0317,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-078
CTRL-AIRDN-0318,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-079
CTRL-AIRDN-0319,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-080
CTRL-AIRDN-0320,access review,Passenger Service,designed,SRC-AIRDN-CTRL-081
CTRL-AIRDN-0321,change control,Commercial,operating,SRC-AIRDN-CTRL-082
CTRL-AIRDN-0322,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-083
CTRL-AIRDN-0323,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-084
CTRL-AIRDN-0324,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-085
CTRL-AIRDN-0325,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-086
CTRL-AIRDN-0326,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-087
CTRL-AIRDN-0327,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-088
CTRL-AIRDN-0328,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-089
CTRL-AIRDN-0329,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-090
CTRL-AIRDN-0330,access review,Flight Operations,designed,SRC-AIRDN-CTRL-091
CTRL-AIRDN-0331,change control,Operations Control,operating,SRC-AIRDN-CTRL-092
CTRL-AIRDN-0332,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-093
CTRL-AIRDN-0333,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-094
CTRL-AIRDN-0334,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-095
CTRL-AIRDN-0335,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-096
CTRL-AIRDN-0336,resilience test,Commercial,operating,SRC-AIRDN-CTRL-097
CTRL-AIRDN-0337,incident review,Cargo,gap,SRC-AIRDN-CTRL-098
CTRL-AIRDN-0338,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-099
CTRL-AIRDN-0339,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-100
CTRL-AIRDN-0340,access review,Technology,designed,SRC-AIRDN-CTRL-101
CTRL-AIRDN-0341,change control,Data and AI,operating,SRC-AIRDN-CTRL-102
CTRL-AIRDN-0342,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-103
CTRL-AIRDN-0343,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-104
CTRL-AIRDN-0344,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-105
CTRL-AIRDN-0345,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-106
CTRL-AIRDN-0346,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-107
CTRL-AIRDN-0347,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-108
CTRL-AIRDN-0348,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-109
CTRL-AIRDN-0349,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-110
CTRL-AIRDN-0350,access review,Passenger Service,designed,SRC-AIRDN-CTRL-111
CTRL-AIRDN-0351,change control,Commercial,operating,SRC-AIRDN-CTRL-112
CTRL-AIRDN-0352,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-113
CTRL-AIRDN-0353,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-114
CTRL-AIRDN-0354,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-115
CTRL-AIRDN-0355,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-116
CTRL-AIRDN-0356,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-117
CTRL-AIRDN-0357,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-118
CTRL-AIRDN-0358,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-119
CTRL-AIRDN-0359,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-120
CTRL-AIRDN-0360,access review,Flight Operations,designed,SRC-AIRDN-CTRL-001
CTRL-AIRDN-0361,change control,Operations Control,operating,SRC-AIRDN-CTRL-002
CTRL-AIRDN-0362,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-003
CTRL-AIRDN-0363,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-004
CTRL-AIRDN-0364,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-005
CTRL-AIRDN-0365,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-006
CTRL-AIRDN-0366,resilience test,Commercial,operating,SRC-AIRDN-CTRL-007
CTRL-AIRDN-0367,incident review,Cargo,gap,SRC-AIRDN-CTRL-008
CTRL-AIRDN-0368,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-009
CTRL-AIRDN-0369,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-010
CTRL-AIRDN-0370,access review,Technology,designed,SRC-AIRDN-CTRL-011
CTRL-AIRDN-0371,change control,Data and AI,operating,SRC-AIRDN-CTRL-012
CTRL-AIRDN-0372,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-013
CTRL-AIRDN-0373,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-014
CTRL-AIRDN-0374,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-015
CTRL-AIRDN-0375,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-016
CTRL-AIRDN-0376,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-017
CTRL-AIRDN-0377,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-018
CTRL-AIRDN-0378,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-019
CTRL-AIRDN-0379,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-020
CTRL-AIRDN-0380,access review,Passenger Service,designed,SRC-AIRDN-CTRL-021
CTRL-AIRDN-0381,change control,Commercial,operating,SRC-AIRDN-CTRL-022
CTRL-AIRDN-0382,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-023
CTRL-AIRDN-0383,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-024
CTRL-AIRDN-0384,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-025
CTRL-AIRDN-0385,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-026
CTRL-AIRDN-0386,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-027
CTRL-AIRDN-0387,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-028
CTRL-AIRDN-0388,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-029
CTRL-AIRDN-0389,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-030
CTRL-AIRDN-0390,access review,Flight Operations,designed,SRC-AIRDN-CTRL-031
CTRL-AIRDN-0391,change control,Operations Control,operating,SRC-AIRDN-CTRL-032
CTRL-AIRDN-0392,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-033
CTRL-AIRDN-0393,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-034
CTRL-AIRDN-0394,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-035
CTRL-AIRDN-0395,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-036
CTRL-AIRDN-0396,resilience test,Commercial,operating,SRC-AIRDN-CTRL-037
CTRL-AIRDN-0397,incident review,Cargo,gap,SRC-AIRDN-CTRL-038
CTRL-AIRDN-0398,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-039
CTRL-AIRDN-0399,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-040
CTRL-AIRDN-0400,access review,Technology,designed,SRC-AIRDN-CTRL-041
CTRL-AIRDN-0401,change control,Data and AI,operating,SRC-AIRDN-CTRL-042
CTRL-AIRDN-0402,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-043
CTRL-AIRDN-0403,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-044
CTRL-AIRDN-0404,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-045
CTRL-AIRDN-0405,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-046
CTRL-AIRDN-0406,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-047
CTRL-AIRDN-0407,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-048
CTRL-AIRDN-0408,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-049
CTRL-AIRDN-0409,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-050
CTRL-AIRDN-0410,access review,Passenger Service,designed,SRC-AIRDN-CTRL-051
CTRL-AIRDN-0411,change control,Commercial,operating,SRC-AIRDN-CTRL-052
CTRL-AIRDN-0412,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-053
CTRL-AIRDN-0413,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-054
CTRL-AIRDN-0414,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-055
CTRL-AIRDN-0415,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-056
CTRL-AIRDN-0416,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-057
CTRL-AIRDN-0417,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-058
CTRL-AIRDN-0418,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-059
CTRL-AIRDN-0419,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-060
CTRL-AIRDN-0420,access review,Flight Operations,designed,SRC-AIRDN-CTRL-061
CTRL-AIRDN-0421,change control,Operations Control,operating,SRC-AIRDN-CTRL-062
CTRL-AIRDN-0422,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-063
CTRL-AIRDN-0423,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-064
CTRL-AIRDN-0424,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-065
CTRL-AIRDN-0425,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-066
CTRL-AIRDN-0426,resilience test,Commercial,operating,SRC-AIRDN-CTRL-067
CTRL-AIRDN-0427,incident review,Cargo,gap,SRC-AIRDN-CTRL-068
CTRL-AIRDN-0428,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-069
CTRL-AIRDN-0429,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-070
CTRL-AIRDN-0430,access review,Technology,designed,SRC-AIRDN-CTRL-071
CTRL-AIRDN-0431,change control,Data and AI,operating,SRC-AIRDN-CTRL-072
CTRL-AIRDN-0432,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-073
CTRL-AIRDN-0433,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-074
CTRL-AIRDN-0434,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-075
CTRL-AIRDN-0435,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-076
CTRL-AIRDN-0436,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-077
CTRL-AIRDN-0437,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-078
CTRL-AIRDN-0438,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-079
CTRL-AIRDN-0439,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-080
CTRL-AIRDN-0440,access review,Passenger Service,designed,SRC-AIRDN-CTRL-081
CTRL-AIRDN-0441,change control,Commercial,operating,SRC-AIRDN-CTRL-082
CTRL-AIRDN-0442,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-083
CTRL-AIRDN-0443,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-084
CTRL-AIRDN-0444,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-085
CTRL-AIRDN-0445,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-086
CTRL-AIRDN-0446,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-087
CTRL-AIRDN-0447,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-088
CTRL-AIRDN-0448,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-089
CTRL-AIRDN-0449,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-090
CTRL-AIRDN-0450,access review,Flight Operations,designed,SRC-AIRDN-CTRL-091
CTRL-AIRDN-0451,change control,Operations Control,operating,SRC-AIRDN-CTRL-092
CTRL-AIRDN-0452,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-093
CTRL-AIRDN-0453,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-094
CTRL-AIRDN-0454,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-095
CTRL-AIRDN-0455,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-096
CTRL-AIRDN-0456,resilience test,Commercial,operating,SRC-AIRDN-CTRL-097
CTRL-AIRDN-0457,incident review,Cargo,gap,SRC-AIRDN-CTRL-098
CTRL-AIRDN-0458,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-099
CTRL-AIRDN-0459,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-100
CTRL-AIRDN-0460,access review,Technology,designed,SRC-AIRDN-CTRL-101
CTRL-AIRDN-0461,change control,Data and AI,operating,SRC-AIRDN-CTRL-102
CTRL-AIRDN-0462,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-103
CTRL-AIRDN-0463,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-104
CTRL-AIRDN-0464,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-105
CTRL-AIRDN-0465,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-106
CTRL-AIRDN-0466,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-107
CTRL-AIRDN-0467,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-108
CTRL-AIRDN-0468,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-109
CTRL-AIRDN-0469,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-110
CTRL-AIRDN-0470,access review,Passenger Service,designed,SRC-AIRDN-CTRL-111
CTRL-AIRDN-0471,change control,Commercial,operating,SRC-AIRDN-CTRL-112
CTRL-AIRDN-0472,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-113
CTRL-AIRDN-0473,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-114
CTRL-AIRDN-0474,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-115
CTRL-AIRDN-0475,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-116
CTRL-AIRDN-0476,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-117
CTRL-AIRDN-0477,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-118
CTRL-AIRDN-0478,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-119
CTRL-AIRDN-0479,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-120
CTRL-AIRDN-0480,access review,Flight Operations,designed,SRC-AIRDN-CTRL-001
CTRL-AIRDN-0481,change control,Operations Control,operating,SRC-AIRDN-CTRL-002
CTRL-AIRDN-0482,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-003
CTRL-AIRDN-0483,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-004
CTRL-AIRDN-0484,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-005
CTRL-AIRDN-0485,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-006
CTRL-AIRDN-0486,resilience test,Commercial,operating,SRC-AIRDN-CTRL-007
CTRL-AIRDN-0487,incident review,Cargo,gap,SRC-AIRDN-CTRL-008
CTRL-AIRDN-0488,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-009
CTRL-AIRDN-0489,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-010
CTRL-AIRDN-0490,access review,Technology,designed,SRC-AIRDN-CTRL-011
CTRL-AIRDN-0491,change control,Data and AI,operating,SRC-AIRDN-CTRL-012
CTRL-AIRDN-0492,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-013
CTRL-AIRDN-0493,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-014
CTRL-AIRDN-0494,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-015
CTRL-AIRDN-0495,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-016
CTRL-AIRDN-0496,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-017
CTRL-AIRDN-0497,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-018
CTRL-AIRDN-0498,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-019
CTRL-AIRDN-0499,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-020
CTRL-AIRDN-0500,access review,Passenger Service,designed,SRC-AIRDN-CTRL-021
CTRL-AIRDN-0501,change control,Commercial,operating,SRC-AIRDN-CTRL-022
CTRL-AIRDN-0502,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-023
CTRL-AIRDN-0503,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-024
CTRL-AIRDN-0504,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-025
CTRL-AIRDN-0505,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-026
CTRL-AIRDN-0506,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-027
CTRL-AIRDN-0507,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-028
CTRL-AIRDN-0508,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-029
CTRL-AIRDN-0509,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-030
CTRL-AIRDN-0510,access review,Flight Operations,designed,SRC-AIRDN-CTRL-031
CTRL-AIRDN-0511,change control,Operations Control,operating,SRC-AIRDN-CTRL-032
CTRL-AIRDN-0512,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-033
CTRL-AIRDN-0513,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-034
CTRL-AIRDN-0514,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-035
CTRL-AIRDN-0515,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-036
CTRL-AIRDN-0516,resilience test,Commercial,operating,SRC-AIRDN-CTRL-037
CTRL-AIRDN-0517,incident review,Cargo,gap,SRC-AIRDN-CTRL-038
CTRL-AIRDN-0518,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-039
CTRL-AIRDN-0519,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-040
CTRL-AIRDN-0520,access review,Technology,designed,SRC-AIRDN-CTRL-041
CTRL-AIRDN-0521,change control,Data and AI,operating,SRC-AIRDN-CTRL-042
CTRL-AIRDN-0522,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-043
CTRL-AIRDN-0523,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-044
CTRL-AIRDN-0524,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-045
CTRL-AIRDN-0525,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-046
CTRL-AIRDN-0526,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-047
CTRL-AIRDN-0527,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-048
CTRL-AIRDN-0528,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-049
CTRL-AIRDN-0529,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-050
CTRL-AIRDN-0530,access review,Passenger Service,designed,SRC-AIRDN-CTRL-051
CTRL-AIRDN-0531,change control,Commercial,operating,SRC-AIRDN-CTRL-052
CTRL-AIRDN-0532,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-053
CTRL-AIRDN-0533,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-054
CTRL-AIRDN-0534,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-055
CTRL-AIRDN-0535,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-056
CTRL-AIRDN-0536,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-057
CTRL-AIRDN-0537,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-058
CTRL-AIRDN-0538,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-059
CTRL-AIRDN-0539,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-060
CTRL-AIRDN-0540,access review,Flight Operations,designed,SRC-AIRDN-CTRL-061
CTRL-AIRDN-0541,change control,Operations Control,operating,SRC-AIRDN-CTRL-062
CTRL-AIRDN-0542,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-063
CTRL-AIRDN-0543,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-064
CTRL-AIRDN-0544,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-065
CTRL-AIRDN-0545,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-066
CTRL-AIRDN-0546,resilience test,Commercial,operating,SRC-AIRDN-CTRL-067
CTRL-AIRDN-0547,incident review,Cargo,gap,SRC-AIRDN-CTRL-068
CTRL-AIRDN-0548,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-069
CTRL-AIRDN-0549,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-070
CTRL-AIRDN-0550,access review,Technology,designed,SRC-AIRDN-CTRL-071
CTRL-AIRDN-0551,change control,Data and AI,operating,SRC-AIRDN-CTRL-072
CTRL-AIRDN-0552,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-073
CTRL-AIRDN-0553,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-074
CTRL-AIRDN-0554,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-075
CTRL-AIRDN-0555,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-076
CTRL-AIRDN-0556,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-077
CTRL-AIRDN-0557,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-078
CTRL-AIRDN-0558,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-079
CTRL-AIRDN-0559,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-080
CTRL-AIRDN-0560,access review,Passenger Service,designed,SRC-AIRDN-CTRL-081
CTRL-AIRDN-0561,change control,Commercial,operating,SRC-AIRDN-CTRL-082
CTRL-AIRDN-0562,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-083
CTRL-AIRDN-0563,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-084
CTRL-AIRDN-0564,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-085
CTRL-AIRDN-0565,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-086
CTRL-AIRDN-0566,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-087
CTRL-AIRDN-0567,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-088
CTRL-AIRDN-0568,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-089
CTRL-AIRDN-0569,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-090
CTRL-AIRDN-0570,access review,Flight Operations,designed,SRC-AIRDN-CTRL-091
CTRL-AIRDN-0571,change control,Operations Control,operating,SRC-AIRDN-CTRL-092
CTRL-AIRDN-0572,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-093
CTRL-AIRDN-0573,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-094
CTRL-AIRDN-0574,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-095
CTRL-AIRDN-0575,supplier attestation,Passenger Service,designed,SRC-AIRDN-CTRL-096
CTRL-AIRDN-0576,resilience test,Commercial,operating,SRC-AIRDN-CTRL-097
CTRL-AIRDN-0577,incident review,Cargo,gap,SRC-AIRDN-CTRL-098
CTRL-AIRDN-0578,financial approval,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-099
CTRL-AIRDN-0579,privacy review,Procurement,candidate,SRC-AIRDN-CTRL-100
CTRL-AIRDN-0580,access review,Technology,designed,SRC-AIRDN-CTRL-101
CTRL-AIRDN-0581,change control,Data and AI,operating,SRC-AIRDN-CTRL-102
CTRL-AIRDN-0582,SLA evidence,Cybersecurity,gap,SRC-AIRDN-CTRL-103
CTRL-AIRDN-0583,transition signoff,Workplace,needs evidence,SRC-AIRDN-CTRL-104
CTRL-AIRDN-0584,data lineage certification,Service Management,candidate,SRC-AIRDN-CTRL-105
CTRL-AIRDN-0585,supplier attestation,Flight Operations,designed,SRC-AIRDN-CTRL-106
CTRL-AIRDN-0586,resilience test,Operations Control,operating,SRC-AIRDN-CTRL-107
CTRL-AIRDN-0587,incident review,Crew Operations,gap,SRC-AIRDN-CTRL-108
CTRL-AIRDN-0588,financial approval,Technical Operations,needs evidence,SRC-AIRDN-CTRL-109
CTRL-AIRDN-0589,privacy review,Airport Operations,candidate,SRC-AIRDN-CTRL-110
CTRL-AIRDN-0590,access review,Passenger Service,designed,SRC-AIRDN-CTRL-111
CTRL-AIRDN-0591,change control,Commercial,operating,SRC-AIRDN-CTRL-112
CTRL-AIRDN-0592,SLA evidence,Cargo,gap,SRC-AIRDN-CTRL-113
CTRL-AIRDN-0593,transition signoff,Corporate Finance,needs evidence,SRC-AIRDN-CTRL-114
CTRL-AIRDN-0594,data lineage certification,Procurement,candidate,SRC-AIRDN-CTRL-115
CTRL-AIRDN-0595,supplier attestation,Technology,designed,SRC-AIRDN-CTRL-116
CTRL-AIRDN-0596,resilience test,Data and AI,operating,SRC-AIRDN-CTRL-117
CTRL-AIRDN-0597,incident review,Cybersecurity,gap,SRC-AIRDN-CTRL-118
CTRL-AIRDN-0598,financial approval,Workplace,needs evidence,SRC-AIRDN-CTRL-119
CTRL-AIRDN-0599,privacy review,Service Management,candidate,SRC-AIRDN-CTRL-120
CTRL-AIRDN-0600,access review,Flight Operations,designed,SRC-AIRDN-CTRL-001
CTRL-AIRDN-0601,change control,Operations Control,operating,SRC-AIRDN-CTRL-002
CTRL-AIRDN-0602,SLA evidence,Crew Operations,gap,SRC-AIRDN-CTRL-003
CTRL-AIRDN-0603,transition signoff,Technical Operations,needs evidence,SRC-AIRDN-CTRL-004
CTRL-AIRDN-0604,data lineage certification,Airport Operations,candidate,SRC-AIRDN-CTRL-005
