tenant,source_file,output_file,transform,row_count
meridian-health-synthetic-v4,family-1-enterprise-operating-model/F03_it-org-ownership.csv,meridian-health/family-1-enterprise-operating-model/F03_it-org-ownership.csv,snake_case_lineage_copy,12
meridian-health-synthetic-v4,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,meridian-health/family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,snake_case_lineage_copy,10
meridian-health-synthetic-v4,family-2-technology-estate/F05_applications-systems.csv,meridian-health/family-2-technology-estate/F05_applications-systems.csv,snake_case_lineage_copy,150
meridian-health-synthetic-v4,family-2-technology-estate/F06_system-function-mapping.csv,meridian-health/family-2-technology-estate/F06_system-function-mapping.csv,snake_case_lineage_copy,80
meridian-health-synthetic-v4,family-2-technology-estate/F07_infrastructure-cloud.csv,meridian-health/family-2-technology-estate/F07_infrastructure-cloud.csv,snake_case_lineage_copy,12
meridian-health-synthetic-v4,family-2-technology-estate/F08_platform-volumetrics.csv,meridian-health/family-2-technology-estate/F08_platform-volumetrics.csv,snake_case_lineage_copy,12
meridian-health-synthetic-v4,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,meridian-health/family-4-financial-commercial/F11_vendors-contracts-licenses.csv,snake_case_lineage_copy,95
meridian-health-synthetic-v4,family-4-financial-commercial/F12_it-budget-financials.csv,meridian-health/family-4-financial-commercial/F12_it-budget-financials.csv,canonical_f12_with_reconciled_synthetic_capex_opex_and_run_change,12
meridian-health-synthetic-v4,family-5-execution-operations/F13_initiatives-portfolio.csv,meridian-health/family-5-execution-operations/F13_initiatives-portfolio.csv,snake_case_lineage_copy,72
meridian-health-synthetic-v4,family-5-execution-operations/F14_operations-service-management.csv,meridian-health/family-5-execution-operations/F14_operations-service-management.csv,canonical_f14_operations_service_management,12
meridian-health-synthetic-v4,family-5-execution-operations/F15_kpis-outcome-evidence.csv,meridian-health/family-5-execution-operations/F15_kpis-outcome-evidence.csv,snake_case_lineage_copy,12
meridian-health-synthetic-v4,family-6-governance-ai-evidence/F16_security-risk-compliance.csv,meridian-health/family-6-governance-ai-evidence/F16_security-risk-compliance.csv,snake_case_lineage_copy,12
meridian-health-synthetic-v4,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,meridian-health/family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,canonical_f17_ai_automation_footprint,14
meridian-health-synthetic-v4,family-7-outcome-intelligence/O01_business-metrics.csv,meridian-health/family-7-outcome-intelligence/O01_business-metrics.csv,snake_case_lineage_copy,92
meridian-health-synthetic-v4,family-7-outcome-intelligence/O02_industry-benchmarks.csv,meridian-health/family-7-outcome-intelligence/O02_industry-benchmarks.csv,snake_case_lineage_copy,92
meridian-health-synthetic-v4,family-7-outcome-intelligence/O03_competitor-plays.csv,meridian-health/family-7-outcome-intelligence/O03_competitor-plays.csv,snake_case_lineage_copy,92
meridian-health-synthetic-v4,family-7-outcome-intelligence/O04_benefits-realization.csv,meridian-health/family-7-outcome-intelligence/O04_benefits-realization.csv,snake_case_lineage_copy,138
meridian-health-synthetic-v4,family-7-outcome-intelligence/O05_raid-log.csv,meridian-health/family-7-outcome-intelligence/O05_raid-log.csv,snake_case_lineage_copy,184
meridian-health-synthetic-v4,family-7-outcome-intelligence/O06_ai-governance.csv,meridian-health/family-7-outcome-intelligence/O06_ai-governance.csv,snake_case_lineage_copy,40
meridian-health-synthetic-v4,family-8-semantic-enrichment/F18_leadership-org-chart.csv,meridian-health/family-8-semantic-enrichment/F18_leadership-org-chart.csv,snake_case_lineage_copy,61
meridian-health-synthetic-v4,family-8-semantic-enrichment/F19_team-application-ownership.csv,meridian-health/family-8-semantic-enrichment/F19_team-application-ownership.csv,snake_case_lineage_copy,150
meridian-health-synthetic-v4,family-8-semantic-enrichment/F20_capability-system-dependency.csv,meridian-health/family-8-semantic-enrichment/F20_capability-system-dependency.csv,snake_case_lineage_copy,80
meridian-health-synthetic-v4,family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,meridian-health/family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,snake_case_lineage_copy,120
meridian-health-synthetic-v4,family-8-semantic-enrichment/F22_contract-system-service-map.csv,meridian-health/family-8-semantic-enrichment/F22_contract-system-service-map.csv,snake_case_lineage_copy,95
meridian-health-synthetic-v4,family-8-semantic-enrichment/F23_operational-service-map.csv,meridian-health/family-8-semantic-enrichment/F23_operational-service-map.csv,snake_case_lineage_copy,12
meridian-health-synthetic-v4,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,meridian-health/family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,snake_case_lineage_copy,14
meridian-health-synthetic-v4,family-8-semantic-enrichment/F25_context-node-dictionary.csv,meridian-health/family-8-semantic-enrichment/F25_context-node-dictionary.csv,snake_case_lineage_copy,1026
meridian-health-synthetic-v4,family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,meridian-health/family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,copied_non_csv,
meridian-health-synthetic-v4,family-8-semantic-enrichment/F27_source-context-narratives.yaml,meridian-health/family-8-semantic-enrichment/F27_source-context-narratives.yaml,copied_non_csv,
meridian-health-synthetic-v4,graph/context-relationships.jsonl,meridian-health/graph/context-relationships.jsonl,copied_non_csv,
meridian-health-synthetic-v4,derived,meridian-health/derived/tower_financial_amounts.csv,normalized_financial_governance_ledger,116
skyharbor-air-synthetic-v4,D19-personas-workforce/D19_personas-workforce.csv,skyharbor-air/D19-personas-workforce/D19_personas-workforce.csv,snake_case_lineage_copy,18
skyharbor-air-synthetic-v4,ai-control-tower/T00_ai-investment-super-template.csv,skyharbor-air/ai-control-tower/T00_ai-investment-super-template.csv,snake_case_lineage_copy,0
skyharbor-air-synthetic-v4,ai-control-tower/T01_initiative-registry.csv,skyharbor-air/ai-control-tower/T01_initiative-registry.csv,canonical_t01_value_register,30
skyharbor-air-synthetic-v4,ai-control-tower/T02_project-milestones.csv,skyharbor-air/ai-control-tower/T02_project-milestones.csv,snake_case_lineage_copy,150
skyharbor-air-synthetic-v4,ai-control-tower/T03_tool-usage-monthly.csv,skyharbor-air/ai-control-tower/T03_tool-usage-monthly.csv,snake_case_lineage_copy,144
skyharbor-air-synthetic-v4,ai-control-tower/T04_agent-outcomes.csv,skyharbor-air/ai-control-tower/T04_agent-outcomes.csv,snake_case_lineage_copy,12
skyharbor-air-synthetic-v4,ai-control-tower/T05_persona-productivity.csv,skyharbor-air/ai-control-tower/T05_persona-productivity.csv,snake_case_lineage_copy,18
skyharbor-air-synthetic-v4,ai-control-tower/T06_dora-delivery-metrics.csv,skyharbor-air/ai-control-tower/T06_dora-delivery-metrics.csv,snake_case_lineage_copy,54
skyharbor-air-synthetic-v4,ai-control-tower/T07_benefit-realization.csv,skyharbor-air/ai-control-tower/T07_benefit-realization.csv,canonical_t07_benefit_realization,30
skyharbor-air-synthetic-v4,ai-control-tower/T08_spend-contracts.csv,skyharbor-air/ai-control-tower/T08_spend-contracts.csv,canonical_t08_preserve_spend_grain,120
skyharbor-air-synthetic-v4,ai-control-tower/T09_risk-governance.csv,skyharbor-air/ai-control-tower/T09_risk-governance.csv,snake_case_lineage_copy,150
skyharbor-air-synthetic-v4,ai-control-tower/T10_evidence-items.csv,skyharbor-air/ai-control-tower/T10_evidence-items.csv,snake_case_lineage_copy,80
skyharbor-air-synthetic-v4,ai-control-tower/T11_refresh-log.csv,skyharbor-air/ai-control-tower/T11_refresh-log.csv,snake_case_lineage_copy,9
skyharbor-air-synthetic-v4,ai-control-tower/T12_derived-actions.csv,skyharbor-air/ai-control-tower/T12_derived-actions.csv,snake_case_lineage_copy,5
skyharbor-air-synthetic-v4,ai-control-tower/T13_model-ai-inventory.csv,skyharbor-air/ai-control-tower/T13_model-ai-inventory.csv,snake_case_lineage_copy,64
skyharbor-air-synthetic-v4,family-1-enterprise-operating-model/F01_enterprise-profile.yaml,skyharbor-air/family-1-enterprise-operating-model/F01_enterprise-profile.yaml,copied_non_csv,
skyharbor-air-synthetic-v4,family-1-enterprise-operating-model/F02_business-org-functions.csv,skyharbor-air/family-1-enterprise-operating-model/F02_business-org-functions.csv,snake_case_lineage_copy,20
skyharbor-air-synthetic-v4,family-1-enterprise-operating-model/F03_it-org-ownership.csv,skyharbor-air/family-1-enterprise-operating-model/F03_it-org-ownership.csv,snake_case_lineage_copy,18
skyharbor-air-synthetic-v4,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,skyharbor-air/family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,snake_case_lineage_copy,35
skyharbor-air-synthetic-v4,family-2-technology-estate/F05_applications-systems.csv,skyharbor-air/family-2-technology-estate/F05_applications-systems.csv,snake_case_lineage_copy,900
skyharbor-air-synthetic-v4,family-2-technology-estate/F06_system-function-mapping.csv,skyharbor-air/family-2-technology-estate/F06_system-function-mapping.csv,snake_case_lineage_copy,95
skyharbor-air-synthetic-v4,family-2-technology-estate/F07_infrastructure-cloud.csv,skyharbor-air/family-2-technology-estate/F07_infrastructure-cloud.csv,snake_case_lineage_copy,44
skyharbor-air-synthetic-v4,family-2-technology-estate/F08_platform-volumetrics.csv,skyharbor-air/family-2-technology-estate/F08_platform-volumetrics.csv,snake_case_lineage_copy,79
skyharbor-air-synthetic-v4,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,skyharbor-air/family-4-financial-commercial/F11_vendors-contracts-licenses.csv,snake_case_lineage_copy,320
skyharbor-air-synthetic-v4,family-4-financial-commercial/F12_it-budget-financials.csv,skyharbor-air/family-4-financial-commercial/F12_it-budget-financials.csv,canonical_f12_with_reconciled_synthetic_capex_opex_and_run_change,13
skyharbor-air-synthetic-v4,family-5-execution-operations/F13_initiatives-portfolio.csv,skyharbor-air/family-5-execution-operations/F13_initiatives-portfolio.csv,snake_case_lineage_copy,120
skyharbor-air-synthetic-v4,family-5-execution-operations/F14_operations-service-management.csv,skyharbor-air/family-5-execution-operations/F14_operations-service-management.csv,canonical_f14_operations_service_management,96
skyharbor-air-synthetic-v4,family-5-execution-operations/F15_kpis-outcome-evidence.csv,skyharbor-air/family-5-execution-operations/F15_kpis-outcome-evidence.csv,snake_case_lineage_copy,72
skyharbor-air-synthetic-v4,family-6-governance-ai-evidence/F16_security-risk-compliance.csv,skyharbor-air/family-6-governance-ai-evidence/F16_security-risk-compliance.csv,snake_case_lineage_copy,44
skyharbor-air-synthetic-v4,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,skyharbor-air/family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,canonical_f17_ai_automation_footprint,72
skyharbor-air-synthetic-v4,family-7-outcome-intelligence/O01_business-metrics.csv,skyharbor-air/family-7-outcome-intelligence/O01_business-metrics.csv,snake_case_lineage_copy,180
skyharbor-air-synthetic-v4,family-7-outcome-intelligence/O02_industry-benchmarks.csv,skyharbor-air/family-7-outcome-intelligence/O02_industry-benchmarks.csv,snake_case_lineage_copy,180
skyharbor-air-synthetic-v4,family-7-outcome-intelligence/O03_competitor-plays.csv,skyharbor-air/family-7-outcome-intelligence/O03_competitor-plays.csv,snake_case_lineage_copy,300
skyharbor-air-synthetic-v4,family-7-outcome-intelligence/O04_benefits-realization.csv,skyharbor-air/family-7-outcome-intelligence/O04_benefits-realization.csv,snake_case_lineage_copy,320
skyharbor-air-synthetic-v4,family-7-outcome-intelligence/O05_raid-log.csv,skyharbor-air/family-7-outcome-intelligence/O05_raid-log.csv,snake_case_lineage_copy,900
skyharbor-air-synthetic-v4,family-7-outcome-intelligence/O06_ai-governance.csv,skyharbor-air/family-7-outcome-intelligence/O06_ai-governance.csv,snake_case_lineage_copy,37
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F18_leadership-org-chart.csv,skyharbor-air/family-8-semantic-enrichment/F18_leadership-org-chart.csv,snake_case_lineage_copy,48
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F19_team-application-ownership.csv,skyharbor-air/family-8-semantic-enrichment/F19_team-application-ownership.csv,snake_case_lineage_copy,900
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F20_capability-system-dependency.csv,skyharbor-air/family-8-semantic-enrichment/F20_capability-system-dependency.csv,snake_case_lineage_copy,95
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,skyharbor-air/family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,snake_case_lineage_copy,420
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F22_contract-system-service-map.csv,skyharbor-air/family-8-semantic-enrichment/F22_contract-system-service-map.csv,snake_case_lineage_copy,320
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F23_operational-service-map.csv,skyharbor-air/family-8-semantic-enrichment/F23_operational-service-map.csv,snake_case_lineage_copy,96
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,skyharbor-air/family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,snake_case_lineage_copy,72
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F25_context-node-dictionary.csv,skyharbor-air/family-8-semantic-enrichment/F25_context-node-dictionary.csv,snake_case_lineage_copy,2053
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,skyharbor-air/family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,copied_non_csv,
skyharbor-air-synthetic-v4,family-8-semantic-enrichment/F27_source-context-narratives.yaml,skyharbor-air/family-8-semantic-enrichment/F27_source-context-narratives.yaml,copied_non_csv,
skyharbor-air-synthetic-v4,graph/context-relationships.jsonl,skyharbor-air/graph/context-relationships.jsonl,copied_non_csv,
skyharbor-air-synthetic-v4,derived,skyharbor-air/derived/tower_financial_amounts.csv,normalized_financial_governance_ledger,365
