family,file,column,required,data_type,allowed_values,fill_rate_pct,tenants_populated,example_value,owner_role,source_system,how_to_extract,validation_rule,exemplar_status
ai-control-tower,T08_spend-contracts.csv,line_id,required,text,,100,5/5,SHA-SPEND-001-1,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T08_spend-contracts.csv,initiative_id,required,text,,100,5/5,SHA-INIT-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T08_spend-contracts.csv,vendor_or_tool,required,text,,100,5/5,internal,Procurement / Vendor management,"Contract register, CMDB","Use the contracting entity's legal name, consistently across files. Pick one spelling of AWS and keep it.",Same vendor must be spelled identically everywhere or spend will not consolidate.,good
ai-control-tower,T08_spend-contracts.csv,spend_category,required,text,,100,5/5,labor,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T08_spend-contracts.csv,budget_fy26_usd,required,number,,99,5/5,23900000,IT Finance / FP&A,"ERP GL, Apptio, Anaplan, Adaptive","Approved budget for the fiscal year, by portfolio, function, platform and cost centre. Include the approval version so a restatement is visible.","Committed budget, not value at stake. Run + change must equal total.",good
ai-control-tower,T08_spend-contracts.csv,actual_ytd_usd,required,number,,99,5/5,14104000,IT Finance / FP&A,"ERP GL actuals, project accounting",Spend booked to date against this line. Cut it at a month end and say which month in the period column.,Must be <= budget under normal circumstances. Flag overruns rather than capping them.,good
ai-control-tower,T08_spend-contracts.csv,contract_value_usd,required,text,,99,5/5,40200000,Procurement / Vendor management,"Contract register, Coupa, Ariba, SAP","Annualised contract value or run rate per vendor or tool. Use the committed value, and note the renewal date so concentration and renewal exposure can be shown.","Total vendor run-rate should land near your IT budget, not several times it.",good
ai-control-tower,T08_spend-contracts.csv,renewal_date,required,date,,99,5/5,2026-01-28,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
ai-control-tower,T08_spend-contracts.csv,unit_economic_note,required,text,,100,5/5,FTE-month,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T08_spend-contracts.csv,amount_type,governance,enum,none,96,4/5,none,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T08_spend-contracts.csv,view,governance,enum,initiative_budget | vendor_contract,100,5/5,initiative_budget,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T08_spend-contracts.csv,is_rollup_of,governance,enum,MER-VEN-AMS | MER-VEN-AWS | MER-VEN-DATABRICKS | MER-VEN-EPIC | MER-VEN-MICROSOFT | MER-VEN-SAS | MER-VEN-TABLEAU,4,1/5,MER-VEN-EPIC,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T08_spend-contracts.csv,basis,governance,enum,committed | not_loaded,100,5/5,committed,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T08_spend-contracts.csv,period,governance,date,fy26 | not_loaded,100,5/5,fy26,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
ai-control-tower,T08_spend-contracts.csv,formula,governance,enum,from_v6_vendor_contracts,4,1/5,from_v6_vendor_contracts,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T08_spend-contracts.csv,formula_version,governance,enum,tower_standardized_v1 | v6.0.0-meridian-current-state-20260709,100,5/5,tower_standardized_v1,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T08_spend-contracts.csv,source_file,governance,enum,ai-control-tower/T08_spend-contracts.csv | templates/V6_07_vendors_contracts.csv,100,5/5,ai-control-tower/T08_spend-contracts.csv,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T08_spend-contracts.csv,source_row,governance,number,,100,5/5,121,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T08_spend-contracts.csv,value_source,governance,enum,tenant_file,100,5/5,tenant_file,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T08_spend-contracts.csv,notes,recommended,text,,66,2/5,Spend line for IROPS Agentic Recovery Cockpit,Initiative owner,Portfolio governance record,"Plain business English. This text is read by executives and may be quoted on the dashboard, so write it as you would to your CEO.","No internal codenames, no real client names, no personal data.",good
ai-control-tower,T09_risk-governance.csv,initiative_id,required,text,,100,5/5,SHA-INIT-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T09_risk-governance.csv,risk_type,recommended,enum,data_quality | model_governance | privacy_consent | safety_operational | vendor_contract,65,1/5,model_governance,Risk / Compliance,"GRC platform, model risk register","Take from the model risk or AI governance register. If a model is in production without validation, say so — that is exactly the finding the board needs.",Do not mark validated unless the validation is on file and current.,good
ai-control-tower,T09_risk-governance.csv,risk_id,required,text,,100,5/5,SHA-RISK-001-1,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T09_risk-governance.csv,risk_domain,recommended,text,,35,4/5,privacy_security,Risk / Compliance,"GRC platform, model risk register","Take from the model risk or AI governance register. If a model is in production without validation, say so — that is exactly the finding the board needs.",Do not mark validated unless the validation is on file and current.,good
ai-control-tower,T09_risk-governance.csv,severity,required,enum,critical | high | low | medium,100,5/5,high,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T09_risk-governance.csv,control_status,required,enum,approved | approved_with_conditions | blocked | conditional | review_required,100,5/5,approved,Risk / Compliance,"GRC platform, model risk register","Take from the model risk or AI governance register. If a model is in production without validation, say so — that is exactly the finding the board needs.",Do not mark validated unless the validation is on file and current.,good
ai-control-tower,T09_risk-governance.csv,exception_or_gap,recommended,text,,17,2/5,No measurable value after pilot; sunset and reallocate bu...,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T09_risk-governance.csv,owner_role,required,text,,100,5/5,CISO,CIO chief of staff / PMO,"Org chart, portfolio governance deck","The ROLE accountable, not a person's name — 'VP Crew Operations', not 'Priya'. Roles survive reorgs and avoid putting personal data in the pack.",Must be a role title. Never a personal name or an email address.,good
ai-control-tower,T09_risk-governance.csv,mitigation,recommended,enum,"Mitigation required for data_quality: evidence, owner, and approval before scale | Mitigation required for model_governance: evidence, owner, and approval before scale | Mitigation required for privacy_consent: evidence, owner, and approval before scale | Mitigation required for safety_operational: evidence, owner, and approval before scale | Mitigation required for vendor_contract: evidence, owner, and approval before scale",65,1/5,"Mitigation required for model_governance: evidence, owner...",Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T09_risk-governance.csv,evidence_id,recommended,enum,EVID-SHA-0001 | EVID-SHA-0002 | EVID-SHA-0003 | EVID-SHA-0004 | EVID-SHA-0005 | EVID-SHA-0006 | EVID-SHA-0007 | EVID-SHA-0008,65,1/5,EVID-SHA-0001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T09_risk-governance.csv,source_file,governance,enum,ai-control-tower/T09_risk-governance.csv,100,5/5,ai-control-tower/T09_risk-governance.csv,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T09_risk-governance.csv,source_row,governance,number,,100,5/5,151,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T09_risk-governance.csv,value_source,governance,enum,tenant_file,100,5/5,tenant_file,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T10_evidence-items.csv,evidence_item_id,recommended,text,,50,4/5,MER-AI-001-EV-1,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T10_evidence-items.csv,initiative_id,recommended,text,,50,4/5,MER-AI-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T10_evidence-items.csv,source_file,governance,enum,ai-control-tower/T10_evidence-items.csv,100,5/5,ai-control-tower/T10_evidence-items.csv,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T10_evidence-items.csv,source_row,governance,number,,100,5/5,81,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T10_evidence-items.csv,value_source,governance,enum,tenant_file,100,5/5,tenant_file,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T10_evidence-items.csv,source_locator,recommended,text,,50,4/5,section 2.1,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T10_evidence-items.csv,source_timestamp,recommended,text,,50,4/5,2026-06-01,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T10_evidence-items.csv,review_state,recommended,enum,approved | review_required,50,4/5,review_required,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T10_evidence-items.csv,confidence,recommended,number,,50,4/5,0.94,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T10_evidence-items.csv,evidence_id,recommended,text,,50,1/5,EVID-SHA-0001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T10_evidence-items.csv,source_id,recommended,enum,SRC-AICT | SRC-AR-2025 | SRC-CIO-ARCH | SRC-EDW | SRC-ID-2026 | SRC-IROPS | SRC-MF | SRC-Q1-2026,50,1/5,SRC-AR-2025,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T10_evidence-items.csv,source_path,recommended,enum,source-docs/AI_Control_Tower_Monthly_Refresh_SYNTHETIC.md | source-docs/CIO_Architecture_Board_Update_SYNTHETIC.md | source-docs/IBM_Z_Mainframe_Modernization_Options_SYNTHETIC.md | source-docs/IROPS_Agentic_Roadmap_SYNTHETIC.md | source-docs/SkyHarbor_Air_2025_Annual_Report_SYNTHETIC.md | source-docs/SkyHarbor_Investor_Day_Tech_Strategy_SYNTHETIC.md | source-docs/SkyHarbor_Q1_2026_Earnings_SYNTHETIC.md | source-docs/Teradata_Vantage_AWS_EDW_Current_State_SYNTHETIC.md,50,1/5,source-docs/SkyHarbor_Air_2025_Annual_Report_SYNTHETIC.md,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T10_evidence-items.csv,source_type,recommended,enum,annual_report | architecture_deck | edw_deck | investor_day_deck | modernization_options | monthly_refresh | program_roadmap | quarterly_earnings,50,1/5,annual_report,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T10_evidence-items.csv,locator,recommended,text,,50,1/5,Annual report §Operating scale,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,thin
ai-control-tower,T10_evidence-items.csv,claim_supported,recommended,enum,adoption | architecture | budget | governance | risk | value,50,1/5,budget,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T10_evidence-items.csv,freshness_status,recommended,enum,current | stale_review,50,1/5,stale_review,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T10_evidence-items.csv,trust_status,recommended,enum,review_required | usable,50,1/5,review_required,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T11_refresh-log.csv,refresh_id,required,text,,100,5/5,SHA-REFRESH-2026-05-1,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T11_refresh-log.csv,period,governance,date,2026-05 | 2026-06,100,5/5,2026-05,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
ai-control-tower,T11_refresh-log.csv,dataset,recommended,text,,69,1/5,initiative_registry,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,thin
ai-control-tower,T11_refresh-log.csv,source_system,recommended,enum,Evidence Register | Finance | GRC | GitHub | Jira | M365 | PMO | ServiceNow,69,1/5,PMO,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T11_refresh-log.csv,row_count,recommended,number,,69,1/5,150,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T11_refresh-log.csv,source_freshness,recommended,enum,fresh | local_artifact_generated_not_loaded,31,4/5,local_artifact_generated_not_loaded,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T11_refresh-log.csv,parser_status,required,enum,not_run | parsed | passed,100,5/5,passed,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T11_refresh-log.csv,approval_status,recommended,enum,approved | review_required,69,1/5,review_required,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T11_refresh-log.csv,loaded_at,recommended,enum,2026-06-18T00:00:00Z,69,1/5,2026-06-18T00:00:00Z,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T11_refresh-log.csv,approval_state,recommended,enum,awaiting_backend_refresh | pending_preload_review,31,4/5,awaiting_backend_refresh,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T11_refresh-log.csv,notes,recommended,enum,Generated V3 local source pack; not committed. | Synthetic First Capital context/corpus/Tower files assembled locally for backend refresh rehearsal. | Synthetic context/corpus/Tower files assembled locally for backend refresh rehearsal.,31,4/5,Synthetic context/corpus/Tower files assembled locally fo...,Initiative owner,Portfolio governance record,"Plain business English. This text is read by executives and may be quoted on the dashboard, so write it as you would to your CEO.","No internal codenames, no real client names, no personal data.",good
ai-control-tower,T11_refresh-log.csv,source_file,governance,enum,ai-control-tower/T11_refresh-log.csv,100,5/5,ai-control-tower/T11_refresh-log.csv,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T11_refresh-log.csv,source_row,governance,number,,100,5/5,10,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T11_refresh-log.csv,value_source,governance,enum,tenant_file,100,5/5,tenant_file,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T12_derived-actions.csv,action_id,required,text,,100,5/5,SHA-ACT-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T12_derived-actions.csv,action_title,required,text,,100,5/5,Sequence IROPS agent after crew legality and DOT guardrails,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T12_derived-actions.csv,priority,required,enum,P0 | P1 | P2,100,5/5,P0,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T12_derived-actions.csv,derived_from,required,text,,100,5/5,SHA-INIT-001;SHA-RISK-001-3,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T12_derived-actions.csv,owner_role,required,text,,100,5/5,EVP Operations,CIO chief of staff / PMO,"Org chart, portfolio governance deck","The ROLE accountable, not a person's name — 'VP Crew Operations', not 'Priya'. Roles survive reorgs and avoid putting personal data in the pack.",Must be a role title. Never a personal name or an email address.,good
ai-control-tower,T12_derived-actions.csv,decision_needed,recommended,enum,Approve CDP selection and identity graph funding | Approve controlled scale gate | Approve data simplification workstream | Approve human-in-loop policy | Renegotiate IBM modernization milestones,8,1/5,Approve controlled scale gate,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T12_derived-actions.csv,expected_value_usd,recommended,number,,8,1/5,310000000,Initiative business sponsor,"Business case, investment committee paper","The benefit the approved business case promised. Take it from the paper that got funded, not from a later re-forecast — the gap between promise and outcome is the point.",Must trace to an approved business case. Do not net off costs.,thin
ai-control-tower,T12_derived-actions.csv,approval_status,recommended,enum,pending,8,1/5,pending,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T12_derived-actions.csv,decision_owner,required,text,,92,4/5,Chief Data Officer,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T12_derived-actions.csv,next_decision_date,required,date,,92,4/5,2026-07-10,Whoever extracts the file,The source system's own date field,"Use ISO format — YYYY-MM for a month, YYYY-MM-DD for a date. Every row of a monthly file must carry ITS OWN month, not the extract date.","One period per row. If every row shares a period, the monthly trend is silently lost.",good
ai-control-tower,T12_derived-actions.csv,expected_impact_usd,required,number,,92,4/5,83140000,Initiative business sponsor,"Business case, investment committee paper","The benefit the approved business case promised. Take it from the paper that got funded, not from a later re-forecast — the gap between promise and outcome is the point.",Must trace to an approved business case. Do not net off costs.,good
ai-control-tower,T12_derived-actions.csv,source_file,governance,enum,ai-control-tower/T12_derived-actions.csv,100,5/5,ai-control-tower/T12_derived-actions.csv,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T12_derived-actions.csv,source_row,governance,number,,100,5/5,25,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T12_derived-actions.csv,value_source,governance,enum,tenant_file,100,5/5,tenant_file,Whoever extracts the file,Your extract job,Provenance. Record which system and row this came from so a number on the dashboard can be traced back to your source of record.,"value_source is tenant_file for anything you extracted, synthetic only for values AbarVa generated.",good
ai-control-tower,T13_model-ai-inventory.csv,model_id,required,text,,100,5/5,SHA-MDL-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T13_model-ai-inventory.csv,model_name,required,text,,100,5/5,IROPS recovery model 1,Initiative owner,Portfolio governance record,"Plain business English. This text is read by executives and may be quoted on the dashboard, so write it as you would to your CEO.","No internal codenames, no real client names, no personal data.",good
ai-control-tower,T13_model-ai-inventory.csv,domain,recommended,enum,commercial | customer | cyber | finance | mro | operations | safety | workforce,44,1/5,operations,PMO,Portfolio taxonomy,Your own portfolio taxonomy. Keep it stable across files so the same programme groups the same way everywhere.,Use one taxonomy across the whole pack.,good
ai-control-tower,T13_model-ai-inventory.csv,parent_initiative_id,recommended,text,,44,1/5,SHA-INIT-001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
ai-control-tower,T13_model-ai-inventory.csv,status,recommended,enum,blocked | development | pilot | production,44,1/5,production,PMO,"Portfolio management tool, Clarity, Planview, Jira",The governance stage this initiative is at. Use your own stage gates and tell AbarVa the mapping once.,Must be one of the allowed values listed for this column.,good
ai-control-tower,T13_model-ai-inventory.csv,regulated_or_safety_impact,recommended,enum,false | true,44,1/5,true,Risk / Compliance,"GRC platform, model risk register","Take from the model risk or AI governance register. If a model is in production without validation, say so — that is exactly the finding the board needs.",Do not mark validated unless the validation is on file and current.,good
ai-control-tower,T13_model-ai-inventory.csv,model_type,recommended,text,,56,4/5,LLM_workflow,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T13_model-ai-inventory.csv,use_case,recommended,text,,56,4/5,Databricks AWS clinical + claims lakehouse foundation,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T13_model-ai-inventory.csv,risk_tier,recommended,enum,high | medium | tier_1_high | tier_2 | tier_3,56,4/5,tier_1_high,Risk / Compliance,"GRC platform, model risk register","Take from the model risk or AI governance register. If a model is in production without validation, say so — that is exactly the finding the board needs.",Do not mark validated unless the validation is on file and current.,good
ai-control-tower,T13_model-ai-inventory.csv,validation_status,required,enum,conditional | current | in_progress | not_required | overdue | review_required | validated_with_conditions,100,5/5,current,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T13_model-ai-inventory.csv,pii_phi_financial_data,recommended,enum,limited | no | yes,56,4/5,yes,Initiative owner,Portfolio governance record,"Fill from your system of record for this domain. If you have no source for it, leave it blank — a blank is reported as a gap, an invented value is reported as fact.",Leave blank rather than guessing.,good
ai-control-tower,T13_model-ai-inventory.csv,owner_role,required,text,,100,5/5,AI Governance Lead,CIO chief of staff / PMO,"Org chart, portfolio governance deck","The ROLE accountable, not a person's name — 'VP Crew Operations', not 'Priya'. Roles survive reorgs and avoid putting personal data in the pack.",Must be a role title. Never a personal name or an email address.,good
ai-control-tower,T13_model-ai-inventory.csv,evidence_id,recommended,enum,EVID-SHA-0001 | EVID-SHA-0002 | EVID-SHA-0003 | EVID-SHA-0004 | EVID-SHA-0005 | EVID-SHA-0006 | EVID-SHA-0007 | EVID-SHA-0008,44,1/5,EVID-SHA-0001,Initiative owner,"Benefit tracker, document store","Point at the artefact that proves the claim — a signed benefit case, a Finance sign-off, a measured before/after. An unevidenced number is shown as unevidenced.",Every evidence_id must resolve to a row in the evidence file.,good
