tenantKey,relationshipId,sourceRowNumber,rawRelationshipType,normalizedRelationshipType,fromObjectType,fromObjectName,fromNodeId,toObjectType,toObjectName,toNodeId,evidenceBasis,confidence,knownGaps,disposition
healthcare-demo-new,healthcare-demo-new:relationship:286,286,supports,SUPPORTS,application_system,Epic Community Connect — Millbrook Internal Medicine Group,healthcare-demo-new:application_system:epic-community-connect-millbrook-internal-medicine-group,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,per business_function in (work order #25397) 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:290,290,supports,SUPPORTS,application_system,Epic Community Connect — Fairhaven Pediatric Partners,healthcare-demo-new:application_system:epic-community-connect-fairhaven-pediatric-partners,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,04_applications_systems lists this (incident #96919) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:294,294,supports,SUPPORTS,application_system,Epic Community Connect — Cedar Bluff Orthopedic Associates,healthcare-demo-new:application_system:epic-community-connect-cedar-bluff-orthopedic-associates,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,business_function value on (ticket #91516) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:298,298,supports,SUPPORTS,application_system,Epic Community Connect — Northshore OB/GYN Associates,healthcare-demo-new:application_system:epic-community-connect-northshore-ob-gyn-associates,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,04_applications_systems: business_function column,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:302,302,supports,SUPPORTS,application_system,Epic Community Connect — Riverside Cardiology Partners,healthcare-demo-new:application_system:epic-community-connect-riverside-cardiology-partners,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,business_function value on (audit note #61858) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:306,306,supports,SUPPORTS,application_system,Revenue Cycle Reports (SQL Server On-Prem),healthcare-demo-new:application_system:revenue-cycle-reports-sql-server-on-prem,business_function,Revenue Cycle,healthcare-demo-new:business_function:revenue-cycle,sourced from 04_applications_systems's (review item #18346) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:309,309,supports,SUPPORTS,application_system,Revenue Cycle Mart (SQL Server On-Prem),healthcare-demo-new:application_system:revenue-cycle-mart-sql-server-on-prem,business_function,Revenue Cycle,healthcare-demo-new:business_function:revenue-cycle,sourced from 04_applications_systems's (log entry #70269) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:312,312,supports,SUPPORTS,application_system,Claims Mart (SQL Server On-Prem),healthcare-demo-new:application_system:claims-mart-sql-server-on-prem,business_function,Health Plan & Payer Operations,healthcare-demo-new:business_function:health-plan-payer-operations,per business_function in (case #65167) 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:315,315,supports,SUPPORTS,application_system,Claims ETL (SQL Server On-Prem),healthcare-demo-new:application_system:claims-etl-sql-server-on-prem,business_function,Health Plan & Payer Operations,healthcare-demo-new:business_function:health-plan-payer-operations,04_applications_systems: business_function column,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:318,318,supports,SUPPORTS,application_system,Risk Adjustment (RAF) Reports (SQL Server On-Prem),healthcare-demo-new:application_system:risk-adjustment-raf-reports-sql-server-on-prem,business_function,Health Plan & Payer Operations,healthcare-demo-new:business_function:health-plan-payer-operations,04_applications_systems: business_function column,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:321,321,supports,SUPPORTS,application_system,Risk Adjustment (RAF) Mart (SQL Server On-Prem),healthcare-demo-new:application_system:risk-adjustment-raf-mart-sql-server-on-prem,business_function,Health Plan & Payer Operations,healthcare-demo-new:business_function:health-plan-payer-operations,04_applications_systems lists this (work order #15613) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:324,324,supports,SUPPORTS,application_system,Risk Adjustment (RAF) Cube (SQL Server On-Prem),healthcare-demo-new:application_system:risk-adjustment-raf-cube-sql-server-on-prem,business_function,Health Plan & Payer Operations,healthcare-demo-new:business_function:health-plan-payer-operations,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:327,327,supports,SUPPORTS,application_system,STARS/HEDIS Quality Mart (SQL Server On-Prem),healthcare-demo-new:application_system:stars-hedis-quality-mart-sql-server-on-prem,business_function,Quality & Regulatory Affairs,healthcare-demo-new:business_function:quality-regulatory-affairs,business_function value on (work order #43583) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:330,330,supports,SUPPORTS,application_system,STARS/HEDIS Quality Cube (SQL Server On-Prem),healthcare-demo-new:application_system:stars-hedis-quality-cube-sql-server-on-prem,business_function,Quality & Regulatory Affairs,healthcare-demo-new:business_function:quality-regulatory-affairs,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:333,333,supports,SUPPORTS,application_system,STARS/HEDIS Quality Reports (SQL Server On-Prem),healthcare-demo-new:application_system:stars-hedis-quality-reports-sql-server-on-prem,business_function,Quality & Regulatory Affairs,healthcare-demo-new:business_function:quality-regulatory-affairs,sourced from 04_applications_systems's (incident #22182) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:336,336,supports,SUPPORTS,application_system,STARS/HEDIS Quality ETL (SQL Server On-Prem),healthcare-demo-new:application_system:stars-hedis-quality-etl-sql-server-on-prem,business_function,Quality & Regulatory Affairs,healthcare-demo-new:business_function:quality-regulatory-affairs,04_applications_systems lists this (ticket #72308) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:339,339,supports,SUPPORTS,application_system,Population Health ETL (SQL Server On-Prem),healthcare-demo-new:application_system:population-health-etl-sql-server-on-prem,business_function,Population Health & Care Management,healthcare-demo-new:business_function:population-health-care-management,sourced from 04_applications_systems's (case #37152) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:342,342,supports,SUPPORTS,application_system,Population Health Mart (SQL Server On-Prem),healthcare-demo-new:application_system:population-health-mart-sql-server-on-prem,business_function,Population Health & Care Management,healthcare-demo-new:business_function:population-health-care-management,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:345,345,supports,SUPPORTS,application_system,Population Health Cube (SQL Server On-Prem),healthcare-demo-new:application_system:population-health-cube-sql-server-on-prem,business_function,Population Health & Care Management,healthcare-demo-new:business_function:population-health-care-management,sourced from 04_applications_systems's (work order #41087) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:348,348,supports,SUPPORTS,application_system,Pharmacy Reports (SQL Server On-Prem),healthcare-demo-new:application_system:pharmacy-reports-sql-server-on-prem,business_function,Pharmacy Services,healthcare-demo-new:business_function:pharmacy-services,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:351,351,supports,SUPPORTS,application_system,Pharmacy Cube (SQL Server On-Prem),healthcare-demo-new:application_system:pharmacy-cube-sql-server-on-prem,business_function,Pharmacy Services,healthcare-demo-new:business_function:pharmacy-services,04_applications_systems lists this (incident #74694) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:354,354,supports,SUPPORTS,application_system,Pharmacy ETL (SQL Server On-Prem),healthcare-demo-new:application_system:pharmacy-etl-sql-server-on-prem,business_function,Pharmacy Services,healthcare-demo-new:business_function:pharmacy-services,04_applications_systems lists this (audit note #46835) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:357,357,supports,SUPPORTS,application_system,Nursing Quality Cube (SQL Server On-Prem),healthcare-demo-new:application_system:nursing-quality-cube-sql-server-on-prem,business_function,Nursing Operations,healthcare-demo-new:business_function:nursing-operations,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:360,360,supports,SUPPORTS,application_system,Nursing Quality ETL (SQL Server On-Prem),healthcare-demo-new:application_system:nursing-quality-etl-sql-server-on-prem,business_function,Nursing Operations,healthcare-demo-new:business_function:nursing-operations,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:363,363,supports,SUPPORTS,application_system,Supply Chain Mart (SQL Server On-Prem),healthcare-demo-new:application_system:supply-chain-mart-sql-server-on-prem,business_function,Supply Chain & Procurement,healthcare-demo-new:business_function:supply-chain-procurement,business_function value on (ticket #60195) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:366,366,supports,SUPPORTS,application_system,Supply Chain Reports (SQL Server On-Prem),healthcare-demo-new:application_system:supply-chain-reports-sql-server-on-prem,business_function,Supply Chain & Procurement,healthcare-demo-new:business_function:supply-chain-procurement,per business_function in (audit note #45564) 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:369,369,supports,SUPPORTS,application_system,Supply Chain ETL (SQL Server On-Prem),healthcare-demo-new:application_system:supply-chain-etl-sql-server-on-prem,business_function,Supply Chain & Procurement,healthcare-demo-new:business_function:supply-chain-procurement,sourced from 04_applications_systems's (ticket #84509) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:372,372,supports,SUPPORTS,application_system,Finance/GL Reports (SQL Server On-Prem),healthcare-demo-new:application_system:finance-gl-reports-sql-server-on-prem,business_function,Finance & Accounting,healthcare-demo-new:business_function:finance-accounting,04_applications_systems: business_function column,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:375,375,supports,SUPPORTS,application_system,Finance/GL ETL (SQL Server On-Prem),healthcare-demo-new:application_system:finance-gl-etl-sql-server-on-prem,business_function,Finance & Accounting,healthcare-demo-new:business_function:finance-accounting,business_function value on (log entry #81576) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:378,378,supports,SUPPORTS,application_system,HR/Workforce ETL (SQL Server On-Prem),healthcare-demo-new:application_system:hr-workforce-etl-sql-server-on-prem,business_function,Human Resources & Workforce,healthcare-demo-new:business_function:human-resources-workforce,04_applications_systems: business_function column,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:381,381,supports,SUPPORTS,application_system,HR/Workforce Cube (SQL Server On-Prem),healthcare-demo-new:application_system:hr-workforce-cube-sql-server-on-prem,business_function,Human Resources & Workforce,healthcare-demo-new:business_function:human-resources-workforce,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:384,384,supports,SUPPORTS,application_system,HR/Workforce Reports (SQL Server On-Prem),healthcare-demo-new:application_system:hr-workforce-reports-sql-server-on-prem,business_function,Human Resources & Workforce,healthcare-demo-new:business_function:human-resources-workforce,04_applications_systems lists this (log entry #77385) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:387,387,supports,SUPPORTS,application_system,HR/Workforce Mart (SQL Server On-Prem),healthcare-demo-new:application_system:hr-workforce-mart-sql-server-on-prem,business_function,Human Resources & Workforce,healthcare-demo-new:business_function:human-resources-workforce,business_function value on (log entry #27451) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:390,390,supports,SUPPORTS,application_system,Patient Access Cube (SQL Server On-Prem),healthcare-demo-new:application_system:patient-access-cube-sql-server-on-prem,business_function,Patient Access & Registration,healthcare-demo-new:business_function:patient-access-registration,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:393,393,supports,SUPPORTS,application_system,Patient Access Mart (SQL Server On-Prem),healthcare-demo-new:application_system:patient-access-mart-sql-server-on-prem,business_function,Patient Access & Registration,healthcare-demo-new:business_function:patient-access-registration,business_function value on (audit note #29467) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:396,396,supports,SUPPORTS,application_system,Patient Access ETL (SQL Server On-Prem),healthcare-demo-new:application_system:patient-access-etl-sql-server-on-prem,business_function,Patient Access & Registration,healthcare-demo-new:business_function:patient-access-registration,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:399,399,supports,SUPPORTS,application_system,Provider Data Cube (SQL Server On-Prem),healthcare-demo-new:application_system:provider-data-cube-sql-server-on-prem,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,business_function value on (change record #71559) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:402,402,supports,SUPPORTS,application_system,Provider Data Reports (SQL Server On-Prem),healthcare-demo-new:application_system:provider-data-reports-sql-server-on-prem,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,04_applications_systems lists this (audit note #28596) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:405,405,supports,SUPPORTS,application_system,Provider Data Mart (SQL Server On-Prem),healthcare-demo-new:application_system:provider-data-mart-sql-server-on-prem,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,04_applications_systems lists this (change record #30133) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:408,408,supports,SUPPORTS,application_system,Case Management ETL (SQL Server On-Prem),healthcare-demo-new:application_system:case-management-etl-sql-server-on-prem,business_function,Population Health & Care Management,healthcare-demo-new:business_function:population-health-care-management,business_function value on (case #65832) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:411,411,supports,SUPPORTS,application_system,Case Management Reports (SQL Server On-Prem),healthcare-demo-new:application_system:case-management-reports-sql-server-on-prem,business_function,Population Health & Care Management,healthcare-demo-new:business_function:population-health-care-management,04_applications_systems lists this (log entry #85559) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:414,414,supports,SUPPORTS,application_system,Case Management Mart (SQL Server On-Prem),healthcare-demo-new:application_system:case-management-mart-sql-server-on-prem,business_function,Population Health & Care Management,healthcare-demo-new:business_function:population-health-care-management,sourced from 04_applications_systems's (change record #46604) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:417,417,supports,SUPPORTS,application_system,Case Management Cube (SQL Server On-Prem),healthcare-demo-new:application_system:case-management-cube-sql-server-on-prem,business_function,Population Health & Care Management,healthcare-demo-new:business_function:population-health-care-management,business_function value on (incident #43331) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:420,420,supports,SUPPORTS,application_system,Behavioral Health Cube (SQL Server On-Prem),healthcare-demo-new:application_system:behavioral-health-cube-sql-server-on-prem,business_function,Behavioral Health,healthcare-demo-new:business_function:behavioral-health,04_applications_systems: business_function column,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:423,423,supports,SUPPORTS,application_system,Behavioral Health Reports (SQL Server On-Prem),healthcare-demo-new:application_system:behavioral-health-reports-sql-server-on-prem,business_function,Behavioral Health,healthcare-demo-new:business_function:behavioral-health,sourced from 04_applications_systems's (log entry #5768) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:426,426,supports,SUPPORTS,application_system,Behavioral Health ETL (SQL Server On-Prem),healthcare-demo-new:application_system:behavioral-health-etl-sql-server-on-prem,business_function,Behavioral Health,healthcare-demo-new:business_function:behavioral-health,04_applications_systems lists this (audit note #55853) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:429,429,supports,SUPPORTS,application_system,Ambulatory Operations Mart (SQL Server On-Prem),healthcare-demo-new:application_system:ambulatory-operations-mart-sql-server-on-prem,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,per business_function in (change record #35847) 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:432,432,supports,SUPPORTS,application_system,Ambulatory Operations Reports (SQL Server On-Prem),healthcare-demo-new:application_system:ambulatory-operations-reports-sql-server-on-prem,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,"business_function field, 04_applications_systems",medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:435,435,supports,SUPPORTS,application_system,Ambulatory Operations ETL (SQL Server On-Prem),healthcare-demo-new:application_system:ambulatory-operations-etl-sql-server-on-prem,business_function,Ambulatory & Physician Network Operations,healthcare-demo-new:business_function:ambulatory-physician-network-operations,04_applications_systems lists this (log entry #86818) via business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:438,438,supports,SUPPORTS,application_system,Clinical Registries Reports (SQL Server On-Prem),healthcare-demo-new:application_system:clinical-registries-reports-sql-server-on-prem,business_function,Data Analytics & AI,healthcare-demo-new:business_function:data-analytics-ai,04_applications_systems: business_function column,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:441,441,supports,SUPPORTS,application_system,Clinical Registries Mart (SQL Server On-Prem),healthcare-demo-new:application_system:clinical-registries-mart-sql-server-on-prem,business_function,Data Analytics & AI,healthcare-demo-new:business_function:data-analytics-ai,sourced from 04_applications_systems's (review item #21474) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:444,444,supports,SUPPORTS,application_system,Infection Prevention Reports (SQL Server On-Prem),healthcare-demo-new:application_system:infection-prevention-reports-sql-server-on-prem,business_function,Acute Care Clinical Operations,healthcare-demo-new:business_function:acute-care-clinical-operations,sourced from 04_applications_systems's (incident #78653) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:447,447,supports,SUPPORTS,application_system,Infection Prevention Mart (SQL Server On-Prem),healthcare-demo-new:application_system:infection-prevention-mart-sql-server-on-prem,business_function,Acute Care Clinical Operations,healthcare-demo-new:business_function:acute-care-clinical-operations,business_function value on (audit note #47062) record in 04_applications_systems,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
healthcare-demo-new,healthcare-demo-new:relationship:450,450,supports,SUPPORTS,application_system,Infection Prevention Cube (SQL Server On-Prem),healthcare-demo-new:application_system:infection-prevention-cube-sql-server-on-prem,business_function,Acute Care Clinical Operations,healthcare-demo-new:business_function:acute-care-clinical-operations,sourced from 04_applications_systems's (audit note #35707) business_function,medium,"Relationship edges are derived programmatically from the cross-references established across the other canonical files in this delivery (system-to-function, system-to-owner, system-to-vendor, program/risk/metric linkage); not yet certified by a client workshop.",candidate-only-no-graph-materialization
