tenant_key,source_record_id,ai_program_id,ai_use_case_id,stakeholder_role,interview_track,question,answer_summary,what_is_working,what_is_not_working,current_baseline,target_or_promise,evidence_request,follow_up_artifact_needed,decision_pressure,named_owner,confidence,evidence_id,interview_date,interview_format,interview_duration_minutes,verbatim_quote,consent_to_attribute,corroboration_count,corroboration_status,sentiment,contradicts_record,theme_tags,evidence_staleness_days
meridian-health,SA10-0136,,,Chief Nursing Officer,portfolio,What is in the portfolio that you would stop if the decision were yours alone?,"Behavioral Health Access Expansion will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",,"Behavioral Health Access Expansion will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",Not separately measured,,system report,no,none stated,Chief Nursing Officer,medium,EV-MER-0136,2026-03-11,one_to_one,90,"""Behavioral Health Access Expansion will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.""",role_only,16,corroborated_multi_source,negative,yes_conflicts_with_system_data,date_confidence,159
meridian-health,SA10-0137,,,Chief Nursing Officer,priorities,"If you had one additional pound of investment, where would it go and why?","In eighteen months I want to be able to answer what Nursing Operations costs and what it delivers, without a three-week exercise.",,,Not separately measured,,process timing study,no,next budget cycle,Chief Nursing Officer,high,EV-MER-0137,2026-03-11,one_to_one,90,"""In eighteen months I want to be able to answer what Nursing Operations costs and what it delivers, without a three-week exercise.""",role_only,20,corroborated_multi_source,neutral,no_conflict_identified,success_definition,159
meridian-health,SA10-0138,,,Chief Nursing Officer,ways_of_working,What have you stopped escalating because it never gets resolved?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,cost centre breakdown,no,none stated,Chief Nursing Officer,high,EV-MER-0138,2026-03-11,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",role_only,40,corroborated_multi_source,negative,no_conflict_identified,governance_friction,159
meridian-health,SA10-0139,,,Chief Medical Officer,priorities,What would you need to be true in eighteen months to consider this period a success?,"The enterprise plan has us on growth initiatives. My honest first priority is technical debt in Sunquest Laboratory Information System Interface — Sable Falls Community Hospital (Meridian), and those are not the same thing.",,,Not separately measured,,process timing study,no,board review,Chief Medical Officer,medium,EV-MER-0139,2026-03-02,one_to_one,90,"""The enterprise plan has us on growth initiatives. My honest first priority is technical debt in Sunquest Laboratory Information System Interface — Sable Falls Community Hospital (Meridian), and those are not the same thing.""",named,4,corroborated_multi_source,neutral,no_conflict_identified,priority_divergence,168
meridian-health,SA10-0140,,,Chief Medical Officer,data_ai,"What has AI actually changed in your area, as opposed to what has been piloted?","Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.",,"Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.",Not separately measured,,contract copy,yes,none stated,Chief Medical Officer,medium,EV-MER-0140,2026-03-02,one_to_one,90,"""Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.""",named,21,corroborated_multi_source,negative,yes_conflicts_with_system_data,data_latency,168
meridian-health,SA10-0141,,,Chief Medical Officer,priorities,What are your top three priorities for the next twelve months?,"Stabilising the Acute Care Clinical Operations platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.",,,Not separately measured,,process timing study,yes,contract renewal,Chief Medical Officer,medium,EV-MER-0141,2026-03-02,one_to_one,90,"""Stabilising the Acute Care Clinical Operations platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.""",named,43,corroborated_multi_source,neutral,no_conflict_identified,investment_priority,168
meridian-health,SA10-0142,,,Chief Medical Officer,current_state,"Which parts of the estate do you have good visibility into, and which are opaque?",The core is stable and old. Epic Beaker CP — Training has not materially changed in six years and everything new has to route around it.,,,Not separately measured,,process timing study,yes,board review,Chief Medical Officer,medium,EV-MER-0142,2026-03-02,one_to_one,90,"""The core is stable and old. Epic Beaker CP — Training has not materially changed in six years and everything new has to route around it.""",named,22,corroborated_multi_source,negative,no_conflict_identified,legacy_gravity,168
meridian-health,SA10-0143,,,Chief Medical Officer,ways_of_working,How long does it take to get a decision that needs three functions to agree?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,cost centre breakdown,no,board review,Chief Medical Officer,high,EV-MER-0143,2026-03-02,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",named,40,corroborated_multi_source,negative,no_conflict_identified,governance_friction,168
meridian-health,SA10-0144,,,Chief Medical Officer,current_state,What would surprise an outsider about how this actually runs day to day?,"I have good visibility into Acute Care Clinical Operations, and almost none into what the business has bought directly without going through us.",,,Not separately measured,,system report,no,board review,Chief Medical Officer,medium,EV-MER-0144,2026-03-02,one_to_one,90,"""I have good visibility into Acute Care Clinical Operations, and almost none into what the business has bought directly without going through us.""",named,8,corroborated_multi_source,negative,no_conflict_identified,visibility_gap,168
meridian-health,SA10-0145,,,Chief Medical Officer,value,Which benefit case are you least confident actually landed?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,system report,no,next budget cycle,Chief Medical Officer,medium,EV-MER-0145,2026-03-02,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",named,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,168
meridian-health,SA10-0146,,,Chief Medical Officer,priorities,Where do your priorities differ from what the enterprise plan says they are?,"Stabilising the Acute Care Clinical Operations platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.",,,Not separately measured,,contract copy,no,next budget cycle,Chief Medical Officer,medium,EV-MER-0146,2026-03-02,one_to_one,90,"""Stabilising the Acute Care Clinical Operations platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.""",named,43,corroborated_multi_source,neutral,no_conflict_identified,investment_priority,168
meridian-health,SA10-0147,,,Chief Medical Officer,organisation,Which capability do you rely on a single person for?,One person holds the Acute Care Clinical Operations integration knowledge. It is written down nowhere that would survive their leaving.,,One person holds the Acute Care Clinical Operations integration knowledge. It is written down nowhere that would survive their leaving.,Not separately measured,,contract copy,yes,contract renewal,Chief Medical Officer,medium,EV-MER-0147,2026-03-02,one_to_one,90,"""One person holds the Acute Care Clinical Operations integration knowledge. It is written down nowhere that would survive their leaving.""",named,19,corroborated_multi_source,negative,yes_conflicts_with_system_data,key_person_risk,168
meridian-health,SA10-0148,,,Chief Medical Officer,portfolio,"Which initiative is most at risk, and what is the honest reason?","Behavioral Health Access Expansion will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",,"Behavioral Health Access Expansion will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",Not separately measured,,process timing study,no,next budget cycle,Chief Medical Officer,medium,EV-MER-0148,2026-03-02,one_to_one,90,"""Behavioral Health Access Expansion will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.""",named,16,corroborated_multi_source,negative,no_conflict_identified,date_confidence,168
meridian-health,SA10-0149,,,Chief Medical Officer,sourcing,Where are you paying for capacity or licences you are not using?,Biofourmis. We cannot change anything without their professional services and their queue is eight weeks.,,Biofourmis. We cannot change anything without their professional services and their queue is eight weeks.,Not separately measured,,system report,yes,board review,Chief Medical Officer,medium,EV-MER-0149,2026-03-02,one_to_one,90,"""Biofourmis. We cannot change anything without their professional services and their queue is eight weeks.""",named,35,corroborated_multi_source,negative,no_conflict_identified,vendor_dependency,168
meridian-health,SA10-0150,,,Chief Medical Officer,portfolio,"Which programmes are you accountable for, and how confident are you in their dates?",We approved Revenue Cycle Denials AI Program with a benefit number and nobody has been back to check whether it landed.,,We approved Revenue Cycle Denials AI Program with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,cost centre breakdown,yes,contract renewal,Chief Medical Officer,medium,EV-MER-0150,2026-03-02,one_to_one,90,"""We approved Revenue Cycle Denials AI Program with a benefit number and nobody has been back to check whether it landed.""",named,43,corroborated_multi_source,negative,yes_conflicts_with_system_data,value_realisation,168
meridian-health,SA10-0151,,,Chief Medical Officer,ways_of_working,Where does governance add time without changing the outcome?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,system report,no,next budget cycle,Chief Medical Officer,high,EV-MER-0151,2026-03-02,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",named,40,corroborated_multi_source,negative,no_conflict_identified,governance_friction,168
meridian-health,SA10-0152,,,Chief Medical Officer,challenges,What keeps you awake that the executive team does not fully appreciate?,Two people understand Epic Caboodle — Training end to end. One of them is eighteen months from retirement and we have no plan.,,Two people understand Epic Caboodle — Training end to end. One of them is eighteen months from retirement and we have no plan.,Not separately measured,,system report,no,none stated,Chief Medical Officer,medium,EV-MER-0152,2026-03-02,one_to_one,90,"""Two people understand Epic Caboodle — Training end to end. One of them is eighteen months from retirement and we have no plan.""",named,43,corroborated_multi_source,negative,no_conflict_identified,capability_gap,168
meridian-health,SA10-0153,,,Chief Medical Officer,organisation,"Where are you thin on skills, and how are you covering it today?",One person holds the Acute Care Clinical Operations integration knowledge. It is written down nowhere that would survive their leaving.,,One person holds the Acute Care Clinical Operations integration knowledge. It is written down nowhere that would survive their leaving.,Not separately measured,,process timing study,no,next budget cycle,Chief Medical Officer,medium,EV-MER-0153,2026-03-02,one_to_one,90,"""One person holds the Acute Care Clinical Operations integration knowledge. It is written down nowhere that would survive their leaving.""",named,19,corroborated_multi_source,negative,no_conflict_identified,key_person_risk,168
meridian-health,SA10-0154,,,Chief Medical Officer,challenges,Which problem have you raised more than once without it moving?,"We are not short of ideas, we are short of people who can safely change Case Management Reports (SQL Server On-Prem). Everything queues behind the same four engineers.",,"We are not short of ideas, we are short of people who can safely change Case Management Reports (SQL Server On-Prem). Everything queues behind the same four engineers.",Not separately measured,,cost centre breakdown,yes,next budget cycle,Chief Medical Officer,medium,EV-MER-0154,2026-03-02,one_to_one,90,"""We are not short of ideas, we are short of people who can safely change Case Management Reports (SQL Server On-Prem). Everything queues behind the same four engineers.""",named,22,corroborated_multi_source,negative,no_conflict_identified,throughput_constraint,168
meridian-health,SA10-0155,,,Chief Medical Officer,data_ai,"Where do you not trust the numbers, and what do you do instead?","Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.",,"Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.",Not separately measured,,audit finding record,no,next budget cycle,Chief Medical Officer,medium,EV-MER-0155,2026-03-02,one_to_one,90,"""Acute Care Clinical Operations decisions are made on data that is a day old. By the time we see it, the operational window has closed.""",named,21,corroborated_multi_source,negative,no_conflict_identified,data_latency,168
meridian-health,SA10-0156,,,Chief Medical Officer,challenges,"Where does effort leak — work that gets done twice, or done manually that should not be?",Reconciling Acute Care Clinical Operations data between Epic ASAP — Production and the ledger is manual and takes days at every close.,,Reconciling Acute Care Clinical Operations data between Epic ASAP — Production and the ledger is manual and takes days at every close.,Not separately measured,,process timing study,no,none stated,Chief Medical Officer,high,EV-MER-0156,2026-03-02,one_to_one,90,"""Reconciling Acute Care Clinical Operations data between Epic ASAP — Production and the ledger is manual and takes days at every close.""",named,37,corroborated_multi_source,negative,yes_conflicts_with_system_data,manual_effort,168
meridian-health,SA10-0157,,,Chief Medical Officer,portfolio,What is in the portfolio that you would stop if the decision were yours alone?,If it were my call I would stop Legacy Cerner Decommission — St. Anselm. It made sense when it was approved and the business case has since been overtaken.,,If it were my call I would stop Legacy Cerner Decommission — St. Anselm. It made sense when it was approved and the business case has since been overtaken.,Not separately measured,,cost centre breakdown,no,contract renewal,Chief Medical Officer,high,EV-MER-0157,2026-03-02,one_to_one,90,"""If it were my call I would stop Legacy Cerner Decommission — St. Anselm. It made sense when it was approved and the business case has since been overtaken.""",named,2,corroborated_multi_source,negative,yes_conflicts_with_system_data,stop_candidate,168
meridian-health,SA10-0158,,,Chief Medical Officer,priorities,"If you had one additional pound of investment, where would it go and why?","In eighteen months I want to be able to answer what Acute Care Clinical Operations costs and what it delivers, without a three-week exercise.",,,Not separately measured,,system report,yes,contract renewal,Chief Medical Officer,high,EV-MER-0158,2026-03-02,one_to_one,90,"""In eighteen months I want to be able to answer what Acute Care Clinical Operations costs and what it delivers, without a three-week exercise.""",named,20,corroborated_multi_source,neutral,no_conflict_identified,success_definition,168
meridian-health,SA10-0159,,,Chief Medical Officer,value,How do you know whether last year's investment delivered what it promised?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,audit finding record,yes,contract renewal,Chief Medical Officer,high,EV-MER-0159,2026-03-02,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",named,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,168
meridian-health,SA10-0160,,,Chief Data & Analytics Officer,current_state,How would you describe the current state of the technology estate in your area?,"STARS/HEDIS Quality Cube (SQL Server On-Prem) does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.",,,Not separately measured,,contract copy,no,next budget cycle,Chief Data & Analytics Officer,high,EV-MER-0160,2026-06-26,one_to_one,90,"""STARS/HEDIS Quality Cube (SQL Server On-Prem) does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.""",role_only,33,corroborated_multi_source,negative,no_conflict_identified,estate_fragmentation,52
meridian-health,SA10-0161,,,Chief Data & Analytics Officer,organisation,"Where are you thin on skills, and how are you covering it today?","We cover the Epic Rover — Production skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",,"We cover the Epic Rover — Production skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",Not separately measured,,system report,no,contract renewal,Chief Data & Analytics Officer,medium,EV-MER-0161,2026-06-26,one_to_one,90,"""We cover the Epic Rover — Production skill gap with a contractor who has been here two years. That is not a plan, it is a habit.""",role_only,43,corroborated_multi_source,negative,no_conflict_identified,capability_gap,52
meridian-health,SA10-0162,,,Chief Data & Analytics Officer,current_state,"Which systems are genuinely fit for purpose, and which are you working around?","Patient Access Mart (SQL Server On-Prem) does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.",,,Not separately measured,,audit finding record,yes,none stated,Chief Data & Analytics Officer,medium,EV-MER-0162,2026-06-26,one_to_one,90,"""Patient Access Mart (SQL Server On-Prem) does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.""",role_only,33,corroborated_multi_source,negative,no_conflict_identified,estate_fragmentation,52
meridian-health,SA10-0163,,,Chief Data & Analytics Officer,current_state,"Which parts of the estate do you have good visibility into, and which are opaque?","Most of the fragility is not in the systems, it is between them. The interfaces around Epic Willow Inpatient — Training break whenever either end is patched.",,,Not separately measured,,contract copy,no,board review,Chief Data & Analytics Officer,medium,EV-MER-0163,2026-06-26,one_to_one,90,"""Most of the fragility is not in the systems, it is between them. The interfaces around Epic Willow Inpatient — Training break whenever either end is patched.""",role_only,37,corroborated_multi_source,negative,no_conflict_identified,integration_debt,52
meridian-health,SA10-0164,,,Chief Data & Analytics Officer,value,Which benefit case are you least confident actually landed?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,process timing study,yes,contract renewal,Chief Data & Analytics Officer,high,EV-MER-0164,2026-06-26,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",role_only,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,52
meridian-health,SA10-0165,,,Chief Data & Analytics Officer,data_ai,Which decisions are still made on intuition because the data does not arrive in time?,"Data Analytics & AI decisions are made on data that is a day old. By the time we see it, the operational window has closed.",,"Data Analytics & AI decisions are made on data that is a day old. By the time we see it, the operational window has closed.",Not separately measured,,contract copy,yes,next budget cycle,Chief Data & Analytics Officer,medium,EV-MER-0165,2026-06-26,one_to_one,90,"""Data Analytics & AI decisions are made on data that is a day old. By the time we see it, the operational window has closed.""",role_only,21,corroborated_multi_source,negative,no_conflict_identified,data_latency,52
meridian-health,SA10-0166,,,Chief Data & Analytics Officer,data_ai,"What has AI actually changed in your area, as opposed to what has been piloted?","The pilot proved the capability and then stopped, because nobody owned the operational rollout or the funding beyond the trial.",,"The pilot proved the capability and then stopped, because nobody owned the operational rollout or the funding beyond the trial.",Not separately measured,,audit finding record,no,none stated,Chief Data & Analytics Officer,medium,EV-MER-0166,2026-06-26,one_to_one,90,"""The pilot proved the capability and then stopped, because nobody owned the operational rollout or the funding beyond the trial.""",role_only,18,corroborated_multi_source,negative,no_conflict_identified,ai_pilot_stall,52
meridian-health,SA10-0167,,,Chief Data & Analytics Officer,challenges,"Where does effort leak — work that gets done twice, or done manually that should not be?",Reconciling Data Analytics & AI data between Epic OpTime — Production and the ledger is manual and takes days at every close.,,Reconciling Data Analytics & AI data between Epic OpTime — Production and the ledger is manual and takes days at every close.,Not separately measured,,contract copy,yes,none stated,Chief Data & Analytics Officer,medium,EV-MER-0167,2026-06-26,one_to_one,90,"""Reconciling Data Analytics & AI data between Epic OpTime — Production and the ledger is manual and takes days at every close.""",role_only,37,corroborated_multi_source,negative,yes_conflicts_with_system_data,manual_effort,52
meridian-health,SA10-0168,,,Chief Data & Analytics Officer,risk,Which risk are you carrying that is accepted rather than mitigated?,The Data Analytics & AI recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.,,The Data Analytics & AI recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.,Not separately measured,,system report,yes,next budget cycle,Chief Data & Analytics Officer,medium,EV-MER-0168,2026-06-26,one_to_one,90,"""The Data Analytics & AI recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.""",role_only,28,corroborated_multi_source,negative,no_conflict_identified,accepted_risk,52
meridian-health,SA10-0169,,,Chief Data & Analytics Officer,portfolio,"Which initiative is most at risk, and what is the honest reason?",We approved Interface Engine Consolidation (Bridges/Rhapsody) with a benefit number and nobody has been back to check whether it landed.,,We approved Interface Engine Consolidation (Bridges/Rhapsody) with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,cost centre breakdown,no,board review,Chief Data & Analytics Officer,medium,EV-MER-0169,2026-06-26,one_to_one,90,"""We approved Interface Engine Consolidation (Bridges/Rhapsody) with a benefit number and nobody has been back to check whether it landed.""",role_only,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,52
meridian-health,SA10-0170,,,Chief Data & Analytics Officer,sourcing,Where are you paying for capacity or licences you are not using?,Tableau Software. We cannot change anything without their professional services and their queue is eight weeks.,,Tableau Software. We cannot change anything without their professional services and their queue is eight weeks.,Not separately measured,,contract copy,no,board review,Chief Data & Analytics Officer,medium,EV-MER-0170,2026-06-26,one_to_one,90,"""Tableau Software. We cannot change anything without their professional services and their queue is eight weeks.""",role_only,35,corroborated_multi_source,negative,no_conflict_identified,vendor_dependency,52
meridian-health,SA10-0171,,,Chief Data & Analytics Officer,data_ai,"Where do you not trust the numbers, and what do you do instead?",I do not trust the Data Analytics & AI numbers without checking them against the source. Most of my team keeps their own extract.,,I do not trust the Data Analytics & AI numbers without checking them against the source. Most of my team keeps their own extract.,Not separately measured,,cost centre breakdown,no,next budget cycle,Chief Data & Analytics Officer,medium,EV-MER-0171,2026-06-26,one_to_one,90,"""I do not trust the Data Analytics & AI numbers without checking them against the source. Most of my team keeps their own extract.""",role_only,35,corroborated_multi_source,negative,no_conflict_identified,data_trust,52
meridian-health,SA10-0172,,,Chief Data & Analytics Officer,current_state,What would surprise an outsider about how this actually runs day to day?,"Most of the fragility is not in the systems, it is between them. The interfaces around Epic Willow Ambulatory — Test break whenever either end is patched.",,,Not separately measured,,cost centre breakdown,no,contract renewal,Chief Data & Analytics Officer,medium,EV-MER-0172,2026-06-26,one_to_one,90,"""Most of the fragility is not in the systems, it is between them. The interfaces around Epic Willow Ambulatory — Test break whenever either end is patched.""",role_only,37,corroborated_multi_source,negative,no_conflict_identified,integration_debt,52
meridian-health,SA10-0173,,,Chief Data & Analytics Officer,challenges,What keeps you awake that the executive team does not fully appreciate?,Reconciling Data Analytics & AI data between Epic Bridges — Test and the ledger is manual and takes days at every close.,,Reconciling Data Analytics & AI data between Epic Bridges — Test and the ledger is manual and takes days at every close.,Not separately measured,,process timing study,no,none stated,Chief Data & Analytics Officer,medium,EV-MER-0173,2026-06-26,one_to_one,90,"""Reconciling Data Analytics & AI data between Epic Bridges — Test and the ledger is manual and takes days at every close.""",role_only,37,corroborated_multi_source,negative,no_conflict_identified,manual_effort,52
meridian-health,SA10-0174,,,Chief Data & Analytics Officer,priorities,Where do your priorities differ from what the enterprise plan says they are?,"Data quality before more analytics. Another dashboard on the current foundation makes the problem worse, not better.",,,Not separately measured,,audit finding record,yes,none stated,Chief Data & Analytics Officer,medium,EV-MER-0174,2026-06-26,one_to_one,90,"""Data quality before more analytics. Another dashboard on the current foundation makes the problem worse, not better.""",role_only,43,corroborated_multi_source,neutral,yes_conflicts_with_system_data,investment_priority,52
meridian-health,SA10-0175,,,Chief Data & Analytics Officer,priorities,What are your top three priorities for the next twelve months?,"Stabilising the Data Analytics & AI platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.",,,Not separately measured,,system report,no,contract renewal,Chief Data & Analytics Officer,medium,EV-MER-0175,2026-06-26,one_to_one,90,"""Stabilising the Data Analytics & AI platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.""",role_only,43,corroborated_multi_source,neutral,no_conflict_identified,investment_priority,52
meridian-health,SA10-0176,,,Chief Data & Analytics Officer,portfolio,What is in the portfolio that you would stop if the decision were yours alone?,We approved ERP & Finance Modernization Program with a benefit number and nobody has been back to check whether it landed.,,We approved ERP & Finance Modernization Program with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,cost centre breakdown,yes,next budget cycle,Chief Data & Analytics Officer,medium,EV-MER-0176,2026-06-26,one_to_one,90,"""We approved ERP & Finance Modernization Program with a benefit number and nobody has been back to check whether it landed.""",role_only,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,52
meridian-health,SA10-0177,,,Chief Data & Analytics Officer,challenges,What is the single biggest constraint on your team's throughput right now?,Reconciling Data Analytics & AI data between Epic Chronicles — Training and the ledger is manual and takes days at every close.,,Reconciling Data Analytics & AI data between Epic Chronicles — Training and the ledger is manual and takes days at every close.,Not separately measured,,process timing study,no,none stated,Chief Data & Analytics Officer,high,EV-MER-0177,2026-06-26,one_to_one,90,"""Reconciling Data Analytics & AI data between Epic Chronicles — Training and the ledger is manual and takes days at every close.""",role_only,37,corroborated_multi_source,negative,no_conflict_identified,manual_effort,52
meridian-health,SA10-0178,,,Chief Data & Analytics Officer,value,How do you know whether last year's investment delivered what it promised?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,process timing study,yes,board review,Chief Data & Analytics Officer,high,EV-MER-0178,2026-06-26,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",role_only,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,52
meridian-health,SA10-0179,,,Chief Data & Analytics Officer,priorities,What would you need to be true in eighteen months to consider this period a success?,"In eighteen months I want to be able to answer what Data Analytics & AI costs and what it delivers, without a three-week exercise.",,,Not separately measured,,system report,yes,next budget cycle,Chief Data & Analytics Officer,medium,EV-MER-0179,2026-06-26,one_to_one,90,"""In eighteen months I want to be able to answer what Data Analytics & AI costs and what it delivers, without a three-week exercise.""",role_only,20,corroborated_multi_source,neutral,no_conflict_identified,success_definition,52
meridian-health,SA10-0180,,,Chief Data & Analytics Officer,ways_of_working,Where does governance add time without changing the outcome?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,process timing study,no,next budget cycle,Chief Data & Analytics Officer,medium,EV-MER-0180,2026-06-26,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",role_only,40,corroborated_multi_source,negative,no_conflict_identified,governance_friction,52
meridian-health,SA10-0181,,,Chief Data & Analytics Officer,ways_of_working,How long does it take to get a decision that needs three functions to agree?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,contract copy,no,contract renewal,Chief Data & Analytics Officer,high,EV-MER-0181,2026-06-26,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",role_only,40,corroborated_multi_source,negative,no_conflict_identified,governance_friction,52
meridian-health,SA10-0182,,,Chief Data & Analytics Officer,portfolio,"Which programmes are you accountable for, and how confident are you in their dates?",We approved SQL Server Sprawl Rationalization & Databricks Lakehouse Evaluation with a benefit number and nobody has been back to check whether it landed.,,We approved SQL Server Sprawl Rationalization & Databricks Lakehouse Evaluation with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,contract copy,no,contract renewal,Chief Data & Analytics Officer,high,EV-MER-0182,2026-06-26,one_to_one,90,"""We approved SQL Server Sprawl Rationalization & Databricks Lakehouse Evaluation with a benefit number and nobody has been back to check whether it landed.""",role_only,43,corroborated_multi_source,negative,no_conflict_identified,value_realisation,52
meridian-health,SA10-0183,,,Chief Data & Analytics Officer,ways_of_working,What have you stopped escalating because it never gets resolved?,A decision needing three functions takes a quarter. Most people have learned to avoid needing one.,,A decision needing three functions takes a quarter. Most people have learned to avoid needing one.,Not separately measured,,audit finding record,no,contract renewal,Chief Data & Analytics Officer,medium,EV-MER-0183,2026-06-26,one_to_one,90,"""A decision needing three functions takes a quarter. Most people have learned to avoid needing one.""",role_only,22,corroborated_multi_source,negative,no_conflict_identified,decision_latency,52
meridian-health,SA10-0184,,,Chief Information Security Officer,challenges,"If a critical system failed tomorrow, where would the recovery actually struggle?",Reconciling Cybersecurity & IT Risk data between Supply Chain ETL (SQL Server On-Prem) and the ledger is manual and takes days at every close.,,Reconciling Cybersecurity & IT Risk data between Supply Chain ETL (SQL Server On-Prem) and the ledger is manual and takes days at every close.,Not separately measured,,cost centre breakdown,yes,board review,Chief Information Security Officer,medium,EV-MER-0184,2026-03-10,one_to_one,90,"""Reconciling Cybersecurity & IT Risk data between Supply Chain ETL (SQL Server On-Prem) and the ledger is manual and takes days at every close.""",role_only,37,corroborated_multi_source,negative,no_conflict_identified,manual_effort,160
meridian-health,SA10-0185,,,Chief Information Security Officer,data_ai,Which decisions are still made on intuition because the data does not arrive in time?,I do not trust the Cybersecurity & IT Risk numbers without checking them against the source. Most of my team keeps their own extract.,,I do not trust the Cybersecurity & IT Risk numbers without checking them against the source. Most of my team keeps their own extract.,Not separately measured,,contract copy,no,contract renewal,Chief Information Security Officer,high,EV-MER-0185,2026-03-10,one_to_one,90,"""I do not trust the Cybersecurity & IT Risk numbers without checking them against the source. Most of my team keeps their own extract.""",role_only,35,corroborated_multi_source,negative,no_conflict_identified,data_trust,160
