tenant_key,system_name,system_type,system_category,business_function,system_scope,deployment_model,hosting_location,lifecycle_state,criticality,business_owner,technology_owner,vendor,data_domains,interfaces_count,current_state_or_target_state,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,annual_cost_usd,user_count,technical_debt_score,cloud_readiness,replacement_candidate,end_of_support_date
meridian-health,Sunquest Laboratory Information System Interface — Meridian Regional Medical Center,COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Lakeview, IL (Meridian Regional Medical Center)",legacy_stable,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,19,current_state,"Sustains 1,677 results/day in (work order #53542) steady state, (review item #10055) climbing 23% to 6,307 (log entry #28455) across flu season peak (incident #87393) census; (ticket #56328) quality abstraction staff at (case #35807) Meridian Regional Medical Center (ticket #41941) count 9.","Meridian Regional Medical Center (change record #94590) logged session drops at (change record #69701) peak usage, (ticket #48372) tied to Cotiviti Quality (change record #77007) Intelligence. (ticket #54694) Pharmacy technicians want it (incident #64912) funded by FY27 budget (work order #47530) approval.","Replace point-to-point with the (review item #90001) engine route is scoped (change record #52642) but unscheduled, (ticket #44726) per VP Epic Applications (log entry #25313) (the last governance council (review item #32426) session).",the SQL Server datamart (case #86259) pipeline drove 25% of (incident #4494) open lab orders tickets (work order #42427) this 2023; (change record #48252) the rest trace to (change record #44926) manual entry.,"VP Epic Applications (the (case #37822) last vendor QBR) rates (work order #99449) governance developing (96/100 internally); (work order #20187) the main gap is (change record #15268) a named backup owner (review item #13349) for on-call coverage, (ticket #49311) debt low.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,589,7,rehost_candidate,modernise_in_place,
meridian-health,Sunquest Laboratory Information System Interface — St. Anselm Community Hospital,COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Fairhaven, IL (St. Anselm Community Hospital)",deprecated,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,34,current_state,"Volume grew 37% YoY (audit note #36652) to 4,770 results/day during (audit note #5290) the annual open-enrollment surge; (incident #90414) St. (case #88951) Anselm Community Hospital tops (log entry #36035) the 9-user roster by (review item #74737) 21 points.","Known: slow report rendering, (incident #62198) the year-end cost-report close, (audit note #51666) traced to Sunquest LIS. (ticket #25618) Not remediated as of (ticket #98073) the next contract renewal (change record #15656) date.","Retire the legacy parallel (incident #42043) path is scoped but (log entry #99913) unscheduled, (incident #3149) per VP Epic Applications (review item #21997) (the last check-in).","Completeness is high; (change record #80806) a 24% null rate (log entry #2186) sits on the secondary (change record #48041) identifier field, (audit note #6701) pending the SQL Server (incident #42276) datamart pipeline fix.",VP Epic Applications (week (audit note #60808) 2 of this quarter): (incident #40232) A formal change-advisory process (audit note #86633) would lift the 59% (change record #39484) score most; (audit note #19654) pharmacy technicians adoption is (review item #4092) strong in production but (review item #25216) weak in training.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,668,9,rehost_candidate,modernise_in_place,
meridian-health,Sunquest Laboratory Information System Interface — Meridian West Hospital,COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Millbrook, IL (Meridian West Hospital)",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,9,current_state,"Sustains 1,161 results/day in (work order #14663) steady state, (ticket #63715) climbing 23% to 5,922 (work order #4315) across the Medicare Advantage (audit note #9762) bid-submission cycle; (ticket #94709) Epic analysts at Meridian (log entry #74866) West Hospital count 7.","the SQL Server datamart (case #15829) pipeline trails Meridian West (ticket #8877) Hospital volume, (ticket #60543) surfacing duplicate-record creation on (review item #8072) lookups, (case #93136) worst during the RADV (log entry #50714) audit cycle. (incident #5500) Patient access representatives escalated (incident #2118) for the next change-advisory (review item #58164) board cycle.","A phased pilot a (review item #54439) cloud-hosted successor for this (work order #79537) workload effort is underway; (audit note #96170) 25% done, (change record #20388) per VP Epic Applications.",Sign-off on lab orders (ticket #18656) quality is current; (log entry #88258) the caveat is a (ticket #66871) 20% variance against ServiceNow (audit note #9471) CMDB.,"VP Epic Applications (this (change record #41632) budget cycle's check-in) rates (incident #25954) governance informal (56/100 internally); (review item #88491) the main gap is (audit note #41677) a current runbook, (review item #85349) debt moderate.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,450,4,rehost_candidate,no,
meridian-health,Sunquest Laboratory Information System Interface — Cedar Bluff Specialty Hospital,COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Cedar Bluff, IL (Cedar Bluff Specialty Hospital)",sunset_planned,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,14,current_state,"Of 7 active HEDIS (work order #83449) abstractors, (work order #94453) Cedar Bluff Specialty Hospital (incident #95257) is the single largest (incident #79159) site, (review item #37657) reaching 4,730 results/day at (incident #94536) the flu season peak (audit note #43565) census peak.","Surescripts network trails Cedar (incident #86370) Bluff Specialty Hospital volume, (incident #20570) surfacing a character-encoding mismatch, (review item #1080) worst during the year-end (case #76513) cost-report close. (ticket #88199) Ambulatory front-desk staff escalated (case #41989) for the FY28 capital (work order #52786) planning cycle.","Add on-prem capacity for (ticket #86111) peak load sits on (incident #41181) VP Epic Applications's backlog (review item #40094) (readout 6 of this (ticket #61638) quarter), currently partially staffed.","Duplicate-record rate is roughly (audit note #19647) 23% in lab orders (case #59243) data, (change record #87693) mostly from the Epic (log entry #53373) Caboodle nightly refresh not (audit note #81157) deduplicating on load.",VP Epic Applications (cycle (incident #55184) review 3 of this (ticket #98532) quarter) flags a documented (ticket #40110) data steward assignment (26% (log entry #66868) priority score); (ticket #34186) IT service desk agents (review item #26181) adoption is otherwise strong (audit note #51975) in production but weak (incident #47689) in training.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1214,8,rehost_candidate,modernise_in_place,
meridian-health,Sunquest Laboratory Information System Interface — Meridian Cancer Institute,COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Lakeview, IL (Meridian Cancer Institute)",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,48,current_state,"Sustains 1,376 results/day in (incident #16480) steady state, (change record #78569) climbing 3% to 4,464 (case #69542) across the winter respiratory (audit note #11953) surge; (work order #44539) quality abstraction staff at (ticket #26220) Meridian Cancer Institute count (ticket #41959) 9.","Open ticket on a (audit note #73151) recurring queue backlog, (review item #21761) names the Finance/GL Mart (change record #40305) nightly extract job. (ticket #39342) Pharmacy technicians raised it (audit note #25548) the year-end cost-report close, (work order #35674) open as of Q4 (work order #22385) FY27.","VP Epic Applications, (ticket #88416) week 1 of this (case #13640) quarter, (change record #20202) has a funded item (log entry #33673) to consolidate duplicate report (log entry #64868) subscriptions, (audit note #12634) due the next change-advisory (ticket #73475) board cycle; approved, (log entry #80520) not yet started.",Stewardship exists but enforcement (incident #27123) is uneven: 21% of (change record #48502) lab orders records skip (ticket #42195) Inovalon ONE Platform validation.,VP Epic Applications (the (incident #28541) most recent standup) flags (work order #39235) a named backup owner (audit note #35168) for on-call coverage (35% (change record #4106) priority score); (change record #68591) care managers adoption is (change record #79673) otherwise uneven across facilities.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,911,4,rehost_candidate,no,
meridian-health,Sunquest Laboratory Information System Interface — Meridian Children's Hospital,COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Lakeview, IL (Meridian Children's Hospital)",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,95,current_state,"8 data engineers are (review item #5947) provisioned, (audit note #47984) generating 1,555 results/day normally (review item #93355) and 5,898 during the (review item #42952) STARS measurement window at (ticket #76800) Meridian Children's Hospital.","Waystar clearinghouse contention runs (work order #40392) data up to 8 (incident #96475) hours stale during the (log entry #9447) HEDIS submission deadline, (log entry #99933) a pain point claims (work order #45595) examiners raised at Meridian (change record #30102) Children's Hospital.",VP Epic Applications's the (log entry #8843) last town hall plan (work order #7685) is to consolidate onto (case #45033) a single SQL Server (ticket #58500) mart; (ticket #27151) no hard date set (work order #2934) yet.,An audit found 23% (incident #41827) of lab orders records (work order #61069) with a stale timestamp (log entry #43007) from CaseNet care plans (change record #72321) clock drift.,VP Epic Applications (week (work order #23290) 4 of this quarter): (incident #25113) A formal change-advisory process (work order #91597) would lift the 66% (case #56524) score most; (work order #4630) IT service desk agents (incident #19262) adoption is moderate.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,493,4,refactor_required,no,2027-02-01
meridian-health,Sunquest Laboratory Information System Interface — Meridian Memorial Hospital — Riverton,COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Riverton, IL (Meridian Memorial Hospital — Riverton)",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,11,current_state,"Sustains 1,189 results/day in (change record #4458) steady state, (ticket #23077) climbing 39% to 5,319 (log entry #22759) across the STARS measurement (incident #33630) window; (ticket #78049) HEDIS abstractors at Meridian (change record #15639) Memorial Hospital — Riverton (incident #47311) count 10.","the STARS measurement window: (audit note #13770) risk adjustment coding specialists (case #90321) at Meridian Memorial Hospital (change record #3440) — Riverton work around (work order #71810) duplicate-record creation on lookups. (case #48846) Traced to Epic Bridges, (audit note #68509) open into the next (change record #69114) Epic upgrade window.","Consolidate interfaces onto epic (work order #77033) bridges sits on VP (review item #66941) Epic Applications's backlog (week (case #88130) 1 of this quarter), (work order #83342) currently partially staffed.",An audit found 27% (incident #6003) of lab orders records (work order #56490) with a stale timestamp (audit note #53342) from Availity gateway clock (audit note #99769) drift.,"VP Epic Applications (the (audit note #96836) last change-advisory meeting): debt (audit note #86455) is modest (chiefly the (incident #7768) reporting layer); (ticket #19940) claims examiners adoption sits (ticket #89805) at 47%, (audit note #81793) governance recently formalized.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1206,4,refactor_required,no,
meridian-health,Sunquest Laboratory Information System Interface — Meridian Memorial Hospital — Ashford,COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Ashford, IL (Meridian Memorial Hospital — Ashford)",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,78,current_state,"Of 8 active risk (audit note #73005) adjustment coding specialists, (case #9800) Meridian Memorial Hospital — (audit note #10749) Ashford is the single (log entry #14485) largest site, (review item #67728) reaching 6,075 results/day at (audit note #50058) the flu season peak (work order #75300) census peak.","Waystar clearinghouse trails Meridian (case #78338) Memorial Hospital — Ashford (work order #22532) volume, (incident #27517) surfacing slow report rendering, (change record #38580) worst during month-end close. (change record #28845) Epic analysts escalated for (incident #36840) Q1 FY28.",VP Epic Applications (check-in (ticket #32230) 2 of this quarter) (work order #61591) requested budget with the (review item #73563) business to expand Community (ticket #13722) Connect to two more (case #74098) practices.,The open issue is (ticket #39150) a the SQL Server (work order #61960) datamart pipeline legacy ID (case #77745) scheme on 6% of (work order #95291) lab orders records; (log entry #32278) otherwise strong.,"VP Epic Applications (readout (ticket #31302) 1 of this quarter): (case #99705) debt is modest (chiefly (review item #75288) point-to-point interfaces that bypass (ticket #81968) the engine); (change record #38081) claims examiners adoption sits (incident #77263) at 96%, (change record #64339) governance recently formalized.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,1116,3,refactor_required,no,2027-02-01
meridian-health,Sunquest Laboratory Information System Interface — Meridian Memorial Hospital — Bellhaven,COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Bellhaven, IL (Meridian Memorial Hospital — Bellhaven)",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,25,current_state,"Meridian Memorial Hospital — (review item #80139) Bellhaven drives most usage (work order #35582) among 8 named ambulatory (incident #98911) front-desk staff; (audit note #15858) 1,134 results/day/day normally, (change record #32682) 5,241 once the RADV (ticket #20449) audit cycle hits.","Open ticket on a (change record #49892) missing field mapping, (audit note #47503) names Rhapsody. (change record #1455) Patient access representatives raised (log entry #12032) it the year-end cost-report (case #72215) close, (work order #55154) open as of Q3 (change record #46624) FY27.","VP Epic Applications, (work order #64753) the last governance council (log entry #71188) session, (case #86717) has a funded item (ticket #69506) to right-size the licensed (case #10639) user count, (audit note #13696) due Q3 FY27; (audit note #78104) on track for the (log entry #2621) next window.","Completeness is high; (ticket #89432) a 19% null rate (audit note #59158) sits on the discharge (change record #52121) disposition field, (log entry #42435) pending the Finance/GL Mart (review item #36825) nightly extract job fix.",VP Epic Applications (readout (change record #16425) 4 of this quarter): (review item #30470) adoption among bedside nurses (log entry #49204) is 58%; developing governance; (case #89568) modest debt in a (case #99352) single-threaded nightly job.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,638,3,rehost_candidate,no,
meridian-health,Sunquest Laboratory Information System Interface — Deer Run Community Hospital (Meridian),COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Deer Run, IL (Deer Run Community Hospital (Meridian))",sunset_planned,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,53,current_state,"Data engineers at Deer (work order #10669) Run Community Hospital (Meridian) (change record #98559) run 8 active seats, (change record #96537) up 13% YoY, (case #90749) with a 3,796-results/day peak (incident #19718) during the winter respiratory (review item #71374) surge.",A residual gap from (log entry #2989) CaseNet care plans means (change record #36266) 9% of lab orders (incident #3133) records need review by (review item #65968) revenue cycle coders before (change record #10650) the next major version (ticket #52670) upgrade.,"Pilot a cloud-hosted successor (work order #95459) for this workload is (ticket #95730) scoped but unscheduled, (incident #52117) per VP Epic Applications (audit note #63060) (this intake).",the Rhapsody interface engine (case #98951) queue drove 25% of (change record #7425) open lab orders tickets (log entry #44651) this 2023; (log entry #86343) the rest trace to (log entry #83151) manual entry.,"VP Epic Applications (the (review item #44605) last steering committee) owns (review item #82935) it: modest debt in (log entry #61610) hard-coded facility configuration, (change record #98754) against 81% adoption among (review item #22701) IT service desk agents.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,464,7,refactor_required,modernise_in_place,
meridian-health,Sunquest Laboratory Information System Interface — Prairie Junction Community Hospital (Meridian),COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Prairie Junction, IL (Prairie Junction Community Hospital (Meridian))",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,22,current_state,"Sustains 1,172 results/day in (work order #16235) steady state, (ticket #91460) climbing 43% to 5,779 (change record #86231) across the winter respiratory (review item #72506) surge; (case #43938) risk adjustment coding specialists (case #84000) at Prairie Junction Community (log entry #69565) Hospital (Meridian) count 8.","Member services representatives flag (audit note #60018) duplicate-record creation on lookups, (change record #92819) worst at Prairie Junction (change record #78788) Community Hospital (Meridian). (case #7878) Root cause: Epic Bridges. (incident #89492) No fix before the (ticket #36928) FY28 capital planning cycle.","Consolidate duplicate report subscriptions (change record #60148) sits on VP Epic (ticket #10751) Applications's backlog (check-in 7 (incident #14361) of this quarter), (change record #61939) currently partially staffed.","Duplicate-record rate is roughly (review item #99530) 3% in lab orders (change record #44794) data, (work order #97291) mostly from Imprivata SSO (incident #89079) not deduplicating on load.","VP Epic Applications (the (audit note #46237) last portfolio review) owns (ticket #62280) it: significant debt in (work order #22055) point-to-point interfaces that bypass (incident #7621) the engine, (audit note #68071) against 29% adoption among (audit note #41103) quality abstraction staff.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,675,4,rehost_candidate,no,
meridian-health,Sunquest Laboratory Information System Interface — Wexford General Hospital (Meridian),COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Wexford, IL (Wexford General Hospital (Meridian))",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,2,current_state,"Sustains 1,108 results/day in (review item #59625) steady state, (audit note #60720) climbing 23% to 3,692 (case #39994) across month-end close; (review item #72845) ambulatory front-desk staff at (audit note #61750) Wexford General Hospital (Meridian) (audit note #16493) count 7.","Wexford General Hospital (Meridian) (ticket #28045) logged failed message acks, (incident #44203) tied to Epic Bridges. (ticket #53139) Hedis abstractors want it (work order #89652) funded by whenever staffing (work order #98815) frees up.","VP Epic Applications, (audit note #14765) check-in 5 of this (ticket #35758) quarter, (incident #9233) has a funded item (review item #37880) to consolidate interfaces onto (review item #96281) Epic Bridges, (incident #57231) due the next change-advisory (case #69447) board cycle; approved, (change record #27259) not yet started.",A field-mapping gap with (log entry #72129) the Rhapsody interface engine (log entry #60352) queue leaves 17% of (change record #59996) lab orders records missing (ticket #72879) a secondary identifier value.,VP Epic Applications (cycle (change record #87414) review 4 of this (ticket #52499) quarter): adoption among data (ticket #10734) engineers is 95%; (work order #14082) informal governance; (work order #41865) significant debt in an (log entry #23661) unversioned configuration export.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,797,4,refactor_required,no,
meridian-health,Sunquest Laboratory Information System Interface — Marsh Point Community Hospital (Meridian),COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Marsh Point, IN (Marsh Point Community Hospital (Meridian))",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,10,current_state,"Volume grew 17% YoY (incident #24552) to 6,084 results/day during (audit note #4493) quarter-end financial close; (change record #62216) Marsh Point Community Hospital (ticket #17776) (Meridian) tops the 8-user (ticket #30952) roster by 21 points.","Hedis abstractors flag failed (case #99966) message acks, (log entry #7105) worst at Marsh Point (case #81230) Community Hospital (Meridian). (case #60077) Root cause: the Epic (case #74348) Caboodle nightly refresh. (audit note #39326) No fix before the (incident #24714) next contract renewal date.","Replace point-to-point with the (incident #45034) engine route sits on (log entry #43933) VP Epic Applications's backlog (work order #46052) (readout 1 of this (work order #10159) quarter), currently partially staffed.",Sign-off on lab orders (change record #83974) quality is current; (work order #91748) the caveat is a (audit note #80094) 9% variance against CaseNet (incident #87192) care plans.,"VP Epic Applications (cycle (case #73790) review 7 of this (work order #68399) quarter) rates governance centralized (review item #28714) but under-resourced (68/100 internally); (incident #73184) the main gap is (case #37288) a current runbook, (audit note #13610) debt significant.",datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,868,4,refactor_required,no,
meridian-health,Sunquest Laboratory Information System Interface — Oakford General Hospital (Meridian),COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Oakford, IN (Oakford General Hospital (Meridian))",legacy_stable,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,21,current_state,"Baseline shows 1,543 results/day/day (incident #44570) typical, (audit note #17454) spiking 40% to 2,954 (case #58024) during flu season peak (work order #73472) census; (incident #52641) Oakford General Hospital (Meridian) (case #98319) leads the 9 named (review item #71863) users.","Epic analysts flag session (review item #28285) drops at peak usage, (audit note #34292) worst at Oakford General (incident #54695) Hospital (Meridian). (case #77241) Root cause: Imprivata SSO. (incident #4693) No fix before Q2 (ticket #17434) FY28.","Close the interface remediation (ticket #59109) item sits on VP (ticket #53713) Epic Applications's backlog (check-in (log entry #52198) 6 of this quarter), (incident #20855) currently staffed and funded.","Duplicate-record rate is roughly (change record #2045) 27% in lab orders (incident #37588) data, (review item #77460) mostly from CaseNet care (case #87225) plans not deduplicating on (change record #3554) load.",VP Epic Applications (readout (audit note #93558) 3 of this quarter): (case #71542) A formal change-advisory process (audit note #50750) would lift the 82% (audit note #96421) score most; (audit note #6573) patient access representatives adoption (review item #73937) is strong in production (audit note #12343) but weak in training.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,715,7,refactor_required,modernise_in_place,
meridian-health,Sunquest Laboratory Information System Interface — Stonebridge Community Hospital (Meridian),COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Stonebridge, IN (Stonebridge Community Hospital (Meridian))",target_state,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,38,current_state,"Swing analysis: 1,348 results/day (log entry #86570) normal, (work order #32872) 3,937 during the year-end (ticket #74387) cost-report close, (ticket #7422) 38% variance across 9 (review item #28570) patient access representatives — (audit note #73027) Stonebridge Community Hospital (Meridian) (case #42755) is largest.","Known: failed message acks, (case #33154) quarter-end financial close, (incident #18162) traced to Cotiviti Quality (case #10869) Intelligence. (incident #36415) Not remediated as of (incident #73455) the next annual budget (ticket #48082) cycle.","Upgrade to the vendor-supported (incident #30798) version sits on VP (log entry #61017) Epic Applications's backlog (check-in (ticket #92902) 7 of this quarter), (work order #69077) currently unstaffed.","Completeness is high; (incident #10621) a 11% null rate (ticket #77685) sits on the site-of-service (log entry #40219) flag field, (case #68323) pending the Cotiviti workqueue (review item #61271) sync fix.",VP Epic Applications (week (change record #58447) 4 of this quarter): (ticket #9854) A completed architecture review (review item #96313) would lift the 30% (log entry #44036) score most; (case #41270) risk adjustment coding specialists (case #63431) adoption is moderate.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,434,1,refactor_required,no,
meridian-health,Sunquest Laboratory Information System Interface — Elm Crossing General Hospital (Meridian),COTS,Lab instrument interface,Acute Care Clinical Operations,facility,on_premise,"Elm Crossing, WI (Elm Crossing General Hospital (Meridian))",current,tier1,CMO,VP Epic Applications,Sunquest Information Systems,lab orders; results; instrument feeds,18,current_state,"Swing analysis: 1,485 results/day (audit note #26068) normal, (log entry #90844) 5,281 during the STARS (incident #43053) measurement window, (log entry #25192) 11% variance across 7 (work order #91134) utilization review nurses — (work order #78514) Elm Crossing General Hospital (work order #55956) (Meridian) is largest.",A residual gap from (incident #2719) Imprivata SSO means 29% (audit note #96959) of lab orders records (log entry #47670) need review by risk (incident #90123) adjustment coding specialists before (work order #77641) the FY28 capital planning (incident #69163) cycle.,"A pilot to consolidate (work order #92841) onto a single SQL (case #63933) Server mart began this (case #63039) quarter under VP Epic (work order #92480) Applications, (log entry #25684) the most recent one-on-one.",Sign-off on lab orders (work order #6488) quality is current; (audit note #72217) the caveat is a (case #7157) 17% variance against Inovalon (change record #3646) ONE Platform.,VP Epic Applications (week (review item #92632) 6 of this quarter) (log entry #38828) flags a formal change-advisory (ticket #5159) process (63% priority score); (incident #70382) ambulatory front-desk staff adoption (log entry #61946) is otherwise consistent across (change record #50306) shifts.,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,2026-07-31,medium,"Volumetric, financial, and adoption figures are illustrative synthetic estimates generated for the meridian-health enrichment, structured to mirror plausible source-system exports (ServiceNow CMDB, vendor account extracts, Epic Cogito reporting); validate against real vendor/ITSM exports before quoting externally or promoting to production.",1883000,475,4,refactor_required,no,2028-03-01
