tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,annual_cost_usd,utilization_pct,end_of_life_date,dr_tier,capacity_headroom_pct
meridian-health,Nurse Call & Patient Communication System — Meridian Children's Hospital,Nurse Call System,on_premise,"Lakeview, IL (Meridian Children's Hospital)",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~4,627 workloads/instances","No material capacity constraint (work order #41069) identified, (work order #46603) week 1 of this (case #27648) quarter.",false,"the Fairhaven Corridor clinics (audit note #77811) drives most usage among (review item #97686) 522 named utilization review (audit note #49651) nurses; 1,186 workloads/instances/day normally, (log entry #18617) 4,005 once the HEDIS (change record #70980) submission deadline hits.","Known: a missing field (review item #24359) mapping, (ticket #76045) the RADV audit cycle, (log entry #92105) traced to Epic Bridges. (log entry #29039) Not remediated as of (change record #90015) the next change-advisory board (work order #77081) cycle.","Nothing's planned yet. (ticket #59260) the platform's operations team, (ticket #16730) readout 1 of this (change record #34718) quarter, (work order #44065) tracks denial rate before (log entry #64026) funding replace point-to-point with (review item #6743) the engine route.","Duplicate-record rate is roughly (work order #76796) 23% in Nurse data, (case #61246) mostly from Imprivata SSO (case #25668) not deduplicating on load.","VP Nursing Informatics (this (review item #23352) intake): debt is low (incident #16216) (chiefly point-to-point interfaces that (incident #98319) bypass the engine); (change record #34224) risk adjustment coding specialists (case #11478) adoption sits at 60%, (incident #48984) governance recently formalized.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,22,,tier1_hot,71
meridian-health,Biomedical Device Integration Engine — Meridian Memorial Hospital — Riverton,Biomed Integration Engine,on_premise,"Riverton, IL (Meridian Memorial Hospital — Riverton)",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~2,666 hosted VMs",License ceiling reached (readout (incident #72195) 4 of this quarter); (audit note #61996) renewal talks are underway.,false,"Swing analysis: 1,358 workloads/instances (incident #68962) normal, (change record #60971) 4,196 during the STARS (case #77866) measurement window, (incident #76683) 10% variance across 524 (change record #19249) care managers — Meridian (review item #72086) West Hospital is largest.","ServiceNow CMDB contention runs (change record #22617) data up to 15 (work order #82924) hours stale during quarter-end (case #27433) financial close, (work order #22639) a pain point IT (work order #44697) service desk agents raised (case #5428) at Meridian Cancer Institute.","Director, (case #17277) Interface Engineering & Integration (change record #97023) (check-in 5 of this (change record #55787) quarter) targets the next (ticket #91192) Epic upgrade window to (case #21957) retire the legacy parallel (case #48321) path; in flight, (incident #88963) on schedule.","Completeness is high; (case #52948) a 28% null rate (audit note #30857) sits on the encounter (review item #19094) reason code field, (change record #11699) pending ServiceNow CMDB fix.","Director, (case #75251) Interface Engineering & Integration (ticket #3592) (this sprint's retro): adoption (log entry #98665) among patient access representatives (audit note #35514) is 38%; (audit note #86297) centralized but under-resourced governance; (case #84277) concentrated but manageable debt (work order #76293) in the reporting layer.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,83,2027-06-30,tier2_warm,9
meridian-health,Nurse Call & Patient Communication System — Meridian Memorial Hospital — Riverton,Nurse Call System,on_premise,"Riverton, IL (Meridian Memorial Hospital — Riverton)",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~8,484 managed devices",VP Nursing Informatics flags (change record #27090) this platform as within (audit note #57670) 65% of its practical (change record #26743) capacity ceiling.,false,"Volume grew 11% YoY (work order #2733) to 5,199 workloads/instances during (work order #57035) quarter-end financial close; (review item #69055) Meridian Cancer Institute tops (work order #18277) the 418-user roster by (incident #39733) 39 points.","Surescripts network contention runs (change record #41966) data up to 5 (work order #75945) hours stale during month-end (change record #37159) close, (incident #62418) a pain point Epic (ticket #82758) analysts raised at Meridian (work order #20322) Cancer Institute.",VP Nursing Informatics (the (case #12137) last steering committee) requested (work order #75088) budget with the business (audit note #98447) to consolidate interfaces onto (work order #9085) Epic Bridges.,Sign-off on Nurse quality (work order #32051) is current; (audit note #25215) the caveat is a (log entry #34065) 3% variance against Change (change record #71504) Healthcare EDI Gateway.,VP Nursing Informatics (check-in (work order #50216) 7 of this quarter): (change record #23740) adoption among IT service (log entry #31347) desk agents is 65%; (incident #29684) informal governance; (log entry #88664) low debt in batch (ticket #92147) scheduling logic.,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,30,,tier3_backup_only,65
meridian-health,Biomedical Device Integration Engine — Meridian Memorial Hospital — Ashford,Biomed Integration Engine,on_premise,"Ashford, IL (Meridian Memorial Hospital — Ashford)",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~5,304 concurrent sessions","Director, (ticket #14820) Interface Engineering & Integration (audit note #87497) flags this platform as (log entry #75133) within 72% of its (case #65103) practical capacity ceiling.",false,"Sustains 1,645 workloads/instances in (case #67258) steady state, (work order #64275) climbing 5% to 5,121 (change record #83714) across quarter-end financial close; (change record #63162) claims examiners at the (incident #37907) six affiliated Community Connect (case #12005) practices count 537.","the Fairhaven Corridor clinics (audit note #61492) logged session drops at (case #50513) peak usage, (log entry #22141) tied to ServiceNow CMDB. (incident #83301) Hedis abstractors want it (incident #87330) funded by Q2 FY28.","Director, (incident #71475) Interface Engineering & Integration (incident #38224) (readout 7 of this (change record #57696) quarter) targets the next (review item #94001) major version upgrade to (review item #11809) close the interface remediation (audit note #53771) item; (change record #45756) on track for the (case #63041) next window.",The open issue is (log entry #35832) a Imprivata SSO legacy (log entry #80137) ID scheme on 6% (incident #66776) of Biomed records; (ticket #92192) otherwise strong.,"Director, (review item #25352) Interface Engineering & Integration (audit note #14778) (week 3 of this (case #84015) quarter) owns this. (change record #65776) 42% of risk adjustment (ticket #68515) coding specialists have adopted (log entry #51929) it; (case #42962) debt is moderate in (change record #18039) a single-threaded nightly job.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,83,,tier2_warm,17
meridian-health,Nurse Call & Patient Communication System — Meridian Memorial Hospital — Ashford,Nurse Call System,on_premise,"Ashford, IL (Meridian Memorial Hospital — Ashford)",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~9,956 concurrent sessions","Staffing, not capacity, (incident #89879) is the limiter, (log entry #48255) says VP Nursing Informatics (log entry #6655) (week 5 of this (log entry #74730) quarter).",false,"Risk adjustment coding specialists (audit note #81133) at Meridian West Hospital (log entry #72147) run 422 active seats, (log entry #94854) up 11% YoY, (review item #17719) with a 5,591-workloads/instances peak (work order #41061) during month-end close.","Known: stale dashboard cache (log entry #89164) data, (work order #45268) the winter respiratory surge, (audit note #81113) traced to Sunquest LIS. (log entry #62373) Not remediated as of (work order #50085) the next scheduled maintenance (audit note #35461) window.",VP Nursing Informatics (week (ticket #9120) 5 of this quarter) (case #47325) targets the next scheduled (log entry #52917) maintenance window to consolidate (log entry #30803) onto a single SQL (ticket #13910) Server mart; (work order #64359) on track for the (work order #92709) next window.,The open issue is (audit note #31481) a Waystar clearinghouse legacy (log entry #18131) ID scheme on 6% (work order #15915) of Nurse records; (change record #92118) otherwise strong.,VP Nursing Informatics (readout (ticket #45895) 7 of this quarter) (incident #32066) flags a formal change-advisory (audit note #80170) process (54% priority score); (log entry #1296) care managers adoption is (log entry #91006) otherwise strong in production (change record #7267) but weak in training.,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,60,,tier3_backup_only,35
meridian-health,Biomedical Device Integration Engine — Meridian Memorial Hospital — Bellhaven,Biomed Integration Engine,on_premise,"Bellhaven, IL (Meridian Memorial Hospital — Bellhaven)",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~1,807 hosted VMs","Director, (audit note #50937) Interface Engineering & Integration (log entry #16828) flags this platform as (log entry #96904) within 88% of its (change record #53208) practical capacity ceiling.",false,"Sustains 1,210 workloads/instances in (ticket #72235) steady state, (ticket #42893) climbing 18% to 3,388 (ticket #80649) across the annual open-enrollment (work order #5249) surge; (log entry #8968) IT service desk agents (review item #49979) at the Fairhaven Corridor (log entry #69370) clinics count 434.","Surescripts network contention runs (ticket #59814) data up to 11 (change record #67132) hours stale during the (log entry #90004) nightly batch window, (change record #19902) a pain point care (review item #64826) managers raised at the (audit note #37943) Fairhaven Corridor clinics.","A phased modernize the (audit note #72958) reporting layer effort is (change record #4626) underway; 74% done, (incident #19526) per Director, (work order #63252) Interface Engineering & Integration.",An audit found 12% (review item #75401) of Biomed records with (work order #29925) a stale timestamp from (change record #55742) the Epic Caboodle nightly (ticket #46668) refresh clock drift.,"Director, (case #98026) Interface Engineering & Integration (log entry #79322) (check-in 1 of this (case #52732) quarter): adoption among ambulatory (audit note #4588) front-desk staff is 30%; (review item #99610) informal governance; (ticket #54795) moderate debt in a (incident #43844) single-threaded nightly job.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,34,2027-06-30,tier2_warm,59
meridian-health,Nurse Call & Patient Communication System — Meridian Memorial Hospital — Bellhaven,Nurse Call System,on_premise,"Bellhaven, IL (Meridian Memorial Hospital — Bellhaven)",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~5,813 workloads/instances","No material capacity constraint (change record #60252) identified, (audit note #20241) readout 1 of this (change record #22057) quarter.",false,"Baseline shows 1,540 workloads/instances/day (incident #12482) typical, (change record #59969) spiking 39% to 5,620 (log entry #5194) during the RADV audit (log entry #37544) cycle; (audit note #94450) the West County ambulatory (review item #29420) sites leads the 426 (audit note #69417) named users.","Meridian Cancer Institute logged (incident #96634) session drops at peak (ticket #81331) usage, (work order #63102) tied to Cotiviti Quality (audit note #92074) Intelligence. (log entry #83568) Quality abstraction staff want (change record #95741) it funded by the (review item #59530) next annual budget cycle.",VP Nursing Informatics (cycle (audit note #43679) review 1 of this (work order #40051) quarter) targets Q3 FY27 (work order #9989) to modernize the reporting (audit note #63661) layer; delayed pending staffing.,Sign-off on Nurse quality (incident #19384) is current; (ticket #64427) the caveat is a (log entry #3789) 19% variance against ServiceNow (review item #17040) CMDB.,"VP Nursing Informatics (this (case #83294) quarter's readout): debt is (work order #55574) significant (chiefly a single-threaded (incident #55468) nightly job); (ticket #25611) Epic analysts adoption sits (audit note #67626) at 68%, governance developing.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,21,,tier3_backup_only,72
meridian-health,Biomedical Device Integration Engine — Deer Run Community Hospital (Meridian),Biomed Integration Engine,on_premise,"Deer Run, IL (Deer Run Community Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~3,944 concurrent sessions",No elastic scale here; (change record #88490) more capacity needed by (incident #15032) FY27 budget approval to (ticket #67317) support growth.,false,"Sustains 1,537 workloads/instances in (log entry #93755) steady state, (change record #75128) climbing 7% to 2,826 (work order #22771) across the nightly batch (change record #14126) window; (ticket #48514) care managers at the (incident #42026) six affiliated Community Connect (case #78554) practices count 574.",A residual gap from (audit note #71536) Change Healthcare EDI Gateway (review item #11845) means 30% of Biomed (case #88902) records need review by (ticket #79566) risk adjustment coding specialists (review item #62423) before Q1 FY28.,"A pilot to automate (case #76652) the nightly extract reconciliation (work order #18245) began this quarter under (audit note #8300) Director, (ticket #22303) Interface Engineering & Integration, (audit note #66100) the last change-advisory meeting.","Duplicate-record rate is roughly (review item #70198) 15% in Biomed data, (work order #21688) mostly from Imprivata SSO (ticket #57196) not deduplicating on load.","Director, (log entry #88235) Interface Engineering & Integration (case #48147) (the most recent one-on-one): (work order #56695) An updated RACI for (case #78525) the owning function would (log entry #92908) lift the 74% score (audit note #73142) most; (incident #48665) risk adjustment coding specialists (log entry #80983) adoption is moderate.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,73,2027-06-30,tier2_warm,27
meridian-health,Nurse Call & Patient Communication System — Deer Run Community Hospital (Meridian),Nurse Call System,on_premise,"Deer Run, IL (Deer Run Community Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~7,850 managed endpoints",No elastic scale here; (incident #41527) more capacity needed by (audit note #87797) the next Epic upgrade (case #47279) window to support growth.,false,"Sustains 1,206 workloads/instances in (incident #30283) steady state, (ticket #77238) climbing 16% to 2,948 (work order #98702) across quarter-end financial close; (work order #28681) patient access representatives at (incident #81535) the six affiliated Community (audit note #62175) Connect practices count 395.","Open ticket on duplicate-record (log entry #5079) creation on lookups, (review item #67425) names the Epic Caboodle (case #52610) nightly refresh. (audit note #63259) Data engineers raised it (incident #12152) flu season peak census, (case #51209) open as of Q2 (log entry #99296) FY28.",VP Nursing Informatics's week (audit note #97617) 1 of this quarter (work order #84209) plan is to retire (review item #38228) the legacy parallel path; (review item #90685) no hard date set (incident #14939) yet.,The Nurse reconciliation against (review item #22169) ServiceNow CMDB passed within (change record #27136) tolerance as of 2021; (work order #73355) no material issue.,"VP Nursing Informatics (the (case #23251) last portfolio review) owns (incident #7445) it: moderate debt in (incident #53164) manual reconciliation scripts, (incident #28336) against 25% adoption among (incident #33172) pharmacy technicians.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,59,,tier3_backup_only,34
meridian-health,Biomedical Device Integration Engine — Prairie Junction Community Hospital (Meridian),Biomed Integration Engine,on_premise,"Prairie Junction, IL (Prairie Junction Community Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~11,220 managed endpoints","Staffing, not capacity, (change record #22656) is the limiter, (log entry #73429) says Director, (work order #89526) Interface Engineering & Integration (log entry #8563) (readout 3 of this (log entry #9865) quarter).",false,"470 quality abstraction staff (log entry #48526) are provisioned, (review item #96755) generating 1,233 workloads/instances normally (incident #41130) and 3,171 during the (audit note #50832) RADV audit cycle at (audit note #30081) Meridian Children's Hospital.","Open ticket on a (log entry #74443) missing field mapping, (review item #11526) names the Rhapsody interface (log entry #78508) engine queue. (ticket #58922) Data engineers raised it (case #40367) the winter respiratory surge, (case #98947) open as of the (change record #67569) next scheduled maintenance window.","A pilot to expand (work order #55387) Community Connect to two (work order #10165) more practices began this (audit note #88883) quarter under Director, (change record #68460) Interface Engineering & Integration, (ticket #86031) this quarter's readout.",The Biomed reconciliation against (work order #37177) ServiceNow CMDB passed within (work order #80634) tolerance as of 2023; (audit note #82243) no material issue.,"Director, (change record #29255) Interface Engineering & Integration (audit note #17523) (the most recent one-on-one): (work order #77834) adoption among care managers (change record #51263) is 50%; developing governance; (ticket #1052) concentrated but manageable debt (case #88155) in an unversioned configuration (log entry #56839) export.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,45,2027-06-30,tier2_warm,51
meridian-health,Nurse Call & Patient Communication System — Prairie Junction Community Hospital (Meridian),Nurse Call System,on_premise,"Prairie Junction, IL (Prairie Junction Community Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~11,209 hosted VMs",License ceiling reached (week (change record #74944) 2 of this quarter); (log entry #79532) renewal talks are underway.,false,"459 patient access representatives (ticket #64118) are provisioned, (incident #34033) generating 1,206 workloads/instances normally (ticket #79686) and 4,554 during flu (ticket #88670) season peak census at (incident #64994) St. Anselm Community Hospital.",A residual gap from (change record #91345) the Cotiviti workqueue sync (incident #79570) means 27% of Nurse (ticket #10154) records need review by (log entry #17985) quality abstraction staff before (ticket #52227) the next fiscal year (work order #95185) kickoff.,"A phased upgrade to (change record #17299) the vendor-supported version effort (log entry #71971) is underway; 35% done, (case #33922) per VP Nursing Informatics.","Duplicate-record rate is roughly (case #89006) 12% in Nurse data, (case #35747) mostly from CaseNet care (incident #88458) plans not deduplicating on (case #76768) load.",VP Nursing Informatics (readout (change record #82296) 1 of this quarter) (ticket #52449) owns this. (change record #13844) 51% of patient access (audit note #99330) representatives have adopted it; (work order #11077) debt is concentrated but (audit note #68362) manageable in a single-threaded (audit note #74699) nightly job.,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,69,,tier3_backup_only,31
meridian-health,Biomedical Device Integration Engine — Wexford General Hospital (Meridian),Biomed Integration Engine,on_premise,"Wexford, IL (Wexford General Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~6,764 managed devices","Staffing, not capacity, (incident #18273) is the limiter, (case #34598) says Director, (log entry #9419) Interface Engineering & Integration (case #31560) (this budget cycle's check-in).",false,"Baseline shows 1,422 workloads/instances/day (log entry #46900) typical, (change record #89644) spiking 28% to 5,278 (change record #80823) during the annual open-enrollment (change record #39317) surge; (incident #27147) the six affiliated Community (case #43666) Connect practices leads the (change record #1583) 406 named users.","the Cotiviti workqueue sync (work order #65710) contention runs data up (log entry #60212) to 17 hours stale (log entry #74067) during the winter respiratory (case #76362) surge, (ticket #66178) a pain point utilization (ticket #61266) review nurses raised at (incident #27424) Meridian West Hospital.","Director, (case #37741) Interface Engineering & Integration (change record #3530) (the last portfolio review) (work order #31895) is waiting on a (incident #98691) completed architecture review before (work order #10324) committing to replace point-to-point (case #2111) with the engine route.",The open issue is (case #90633) a Surescripts network legacy (work order #18966) ID scheme on 23% (ticket #8971) of Biomed records; (case #89002) otherwise strong.,"Director, (work order #2474) Interface Engineering & Integration (audit note #67601) (the last vendor QBR) (work order #33676) flags a formal change-advisory (change record #54830) process (51% priority score); (audit note #8711) pharmacy technicians adoption is (audit note #42901) otherwise growing but still (incident #58018) below target.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,57,,tier2_warm,35
meridian-health,Nurse Call & Patient Communication System — Wexford General Hospital (Meridian),Nurse Call System,on_premise,"Wexford, IL (Wexford General Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~2,033 managed devices",License ceiling reached (cycle (case #63718) review 4 of this (audit note #18254) quarter); (ticket #1641) renewal talks are underway.,false,"Baseline shows 1,240 workloads/instances/day (incident #56308) typical, (log entry #2864) spiking 31% to 6,216 (change record #26851) during quarter-end financial close; (incident #45734) the Lakeview flagship campus (ticket #79891) leads the 506 named (log entry #56278) users.","ServiceNow CMDB trails Meridian (review item #76899) West Hospital volume, (audit note #77434) surfacing session drops at (work order #6375) peak usage, (review item #48758) worst during the year-end (work order #80313) cost-report close. (change record #8209) It service desk agents (case #9978) escalated for FY27 budget (review item #92460) approval.","Close the interface remediation (log entry #71242) item is scoped but (review item #13437) unscheduled, (log entry #91311) per VP Nursing Informatics (audit note #20625) (readout 5 of this (log entry #25469) quarter).",An audit found 19% (change record #58703) of Nurse records with (log entry #80887) a stale timestamp from (incident #4522) Inovalon ONE Platform clock (ticket #29430) drift.,VP Nursing Informatics (check-in (incident #70790) 1 of this quarter): (change record #64886) adoption among quality abstraction (ticket #10560) staff is 78%; (audit note #37625) centralized but under-resourced governance; (case #1148) significant debt in the (review item #81991) reporting layer.,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,69,2027-06-30,tier3_backup_only,31
meridian-health,Biomedical Device Integration Engine — Marsh Point Community Hospital (Meridian),Biomed Integration Engine,on_premise,"Marsh Point, IN (Marsh Point Community Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~3,829 hosted VMs",No elastic scale here; (change record #27725) more capacity needed by (incident #93995) Q3 FY27 to support (audit note #95428) growth.,false,"Meridian Children's Hospital drives (incident #26411) most usage among 521 (change record #58918) named claims examiners; (change record #56306) 1,449 workloads/instances/day normally, (change record #55379) 3,887 once quarter-end financial (audit note #40478) close hits.","the Downtown Lakeview clinics (change record #29075) logged a missing field (incident #21821) mapping, (incident #13016) tied to the Rhapsody (ticket #14385) interface engine queue. (case #26106) Data engineers want it (case #24571) funded by whenever staffing (case #45760) frees up.","Director, (incident #26217) Interface Engineering & Integration (ticket #96338) (readout 5 of this (log entry #41563) quarter) is waiting on (case #40546) union change-management sign-off before (log entry #3986) committing to automate the (ticket #49649) nightly extract reconciliation.","Biomed data is well-governed (log entry #98227) since 2021, (review item #13695) but Change Healthcare EDI (review item #75528) Gateway left 27% without (ticket #24226) consistent owner tagging.","Director, (ticket #35240) Interface Engineering & Integration (ticket #74329) (readout 3 of this (review item #10978) quarter) flags an updated (work order #89502) RACI for the owning (work order #34755) function (51% priority score); (log entry #40708) utilization review nurses adoption (incident #1084) is otherwise consistent across (change record #46918) shifts.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,77,,tier2_warm,16
meridian-health,Nurse Call & Patient Communication System — Marsh Point Community Hospital (Meridian),Nurse Call System,on_premise,"Marsh Point, IN (Marsh Point Community Hospital (Meridian))",Hillrom/Baxter nurse call infrastructure; integration to Vocera,VP Nursing Informatics,tier2,current,"~4,076 managed devices",No elastic scale here; (change record #87504) more capacity needed by (audit note #7767) Q1 FY28 to support (log entry #41615) growth.,false,"Swing analysis: 1,165 workloads/instances (case #44086) normal, (incident #68247) 5,072 during the winter (audit note #11542) respiratory surge, (case #59970) 47% variance across 399 (work order #19716) ambulatory front-desk staff — (ticket #6883) Meridian Children's Hospital is (review item #60143) largest.","the HEDIS submission deadline: (work order #76276) HEDIS abstractors at the (change record #14039) Downtown Lakeview clinics work (case #21658) around stale dashboard cache (audit note #19873) data. (ticket #85877) Traced to the Cotiviti (change record #14478) workqueue sync, (change record #67865) open into the next (ticket #48768) Epic upgrade window.","VP Nursing Informatics, (change record #5085) this sprint's retro, (log entry #4842) has a funded item (review item #90355) to automate the nightly (incident #87912) extract reconciliation, (change record #63388) due Q2 FY28; approved, (work order #84536) not yet started.",A field-mapping gap with (log entry #65376) Epic Bridges leaves 6% (incident #81726) of Nurse records missing (work order #15445) a provider NPI cross-reference (review item #40207) value.,"VP Nursing Informatics (check-in (case #83759) 7 of this quarter) (incident #54994) owns it: low debt (work order #9050) in manual reconciliation scripts, (case #26600) against 41% adoption among (ticket #62376) claims examiners.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,2832000,19,2029-06-30,tier3_backup_only,71
meridian-health,Biomedical Device Integration Engine — Oakford General Hospital (Meridian),Biomed Integration Engine,on_premise,"Oakford, IN (Oakford General Hospital (Meridian))",Rhapsody/Cloverleaf biomed protocol adapters; device middleware,"Director, Interface Engineering & Integration",tier1,current,"~3,181 concurrent sessions","Staffing, not capacity, (incident #18763) is the limiter, (incident #81229) says Director, (case #7825) Interface Engineering & Integration (change record #57120) (check-in 1 of this (case #42839) quarter).",false,"the Fairhaven Corridor clinics (log entry #28312) drives most usage among (audit note #77088) 447 named revenue cycle (review item #30030) coders; 1,393 workloads/instances/day normally, (incident #31539) 4,915 once the nightly (change record #14304) batch window hits.","Utilization review nurses flag (work order #49530) a missing field mapping, (work order #11589) worst at Cedar Bluff (work order #40062) Specialty Hospital. (log entry #14478) Root cause: Availity gateway. (incident #29347) No fix before the (log entry #85728) FY28 capital planning cycle.","Director, (review item #21329) Interface Engineering & Integration (review item #1335) (cycle review 2 of (work order #40398) this quarter) deprioritized replace (work order #38743) point-to-point with the engine (incident #60262) route behind a competing (audit note #58393) priority; it stays queued.","Completeness is high; (review item #52591) a 16% null rate (ticket #74711) sits on the payer (audit note #75981) plan code field, (change record #54494) pending the Rhapsody interface (change record #27738) engine queue fix.","Director, (case #63481) Interface Engineering & Integration (work order #9972) (the last review) owns (ticket #52585) this. (review item #48037) 87% of HEDIS abstractors (case #76740) have adopted it; (case #85943) debt is low in (incident #89762) manual reconciliation scripts.",datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror on-prem capacity-planning exports; validate against real facilities/data-center capacity reports before promotion.,5664000,36,,tier2_warm,54
