tenant_key,source_file,source_type,source_owner,source_date,as_of_date,confidentiality,domains_covered,row_count_or_pages,quality_notes,approved_for_loading,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,evidence_id,business_name,context_item,dimension,evidence_type,evidence_location,evidence_owner,evidence_boundary,module_usage_notes,confidence
skyharbor-air,SHA-INT-01-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CEO in SHA-INT-01-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CEO in SHA-INT-01-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3080,skyharbor-air:relationship:3080,synthetic-demo,370a85f04b1e8a1402b84218d89bc3710d975bd538d9265bca603fe209c1d8f9,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00011,,,,,,,,,medium
skyharbor-air,SHA-INT-01-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CEO in SHA-INT-01-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CEO in SHA-INT-01-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3081,skyharbor-air:relationship:3081,synthetic-demo,af5bd60212ec59c5555a3751ea89fba9b1e0167f39a872a492cd5faadba8c210,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00012,,,,,,,,,high
skyharbor-air,SHA-INT-02-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CFO in SHA-INT-02-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CFO in SHA-INT-02-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3082,skyharbor-air:relationship:3082,synthetic-demo,38aeb1ea2c76028fcceb35ece46ebecba2ad4633a2e1c6310d9bae168fc152df,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00017,,,,,,,,,medium
skyharbor-air,SHA-INT-02-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CFO in SHA-INT-02-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CFO in SHA-INT-02-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3084,skyharbor-air:relationship:3084,synthetic-demo,6e74f42dd41dd153980583db66806e9766e19fc86d37c6d290cda667ced39ac7,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00024,,,,,,,,,high
skyharbor-air,SHA-INT-03-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by COO in SHA-INT-03-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by COO in SHA-INT-03-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3085,skyharbor-air:relationship:3085,synthetic-demo,409a9d4fed98fa1023176a6fe970a6bb803bcddd993c70ee4d45ccca5298a46b,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00025,,,,,,,,,high
skyharbor-air,SHA-INT-03-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""ramp systems"" by COO in SHA-INT-03-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""ramp systems"" by COO in SHA-INT-03-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3086,skyharbor-air:relationship:3086,synthetic-demo,5c26efc73596f8c54cd7378b387aadde8ae365149edf9e6619737977d6b3b0d4,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00026,,,,,,,,,medium
skyharbor-air,SHA-INT-03-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""crew-pairing engine"" by COO in SHA-INT-03-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""crew-pairing engine"" by COO in SHA-INT-03-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3087,skyharbor-air:relationship:3087,synthetic-demo,bcc85f4fef60dd9aa6fd38c113be701ef555d3451c558d4e2f06cf9aa6c0f6fb,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00029,,,,,,,,,high
skyharbor-air,SHA-INT-03-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by COO in SHA-INT-03-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by COO in SHA-INT-03-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3088,skyharbor-air:relationship:3088,synthetic-demo,b11c890edf76d50bc3b3d53d85d9595cd069400861da25fc1aa7bb0601e36bd6,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00030,,,,,,,,,medium
skyharbor-air,SHA-INT-03-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by COO in SHA-INT-03-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by COO in SHA-INT-03-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3089,skyharbor-air:relationship:3089,synthetic-demo,bf441b66d0762633727d7fc401b3869cd84d26f6f0e97deb4fa7e634e2c5693e,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00033,,,,,,,,,high
skyharbor-air,SHA-INT-03-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by COO in SHA-INT-03-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by COO in SHA-INT-03-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3090,skyharbor-air:relationship:3090,synthetic-demo,e14f7614828aa641556ae6e214462a0418970966a25dc6e7ef7c237317ddd282,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00034,,,,,,,,,medium
skyharbor-air,SHA-INT-03-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by COO in SHA-INT-03-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by COO in SHA-INT-03-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3091,skyharbor-air:relationship:3091,synthetic-demo,e4272d3ce2cf1e795ddcb51c2692725ea0a6c80cec215c25379495afeae0b4ae,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00035,,,,,,,,,medium
skyharbor-air,SHA-INT-04-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CIO in SHA-INT-04-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CIO in SHA-INT-04-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3092,skyharbor-air:relationship:3092,synthetic-demo,e26fb7552ea05257abbba47bfcd641065e3a3e5e92dbd7408180e723628e8cbc,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00037,,,,,,,,,high
skyharbor-air,SHA-INT-04-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CIO in SHA-INT-04-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CIO in SHA-INT-04-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3094,skyharbor-air:relationship:3094,synthetic-demo,17829f8351d7372604ff0fe23dce3133cfdc2a2e7189a9492c3c0c7472ccbad1,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00038,,,,,,,,,medium
skyharbor-air,SHA-INT-04-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CIO in SHA-INT-04-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CIO in SHA-INT-04-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3095,skyharbor-air:relationship:3095,synthetic-demo,83d802f9c04778ba2413281194742537f8322cd2befeacb69cb86e60e6eda842,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00039,,,,,,,,,high
skyharbor-air,SHA-INT-04-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CIO in SHA-INT-04-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CIO in SHA-INT-04-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3096,skyharbor-air:relationship:3096,synthetic-demo,d630393098797131790246a9f43cd4147c7eac88d17d7f10fbd80ae3b34c1cd6,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00040,,,,,,,,,medium
skyharbor-air,SHA-INT-04-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CIO in SHA-INT-04-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CIO in SHA-INT-04-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3098,skyharbor-air:relationship:3098,synthetic-demo,8b1ee8fa5814b3ebfff14a6477051f7a81c91a397210e9bbcbf0e9db3307b6c7,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00041,,,,,,,,,medium
skyharbor-air,SHA-INT-04-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CIO in SHA-INT-04-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""IROPS Recovery Copilot"" by CIO in SHA-INT-04-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3099,skyharbor-air:relationship:3099,synthetic-demo,bf7b7196df2b526f3014e2fc7617e63bfbc5b5e235de033e17aaae46b1e99c8b,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00042,,,,,,,,,medium
skyharbor-air,SHA-INT-04-Q07,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CIO in SHA-INT-04-Q07",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CIO in SHA-INT-04-Q07",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3100,skyharbor-air:relationship:3100,synthetic-demo,a5a947e8afc909261e8024f667dd3b547d23f69bd73526d4224f89cd3ff4bcf2,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00043,,,,,,,,,medium
skyharbor-air,SHA-INT-04-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CIO in SHA-INT-04-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CIO in SHA-INT-04-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3101,skyharbor-air:relationship:3101,synthetic-demo,2c6a21129b0e4c0c9cb9248d9fb68faedb62df35e2e1de941e0bb9e1041b3a41,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00044,,,,,,,,,medium
skyharbor-air,SHA-INT-04-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CIO in SHA-INT-04-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CIO in SHA-INT-04-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3102,skyharbor-air:relationship:3102,synthetic-demo,e05ca142515483ba3a64fc66a859898880b4561e7bc339acb47cef8b7711391b,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00045,,,,,,,,,high
skyharbor-air,SHA-INT-04-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CIO in SHA-INT-04-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CIO in SHA-INT-04-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3103,skyharbor-air:relationship:3103,synthetic-demo,6575b488b42cefb6a6b79794249e1817982b61e0fd097697917a568158dbe536,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00047,,,,,,,,,medium
skyharbor-air,SHA-INT-04-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CIO in SHA-INT-04-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""application portfolio management system"" by CIO in SHA-INT-04-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3104,skyharbor-air:relationship:3104,synthetic-demo,2a5917d41187c118aea9d0922c10bf0fb72391658a322043c418fba209253a0b,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00048,,,,,,,,,high
skyharbor-air,SHA-INT-05-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3105,skyharbor-air:relationship:3105,synthetic-demo,58682836bc9c97ad872d56c506d2a7c6efb150c4fc23b47491ee86d2682f406e,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00049,,,,,,,,,high
skyharbor-air,SHA-INT-05-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3107,skyharbor-air:relationship:3107,synthetic-demo,46f01a020b0110b1a278703376ea5be077f7c78d6bf8e75bb820a4ba1133f6ce,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00050,,,,,,,,,medium
skyharbor-air,SHA-INT-05-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CTO in SHA-INT-05-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CTO in SHA-INT-05-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3108,skyharbor-air:relationship:3108,synthetic-demo,67d989aeee5601f8043300a4d330ae31ca44cde5dedee282de1de1ce53d5e470,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00052,,,,,,,,,medium
skyharbor-air,SHA-INT-05-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3109,skyharbor-air:relationship:3109,synthetic-demo,b76140eec963350d8f55574c5c8ecebf4c9cf89268527c9e5b504d6393bba034,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00054,,,,,,,,,high
skyharbor-air,SHA-INT-05-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3110,skyharbor-air:relationship:3110,synthetic-demo,c0bd93e53cce0bd1a6aa2d51f79552cbfd663cbee0fac7be27789e4300851802,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00056,,,,,,,,,medium
skyharbor-air,SHA-INT-05-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3111,skyharbor-air:relationship:3111,synthetic-demo,aa8cff78e0fbc921a6826e77965bec0e0483bc9174bc5567a2dfe10618462746,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00057,,,,,,,,,high
skyharbor-air,SHA-INT-05-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3112,skyharbor-air:relationship:3112,synthetic-demo,234d09c00f28a76a937a586c57423e6a3028b53e65672158d651f4e325f1896d,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00059,,,,,,,,,medium
skyharbor-air,SHA-INT-05-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""departure control system"" by CTO in SHA-INT-05-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3113,skyharbor-air:relationship:3113,synthetic-demo,8a754493a58b765456c6eec40a515042971f13b692547a5a3f017603eab0ae1c,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00060,,,,,,,,,high
skyharbor-air,SHA-INT-06-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CDAO in SHA-INT-06-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CDAO in SHA-INT-06-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3114,skyharbor-air:relationship:3114,synthetic-demo,185ac9b5989c9f45bab44c7c8ddf2ead2f1834c2fb190ce7348fde1e9b82703a,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00061,,,,,,,,,high
skyharbor-air,SHA-INT-06-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CDAO in SHA-INT-06-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""MRO system"" by CDAO in SHA-INT-06-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3116,skyharbor-air:relationship:3116,synthetic-demo,520768f41c59396dd5046ca18b38b5ea68d8408afeb70e39151131e4f21217db,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00064,,,,,,,,,medium
skyharbor-air,SHA-INT-06-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CDAO in SHA-INT-06-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Snowflake Analytics Migration"" by CDAO in SHA-INT-06-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3118,skyharbor-air:relationship:3118,synthetic-demo,77b272124c067c354a7ada4d996c615defe94ccda53a2e0326c0a3191fa7cb52,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00065,,,,,,,,,medium
