tenant_key,vendor_name,contract_name,service_category,business_owner,contract_owner,annual_spend_usd,term_start,term_end,renewal_date,commercial_model,supported_systems,supported_functions,risk_rating,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,vendor_id,inherited_line_of_business,inherited_function_tier,inherited_segment_hops
skyharbor-air,Collibra,Data Governance Catalog Subscription,Data Catalog / Governance Software,Chief Data & Analytics Officer,VP Data & AI Platforms,1650000,2023-01-01,2026-12-31,2026-09-30,per_user_subscription,Collibra Data Catalog,"Data, Analytics & AI",low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,32,VEND-0031,synthetic-demo,5b4201fbad96bee70795ef642323a2be48addd04f346e54f8b3ab6ea7d780e20,enriched_dense_synthetic_generation_2026_07,none,VEN-b53a48e309,enterprise;loyalty;mainline;mro;regional,back;front;middle,1
skyharbor-air,Tableau Software (Salesforce),BI Platform Subscription,Business Intelligence Software,Chief Data & Analytics Officer,VP Data & AI Platforms,2900000,2021-01-01,2026-12-31,2026-09-30,per_user_subscription,Tableau Enterprise BI,"Data, Analytics & AI",low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,33,VEND-0032,synthetic-demo,238db6e57d49274d7cca2bd7b202a56ae42378d09bfe474b00e7b62905b1ab69,enriched_dense_synthetic_generation_2026_07,none,VEN-4a59573da2,enterprise;loyalty;mainline;mro;regional,back;front;middle,1
skyharbor-air,Microsoft (Power BI),Power BI Premium Capacity Agreement,Business Intelligence Software,Chief Data & Analytics Officer,VP Data & AI Platforms,1450000,2023-01-01,2026-12-31,2026-09-30,capacity_based_subscription,Power BI Premium (Finance & Ops),"Data, Analytics & AI",low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,34,VEND-0033,synthetic-demo,c13fff671a5d690191f918c6dc7112f9daccef7fa2884b2818924b7f1570d875,enriched_dense_synthetic_generation_2026_07,none,VEN-738e1e4d95,enterprise;loyalty;mainline;mro;regional,back;front;middle,1
skyharbor-air,Anthropic PBC,Claude Enterprise / API Agreement (audited egress),GenAI Model Platform,Chief Data & Analytics Officer,VP Data & AI Platforms,3800000,2025-06-01,2027-05-31,2027-02-28,consumption_based_token_usage,Enterprise GenAI Gateway / Answer Generation Path,"Data, Analytics & AI",medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,35,VEND-0034,synthetic-demo,46922dfb71b34e0f5327b5b5c324e7387da454149ec2fdba7425df851ab9798f,enriched_dense_synthetic_generation_2026_07,none,VEN-47d27aad91,enterprise;loyalty;mainline;mro;regional,back;front;middle,1
skyharbor-air,ServiceNow Inc.,ITSM & CMDB Platform Subscription,IT Service Management Software,VP IT Service Management,VP IT Service Management & Support,8600000,2022-01-01,2026-12-31,2026-09-30,per_agent_subscription,ServiceNow ITSM; ServiceNow CMDB; ServiceNow HR Case Management; ServiceNow Facilities,Information Technology & Digital,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,36,VEND-0035,synthetic-demo,c50d67572b8248d6fd5a7046629583df54dbce053f0ec5f5a95c1a4d83e3f0df,enriched_dense_synthetic_generation_2026_07,none,VEN-8fbd7f69fc,enterprise,back,1
skyharbor-air,Okta Inc.,Workforce Identity Subscription,Identity & Access Management,CISO,Cybersecurity & IT Risk,3100000,2022-06-01,2026-05-31,2026-02-28,per_user_subscription,Okta Workforce Identity,Cybersecurity & IT Risk,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,37,VEND-0036,synthetic-demo,838534a163514849c9243a3b4a72768112dc6a858cfbfe53ce40def5f32c31f0,enriched_dense_synthetic_generation_2026_07,none,VEN-e3619be544,enterprise,back,1
skyharbor-air,CyberArk Software,Privileged Access Management Subscription,PAM Software,CISO,Cybersecurity & IT Risk,2200000,2023-01-01,2026-12-31,2026-09-30,per_privileged_account_subscription,CyberArk PAM (partial tier-1 coverage),Cybersecurity & IT Risk,high,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,38,VEND-0037,synthetic-demo,c80821d44eda4092322ba8d6b8e845509770b5fe1bb33b3b0267cc6fbf50ae1d,enriched_dense_synthetic_generation_2026_07,none,VEN-e4e084bb14,enterprise,back,1
skyharbor-air,CrowdStrike Holdings,Endpoint Detection & MDR Agreement,Endpoint Security / MDR,CISO,Cybersecurity & IT Risk,4300000,2023-01-01,2026-12-31,2026-09-30,per_endpoint_subscription,CrowdStrike EDR/MDR,Cybersecurity & IT Risk,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,39,VEND-0038,synthetic-demo,2b8ec31daaa471d39f552d139dcc88d557ade23f59aa94d4c2e018e4951d6152,enriched_dense_synthetic_generation_2026_07,none,VEN-c75743748f,enterprise,back,1
skyharbor-air,Splunk Inc.,SIEM Platform License,Security Information & Event Management,CISO,Cybersecurity & IT Risk,3900000,2022-01-01,2026-12-31,2026-09-30,ingest_volume_based_license,Splunk Enterprise Security (SOC),Cybersecurity & IT Risk,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,40,VEND-0039,synthetic-demo,3b16057702fb6829fba94d4882d7136afb72ce6c3a08a225a210746d61786d58,enriched_dense_synthetic_generation_2026_07,none,VEN-9021f51e1b,enterprise,back,1
skyharbor-air,Palo Alto Networks,Managed Firewall & Prisma Access Agreement,Network Security,CISO,Cybersecurity & IT Risk,3400000,2022-06-01,2026-05-31,2026-02-28,subscription_plus_support,Perimeter Firewall Fleet; Prisma Access (remote/station connectivity),Cybersecurity & IT Risk,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,41,VEND-0040,synthetic-demo,a26c64b517b25ec4de957537b8ccb669aca3ce2a530db4bc74188b66eb097c76,enriched_dense_synthetic_generation_2026_07,none,VEN-167d8c05bb,enterprise,back,1
skyharbor-air,Cisco Systems,Network Infrastructure & Support Agreement,Network Hardware & Support,VP Infrastructure & Cloud,VP Infrastructure & Cloud,12700000,2021-01-01,2026-12-31,2026-09-30,hardware_plus_smartnet_support,Airport Station LAN/WAN Fleet; Data Center Core Switching,Information Technology & Digital,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,42,VEND-0041,synthetic-demo,9f305ba98d72f20805466e75cbb6e354bb9da59384f0de96fa079622f926c159,enriched_dense_synthetic_generation_2026_07,none,VEN-b4ed2a93be,enterprise,back,1
skyharbor-air,Verizon Business,Enterprise WAN & MPLS Services Agreement,Telecommunications,VP Infrastructure & Cloud,VP Infrastructure & Cloud,9100000,2021-01-01,2026-12-31,2026-09-30,committed_bandwidth_subscription,Station MPLS/SD-WAN Network,Information Technology & Digital,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,43,VEND-0042,synthetic-demo,b6f6cdfc425d5bae60be65039aae9eac073b11764e722dd7ae59995f86026909,enriched_dense_synthetic_generation_2026_07,none,VEN-6625fc6f48,enterprise,back,1
skyharbor-air,Inmarsat (Viasat),Aircraft Satcom Connectivity Agreement,Satellite Communications,SVP Flight Operations,VP Flight & Crew Systems,14500000,2022-01-01,2027-12-31,2027-06-30,per_aircraft_subscription,Flight Following / ACARS Datalink,Flight Operations,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,44,VEND-0043,synthetic-demo,8c990a13fe61f17a6ec8518efe60c38a92d83e6e70eac1dca8713cb1251aad25,enriched_dense_synthetic_generation_2026_07,none,VEN-86126940ea,mainline;regional,middle,1
skyharbor-air,Panasonic Avionics,In-Flight Entertainment Content & Connectivity Agreement,IFE / Onboard Connectivity,VP In-Flight Services,VP Airport & Ground Systems,11200000,2021-01-01,2027-12-31,2027-06-30,per_aircraft_subscription,IFE Content Management System; Onboard Wi-Fi Connectivity,In-Flight Services & Catering,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,45,VEND-0044,synthetic-demo,08b3ac030bdd5aaf86cd49d398971e3225b7acb8fee4e87fe50c2e3fb3f8203c,enriched_dense_synthetic_generation_2026_07,none,VEN-7c0b460be7,cargo;enterprise;loyalty;mainline;mro;regional,back;front;middle,1
skyharbor-air,Collins Aerospace,Cabin & Avionics Systems Support Agreement,Avionics / Cabin Systems Support,SVP Technical Operations,Director MRO Systems,7800000,2020-01-01,2027-12-31,2027-06-30,hardware_support_agreement,Onboard Avionics Fleet; Cabin Management Systems,Maintenance & Engineering (MRO),low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,46,VEND-0045,synthetic-demo,61be94645d5906b0997acd831bc4ed4548ac9016133df607880d6dcd74c37ffd,enriched_dense_synthetic_generation_2026_07,none,VEN-c7dea99003,mainline;mro;regional,middle,1
skyharbor-air,Honeywell Aerospace,Engine & Avionics OEM Data Feed Agreement,OEM Technical Data Feeds,SVP Technical Operations,Director MRO Systems,2100000,2021-01-01,2026-12-31,2026-09-30,data_feed_subscription,Engine Health Monitoring Feed (Honeywell platforms),Maintenance & Engineering (MRO),low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,47,VEND-0046,synthetic-demo,111708bc7c2a20f98a4b6ee329fae84e7b0f637005d795e07a97a02d649efeed,enriched_dense_synthetic_generation_2026_07,none,VEN-bfad679d6d,mainline;mro;regional,middle,1
skyharbor-air,GE Aerospace,Engine Health Monitoring Data Agreement,OEM Technical Data Feeds,SVP Technical Operations,Director MRO Systems,2600000,2021-01-01,2026-12-31,2026-09-30,data_feed_subscription,Engine Health Monitoring Feed (GE platforms),Maintenance & Engineering (MRO),low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,48,VEND-0047,synthetic-demo,beab8be38d5b4eb64b5fbf6ac9a9e90a24372d1218a4636571fdcadf2944cef9,enriched_dense_synthetic_generation_2026_07,none,VEN-cf72ed16ad,mainline;mro;regional,middle,1
skyharbor-air,Rolls-Royce plc,TotalCare Engine Data & Support Agreement,OEM Technical Data Feeds & Engine Support,SVP Technical Operations,Director MRO Systems,2300000,2020-01-01,2027-12-31,2027-06-30,power_by_the_hour_plus_data_feed,Engine Health Monitoring Feed (Rolls-Royce platforms),Maintenance & Engineering (MRO),low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,49,VEND-0048,synthetic-demo,b8b4019e2497a57730c25edf06e6824f0d9ec038da3b14b561ea836dc96bb2b6,enriched_dense_synthetic_generation_2026_07,none,VEN-eba334047c,mainline;mro;regional,middle,1
skyharbor-air,IBM Global Services,Application & Infrastructure Managed Services Agreement,IT Managed Services,VP Infrastructure & Cloud,Director Mainframe & Legacy Platforms,18900000,2020-01-01,2027-12-31,2027-06-30,fixed_fee_plus_variable,Mainframe Operations; Select Application Managed Services,Information Technology & Digital,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,50,VEND-0049,synthetic-demo,32c47d975e1c42add00265950b4dddbbb1fe70fd49dfe9e046a1619bb469c1a0,enriched_dense_synthetic_generation_2026_07,none,VEN-689b863e3a,enterprise,back,1
skyharbor-air,Accenture,Application Managed Services Agreement (non-core),IT Managed Services,VP Enterprise Applications,VP Enterprise Applications,9700000,2022-01-01,2026-12-31,2026-09-30,fixed_fee_plus_variable,Non-core enterprise application support,Information Technology & Digital,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,51,VEND-0050,synthetic-demo,5d99da08f9abae65bcaecf1cc7034d7db779ad54fcacbfe8165206b946105740,enriched_dense_synthetic_generation_2026_07,none,VEN-19b50791c9,enterprise,back,1
skyharbor-air,Deloitte Consulting,Digital Platform Managed Services Agreement,Systems Integration / Managed Services,VP Enterprise Applications,VP Enterprise Applications,6400000,2023-01-01,2026-12-31,2026-09-30,time_and_materials,Direct Booking Web Platform,"Distribution, Sales & E-Commerce",low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,52,VEND-0051,synthetic-demo,2bab01fc121408d6ee64beabce632468391c34f35fbcbf004568ee22e72c6bc4,targeted_scope_correction_2026_08,none,VEN-33a4dc8680,cargo;enterprise;loyalty;mainline;regional,back;front;middle,1
skyharbor-air,Infosys BPM,IT Service Desk Outsourcing Agreement,IT Service Desk BPO,VP IT Service Management,VP IT Service Management & Support,8100000,2022-01-01,2026-12-31,2026-09-30,per_ticket_fee,Tier-1 IT Service Desk,Information Technology & Digital,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,53,VEND-0052,synthetic-demo,ddf1573e1f34a3ee42475c6cbc85e507e4c0820ebcece3d8ead2cc61b11bb35c,enriched_dense_synthetic_generation_2026_07,none,VEN-cd90120ff0,enterprise,back,1
skyharbor-air,Genpact,Accounts Payable Processing Agreement,Finance BPO,CFO,VP Enterprise Applications,5200000,2021-01-01,2026-12-31,2026-09-30,per_invoice_fee,SAP FI (AP processing),Finance & Accounting,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,54,VEND-0053,synthetic-demo,c749ea1aee5470e6272b82ece48d28f1109f47ba8ecd969f690f3c334c0c85fd,enriched_dense_synthetic_generation_2026_07,none,VEN-ef98b6c379,cargo;enterprise;mainline;regional,back;front;middle,1
skyharbor-air,Foundever (Sitel Group),Contact Center Overflow Outsourcing Agreement,Contact Center BPO,VP Customer Experience,Director Contact Center & CX Technology,22800000,2022-01-01,2026-12-31,2026-09-30,per_agent_fte_fee,Genesys Cloud CX (overflow seats),Customer Experience & Contact Center,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,55,VEND-0054,synthetic-demo,09b193de81df82104ba535630c48bdc9808cbf379500c5dfc786111a8e0c8e1b,enriched_dense_synthetic_generation_2026_07,none,VEN-afbe600c86,loyalty;mainline;regional,front,1
skyharbor-air,Menzies Aviation,Outstation Ground Handling Agreement,Ground Handling Services,SVP Airport Operations,VP Airport & Ground Systems,41000000,2021-01-01,2026-12-31,2026-09-30,per_turn_fee,Ground handling app at outstations (multiple),Airport & Ground Operations,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,56,VEND-0055,synthetic-demo,a33faa827e5b22ba77a367d4d2ce11abf4d03ca9f7786f19b765f0ea4eecd4ca,enriched_dense_synthetic_generation_2026_07,none,VEN-fbebb1b0b5,cargo;mainline;regional,front;middle,1
skyharbor-air,Swissport International,Outstation Ground Handling Agreement,Ground Handling Services,SVP Airport Operations,VP Airport & Ground Systems,33500000,2021-01-01,2026-12-31,2026-09-30,per_turn_fee,Ground handling app at outstations (multiple),Airport & Ground Operations,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,57,VEND-0056,synthetic-demo,61388e769e6d365327a6337bf5345418d16f9097838eccea371df3c7d79dce73,enriched_dense_synthetic_generation_2026_07,none,VEN-6c8d7dfc09,cargo;mainline;regional,front;middle,1
skyharbor-air,Gate Gourmet (dnata),Inflight Catering Supply Agreement,Catering Services,VP In-Flight Services,VP In-Flight Services,62000000,2021-01-01,2027-12-31,2027-06-30,per_meal_fee,Catering Planning & Ordering System,In-Flight Services & Catering,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,58,VEND-0057,synthetic-demo,77d1c5dbceb44dca66de435e4566b49f13c784530dfc45a59c22b765818ce380,enriched_dense_synthetic_generation_2026_07,none,VEN-30909455f2,cargo;mainline;regional,front;middle,1
skyharbor-air,JLL (Jones Lang LaSalle),Facilities Management Agreement,Facilities Management Services,VP Corporate Real Estate,VP Corporate Real Estate & Facilities,8300000,2022-01-01,2027-12-31,2027-06-30,fixed_fee,IBM Maximo CMMS,Corporate Real Estate & Facilities,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,59,VEND-0058,synthetic-demo,ad05a876fa69822439d8e74abab40ce7f779e1018af3831a0d01a38042016f69,enriched_dense_synthetic_generation_2026_07,none,VEN-aa300db6ca,enterprise,back,1
skyharbor-air,IBM Corporation (Maximo),Maximo CMMS License,Facilities / Asset Management Software,VP Corporate Real Estate,VP Corporate Real Estate & Facilities,1100000,2022-01-01,2027-12-31,2027-06-30,annual_license,IBM Maximo CMMS,Corporate Real Estate & Facilities,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,60,VEND-0059,synthetic-demo,5d2937dec3dddf5f1eb672be529ed17db2015ebd929fec49e56cd427385ace8b,enriched_dense_synthetic_generation_2026_07,none,VEN-dcc7cbf98d,enterprise,back,1
skyharbor-air,ATPCO,Fare Data Distribution Agreement,Fare Distribution Data Feed,VP Revenue Management,VP Commercial & Distribution Systems,3100000,2021-01-01,2026-12-31,2026-09-30,subscription_fee,Fare Filing / ATPCO Interface,Revenue Management & Pricing,medium,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,61,VEND-0060,synthetic-demo,a5d8bf77c70b977ed2f3df5ef52b95b7cc4ccbb87bc68a719411cd1911277811,enriched_dense_synthetic_generation_2026_07,none,VEN-16ec66d59f,cargo;loyalty;mainline;regional,front;middle,1
skyharbor-air,Lido (Lufthansa Systems),Flight & Network Planning Software Agreement,Network Planning Software,VP Network Planning,VP Commercial & Distribution Systems,3900000,2020-01-01,2027-12-31,2027-06-30,annual_license,Lido/NetLine Schedule Planning; Fleet Assignment Optimizer,Network Planning & Scheduling,low,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,universal-standard-v3,62,VEND-0061,synthetic-demo,8a55a0c8be7be31ac8f58b1df2cb7f56cf996a37bd6988aa431b8aca7d4c36b6,enriched_dense_synthetic_generation_2026_07,none,VEN-13ea37b34a,cargo;loyalty;mainline;regional,front;middle,1
