tenant_key,source_record_id,ai_program_id,ai_use_case_id,stakeholder_role,interview_track,question,answer_summary,what_is_working,what_is_not_working,current_baseline,target_or_promise,evidence_request,follow_up_artifact_needed,decision_pressure,named_owner,confidence,evidence_id,interview_date,interview_format,interview_duration_minutes,verbatim_quote,consent_to_attribute,corroboration_count,corroboration_status,sentiment,contradicts_record,theme_tags,evidence_staleness_days
skyharbor-air,SA10-0143,,,SVP Technical Operations,portfolio,"Which initiative is most at risk, and what is the honest reason?",We approved Loyalty personalization modernization with a benefit number and nobody has been back to check whether it landed.,,We approved Loyalty personalization modernization with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,audit finding record,yes,none stated,SVP Technical Operations,medium,EV-SKY-0143,2026-04-22,one_to_one,90,"""We approved Loyalty personalization modernization with a benefit number and nobody has been back to check whether it landed.""",role_only,25,corroborated_multi_source,negative,yes_conflicts_with_system_data,value_realisation,117
skyharbor-air,SA10-0144,,,SVP Technical Operations,data_ai,"What has AI actually changed in your area, as opposed to what has been piloted?",I do not trust the Maintenance & Engineering (MRO) numbers without checking them against the source. Most of my team keeps their own extract.,,I do not trust the Maintenance & Engineering (MRO) numbers without checking them against the source. Most of my team keeps their own extract.,Not separately measured,,audit finding record,yes,none stated,SVP Technical Operations,high,EV-SKY-0144,2026-04-22,one_to_one,90,"""I do not trust the Maintenance & Engineering (MRO) numbers without checking them against the source. Most of my team keeps their own extract.""",role_only,22,corroborated_multi_source,negative,no_conflict_identified,data_trust,117
skyharbor-air,SA10-0145,,,SVP Technical Operations,challenges,"Where does effort leak — work that gets done twice, or done manually that should not be?",Reconciling Maintenance & Engineering (MRO) data between iCargo Track & Trace and the ledger is manual and takes days at every close.,,Reconciling Maintenance & Engineering (MRO) data between iCargo Track & Trace and the ledger is manual and takes days at every close.,Not separately measured,,contract copy,yes,board review,SVP Technical Operations,medium,EV-SKY-0145,2026-04-22,one_to_one,90,"""Reconciling Maintenance & Engineering (MRO) data between iCargo Track & Trace and the ledger is manual and takes days at every close.""",role_only,22,corroborated_multi_source,negative,no_conflict_identified,manual_effort,117
skyharbor-air,SA10-0146,,,SVP Technical Operations,challenges,"If a critical system failed tomorrow, where would the recovery actually struggle?",Reconciling Maintenance & Engineering (MRO) data between Workday Core HR and the ledger is manual and takes days at every close.,,Reconciling Maintenance & Engineering (MRO) data between Workday Core HR and the ledger is manual and takes days at every close.,Not separately measured,,system report,yes,contract renewal,SVP Technical Operations,medium,EV-SKY-0146,2026-04-22,one_to_one,90,"""Reconciling Maintenance & Engineering (MRO) data between Workday Core HR and the ledger is manual and takes days at every close.""",role_only,22,corroborated_multi_source,negative,no_conflict_identified,manual_effort,117
skyharbor-air,SA10-0147,,,SVP Technical Operations,current_state,"Which systems are genuinely fit for purpose, and which are you working around?","Crew Legality & FAR117 Tracking does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.",,,Not separately measured,,contract copy,yes,contract renewal,SVP Technical Operations,high,EV-SKY-0147,2026-04-22,one_to_one,90,"""Crew Legality & FAR117 Tracking does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.""",role_only,19,corroborated_multi_source,negative,no_conflict_identified,estate_fragmentation,117
skyharbor-air,SA10-0148,,,SVP Technical Operations,ways_of_working,Where does governance add time without changing the outcome?,"I stopped escalating the Maintenance & Engineering (MRO) resourcing issue. It gets acknowledged and nothing changes, so now I work around it.",,"I stopped escalating the Maintenance & Engineering (MRO) resourcing issue. It gets acknowledged and nothing changes, so now I work around it.",Not separately measured,,audit finding record,yes,none stated,SVP Technical Operations,medium,EV-SKY-0148,2026-04-22,one_to_one,90,"""I stopped escalating the Maintenance & Engineering (MRO) resourcing issue. It gets acknowledged and nothing changes, so now I work around it.""",role_only,5,corroborated_multi_source,negative,no_conflict_identified,escalation_fatigue,117
skyharbor-air,SA10-0149,,,SVP Technical Operations,data_ai,"Where do you not trust the numbers, and what do you do instead?","Maintenance & Engineering (MRO) decisions are made on data that is a day old. By the time we see it, the operational window has closed.",,"Maintenance & Engineering (MRO) decisions are made on data that is a day old. By the time we see it, the operational window has closed.",Not separately measured,,process timing study,no,contract renewal,SVP Technical Operations,medium,EV-SKY-0149,2026-04-22,one_to_one,90,"""Maintenance & Engineering (MRO) decisions are made on data that is a day old. By the time we see it, the operational window has closed.""",role_only,10,corroborated_multi_source,negative,no_conflict_identified,data_latency,117
skyharbor-air,SA10-0150,,,SVP Technical Operations,priorities,Where do your priorities differ from what the enterprise plan says they are?,"In eighteen months I want to be able to answer what Maintenance & Engineering (MRO) costs and what it delivers, without a three-week exercise.",,,Not separately measured,,cost centre breakdown,no,next budget cycle,SVP Technical Operations,medium,EV-SKY-0150,2026-04-22,one_to_one,90,"""In eighteen months I want to be able to answer what Maintenance & Engineering (MRO) costs and what it delivers, without a three-week exercise.""",role_only,21,corroborated_multi_source,neutral,no_conflict_identified,success_definition,117
skyharbor-air,SA10-0151,,,SVP Technical Operations,portfolio,What is in the portfolio that you would stop if the decision were yours alone?,"Slot Coordination Workflow Automation will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",,"Slot Coordination Workflow Automation will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",Not separately measured,,system report,no,board review,SVP Technical Operations,high,EV-SKY-0151,2026-04-22,one_to_one,90,"""Slot Coordination Workflow Automation will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.""",role_only,13,corroborated_multi_source,negative,no_conflict_identified,date_confidence,117
skyharbor-air,SA10-0152,,,SVP Technical Operations,sourcing,Where are you paying for capacity or licences you are not using?,Amadeus IT Group. We cannot change anything without their professional services and their queue is eight weeks.,,Amadeus IT Group. We cannot change anything without their professional services and their queue is eight weeks.,Not separately measured,,system report,no,board review,SVP Technical Operations,medium,EV-SKY-0152,2026-04-22,one_to_one,90,"""Amadeus IT Group. We cannot change anything without their professional services and their queue is eight weeks.""",role_only,21,corroborated_multi_source,negative,no_conflict_identified,vendor_dependency,117
skyharbor-air,SA10-0153,,,SVP Technical Operations,current_state,"Which parts of the estate do you have good visibility into, and which are opaque?","Most of the fragility is not in the systems, it is between them. The interfaces around Databricks — MRO Predictive Workspace break whenever either end is patched.",,,Not separately measured,,audit finding record,no,board review,SVP Technical Operations,medium,EV-SKY-0153,2026-04-22,one_to_one,90,"""Most of the fragility is not in the systems, it is between them. The interfaces around Databricks — MRO Predictive Workspace break whenever either end is patched.""",role_only,20,corroborated_multi_source,negative,yes_conflicts_with_system_data,integration_debt,117
skyharbor-air,SA10-0154,,,SVP Technical Operations,portfolio,"Which programmes are you accountable for, and how confident are you in their dates?","We approved Airport, Common-Use & Baggage Technology Modernization Program with a benefit number and nobody has been back to check whether it landed.",,"We approved Airport, Common-Use & Baggage Technology Modernization Program with a benefit number and nobody has been back to check whether it landed.",Not separately measured,,contract copy,yes,contract renewal,SVP Technical Operations,medium,EV-SKY-0154,2026-04-22,one_to_one,90,"""We approved Airport, Common-Use & Baggage Technology Modernization Program with a benefit number and nobody has been back to check whether it landed.""",role_only,25,corroborated_multi_source,negative,no_conflict_identified,value_realisation,117
skyharbor-air,SA10-0155,,,SVP Technical Operations,value,Which benefit case are you least confident actually landed?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,process timing study,no,next budget cycle,SVP Technical Operations,high,EV-SKY-0155,2026-04-22,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",role_only,25,corroborated_multi_source,negative,no_conflict_identified,value_realisation,117
skyharbor-air,SA10-0156,,,SVP Technical Operations,data_ai,What would have to be true before you would let an agent act without a human check?,I do not trust the Maintenance & Engineering (MRO) numbers without checking them against the source. Most of my team keeps their own extract.,,I do not trust the Maintenance & Engineering (MRO) numbers without checking them against the source. Most of my team keeps their own extract.,Not separately measured,,contract copy,no,none stated,SVP Technical Operations,medium,EV-SKY-0156,2026-04-22,one_to_one,90,"""I do not trust the Maintenance & Engineering (MRO) numbers without checking them against the source. Most of my team keeps their own extract.""",role_only,22,corroborated_multi_source,negative,no_conflict_identified,data_trust,117
skyharbor-air,SA10-0157,,,SVP Technical Operations,challenges,Which problem have you raised more than once without it moving?,"We are not short of ideas, we are short of people who can safely change Crew Legality & FAR117 Tracking. Everything queues behind the same four engineers.",,"We are not short of ideas, we are short of people who can safely change Crew Legality & FAR117 Tracking. Everything queues behind the same four engineers.",Not separately measured,,cost centre breakdown,no,board review,SVP Technical Operations,medium,EV-SKY-0157,2026-04-22,one_to_one,90,"""We are not short of ideas, we are short of people who can safely change Crew Legality & FAR117 Tracking. Everything queues behind the same four engineers.""",role_only,12,corroborated_multi_source,negative,no_conflict_identified,throughput_constraint,117
skyharbor-air,SA10-0158,,,SVP Technical Operations,organisation,"Where are you thin on skills, and how are you covering it today?","Honestly, about seventy per cent run. The change portfolio assumes the reverse and nobody has corrected the assumption.",,"Honestly, about seventy per cent run. The change portfolio assumes the reverse and nobody has corrected the assumption.",Not separately measured,,cost centre breakdown,no,board review,SVP Technical Operations,high,EV-SKY-0158,2026-04-22,one_to_one,90,"""Honestly, about seventy per cent run. The change portfolio assumes the reverse and nobody has corrected the assumption.""",role_only,4,corroborated_multi_source,negative,no_conflict_identified,run_change_ratio,117
skyharbor-air,SA10-0159,,,SVP Airport Operations,priorities,What would you need to be true in eighteen months to consider this period a success?,"In eighteen months I want to be able to answer what Airport & Ground Operations costs and what it delivers, without a three-week exercise.",,,Not separately measured,,process timing study,no,none stated,SVP Airport Operations,medium,EV-SKY-0159,2026-06-25,one_to_one,90,"""In eighteen months I want to be able to answer what Airport & Ground Operations costs and what it delivers, without a three-week exercise.""",named,21,corroborated_multi_source,neutral,no_conflict_identified,success_definition,53
skyharbor-air,SA10-0160,,,SVP Airport Operations,value,How do you know whether last year's investment delivered what it promised?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,process timing study,yes,contract renewal,SVP Airport Operations,high,EV-SKY-0160,2026-06-25,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",named,25,corroborated_multi_source,negative,no_conflict_identified,value_realisation,53
skyharbor-air,SA10-0161,,,SVP Airport Operations,challenges,What is the single biggest constraint on your team's throughput right now?,"We are not short of ideas, we are short of people who can safely change Supplier Onboarding Intake Tracker. Everything queues behind the same four engineers.",,"We are not short of ideas, we are short of people who can safely change Supplier Onboarding Intake Tracker. Everything queues behind the same four engineers.",Not separately measured,,process timing study,no,board review,SVP Airport Operations,medium,EV-SKY-0161,2026-06-25,one_to_one,90,"""We are not short of ideas, we are short of people who can safely change Supplier Onboarding Intake Tracker. Everything queues behind the same four engineers.""",named,12,corroborated_multi_source,negative,no_conflict_identified,throughput_constraint,53
skyharbor-air,SA10-0162,,,SVP Airport Operations,current_state,What would surprise an outsider about how this actually runs day to day?,"Most of the fragility is not in the systems, it is between them. The interfaces around Flight-Plan Amendment History Coordination App break whenever either end is patched.",,,Not separately measured,,process timing study,no,none stated,SVP Airport Operations,medium,EV-SKY-0162,2026-06-25,one_to_one,90,"""Most of the fragility is not in the systems, it is between them. The interfaces around Flight-Plan Amendment History Coordination App break whenever either end is patched.""",named,20,corroborated_multi_source,negative,no_conflict_identified,integration_debt,53
skyharbor-air,SA10-0163,,,SVP Airport Operations,portfolio,"Which initiative is most at risk, and what is the honest reason?","Loyalty personalization modernization will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",,"Loyalty personalization modernization will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",Not separately measured,,contract copy,no,next budget cycle,SVP Airport Operations,high,EV-SKY-0163,2026-06-25,one_to_one,90,"""Loyalty personalization modernization will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.""",named,13,corroborated_multi_source,negative,no_conflict_identified,date_confidence,53
skyharbor-air,SA10-0164,,,SVP Airport Operations,portfolio,"Which programmes are you accountable for, and how confident are you in their dates?",We approved Teradata to Snowflake Migration Program with a benefit number and nobody has been back to check whether it landed.,,We approved Teradata to Snowflake Migration Program with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,cost centre breakdown,no,contract renewal,SVP Airport Operations,medium,EV-SKY-0164,2026-06-25,one_to_one,90,"""We approved Teradata to Snowflake Migration Program with a benefit number and nobody has been back to check whether it landed.""",named,25,corroborated_multi_source,negative,yes_conflicts_with_system_data,value_realisation,53
skyharbor-air,SA10-0165,,,SVP Airport Operations,priorities,Where do your priorities differ from what the enterprise plan says they are?,"Stabilising the Airport & Ground Operations platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.",,,Not separately measured,,process timing study,yes,board review,SVP Airport Operations,medium,EV-SKY-0165,2026-06-25,one_to_one,90,"""Stabilising the Airport & Ground Operations platform, ahead of anything new. We keep adding capability on a foundation that cannot carry it.""",named,25,corroborated_multi_source,neutral,no_conflict_identified,investment_priority,53
skyharbor-air,SA10-0166,,,SVP Airport Operations,current_state,"Which systems are genuinely fit for purpose, and which are you working around?","I have good visibility into Airport & Ground Operations, and almost none into what the business has bought directly without going through us.",,,Not separately measured,,system report,yes,none stated,SVP Airport Operations,medium,EV-SKY-0166,2026-06-25,one_to_one,90,"""I have good visibility into Airport & Ground Operations, and almost none into what the business has bought directly without going through us.""",named,10,corroborated_multi_source,negative,no_conflict_identified,visibility_gap,53
skyharbor-air,SA10-0167,,,SVP Airport Operations,sourcing,Where are you paying for capacity or licences you are not using?,Trax USA Corp. We cannot change anything without their professional services and their queue is eight weeks.,,Trax USA Corp. We cannot change anything without their professional services and their queue is eight weeks.,Not separately measured,,audit finding record,no,contract renewal,SVP Airport Operations,high,EV-SKY-0167,2026-06-25,one_to_one,90,"""Trax USA Corp. We cannot change anything without their professional services and their queue is eight weeks.""",named,21,corroborated_multi_source,negative,no_conflict_identified,vendor_dependency,53
skyharbor-air,SA10-0168,,,SVP Airport Operations,current_state,How would you describe the current state of the technology estate in your area?,"Most of the fragility is not in the systems, it is between them. The interfaces around ACARS / Satcom Datalink Gateway break whenever either end is patched.",,,Not separately measured,,audit finding record,yes,board review,SVP Airport Operations,medium,EV-SKY-0168,2026-06-25,one_to_one,90,"""Most of the fragility is not in the systems, it is between them. The interfaces around ACARS / Satcom Datalink Gateway break whenever either end is patched.""",named,20,corroborated_multi_source,negative,no_conflict_identified,integration_debt,53
skyharbor-air,SA10-0169,,,SVP Airport Operations,data_ai,Which decisions are still made on intuition because the data does not arrive in time?,I do not trust the Airport & Ground Operations numbers without checking them against the source. Most of my team keeps their own extract.,,I do not trust the Airport & Ground Operations numbers without checking them against the source. Most of my team keeps their own extract.,Not separately measured,,system report,no,contract renewal,SVP Airport Operations,medium,EV-SKY-0169,2026-06-25,one_to_one,90,"""I do not trust the Airport & Ground Operations numbers without checking them against the source. Most of my team keeps their own extract.""",named,22,corroborated_multi_source,negative,no_conflict_identified,data_trust,53
skyharbor-air,SA10-0170,,,SVP Airport Operations,risk,Which risk are you carrying that is accepted rather than mitigated?,The Airport & Ground Operations recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.,,The Airport & Ground Operations recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.,Not separately measured,,process timing study,no,contract renewal,SVP Airport Operations,high,EV-SKY-0170,2026-06-25,one_to_one,90,"""The Airport & Ground Operations recovery position is accepted rather than mitigated. It has been on the register for three years with the same owner.""",named,18,corroborated_multi_source,negative,no_conflict_identified,accepted_risk,53
skyharbor-air,SA10-0171,,,SVP Airport Operations,data_ai,"What has AI actually changed in your area, as opposed to what has been piloted?",I do not trust the Airport & Ground Operations numbers without checking them against the source. Most of my team keeps their own extract.,,I do not trust the Airport & Ground Operations numbers without checking them against the source. Most of my team keeps their own extract.,Not separately measured,,cost centre breakdown,no,board review,SVP Airport Operations,medium,EV-SKY-0171,2026-06-25,one_to_one,90,"""I do not trust the Airport & Ground Operations numbers without checking them against the source. Most of my team keeps their own extract.""",named,22,corroborated_multi_source,negative,no_conflict_identified,data_trust,53
skyharbor-air,SA10-0172,,,SVP Airport Operations,ways_of_working,Where does governance add time without changing the outcome?,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,,Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.,Not separately measured,,audit finding record,yes,contract renewal,SVP Airport Operations,high,EV-SKY-0172,2026-06-25,one_to_one,90,"""Architecture review adds six weeks and rarely changes the outcome. The standards are sensible; the process around them is not.""",named,23,corroborated_multi_source,negative,yes_conflicts_with_system_data,governance_friction,53
skyharbor-air,SA10-0173,,,SVP Airport Operations,challenges,What keeps you awake that the executive team does not fully appreciate?,Reconciling Airport & Ground Operations data between API Gateway / iPaaS (MuleSoft) and the ledger is manual and takes days at every close.,,Reconciling Airport & Ground Operations data between API Gateway / iPaaS (MuleSoft) and the ledger is manual and takes days at every close.,Not separately measured,,cost centre breakdown,no,board review,SVP Airport Operations,high,EV-SKY-0173,2026-06-25,one_to_one,90,"""Reconciling Airport & Ground Operations data between API Gateway / iPaaS (MuleSoft) and the ledger is manual and takes days at every close.""",named,22,corroborated_multi_source,negative,no_conflict_identified,manual_effort,53
skyharbor-air,SA10-0174,,,SVP Airport Operations,data_ai,What would have to be true before you would let an agent act without a human check?,I do not trust the Airport & Ground Operations numbers without checking them against the source. Most of my team keeps their own extract.,,I do not trust the Airport & Ground Operations numbers without checking them against the source. Most of my team keeps their own extract.,Not separately measured,,process timing study,no,next budget cycle,SVP Airport Operations,medium,EV-SKY-0174,2026-06-25,one_to_one,90,"""I do not trust the Airport & Ground Operations numbers without checking them against the source. Most of my team keeps their own extract.""",named,22,corroborated_multi_source,negative,no_conflict_identified,data_trust,53
skyharbor-air,SA10-0175,,,SVP Airport Operations,priorities,What are your top three priorities for the next twelve months?,"In eighteen months I want to be able to answer what Airport & Ground Operations costs and what it delivers, without a three-week exercise.",,,Not separately measured,,system report,yes,board review,SVP Airport Operations,medium,EV-SKY-0175,2026-06-25,one_to_one,90,"""In eighteen months I want to be able to answer what Airport & Ground Operations costs and what it delivers, without a three-week exercise.""",named,21,corroborated_multi_source,neutral,no_conflict_identified,success_definition,53
skyharbor-air,SA10-0176,,,SVP Airport Operations,current_state,"Which parts of the estate do you have good visibility into, and which are opaque?","Informatica Data Quality does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.",,,Not separately measured,,contract copy,yes,contract renewal,SVP Airport Operations,high,EV-SKY-0176,2026-06-25,one_to_one,90,"""Informatica Data Quality does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.""",named,19,corroborated_multi_source,negative,no_conflict_identified,estate_fragmentation,53
skyharbor-air,SA10-0177,,,SVP Airport Operations,challenges,Which problem have you raised more than once without it moving?,Reconciling Airport & Ground Operations data between Engine Health Monitoring Feed — GE and the ledger is manual and takes days at every close.,,Reconciling Airport & Ground Operations data between Engine Health Monitoring Feed — GE and the ledger is manual and takes days at every close.,Not separately measured,,system report,yes,contract renewal,SVP Airport Operations,medium,EV-SKY-0177,2026-06-25,one_to_one,90,"""Reconciling Airport & Ground Operations data between Engine Health Monitoring Feed — GE and the ledger is manual and takes days at every close.""",named,22,corroborated_multi_source,negative,no_conflict_identified,manual_effort,53
skyharbor-air,SA10-0178,,,SVP Airport Operations,data_ai,"Where do you not trust the numbers, and what do you do instead?","The pilot proved the capability and then stopped, because nobody owned the operational rollout or the funding beyond the trial.",,"The pilot proved the capability and then stopped, because nobody owned the operational rollout or the funding beyond the trial.",Not separately measured,,audit finding record,no,board review,SVP Airport Operations,high,EV-SKY-0178,2026-06-25,one_to_one,90,"""The pilot proved the capability and then stopped, because nobody owned the operational rollout or the funding beyond the trial.""",named,14,corroborated_multi_source,negative,no_conflict_identified,ai_pilot_stall,53
skyharbor-air,SA10-0179,,,SVP Marketing & Loyalty,value,How do you know whether last year's investment delivered what it promised?,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",,"We do not know. The benefit case is written at approval and never revisited, and no one owns going back.",Not separately measured,,system report,no,contract renewal,SVP Marketing & Loyalty,medium,EV-SKY-0179,2026-05-15,one_to_one,90,"""We do not know. The benefit case is written at approval and never revisited, and no one owns going back.""",named,25,corroborated_multi_source,negative,no_conflict_identified,value_realisation,94
skyharbor-air,SA10-0180,,,SVP Marketing & Loyalty,challenges,What keeps you awake that the executive team does not fully appreciate?,I have raised the Loyalty & Customer Marketing single point of failure in three consecutive planning cycles. It has never made the funded list.,,I have raised the Loyalty & Customer Marketing single point of failure in three consecutive planning cycles. It has never made the funded list.,Not separately measured,,contract copy,no,contract renewal,SVP Marketing & Loyalty,high,EV-SKY-0180,2026-05-15,one_to_one,90,"""I have raised the Loyalty & Customer Marketing single point of failure in three consecutive planning cycles. It has never made the funded list.""",named,5,corroborated_multi_source,negative,no_conflict_identified,unheard_risk,94
skyharbor-air,SA10-0181,,,SVP Marketing & Loyalty,organisation,Which capability do you rely on a single person for?,One person holds the Loyalty & Customer Marketing integration knowledge. It is written down nowhere that would survive their leaving.,,One person holds the Loyalty & Customer Marketing integration knowledge. It is written down nowhere that would survive their leaving.,Not separately measured,,cost centre breakdown,yes,contract renewal,SVP Marketing & Loyalty,medium,EV-SKY-0181,2026-05-15,one_to_one,90,"""One person holds the Loyalty & Customer Marketing integration knowledge. It is written down nowhere that would survive their leaving.""",named,8,corroborated_multi_source,negative,no_conflict_identified,key_person_risk,94
skyharbor-air,SA10-0182,,,SVP Marketing & Loyalty,organisation,"Where are you thin on skills, and how are you covering it today?","We cover the Databricks — Ops AI Workspace skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",,"We cover the Databricks — Ops AI Workspace skill gap with a contractor who has been here two years. That is not a plan, it is a habit.",Not separately measured,,audit finding record,no,board review,SVP Marketing & Loyalty,medium,EV-SKY-0182,2026-05-15,one_to_one,90,"""We cover the Databricks — Ops AI Workspace skill gap with a contractor who has been here two years. That is not a plan, it is a habit.""",named,23,corroborated_multi_source,negative,no_conflict_identified,capability_gap,94
skyharbor-air,SA10-0183,,,SVP Marketing & Loyalty,ways_of_working,Where does governance add time without changing the outcome?,A decision needing three functions takes a quarter. Most people have learned to avoid needing one.,,A decision needing three functions takes a quarter. Most people have learned to avoid needing one.,Not separately measured,,cost centre breakdown,no,contract renewal,SVP Marketing & Loyalty,medium,EV-SKY-0183,2026-05-15,one_to_one,90,"""A decision needing three functions takes a quarter. Most people have learned to avoid needing one.""",named,9,corroborated_multi_source,negative,no_conflict_identified,decision_latency,94
skyharbor-air,SA10-0184,,,SVP Marketing & Loyalty,priorities,What would you need to be true in eighteen months to consider this period a success?,"In eighteen months I want to be able to answer what Loyalty & Customer Marketing costs and what it delivers, without a three-week exercise.",,,Not separately measured,,contract copy,no,next budget cycle,SVP Marketing & Loyalty,medium,EV-SKY-0184,2026-05-15,one_to_one,90,"""In eighteen months I want to be able to answer what Loyalty & Customer Marketing costs and what it delivers, without a three-week exercise.""",named,21,corroborated_multi_source,neutral,no_conflict_identified,success_definition,94
skyharbor-air,SA10-0185,,,SVP Marketing & Loyalty,current_state,How would you describe the current state of the technology estate in your area?,"MRO Predictive Maintenance Models (Databricks) does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.",,,Not separately measured,,process timing study,no,board review,SVP Marketing & Loyalty,high,EV-SKY-0185,2026-05-15,one_to_one,90,"""MRO Predictive Maintenance Models (Databricks) does the job it was bought for, but we run three other systems alongside it for regions it never covered. Nobody has owned consolidating them.""",named,19,corroborated_multi_source,negative,yes_conflicts_with_system_data,estate_fragmentation,94
skyharbor-air,SA10-0186,,,SVP Marketing & Loyalty,portfolio,"Which initiative is most at risk, and what is the honest reason?",We approved PureConnect to Genesys Cloud CX Migration with a benefit number and nobody has been back to check whether it landed.,,We approved PureConnect to Genesys Cloud CX Migration with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,contract copy,yes,board review,SVP Marketing & Loyalty,medium,EV-SKY-0186,2026-05-15,one_to_one,90,"""We approved PureConnect to Genesys Cloud CX Migration with a benefit number and nobody has been back to check whether it landed.""",named,25,corroborated_multi_source,negative,no_conflict_identified,value_realisation,94
skyharbor-air,SA10-0187,,,SVP Marketing & Loyalty,portfolio,"Which programmes are you accountable for, and how confident are you in their dates?","Airport, Common-Use & Baggage Technology Modernization Program will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",,"Airport, Common-Use & Baggage Technology Modernization Program will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.",Not separately measured,,contract copy,yes,none stated,SVP Marketing & Loyalty,medium,EV-SKY-0187,2026-05-15,one_to_one,90,"""Airport, Common-Use & Baggage Technology Modernization Program will land, but not on the date in the plan. The dependency on the platform migration slipped two quarters and we never re-baselined.""",named,13,corroborated_multi_source,negative,no_conflict_identified,date_confidence,94
skyharbor-air,SA10-0188,,,SVP Marketing & Loyalty,challenges,"Where does effort leak — work that gets done twice, or done manually that should not be?",I have raised the Loyalty & Customer Marketing single point of failure in three consecutive planning cycles. It has never made the funded list.,,I have raised the Loyalty & Customer Marketing single point of failure in three consecutive planning cycles. It has never made the funded list.,Not separately measured,,contract copy,no,none stated,SVP Marketing & Loyalty,medium,EV-SKY-0188,2026-05-15,one_to_one,90,"""I have raised the Loyalty & Customer Marketing single point of failure in three consecutive planning cycles. It has never made the funded list.""",named,5,corroborated_multi_source,negative,no_conflict_identified,unheard_risk,94
skyharbor-air,SA10-0189,,,SVP Marketing & Loyalty,portfolio,What is in the portfolio that you would stop if the decision were yours alone?,We approved Crew and Station Productivity Copilot with a benefit number and nobody has been back to check whether it landed.,,We approved Crew and Station Productivity Copilot with a benefit number and nobody has been back to check whether it landed.,Not separately measured,,contract copy,yes,none stated,SVP Marketing & Loyalty,medium,EV-SKY-0189,2026-05-15,one_to_one,90,"""We approved Crew and Station Productivity Copilot with a benefit number and nobody has been back to check whether it landed.""",named,25,corroborated_multi_source,negative,no_conflict_identified,value_realisation,94
skyharbor-air,SA10-0190,,,SVP Marketing & Loyalty,data_ai,"Where do you not trust the numbers, and what do you do instead?","The pilot proved the capability and then stopped, because nobody owned the operational rollout or the funding beyond the trial.",,"The pilot proved the capability and then stopped, because nobody owned the operational rollout or the funding beyond the trial.",Not separately measured,,system report,yes,board review,SVP Marketing & Loyalty,high,EV-SKY-0190,2026-05-15,one_to_one,90,"""The pilot proved the capability and then stopped, because nobody owned the operational rollout or the funding beyond the trial.""",named,14,corroborated_multi_source,negative,no_conflict_identified,ai_pilot_stall,94
skyharbor-air,SA10-0191,,,SVP Marketing & Loyalty,priorities,"If you had one additional pound of investment, where would it go and why?","The enterprise plan has us on growth initiatives. My honest first priority is technical debt in JetPlan Flight Planning, and those are not the same thing.",,,Not separately measured,,audit finding record,no,board review,SVP Marketing & Loyalty,medium,EV-SKY-0191,2026-05-15,one_to_one,90,"""The enterprise plan has us on growth initiatives. My honest first priority is technical debt in JetPlan Flight Planning, and those are not the same thing.""",named,1,corroborated_single_source,neutral,no_conflict_identified,priority_divergence,94
skyharbor-air,SA10-0192,,,SVP Marketing & Loyalty,current_state,"Which systems are genuinely fit for purpose, and which are you working around?","I have good visibility into Loyalty & Customer Marketing, and almost none into what the business has bought directly without going through us.",,,Not separately measured,,system report,yes,board review,SVP Marketing & Loyalty,medium,EV-SKY-0192,2026-05-15,one_to_one,90,"""I have good visibility into Loyalty & Customer Marketing, and almost none into what the business has bought directly without going through us.""",named,10,corroborated_multi_source,negative,no_conflict_identified,visibility_gap,94
