tenant_key,risk_or_control_name,risk_domain,business_function,systems_impacted,severity,likelihood,control_owner,control_status,evidence_required,mitigation_plan,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,risk_id,inherited_line_of_business,inherited_function_tier,inherited_segment_hops,inherent_risk_score,residual_risk_score,last_tested_date,remediation_cost_usd,regulatory_driver
skyharbor-air,GSE fleet maintenance tracked partly on legacy inspection logs,operational,Airport & Ground Operations,Ground Equipment (GSE) Fleet Management; Ground Support Equipment Inspection Log,low,medium,SVP Airport Operations,open,GSE inspection digitization completion percentage,Consolidate GSE inspection records onto the sanctioned fleet management platform,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,32,RISK-0031,synthetic-demo,9003115f52203325e21c8cf001563e26d0d8d31b6a645d1056399e0a9262e0f1,enriched_dense_synthetic_generation_2026_07,none,RSK-3c08d24408,cargo;mainline;mro;regional,middle,2,6,6,,140000,no
skyharbor-air,Export control / DG training compliance tracked on a smaller standalone tool,compliance,"Legal, Regulatory & Compliance",Export Control / Dangerous Goods Compliance Tracker; iCargo DG Compliance,medium,low,General Counsel,open,Cross-tool compliance reconciliation report,Evaluate consolidating export control tracking into the enterprise GRC platform,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,33,RISK-0032,synthetic-demo,1bc4a9c593be1011ea61bb09e10426413ad5f6eb9421ba23e55ac72da2534abf,enriched_dense_synthetic_generation_2026_07,none,RSK-ae89a83ec0,cargo;enterprise;mainline;regional,back;front;middle,2,9,7,,315000,no
skyharbor-air,Safety report intake fragmented between mainline and Meridian,safety,Safety & Security,Safety Management System (SMS) / ASAP Case Platform; Meridian Legacy Safety Reporting Intake,medium,medium,Chief Safety & Security Officer,open,Consolidated intake go-live evidence,Consolidate safety reporting intake onto the enterprise SMS/ASAP platform by FY27,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,34,RISK-0033,synthetic-demo,d2e69290b65e9c47f4dd8b02bb4749aaa32248f1fd133c897070cae4bc7f6d99,enriched_dense_synthetic_generation_2026_07,none,RSK-48b0d94bce,cargo;enterprise;mainline;regional,back;middle,2,9,7,,185000,yes
skyharbor-air,Customer complaint escalation still tracked on a legacy tool,operational,Customer Experience & Contact Center,Customer Complaint Escalation Tracker (legacy); Salesforce Service Cloud,low,medium,VP Customer Experience,open,Escalation tracker retirement evidence,Retire the legacy escalation tracker in favor of native Salesforce Service Cloud escalation workflow,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,35,RISK-0034,synthetic-demo,e14daab3a97aec1ccc2126a12ffd52021e12ffc4856185bfef9b598d8000e680,enriched_dense_synthetic_generation_2026_07,none,RSK-2fbd2d2a4c,loyalty;mainline;regional,front,2,6,5,,89000,no
skyharbor-air,Enterprise architecture lacks a single system of record for the application inventory,it_governance,Information Technology & Digital,ServiceNow CMDB; Enterprise Architecture Repository,medium,high,VP Enterprise Architecture,open,CMDB-to-actual-inventory reconciliation report,Close the gap toward a single system of record for the full application inventory via ServiceNow CMDB,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,36,RISK-0035,synthetic-demo,6f20a8db0d7fcf3a28056f500d0df632c2983fd77488d1e6d6d3e031ff8c3604,enriched_dense_synthetic_generation_2026_07,none,RSK-7b9a3bff5a,enterprise,back,2,9,8,,260000,no
skyharbor-air,Third-party vendor risk questionnaire coverage incomplete,third_party_risk,Cybersecurity & IT Risk,Third-Party Risk Questionnaire Tool; RSA Archer GRC,medium,medium,CISO,open,Vendor risk questionnaire completion rate by tier,Expand third-party risk questionnaire coverage to all tier-1/tier-2 vendors,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,37,RISK-0036,synthetic-demo,da091a95c002177dee8a4d3b049569341b9e9583b813e99eb20c06c28d97709d,enriched_dense_synthetic_generation_2026_07,none,RSK-045801bcbe,enterprise,back,2,9,8,,114000,no
skyharbor-air,Alert fatigue in SOC from unresolved false-positive tuning on Meridian network segment,cybersecurity,Cybersecurity & IT Risk,Splunk Enterprise Security (SOC); Corporate Security Badge/Access Control — Platform C (Meridian legacy),medium,high,CISO,open,SOC alert-tuning backlog report for the Meridian network segment,Prioritize SOC tuning for the Meridian network segment as part of the integration program,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,38,RISK-0037,synthetic-demo,47577408b0b5570459758e00dd73917db17b00fe3ad5a4534bd1316bba7115ec,enriched_dense_synthetic_generation_2026_07,none,RSK-a10285c97b,cargo;enterprise;mainline;regional,back;middle,2,9,7,,320000,no
skyharbor-air,Corporate video conferencing spend split across two platforms,cost_optimization,Information Technology & Digital,"Zoom Enterprise Video Conferencing; Microsoft 365 (Email, Teams, SharePoint)",low,low,VP Infrastructure & Cloud,open,Platform consolidation decision and renewal-date evidence,Consolidate video conferencing spend onto a single platform at the next Zoom renewal,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,39,RISK-0038,synthetic-demo,e5a901f360d3d83ef504298aa7544108c7a0f31e741f2b027c20abeae8d27c2e,enriched_dense_synthetic_generation_2026_07,none,RSK-aba71c7a7b,cargo;enterprise;loyalty;mainline;mro;regional,back;front;middle,2,6,5,,80000,no
skyharbor-air,Onboard duty-free inventory replenishment forecasting is manual,operational,In-Flight Services & Catering,Inflight Duty-Free Inventory Replenishment Tool,low,low,VP In-Flight Services,open,Replenishment forecast automation evidence,Evaluate automation of duty-free inventory replenishment forecasting,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,40,RISK-0039,synthetic-demo,eb508453f322737b258a6b65997caf5fd70178c2b2dd4da3610ddd53563822e1,enriched_dense_synthetic_generation_2026_07,none,RSK-2a3c50633b,cargo;enterprise;mainline;regional,back;front;middle,2,6,6,,130000,no
skyharbor-air,Ad hoc reporting Access databases outside governed data platforms,data_governance,"Data, Analytics & AI",Ad Hoc Reporting Access Database (Finance); Ad Hoc Reporting Access Database (Ops),medium,medium,Chief Data & Analytics Officer,open,Ad hoc reporting migration completion percentage,Migrate ad hoc reporting extracts onto governed Snowflake/Databricks data products,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,41,RISK-0040,synthetic-demo,216045b0f95e82966eee321eaa19fe6d149204ae86e7041b5423655f738e3f1e,enriched_dense_synthetic_generation_2026_07,none,RSK-1182ffd476,enterprise;loyalty;mainline;mro;regional,back;front;middle,2,9,8,,257000,no
skyharbor-air,Regulatory filing tracking for FAA/DOT lacks automated deadline alerting,compliance,"Legal, Regulatory & Compliance",Regulatory Filing Tracker (FAA/DOT),medium,low,General Counsel,open,Automated deadline alerting implementation evidence,Add automated deadline alerting to the FAA/DOT regulatory filing tracker,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,42,RISK-0041,synthetic-demo,bda28b0a83e6a09bb0319d0d91d66052ccd076790bc160735427912f2028cfcf,enriched_dense_synthetic_generation_2026_07,none,RSK-6b5c6bc060,cargo;enterprise;mainline;regional,back;front;middle,2,9,8,,250000,no
skyharbor-air,Corporate security camera footage requests handled ad hoc,physical_security,Safety & Security,Ramp Safety Incident Video Review Tool,low,low,Chief Safety & Security Officer,open,Footage request SLA compliance report,Formalize an SLA for security camera footage requests,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,43,RISK-0042,synthetic-demo,78b49b7c01631a1f2b02b7985fa36eb4b3e9ec604a8f4623f5a460cf54c7c694,enriched_dense_synthetic_generation_2026_07,none,RSK-4452164a9b,cargo;enterprise;mainline;regional,middle,2,6,5,,213000,no
skyharbor-air,Wichita/secondary-market outstation ground handling systems lack redundancy,resilience,Airport & Ground Operations,Outstation Ground Handling Coordination Tool (multiple outstations),low,medium,SVP Airport Operations,open,Outstation system redundancy assessment,Assess redundancy requirements for outstation ground handling coordination tools,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,44,RISK-0043,synthetic-demo,cf3a5a5e092941481b0f34b064ad7808c90d4f449e4091881dcdb2182bce6e52,enriched_dense_synthetic_generation_2026_07,none,RSK-ef865a05d3,UNDECLARED,UNDECLARED,,6,5,,115000,no
skyharbor-air,Enterprise project portfolio tool not integrated with CMDB,it_governance,Information Technology & Digital,Enterprise Project Portfolio Management Tool; ServiceNow CMDB,low,low,VP Enterprise Architecture,open,Integration implementation evidence,Integrate the project portfolio tool with ServiceNow CMDB for full traceability,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,universal-standard-v3,45,RISK-0044,synthetic-demo,e4cb742bae268f9484c3de5368372d4e62a30266e5dfea0a6cee6518172af2ee,enriched_dense_synthetic_generation_2026_07,none,RSK-57cd775992,enterprise,back,2,6,5,,180000,no
