tenant_key,interview_mention_text,mention_field,canonical_object_type,canonical_object_name,match_confidence,match_rationale
skyharbor-air,training-to-usage correlation coverage,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,average course-authoring turnaround time,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,initiatives with HR as required kickoff partner (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,override incidents perceived as respected (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,grievances tied to AI-assisted scheduling (count),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,rollout phases completed with feedback incorporated,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,frontline-sourced adoption and override rate,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,adoption rate by role and hub over time,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,initiatives with mapped cross-dependencies (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,initiatives blocked mid-execution on shared dependency (count),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,self-service containment rate,metric_mentioned,metric,Contact Center Self-Service Deflection Rate,medium,'Containment rate' is standard contact-center terminology synonymous with 'deflection rate'; both describe the percentage of contacts resolved by the virtual assistant without agent escalation.
skyharbor-air,shared data dependencies visible in portfolio view (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,roadmap items dependent on migration completion (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,timeline alignment between renewal and migration,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,resequencing decisions made proactively vs. reactively,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,adoption-rate trend across concurrent initiatives,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,initiatives shipped without complete evidence gate (count),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI initiatives paused for foundational gaps (count),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,dependency map refresh frequency,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,initiatives blocked on shared dependency (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,proactive rebooking contact rate before inbound call,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,cross-channel context-carryover rate,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,retention rate by communication personalization level,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,unified profile coverage rate,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,channel response-time variance vs. PSS latency,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,average hold time during transition,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,handoff issues attributed to ownership gaps (count),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,agent-reported trust score,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,passenger complaint rate tied to message tone,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI-drafted messages intercepted before send (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,"passenger feedback score, AI-assisted vs. human-only",metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,NPS for disruption recovery interactions,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,forecast staleness during IROPS events,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,data feed latency (network-state to pricing),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,revenue lift vs. current process,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,ancillary revenue attribution rate,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,optimization batch cycle time,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,forecast accuracy of AI-assisted module,metric_mentioned,metric,Revenue Management Forecast Accuracy,medium,"Interview row is tied to the Revenue Management Modernization initiative and describes the same O&D/pricing forecast-accuracy KPI as the canonical metric, specifically for its new AI-assisted forecasting module."
skyharbor-air,analyst override rate on AI recommendation,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,analyst trust score post-incident,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,explainable pricing decisions (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI-assisted pricing usage by operational state,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI-vs-analyst pricing accuracy during disruption season,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,revenue per available seat mile (disruption windows),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,average handle time during IROPS spikes,metric_mentioned,metric,Average Handle Time (AHT),medium,"References the same canonical Average Handle Time (AHT) contact-center KPI, requesting it segmented by IROPS-spike conditions rather than the blended baseline definition."
skyharbor-air,screen-switch count per call,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,"average handle time, seasonally adjusted",metric_mentioned,metric,Average Handle Time (AHT),medium,"References the same canonical Average Handle Time (AHT) contact-center KPI, requesting a seasonally-isolated view rather than the blended baseline definition."
skyharbor-air,escalations requiring manual context reconstruction (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,average handle time during migration phase,metric_mentioned,metric,Average Handle Time (AHT),medium,"References the same canonical Average Handle Time (AHT) contact-center KPI, in the context of the Genesys migration temporarily degrading it, rather than the blended baseline definition."
skyharbor-air,support-tier response time for AI-assist incidents,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI-suggestion patterns escalated to technology (count),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,adoption rate by agent tenure,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,unverified compensation amounts read to passengers (count),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI-drafted response accuracy rate,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,first-call resolution during IROPS spikes,metric_mentioned,metric,First Contact Resolution (FCR),medium,"References the same canonical First Contact Resolution (FCR) KPI, requesting it segmented by real IROPS-spike conditions rather than the blended baseline definition."
skyharbor-air,average handle time during disruption spikes,metric_mentioned,metric,Average Handle Time (AHT),medium,"References the same canonical Average Handle Time (AHT) contact-center KPI, requesting it segmented by disruption-driven call spikes rather than the blended baseline definition."
skyharbor-air,controller alt-tab frequency during active events,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,data staleness during live events (seconds),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,surge staffing utilization rate,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,gate availability data lag (minutes),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,batch-to-live crew-legality data lag,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,weather/ATC feed uptime during major events,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,controller override rate on model recommendation,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,recommendation accuracy rate by shift,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,fallback-process test frequency,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,authority level tied to real-event performance,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,recommendation-vs-outcome match rate across a season,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,recovery time from disruption onset to network stability,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,initiatives following reference architecture (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,downstream breakages per upstream schema change,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,initiative delivery risk attributable to fragile integration,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,master-data attribute agreement rate across systems,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,integrations migrated to event-driven pattern (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,teams compliant with API management standards (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,non-compliant designs blocked before ship (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,engineers trained on API-led pattern (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,unplanned outages traced to hidden dependencies,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI initiatives reusing shared integration pattern (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,integrations mapped to target pattern (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,integrations API-led vs. point-to-point (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,months until end-of-mainstream-support,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,inventory sync delay (hours),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,predictive-maintenance module utilization rate,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,records requiring downstream cleanup before use (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,cloud migration status (on-prem vs. migrated),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,advance-notice lead time for vendor deprecations,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,workaround usage rate among technicians,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,adoption rate of optional analytics features,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,months of unpatched exposure pending upgrade,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,field-level data quality pass rate,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,combined cost of workaround plus patching-gap exposure,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,data quality pass rate (AI-dependent fields only),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI initiatives with catalog entry before go-live (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,cross-environment changes requiring manual coordination (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,cloud services with complete CMDB records (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,CMDB mapping staleness (weeks),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,incident-detection time by environment,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,alert latency during last major outage,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,emergency changes with complete documentation (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,changes submitted individually vs. batched informally,metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,major incidents closed with documented root cause (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI-related incidents correctly severity-classified (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,AI initiatives with complete pre-go-live catalog entry (%),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
skyharbor-air,change failure rate (AI-adjacent changes only),metric_mentioned,no_canonical_match,,high,No canonical metric in the 26-metric list shares this definition or measurement basis; this is a bespoke KPI phrase coined for this interview response with no clear canonical counterpart.
