tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,volumetric_narrative,known_challenges_narrative,known_upgrades_plan_narrative,data_quality_notes,maturity_assessment_narrative,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,infrastructure_id,inherited_line_of_business,inherited_function_tier,inherited_segment_hops
skyharbor-air,Station LAN/WAN Infrastructure — Dallas-Fort Worth (DFW) — Secondary Hub,Network Infrastructure,on_premise,Dallas-Fort Worth (DFW),Cisco station LAN switching; SD-WAN edge router,VP Infrastructure & Cloud,tier2,current,Station LAN capacity sized for Secondary Hub peak-day traffic,Peak-day traffic during irregular operations periodically saturates the station uplink,false,"Runs at roughly 24% average utilization with peaks to 59% during peak summer travel; hosts 5,126 workloads/instances for airport station agents.","reporting lags production data by up to 5 hours because refresh is still batch-based, and failover to the secondary site has not been fully tested against current production load.",VP Infrastructure & Cloud has scheduled a version upgrade for H1 FY27 as part of the multi-year infrastructure roadmap.,"station network infrastructure data fields are largely complete, but 24% of records show stale vendor reference values older than 5126 days.",Technical debt is significant (chiefly the batch scheduling logic); functional adoption by airport station agents is strong at hub stations but weak at outstations; governance maturity is informal pending a documented data steward assignment.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,30,INFRA-0029,synthetic-demo,d03a6087ee92fd08a7c9f9f916f9b69c8e1a1199e5879757cad009e4cbcdca76,enriched_dense_synthetic_generation_2026_07,none,INF-06dcda30db,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Station LAN/WAN Infrastructure — Denver (DEN) — Meridian Integration Hub,Network Infrastructure,on_premise,Denver (DEN),Cisco station LAN switching; SD-WAN edge router,VP Infrastructure & Cloud,tier2,current,Station LAN capacity sized for Meridian Integration Hub peak-day traffic,Peak-day traffic during irregular operations periodically saturates the station uplink,false,"Runs at roughly 11% average utilization with peaks to 40% during the winter holiday period; hosts 3,833 workloads/instances for airport station agents.",known data quality issues in the station network infrastructure data feed require manual scrubbing before airport station agents can trust the output; capacity headroom has fallen below the 20% operating standard during the winter holiday period in the last two cycles.,VP Infrastructure & Cloud has scheduled retirement in favor of the enterprise system of record for H1 FY27 as part of the multi-year infrastructure roadmap.,A residual data quality gap from the Meridian Regional integration means 11% of station network infrastructure data records still carry the legacy Meridian identifier scheme instead of the mainline standard.,"Adoption is high among airport station agents; governance is fragmented across the Meridian and mainline organizations with VP Infrastructure & Cloud as the named accountable owner; technical debt is low, concentrated in custom modifications that block vendor upgrades.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,31,INFRA-0030,synthetic-demo,6e2811d032f73e723eb5dd1220e93a430b130df0ea6e6f3d2214e40b19a94c2d,enriched_dense_synthetic_generation_2026_07,none,INF-c8ccfd1d4c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Station LAN/WAN Infrastructure — Miami (MIA) — Cargo & Latin America Gateway,Network Infrastructure,on_premise,Miami (MIA) cargo,Cisco station LAN switching; SD-WAN edge router,VP Infrastructure & Cloud,tier2,current,Station LAN capacity sized for Cargo & Latin America Gateway peak-day traffic,Peak-day traffic during irregular operations periodically saturates the station uplink,false,"Runs at roughly 16% average utilization with peaks to 59% during year-end close; hosts 5,651 workloads/instances for airport station agents.",access provisioning for new airport station agents takes 13 business days versus the 1-day target; capacity headroom has fallen below the 20% operating standard during year-end close in the last two cycles.,VP Infrastructure & Cloud has scheduled retirement in favor of the enterprise system of record for FY27 as part of the multi-year infrastructure roadmap.,"station network infrastructure data completeness is strong (~16%), but cross-reference accuracy against Enterprise Network — Station MPLS/SD-WAN Fleet has not been formally measured.","Adoption is high among airport station agents; governance is well-established with VP Infrastructure & Cloud as the named accountable owner; technical debt is elevated and actively being paid down, concentrated in the integration layer.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,32,INFRA-0031,synthetic-demo,e91308488449816f4d6647359102cab49b41a6d0bd223918638f093cfac6a4f6,enriched_dense_synthetic_generation_2026_07,none,INF-3ea6a1f67c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Station LAN/WAN Infrastructure — Seattle (SEA) — Pacific Gateway,Network Infrastructure,on_premise,Seattle (SEA),Cisco station LAN switching; SD-WAN edge router,VP Infrastructure & Cloud,tier2,current,Station LAN capacity sized for Pacific Gateway peak-day traffic,Peak-day traffic during irregular operations periodically saturates the station uplink,false,"Capacity: 5,414 peak concurrent devices, 33% provisioned, with headroom reviewed quarterly by airport station agents.","peak-load timeouts occur during peak summer travel when concurrent sessions exceed 5,704, and failover to the secondary site has not been fully tested against current production load.",VP Infrastructure & Cloud has scheduled a phased module rollout for H1 FY27 as part of the multi-year infrastructure roadmap.,"station network infrastructure data completeness is strong (~33%), but cross-reference accuracy against Enterprise Network — Station MPLS/SD-WAN Fleet has not been formally measured.","Adoption is near-universal among airport station agents; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is concentrated but manageable, concentrated in unsupported middleware versions.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,33,INFRA-0032,synthetic-demo,8a5d8a2ed3bdca45d7aa57646636443e804221e7d399da7027f6eeb02d2f35be,enriched_dense_synthetic_generation_2026_07,none,INF-ad142466fc,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Station LAN/WAN Infrastructure — London Heathrow (LHR) — International Station,Network Infrastructure,on_premise,London Heathrow (LHR),Cisco station LAN switching; SD-WAN edge router,VP Infrastructure & Cloud,tier2,current,Station LAN capacity sized for International Station peak-day traffic,Peak-day traffic during irregular operations periodically saturates the station uplink,false,"Throughput of 25 peak concurrent devices/day; 3,306 connected downstream systems depend on its availability.","mobile/offline connectivity drops at the London Heathrow (LHR) station, forcing a paper or manual fallback, and failover to the secondary site has not been fully tested against current production load.",VP Infrastructure & Cloud has scheduled consolidation onto the enterprise standard platform for H1 FY27 as part of the multi-year infrastructure roadmap.,"station network infrastructure data is well-governed for production use, though historical records prior to 2022 lack consistent cost-center tagging.","Centralized but under-resourced governance maturity — VP Infrastructure & Cloud owns the platform, but a formal RACI for data stewardship is still pending. Adoption sits at growing but below target among airport station agents. Technical debt is significant.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,34,INFRA-0033,synthetic-demo,ae8b73e866470bc98164c0154376f75ea66b34f592f56cd9a4dbc5ce5e434cee,enriched_dense_synthetic_generation_2026_07,none,INF-ad20ed193e,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Vendor SaaS Platform,Vendor-Hosted Platform,vendor_hosted,Vendor SaaS,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier1,current,Hosts 150 catalogued applications.,Capacity and change windows are governed by the supplier contract rather than by internal planning.,false,Derived from the application inventory: 150 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Menzies Aviation-managed outstation system Platform,Vendor-Hosted Platform,vendor_hosted,Menzies Aviation-managed outstation system,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier1,current,Hosts 30 catalogued applications.,Capacity and change windows are governed by the supplier contract rather than by internal planning.,false,Derived from the application inventory: 30 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Local station-managed outstation system Platform,Vendor-Hosted Platform,vendor_hosted,Local station-managed outstation system,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier1,current,Hosts 29 catalogued applications.,Capacity and change windows are governed by the supplier contract rather than by internal planning.,false,Derived from the application inventory: 29 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Swissport International-managed outstation system Platform,Vendor-Hosted Platform,vendor_hosted,Swissport International-managed outstation system,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier1,current,Hosts 26 catalogued applications.,Capacity and change windows are governed by the supplier contract rather than by internal planning.,false,Derived from the application inventory: 26 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,"Denver, CO — former Meridian data center Platform",Private Data Center Platform,private_data_center,"Denver, CO — former Meridian data center (co-lo)",Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier3,current,Hosts 6 catalogued applications.,Capacity headroom is not separately instrumented; scale is inferred from the application count.,false,Derived from the application inventory: 6 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Trax vendor-hosted private cloud Platform,Vendor-Hosted Platform,vendor_hosted,Trax vendor-hosted private cloud,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier3,current,Hosts 4 catalogued applications.,Capacity and change windows are governed by the supplier contract rather than by internal planning.,false,Derived from the application inventory: 4 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Workday vendor-hosted Platform,Vendor-Hosted Platform,vendor_hosted,Workday vendor-hosted,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier3,current,Hosts 4 catalogued applications.,Capacity and change windows are governed by the supplier contract rather than by internal planning.,false,Derived from the application inventory: 4 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,ServiceNow vendor-hosted Platform,Vendor-Hosted Platform,vendor_hosted,ServiceNow vendor-hosted,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier3,current,Hosts 4 catalogued applications.,Capacity and change windows are governed by the supplier contract rather than by internal planning.,false,Derived from the application inventory: 4 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Chicago (ORD) — station infrastructure Platform,Hybrid Platform,hybrid,Chicago (ORD) — station infrastructure,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier3,current,Hosts 4 catalogued applications.,Capacity headroom is not separately instrumented; scale is inferred from the application count.,false,Derived from the application inventory: 4 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Denver (DEN) — station infrastructure Platform,Hybrid Platform,hybrid,Denver (DEN) — station infrastructure,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier3,current,Hosts 4 catalogued applications.,Capacity headroom is not separately instrumented; scale is inferred from the application count.,false,Derived from the application inventory: 4 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Miami (MIA) cargo — station infrastructure Platform,Hybrid Platform,hybrid,Miami (MIA) cargo — station infrastructure,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier3,current,Hosts 4 catalogued applications.,Capacity headroom is not separately instrumented; scale is inferred from the application count.,false,Derived from the application inventory: 4 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,Seattle (SEA) — station infrastructure Platform,Hybrid Platform,hybrid,Seattle (SEA) — station infrastructure,Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier3,current,Hosts 4 catalogued applications.,Capacity headroom is not separately instrumented; scale is inferred from the application count.,false,Derived from the application inventory: 4 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
skyharbor-air,"Amadeus data center (Erding, DE) — vendor-hosted Platform",Vendor-Hosted Platform,vendor_hosted,"Amadeus data center (Erding, DE) — vendor-hosted",Cisco core switching; NetApp/Pure storage; VMware vSphere compute,VP Infrastructure & Cloud,tier3,current,Hosts 3 catalogued applications.,Capacity and change windows are governed by the supplier contract rather than by internal planning.,false,Derived from the application inventory: 3 systems declare this hosting location.,"Catalogued from application hosting declarations rather than from a discovery scan, so component-level detail is absent.",VP Infrastructure & Cloud has scheduled a version upgrade for Q4 FY26 as part of the multi-year infrastructure roadmap.,"Known duplicate-record rate of roughly 26% in compute, storage, and power capacity data, mostly from the DC-West Secondary Data Center interface not deduplicating on load.","Adoption is uneven across stations among IT infrastructure engineers; governance is developing with VP Infrastructure & Cloud as the named accountable owner; technical debt is significant, concentrated in the batch scheduling logic.",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,2026-07-31,medium,Capacity and utilization figures are illustrative synthetic estimates structured to mirror vendor capacity-planning exports; validate against real AWS/Azure/GCP CUR data and on-prem capacity reports before promotion.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,universal-standard-v3,2,INFRA-0001,synthetic-demo,9492b8ccf7a78edcfb562cc2f90a050663a2942a493297239f80216b5c027249,enriched_dense_synthetic_generation_2026_07,none,INF-21e8c2877c,cargo;enterprise;mainline;regional,back;middle,2
