tenant_key,system_name,servicenow_ci_sys_id,reporting_period,total_incidents,p1_incidents,p2_incidents,p3_incidents,p4_incidents,avg_mttr_hours,p1_mttr_hours,sla_target_pct,sla_actual_pct,sla_breach_count,top_root_cause_category,change_requests_count,change_success_rate_pct,escalation_to_vendor_count,service_desk_provider,notes,source_classification,generation_method
skyharbor-air,Teradata Enterprise Warehouse — Loyalty Legacy Subject Area,SHACMDB-f023ce2f42,trailing_12mo_ending_2026-07-31,39,1,5,15,18,2.6,1.1,99.5,99.93,0,capacity/performance degradation,9,97.6,6,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Teradata Enterprise Warehouse — Cargo Subject Area,SHACMDB-e80f452756,trailing_12mo_ending_2026-07-31,12,0,2,4,6,5.1,2.4,98,98.43,0,access/authentication,2,93.2,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Snowflake — Loyalty & Personalization Domain,SHACMDB-2ab8be8a44,trailing_12mo_ending_2026-07-31,33,3,10,13,7,1.3,0.7,99.9,100,0,infrastructure/network,7,97.8,5,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Snowflake — Commercial Analytics Domain,SHACMDB-ad9483e4da,trailing_12mo_ending_2026-07-31,38,3,10,16,9,1.6,0.8,99.9,100,0,integration/interface failure,7,97.5,8,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Databricks — MRO Predictive Workspace,SHACMDB-4a00092c3c,trailing_12mo_ending_2026-07-31,49,5,12,19,13,1.3,0.6,99.9,100,0,infrastructure/network,9,98.1,12,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Databricks — Ops AI Workspace,SHACMDB-01be011f7a,trailing_12mo_ending_2026-07-31,31,2,7,12,10,1.3,0.8,99.9,100,0,capacity/performance degradation,7,94.4,6,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Databricks — Customer AI Workspace,SHACMDB-88942b6c9f,trailing_12mo_ending_2026-07-31,20,1,3,8,8,3.2,1.4,99.5,99.84,0,change-related regression,4,96.3,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Confluent Kafka Event Backbone,SHACMDB-a4605449c9,trailing_12mo_ending_2026-07-31,43,4,10,18,11,1.4,0.7,99.9,100,0,data quality/reconciliation,8,94.7,10,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Informatica PowerCenter ETL,SHACMDB-b90af5c1ae,trailing_12mo_ending_2026-07-31,84,7,23,38,16,1.4,0.6,99.9,100,0,data quality/reconciliation,22,97.7,12,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Informatica Data Quality,SHACMDB-2a93418a6e,trailing_12mo_ending_2026-07-31,36,1,7,15,13,3,1.5,99.5,99.83,0,access/authentication,10,93.4,5,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Collibra Data Catalog,SHACMDB-1f63ca82fc,trailing_12mo_ending_2026-07-31,17,0,2,7,8,3.1,1.2,99.5,99.91,0,access/authentication,3,97.7,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Tableau Enterprise BI,SHACMDB-1104e906f4,trailing_12mo_ending_2026-07-31,45,3,12,16,14,2.1,0.8,99.9,99.9,0,batch/scheduling delay,12,92.8,9,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Power BI Premium (Finance & Ops),SHACMDB-0d74d6dfbc,trailing_12mo_ending_2026-07-31,28,1,5,12,10,4.3,2,99.5,99.71,0,change-related regression,7,98.3,6,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier2 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Enterprise GenAI Gateway (Claude),SHACMDB-ed56f50fd0,trailing_12mo_ending_2026-07-31,63,5,16,24,18,2.1,0.9,99.9,99.88,1,data quality/reconciliation,11,96.2,11,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Microsoft 365 Copilot,SHACMDB-d731e5dc14,trailing_12mo_ending_2026-07-31,16,0,2,7,7,2.4,1.1,99.5,99.91,0,batch/scheduling delay,4,98.8,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Okta Workforce Identity,SHACMDB-5601d9b247,trailing_12mo_ending_2026-07-31,42,4,11,18,9,1.6,0.9,99.9,100,0,change-related regression,11,99,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,CyberArk PAM,SHACMDB-49ba03e678,trailing_12mo_ending_2026-07-31,53,5,15,22,11,2.1,0.9,99.9,100,0,change-related regression,14,96.6,10,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Splunk Enterprise Security (SOC),SHACMDB-834b4a07b9,trailing_12mo_ending_2026-07-31,50,5,13,22,10,1.4,0.8,99.9,100,0,infrastructure/network,9,92.7,9,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,CrowdStrike EDR/MDR,SHACMDB-d2c427aec2,trailing_12mo_ending_2026-07-31,41,4,9,15,13,1.7,0.7,99.9,100,0,integration/interface failure,11,94.3,8,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Palo Alto Prisma Access / Firewall Fleet,SHACMDB-30c8a2fc56,trailing_12mo_ending_2026-07-31,64,4,15,28,17,1.6,0.8,99.9,100,0,access/authentication,11,98.3,14,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Vulnerability Management Platform,SHACMDB-a9a92d1008,trailing_12mo_ending_2026-07-31,16,0,2,6,8,2.6,1.2,99.5,99.74,0,infrastructure/network,3,97.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Data Loss Prevention (DLP) Platform,SHACMDB-71a0d30549,trailing_12mo_ending_2026-07-31,6,0,1,3,2,5.1,2.9,98,98.5,0,data quality/reconciliation,1,96.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Mobile Device Management (MDM),SHACMDB-8a5a80abd0,trailing_12mo_ending_2026-07-31,24,0,5,9,10,3.7,1.8,99.5,99.76,0,vendor-side outage,6,94.4,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier2 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,ServiceNow ITSM,SHACMDB-8d05e5fac5,trailing_12mo_ending_2026-07-31,35,4,8,13,10,2.1,1.1,99.9,100,0,batch/scheduling delay,9,97.8,7,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,ServiceNow CMDB,SHACMDB-ebcaed972d,trailing_12mo_ending_2026-07-31,35,2,10,15,8,1.6,0.8,99.9,100,0,vendor-side outage,10,97.6,6,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,ServiceNow HR Case Management,SHACMDB-13df61556b,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.6,2.6,98,98.38,0,vendor-side outage,1,94.2,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,ServiceNow Facilities Management,SHACMDB-c90b891b80,trailing_12mo_ending_2026-07-31,10,0,2,4,4,6.7,3.9,98,98.27,0,data quality/reconciliation,3,98.9,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,CA-7 Mainframe Batch Scheduler,SHACMDB-57c3923f36,trailing_12mo_ending_2026-07-31,59,4,13,24,18,2,1.1,99.9,99.93,0,batch/scheduling delay,13,95.2,10,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,API Gateway / iPaaS (MuleSoft),SHACMDB-af95c8b898,trailing_12mo_ending_2026-07-31,56,6,15,23,12,2.2,1.3,99.9,99.96,0,vendor-side outage,9,94.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,EDI / B2B Trading Partner Gateway,SHACMDB-f177298e42,trailing_12mo_ending_2026-07-31,38,1,7,16,14,2.9,1.5,99.5,99.74,0,integration/interface failure,8,97.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Enterprise Architecture Repository,SHACMDB-f5386071d4,trailing_12mo_ending_2026-07-31,6,0,1,3,2,6.8,3.8,98,98.51,0,data quality/reconciliation,1,97.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Master Aircraft / Fleet Reference Data System,SHACMDB-c1850a922e,trailing_12mo_ending_2026-07-31,47,3,12,21,11,1.9,1,99.9,99.88,1,batch/scheduling delay,14,98.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Safety Management System (SMS) / ASAP Case Platform,SHACMDB-6e9c4235be,trailing_12mo_ending_2026-07-31,35,4,10,14,7,1.6,0.9,99.9,100,0,access/authentication,7,94.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Meridian Legacy Safety Reporting Intake,SHACMDB-37ea91b79d,trailing_12mo_ending_2026-07-31,25,1,3,9,12,11.8,5,98,97.57,2,access/authentication,5,90.8,5,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; the user interface has not been modernized since the original implementation, slowing Meridian Regional crew and safety staff down, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Corporate Security Badge/Access Control — Platform A,SHACMDB-dd85576bd1,trailing_12mo_ending_2026-07-31,36,1,7,13,15,4.4,2.1,99.5,99.51,0,capacity/performance degradation,6,95.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier2 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Corporate Security Badge/Access Control — Platform B (acquired entity),SHACMDB-8efb8b548b,trailing_12mo_ending_2026-07-31,20,1,4,8,7,11.8,7.1,98,97.5,2,infrastructure/network,5,82.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (known data quality issues in the legacy badge access-control data feed require manual scrubbing before corporate security / badging administrators can trust the output; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Corporate Security Badge/Access Control — Platform C (Meridian legacy),SHACMDB-023162fc8e,trailing_12mo_ending_2026-07-31,23,0,4,10,9,13.5,7.1,98,97.75,1,change-related regression,5,86.1,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (known data quality issues in the Meridian legacy badge access-control data feed require manual scrubbing before corporate security / badging administrators can trust the output; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Export Control / Dangerous Goods Compliance Tracker,SHACMDB-1ed3c34e23,trailing_12mo_ending_2026-07-31,9,0,2,3,4,5.1,2.5,98,98.52,0,batch/scheduling delay,3,92,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Regulatory Filing Tracker (FAA/DOT),SHACMDB-ae12e2e29f,trailing_12mo_ending_2026-07-31,35,1,6,14,14,2.4,1.1,99.5,99.77,0,vendor-side outage,7,94.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,IBM Maximo CMMS,SHACMDB-70d3d0b705,trailing_12mo_ending_2026-07-31,27,0,3,9,15,3.2,1.8,99.5,99.74,0,access/authentication,4,95.7,5,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Lease Portfolio Management Tool,SHACMDB-99ce61d156,trailing_12mo_ending_2026-07-31,9,0,1,3,5,6.7,3.1,98,98.34,0,change-related regression,2,96.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,"Microsoft 365 (Email, Teams, SharePoint)",SHACMDB-beda1ea2e8,trailing_12mo_ending_2026-07-31,37,4,10,15,8,1.5,0.6,99.9,100,0,batch/scheduling delay,9,97,8,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Zoom Enterprise Video Conferencing,SHACMDB-7f58fe1d24,trailing_12mo_ending_2026-07-31,6,0,1,2,3,5.3,2.9,98,98.42,0,vendor-side outage,1,92.5,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Enterprise Project Portfolio Management Tool,SHACMDB-ced3400eb7,trailing_12mo_ending_2026-07-31,17,0,2,6,9,2.7,1.2,99.5,99.88,0,access/authentication,3,92.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Meridian Legacy Sabre DCS,SHACMDB-f3ecfa636c,trailing_12mo_ending_2026-07-31,41,1,5,18,17,6.5,3.1,99.5,99.07,2,access/authentication,11,82.7,7,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; reconciliation against Amadeus Altéa Departure Control (DCS) is a monthly manual process prone to error, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Meridian Legacy Reservations (Sabre-based),SHACMDB-7feef152d4,trailing_12mo_ending_2026-07-31,60,1,9,26,24,5.8,2.7,99.5,99.1,2,integration/interface failure,13,90.7,10,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; known data quality issues in the Meridian legacy PNR data feed require manual scrubbing before Meridian Regional reservations agents can trust the output, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Common-Use Terminal Equipment — Chicago (ORD) — Primary Hub,SHACMDB-a6d6e8bbd7,trailing_12mo_ending_2026-07-31,33,1,5,14,13,3.8,2.1,99.5,99.75,0,data quality/reconciliation,6,96.8,5,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier2 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ground Operations Local Coordination Tool — Chicago (ORD) — Primary Hub,SHACMDB-8db6a7cf3d,trailing_12mo_ending_2026-07-31,29,1,4,12,12,3.3,1.3,99.5,99.81,0,data quality/reconciliation,6,95,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Station Kiosk Fleet — Chicago (ORD) — Primary Hub,SHACMDB-6f8c396269,trailing_12mo_ending_2026-07-31,39,1,6,16,16,3,1.2,99.5,99.83,0,batch/scheduling delay,8,96.4,8,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Ramp & Load Control Terminal — Chicago (ORD) — Primary Hub,SHACMDB-cc8a251996,trailing_12mo_ending_2026-07-31,39,1,6,15,17,2.7,1.1,99.5,99.78,0,change-related regression,8,94.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Common-Use Terminal Equipment — Dallas-Fort Worth (DFW) — Secondary Hub,SHACMDB-f18ac6f936,trailing_12mo_ending_2026-07-31,28,1,5,10,12,2.6,1.3,99.5,99.97,0,vendor-side outage,6,98.9,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ground Operations Local Coordination Tool — Dallas-Fort Worth (DFW) — Secondary Hub,SHACMDB-b98e6fd6f1,trailing_12mo_ending_2026-07-31,40,1,7,16,16,2.9,1.2,99.5,99.92,0,infrastructure/network,9,97.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Station Kiosk Fleet — Dallas-Fort Worth (DFW) — Secondary Hub,SHACMDB-57e65033a2,trailing_12mo_ending_2026-07-31,32,1,5,14,12,3,1.8,99.5,99.97,0,access/authentication,6,97.2,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Ramp & Load Control Terminal — Dallas-Fort Worth (DFW) — Secondary Hub,SHACMDB-7114eb9b96,trailing_12mo_ending_2026-07-31,25,0,4,10,11,2.5,1.1,99.5,99.8,0,data quality/reconciliation,6,95.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Common-Use Terminal Equipment — Denver (DEN) — Meridian Integration Hub,SHACMDB-3b90ed1a84,trailing_12mo_ending_2026-07-31,15,0,3,7,5,8,3.6,98,98.15,0,data quality/reconciliation,3,93.5,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ground Operations Local Coordination Tool — Denver (DEN) — Meridian Integration Hub,SHACMDB-b83c12d791,trailing_12mo_ending_2026-07-31,15,0,3,6,6,5.3,2.4,98,98.44,0,infrastructure/network,3,95.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Station Kiosk Fleet — Denver (DEN) — Meridian Integration Hub,SHACMDB-59e51bccc7,trailing_12mo_ending_2026-07-31,10,0,2,4,4,5.2,2.5,98,98.26,0,data quality/reconciliation,2,95.1,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Ramp & Load Control Terminal — Denver (DEN) — Meridian Integration Hub,SHACMDB-6f63cf8b5c,trailing_12mo_ending_2026-07-31,13,0,2,5,6,5.4,2.8,98,98.44,0,data quality/reconciliation,2,97,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Common-Use Terminal Equipment — Miami (MIA) — Cargo & Latin America Gateway,SHACMDB-2e167e200a,trailing_12mo_ending_2026-07-31,17,0,2,6,9,8,3.9,98,98.08,0,vendor-side outage,3,92.2,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ground Operations Local Coordination Tool — Miami (MIA) — Cargo & Latin America Gateway,SHACMDB-97ad354969,trailing_12mo_ending_2026-07-31,12,0,2,4,6,6.5,2.8,98,98.4,0,access/authentication,3,96.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Station Kiosk Fleet — Miami (MIA) — Cargo & Latin America Gateway,SHACMDB-a1493153c9,trailing_12mo_ending_2026-07-31,12,0,2,5,5,5,2.1,98,98.35,0,infrastructure/network,2,94.3,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Ramp & Load Control Terminal — Miami (MIA) — Cargo & Latin America Gateway,SHACMDB-a41cc96647,trailing_12mo_ending_2026-07-31,18,0,2,7,9,5.2,2.2,98,98.44,0,infrastructure/network,4,93.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Common-Use Terminal Equipment — Seattle (SEA) — Pacific Gateway,SHACMDB-9f141cfc2c,trailing_12mo_ending_2026-07-31,12,0,2,5,5,8.9,3.9,98,98.27,0,capacity/performance degradation,2,97.3,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
