tenant_key,org_unit,parent_org_unit,leader_name_or_role,role_level,decision_rights,owned_functions,owned_systems,owned_data_domains,location_scope,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,org_unit_id
skyharbor-air,Director Mainframe & Legacy Platforms,VP Infrastructure & Cloud,Director Mainframe & Legacy Platforms,Director,Mainframe capacity and batch scheduling authority,Information Technology & Digital,,mainframe,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,37,ORG-0036,synthetic-demo,294bc7938cf15fc3020b7050c1a3288f9856e77af1fcdb62d99258213288c7cb,enriched_dense_synthetic_generation_2026_07,none,ORG-e7be87ced7
skyharbor-air,Regional CIO — Meridian Regional Integration,Chief Information & Technology Officer,"Regional CIO, Meridian Regional Integration",VP,Meridian Regional legacy systems decommission and cutover authority (M&A-inherited org unit; dotted line to Chief Strategy Officer),Corporate Strategy & M&A Integration,,meridian_integration,"Denver, CO (former Meridian Regional HQ)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,38,ORG-0037,synthetic-demo,6a2dd2959743ee084e6904e06b3aa10c6c1bced2bff08bfd4f2b6bebd5508f05,enriched_dense_synthetic_generation_2026_07,none,ORG-54da3ce9e2
skyharbor-air,Meridian Regional Technology Office,Regional CIO — Meridian Regional Integration,"Director, Meridian Legacy Systems",Director,Interim operating authority over Meridian legacy PSS/crew/finance pending cutover (M&A-inherited),Corporate Strategy & M&A Integration,,meridian_legacy_systems,"Denver, CO (former Meridian Regional HQ)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,39,ORG-0038,synthetic-demo,85f60247ed63d1e37bff75a50dc6567f41609e6bd2ea4f9f2cdffad09fd8a1fb,enriched_dense_synthetic_generation_2026_07,none,ORG-cd6be8e176
skyharbor-air,Director IT Portfolio & Program Management,Chief Information & Technology Officer,Director IT Portfolio & Program Management,Director,Enterprise IT portfolio prioritization and program stage-gate approval authority,Information Technology & Digital,Enterprise Project Portfolio Management Tool,it_portfolio_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,40,ORG-0039,synthetic-demo,35b3d7de3ea87f73942ac70d5429301fa0de1ee710bffae99dd80069a467661ee,enriched_dense_synthetic_generation_2026_07,none,ORG-893e8df2f6
skyharbor-air,Senior Manager IT Portfolio Reporting & Governance,Director IT Portfolio & Program Management,Senior Manager IT Portfolio Reporting & Governance,Senior Manager,Portfolio status reporting standard and intake-queue prioritization recommendation authority,Information Technology & Digital,Enterprise Project Portfolio Management Tool,it_portfolio_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,41,ORG-0040,synthetic-demo,8f8a22d20d33b04d46117be20b8d636c5fcb69583ca12fc67aaa269440a9927ce,enriched_dense_synthetic_generation_2026_07,none,ORG-b1eefaf3c1
skyharbor-air,Senior Manager IT Program Delivery — Infrastructure & Platform Programs,Director IT Portfolio & Program Management,Senior Manager IT Program Delivery — Infrastructure & Platform Programs,Senior Manager,Delivery-plan sign-off for infrastructure and platform capital programs,Information Technology & Digital,,it_portfolio_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,42,ORG-0041,synthetic-demo,80708c99ecaae7f563ed77bf49fd3ed0228616ae3c82cc274dff2507dd144013e,enriched_dense_synthetic_generation_2026_07,none,ORG-da88065463
skyharbor-air,Director IT Financial Management & Vendor Governance,Chief Information & Technology Officer,Director IT Financial Management & Vendor Governance,Director,IT cost-allocation methodology and enterprise software spend governance authority,Information Technology & Digital,Software License True-Up Tracking Intake Form System,it_financial_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,43,ORG-0042,synthetic-demo,2d870f3906f0c5f0d00fe6e9b25f8383872faa170592303467408eb865f5e776e,enriched_dense_synthetic_generation_2026_07,none,ORG-a87d15060a
skyharbor-air,Senior Manager IT Vendor & Contract Management,Director IT Financial Management & Vendor Governance,Senior Manager IT Vendor & Contract Management,Senior Manager,IT vendor contract renewal recommendation and spend-tier escalation authority,Information Technology & Digital,,it_financial_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,44,ORG-0043,synthetic-demo,e5c778efe87109c5736e255444ac182f3b21976bcf8267900b0dbf66269563c3e,enriched_dense_synthetic_generation_2026_07,none,ORG-6331c4267b
skyharbor-air,Senior Manager Software Asset & License Management,Director IT Financial Management & Vendor Governance,Senior Manager Software Asset & License Management,Senior Manager,Software entitlement true-up and license compliance sign-off,Information Technology & Digital,Software License True-Up Tracking Intake Form System,it_financial_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,45,ORG-0044,synthetic-demo,ec4c9b87bca3adce9be5a1ac27e777100c9dc1e354769bc96863b34a36a4e72ee,enriched_dense_synthetic_generation_2026_07,none,ORG-29682fed03
skyharbor-air,"Director Technology Risk, Audit & Regulatory Liaison",Chief Information & Technology Officer,"Director Technology Risk, Audit & Regulatory Liaison",Director,IT internal-audit remediation sign-off and SOX ITGC control-ownership authority,Information Technology & Digital,Disaster Recovery Test Evidence Archive Exception Queue,it_risk_compliance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,46,ORG-0045,synthetic-demo,f65fbbb61d02d09e5ca99a68dd38a47e7885bcf7850d9f4471be35dfff162db2e,enriched_dense_synthetic_generation_2026_07,none,ORG-adf462b4a6
skyharbor-air,Senior Manager IT SOX & Internal Controls (ITGC),"Director Technology Risk, Audit & Regulatory Liaison",Senior Manager IT SOX & Internal Controls (ITGC),Senior Manager,ITGC control-testing evidence sign-off and audit-finding remediation tracking authority,Information Technology & Digital,,it_risk_compliance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,47,ORG-0046,synthetic-demo,d432ec408756b8791716c6ec310efdbb9911978385f534e1f72118a2473ae03ce,enriched_dense_synthetic_generation_2026_07,none,ORG-65b6dbd015
skyharbor-air,Senior Manager Business Continuity & IT Disaster Recovery Planning,"Director Technology Risk, Audit & Regulatory Liaison",Senior Manager Business Continuity & IT Disaster Recovery Planning,Senior Manager,IT disaster-recovery test-plan approval and recovery-time-objective attestation authority,Information Technology & Digital,Disaster Recovery Test Evidence Archive Exception Queue,it_risk_compliance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,48,ORG-0047,synthetic-demo,55c1c3c84687423d051975f565d85328e772c0eca2485c71abff7f45a0a45ca4e,enriched_dense_synthetic_generation_2026_07,none,ORG-6278049fa4
skyharbor-air,Director Data Governance & Privacy,Chief Data & Analytics Officer,Director Data Governance & Privacy,Director,Data classification policy approval and data-retention exception adjudication authority (platform enforcement sits with VP Data & AI Platforms),"Data, Analytics & AI",Data Domain Steward Assignment Tracker; Data Retention Exception Tracking Approval Tool,data_governance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,49,ORG-0048,synthetic-demo,1ff15810c1a5aec1f4f03534d33830da440039fad5070fe910fe58d77713badee,enriched_dense_synthetic_generation_2026_07,none,ORG-c320d8fe4d
skyharbor-air,Senior Manager Data Privacy & Regulatory Compliance,Director Data Governance & Privacy,Senior Manager Data Privacy & Regulatory Compliance,Senior Manager,PII handling standard enforcement and data-subject-request fulfillment authority,"Data, Analytics & AI",Data Retention Exception Tracking Approval Tool,data_governance,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,50,ORG-0049,synthetic-demo,119f7b4b03508054f117a5ab4261c4648e2b554548c9f82bbb18f4734492a6a2e,enriched_dense_synthetic_generation_2026_07,none,ORG-2e8dd9af39
skyharbor-air,Director Security Operations Center & Incident Response,Chief Information Security Officer,Director Security Operations Center & Incident Response,Director,Security incident severity classification and containment-decision authority,Cybersecurity & IT Risk,Splunk Enterprise Security (SOC); CrowdStrike EDR/MDR,security_operations,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,51,ORG-0050,synthetic-demo,8b37fe775c522ba0e07c59425ac5ef3d649753c84542e5349109122155de29c9e,enriched_dense_synthetic_generation_2026_07,none,ORG-e03da33d2e
skyharbor-air,Senior Manager Threat Detection & Monitoring,Director Security Operations Center & Incident Response,Senior Manager Threat Detection & Monitoring,Senior Manager,SOC detection-rule tuning and alert-triage escalation authority,Cybersecurity & IT Risk,Splunk Enterprise Security (SOC),security_operations,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,52,ORG-0051,synthetic-demo,195cf3c50bd6e73fac65938874f895a7698ca85691404d94f4a67a021cda0a4be,enriched_dense_synthetic_generation_2026_07,none,ORG-aa3a011705
skyharbor-air,Senior Manager Incident Response & Digital Forensics,Director Security Operations Center & Incident Response,Senior Manager Incident Response & Digital Forensics,Senior Manager,Incident containment execution and forensic-evidence chain-of-custody authority,Cybersecurity & IT Risk,CrowdStrike EDR/MDR,security_operations,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,53,ORG-0052,synthetic-demo,04f4a0bc79ff1c7d789f0744d5f33cb7c3d29e145a7d5552f33b1cb18de214d6e,enriched_dense_synthetic_generation_2026_07,none,ORG-5968e7a28b
skyharbor-air,Director Identity & Access Management,Chief Information Security Officer,Director Identity & Access Management,Director,Identity lifecycle policy and privileged-access approval authority,Cybersecurity & IT Risk,Okta Workforce Identity; CyberArk PAM,identity_access_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,54,ORG-0053,synthetic-demo,dbcd79038bbe1bcdf9da060671b29e3b265b8b662fb560973be6f4db2feca35ce,enriched_dense_synthetic_generation_2026_07,none,ORG-8000ff4690
skyharbor-air,Senior Manager Workforce Identity & Single Sign-On,Director Identity & Access Management,Senior Manager Workforce Identity & Single Sign-On,Senior Manager,SSO/MFA enrollment standard and workforce identity provisioning authority,Cybersecurity & IT Risk,Okta Workforce Identity,identity_access_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,55,ORG-0054,synthetic-demo,031d68372c5dca45280b080bf90773617a60f8f9e627e47e765ad30165753158e,enriched_dense_synthetic_generation_2026_07,none,ORG-8cd9a4f523
skyharbor-air,Senior Manager Privileged Access & Access Recertification,Director Identity & Access Management,Senior Manager Privileged Access & Access Recertification,Senior Manager,Privileged-account vaulting policy and periodic access-recertification sign-off,Cybersecurity & IT Risk,CyberArk PAM; Access Recertification Campaign Tracking Tracker,identity_access_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,56,ORG-0055,synthetic-demo,d44b1a0f48fac46229530f9e651143813b45ed174526071faffe90b11f018d11e,enriched_dense_synthetic_generation_2026_07,none,ORG-89683db2c2
skyharbor-air,Director Application & Product Security,Chief Information Security Officer,Director Application & Product Security,Director,Secure SDLC gate approval and application penetration-test remediation sign-off,Cybersecurity & IT Risk,Third-Party Risk Questionnaire Tool,application_security,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,57,ORG-0056,synthetic-demo,78ed5d6a8676be00ed840bef68756ab6f5ae4ddcb3dbdaf756907abc0bc6e931e,enriched_dense_synthetic_generation_2026_07,none,ORG-e7ab0f0706
skyharbor-air,Senior Manager Application Security Testing (SAST/DAST),Director Application & Product Security,Senior Manager Application Security Testing (SAST/DAST),Senior Manager,Static/dynamic application security testing gate enforcement authority,Cybersecurity & IT Risk,,application_security,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,58,ORG-0057,synthetic-demo,02b7c72a6f8e717709c824be8d53a8e69b6d78efa4271cbb977eb5f865f718fee,enriched_dense_synthetic_generation_2026_07,none,ORG-2fbcd0db75
skyharbor-air,Senior Manager Cloud Security Posture Management,Director Application & Product Security,Senior Manager Cloud Security Posture Management,Senior Manager,Cloud workload misconfiguration remediation SLA enforcement authority,Cybersecurity & IT Risk,,application_security,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,59,ORG-0058,synthetic-demo,5a5477356914f8545d2e5eb80ff2e0c63edf77576408cd1f5b5babc5d002e725e,enriched_dense_synthetic_generation_2026_07,none,ORG-b4e6d0288c
skyharbor-air,"Director Cyber Risk, Governance & Compliance",Chief Information Security Officer,"Director Cyber Risk, Governance & Compliance",Director,"Security policy exception adjudication and regulatory cyber-audit response authority (TSA/DHS cyber directives, PCI DSS)",Cybersecurity & IT Risk,RSA Archer GRC; Vulnerability Exception Approval Tracker,security_grc,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,60,ORG-0059,synthetic-demo,2d1135636391c9353c6a06a68801cd59d7df44fb25f4687627a30cdd7846bcede,enriched_dense_synthetic_generation_2026_07,none,ORG-8cd78baca0
skyharbor-air,"Senior Manager Regulatory Cyber Compliance (TSA/DHS Security Directives, PCI DSS)","Director Cyber Risk, Governance & Compliance","Senior Manager Regulatory Cyber Compliance (TSA/DHS Security Directives, PCI DSS)",Senior Manager,Regulatory cyber-control evidence compilation and attestation authority,Cybersecurity & IT Risk,RSA Archer GRC,security_grc,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,61,ORG-0060,synthetic-demo,db747f8cfb8745b25a3bec2c3b1a197426e79fe59d61caaba69a64b26f7209e7e,enriched_dense_synthetic_generation_2026_07,none,ORG-135fdecc68
skyharbor-air,Senior Manager Third-Party & Vendor Cyber Risk,"Director Cyber Risk, Governance & Compliance",Senior Manager Third-Party & Vendor Cyber Risk,Senior Manager,Third-party security questionnaire adjudication and vendor risk-tiering authority,Cybersecurity & IT Risk,Third-Party Risk Questionnaire Tool,security_grc,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,62,ORG-0061,synthetic-demo,b8abd158f47226ed19acdb3345cd1020d631ef621bc8f15080ff5ed7cee2f78be,enriched_dense_synthetic_generation_2026_07,none,ORG-7db5e14351
skyharbor-air,Director Vulnerability Management & Threat Intelligence,Chief Information Security Officer,Director Vulnerability Management & Threat Intelligence,Director,Vulnerability remediation SLA enforcement and emerging-threat prioritization authority,Cybersecurity & IT Risk,Vulnerability Management Platform,vulnerability_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,63,ORG-0062,synthetic-demo,3b989d33de1d21bdfb9603866f68e5a74a1aa8c6e347c6dfb9a6a62bbdb1de93e,enriched_dense_synthetic_generation_2026_07,none,ORG-1f887f6629
skyharbor-air,Senior Manager Vulnerability Management,Director Vulnerability Management & Threat Intelligence,Senior Manager Vulnerability Management,Senior Manager,Vulnerability scan cadence and patch-exception approval authority,Cybersecurity & IT Risk,Vulnerability Management Platform; Vulnerability Exception Approval Tracker,vulnerability_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,64,ORG-0063,synthetic-demo,8bdf2e28a080d828749f9e6718a5be45dae2d1cd30749c37d79a80a4924d3200e,enriched_dense_synthetic_generation_2026_07,none,ORG-230b15612b
skyharbor-air,Senior Manager Cyber Threat Intelligence,Director Vulnerability Management & Threat Intelligence,Senior Manager Cyber Threat Intelligence,Senior Manager,Threat-intelligence feed curation and indicator-of-compromise distribution authority,Cybersecurity & IT Risk,,vulnerability_management,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,65,ORG-0064,synthetic-demo,77e3b2f3c250371526be14efcc6c711d3237a8ff6fececa4da027ca17306c857e,enriched_dense_synthetic_generation_2026_07,none,ORG-2fd52f878b
skyharbor-air,Director Security Engineering & Network Defense,Chief Information Security Officer,Director Security Engineering & Network Defense,Director,Firewall and network security architecture standard approval authority,Cybersecurity & IT Risk,Palo Alto Prisma Access / Firewall Fleet; Data Loss Prevention (DLP) Platform; Mobile Device Management (MDM),security_engineering,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,66,ORG-0065,synthetic-demo,7da312763fd33ec17f0bf0f84c4606b508e58e3d4eeded350fca26e5f7c9ca7ae,enriched_dense_synthetic_generation_2026_07,none,ORG-4bc21ca78c
skyharbor-air,Senior Manager Security Awareness & Insider Risk Program,Director Security Engineering & Network Defense,Senior Manager Security Awareness & Insider Risk Program,Senior Manager,Security-awareness curriculum approval and insider-risk case escalation authority,Cybersecurity & IT Risk,Security Awareness Training Completion Log; Phishing Simulation Results Request Tool,security_engineering,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,67,ORG-0066,synthetic-demo,f461dd41a7e1b0cfc929a8a600295a8b4e27ddf01803a9a50e6e1563bc9e7631e,enriched_dense_synthetic_generation_2026_07,none,ORG-d1de440879
skyharbor-air,Director Data Engineering & Platform Operations,VP Data & AI Platforms,Director Data Engineering & Platform Operations,Director,Data pipeline architecture and platform capacity-planning approval authority,"Data, Analytics & AI",Confluent Kafka Event Backbone; Informatica PowerCenter ETL,data_engineering,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,68,ORG-0067,synthetic-demo,c878c57b8ccc7a0c6d2bb76703f3e1864479f515246114117d54ab5c44980694e,enriched_dense_synthetic_generation_2026_07,none,ORG-38077abdd4
