eligibility_code,provider_class_code,provider_class_name,location_code,location_name,shore_category,role_delivery_group,eligibility,requires_manual_review,source_artifact,status,version,notes
ELIG-CONS-T1-LOC-DALLAS-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-DALLAS,Dallas,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-DALLAS-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-DALLAS,Dallas,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-DALLAS-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-DALLAS,Dallas,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-DALLAS-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-DALLAS,Dallas,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-EASTERN-EUROPE-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,architecture_security,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-EASTERN-EUROPE-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-EASTERN-EUROPE-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,executive_advisory,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-EASTERN-EUROPE-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-EASTERN-EUROPE-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,regulated_domain,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-HOUSTON-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-HOUSTON,Houston,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-HOUSTON-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-HOUSTON,Houston,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-HOUSTON-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-HOUSTON,Houston,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-HOUSTON-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-HOUSTON,Houston,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-HOUSTON-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-HOUSTON,Houston,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-1-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-INDIA-TIER-1,India Tier 1,offshore,architecture_security,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-1-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-INDIA-TIER-1,India Tier 1,offshore,commodity_delivery,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-1-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-INDIA-TIER-1,India Tier 1,offshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-1-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-INDIA-TIER-1,India Tier 1,offshore,platform_delivery,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-1-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-INDIA-TIER-1,India Tier 1,offshore,regulated_domain,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-2-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-INDIA-TIER-2,India Tier 2,offshore,architecture_security,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-2-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-INDIA-TIER-2,India Tier 2,offshore,commodity_delivery,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-2-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-INDIA-TIER-2,India Tier 2,offshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-2-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-INDIA-TIER-2,India Tier 2,offshore,platform_delivery,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-INDIA-TIER-2-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-INDIA-TIER-2,India Tier 2,offshore,regulated_domain,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-LATAM-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-LATAM,LATAM,nearshore,architecture_security,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-LATAM-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-LATAM,LATAM,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-LATAM-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-LATAM,LATAM,nearshore,executive_advisory,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-LATAM-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-LATAM,LATAM,nearshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-LATAM-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-LATAM,LATAM,nearshore,regulated_domain,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-MIDDLE-EAST-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-MIDDLE-EAST,Middle East,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-MIDDLE-EAST-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-MIDDLE-EAST,Middle East,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-MIDDLE-EAST-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-MIDDLE-EAST,Middle East,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-MIDDLE-EAST-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-MIDDLE-EAST,Middle East,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-MIDDLE-EAST-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-MIDDLE-EAST,Middle East,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-NYC-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-NYC,NYC,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-NYC-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-NYC,NYC,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-NYC-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-NYC,NYC,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-NYC-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-NYC,NYC,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-NYC-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-NYC,NYC,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-PHILIPPINES-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-PHILIPPINES,Philippines,offshore,architecture_security,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-PHILIPPINES-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-PHILIPPINES,Philippines,offshore,commodity_delivery,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-PHILIPPINES-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-PHILIPPINES,Philippines,offshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-PHILIPPINES-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-PHILIPPINES,Philippines,offshore,platform_delivery,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-PHILIPPINES-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-PHILIPPINES,Philippines,offshore,regulated_domain,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SEATTLE-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-SEATTLE,Seattle,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SEATTLE-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-SEATTLE,Seattle,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SEATTLE-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-SEATTLE,Seattle,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SEATTLE-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-SEATTLE,Seattle,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SEATTLE-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-SEATTLE,Seattle,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SF-BAY-AREA-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-SF-BAY-AREA,SF / Bay Area,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SF-BAY-AREA-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-SF-BAY-AREA,SF / Bay Area,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SF-BAY-AREA-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-SF-BAY-AREA,SF / Bay Area,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SF-BAY-AREA-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-SF-BAY-AREA,SF / Bay Area,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-SF-BAY-AREA-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-SF-BAY-AREA,SF / Bay Area,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-UK-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-UK,UK,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-UK-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-UK,UK,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-UK-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-UK,UK,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-UK-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-UK,UK,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-UK-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-UK,UK,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-WESTERN-EUROPE-ARCHITECTURE-SECURITY,CONS-T1,CONS-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-WESTERN-EUROPE-COMMODITY-DELIVERY,CONS-T1,CONS-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-WESTERN-EUROPE-EXECUTIVE-ADVISORY,CONS-T1,CONS-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-WESTERN-EUROPE-PLATFORM-DELIVERY,CONS-T1,CONS-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-CONS-T1-LOC-WESTERN-EUROPE-REGULATED-DOMAIN,CONS-T1,CONS-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-ATLANTA-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-ATLANTA,Atlanta,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-ATLANTA-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-ATLANTA,Atlanta,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-ATLANTA-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-ATLANTA,Atlanta,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-ATLANTA-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-ATLANTA,Atlanta,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-ATLANTA-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-ATLANTA,Atlanta,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-AUSTRALIA-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-AUSTRALIA,Australia,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-AUSTRALIA-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-AUSTRALIA,Australia,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-AUSTRALIA-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-AUSTRALIA,Australia,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-AUSTRALIA-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-AUSTRALIA,Australia,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-AUSTRALIA-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-AUSTRALIA,Australia,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CANADA-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-CANADA,Canada,nearshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CANADA-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-CANADA,Canada,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CANADA-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-CANADA,Canada,nearshore,executive_advisory,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CANADA-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-CANADA,Canada,nearshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CANADA-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-CANADA,Canada,nearshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CHICAGO-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-CHICAGO,Chicago,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CHICAGO-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-CHICAGO,Chicago,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CHICAGO-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-CHICAGO,Chicago,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CHICAGO-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-CHICAGO,Chicago,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-CHICAGO-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-CHICAGO,Chicago,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-DALLAS-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-DALLAS,Dallas,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-DALLAS-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-DALLAS,Dallas,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-DALLAS-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-DALLAS,Dallas,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-DALLAS-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-DALLAS,Dallas,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-DALLAS-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-DALLAS,Dallas,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-EASTERN-EUROPE-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-EASTERN-EUROPE-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-EASTERN-EUROPE-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,executive_advisory,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-EASTERN-EUROPE-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-EASTERN-EUROPE-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-HOUSTON-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-HOUSTON,Houston,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-HOUSTON-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-HOUSTON,Houston,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-HOUSTON-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-HOUSTON,Houston,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-HOUSTON-PLATFORM-DELIVERY,ENG-B,ENG-B,LOC-HOUSTON,Houston,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-HOUSTON-REGULATED-DOMAIN,ENG-B,ENG-B,LOC-HOUSTON,Houston,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-INDIA-TIER-1-ARCHITECTURE-SECURITY,ENG-B,ENG-B,LOC-INDIA-TIER-1,India Tier 1,offshore,architecture_security,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-INDIA-TIER-1-COMMODITY-DELIVERY,ENG-B,ENG-B,LOC-INDIA-TIER-1,India Tier 1,offshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-ENG-B-LOC-INDIA-TIER-1-EXECUTIVE-ADVISORY,ENG-B,ENG-B,LOC-INDIA-TIER-1,India Tier 1,offshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
