tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,cloud_provider,cloud_account_id,business_unit,application_ref,service_name,usage_type,region,month,usage_quantity,usage_unit,on_demand_spend_usd,covered_spend_usd,total_spend_usd,owner_tag,environment_tag,source_file_id
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-04:STORAGE-ACCOUNTS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Storage Accounts,Capacity GB-Month,eastus,2026-04,9428571,GB-month,145200,19800,165000,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-04:NETWORK-EGRESS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Network Egress,Bandwidth,eastus,2026-04,589286,service-unit,108900,14850,123750,Enterprise Integration,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-04:MICROSOFT-DEFENDER-FOR-CLOUD,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Security,APP-CLOUD-SECURITY-LAKE,Microsoft Defender for Cloud,Protected Resource,global,2026-04,589286,service-unit,108900,14850,123750,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-04:ENTERPRISE-SUPPORT,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Security,APP-CLOUD-SECURITY-LAKE,Enterprise Support,Support,global,2026-04,392857,service-unit,0,82500,82500,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-04:OTHER-SERVICES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-04,261905,service-unit,48400,6600,55000,Enterprise Integration,,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-05:EC2-COMPUTE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,EC2 Compute,BoxUsage,us-east-1,2026-05,3845778,service-unit,373809.6,318430.4,692240,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-05:RDS-DATABASE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,RDS Database,DatabaseUsage,us-east-1,2026-05,1809778,service-unit,175910.4,149849.6,325760,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-05:EKS-CONTAINERS,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,EKS Containers,ContainerHours,us-east-1,2026-05,1357333,service-unit,215001.6,29318.4,244320,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-05:S3-STORAGE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,S3 Storage,TimedStorage-ByteHrs,us-east-1,2026-05,13573333,GB-month,179168,24432,203600,Enterprise Analytics,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-05:DATA-TRANSFER,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,Data Transfer,DataTransfer-Out-Bytes,us-east-1,2026-05,1018000,GB-month,161251.2,21988.8,183240,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-05:CLOUDWATCH-AND-SECURITY,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Security,APP-CLOUD-SECURITY-LAKE,CloudWatch and Security,MonitoringEvents,us-east-1,2026-05,791778,service-unit,125417.6,17102.4,142520,Security,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-05:ENTERPRISE-SUPPORT,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,Enterprise Support,Support-Business,global,2026-05,904889,service-unit,0,162880,162880,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-05:OTHER-SERVICES,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-05,452444,service-unit,71667.2,9772.8,81440,Enterprise Integration,,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-05:VIRTUAL-MACHINES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Virtual Machines,Dsv5 Hours,eastus,2026-05,1655952,service-unit,187785,159965,347750,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-05:AZURE-SQL,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Azure SQL,vCore Hours,eastus,2026-05,1258524,service-unit,142716.6,121573.4,264290,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-05:SYNAPSE-ANALYTICS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Synapse Analytics,DWU Hours,eastus,2026-05,1059810,service-unit,195852.8,26707.2,222560,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-05:STORAGE-ACCOUNTS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Storage Accounts,Capacity GB-Month,eastus,2026-05,9538286,GB-month,146889.6,20030.4,166920,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-05:NETWORK-EGRESS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Network Egress,Bandwidth,eastus,2026-05,596143,service-unit,110167.2,15022.8,125190,Enterprise Integration,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-05:MICROSOFT-DEFENDER-FOR-CLOUD,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Security,APP-CLOUD-SECURITY-LAKE,Microsoft Defender for Cloud,Protected Resource,global,2026-05,596143,service-unit,110167.2,15022.8,125190,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-05:ENTERPRISE-SUPPORT,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Security,APP-CLOUD-SECURITY-LAKE,Enterprise Support,Support,global,2026-05,397429,service-unit,0,83460,83460,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-05:OTHER-SERVICES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-CRM-INTEGRATION,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-05,264952,service-unit,48963.2,6676.8,55640,Enterprise Integration,,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-06:EC2-COMPUTE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Clinical Operations,APP-CLOUD-EHR-INT,EC2 Compute,BoxUsage,us-east-1,2026-06,3755111,service-unit,337960,337960,675920,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-06:RDS-DATABASE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Clinical Operations,APP-CLOUD-EHR-INT,RDS Database,DatabaseUsage,us-east-1,2026-06,1767111,service-unit,159040,159040,318080,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-06:EKS-CONTAINERS,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,EKS Containers,ContainerHours,us-east-1,2026-06,1325333,service-unit,209932.8,28627.2,238560,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-06:S3-STORAGE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,S3 Storage,TimedStorage-ByteHrs,us-east-1,2026-06,13253333,GB-month,174944,23856,198800,Enterprise Analytics,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-06:DATA-TRANSFER,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,Data Transfer,DataTransfer-Out-Bytes,us-east-1,2026-06,994000,GB-month,157449.6,21470.4,178920,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-06:CLOUDWATCH-AND-SECURITY,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Security,APP-CLOUD-SECURITY-LAKE,CloudWatch and Security,MonitoringEvents,us-east-1,2026-06,773111,service-unit,122460.8,16699.2,139160,Security,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-06:ENTERPRISE-SUPPORT,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Clinical Operations,APP-CLOUD-EHR-INT,Enterprise Support,Support-Business,global,2026-06,883556,service-unit,0,159040,159040,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-06:OTHER-SERVICES,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-ANALYTICS-PROD,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-06,441778,service-unit,69977.6,9542.4,79520,,,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-06:VIRTUAL-MACHINES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Virtual Machines,Dsv5 Hours,eastus,2026-06,1615476,service-unit,169625,169625,339250,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-06:AZURE-SQL,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Azure SQL,vCore Hours,eastus,2026-06,1227762,service-unit,128915,128915,257830,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-06:SYNAPSE-ANALYTICS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Synapse Analytics,DWU Hours,eastus,2026-06,1033905,service-unit,191065.6,26054.4,217120,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-06:STORAGE-ACCOUNTS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Storage Accounts,Capacity GB-Month,eastus,2026-06,9305143,GB-month,143299.2,19540.8,162840,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-06:NETWORK-EGRESS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Network Egress,Bandwidth,eastus,2026-06,581571,service-unit,107474.4,14655.6,122130,Enterprise Integration,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-06:MICROSOFT-DEFENDER-FOR-CLOUD,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Security,APP-CLOUD-SECURITY-LAKE,Microsoft Defender for Cloud,Protected Resource,global,2026-06,581571,service-unit,107474.4,14655.6,122130,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-06:ENTERPRISE-SUPPORT,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Security,APP-CLOUD-SECURITY-LAKE,Enterprise Support,Support,global,2026-06,387714,service-unit,0,81420,81420,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-06:OTHER-SERVICES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-SECURITY-OPS,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-06,258476,service-unit,47766.4,6513.6,54280,,,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-07:EC2-COMPUTE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,EC2 Compute,BoxUsage,us-east-1,2026-07,3826889,service-unit,399527.2,289312.8,688840,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-07:RDS-DATABASE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,RDS Database,DatabaseUsage,us-east-1,2026-07,1800889,service-unit,188012.8,136147.2,324160,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-07:EKS-CONTAINERS,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,EKS Containers,ContainerHours,us-east-1,2026-07,1350667,service-unit,213945.6,29174.4,243120,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-07:S3-STORAGE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,S3 Storage,TimedStorage-ByteHrs,us-east-1,2026-07,13506667,GB-month,178288,24312,202600,Enterprise Analytics,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-07:DATA-TRANSFER,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,Data Transfer,DataTransfer-Out-Bytes,us-east-1,2026-07,1013000,GB-month,160459.2,21880.8,182340,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-07:CLOUDWATCH-AND-SECURITY,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Security,APP-CLOUD-SECURITY-LAKE,CloudWatch and Security,MonitoringEvents,us-east-1,2026-07,787889,service-unit,124801.6,17018.4,141820,Security,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-07:ENTERPRISE-SUPPORT,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,Enterprise Support,Support-Business,global,2026-07,900444,service-unit,0,162080,162080,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-07:OTHER-SERVICES,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-CLINICAL-PROD,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-07,450222,service-unit,71315.2,9724.8,81040,Enterprise Integration,,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-07:VIRTUAL-MACHINES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Virtual Machines,Dsv5 Hours,eastus,2026-07,1641667,service-unit,199955,144795,344750,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-07:AZURE-SQL,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Azure SQL,vCore Hours,eastus,2026-07,1247667,service-unit,151965.8,110044.2,262010,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-07:SYNAPSE-ANALYTICS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Analytics,APP-CLOUD-CLAIMS-ANALYTICS,Synapse Analytics,DWU Hours,eastus,2026-07,1050667,service-unit,194163.2,26476.8,220640,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-07:STORAGE-ACCOUNTS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,Storage Accounts,Capacity GB-Month,eastus,2026-07,9456000,GB-month,145622.4,19857.6,165480,Enterprise Analytics,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-07:NETWORK-EGRESS,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Network Egress,Bandwidth,eastus,2026-07,591000,service-unit,109216.8,14893.2,124110,Enterprise Integration,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-07:MICROSOFT-DEFENDER-FOR-CLOUD,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Security,APP-CLOUD-SECURITY-LAKE,Microsoft Defender for Cloud,Protected Resource,global,2026-07,591000,service-unit,109216.8,14893.2,124110,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-07:ENTERPRISE-SUPPORT,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Security,APP-CLOUD-SECURITY-LAKE,Enterprise Support,Support,global,2026-07,394000,service-unit,0,82740,82740,Security,prod,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AZURE-001:2026-07:OTHER-SERVICES,MER-CLOUD-AZURE-001,VEN-MICROSOFT,Microsoft Corporation,azure,AZ-DATA-PROD-001,Enterprise Integration,APP-CLOUD-INTEGRATION-HUB,Other services,Multiple,mixed,2026-07,262667,service-unit,48540.8,6619.2,55160,Enterprise Integration,,DOC-MER-CLOUD-AZURE-001-COST-MGMT
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-08:EC2-COMPUTE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,EC2 Compute,BoxUsage,us-east-1,2026-08,3917556,service-unit,380786.4,324373.6,705160,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-08:RDS-DATABASE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Clinical Operations,APP-CLOUD-EHR-INT,RDS Database,DatabaseUsage,us-east-1,2026-08,1843556,service-unit,179193.6,152646.4,331840,Clinical Operations,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-08:EKS-CONTAINERS,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,EKS Containers,ContainerHours,us-east-1,2026-08,1382667,service-unit,219014.4,29865.6,248880,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-08:S3-STORAGE,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Enterprise Analytics,APP-CLOUD-DATA-PLATFORM,S3 Storage,TimedStorage-ByteHrs,us-east-1,2026-08,13826667,GB-month,182512,24888,207400,Enterprise Analytics,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-08:DATA-TRANSFER,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Patient Access,APP-CLOUD-PATIENT-DIGITAL,Data Transfer,DataTransfer-Out-Bytes,us-east-1,2026-08,1037000,GB-month,164260.8,22399.2,186660,Patient Access,prod,DOC-MER-CLOUD-AWS-001-CUR
meridian-health,meridian-cloud-consumption-depth-v1-20260907,cloud_usage:MER-CLOUD-AWS-001:2026-08:CLOUDWATCH-AND-SECURITY,MER-CLOUD-AWS-001,VEN-AWS,"Amazon Web Services, Inc.",aws,AWS-DIGITAL-PROD,Security,APP-CLOUD-SECURITY-LAKE,CloudWatch and Security,MonitoringEvents,us-east-1,2026-08,806556,service-unit,127758.4,17421.6,145180,Security,prod,DOC-MER-CLOUD-AWS-001-CUR
