application_id,application_name,domain,primary_business_owner,technical_owner_team,platform_type,hosting_model,environment,criticality,annual_run_cost_usd,users_or_entities_supported,integration_count,data_classification,modernization_state,evidence_id
APEXRETAIL-APP-0161,IBM Sterling OMS regional/service component 5,order_management,Chief Merchandising Officer,APX-IT-002,custom,hybrid,production,critical,28050000,461800,10,internal,contain,APX-EVID-009
APEXRETAIL-APP-0162,Toshiba POS regional/service component 5,pos,Chief Supply Chain Officer,APX-IT-001,package,store_edge,production,critical,28975000,471000,11,confidential,replace_candidate,APX-EVID-010
APEXRETAIL-APP-0163,Salesforce Commerce Cloud regional/service component 5,ecommerce,Chief Marketing Officer,APX-IT-002,package,saas,production,critical,30600000,480200,12,pci_pii,invest,APX-EVID-011
APEXRETAIL-APP-0164,Adobe Experience Cloud regional/service component 5,personalization,CFO,APX-IT-005,package,saas,production,high,19425000,489400,13,internal,optimize,APX-EVID-012
APEXRETAIL-APP-0165,Blue Yonder Demand Planning regional/service component 5,forecasting,Chief Risk Officer,APX-IT-003,package,saas,production,critical,20950000,498600,14,confidential,contain,APX-EVID-013
APEXRETAIL-APP-0166,SAP S/4 Finance regional/service component 5,erp_finance,CIO,APX-IT-006,custom,private_cloud,production,critical,24475000,507800,15,internal,replace_candidate,APX-EVID-014
APEXRETAIL-APP-0167,ServiceNow ITSM regional/service component 5,itsm,CHRO,APX-IT-010,package,saas,production,high,15300000,517000,16,pci_pii,invest,APX-EVID-001
APEXRETAIL-APP-0168,Databricks Retail Lakehouse regional/service component 5,data_platform,Chief Procurement Officer,APX-IT-007,package,aws,production,critical,22325000,526200,17,confidential,optimize,APX-EVID-002
APEXRETAIL-APP-0169,Snowflake Marketing Data Cloud regional/service component 5,analytics,Chief Real Estate Officer,APX-IT-007,package,cloud,production,high,18150000,535400,18,internal,contain,APX-EVID-003
APEXRETAIL-APP-0170,Kronos Workforce Central regional/service component 5,workforce,SVP Private Brands,APX-IT-006,package,saas,production,critical,19175000,544600,19,internal,replace_candidate,APX-EVID-004
