app_id,name,criticality,owner_role,system_of_record,ams_vendor,time_classification,business_function,deployment_model,annual_run_cost_usd
APP-0247,Commercial Manager 247,tier3,Director Commercial,Sabre,Capgemini,transform,Commercial,on_prem_distributed,382514
APP-0248,Commercial Ledger 248,tier2,Director Commercial,Custom Java,IBM Global Services,run,Commercial,private_cloud,9005896
APP-0249,Crew Ledger 249,tier2,Director Crew,Amadeus,TCS,run,Crew,private_cloud,2623413
APP-0250,Crew Portal 250,tier2,Director Crew,Salesforce,Capgemini,run,Crew,aws,5058683
APP-0251,Network Planning Core 251,tier2,Director Network Planning,Oracle Fusion,Accenture,run,Network Planning,azure,8601073
APP-0252,DCS Ledger 252,tier3,Director DCS,Snowflake,Wipro,run,DCS,on_prem_distributed,8839761
APP-0253,Ground Ops Core 253,tier1,Director Ground Ops,Snowflake,Internal,grow,Ground Ops,azure,6849416
APP-0254,Ground Ops Hub 254,tier1,Director Ground Ops,Databricks,TCS,run,Ground Ops,on_prem_distributed,4612699
APP-0255,Safety Portal 255,tier2,Director Safety,Databricks,IBM Global Services,grow,Safety,saas,3194668
APP-0256,Procurement Engine 256,tier1,Director Procurement,Workday,Capgemini,grow,Procurement,aws,3177429
APP-0257,Crew Manager 257,tier1,Director Crew,Sabre,IBM Global Services,grow,Crew,private_cloud,7482438
APP-0258,DCS Core 258,tier1,Director DCS,Databricks,IBM Global Services,run,DCS,on_prem_distributed,4757165
APP-0259,Loyalty Ledger 259,tier2,Director Loyalty,Custom Java,Accenture,run,Loyalty,aws,2693398
APP-0260,Finance Engine 260,tier2,Director Finance,Salesforce,IBM Global Services,transform,Finance,on_prem_mainframe,7275426
APP-0261,Maintenance Core 261,tier2,Director Maintenance,Sabre,IBM Global Services,transform,Maintenance,saas,7417699
APP-0262,Revenue Accounting Portal 262,tier2,Director Revenue Accounting,Snowflake,Capgemini,run,Revenue Accounting,on_prem_mainframe,1653910
APP-0263,Finance Portal 263,tier2,Director Finance,Snowflake,TCS,grow,Finance,aws,3044738
APP-0264,Commercial Gateway 264,tier2,Director Commercial,Oracle Fusion,Accenture,grow,Commercial,private_cloud,8983316
APP-0265,Crew Ledger 265,tier1,Director Crew,Workday,Capgemini,grow,Crew,azure,8385963
APP-0266,HR Gateway 266,tier2,Director HR,Amadeus,IBM Global Services,grow,HR,private_cloud,3810038
APP-0267,Finance Engine 267,tier1,Director Finance,Salesforce,TCS,grow,Finance,aws,2033213
APP-0268,Safety Hub 268,tier2,Director Safety,Sabre,Capgemini,run,Safety,aws,4886109
APP-0269,MRO Service 269,tier3,Director MRO,Workday,TCS,run,MRO,saas,1905002
APP-0270,MRO Portal 270,tier3,Director MRO,Mainframe COBOL,IBM Global Services,transform,MRO,gcp,8990411
APP-0271,PSS Ledger 271,tier1,Director PSS,Oracle Fusion,Accenture,grow,PSS,on_prem_distributed,8605980
APP-0272,PSS Service 272,tier3,Director PSS,Oracle Fusion,Internal,run,PSS,on_prem_distributed,4455818
APP-0273,Procurement Engine 273,tier2,Director Procurement,SAP S/4HANA,TCS,transform,Procurement,on_prem_mainframe,3444582
APP-0274,Commercial Core 274,tier2,Director Commercial,Amadeus,Infosys,run,Commercial,on_prem_mainframe,3471624
APP-0275,Finance Service 275,tier1,Director Finance,Sabre,Internal,transform,Finance,azure,8255723
APP-0276,Maintenance Engine 276,tier2,Director Maintenance,Oracle Fusion,Wipro,grow,Maintenance,saas,6913048
APP-0277,Catering Portal 277,tier1,Director Catering,ServiceNow,Capgemini,run,Catering,private_cloud,6444415
APP-0278,Revenue Accounting Service 278,tier2,Director Revenue Accounting,Salesforce,TCS,grow,Revenue Accounting,on_prem_distributed,5450238
APP-0279,Maintenance Portal 279,tier1,Director Maintenance,Amadeus,Capgemini,transform,Maintenance,azure,3128588
APP-0280,MRO Core 280,tier2,Director MRO,Oracle Fusion,Accenture,transform,MRO,saas,360442
APP-0281,Flight Ops Gateway 281,tier1,Director Flight Ops,Sabre,Capgemini,transform,Flight Ops,private_cloud,7335850
APP-0282,DCS Hub 282,tier2,Director DCS,Mainframe COBOL,Wipro,run,DCS,on_prem_mainframe,784295
APP-0283,Flight Ops Portal 283,tier3,Director Flight Ops,Workday,Capgemini,run,Flight Ops,saas,3241959
APP-0284,Ground Ops Ledger 284,tier1,Director Ground Ops,Mainframe COBOL,Infosys,grow,Ground Ops,azure,8364964
APP-0285,HR Hub 285,tier3,Director HR,Oracle Fusion,Infosys,transform,HR,on_prem_mainframe,7879673
APP-0286,Revenue Accounting Portal 286,tier1,Director Revenue Accounting,Sabre,Internal,run,Revenue Accounting,azure,3046212
APP-0287,Ground Ops Core 287,tier1,Director Ground Ops,Databricks,Internal,grow,Ground Ops,saas,3634338
APP-0288,Customer Engine 288,tier1,Director Customer,ServiceNow,Wipro,run,Customer,azure,4226357
APP-0289,Network Planning Service 289,tier3,Director Network Planning,Sabre,Wipro,grow,Network Planning,aws,2009718
APP-0290,DCS Gateway 290,tier1,Director DCS,Salesforce,Capgemini,run,DCS,private_cloud,2363122
APP-0291,Commercial Hub 291,tier2,Director Commercial,Snowflake,Capgemini,grow,Commercial,saas,8856535
APP-0292,Commercial Gateway 292,tier2,Director Commercial,Databricks,Internal,run,Commercial,saas,3048433
APP-0293,Safety Engine 293,tier2,Director Safety,Snowflake,IBM Global Services,transform,Safety,on_prem_distributed,2169382
APP-0294,Commercial Service 294,tier2,Director Commercial,Amadeus,Internal,transform,Commercial,on_prem_mainframe,6109011
APP-0295,HR Service 295,tier2,Director HR,Databricks,TCS,run,HR,azure,5866360
APP-0296,Cargo Hub 296,tier3,Director Cargo,ServiceNow,Internal,transform,Cargo,aws,7262662
APP-0297,Revenue Accounting Gateway 297,tier2,Director Revenue Accounting,Custom Java,TCS,run,Revenue Accounting,saas,4575753
APP-0298,Maintenance Ledger 298,tier2,Director Maintenance,Snowflake,Capgemini,grow,Maintenance,on_prem_distributed,3304628
APP-0299,DCS Portal 299,tier3,Director DCS,Amadeus,Infosys,grow,DCS,azure,2144769
APP-0300,Ground Ops Core 300,tier1,Director Ground Ops,Workday,Capgemini,grow,Ground Ops,on_prem_mainframe,236361
APP-0301,Finance Gateway 301,tier3,Director Finance,Custom Java,Internal,grow,Finance,gcp,4655318
APP-0302,DCS Hub 302,tier2,Director DCS,ServiceNow,Infosys,transform,DCS,gcp,7353867
APP-0303,Crew Manager 303,tier3,Director Crew,Custom Java,Internal,transform,Crew,saas,2722855
APP-0304,Flight Ops Portal 304,tier2,Director Flight Ops,ServiceNow,Accenture,transform,Flight Ops,on_prem_mainframe,7225063
APP-0305,Maintenance Gateway 305,tier1,Director Maintenance,Workday,TCS,transform,Maintenance,saas,2355676
APP-0306,DCS Service 306,tier1,Director DCS,Snowflake,Internal,transform,DCS,aws,4551855
APP-0307,Customer Ledger 307,tier1,Director Customer,Databricks,Wipro,grow,Customer,on_prem_mainframe,2090458
APP-0308,Commercial Hub 308,tier2,Director Commercial,Databricks,Infosys,grow,Commercial,private_cloud,5372293
APP-0309,Ground Ops Hub 309,tier2,Director Ground Ops,Salesforce,Wipro,transform,Ground Ops,gcp,4069156
APP-0310,Maintenance Core 310,tier3,Director Maintenance,Workday,IBM Global Services,grow,Maintenance,on_prem_distributed,3574198
APP-0311,Catering Hub 311,tier1,Director Catering,Salesforce,Infosys,grow,Catering,saas,3004910
APP-0312,Flight Ops Gateway 312,tier3,Director Flight Ops,Workday,Internal,grow,Flight Ops,azure,517381
APP-0313,HR Portal 313,tier1,Director HR,Workday,Wipro,run,HR,private_cloud,765636
APP-0314,Network Planning Hub 314,tier1,Director Network Planning,Custom Java,Accenture,transform,Network Planning,private_cloud,4167358
APP-0315,MRO Ledger 315,tier1,Director MRO,Workday,TCS,transform,MRO,azure,5351309
APP-0316,Flight Ops Gateway 316,tier3,Director Flight Ops,ServiceNow,Capgemini,run,Flight Ops,azure,3422821
APP-0317,Revenue Accounting Hub 317,tier1,Director Revenue Accounting,Sabre,Infosys,grow,Revenue Accounting,aws,6084451
APP-0318,Flight Ops Hub 318,tier2,Director Flight Ops,ServiceNow,Wipro,run,Flight Ops,gcp,5583848
APP-0319,Cargo Core 319,tier3,Director Cargo,Custom Java,Infosys,transform,Cargo,gcp,4454939
APP-0320,Network Planning Core 320,tier1,Director Network Planning,Databricks,Wipro,transform,Network Planning,azure,4062430
APP-0321,Customer Ledger 321,tier2,Director Customer,Workday,IBM Global Services,grow,Customer,gcp,7771963
APP-0322,Loyalty Engine 322,tier1,Director Loyalty,Mainframe COBOL,Capgemini,run,Loyalty,saas,3129492
APP-0323,Finance Ledger 323,tier2,Director Finance,Snowflake,Wipro,transform,Finance,aws,8669243
APP-0324,Catering Engine 324,tier2,Director Catering,Salesforce,Accenture,run,Catering,on_prem_mainframe,608247
APP-0325,HR Hub 325,tier2,Director HR,Databricks,TCS,run,HR,on_prem_distributed,4382053
APP-0326,Crew Ledger 326,tier2,Director Crew,Amadeus,IBM Global Services,grow,Crew,saas,2457467
APP-0327,Customer Ledger 327,tier2,Director Customer,Custom Java,Wipro,run,Customer,gcp,5267243
APP-0328,PSS Gateway 328,tier2,Director PSS,Custom Java,Wipro,grow,PSS,on_prem_distributed,8817335
APP-0329,DCS Engine 329,tier2,Director DCS,Sabre,Infosys,grow,DCS,azure,6114451
APP-0330,Procurement Gateway 330,tier2,Director Procurement,ServiceNow,Capgemini,run,Procurement,saas,5970557
APP-0331,Cargo Hub 331,tier1,Director Cargo,SAP S/4HANA,Infosys,grow,Cargo,azure,6121775
APP-0332,Crew Ledger 332,tier1,Director Crew,Sabre,Internal,grow,Crew,private_cloud,4150509
APP-0333,Network Planning Core 333,tier2,Director Network Planning,ServiceNow,Wipro,grow,Network Planning,on_prem_distributed,4320355
APP-0334,Commercial Portal 334,tier1,Director Commercial,SAP S/4HANA,Infosys,transform,Commercial,on_prem_mainframe,2646651
APP-0335,Flight Ops Manager 335,tier2,Director Flight Ops,Sabre,Internal,transform,Flight Ops,saas,865776
APP-0336,Loyalty Core 336,tier2,Director Loyalty,Amadeus,Internal,grow,Loyalty,gcp,6986437
APP-0337,Crew Gateway 337,tier2,Director Crew,Workday,Infosys,grow,Crew,aws,4430277
APP-0338,MRO Portal 338,tier1,Director MRO,Sabre,Capgemini,transform,MRO,on_prem_distributed,8503017
APP-0339,Crew Portal 339,tier1,Director Crew,Salesforce,Wipro,transform,Crew,azure,2340967
APP-0340,Network Planning Hub 340,tier2,Director Network Planning,Sabre,Capgemini,grow,Network Planning,aws,7053655
APP-0341,Ground Ops Core 341,tier1,Director Ground Ops,SAP S/4HANA,Internal,grow,Ground Ops,on_prem_distributed,2288523
APP-0342,Customer Core 342,tier2,Director Customer,Databricks,Wipro,run,Customer,on_prem_mainframe,2603579
APP-0343,Revenue Accounting Core 343,tier1,Director Revenue Accounting,SAP S/4HANA,TCS,grow,Revenue Accounting,azure,4385237
APP-0344,Loyalty Ledger 344,tier1,Director Loyalty,ServiceNow,Internal,run,Loyalty,gcp,1332089
APP-0345,Maintenance Hub 345,tier2,Director Maintenance,Snowflake,Infosys,transform,Maintenance,on_prem_mainframe,6008943
APP-0346,MRO Engine 346,tier2,Director MRO,Workday,Capgemini,grow,MRO,on_prem_distributed,4736071
APP-0347,Flight Ops Service 347,tier1,Director Flight Ops,Workday,Capgemini,run,Flight Ops,on_prem_mainframe,5562267
APP-0348,Commercial Portal 348,tier1,Director Commercial,Workday,TCS,grow,Commercial,aws,8560935
APP-0349,Procurement Gateway 349,tier3,Director Procurement,Sabre,Accenture,run,Procurement,aws,7592143
APP-0350,Procurement Hub 350,tier1,Director Procurement,Databricks,TCS,transform,Procurement,on_prem_mainframe,8219531
APP-0351,Revenue Accounting Service 351,tier1,Director Revenue Accounting,Sabre,Internal,run,Revenue Accounting,aws,1777372
APP-0352,HR Engine 352,tier1,Director HR,Workday,Infosys,grow,HR,private_cloud,9018994
APP-0353,Flight Ops Ledger 353,tier2,Director Flight Ops,Custom Java,IBM Global Services,transform,Flight Ops,private_cloud,417306
APP-0354,Loyalty Core 354,tier2,Director Loyalty,Databricks,IBM Global Services,transform,Loyalty,gcp,1579537
APP-0355,Customer Engine 355,tier1,Director Customer,SAP S/4HANA,Wipro,run,Customer,azure,8135965
APP-0356,Catering Portal 356,tier1,Director Catering,Oracle Fusion,Wipro,grow,Catering,on_prem_distributed,855332
APP-0357,Crew Portal 357,tier1,Director Crew,Workday,Infosys,run,Crew,aws,5840026
APP-0358,Catering Portal 358,tier1,Director Catering,Custom Java,IBM Global Services,transform,Catering,on_prem_mainframe,3431608
APP-0359,Loyalty Portal 359,tier2,Director Loyalty,Sabre,Wipro,grow,Loyalty,private_cloud,4745481
APP-0360,Finance Manager 360,tier2,Director Finance,Sabre,Accenture,run,Finance,azure,197111
APP-0361,Maintenance Ledger 361,tier2,Director Maintenance,Salesforce,TCS,transform,Maintenance,saas,4883535
APP-0362,Cargo Service 362,tier1,Director Cargo,SAP S/4HANA,Wipro,transform,Cargo,private_cloud,8486383
APP-0363,Crew Ledger 363,tier1,Director Crew,SAP S/4HANA,IBM Global Services,run,Crew,on_prem_mainframe,4979433
APP-0364,Procurement Hub 364,tier2,Director Procurement,Databricks,Infosys,transform,Procurement,saas,4549756
APP-0365,PSS Ledger 365,tier1,Director PSS,ServiceNow,IBM Global Services,transform,PSS,on_prem_distributed,7209394
APP-0366,Flight Ops Engine 366,tier1,Director Flight Ops,Mainframe COBOL,TCS,run,Flight Ops,gcp,1537522
APP-0367,Commercial Manager 367,tier3,Director Commercial,Custom Java,Internal,grow,Commercial,aws,1159185
APP-0368,Finance Portal 368,tier2,Director Finance,Oracle Fusion,Infosys,transform,Finance,gcp,1040114
APP-0369,Ground Ops Gateway 369,tier1,Director Ground Ops,Sabre,TCS,grow,Ground Ops,azure,8656159
APP-0370,Loyalty Engine 370,tier2,Director Loyalty,ServiceNow,Wipro,transform,Loyalty,gcp,2036541
APP-0371,DCS Engine 371,tier2,Director DCS,Workday,Infosys,run,DCS,private_cloud,8043161
APP-0372,Cargo Service 372,tier2,Director Cargo,Mainframe COBOL,Accenture,grow,Cargo,on_prem_distributed,8288264
APP-0373,MRO Engine 373,tier1,Director MRO,Mainframe COBOL,Accenture,grow,MRO,azure,3294785
APP-0374,Network Planning Service 374,tier3,Director Network Planning,Amadeus,Internal,grow,Network Planning,gcp,4619942
APP-0375,DCS Hub 375,tier2,Director DCS,Custom Java,TCS,transform,DCS,private_cloud,1912967
APP-0376,Loyalty Ledger 376,tier2,Director Loyalty,ServiceNow,Capgemini,grow,Loyalty,private_cloud,2716629
APP-0377,Finance Engine 377,tier1,Director Finance,Sabre,Infosys,transform,Finance,aws,9322294
APP-0378,Ground Ops Service 378,tier1,Director Ground Ops,Oracle Fusion,Wipro,grow,Ground Ops,private_cloud,2541384
APP-0379,MRO Manager 379,tier2,Director MRO,SAP S/4HANA,IBM Global Services,transform,MRO,on_prem_mainframe,8784230
APP-0380,HR Hub 380,tier2,Director HR,Snowflake,Capgemini,transform,HR,on_prem_distributed,4602980
APP-0381,MRO Ledger 381,tier2,Director MRO,Mainframe COBOL,Wipro,run,MRO,saas,5435074
APP-0382,Procurement Ledger 382,tier1,Director Procurement,ServiceNow,Accenture,run,Procurement,on_prem_mainframe,6135012
APP-0383,Customer Gateway 383,tier3,Director Customer,Databricks,Infosys,transform,Customer,private_cloud,2189121
APP-0384,Safety Service 384,tier3,Director Safety,Amadeus,Internal,transform,Safety,azure,6615678
APP-0385,Loyalty Gateway 385,tier2,Director Loyalty,Mainframe COBOL,Accenture,transform,Loyalty,private_cloud,2203597
APP-0386,Network Planning Hub 386,tier1,Director Network Planning,Sabre,TCS,grow,Network Planning,on_prem_mainframe,2190005
APP-0387,Finance Core 387,tier1,Director Finance,Amadeus,TCS,transform,Finance,private_cloud,1111866
APP-0388,MRO Engine 388,tier3,Director MRO,Snowflake,IBM Global Services,run,MRO,azure,4783729
APP-0389,Customer Portal 389,tier1,Director Customer,Oracle Fusion,Capgemini,transform,Customer,gcp,4355080
APP-0390,Customer Hub 390,tier1,Director Customer,Amadeus,Internal,run,Customer,private_cloud,2926053
APP-0391,Catering Engine 391,tier1,Director Catering,Workday,Internal,transform,Catering,azure,3031855
APP-0392,Customer Hub 392,tier2,Director Customer,SAP S/4HANA,Accenture,grow,Customer,on_prem_distributed,837421
APP-0393,Network Planning Gateway 393,tier1,Director Network Planning,Databricks,Capgemini,transform,Network Planning,on_prem_mainframe,8954506
APP-0394,MRO Ledger 394,tier2,Director MRO,Sabre,Internal,grow,MRO,on_prem_mainframe,8891902
APP-0395,Safety Gateway 395,tier2,Director Safety,Amadeus,Wipro,run,Safety,on_prem_mainframe,3331868
APP-0396,Ground Ops Hub 396,tier2,Director Ground Ops,SAP S/4HANA,Wipro,transform,Ground Ops,on_prem_distributed,1624441
APP-0397,Revenue Accounting Engine 397,tier1,Director Revenue Accounting,Amadeus,TCS,grow,Revenue Accounting,on_prem_distributed,1032463
APP-0398,Cargo Core 398,tier1,Director Cargo,Snowflake,IBM Global Services,transform,Cargo,aws,2235719
APP-0399,Network Planning Core 399,tier2,Director Network Planning,Workday,Wipro,run,Network Planning,saas,4379205
APP-0400,Procurement Core 400,tier1,Director Procurement,Amadeus,Accenture,grow,Procurement,on_prem_mainframe,545710
APP-0401,Ground Ops Manager 401,tier1,Director Ground Ops,Databricks,Infosys,run,Ground Ops,on_prem_mainframe,3674460
APP-0402,PSS Manager 402,tier1,Director PSS,ServiceNow,Accenture,transform,PSS,on_prem_distributed,8585149
APP-0403,Loyalty Ledger 403,tier2,Director Loyalty,ServiceNow,Internal,grow,Loyalty,azure,294684
APP-0404,Revenue Accounting Manager 404,tier2,Director Revenue Accounting,Amadeus,Wipro,transform,Revenue Accounting,saas,2865817
APP-0405,Catering Portal 405,tier3,Director Catering,ServiceNow,Wipro,run,Catering,gcp,8468280
APP-0406,Network Planning Manager 406,tier2,Director Network Planning,Oracle Fusion,Infosys,transform,Network Planning,private_cloud,7977375
APP-0407,Safety Service 407,tier1,Director Safety,ServiceNow,Accenture,grow,Safety,azure,2102204
APP-0408,Catering Manager 408,tier1,Director Catering,Databricks,Infosys,run,Catering,private_cloud,4643800
APP-0409,Cargo Gateway 409,tier2,Director Cargo,Salesforce,TCS,transform,Cargo,azure,1183026
APP-0410,Flight Ops Gateway 410,tier2,Director Flight Ops,Amadeus,IBM Global Services,grow,Flight Ops,on_prem_distributed,3139335
APP-0411,Safety Core 411,tier3,Director Safety,SAP S/4HANA,Infosys,run,Safety,private_cloud,6897042
APP-0412,Flight Ops Service 412,tier1,Director Flight Ops,Snowflake,Infosys,grow,Flight Ops,gcp,405142
APP-0413,Commercial Core 413,tier2,Director Commercial,ServiceNow,Wipro,grow,Commercial,on_prem_mainframe,3606470
APP-0414,Flight Ops Gateway 414,tier3,Director Flight Ops,Workday,Capgemini,transform,Flight Ops,saas,4624729
APP-0415,Procurement Portal 415,tier3,Director Procurement,Workday,IBM Global Services,transform,Procurement,private_cloud,2779112
APP-0416,MRO Hub 416,tier2,Director MRO,SAP S/4HANA,Infosys,transform,MRO,saas,832846
APP-0417,Crew Ledger 417,tier1,Director Crew,Salesforce,IBM Global Services,transform,Crew,azure,3833015
APP-0418,Catering Hub 418,tier1,Director Catering,Snowflake,Accenture,run,Catering,on_prem_distributed,1346300
APP-0419,Revenue Accounting Portal 419,tier3,Director Revenue Accounting,ServiceNow,Capgemini,run,Revenue Accounting,private_cloud,5560221
APP-0420,Loyalty Gateway 420,tier1,Director Loyalty,Custom Java,TCS,run,Loyalty,gcp,3027294
APP-0421,Flight Ops Manager 421,tier3,Director Flight Ops,Amadeus,IBM Global Services,grow,Flight Ops,azure,9222779
APP-0422,HR Portal 422,tier1,Director HR,Databricks,Infosys,transform,HR,on_prem_mainframe,8134629
APP-0423,PSS Hub 423,tier2,Director PSS,Salesforce,Accenture,run,PSS,gcp,4880525
APP-0424,Ground Ops Manager 424,tier2,Director Ground Ops,ServiceNow,Capgemini,run,Ground Ops,on_prem_distributed,1836333
APP-0425,DCS Engine 425,tier1,Director DCS,Amadeus,Internal,run,DCS,on_prem_distributed,2656510
APP-0426,Procurement Gateway 426,tier1,Director Procurement,Custom Java,Wipro,run,Procurement,on_prem_mainframe,7013802
APP-0427,MRO Core 427,tier2,Director MRO,Salesforce,IBM Global Services,run,MRO,saas,5870423
APP-0428,Ground Ops Core 428,tier1,Director Ground Ops,Sabre,Infosys,run,Ground Ops,on_prem_distributed,6868591
APP-0429,Catering Gateway 429,tier1,Director Catering,SAP S/4HANA,IBM Global Services,run,Catering,gcp,3924259
APP-0430,Maintenance Ledger 430,tier2,Director Maintenance,SAP S/4HANA,Internal,grow,Maintenance,on_prem_distributed,9008235
APP-0431,Catering Gateway 431,tier1,Director Catering,Mainframe COBOL,Accenture,transform,Catering,on_prem_distributed,9212719
APP-0432,PSS Engine 432,tier1,Director PSS,Amadeus,Wipro,grow,PSS,saas,7959445
APP-0433,Commercial Core 433,tier1,Director Commercial,SAP S/4HANA,Infosys,run,Commercial,private_cloud,2308385
APP-0434,Maintenance Gateway 434,tier2,Director Maintenance,SAP S/4HANA,Capgemini,run,Maintenance,private_cloud,6636758
APP-0435,Flight Ops Gateway 435,tier2,Director Flight Ops,Salesforce,Wipro,grow,Flight Ops,on_prem_distributed,9027559
APP-0436,Catering Hub 436,tier1,Director Catering,Sabre,IBM Global Services,transform,Catering,on_prem_mainframe,2266792
APP-0437,Loyalty Manager 437,tier1,Director Loyalty,Custom Java,Capgemini,transform,Loyalty,on_prem_mainframe,5637072
APP-0438,PSS Manager 438,tier3,Director PSS,ServiceNow,Capgemini,transform,PSS,saas,1243955
APP-0439,Safety Core 439,tier2,Director Safety,Custom Java,Accenture,run,Safety,gcp,6246485
APP-0440,HR Engine 440,tier1,Director HR,Amadeus,TCS,grow,HR,saas,8513610
APP-0441,Crew Service 441,tier2,Director Crew,ServiceNow,IBM Global Services,grow,Crew,saas,4216569
APP-0442,Crew Core 442,tier1,Director Crew,Oracle Fusion,IBM Global Services,run,Crew,saas,5764640
APP-0443,Crew Ledger 443,tier2,Director Crew,Custom Java,Internal,grow,Crew,on_prem_mainframe,6819267
APP-0444,Loyalty Portal 444,tier1,Director Loyalty,SAP S/4HANA,Internal,transform,Loyalty,saas,8764440
APP-0445,DCS Gateway 445,tier2,Director DCS,Amadeus,IBM Global Services,run,DCS,on_prem_mainframe,8918775
APP-0446,HR Hub 446,tier1,Director HR,Oracle Fusion,IBM Global Services,grow,HR,on_prem_mainframe,4835798
APP-0447,Procurement Core 447,tier1,Director Procurement,Oracle Fusion,Infosys,transform,Procurement,azure,3323000
APP-0448,Ground Ops Core 448,tier2,Director Ground Ops,Sabre,Accenture,transform,Ground Ops,saas,1020856
APP-0449,Network Planning Core 449,tier2,Director Network Planning,ServiceNow,Accenture,transform,Network Planning,gcp,7239176
APP-0450,Cargo Portal 450,tier1,Director Cargo,Databricks,Infosys,grow,Cargo,azure,917981
APP-0451,Procurement Gateway 451,tier3,Director Procurement,Workday,Capgemini,grow,Procurement,on_prem_mainframe,2190722
APP-0452,Commercial Portal 452,tier2,Director Commercial,Databricks,Infosys,grow,Commercial,aws,1476315
APP-0453,Revenue Accounting Gateway 453,tier2,Director Revenue Accounting,ServiceNow,TCS,transform,Revenue Accounting,saas,6152452
APP-0454,Customer Manager 454,tier3,Director Customer,Workday,Wipro,transform,Customer,saas,6385954
APP-0455,Crew Core 455,tier1,Director Crew,Snowflake,Wipro,run,Crew,gcp,3908482
APP-0456,Ground Ops Gateway 456,tier2,Director Ground Ops,SAP S/4HANA,IBM Global Services,transform,Ground Ops,on_prem_mainframe,6926893
APP-0457,PSS Hub 457,tier2,Director PSS,Databricks,TCS,transform,PSS,private_cloud,6309873
APP-0458,Customer Ledger 458,tier1,Director Customer,Mainframe COBOL,Internal,run,Customer,on_prem_mainframe,2758939
APP-0459,DCS Engine 459,tier2,Director DCS,Amadeus,Internal,grow,DCS,private_cloud,7164633
APP-0460,Crew Ledger 460,tier1,Director Crew,ServiceNow,Internal,run,Crew,azure,6396372
APP-0461,Flight Ops Manager 461,tier3,Director Flight Ops,Databricks,IBM Global Services,run,Flight Ops,saas,2846433
APP-0462,HR Service 462,tier1,Director HR,Sabre,Capgemini,transform,HR,private_cloud,3705313
APP-0463,Procurement Portal 463,tier1,Director Procurement,Snowflake,Internal,run,Procurement,aws,2552407
APP-0464,Network Planning Manager 464,tier2,Director Network Planning,Mainframe COBOL,IBM Global Services,grow,Network Planning,on_prem_mainframe,9035556
APP-0465,HR Hub 465,tier2,Director HR,Oracle Fusion,Infosys,grow,HR,on_prem_distributed,2909661
APP-0466,Crew Service 466,tier2,Director Crew,ServiceNow,Wipro,grow,Crew,private_cloud,514225
APP-0467,Ground Ops Portal 467,tier3,Director Ground Ops,Snowflake,Infosys,grow,Ground Ops,on_prem_distributed,5853646
APP-0468,Ground Ops Hub 468,tier1,Director Ground Ops,Salesforce,IBM Global Services,transform,Ground Ops,on_prem_mainframe,8160267
APP-0469,Commercial Portal 469,tier1,Director Commercial,Sabre,Infosys,grow,Commercial,on_prem_distributed,4557684
APP-0470,HR Ledger 470,tier3,Director HR,Oracle Fusion,Infosys,run,HR,on_prem_mainframe,798082
APP-0471,Flight Ops Ledger 471,tier1,Director Flight Ops,Amadeus,Accenture,transform,Flight Ops,on_prem_distributed,5825397
APP-0472,Revenue Accounting Portal 472,tier2,Director Revenue Accounting,Workday,Internal,transform,Revenue Accounting,private_cloud,1100181
APP-0473,Flight Ops Service 473,tier2,Director Flight Ops,Salesforce,Infosys,run,Flight Ops,aws,5716474
APP-0474,Commercial Gateway 474,tier1,Director Commercial,Amadeus,Wipro,run,Commercial,azure,104118
APP-0475,Safety Manager 475,tier2,Director Safety,Sabre,Wipro,grow,Safety,saas,1711558
APP-0476,Ground Ops Gateway 476,tier1,Director Ground Ops,Mainframe COBOL,IBM Global Services,transform,Ground Ops,on_prem_distributed,6737494
APP-0477,Network Planning Manager 477,tier1,Director Network Planning,Mainframe COBOL,TCS,grow,Network Planning,on_prem_distributed,7786344
APP-0478,Finance Core 478,tier3,Director Finance,ServiceNow,Capgemini,run,Finance,gcp,8528958
APP-0479,DCS Ledger 479,tier3,Director DCS,Snowflake,Accenture,run,DCS,azure,6460826
APP-0480,Commercial Manager 480,tier1,Director Commercial,Sabre,Internal,transform,Commercial,on_prem_mainframe,477841
APP-0481,DCS Manager 481,tier3,Director DCS,Mainframe COBOL,Internal,grow,DCS,on_prem_distributed,7906481
APP-0482,Ground Ops Hub 482,tier2,Director Ground Ops,Mainframe COBOL,Capgemini,run,Ground Ops,gcp,4623150
APP-0483,Flight Ops Engine 483,tier2,Director Flight Ops,Mainframe COBOL,Internal,transform,Flight Ops,private_cloud,4830589
APP-0484,Catering Gateway 484,tier3,Director Catering,Custom Java,Accenture,transform,Catering,azure,8249752
APP-0485,Commercial Core 485,tier3,Director Commercial,Databricks,Internal,transform,Commercial,gcp,8444983
APP-0486,PSS Service 486,tier1,Director PSS,Amadeus,Wipro,grow,PSS,gcp,6155544
APP-0487,HR Gateway 487,tier2,Director HR,Mainframe COBOL,IBM Global Services,run,HR,azure,7075719
APP-0488,Procurement Hub 488,tier2,Director Procurement,ServiceNow,Accenture,grow,Procurement,aws,413624
APP-0489,HR Core 489,tier2,Director HR,Salesforce,Infosys,run,HR,on_prem_distributed,256943
APP-0490,Procurement Manager 490,tier3,Director Procurement,Custom Java,Internal,grow,Procurement,on_prem_mainframe,664399
APP-0491,Commercial Gateway 491,tier3,Director Commercial,Salesforce,Capgemini,transform,Commercial,gcp,8822086
APP-0492,MRO Engine 492,tier2,Director MRO,Databricks,Capgemini,transform,MRO,saas,462571
