asset_name,asset_class,make_model,location,virtualization,cloud_account,capacity,owner,lifecycle
X86-0278,x86 server,Dell PowerEdge R760,DC-East (primary),none,,xlarge,VP Infrastructure,current
X86-0279,x86 server,Dell PowerEdge R760,Colo-Hub-A,none,,xlarge,VP Infrastructure,aging
X86-0280,x86 server,Dell PowerEdge R760,Colo-Hub-A,none,,small,VP Infrastructure,current
TERADATA-0281,Teradata appliance,Teradata IntelliFlex,DC-East (primary),none,,xlarge,VP Infrastructure,current
TERADATA-0282,Teradata appliance,Teradata IntelliFlex,DC-West (DR),none,,medium,VP Infrastructure,current
TERADATA-0283,Teradata appliance,Teradata IntelliFlex,DC-East (primary),none,,small,VP Infrastructure,current
TERADATA-0284,Teradata appliance,Teradata IntelliFlex,DC-East (primary),none,,medium,VP Infrastructure,aging
TERADATA-0285,Teradata appliance,Teradata IntelliFlex,Colo-Hub-A,none,,small,VP Infrastructure,current
TERADATA-0286,Teradata appliance,Teradata IntelliFlex,Colo-Hub-A,none,,medium,VP Infrastructure,aging
TERADATA-0287,Teradata appliance,Teradata IntelliFlex,DC-West (DR),none,,small,VP Infrastructure,current
TERADATA-0288,Teradata appliance,Teradata IntelliFlex,Colo-Hub-A,none,,xlarge,VP Infrastructure,aging
TERADATA-0289,Teradata appliance,Teradata IntelliFlex,DC-West (DR),none,,medium,VP Infrastructure,current
TERADATA-0290,Teradata appliance,Teradata IntelliFlex,DC-East (primary),none,,medium,VP Infrastructure,aging
TERADATA-0291,Teradata appliance,Teradata IntelliFlex,DC-East (primary),none,,xlarge,VP Infrastructure,current
TERADATA-0292,Teradata appliance,Teradata IntelliFlex,Colo-Hub-A,none,,large,VP Infrastructure,aging
NETEZZA-0293,Netezza appliance,IBM Netezza N3001 (legacy),DC-East (primary),none,,medium,VP Infrastructure,end_of_life
NETEZZA-0294,Netezza appliance,IBM Netezza N3001 (legacy),DC-West (DR),none,,medium,VP Infrastructure,end_of_life
NETEZZA-0295,Netezza appliance,IBM Netezza N3001 (legacy),DC-East (primary),none,,medium,VP Infrastructure,end_of_life
NETEZZA-0296,Netezza appliance,IBM Netezza N3001 (legacy),DC-East (primary),none,,xlarge,VP Infrastructure,end_of_life
NETEZZA-0297,Netezza appliance,IBM Netezza N3001 (legacy),DC-East (primary),none,,small,VP Infrastructure,end_of_life
NETEZZA-0298,Netezza appliance,IBM Netezza N3001 (legacy),Colo-Hub-A,none,,xlarge,VP Infrastructure,end_of_life
NETEZZA-0299,Netezza appliance,IBM Netezza N3001 (legacy),DC-East (primary),none,,small,VP Infrastructure,end_of_life
NETEZZA-0300,Netezza appliance,IBM Netezza N3001 (legacy),Colo-Hub-A,none,,large,VP Infrastructure,end_of_life
STORAGE-0301,Storage array,Dell PowerMax,DC-West (DR),none,,medium,VP Infrastructure,current
STORAGE-0302,Storage array,Dell PowerMax,DC-East (primary),none,,xlarge,VP Infrastructure,current
STORAGE-0303,Storage array,Dell PowerMax,Colo-Hub-A,none,,xlarge,VP Infrastructure,current
STORAGE-0304,Storage array,Dell PowerMax,DC-East (primary),none,,small,VP Infrastructure,aging
STORAGE-0305,Storage array,Dell PowerMax,DC-West (DR),none,,large,VP Infrastructure,current
STORAGE-0306,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,current
STORAGE-0307,Storage array,Dell PowerMax,DC-East (primary),none,,medium,VP Infrastructure,aging
STORAGE-0308,Storage array,Dell PowerMax,DC-West (DR),none,,large,VP Infrastructure,current
STORAGE-0309,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,current
STORAGE-0310,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,current
STORAGE-0311,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,aging
STORAGE-0312,Storage array,Dell PowerMax,Colo-Hub-A,none,,xlarge,VP Infrastructure,current
STORAGE-0313,Storage array,Dell PowerMax,DC-West (DR),none,,xlarge,VP Infrastructure,aging
STORAGE-0314,Storage array,Dell PowerMax,DC-East (primary),none,,large,VP Infrastructure,aging
STORAGE-0315,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,current
STORAGE-0316,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,current
STORAGE-0317,Storage array,Dell PowerMax,Colo-Hub-A,none,,small,VP Infrastructure,aging
STORAGE-0318,Storage array,Dell PowerMax,DC-West (DR),none,,xlarge,VP Infrastructure,aging
STORAGE-0319,Storage array,Dell PowerMax,DC-East (primary),none,,small,VP Infrastructure,current
STORAGE-0320,Storage array,Dell PowerMax,DC-West (DR),none,,large,VP Infrastructure,aging
STORAGE-0321,Storage array,Dell PowerMax,DC-West (DR),none,,xlarge,VP Infrastructure,aging
STORAGE-0322,Storage array,Dell PowerMax,DC-East (primary),none,,large,VP Infrastructure,aging
STORAGE-0323,Storage array,Dell PowerMax,DC-West (DR),none,,large,VP Infrastructure,current
STORAGE-0324,Storage array,Dell PowerMax,Colo-Hub-A,none,,small,VP Infrastructure,current
STORAGE-0325,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,current
STORAGE-0326,Storage array,Dell PowerMax,DC-East (primary),none,,medium,VP Infrastructure,aging
STORAGE-0327,Storage array,Dell PowerMax,DC-West (DR),none,,large,VP Infrastructure,current
STORAGE-0328,Storage array,Dell PowerMax,DC-West (DR),none,,xlarge,VP Infrastructure,current
STORAGE-0329,Storage array,Dell PowerMax,Colo-Hub-A,none,,xlarge,VP Infrastructure,current
STORAGE-0330,Storage array,Dell PowerMax,Colo-Hub-A,none,,medium,VP Infrastructure,current
STORAGE-0331,Storage array,Dell PowerMax,Colo-Hub-A,none,,large,VP Infrastructure,aging
STORAGE-0332,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,current
STORAGE-0333,Storage array,Dell PowerMax,DC-West (DR),none,,xlarge,VP Infrastructure,current
STORAGE-0334,Storage array,Dell PowerMax,DC-West (DR),none,,xlarge,VP Infrastructure,aging
STORAGE-0335,Storage array,Dell PowerMax,DC-East (primary),none,,large,VP Infrastructure,current
STORAGE-0336,Storage array,Dell PowerMax,DC-East (primary),none,,medium,VP Infrastructure,current
STORAGE-0337,Storage array,Dell PowerMax,DC-West (DR),none,,medium,VP Infrastructure,current
STORAGE-0338,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,current
STORAGE-0339,Storage array,Dell PowerMax,DC-East (primary),none,,small,VP Infrastructure,current
STORAGE-0340,Storage array,Dell PowerMax,DC-West (DR),none,,medium,VP Infrastructure,current
STORAGE-0341,Storage array,Dell PowerMax,DC-East (primary),none,,large,VP Infrastructure,current
STORAGE-0342,Storage array,Dell PowerMax,DC-East (primary),none,,medium,VP Infrastructure,aging
STORAGE-0343,Storage array,Dell PowerMax,DC-East (primary),none,,xlarge,VP Infrastructure,aging
STORAGE-0344,Storage array,Dell PowerMax,DC-East (primary),none,,small,VP Infrastructure,aging
STORAGE-0345,Storage array,Dell PowerMax,Colo-Hub-A,none,,medium,VP Infrastructure,aging
STORAGE-0346,Storage array,Dell PowerMax,DC-West (DR),none,,large,VP Infrastructure,aging
STORAGE-0347,Storage array,Dell PowerMax,DC-East (primary),none,,large,VP Infrastructure,aging
STORAGE-0348,Storage array,Dell PowerMax,DC-West (DR),none,,xlarge,VP Infrastructure,aging
STORAGE-0349,Storage array,Dell PowerMax,DC-West (DR),none,,small,VP Infrastructure,current
STORAGE-0350,Storage array,Dell PowerMax,DC-West (DR),none,,large,VP Infrastructure,aging
NETWORK-0351,Network core,Cisco Nexus 9000,DC-East (primary),none,,medium,VP Infrastructure,current
NETWORK-0352,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,aging
NETWORK-0353,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,aging
NETWORK-0354,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,aging
NETWORK-0355,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,xlarge,VP Infrastructure,aging
NETWORK-0356,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,large,VP Infrastructure,current
NETWORK-0357,Network core,Cisco Nexus 9000,DC-East (primary),none,,small,VP Infrastructure,aging
NETWORK-0358,Network core,Cisco Nexus 9000,DC-West (DR),none,,large,VP Infrastructure,current
NETWORK-0359,Network core,Cisco Nexus 9000,DC-East (primary),none,,medium,VP Infrastructure,current
NETWORK-0360,Network core,Cisco Nexus 9000,DC-East (primary),none,,xlarge,VP Infrastructure,aging
NETWORK-0361,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,xlarge,VP Infrastructure,aging
NETWORK-0362,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,current
NETWORK-0363,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,small,VP Infrastructure,aging
NETWORK-0364,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,aging
NETWORK-0365,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,medium,VP Infrastructure,aging
NETWORK-0366,Network core,Cisco Nexus 9000,DC-East (primary),none,,xlarge,VP Infrastructure,current
NETWORK-0367,Network core,Cisco Nexus 9000,DC-West (DR),none,,medium,VP Infrastructure,current
NETWORK-0368,Network core,Cisco Nexus 9000,DC-East (primary),none,,small,VP Infrastructure,aging
NETWORK-0369,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,current
NETWORK-0370,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,medium,VP Infrastructure,aging
NETWORK-0371,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,current
NETWORK-0372,Network core,Cisco Nexus 9000,DC-West (DR),none,,medium,VP Infrastructure,current
NETWORK-0373,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,current
NETWORK-0374,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,current
NETWORK-0375,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,medium,VP Infrastructure,aging
NETWORK-0376,Network core,Cisco Nexus 9000,DC-West (DR),none,,large,VP Infrastructure,aging
NETWORK-0377,Network core,Cisco Nexus 9000,DC-West (DR),none,,large,VP Infrastructure,current
NETWORK-0378,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,current
NETWORK-0379,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,aging
NETWORK-0380,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,small,VP Infrastructure,current
NETWORK-0381,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,current
NETWORK-0382,Network core,Cisco Nexus 9000,DC-West (DR),none,,xlarge,VP Infrastructure,current
NETWORK-0383,Network core,Cisco Nexus 9000,DC-East (primary),none,,xlarge,VP Infrastructure,current
NETWORK-0384,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,current
NETWORK-0385,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,current
NETWORK-0386,Network core,Cisco Nexus 9000,DC-East (primary),none,,medium,VP Infrastructure,aging
NETWORK-0387,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,xlarge,VP Infrastructure,aging
NETWORK-0388,Network core,Cisco Nexus 9000,DC-East (primary),none,,small,VP Infrastructure,current
NETWORK-0389,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,aging
NETWORK-0390,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,medium,VP Infrastructure,current
NETWORK-0391,Network core,Cisco Nexus 9000,DC-West (DR),none,,medium,VP Infrastructure,current
NETWORK-0392,Network core,Cisco Nexus 9000,DC-East (primary),none,,small,VP Infrastructure,current
NETWORK-0393,Network core,Cisco Nexus 9000,DC-East (primary),none,,small,VP Infrastructure,current
NETWORK-0394,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,large,VP Infrastructure,aging
NETWORK-0395,Network core,Cisco Nexus 9000,DC-East (primary),none,,small,VP Infrastructure,current
NETWORK-0396,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,small,VP Infrastructure,current
NETWORK-0397,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,medium,VP Infrastructure,current
NETWORK-0398,Network core,Cisco Nexus 9000,DC-West (DR),none,,xlarge,VP Infrastructure,aging
NETWORK-0399,Network core,Cisco Nexus 9000,DC-East (primary),none,,medium,VP Infrastructure,current
NETWORK-0400,Network core,Cisco Nexus 9000,DC-East (primary),none,,small,VP Infrastructure,current
NETWORK-0401,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,current
NETWORK-0402,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,current
NETWORK-0403,Network core,Cisco Nexus 9000,DC-East (primary),none,,medium,VP Infrastructure,aging
NETWORK-0404,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,current
NETWORK-0405,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,medium,VP Infrastructure,current
NETWORK-0406,Network core,Cisco Nexus 9000,DC-East (primary),none,,xlarge,VP Infrastructure,aging
NETWORK-0407,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,small,VP Infrastructure,aging
NETWORK-0408,Network core,Cisco Nexus 9000,DC-West (DR),none,,large,VP Infrastructure,current
NETWORK-0409,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,xlarge,VP Infrastructure,current
NETWORK-0410,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,large,VP Infrastructure,current
NETWORK-0411,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,small,VP Infrastructure,current
NETWORK-0412,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,current
NETWORK-0413,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,xlarge,VP Infrastructure,current
NETWORK-0414,Network core,Cisco Nexus 9000,DC-East (primary),none,,xlarge,VP Infrastructure,aging
NETWORK-0415,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,xlarge,VP Infrastructure,current
NETWORK-0416,Network core,Cisco Nexus 9000,DC-West (DR),none,,small,VP Infrastructure,aging
NETWORK-0417,Network core,Cisco Nexus 9000,DC-East (primary),none,,small,VP Infrastructure,current
NETWORK-0418,Network core,Cisco Nexus 9000,DC-West (DR),none,,medium,VP Infrastructure,current
NETWORK-0419,Network core,Cisco Nexus 9000,Colo-Hub-A,none,,small,VP Infrastructure,current
NETWORK-0420,Network core,Cisco Nexus 9000,DC-East (primary),none,,large,VP Infrastructure,aging
AWS-0421,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-8,large,VP Infrastructure,aging
AWS-0422,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-4,large,VP Infrastructure,aging
AWS-0423,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-2,small,VP Infrastructure,current
AWS-0424,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-2,large,VP Infrastructure,aging
AWS-0425,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-4,medium,VP Infrastructure,current
AWS-0426,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,medium,VP Infrastructure,current
AWS-0427,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-5,medium,VP Infrastructure,aging
AWS-0428,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-7,large,VP Infrastructure,aging
AWS-0429,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-1,medium,VP Infrastructure,aging
AWS-0430,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-1,medium,VP Infrastructure,aging
AWS-0431,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-8,medium,VP Infrastructure,current
AWS-0432,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-6,medium,VP Infrastructure,current
AWS-0433,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,xlarge,VP Infrastructure,current
AWS-0434,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-4,xlarge,VP Infrastructure,current
AWS-0435,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-9,xlarge,VP Infrastructure,current
AWS-0436,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,medium,VP Infrastructure,current
AWS-0437,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-6,large,VP Infrastructure,current
AWS-0438,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-5,large,VP Infrastructure,current
AWS-0439,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-2,large,VP Infrastructure,current
AWS-0440,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-2,large,VP Infrastructure,current
AWS-0441,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-5,xlarge,VP Infrastructure,current
AWS-0442,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-5,xlarge,VP Infrastructure,aging
AWS-0443,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-5,large,VP Infrastructure,current
AWS-0444,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-6,medium,VP Infrastructure,aging
AWS-0445,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-1,large,VP Infrastructure,current
AWS-0446,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-1,medium,VP Infrastructure,current
AWS-0447,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,large,VP Infrastructure,current
AWS-0448,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-9,large,VP Infrastructure,current
AWS-0449,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-7,large,VP Infrastructure,current
AWS-0450,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-3,small,VP Infrastructure,current
AWS-0451,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-4,small,VP Infrastructure,current
AWS-0452,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-6,small,VP Infrastructure,aging
AWS-0453,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-5,medium,VP Infrastructure,current
AWS-0454,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,small,VP Infrastructure,current
AWS-0455,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-8,xlarge,VP Infrastructure,current
AWS-0456,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,xlarge,VP Infrastructure,current
AWS-0457,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-6,medium,VP Infrastructure,current
AWS-0458,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-4,large,VP Infrastructure,current
AWS-0459,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-7,xlarge,VP Infrastructure,current
AWS-0460,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-3,medium,VP Infrastructure,aging
AWS-0461,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-6,medium,VP Infrastructure,current
AWS-0462,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-8,large,VP Infrastructure,aging
AWS-0463,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-8,xlarge,VP Infrastructure,current
AWS-0464,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-2,small,VP Infrastructure,current
AWS-0465,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-4,large,VP Infrastructure,current
AWS-0466,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-1,large,VP Infrastructure,current
AWS-0467,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-3,small,VP Infrastructure,current
AWS-0468,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-2,xlarge,VP Infrastructure,current
AWS-0469,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-9,xlarge,VP Infrastructure,current
AWS-0470,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-8,large,VP Infrastructure,current
AWS-0471,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,large,VP Infrastructure,aging
AWS-0472,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-6,small,VP Infrastructure,current
AWS-0473,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-2,small,VP Infrastructure,aging
AWS-0474,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-6,xlarge,VP Infrastructure,current
AWS-0475,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-8,small,VP Infrastructure,aging
AWS-0476,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-5,xlarge,VP Infrastructure,current
AWS-0477,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-1,xlarge,VP Infrastructure,current
AWS-0478,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-4,xlarge,VP Infrastructure,aging
AWS-0479,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-1,xlarge,VP Infrastructure,current
AWS-0480,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-4,small,VP Infrastructure,current
AWS-0481,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-3,medium,VP Infrastructure,current
AWS-0482,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-4,small,VP Infrastructure,current
AWS-0483,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-2,xlarge,VP Infrastructure,aging
AWS-0484,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-3,xlarge,VP Infrastructure,current
AWS-0485,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-9,xlarge,VP Infrastructure,aging
AWS-0486,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-5,xlarge,VP Infrastructure,current
AWS-0487,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-9,small,VP Infrastructure,current
AWS-0488,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-4,small,VP Infrastructure,current
AWS-0489,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,large,VP Infrastructure,aging
AWS-0490,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-9,medium,VP Infrastructure,aging
AWS-0491,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-1,large,VP Infrastructure,aging
AWS-0492,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-6,large,VP Infrastructure,current
AWS-0493,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-7,medium,VP Infrastructure,aging
AWS-0494,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-2,small,VP Infrastructure,current
AWS-0495,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,large,VP Infrastructure,current
AWS-0496,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-1,xlarge,VP Infrastructure,aging
AWS-0497,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-1,small,VP Infrastructure,current
AWS-0498,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-9,small,VP Infrastructure,current
AWS-0499,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-8,large,VP Infrastructure,current
AWS-0500,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-2,large,VP Infrastructure,current
AWS-0501,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-5,large,VP Infrastructure,aging
AWS-0502,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-5,xlarge,VP Infrastructure,aging
AWS-0503,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-3,small,VP Infrastructure,current
AWS-0504,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-1,medium,VP Infrastructure,current
AWS-0505,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-5,xlarge,VP Infrastructure,aging
AWS-0506,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-3,xlarge,VP Infrastructure,current
AWS-0507,AWS account,aws-skyharbor,AWS eu-west-1,none,aws-skyharbor-4,xlarge,VP Infrastructure,current
AWS-0508,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,small,VP Infrastructure,current
AWS-0509,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-6,small,VP Infrastructure,aging
AWS-0510,AWS account,aws-skyharbor,AWS us-east-1,none,aws-skyharbor-3,large,VP Infrastructure,aging
AZURE-0511,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,xlarge,VP Infrastructure,current
AZURE-0512,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-6,small,VP Infrastructure,aging
AZURE-0513,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-4,medium,VP Infrastructure,current
AZURE-0514,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,xlarge,VP Infrastructure,current
AZURE-0515,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-4,xlarge,VP Infrastructure,current
AZURE-0516,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,medium,VP Infrastructure,current
AZURE-0517,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,xlarge,VP Infrastructure,current
AZURE-0518,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-8,small,VP Infrastructure,current
AZURE-0519,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-4,xlarge,VP Infrastructure,aging
AZURE-0520,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-5,medium,VP Infrastructure,aging
AZURE-0521,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-2,medium,VP Infrastructure,current
AZURE-0522,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-7,large,VP Infrastructure,current
AZURE-0523,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-7,medium,VP Infrastructure,current
AZURE-0524,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-4,medium,VP Infrastructure,current
AZURE-0525,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,medium,VP Infrastructure,current
AZURE-0526,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-5,medium,VP Infrastructure,current
AZURE-0527,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-5,large,VP Infrastructure,current
AZURE-0528,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,xlarge,VP Infrastructure,current
AZURE-0529,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-8,small,VP Infrastructure,current
AZURE-0530,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-5,large,VP Infrastructure,aging
AZURE-0531,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-9,medium,VP Infrastructure,current
AZURE-0532,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-8,medium,VP Infrastructure,aging
AZURE-0533,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-2,xlarge,VP Infrastructure,current
AZURE-0534,Azure subscription,azure-skyharbor,Azure East US 2,none,azure-skyharbor-3,small,VP Infrastructure,current
