tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,document_id,concept_ref,source_page,span_start,span_end,extracted_text,extraction_method,confidence,conflict_group_id,review_state,row_hash
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-MSA-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-MSA,master_services_agreement.audit-and-records,2,220,290,"PeopleBridge Operations Inc. must retain CLM, AP, PO, SLA, case, transition, and control evidence at native source-system grain for seven years and produce extract IDs within ten business days.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,9e387422ebc12d4abe254beabe03ee8c7bbc075ecefbf5f6aac3d2845bba62a4
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-MSA-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-MSA,master_services_agreement.termination-and-step-in,3,320,390,"Meridian may terminate for uncured material breach, missed transition gates, repeated control failure, or unresolved data-access violations. Step-in rights attach to payroll cases and benefits administration continuity events.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,4d06a1e82ef80d75badc4eadb8550b269e1356c6a3ea3e084830b28f31400695
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-MSA-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-MSA,master_services_agreement.confidentiality-and-data-use,4,420,490,"Supplier may process Meridian data only for contracted services and must preserve owner, source system, source row, location, and subprocessor lineage for every handoff.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,a00dd98050ae185ed15cd6f5d5b70cad0b684fea164fcca1bee475cbe1b650a5
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SOW-CORE-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-CORE,statement_of_work_core.in-scope-services,1,120,190,"In-scope services cover payroll cases, benefits administration, onboarding, and offboarding; each service has a retained owner, supplier owner, system of record, volume baseline, and handoff gate.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,706820928edc3b427e866411e9093f188d017afa6388119347c3650653f37709
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SOW-CORE-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-CORE,statement_of_work_core.out-of-scope-work,2,220,290,"Clinical judgement, policy exception approval, final finance signoff, employment decisions, and vendor award decisions remain retained Meridian responsibilities.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,96673d57a9e896a41619db21fa77b15897b8c7aa2d6ed617c6ebe780b9dce152
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SOW-CORE-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-CORE,statement_of_work_core.delivery-locations,3,320,390,"Delivery may occur from US HR service center, Manila HR case pod, retained HR COE only when role, data class, and access-control evidence are approved.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,d0abe29f04084d050c8c691f0c9f26aa1575fc55dc531499b1bd3501d7f85c01
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SOW-CORE-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-CORE,statement_of_work_core.governance-cadence,4,420,490,"Weekly operations review and monthly commercial review must reconcile scope, backlog, SLA, invoice, staffing, transition issue, and control-exception data.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,6fa268d2c1f80d2a8877cd13c8ebbb437f7227c993d3db37be375db0701fe331
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS,service_operations_schedule.native-operational-grain,1,120,190,"Workday HCM exports must preserve source record, case/process ID, period, queue, owner, status, touch count, rework flag, cycle time, and quality disposition.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,361b98c7eef1f5eba58431251eb042784b12a4b9a4accef2ccd75bc7376317bc
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS,service_operations_schedule.workload-baseline,2,220,290,The baseline uses six monthly periods ending 2027-06-30; generated rows carry formula notes and are not client truth.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,40c632583e73f1c4fb789d37c8683ca444043f3b65e1f35194ee0eed67d38c51
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS,service_operations_schedule.retained-organization,3,320,390,"Meridian retains policy authority, exception approval, business-rule stewardship, compliance review, and Finance value confirmation.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,f83e532b2c880381e64b1fc63d6b15ab1a6baa2ff01b66600ecf1beaf5e37d4a
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SOW-OPERATIONS,service_operations_schedule.operational-handoffs,4,420,490,Supplier handoffs must cite case IDs and responsible role before work can be measured or priced.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,3b88441d4e39886086b9e71a3c72cce905e21975e9f635de6d77aae598ed3c85
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE,service_level_kpi_schedule.service-level-definitions,1,120,190,"Primary KPIs are payroll cases cycle time, benefits administration accuracy, onboarding backlog age, and offboarding first-pass quality with metric definitions tied to native exports.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,2f90892c01c0f2896995a9656d0a67bee45704c44d5c2213bea43b9ecd27d322
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE,service_level_kpi_schedule.fee-base,2,220,290,"Monthly fee base excludes taxes, pass-throughs, transition charges, and disputed one-time items. Credits use the current operative pricing line for the service tower.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,e65caacca795152ba480b9a4c32127dc83716d1aba1dab34b5b48f690895ae4c
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE,service_level_kpi_schedule.exclusions,3,320,390,"Client-caused dependency holds, policy freezes, force majeure, and approved transition blackouts are excluded only when evidenced by issue IDs.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,ded06bfe5a4c334485f20c14a815c1c009bf63b6553b094ea22ae26304f48076
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SLA-SCHEDULE,service_level_kpi_schedule.claim-window,4,420,490,"Claims are due by day fifteen of the following month and must include breach row ID, supplier responsibility state, fee base, and reviewer decision.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,d4f2d85f947eb3a95352a7374ee948d0092a25852e55ee8e314f550b2b9ed74f
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT,pricing_rate_card_exhibit.rate-card,1,120,190,"Rates include FTE/month, transaction, outcome, transition fee, retained-cost offset, volume band, UOM, effective period, and operative/superseded state.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,ff99fa97a7d2b54e496db6c37619357669934c382479cad61b5fa4758a2f3bde
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT,pricing_rate_card_exhibit.volume-bands,2,220,290,"Bands reset monthly by service tower. Minimum commitments may not be blended across payroll cases, benefits administration, onboarding, and offboarding.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,d94e4bb2b40c9156cb40fc7bf3f0c3365491e0c13e523407871a676ef2b5272c
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT,pricing_rate_card_exhibit.uplift-and-cola,3,320,390,Annual uplift is capped at 3.5 percent after the first twelve months unless the renewal quote lowers the commercial baseline.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,05ccf6bd098e1c7db6d894241fd5945a13f803791e9cafff3205735f72bd5a7f
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-PRICING-EXHIBIT,pricing_rate_card_exhibit.value-treatment,4,420,490,"Avoided, recoverable, negotiated, and finance-confirmed value are separate measures; unresolved conflicts block action and value claims.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,71ff886417d174718a8c57b5c05c484739f0271d1a09a81130636f64e1dd9857
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-AMEND-001-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-001,change_order_pricing_amendment.pricing-supersession,1,120,190,"This amendment supersedes the initial pricing exhibit only for listed service towers, UOMs, effective dates, and pricing line IDs.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,a45cabb5b4063635d3acc3eeb87f7071e926dfeb3b81329772f707fe10ddecca
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-AMEND-001-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-001,change_order_pricing_amendment.changed-rates,2,220,290,payroll cases and benefits administration move to current rates from 2027-01-01; AP variance recovery requires invoice line evidence and reviewer decision.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,2f694ecd815e9016b7641c8618b42187801e03c7c0287e77524b1581604f6baa
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-AMEND-001-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-001,change_order_pricing_amendment.approvals,3,320,390,"Procurement, Finance, service owner, and Legal approvals are required before vendor outreach references this amendment.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,b73a42cb9bc5aee1031fb1ec7aaafc2c9331277eb1845a303ea98bae09b7fd73
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-AMEND-001-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-001,change_order_pricing_amendment.conflict-handling,4,420,490,"If AP, CLM, and pricing rows disagree, the conflict remains unresolved until a reviewer accepts a source-of-record decision.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,fdcb4b886dca1a6c94ceadffac054b011a4883e79064a8a196935be652f67ec7
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-AMEND-002-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-002,scope_change_amendment.scope-supersession,1,120,190,"This amendment modifies scope for onboarding and offboarding, but does not add unlisted locations, subprocessors, or systems.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,74bfd50e5026a9422fc40611ffcd8a9045acbbaf54726731b86aae181293edfe
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-AMEND-002-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-002,scope_change_amendment.systems-and-interfaces,2,220,290,Supplier obligations attach to Workday HCM and named workflow exports only; folder labels or contract family names are not evidence.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,30a98973cbb60caa71dc5e5136141fd189ccea28683d5ee59d14704f08029a64
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-AMEND-002-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-002,scope_change_amendment.retained-work,3,320,390,Retained Meridian work cannot be silently priced as vendor work; transition-cost and retained-cost rows must stay separate.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,fd2cd3a8c55e342e40398eee7fcaebe67ad9a83010821ecc4cfb58d0a283f073
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-AMEND-002-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-AMEND-002,scope_change_amendment.operational-acceptance,4,420,490,"Acceptance requires baseline, SLA, invoice, transition, risk/control, and Finance realization rows to reconcile.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,b7125adc473e5e8685f4663e169298985664e1c4b4c1c68b404548baee1d2d85
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN,transition_plan.wave-plan,1,120,190,"Waves cover discovery, design, knowledge transfer, pilot, cutover, stabilization, and exit-readiness with milestone IDs and acceptance gates.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,0b75bd91af24b910b6f0db8e0ce3e218429c89672e4699c1e59b80f8709e2b08
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN,transition_plan.knowledge-transfer,2,220,290,"KT artifacts include runbooks, recordings, access matrices, exception playbooks, outstanding risks, and retained-owner acceptance.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,e1e51d9ef9373b5c17818a5db14f30f701d40cbc4165b66303a95a75404026f7
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN,transition_plan.stabilization,3,320,390,"Stabilization requires two consecutive green months for SLA, quality, backlog, access controls, and invoice accuracy.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,57aa63c209cef4fa0f1c29b1ab4122e4390a552525838d6c34bd59065ad9970e
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-TRANSITION-PLAN,transition_plan.exit-and-step-in,4,420,490,"Exit assistance includes data return, open-case handoff, role mapping, supplier access removal, and step-in operating procedures.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,7b40c1347cd2e4fc43e1d29c6755347de79dfa8490893deee2ae6c9058f9418f
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL,security_control_schedule.data-access,1,120,190,"Access is least-privilege, role-based, location-scoped, and recertified monthly. Employee, patient-adjacent, finance, supplier, and invoice data are separate classes.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,50133e0ae2712842839aedf67ff1e56e124388cd123ef128a58f5575ffee3ffb
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL,security_control_schedule.control-evidence,2,220,290,"SOC2/ISO/HITRUST or equivalent control evidence must map to process, system, location, subprocessor, and exception owner.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,5f8bbc12924bc8683a6b3698e6f0199904c77e8cfe8573ec1339f86168519218
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL,security_control_schedule.segregation-of-duties,3,320,390,Supplier maker/checker and Meridian approval responsibilities must be separated for benefits administration and onboarding.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,4e30752d9a8d39f49be24e770443fb01080c7c814c554dafc18f7286242c1779
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SECURITY-CONTROL,security_control_schedule.incident-notice,4,420,490,Material control or security incident notice is due within seventy-two hours of confirmation and blocks award/value gates until reviewed.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,7d3bb7df7e924800354ef13ffc5f1e96d32e0ff36c64448a792c545edea5f60c
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL,renewal_notice_termination_evidence.notice-date,1,120,190,"The notice deadline is 2029-03-31; any Source event must show owner, delivery receipt, legal position, and renewal assumption before vendor outreach.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,bcf0faff356d89eb43a41b06b9db2f01af98dd6f7114b7a7ce688b704459f732
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL,renewal_notice_termination_evidence.renewal-evidence,2,220,290,"Renewal quote rows must preserve quote ID, rate, UOM, volume band, assumptions, exceptions, and response date.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,41abb4215601c9f6e7ed96e10fb693aa505a31ecc74485845bdd4ca4d8021c43
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL,renewal_notice_termination_evidence.termination-rights,3,320,390,"Termination rights depend on unresolved breach, transition failure, control exceptions, and approved retained operating model.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,4782de99b3428224d5cc27268c9dfd7c21868c927a2ab9b5b812f30c9572c0e9
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-NOTICE-RENEWAL,renewal_notice_termination_evidence.decision-gate,4,420,490,No live-client claim or vendor instruction is approved by this synthetic package.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,736aba2f8e171514ce0ed445a346228f3f6a7c4e5dafafcb27b60da33f0acfce
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SIDE-LETTER-01,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SIDE-LETTER,side_letter_exception_log.exception-log,1,120,190,"The side letter records exceptions for MER-CTR-HR-BPO-001; it does not supersede pricing, SLA, security, notice, or transition terms without amendment linkage.",synthetic_role_specific_page_span_markdown_equivalent,0.93,CONFLICT-MER-CTR-HR-BPO-001-CG-01,accepted_synthetic_fixture,6f79e22f1dd28171b29afa69dd621c10c1c7ce7fa304968778b26885e11dc67a
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SIDE-LETTER-02,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SIDE-LETTER,side_letter_exception_log.commercial-concession,2,220,290,Temporary concession applies only to named period and source record. It cannot be converted into savings without Finance close proof.,synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,279137047a87f85f85d0d0adb996577f9e60071000218caec36d6de4e5c37b63
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SIDE-LETTER-03,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SIDE-LETTER,side_letter_exception_log.legal-review-state,3,320,390,"Legal review state is preserved as accepted, disputed, or unresolved; unresolved items block action/value gates.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,d1341ab08961216c3c77dbc9eade5624df11ee0786c3dc9538ec018fea762956
meridian-health,Synthetic document extraction pipeline,markdown_pdf_equivalent_clause_extract,CLAUSE-DOC-MER-CTR-HR-BPO-001-SIDE-LETTER-04,extract-meridian-clauses-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-HR-BPO-001,DOC-MER-CTR-HR-BPO-001-SIDE-LETTER,side_letter_exception_log.conflict-group,4,420,490,"Conflict group MER-CTR-HR-BPO-001-CG-01 links fact assertions, reviewer decisions, and blocked cube measures.",synthetic_role_specific_page_span_markdown_equivalent,0.93,,accepted_synthetic_fixture,33129b6f5550b4ab9b0f0a92cf523db572bcba252bccce5fe910fcd5dc893bb2
