tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,period,process_name,location,process_volume,backlog_count,cycle_time_days,quality_rate,rework_rate,current_cost_to_serve_usd,source_owner,synthetic_formula_note,review_state
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q2-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q2,labor transition,transition war room,14600,495,5.65,0.96,0.06,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q2-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q2,knowledge transfer,supplier delivery network,16300,550,6.35,0.95,0.07,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q2-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q2,exit readiness,Denver retained hub,18000,605,7.05,0.95,0.07,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q3-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q3,cross-process governance,Denver retained hub,13800,460,5.1,0.97,0.05,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q3-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q3,labor transition,transition war room,15500,515,5.8,0.96,0.06,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q3-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q3,knowledge transfer,supplier delivery network,17200,570,6.5,0.95,0.07,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q3-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q3,exit readiness,Denver retained hub,18900,625,7.2,0.95,0.07,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q4-1,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q4,cross-process governance,Denver retained hub,14700,480,5.25,0.97,0.05,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q4-2,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q4,labor transition,transition war room,16400,535,5.95,0.96,0.06,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q4-3,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q4,knowledge transfer,supplier delivery network,18100,590,6.65,0.95,0.07,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
meridian-health,PMO Transition Tracker operational baseline companion extract,process_baseline,BASE-MER-CTR-SSO-BPO-001-Q4-4,extract-meridian-baseline-001,2026-08-11T23:45:00Z,2027-06-30,MER-CTR-SSO-BPO-001,2027-Q4,exit readiness,Denver retained hub,19800,645,7.35,0.95,0.07,1962500,Shared Services Transition Lead,Formulaic PHI-free baseline sized from contract run-rate and process index.,accepted_synthetic_fixture
