file,line,schema,table,full_table_name,sunset_status,classification_reason,next_action,owner_to_confirm,live_readback_required,parity_target,deletion_authorization_required
supabase/migrations/001_three_layer_data_model.sql,11,public,org_master_data,public.org_master_data,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/001_three_layer_data_model.sql,35,public,engagement_data,public.engagement_data,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/001_three_layer_data_model.sql,65,public,genome_patterns,public.genome_patterns,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/001_three_layer_data_model.sql,85,public,data_audit_log,public.data_audit_log,HOLD_PLATFORM_CONTROL,"Platform control, auth, audit, notification, or approval table.",Do not fold into ECL; review separately as control-plane schema.,platform/control-plane owner,True,not ECL by default; keep or migrate as control-plane schema,True
supabase/migrations/001_three_layer_data_model.sql,164,public,org_data_version,public.org_data_version,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,5,public,engagements,public.engagements,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/002_engagement_engine.sql,19,public,engagement_phases,public.engagement_phases,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/002_engagement_engine.sql,38,public,phase_workstreams,public.phase_workstreams,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,50,public,workstream_messages,public.workstream_messages,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,66,public,phase_findings,public.phase_findings,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,88,public,finding_versions,public.finding_versions,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,101,public,finding_comments,public.finding_comments,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,115,public,phase_outputs,public.phase_outputs,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,135,public,output_versions,public.output_versions,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,147,public,output_comments,public.output_comments,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,160,public,phase_approvals,public.phase_approvals,HOLD_PLATFORM_CONTROL,"Platform control, auth, audit, notification, or approval table.",Do not fold into ECL; review separately as control-plane schema.,platform/control-plane owner,True,not ECL by default; keep or migrate as control-plane schema,True
supabase/migrations/002_engagement_engine.sql,174,public,engagement_uploads,public.engagement_uploads,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/002_engagement_engine.sql,192,public,genome_matches,public.genome_matches,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,208,public,engagement_participants,public.engagement_participants,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/002_engagement_engine.sql,219,public,engagement_activity,public.engagement_activity,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/002_engagement_engine.sql,233,public,phase0_scores,public.phase0_scores,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/002_engagement_engine.sql,246,public,engagement_baseline,public.engagement_baseline,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/003_margin_additions.sql,8,public,engagement_scope,public.engagement_scope,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/003_margin_additions.sql,22,public,data_requests,public.data_requests,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/003_margin_additions.sql,42,public,margin_opportunity_status,public.margin_opportunity_status,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/004_tech_additions.sql,8,public,tech_engagement_tracks,public.tech_engagement_tracks,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/004_tech_additions.sql,20,public,system_dispositions,public.system_dispositions,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/004_tech_additions.sql,40,public,erp_selection_results,public.erp_selection_results,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/004_tech_additions.sql,60,public,cloud_blueprints,public.cloud_blueprints,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/007_engagement_enhancements.sql,45,public,monthly_actuals,public.monthly_actuals,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/007_engagement_enhancements.sql,66,public,engagement_milestones,public.engagement_milestones,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/007_engagement_enhancements.sql,80,public,genome_contributions,public.genome_contributions,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/007_engagement_enhancements.sql,91,public,benchmark_history,public.benchmark_history,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/008_engagement_deliverables.sql,5,public,engagement_deliverables,public.engagement_deliverables,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/010_client_brief.sql,14,public,client_brief,public.client_brief,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/011_session_messages.sql,11,public,session_messages,public.session_messages,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/013_engagement_state.sql,26,public,persons,public.persons,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/013_engagement_state.sql,57,public,engagements,public.engagements,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/013_engagement_state.sql,150,public,turns,public.turns,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/013_engagement_state.sql,169,public,relationship_notes,public.relationship_notes,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
supabase/migrations/018_teams_and_memberships.sql,7,public,teams,public.teams,HOLD_PLATFORM_CONTROL,"Platform control, auth, audit, notification, or approval table.",Do not fold into ECL; review separately as control-plane schema.,platform/control-plane owner,True,not ECL by default; keep or migrate as control-plane schema,True
supabase/migrations/018_teams_and_memberships.sql,26,public,team_memberships,public.team_memberships,HOLD_PLATFORM_CONTROL,"Platform control, auth, audit, notification, or approval table.",Do not fold into ECL; review separately as control-plane schema.,platform/control-plane owner,True,not ECL by default; keep or migrate as control-plane schema,True
supabase/migrations/020_clients_and_invoices.sql,7,public,clients,public.clients,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/020_clients_and_invoices.sql,38,public,invoices,public.invoices,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/021_audit_log.sql,7,public,audit_log,public.audit_log,HOLD_PLATFORM_CONTROL,"Platform control, auth, audit, notification, or approval table.",Do not fold into ECL; review separately as control-plane schema.,platform/control-plane owner,True,not ECL by default; keep or migrate as control-plane schema,True
supabase/migrations/022_tower_data_model.sql,15,public,use_cases,public.use_cases,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/022_tower_data_model.sql,49,public,use_case_usage_metrics,public.use_case_usage_metrics,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/022_tower_data_model.sql,71,public,use_case_value_metrics,public.use_case_value_metrics,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/022_tower_data_model.sql,96,public,use_case_risk,public.use_case_risk,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/022_tower_data_model.sql,124,public,use_case_cost_metrics,public.use_case_cost_metrics,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/022_tower_data_model.sql,149,public,contradictions,public.contradictions,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/022_tower_data_model.sql,170,public,uploaded_files,public.uploaded_files,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/024_knowledge_sources.sql,31,public,knowledge_sources,public.knowledge_sources,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
supabase/migrations/024_knowledge_sources.sql,67,public,knowledge_chunks,public.knowledge_chunks,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
supabase/migrations/029_cross_industry_core.sql,9,public,infra_assets,public.infra_assets,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,26,public,cloud_costs,public.cloud_costs,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,41,public,applications,public.applications,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,58,public,integrations,public.integrations,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,72,public,data_sources,public.data_sources,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,90,public,data_pipelines,public.data_pipelines,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,102,public,data_governance_policies,public.data_governance_policies,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,115,public,ai_models,public.ai_models,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,131,public,cost_centers,public.cost_centers,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,142,public,spend_breakdown,public.spend_breakdown,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/029_cross_industry_core.sql,154,public,eng_teams,public.eng_teams,HOLD_PLATFORM_CONTROL,"Platform control, auth, audit, notification, or approval table.",Do not fold into ECL; review separately as control-plane schema.,platform/control-plane owner,True,not ECL by default; keep or migrate as control-plane schema,True
supabase/migrations/029_cross_industry_core.sql,164,public,engineering_metrics,public.engineering_metrics,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/033_turn_traces.sql,7,public,turn_traces,public.turn_traces,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/034_enterprise_depth.sql,10,public,tech_stack_items,public.tech_stack_items,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/034_enterprise_depth.sql,37,public,tech_projects,public.tech_projects,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/034_enterprise_depth.sql,58,public,staff_augmentation,public.staff_augmentation,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/034_enterprise_depth.sql,76,public,volumetrics_snapshots,public.volumetrics_snapshots,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/035_user_roles.sql,15,public,person_client_memberships,public.person_client_memberships,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/037_helix_client.sql,7,public,client_partnerships,public.client_partnerships,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/038_vip_profiles.sql,11,public,vip_profiles,public.vip_profiles,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/040_topics.sql,9,public,engagement_topics,public.engagement_topics,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/040_topics.sql,44,public,engagement_topics_map,public.engagement_topics_map,REVIEW_FOR_MOVES_OR_CONTEXT_BRIDGE,"Engagement, client, portfolio, initiative, or outcome table.",Determine whether it remains transactional control-plane data or becomes an ECL projection/context fact.,Moves/product owner plus ECL context owner,True,control-plane keep decision or ECL context/projection bridge,True
supabase/migrations/040_topics.sql,64,public,deliverable_types,public.deliverable_types,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/040_topics.sql,87,public,deliverables_v2,public.deliverables_v2,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/040_topics.sql,109,public,deliverable_versions,public.deliverable_versions,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/041_programs_foundation.sql,17,public,program_threads,public.program_threads,REPLACE_WITH_ECL_PROJECTION,Product-specific or product-read-model table.,Rebuild as ECL projection/cube or compatibility bridge after parity and browser proof.,product owner plus ECL projection owner,True,ECL projection or cube,True
supabase/migrations/041_programs_foundation.sql,34,public,maestro_oversight_flags,public.maestro_oversight_flags,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/041_programs_foundation.sql,56,public,phase_snapshots,public.phase_snapshots,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/041_programs_foundation.sql,72,public,module_state_log,public.module_state_log,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/041_programs_foundation.sql,88,public,founder_approval_requests,public.founder_approval_requests,HOLD_PLATFORM_CONTROL,"Platform control, auth, audit, notification, or approval table.",Do not fold into ECL; review separately as control-plane schema.,platform/control-plane owner,True,not ECL by default; keep or migrate as control-plane schema,True
supabase/migrations/041_programs_foundation.sql,115,public,pattern_match_logs,public.pattern_match_logs,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/041_programs_foundation.sql,133,public,program_modules,public.program_modules,REPLACE_WITH_ECL_PROJECTION,Product-specific or product-read-model table.,Rebuild as ECL projection/cube or compatibility bridge after parity and browser proof.,product owner plus ECL projection owner,True,ECL projection or cube,True
supabase/migrations/041_programs_foundation.sql,154,public,program_milestones,public.program_milestones,REPLACE_WITH_ECL_PROJECTION,Product-specific or product-read-model table.,Rebuild as ECL projection/cube or compatibility bridge after parity and browser proof.,product owner plus ECL projection owner,True,ECL projection or cube,True
supabase/migrations/041_programs_foundation.sql,173,public,program_work_items,public.program_work_items,REPLACE_WITH_ECL_PROJECTION,Product-specific or product-read-model table.,Rebuild as ECL projection/cube or compatibility bridge after parity and browser proof.,product owner plus ECL projection owner,True,ECL projection or cube,True
supabase/migrations/041_programs_foundation.sql,200,public,program_risks,public.program_risks,REPLACE_WITH_ECL_PROJECTION,Product-specific or product-read-model table.,Rebuild as ECL projection/cube or compatibility bridge after parity and browser proof.,product owner plus ECL projection owner,True,ECL projection or cube,True
supabase/migrations/20260420170000_intelligence_threads.sql,8,public,intelligence_threads,public.intelligence_threads,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/20260420170100_intelligence_thread_turns.sql,9,public,intelligence_thread_turns,public.intelligence_thread_turns,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/20260420170200_intelligence_artifacts.sql,9,public,intelligence_artifacts,public.intelligence_artifacts,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
supabase/migrations/20260420170300_portfolio_signals.sql,9,public,portfolio_signals,public.portfolio_signals,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
supabase/migrations/20260420170400_emergent_patterns.sql,11,public,emergent_patterns,public.emergent_patterns,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/20260420170500_user_bookmarks.sql,7,public,user_bookmarks,public.user_bookmarks,HOLD_PLATFORM_CONTROL,"Platform control, auth, audit, notification, or approval table.",Do not fold into ECL; review separately as control-plane schema.,platform/control-plane owner,True,not ECL by default; keep or migrate as control-plane schema,True
supabase/migrations/20260420170500_user_bookmarks.sql,22,public,user_pinned_signals,public.user_pinned_signals,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
supabase/migrations/20260421151000_cohort_peers.sql,6,public,cohort_peers,public.cohort_peers,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/20260421151100_signal_catalog.sql,6,public,signal_catalog,public.signal_catalog,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
supabase/migrations/20260421151200_data_integrations.sql,6,public,data_integrations,public.data_integrations,HOLD_UNTIL_LIVE_READBACK,No safe static classification from name/path alone.,Inventory live writers/readers before assigning retire/keep action.,live data-plane owner,True,to be assigned after live writer/reader inventory,True
supabase/migrations/20260421151300_tower_user_preferences.sql,6,public,tower_user_preferences,public.tower_user_preferences,REPLACE_WITH_ECL_PROJECTION,Product-specific or product-read-model table.,Rebuild as ECL projection/cube or compatibility bridge after parity and browser proof.,product owner plus ECL projection owner,True,ECL projection or cube,True
supabase/migrations/20260421151400_signal_firings.sql,8,public,signal_firings,public.signal_firings,HOLD_UNTIL_ECL_CONTEXT_PARITY,"Context, graph, artifact, signal, or evidence substrate.",Map writer/reader and compare against ECL source/context/relationship/document paths before retiring.,context/retrieval owner plus ECL context owner,True,ECL source/context/document/relationship path,True
