record_id,business_unit,use_case_name,use_case_status,readiness_status,funding_status,measurement_status,risk_control_status,tower_tracking_status,evidence_id,source_fact_id
MER-SA07-10_AI_AUTOMATION_USE_CASES-0072,member_services_contact_center,Chief Experience Officer / Member Experience: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0072,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0072
MER-SA07-10_AI_AUTOMATION_USE_CASES-0073,cross_enterprise,COO / Operations: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0073,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0073
MER-SA07-10_AI_AUTOMATION_USE_CASES-0074,claims_and_eligibility,COO / Operations: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0074,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0074
MER-SA07-10_AI_AUTOMATION_USE_CASES-0075,data_analytics_and_ai_platform,COO / Operations: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0075,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0075
MER-SA07-10_AI_AUTOMATION_USE_CASES-0076,member_services_contact_center,COO / Operations: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0076,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0076
MER-SA07-10_AI_AUTOMATION_USE_CASES-0077,clinical_operations,COO / Operations: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0077,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0077
MER-SA07-10_AI_AUTOMATION_USE_CASES-0078,cross_enterprise,COO / Operations: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0078,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0078
MER-SA07-10_AI_AUTOMATION_USE_CASES-0079,finance_revenue_cycle,COO / Operations: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0079,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0079
MER-SA07-10_AI_AUTOMATION_USE_CASES-0080,cross_enterprise,COO / Operations: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0080,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0080
MER-SA07-10_AI_AUTOMATION_USE_CASES-0081,claims_and_eligibility,COO / Operations: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0081,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0081
MER-SA07-10_AI_AUTOMATION_USE_CASES-0082,data_analytics_and_ai_platform,COO / Operations: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0082,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0082
MER-SA07-10_AI_AUTOMATION_USE_CASES-0083,member_services_contact_center,COO / Operations: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0083,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0083
MER-SA07-10_AI_AUTOMATION_USE_CASES-0084,clinical_operations,COO / Operations: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0084,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0084
MER-SA07-10_AI_AUTOMATION_USE_CASES-0085,claims_and_eligibility,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0085,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0085
MER-SA07-10_AI_AUTOMATION_USE_CASES-0086,clinical_operations,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0086,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0086
MER-SA07-10_AI_AUTOMATION_USE_CASES-0087,member_services_contact_center,Chief Medical / Clinical Operations: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0087,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0087
MER-SA07-10_AI_AUTOMATION_USE_CASES-0088,clinical_operations,Chief Medical / Clinical Operations: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0088,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0088
MER-SA07-10_AI_AUTOMATION_USE_CASES-0089,clinical_operations,Chief Medical / Clinical Operations: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0089,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0089
MER-SA07-10_AI_AUTOMATION_USE_CASES-0090,clinical_operations,Chief Medical / Clinical Operations: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0090,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0090
MER-SA07-10_AI_AUTOMATION_USE_CASES-0091,clinical_operations,Chief Medical / Clinical Operations: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0091,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0091
MER-SA07-10_AI_AUTOMATION_USE_CASES-0092,claims_and_eligibility,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0092,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0092
MER-SA07-10_AI_AUTOMATION_USE_CASES-0093,clinical_operations,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0093,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0093
MER-SA07-10_AI_AUTOMATION_USE_CASES-0094,member_services_contact_center,Chief Medical / Clinical Operations: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0094,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0094
MER-SA07-10_AI_AUTOMATION_USE_CASES-0095,clinical_operations,Chief Medical / Clinical Operations: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0095,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0095
MER-SA07-10_AI_AUTOMATION_USE_CASES-0096,clinical_operations,Chief Medical / Clinical Operations: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0096,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0096
MER-SA07-10_AI_AUTOMATION_USE_CASES-0097,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0097,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0097
MER-SA07-10_AI_AUTOMATION_USE_CASES-0098,member_services_contact_center,Health Plan Operations / Claims & Eligibility: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0098,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0098
MER-SA07-10_AI_AUTOMATION_USE_CASES-0099,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0099,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0099
MER-SA07-10_AI_AUTOMATION_USE_CASES-0100,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0100,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0100
MER-SA07-10_AI_AUTOMATION_USE_CASES-0101,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0101,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0101
MER-SA07-10_AI_AUTOMATION_USE_CASES-0102,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0102,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0102
MER-SA07-10_AI_AUTOMATION_USE_CASES-0103,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0103,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0103
MER-SA07-10_AI_AUTOMATION_USE_CASES-0104,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0104,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0104
MER-SA07-10_AI_AUTOMATION_USE_CASES-0105,member_services_contact_center,Health Plan Operations / Claims & Eligibility: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0105,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0105
MER-SA07-10_AI_AUTOMATION_USE_CASES-0106,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0106,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0106
MER-SA07-10_AI_AUTOMATION_USE_CASES-0107,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0107,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0107
MER-SA07-10_AI_AUTOMATION_USE_CASES-0108,claims_and_eligibility,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0108,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0108
MER-SA07-10_AI_AUTOMATION_USE_CASES-0109,member_services_contact_center,Contact Center / Member Service Operations: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0109,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0109
MER-SA07-10_AI_AUTOMATION_USE_CASES-0110,member_services_contact_center,Contact Center / Member Service Operations: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0110,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0110
MER-SA07-10_AI_AUTOMATION_USE_CASES-0111,member_services_contact_center,Contact Center / Member Service Operations: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0111,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0111
MER-SA07-10_AI_AUTOMATION_USE_CASES-0112,member_services_contact_center,Contact Center / Member Service Operations: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0112,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0112
MER-SA07-10_AI_AUTOMATION_USE_CASES-0113,member_services_contact_center,Contact Center / Member Service Operations: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0113,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0113
MER-SA07-10_AI_AUTOMATION_USE_CASES-0114,member_services_contact_center,Contact Center / Member Service Operations: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0114,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0114
MER-SA07-10_AI_AUTOMATION_USE_CASES-0115,member_services_contact_center,Contact Center / Member Service Operations: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0115,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0115
MER-SA07-10_AI_AUTOMATION_USE_CASES-0116,member_services_contact_center,Contact Center / Member Service Operations: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0116,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0116
MER-SA07-10_AI_AUTOMATION_USE_CASES-0117,member_services_contact_center,Contact Center / Member Service Operations: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0117,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0117
MER-SA07-10_AI_AUTOMATION_USE_CASES-0118,member_services_contact_center,Contact Center / Member Service Operations: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0118,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0118
MER-SA07-10_AI_AUTOMATION_USE_CASES-0119,member_services_contact_center,Contact Center / Member Service Operations: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0119,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0119
MER-SA07-10_AI_AUTOMATION_USE_CASES-0120,member_services_contact_center,Contact Center / Member Service Operations: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0120,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0120
MER-SA07-10_AI_AUTOMATION_USE_CASES-0121,clinical_operations,Privacy / Compliance / Legal: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0121,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0121
MER-SA07-10_AI_AUTOMATION_USE_CASES-0122,security_risk_and_compliance,Privacy / Compliance / Legal: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0122,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0122
MER-SA07-10_AI_AUTOMATION_USE_CASES-0123,finance_revenue_cycle,Privacy / Compliance / Legal: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0123,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0123
MER-SA07-10_AI_AUTOMATION_USE_CASES-0124,security_risk_and_compliance,Privacy / Compliance / Legal: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0124,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0124
MER-SA07-10_AI_AUTOMATION_USE_CASES-0125,claims_and_eligibility,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0125,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0125
MER-SA07-10_AI_AUTOMATION_USE_CASES-0126,security_risk_and_compliance,Privacy / Compliance / Legal: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0126,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0126
MER-SA07-10_AI_AUTOMATION_USE_CASES-0127,member_services_contact_center,Privacy / Compliance / Legal: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0127,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0127
MER-SA07-10_AI_AUTOMATION_USE_CASES-0128,clinical_operations,Privacy / Compliance / Legal: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0128,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0128
MER-SA07-10_AI_AUTOMATION_USE_CASES-0129,security_risk_and_compliance,Privacy / Compliance / Legal: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0129,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0129
MER-SA07-10_AI_AUTOMATION_USE_CASES-0130,finance_revenue_cycle,Privacy / Compliance / Legal: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0130,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0130
MER-SA07-10_AI_AUTOMATION_USE_CASES-0131,security_risk_and_compliance,Privacy / Compliance / Legal: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0131,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0131
MER-SA07-10_AI_AUTOMATION_USE_CASES-0132,claims_and_eligibility,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0132,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0132
MER-SA07-10_AI_AUTOMATION_USE_CASES-0133,security_risk_and_compliance,CISO / Security: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0133,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0133
MER-SA07-10_AI_AUTOMATION_USE_CASES-0134,finance_revenue_cycle,CISO / Security: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0134,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0134
MER-SA07-10_AI_AUTOMATION_USE_CASES-0135,security_risk_and_compliance,CISO / Security: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0135,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0135
MER-SA07-10_AI_AUTOMATION_USE_CASES-0136,claims_and_eligibility,CISO / Security: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0136,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0136
MER-SA07-10_AI_AUTOMATION_USE_CASES-0137,security_risk_and_compliance,CISO / Security: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0137,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0137
MER-SA07-10_AI_AUTOMATION_USE_CASES-0138,member_services_contact_center,CISO / Security: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0138,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0138
MER-SA07-10_AI_AUTOMATION_USE_CASES-0139,clinical_operations,CISO / Security: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0139,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0139
MER-SA07-10_AI_AUTOMATION_USE_CASES-0140,security_risk_and_compliance,CISO / Security: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0140,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0140
MER-SA07-10_AI_AUTOMATION_USE_CASES-0141,finance_revenue_cycle,CISO / Security: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0141,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0141
MER-SA07-10_AI_AUTOMATION_USE_CASES-0142,security_risk_and_compliance,CISO / Security: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0142,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0142
MER-SA07-10_AI_AUTOMATION_USE_CASES-0143,claims_and_eligibility,CISO / Security: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0143,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0143
MER-SA07-10_AI_AUTOMATION_USE_CASES-0144,security_risk_and_compliance,CISO / Security: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0144,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0144
MER-SA07-10_AI_AUTOMATION_USE_CASES-0145,finance_revenue_cycle,Enterprise Architecture: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0145,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0145
MER-SA07-10_AI_AUTOMATION_USE_CASES-0146,cross_enterprise,Enterprise Architecture: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0146,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0146
MER-SA07-10_AI_AUTOMATION_USE_CASES-0147,claims_and_eligibility,Enterprise Architecture: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0147,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0147
MER-SA07-10_AI_AUTOMATION_USE_CASES-0148,data_analytics_and_ai_platform,Enterprise Architecture: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0148,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0148
MER-SA07-10_AI_AUTOMATION_USE_CASES-0149,member_services_contact_center,Enterprise Architecture: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0149,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0149
MER-SA07-10_AI_AUTOMATION_USE_CASES-0150,clinical_operations,Enterprise Architecture: Provider quality and performance,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0150,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0150
MER-SA07-10_AI_AUTOMATION_USE_CASES-0151,cross_enterprise,Enterprise Architecture: End-to-end cost transparency,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0151,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0151
MER-SA07-10_AI_AUTOMATION_USE_CASES-0152,finance_revenue_cycle,Enterprise Architecture: Payment integrity and leakage reduction,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0152,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0152
MER-SA07-10_AI_AUTOMATION_USE_CASES-0153,cross_enterprise,Enterprise Architecture: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0153,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0153
MER-SA07-10_AI_AUTOMATION_USE_CASES-0154,claims_and_eligibility,Enterprise Architecture: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0154,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0154
MER-SA07-10_AI_AUTOMATION_USE_CASES-0155,data_analytics_and_ai_platform,Enterprise Architecture: Governed data foundation for AI / LLM automation,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0155,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0155
MER-SA07-10_AI_AUTOMATION_USE_CASES-0156,member_services_contact_center,Enterprise Architecture: Call center optimization,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0156,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0156
MER-SA07-10_AI_AUTOMATION_USE_CASES-0157,cross_enterprise,Application Owners / Business Applications: Automated close and reporting,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0157,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0157
MER-SA07-10_AI_AUTOMATION_USE_CASES-0158,claims_and_eligibility,Application Owners / Business Applications: Unified clinical + claims lakehouse,candidate,not_assessed,not_approved,baseline_required,controls_required,opportunity_only,MER-SA07-INT-EVID-0158,fact:10_ai_automation_use_cases:MER-SA07-10_AI_AUTOMATION_USE_CASES-0158
