record_id,use_case_name,use_case_status,funding_status,ai_spend_type,data_domain,affected_process,derived_business_unit,mapping_method,source_fields_used,evidence_id,review_status
MER-SA07-10_AI_AUTOMATION_USE_CASES-0066,Chief Experience Officer / Member Experience: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0066,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0067,Chief Experience Officer / Member Experience: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0067,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0068,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0068,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0069,Chief Experience Officer / Member Experience: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0069,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0070,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0070,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0071,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0071,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0072,Chief Experience Officer / Member Experience: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0072,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0073,COO / Operations: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0073,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0074,COO / Operations: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0074,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0075,COO / Operations: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,data_analytics_and_ai_platform,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0075,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0076,COO / Operations: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0076,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0077,COO / Operations: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0077,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0078,COO / Operations: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0078,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0079,COO / Operations: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0079,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0080,COO / Operations: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0080,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0081,COO / Operations: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0081,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0082,COO / Operations: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,data_analytics_and_ai_platform,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0082,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0083,COO / Operations: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0083,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0084,COO / Operations: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0084,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0085,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0085,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0086,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0086,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0087,Chief Medical / Clinical Operations: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0087,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0088,Chief Medical / Clinical Operations: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0088,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0089,Chief Medical / Clinical Operations: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0089,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0090,Chief Medical / Clinical Operations: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0090,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0091,Chief Medical / Clinical Operations: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0091,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0092,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0092,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0093,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0093,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0094,Chief Medical / Clinical Operations: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0094,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0095,Chief Medical / Clinical Operations: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0095,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0096,Chief Medical / Clinical Operations: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0096,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0097,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0097,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0098,Health Plan Operations / Claims & Eligibility: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0098,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0099,Health Plan Operations / Claims & Eligibility: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0099,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0100,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0100,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0101,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0101,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0102,Health Plan Operations / Claims & Eligibility: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0102,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0103,Health Plan Operations / Claims & Eligibility: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0103,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0104,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0104,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0105,Health Plan Operations / Claims & Eligibility: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0105,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0106,Health Plan Operations / Claims & Eligibility: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0106,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0107,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0107,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0108,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0108,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0109,Contact Center / Member Service Operations: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0109,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0110,Contact Center / Member Service Operations: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0110,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0111,Contact Center / Member Service Operations: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0111,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0112,Contact Center / Member Service Operations: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0112,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0113,Contact Center / Member Service Operations: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0113,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0114,Contact Center / Member Service Operations: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0114,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0115,Contact Center / Member Service Operations: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0115,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0116,Contact Center / Member Service Operations: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0116,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0117,Contact Center / Member Service Operations: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0117,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0118,Contact Center / Member Service Operations: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0118,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0119,Contact Center / Member Service Operations: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0119,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0120,Contact Center / Member Service Operations: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0120,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0121,Privacy / Compliance / Legal: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0121,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0122,Privacy / Compliance / Legal: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0122,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0123,Privacy / Compliance / Legal: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0123,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0124,Privacy / Compliance / Legal: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0124,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0125,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0125,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0126,Privacy / Compliance / Legal: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0126,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0127,Privacy / Compliance / Legal: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0127,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0128,Privacy / Compliance / Legal: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0128,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0129,Privacy / Compliance / Legal: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0129,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0130,Privacy / Compliance / Legal: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0130,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0131,Privacy / Compliance / Legal: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0131,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0132,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0132,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0133,CISO / Security: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0133,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0134,CISO / Security: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0134,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0135,CISO / Security: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0135,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0136,CISO / Security: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0136,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0137,CISO / Security: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0137,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0138,CISO / Security: Call center optimization,candidate,not_approved,candidate_ai_opportunity,,,member_services_contact_center,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0138,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0139,CISO / Security: Provider quality and performance,candidate,not_approved,candidate_ai_opportunity,,,clinical_operations,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0139,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0140,CISO / Security: End-to-end cost transparency,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0140,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0141,CISO / Security: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0141,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0142,CISO / Security: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0142,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0143,CISO / Security: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0143,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0144,CISO / Security: Governed data foundation for AI / LLM automation,candidate,not_approved,candidate_ai_opportunity,,,security_risk_and_compliance,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0144,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0145,Enterprise Architecture: Payment integrity and leakage reduction,candidate,not_approved,candidate_ai_opportunity,,,finance_revenue_cycle,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0145,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0146,Enterprise Architecture: Automated close and reporting,candidate,not_approved,candidate_ai_opportunity,,,cross_enterprise,deterministic_default_mapping,no strong keyword match,MER-SA07-INT-EVID-0146,derived_mapping_reviewable
MER-SA07-10_AI_AUTOMATION_USE_CASES-0147,Enterprise Architecture: Unified clinical + claims lakehouse,candidate,not_approved,candidate_ai_opportunity,,,claims_and_eligibility,deterministic_keyword_mapping,use_case;business_name;data_domain;affected_process;related_move;embedded_platform_source;vendor_name;system_name,MER-SA07-INT-EVID-0147,derived_mapping_reviewable
