insight_id,source_record_id,source_fact_id,stakeholder_role,interview_group,priority_theme,business_priority,key_initiative,move_candidate_id,matched_candidate_use_case_id,matched_metric_fact_id,matched_risk_control_fact_id,evidence_id,confidence,allowed_use,blocked_use
interview_insight:MER-INT-06:Q01,MER-INT-06:Q01,fact:interviews_executive_interviews:MER-INT-06:Q01,Chief Experience Officer,Chief Experience Officer / Member Experience,strategy,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0021,MER-SA07-INT-EVID-0061,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q02,MER-INT-06:Q02,fact:interviews_executive_interviews:MER-INT-06:Q02,Chief Experience Officer,Chief Experience Officer / Member Experience,operating model,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0026,MER-SA07-INT-EVID-0062,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q03,MER-INT-06:Q03,fact:interviews_executive_interviews:MER-INT-06:Q03,Chief Experience Officer,Chief Experience Officer / Member Experience,vendor,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0003,MER-SA07-INT-EVID-0063,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q04,MER-INT-06:Q04,fact:interviews_executive_interviews:MER-INT-06:Q04,Chief Experience Officer,Chief Experience Officer / Member Experience,platform,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0008,MER-SA07-INT-EVID-0064,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q05,MER-INT-06:Q05,fact:interviews_executive_interviews:MER-INT-06:Q05,Chief Experience Officer,Chief Experience Officer / Member Experience,data,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0009,MER-SA07-INT-EVID-0065,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q06,MER-INT-06:Q06,fact:interviews_executive_interviews:MER-INT-06:Q06,Chief Experience Officer,Chief Experience Officer / Member Experience,modernization,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0014,MER-SA07-INT-EVID-0066,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q07,MER-INT-06:Q07,fact:interviews_executive_interviews:MER-INT-06:Q07,Chief Experience Officer,Chief Experience Officer / Member Experience,AI readiness,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0019,MER-SA07-INT-EVID-0067,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q08,MER-INT-06:Q08,fact:interviews_executive_interviews:MER-INT-06:Q08,Chief Experience Officer,Chief Experience Officer / Member Experience,risk,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0024,MER-SA07-INT-EVID-0068,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q09,MER-INT-06:Q09,fact:interviews_executive_interviews:MER-INT-06:Q09,Chief Experience Officer,Chief Experience Officer / Member Experience,metrics,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0025,MER-SA07-INT-EVID-0069,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q10,MER-INT-06:Q10,fact:interviews_executive_interviews:MER-INT-06:Q10,Chief Experience Officer,Chief Experience Officer / Member Experience,value,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0002,MER-SA07-INT-EVID-0070,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q11,MER-INT-06:Q11,fact:interviews_executive_interviews:MER-INT-06:Q11,Chief Experience Officer,Chief Experience Officer / Member Experience,sourcing,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0007,MER-SA07-INT-EVID-0071,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-06:Q12,MER-INT-06:Q12,fact:interviews_executive_interviews:MER-INT-06:Q12,Chief Experience Officer,Chief Experience Officer / Member Experience,evidence,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0012,MER-SA07-INT-EVID-0072,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q01,MER-INT-07:Q01,fact:interviews_executive_interviews:MER-INT-07:Q01,COO,COO / Operations,strategy,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0025,MER-SA07-INT-EVID-0073,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q02,MER-INT-07:Q02,fact:interviews_executive_interviews:MER-INT-07:Q02,COO,COO / Operations,operating model,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0002,MER-SA07-INT-EVID-0074,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q03,MER-INT-07:Q03,fact:interviews_executive_interviews:MER-INT-07:Q03,COO,COO / Operations,vendor,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0007,MER-SA07-INT-EVID-0075,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q04,MER-INT-07:Q04,fact:interviews_executive_interviews:MER-INT-07:Q04,COO,COO / Operations,platform,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0012,MER-SA07-INT-EVID-0076,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q05,MER-INT-07:Q05,fact:interviews_executive_interviews:MER-INT-07:Q05,COO,COO / Operations,data,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0013,MER-SA07-INT-EVID-0077,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q06,MER-INT-07:Q06,fact:interviews_executive_interviews:MER-INT-07:Q06,COO,COO / Operations,modernization,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0018,MER-SA07-INT-EVID-0078,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q07,MER-INT-07:Q07,fact:interviews_executive_interviews:MER-INT-07:Q07,COO,COO / Operations,AI readiness,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0023,MER-SA07-INT-EVID-0079,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q08,MER-INT-07:Q08,fact:interviews_executive_interviews:MER-INT-07:Q08,COO,COO / Operations,risk,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0028,MER-SA07-INT-EVID-0080,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q09,MER-INT-07:Q09,fact:interviews_executive_interviews:MER-INT-07:Q09,COO,COO / Operations,metrics,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0001,MER-SA07-INT-EVID-0081,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q10,MER-INT-07:Q10,fact:interviews_executive_interviews:MER-INT-07:Q10,COO,COO / Operations,value,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0006,MER-SA07-INT-EVID-0082,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q11,MER-INT-07:Q11,fact:interviews_executive_interviews:MER-INT-07:Q11,COO,COO / Operations,sourcing,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0011,MER-SA07-INT-EVID-0083,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-07:Q12,MER-INT-07:Q12,fact:interviews_executive_interviews:MER-INT-07:Q12,COO,COO / Operations,evidence,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0016,MER-SA07-INT-EVID-0084,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q01,MER-INT-08:Q01,fact:interviews_executive_interviews:MER-INT-08:Q01,Chief Medical,Chief Medical / Clinical Operations,strategy,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0001,MER-SA07-INT-EVID-0085,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q02,MER-INT-08:Q02,fact:interviews_executive_interviews:MER-INT-08:Q02,Chief Medical,Chief Medical / Clinical Operations,operating model,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0006,MER-SA07-INT-EVID-0086,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q03,MER-INT-08:Q03,fact:interviews_executive_interviews:MER-INT-08:Q03,Chief Medical,Chief Medical / Clinical Operations,vendor,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0011,MER-SA07-INT-EVID-0087,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q04,MER-INT-08:Q04,fact:interviews_executive_interviews:MER-INT-08:Q04,Chief Medical,Chief Medical / Clinical Operations,platform,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0016,MER-SA07-INT-EVID-0088,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q05,MER-INT-08:Q05,fact:interviews_executive_interviews:MER-INT-08:Q05,Chief Medical,Chief Medical / Clinical Operations,data,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0017,MER-SA07-INT-EVID-0089,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q06,MER-INT-08:Q06,fact:interviews_executive_interviews:MER-INT-08:Q06,Chief Medical,Chief Medical / Clinical Operations,modernization,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0022,MER-SA07-INT-EVID-0090,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q07,MER-INT-08:Q07,fact:interviews_executive_interviews:MER-INT-08:Q07,Chief Medical,Chief Medical / Clinical Operations,AI readiness,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0027,MER-SA07-INT-EVID-0091,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q08,MER-INT-08:Q08,fact:interviews_executive_interviews:MER-INT-08:Q08,Chief Medical,Chief Medical / Clinical Operations,risk,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0004,MER-SA07-INT-EVID-0092,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q09,MER-INT-08:Q09,fact:interviews_executive_interviews:MER-INT-08:Q09,Chief Medical,Chief Medical / Clinical Operations,metrics,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0005,MER-SA07-INT-EVID-0093,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q10,MER-INT-08:Q10,fact:interviews_executive_interviews:MER-INT-08:Q10,Chief Medical,Chief Medical / Clinical Operations,value,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0010,MER-SA07-INT-EVID-0094,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q11,MER-INT-08:Q11,fact:interviews_executive_interviews:MER-INT-08:Q11,Chief Medical,Chief Medical / Clinical Operations,sourcing,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0015,MER-SA07-INT-EVID-0095,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-08:Q12,MER-INT-08:Q12,fact:interviews_executive_interviews:MER-INT-08:Q12,Chief Medical,Chief Medical / Clinical Operations,evidence,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0020,MER-SA07-INT-EVID-0096,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q01,MER-INT-09:Q01,fact:interviews_executive_interviews:MER-INT-09:Q01,Health Plan Operations,Health Plan Operations / Claims & Eligibility,strategy,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0005,MER-SA07-INT-EVID-0097,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q02,MER-INT-09:Q02,fact:interviews_executive_interviews:MER-INT-09:Q02,Health Plan Operations,Health Plan Operations / Claims & Eligibility,operating model,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0010,MER-SA07-INT-EVID-0098,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q03,MER-INT-09:Q03,fact:interviews_executive_interviews:MER-INT-09:Q03,Health Plan Operations,Health Plan Operations / Claims & Eligibility,vendor,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0015,MER-SA07-INT-EVID-0099,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q04,MER-INT-09:Q04,fact:interviews_executive_interviews:MER-INT-09:Q04,Health Plan Operations,Health Plan Operations / Claims & Eligibility,platform,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0020,MER-SA07-INT-EVID-0100,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q05,MER-INT-09:Q05,fact:interviews_executive_interviews:MER-INT-09:Q05,Health Plan Operations,Health Plan Operations / Claims & Eligibility,data,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0021,MER-SA07-INT-EVID-0101,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q06,MER-INT-09:Q06,fact:interviews_executive_interviews:MER-INT-09:Q06,Health Plan Operations,Health Plan Operations / Claims & Eligibility,modernization,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0026,MER-SA07-INT-EVID-0102,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q07,MER-INT-09:Q07,fact:interviews_executive_interviews:MER-INT-09:Q07,Health Plan Operations,Health Plan Operations / Claims & Eligibility,AI readiness,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0003,MER-SA07-INT-EVID-0103,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q08,MER-INT-09:Q08,fact:interviews_executive_interviews:MER-INT-09:Q08,Health Plan Operations,Health Plan Operations / Claims & Eligibility,risk,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0008,MER-SA07-INT-EVID-0104,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q09,MER-INT-09:Q09,fact:interviews_executive_interviews:MER-INT-09:Q09,Health Plan Operations,Health Plan Operations / Claims & Eligibility,metrics,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0009,MER-SA07-INT-EVID-0105,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q10,MER-INT-09:Q10,fact:interviews_executive_interviews:MER-INT-09:Q10,Health Plan Operations,Health Plan Operations / Claims & Eligibility,value,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0014,MER-SA07-INT-EVID-0106,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q11,MER-INT-09:Q11,fact:interviews_executive_interviews:MER-INT-09:Q11,Health Plan Operations,Health Plan Operations / Claims & Eligibility,sourcing,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0019,MER-SA07-INT-EVID-0107,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-09:Q12,MER-INT-09:Q12,fact:interviews_executive_interviews:MER-INT-09:Q12,Health Plan Operations,Health Plan Operations / Claims & Eligibility,evidence,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0024,MER-SA07-INT-EVID-0108,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q01,MER-INT-10:Q01,fact:interviews_executive_interviews:MER-INT-10:Q01,Contact Center,Contact Center / Member Service Operations,strategy,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0009,MER-SA07-INT-EVID-0109,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q02,MER-INT-10:Q02,fact:interviews_executive_interviews:MER-INT-10:Q02,Contact Center,Contact Center / Member Service Operations,operating model,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0014,MER-SA07-INT-EVID-0110,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q03,MER-INT-10:Q03,fact:interviews_executive_interviews:MER-INT-10:Q03,Contact Center,Contact Center / Member Service Operations,vendor,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0019,MER-SA07-INT-EVID-0111,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q04,MER-INT-10:Q04,fact:interviews_executive_interviews:MER-INT-10:Q04,Contact Center,Contact Center / Member Service Operations,platform,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0024,MER-SA07-INT-EVID-0112,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q05,MER-INT-10:Q05,fact:interviews_executive_interviews:MER-INT-10:Q05,Contact Center,Contact Center / Member Service Operations,data,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0025,MER-SA07-INT-EVID-0113,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q06,MER-INT-10:Q06,fact:interviews_executive_interviews:MER-INT-10:Q06,Contact Center,Contact Center / Member Service Operations,modernization,Unified clinical + claims lakehouse,Unified clinical + claims lakehouse,move_candidate:MER-MOVE-001,MER-V3-0001,fact:14_metrics_outcomes:MER-V3-0001,fact:11_risks_controls:MER-V3-0002,MER-SA07-INT-EVID-0114,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q07,MER-INT-10:Q07,fact:interviews_executive_interviews:MER-INT-10:Q07,Contact Center,Contact Center / Member Service Operations,AI readiness,Governed data foundation for AI / LLM automation,Governed data foundation for AI / LLM automation,move_candidate:MER-MOVE-002,MER-V3-0004,fact:14_metrics_outcomes:MER-V3-0005,fact:11_risks_controls:MER-V3-0007,MER-SA07-INT-EVID-0115,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q08,MER-INT-10:Q08,fact:interviews_executive_interviews:MER-INT-10:Q08,Contact Center,Contact Center / Member Service Operations,risk,Call center optimization,Call center optimization,move_candidate:MER-MOVE-003,MER-V3-0007,fact:14_metrics_outcomes:MER-V3-0009,fact:11_risks_controls:MER-V3-0012,MER-SA07-INT-EVID-0116,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q09,MER-INT-10:Q09,fact:interviews_executive_interviews:MER-INT-10:Q09,Contact Center,Contact Center / Member Service Operations,metrics,Provider quality and performance,Provider quality and performance,move_candidate:MER-MOVE-004,MER-V3-0010,fact:14_metrics_outcomes:MER-V3-0013,fact:11_risks_controls:MER-V3-0013,MER-SA07-INT-EVID-0117,medium,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q10,MER-INT-10:Q10,fact:interviews_executive_interviews:MER-INT-10:Q10,Contact Center,Contact Center / Member Service Operations,value,End-to-end cost transparency,End-to-end cost transparency,move_candidate:MER-MOVE-005,MER-V3-0013,fact:14_metrics_outcomes:MER-V3-0017,fact:11_risks_controls:MER-V3-0018,MER-SA07-INT-EVID-0118,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q11,MER-INT-10:Q11,fact:interviews_executive_interviews:MER-INT-10:Q11,Contact Center,Contact Center / Member Service Operations,sourcing,Payment integrity and leakage reduction,Payment integrity and leakage reduction,move_candidate:MER-MOVE-006,MER-V3-0016,fact:14_metrics_outcomes:MER-V3-0021,fact:11_risks_controls:MER-V3-0023,MER-SA07-INT-EVID-0119,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
interview_insight:MER-INT-10:Q12,MER-INT-10:Q12,fact:interviews_executive_interviews:MER-INT-10:Q12,Contact Center,Contact Center / Member Service Operations,evidence,Automated close and reporting,Automated close and reporting,move_candidate:MER-MOVE-007,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0025,fact:11_risks_controls:MER-V3-0028,MER-SA07-INT-EVID-0120,high,prioritize_gaps_shape_moves_support_advisory_context,create_budget_or_funding_or_realized_value
