id,object_type,source_layer,tenant_id,client_key,source_basis,confidence_level,retrievability,agent_readiness_status,compatible
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0138,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0139,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0140,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0141,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0142,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0143,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0144,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0145,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0146,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0147,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0148,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0149,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0150,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0151,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0152,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0153,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0154,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0155,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0156,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0157,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0158,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0159,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0160,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0161,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0162,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0163,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0164,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0165,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0166,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0167,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0168,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0169,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0170,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0171,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0172,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0173,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0174,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0175,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0176,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0177,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0178,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0179,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0180,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0181,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0182,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0183,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0184,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0185,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0186,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0187,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0188,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0189,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0190,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0191,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0192,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0193,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0194,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0195,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0196,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0197,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0198,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0199,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0200,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0201,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0202,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0203,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0204,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0205,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0206,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0207,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0208,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0209,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0210,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0211,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0212,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0213,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0214,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0215,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-0216,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-9019,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-9020,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-9021,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-9022,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:03_workforce_roles:MER-SA07-03_WORKFORCE_ROLES-9023,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0001,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0002,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0003,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0004,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0005,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0006,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0007,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0008,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0009,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0010,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0011,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0012,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0013,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0014,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-V3-0015,context_fact,tenant_context,meridian-health,meridian-health,user_provided_current_state_plus_synthetic_demo_structuring,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0001,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0002,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0003,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0004,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0005,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0006,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0007,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0008,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0009,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0010,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0011,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0012,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0013,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0014,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0015,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0016,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0017,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0018,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0019,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0020,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0021,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0022,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0023,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0024,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0025,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0026,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0027,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0028,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0029,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0030,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0031,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0032,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0033,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0034,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0035,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0036,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0037,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,medium,committed_not_indexed,committed_not_indexed,yes
governed:fact:04_applications_systems:MER-SA07-04_APPLICATIONS_SYSTEMS-0038,context_fact,tenant_context,meridian-health,meridian-health,synthetic_executive_interview_evidence,high,committed_not_indexed,committed_not_indexed,yes
