gap_id,category,severity,description,source_file,source_record_id,source_fact_id,evidence_id,recommended_next_evidence
gap:350000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-V3-0019,fact:14_metrics_outcomes:MER-V3-0019,MER-V3-EVID-0118,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:351000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-V3-0020,fact:14_metrics_outcomes:MER-V3-0020,MER-V3-EVID-0119,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:352000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-V3-0021,fact:14_metrics_outcomes:MER-V3-0021,MER-V3-EVID-0120,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:353000,source_or_evidence_gap,medium,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0001,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0001,MER-SA07-INT-EVID-0001,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
gap:354000,source_or_evidence_gap,medium,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0002,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0002,MER-SA07-INT-EVID-0002,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
gap:355000,source_or_evidence_gap,medium,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0003,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0003,MER-SA07-INT-EVID-0003,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
gap:356000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0004,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0004,MER-SA07-INT-EVID-0004,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:357000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0005,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0005,MER-SA07-INT-EVID-0005,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:358000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0006,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0006,MER-SA07-INT-EVID-0006,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:359000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0007,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0007,MER-SA07-INT-EVID-0007,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:360000,source_or_evidence_gap,medium,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0008,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0008,MER-SA07-INT-EVID-0008,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
gap:361000,source_or_evidence_gap,medium,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0009,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0009,MER-SA07-INT-EVID-0009,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
gap:362000,source_or_evidence_gap,medium,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0010,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0010,MER-SA07-INT-EVID-0010,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
gap:363000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0011,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0011,MER-SA07-INT-EVID-0011,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:364000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0012,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0012,MER-SA07-INT-EVID-0012,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:365000,source_or_evidence_gap,medium,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0013,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0013,MER-SA07-INT-EVID-0013,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
gap:366000,source_or_evidence_gap,medium,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0014,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0014,MER-SA07-INT-EVID-0014,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
gap:367000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0015,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0015,MER-SA07-INT-EVID-0015,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:368000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0016,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0016,MER-SA07-INT-EVID-0016,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:369000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0017,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0017,MER-SA07-INT-EVID-0017,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:370000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0018,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0018,MER-SA07-INT-EVID-0018,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:371000,source_or_evidence_gap,medium,FP&A validation and usage extracts required,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0019,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:372000,risk_or_control_gap,medium,AI spend can look adopted without released value,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0019,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:373000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0019,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0019,MER-SA07-INT-EVID-9019,FP&A validation and usage extracts required
gap:374000,source_or_evidence_gap,medium,"Approved business case, baseline, and PHI controls required",05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0020,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:375000,risk_or_control_gap,medium,platform spend could be mistaken for AI Assist funding,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0020,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:376000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0020,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0020,MER-SA07-INT-EVID-9020,"Approved business case, baseline, and PHI controls required"
gap:377000,source_or_evidence_gap,medium,"HITL, audit logging, and model-risk evidence required",05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0021,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:378000,risk_or_control_gap,medium,AI usage without audit controls creates compliance risk,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0021,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:379000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0021,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0021,MER-SA07-INT-EVID-9021,"HITL, audit logging, and model-risk evidence required"
gap:380000,source_or_evidence_gap,medium,"AHT, FCR, transfer, CSAT, and QA baselines required",05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0022,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:381000,risk_or_control_gap,medium,No AI Assist production usage exists yet,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0022,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:382000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0022,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0022,MER-SA07-INT-EVID-9022,"AHT, FCR, transfer, CSAT, and QA baselines required"
gap:383000,source_or_evidence_gap,medium,"Budget, program, and benefits ledger ties required",05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0023,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:384000,risk_or_control_gap,medium,AI spend is embedded across platforms,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0023,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:385000,value_claim_validation_gap,medium,Interview-derived context only; requires source-system and finance evidence before budget or value claims.,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0023,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0023,MER-SA07-INT-EVID-9023,"Budget, program, and benefits ledger ties required"
gap:386000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0024,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0024,MER-SA07-INT-EVID-0024,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:387000,source_or_evidence_gap,medium,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0025,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0025,MER-SA07-INT-EVID-0025,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
gap:388000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0026,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0026,MER-SA07-INT-EVID-0026,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:389000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0027,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0027,MER-SA07-INT-EVID-0027,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:390000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0028,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0028,MER-SA07-INT-EVID-0028,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:391000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0029,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0029,MER-SA07-INT-EVID-0029,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:392000,source_or_evidence_gap,medium,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0030,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0030,MER-SA07-INT-EVID-0030,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
gap:393000,source_or_evidence_gap,medium,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0031,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0031,MER-SA07-INT-EVID-0031,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
gap:394000,source_or_evidence_gap,medium,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0032,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0032,MER-SA07-INT-EVID-0032,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
gap:395000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0033,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0033,MER-SA07-INT-EVID-0033,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:396000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0034,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0034,MER-SA07-INT-EVID-0034,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:397000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0035,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0035,MER-SA07-INT-EVID-0035,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:398000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0036,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0036,MER-SA07-INT-EVID-0036,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:399000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0037,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0037,MER-SA07-INT-EVID-0037,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:400000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0038,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0038,MER-SA07-INT-EVID-0038,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:401000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0039,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0039,MER-SA07-INT-EVID-0039,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:402000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0040,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0040,MER-SA07-INT-EVID-0040,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:403000,source_or_evidence_gap,medium,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0041,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0041,MER-SA07-INT-EVID-0041,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
gap:404000,source_or_evidence_gap,medium,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0042,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0042,MER-SA07-INT-EVID-0042,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
gap:405000,source_or_evidence_gap,medium,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0043,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0043,MER-SA07-INT-EVID-0043,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
gap:406000,source_or_evidence_gap,medium,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0044,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0044,MER-SA07-INT-EVID-0044,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
gap:407000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0045,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0045,MER-SA07-INT-EVID-0045,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:408000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0046,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0046,MER-SA07-INT-EVID-0046,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:409000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0047,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0047,MER-SA07-INT-EVID-0047,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:410000,source_or_evidence_gap,medium,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0048,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0048,MER-SA07-INT-EVID-0048,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
gap:411000,source_or_evidence_gap,medium,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0049,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0049,MER-SA07-INT-EVID-0049,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
gap:412000,source_or_evidence_gap,medium,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0050,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0050,MER-SA07-INT-EVID-0050,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
gap:413000,source_or_evidence_gap,medium,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0051,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0051,MER-SA07-INT-EVID-0051,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
gap:414000,source_or_evidence_gap,medium,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,05_data_assets_integrations.csv,MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0052,fact:05_data_assets_integrations:MER-SA07-05_DATA_ASSETS_INTEGRATIONS-0052,MER-SA07-INT-EVID-0052,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
