candidate_use_case_id,candidate_name,funding_status,interview_support_count,stakeholder_roles,required_evidence,interview_source_fact_ids,evidence_ids,boundary
MER-SA07-10_AI_AUTOMATION_USE_CASES-0028,CIO / Enterprise Technology: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0029,CIO / Enterprise Technology: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0030,CIO / Enterprise Technology: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0031,CIO / Enterprise Technology: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0032,CIO / Enterprise Technology: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0033,CIO / Enterprise Technology: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0034,CIO / Enterprise Technology: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0035,CIO / Enterprise Technology: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0036,CIO / Enterprise Technology: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0037,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0038,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0039,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0040,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0041,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0042,"CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0043,"CTO / Infrastructure, Cloud & Platform: Call center optimization",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0044,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0045,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0046,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0047,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0048,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0049,CDAO / Data & Analytics: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0050,CDAO / Data & Analytics: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0051,CDAO / Data & Analytics: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0052,CDAO / Data & Analytics: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0053,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0054,CDAO / Data & Analytics: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0055,CDAO / Data & Analytics: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0056,CDAO / Data & Analytics: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0057,CDAO / Data & Analytics: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0058,CDAO / Data & Analytics: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0059,CDAO / Data & Analytics: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0060,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0061,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0062,Chief Experience Officer / Member Experience: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0063,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0064,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0065,Chief Experience Officer / Member Experience: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0066,Chief Experience Officer / Member Experience: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0067,Chief Experience Officer / Member Experience: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0068,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0069,Chief Experience Officer / Member Experience: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0070,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0071,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0072,Chief Experience Officer / Member Experience: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0073,COO / Operations: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0074,COO / Operations: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0075,COO / Operations: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0076,COO / Operations: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0077,COO / Operations: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0078,COO / Operations: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0079,COO / Operations: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0080,COO / Operations: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0081,COO / Operations: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0082,COO / Operations: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0083,COO / Operations: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0084,COO / Operations: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0085,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0086,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0087,Chief Medical / Clinical Operations: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0088,Chief Medical / Clinical Operations: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0089,Chief Medical / Clinical Operations: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0090,Chief Medical / Clinical Operations: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0091,Chief Medical / Clinical Operations: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0092,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0093,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0094,Chief Medical / Clinical Operations: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0095,Chief Medical / Clinical Operations: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0096,Chief Medical / Clinical Operations: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0097,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0098,Health Plan Operations / Claims & Eligibility: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0099,Health Plan Operations / Claims & Eligibility: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0100,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0101,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0102,Health Plan Operations / Claims & Eligibility: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0103,Health Plan Operations / Claims & Eligibility: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0104,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0105,Health Plan Operations / Claims & Eligibility: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0106,Health Plan Operations / Claims & Eligibility: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0107,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0108,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0109,Contact Center / Member Service Operations: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0110,Contact Center / Member Service Operations: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0111,Contact Center / Member Service Operations: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0112,Contact Center / Member Service Operations: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0113,Contact Center / Member Service Operations: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0114,Contact Center / Member Service Operations: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0115,Contact Center / Member Service Operations: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0116,Contact Center / Member Service Operations: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0117,Contact Center / Member Service Operations: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0118,Contact Center / Member Service Operations: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0119,Contact Center / Member Service Operations: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0120,Contact Center / Member Service Operations: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0121,Privacy / Compliance / Legal: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0122,Privacy / Compliance / Legal: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0123,Privacy / Compliance / Legal: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0124,Privacy / Compliance / Legal: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0125,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0126,Privacy / Compliance / Legal: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0127,Privacy / Compliance / Legal: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0128,Privacy / Compliance / Legal: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0129,Privacy / Compliance / Legal: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0130,Privacy / Compliance / Legal: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0131,Privacy / Compliance / Legal: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0132,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0133,CISO / Security: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0134,CISO / Security: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0135,CISO / Security: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0136,CISO / Security: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0137,CISO / Security: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0138,CISO / Security: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0139,CISO / Security: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0140,CISO / Security: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0141,CISO / Security: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0142,CISO / Security: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0143,CISO / Security: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0144,CISO / Security: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0145,Enterprise Architecture: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0146,Enterprise Architecture: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0147,Enterprise Architecture: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0148,Enterprise Architecture: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0149,Enterprise Architecture: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0150,Enterprise Architecture: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0151,Enterprise Architecture: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0152,Enterprise Architecture: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0153,Enterprise Architecture: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0154,Enterprise Architecture: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0155,Enterprise Architecture: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0156,Enterprise Architecture: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0157,Application Owners / Business Applications: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0158,Application Owners / Business Applications: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0159,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0160,Application Owners / Business Applications: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0161,Application Owners / Business Applications: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0162,Application Owners / Business Applications: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0163,Application Owners / Business Applications: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0164,Application Owners / Business Applications: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0165,Application Owners / Business Applications: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0166,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0167,Application Owners / Business Applications: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0168,Application Owners / Business Applications: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0169,Service Management / IT Operations: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0170,Service Management / IT Operations: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0171,Service Management / IT Operations: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0172,Service Management / IT Operations: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0173,Service Management / IT Operations: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0174,Service Management / IT Operations: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0175,Service Management / IT Operations: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0176,Service Management / IT Operations: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0177,Service Management / IT Operations: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0178,Service Management / IT Operations: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0179,Service Management / IT Operations: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0180,Service Management / IT Operations: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0181,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0182,Procurement / Vendor Management: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0183,Procurement / Vendor Management: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0184,Procurement / Vendor Management: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0185,Procurement / Vendor Management: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0186,Procurement / Vendor Management: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0187,Procurement / Vendor Management: Unified clinical + claims lakehouse,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0188,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0189,Procurement / Vendor Management: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0190,Procurement / Vendor Management: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0191,Procurement / Vendor Management: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0192,Procurement / Vendor Management: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0193,HR / Workforce / Change Management: Call center optimization,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0194,HR / Workforce / Change Management: Provider quality and performance,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0195,HR / Workforce / Change Management: End-to-end cost transparency,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0196,HR / Workforce / Change Management: Payment integrity and leakage reduction,not_approved,0,,,,,Interview support does not convert candidate funding status.
MER-SA07-10_AI_AUTOMATION_USE_CASES-0197,HR / Workforce / Change Management: Automated close and reporting,not_approved,0,,,,,Interview support does not convert candidate funding status.
