tenant_key,spend_category,cost_center_or_owner,annual_spend_usd,run_change_transform_split,vendor_internal_split,value_driver,savings_opportunity_usd,confidence,calculation_basis,source_file,source_date,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
lakeshore-holdings,Brightmark proposal and creative GenAI assistant spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,60,LH-SPEND-LH-PGM-CREST-GENAI-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Brightmark proposal and creative GenAI assistant expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,61,LH-VALUE-LH-PGM-CREST-GENAI-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Brightmark proposal and creative GenAI assistant measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,62,LH-VALUE-LH-PGM-CREST-GENAI-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field DTC demand sensing committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,63,LH-SPEND-LH-PGM-RIV-DEMAND-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field DTC demand sensing spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,64,LH-SPEND-LH-PGM-RIV-DEMAND-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field DTC demand sensing expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,65,LH-VALUE-LH-PGM-RIV-DEMAND-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field DTC demand sensing measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,66,LH-VALUE-LH-PGM-RIV-DEMAND-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field supply planning modernization committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,67,LH-SPEND-LH-PGM-RIV-SUPPLY-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field supply planning modernization spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,68,LH-SPEND-LH-PGM-RIV-SUPPLY-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field supply planning modernization expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,69,LH-VALUE-LH-PGM-RIV-SUPPLY-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Forge & Field supply planning modernization measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,70,LH-VALUE-LH-PGM-RIV-SUPPLY-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry technician productivity committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,71,LH-SPEND-LH-PGM-ARB-TECH-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry technician productivity spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,72,LH-SPEND-LH-PGM-ARB-TECH-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry technician productivity expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,73,LH-VALUE-LH-PGM-ARB-TECH-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry technician productivity measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,74,LH-VALUE-LH-PGM-ARB-TECH-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry billing leakage controls committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,75,LH-SPEND-LH-PGM-ARB-BILL-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry billing leakage controls spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,76,LH-SPEND-LH-PGM-ARB-BILL-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry billing leakage controls expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,77,LH-VALUE-LH-PGM-ARB-BILL-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Great Lakes Pantry billing leakage controls measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,78,LH-VALUE-LH-PGM-ARB-BILL-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Enterprise zero-trust access cleanup committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,79,LH-SPEND-LH-PGM-ZT-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Enterprise zero-trust access cleanup spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,80,LH-SPEND-LH-PGM-ZT-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Enterprise zero-trust access cleanup expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,81,LH-VALUE-LH-PGM-ZT-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,Enterprise zero-trust access cleanup measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,82,LH-VALUE-LH-PGM-ZT-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,ServiceNow ITSM standardization committed program budget,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,83,LH-SPEND-LH-PGM-ITSM-BUDGET,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,ServiceNow ITSM standardization spend to date,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,84,LH-SPEND-LH-PGM-ITSM-YTD,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,ServiceNow ITSM standardization expected value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,85,LH-VALUE-LH-PGM-ITSM-EXPECTED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
lakeshore-holdings,ServiceNow ITSM standardization measured value,,,,,,,high,synthetic_demo,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,2026-06-18,none,datasets/tenant-inputs/archive/lakeshore-holdings/consolidated-20260714/enterprise-pack/templates/V6_08_spend_value.csv,enterprise-pack,86,LH-VALUE-LH-PGM-ITSM-REALIZED,synthetic-demo,2d3d5620688db364c87ea3670be263990860d16eb611021977a8906b78331065,retained_from_active_source,none
