benefit_id,initiative_id,linked_metric_id,benefit_type,baseline,target,forecast,realized_to_date,unit,measurement_method,benefit_owner,realization_status,source_file,source_row,value_source
BEN-00144,INIT-0056,MET-0096,Cost Takeout,81.8,89,86.8,53.1,hours,System telemetry,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,145,tenant_file
BEN-00145,INIT-0057,MET-0129,Revenue,75.7,99.6,92,38.8,%,Finance-validated,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,146,tenant_file
BEN-00146,INIT-0057,MET-0090,Cost Takeout,108.5,119.8,105.7,7.9,pts,System telemetry,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,147,tenant_file
BEN-00147,INIT-0057,MET-0058,Productivity,42.3,50.3,47.9,35,hours,Audit confirmation,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,148,tenant_file
BEN-00148,INIT-0058,MET-0054,Cost Takeout,129.6,177.3,185.1,44.8,pts,System telemetry,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,149,tenant_file
BEN-00149,INIT-0058,MET-0034,Cost Takeout,72.3,82.2,75.9,25.5,FTE,Operational KPI delta,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,150,tenant_file
BEN-00150,INIT-0058,MET-0039,Revenue,117.5,156,145,85.2,$M,Operational KPI delta,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,151,tenant_file
BEN-00151,INIT-0059,MET-0007,Compliance,103,133.5,132.4,104.6,FTE,Modelled estimate,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,152,tenant_file
BEN-00152,INIT-0059,MET-0041,Revenue,72.5,85.4,89,28.1,$M,Operational KPI delta,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,153,tenant_file
BEN-00153,INIT-0060,MET-0106,Productivity,115.1,133,139.1,82.5,hours,Survey-based,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,154,tenant_file
BEN-00154,INIT-0060,MET-0082,Revenue,173.3,236.1,247.9,105.3,pts,Audit confirmation,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,155,tenant_file
BEN-00155,INIT-0061,MET-0175,Revenue,138.9,177.8,182.1,133.2,FTE,Modelled estimate,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,156,tenant_file
BEN-00156,INIT-0061,MET-0110,Risk Reduction,47.4,50.3,51.7,9.1,FTE,Audit confirmation,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,157,tenant_file
BEN-00157,INIT-0062,MET-0093,Revenue,180.7,232.6,231.9,135.2,hours,Audit confirmation,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,158,tenant_file
BEN-00158,INIT-0062,MET-0042,Compliance,189.7,221.1,208.7,38.9,FTE,Survey-based,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,159,tenant_file
BEN-00159,INIT-0063,MET-0058,Compliance,89.8,108.5,103.9,54.9,%,System telemetry,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,160,tenant_file
BEN-00160,INIT-0063,MET-0017,Compliance,75.1,98.9,93.4,36.7,$M,Operational KPI delta,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,161,tenant_file
BEN-00161,INIT-0063,MET-0098,Risk Reduction,64,76.4,78.5,3.1,$M,Audit confirmation,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,162,tenant_file
BEN-00162,INIT-0064,MET-0062,Risk Reduction,146.7,176.6,152.3,101,hours,Finance-validated,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,163,tenant_file
BEN-00163,INIT-0064,MET-0041,Risk Reduction,190.4,242,232.4,112.2,hours,Operational KPI delta,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,164,tenant_file
BEN-00164,INIT-0064,MET-0159,Risk Reduction,146.6,201.9,183.1,107.3,%,Operational KPI delta,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,165,tenant_file
BEN-00165,INIT-0065,MET-0112,Cost Takeout,67.3,82,80.6,17.2,$M,Finance-validated,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,166,tenant_file
BEN-00166,INIT-0065,MET-0031,Compliance,119.5,147.8,134,13.4,$M,Survey-based,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,167,tenant_file
BEN-00167,INIT-0065,MET-0094,Productivity,122.3,135.2,132.4,82.9,FTE,Finance-validated,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,168,tenant_file
BEN-00168,INIT-0120,MET-0101,Compliance,128.8,148.1,151.3,111.8,hours,Survey-based,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,169,tenant_file
BEN-00169,INIT-0048,MET-0067,Revenue,136.9,166.8,145,113.3,hours,Audit confirmation,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,170,tenant_file
BEN-00170,INIT-0109,MET-0125,Productivity,107.7,119.4,107,30.9,pts,System telemetry,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,171,tenant_file
BEN-00171,INIT-0065,MET-0007,Productivity,50.3,70.4,68,9.1,hours,Survey-based,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,172,tenant_file
BEN-00172,INIT-0018,MET-0038,Compliance,62.4,76.9,67.5,31.6,hours,Audit confirmation,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,173,tenant_file
BEN-00173,INIT-0118,MET-0108,Risk Reduction,97.5,130.4,134.3,3.3,pts,System telemetry,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,174,tenant_file
BEN-00174,INIT-0028,MET-0049,Revenue,164,226.3,233.9,44.2,%,Survey-based,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,175,tenant_file
BEN-00175,INIT-0075,MET-0078,Cost Takeout,137.4,157.2,155.1,91.3,pts,Audit confirmation,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,176,tenant_file
BEN-00176,INIT-0053,MET-0074,Productivity,57.3,66.8,59.4,20.1,%,Audit confirmation,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,177,tenant_file
BEN-00177,INIT-0097,MET-0151,Cost Takeout,130.1,144,136.5,58.4,$M,Operational KPI delta,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,178,tenant_file
BEN-00178,INIT-0027,MET-0140,Revenue,116,142.4,128.5,69.9,%,System telemetry,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,179,tenant_file
BEN-00179,INIT-0083,MET-0114,Risk Reduction,47.2,61.8,59.3,12.5,FTE,Finance-validated,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,180,tenant_file
BEN-00180,INIT-0079,MET-0107,Risk Reduction,170.9,199.1,173.3,89.9,$M,Finance-validated,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,181,tenant_file
BEN-00181,INIT-0092,MET-0087,Cost Takeout,172.5,233.4,234.5,29.8,pts,Modelled estimate,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,182,tenant_file
BEN-00182,INIT-0020,MET-0041,Cost Takeout,114,151.1,129.3,13.2,pts,System telemetry,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,183,tenant_file
BEN-00183,INIT-0093,MET-0062,Cost Takeout,114.8,124.9,112.6,49.6,$M,Finance-validated,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,184,tenant_file
BEN-00184,INIT-0032,MET-0147,Compliance,67.4,92.2,80.7,13.2,$M,Audit confirmation,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,185,tenant_file
BEN-00185,INIT-0108,MET-0139,Compliance,96.5,109.4,108.2,29.9,$M,Finance-validated,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,186,tenant_file
BEN-00186,INIT-0067,MET-0098,Risk Reduction,118.5,148.5,147,81.6,%,Audit confirmation,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,187,tenant_file
BEN-00187,INIT-0001,MET-0102,Compliance,60.6,76.4,68.7,43.9,%,Survey-based,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,188,tenant_file
BEN-00188,INIT-0026,MET-0168,Risk Reduction,104.4,126.2,118.6,58.2,hours,Modelled estimate,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,189,tenant_file
BEN-00189,INIT-0115,MET-0160,Compliance,189,206.5,212.9,142.1,FTE,Audit confirmation,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,190,tenant_file
BEN-00190,INIT-0075,MET-0076,Productivity,41.9,57.5,50.2,13.7,FTE,Audit confirmation,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,191,tenant_file
BEN-00191,INIT-0097,MET-0025,Productivity,55,69.3,59.6,38,FTE,Modelled estimate,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,192,tenant_file
BEN-00192,INIT-0021,MET-0100,Cost Takeout,156.8,193.8,202.6,43.2,FTE,Finance-validated,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,193,tenant_file
BEN-00193,INIT-0056,MET-0035,Compliance,122,143.8,144.9,111.8,FTE,Survey-based,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,194,tenant_file
BEN-00194,INIT-0102,MET-0104,Cost Takeout,158.6,177.3,155.6,45.4,pts,Audit confirmation,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,195,tenant_file
BEN-00195,INIT-0049,MET-0010,Revenue,168.7,190.9,196.9,26.6,$M,Survey-based,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,196,tenant_file
BEN-00196,INIT-0109,MET-0012,Compliance,60.9,67.7,58.8,19.2,hours,Modelled estimate,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,197,tenant_file
BEN-00197,INIT-0071,MET-0079,Compliance,71.2,80.4,79.6,45.7,FTE,Finance-validated,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,198,tenant_file
BEN-00198,INIT-0100,MET-0137,Compliance,125.6,142.5,144,93.3,FTE,System telemetry,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,199,tenant_file
BEN-00199,INIT-0016,MET-0071,Revenue,77.3,94.9,90.9,47.6,pts,Finance-validated,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,200,tenant_file
BEN-00200,INIT-0109,MET-0083,Productivity,43.2,59.9,59.1,30.3,$M,Modelled estimate,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,201,tenant_file
BEN-00201,INIT-0043,MET-0045,Revenue,59.8,80.1,68.4,10.7,$M,Finance-validated,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,202,tenant_file
BEN-00202,INIT-0109,MET-0178,Cost Takeout,139.2,160.3,148.8,107.4,$M,Audit confirmation,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,203,tenant_file
BEN-00203,INIT-0056,MET-0058,Cost Takeout,47.8,56.1,54.1,15.9,pts,Operational KPI delta,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,204,tenant_file
BEN-00204,INIT-0027,MET-0178,Cost Takeout,182,218,216,165.2,pts,Operational KPI delta,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,205,tenant_file
BEN-00205,INIT-0075,MET-0048,Productivity,54.6,63.5,58.5,33,hours,Operational KPI delta,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,206,tenant_file
BEN-00206,INIT-0111,MET-0120,Cost Takeout,190,214.7,199,158.4,$M,Finance-validated,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,207,tenant_file
BEN-00207,INIT-0048,MET-0028,Productivity,119.7,135.6,131.2,45.8,%,System telemetry,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,208,tenant_file
BEN-00208,INIT-0017,MET-0157,Compliance,191.6,243.6,219.3,6.1,pts,Audit confirmation,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,209,tenant_file
BEN-00209,INIT-0112,MET-0176,Cost Takeout,175.7,207.8,210.6,157,%,System telemetry,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,210,tenant_file
BEN-00210,INIT-0100,MET-0170,Productivity,102.7,113,101.6,47.5,$M,System telemetry,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,211,tenant_file
BEN-00211,INIT-0090,MET-0071,Cost Takeout,104.2,120.7,125.4,23.6,FTE,Modelled estimate,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,212,tenant_file
BEN-00212,INIT-0118,MET-0065,Productivity,137,174.6,182.9,133.4,FTE,Survey-based,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,213,tenant_file
BEN-00213,INIT-0015,MET-0160,Compliance,141.8,153.7,149.2,83.4,hours,Audit confirmation,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,214,tenant_file
BEN-00214,INIT-0095,MET-0070,Cost Takeout,50.4,55.5,56.6,3.9,hours,Modelled estimate,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,215,tenant_file
BEN-00215,INIT-0027,MET-0022,Cost Takeout,139,160,144.7,69.6,FTE,System telemetry,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,216,tenant_file
BEN-00216,INIT-0017,MET-0102,Cost Takeout,153.7,173.7,160.5,60.5,%,Operational KPI delta,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,217,tenant_file
BEN-00217,INIT-0111,MET-0002,Risk Reduction,43.5,55.9,53.2,15.4,$M,Survey-based,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,218,tenant_file
BEN-00218,INIT-0051,MET-0010,Compliance,98.3,116.3,108.4,16,%,Survey-based,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,219,tenant_file
BEN-00219,INIT-0065,MET-0117,Revenue,160.1,207.3,202,120.5,%,Audit confirmation,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,220,tenant_file
BEN-00220,INIT-0085,MET-0128,Compliance,135.6,180,171.7,121.6,pts,System telemetry,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,221,tenant_file
BEN-00221,INIT-0035,MET-0082,Risk Reduction,132.8,182,180.4,18.5,pts,Audit confirmation,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,222,tenant_file
BEN-00222,INIT-0070,MET-0167,Revenue,153.8,185.6,160.7,71.7,$M,Operational KPI delta,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,223,tenant_file
BEN-00223,INIT-0011,MET-0061,Compliance,72.2,93.5,82.4,6.1,hours,System telemetry,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,224,tenant_file
BEN-00224,INIT-0005,MET-0060,Cost Takeout,118,164.2,140.8,0.3,%,Modelled estimate,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,225,tenant_file
BEN-00225,INIT-0041,MET-0132,Risk Reduction,80.9,86.2,88.3,62.6,hours,Operational KPI delta,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,226,tenant_file
BEN-00226,INIT-0085,MET-0112,Revenue,134.7,156.6,141,43.1,hours,Finance-validated,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,227,tenant_file
BEN-00227,INIT-0076,MET-0063,Cost Takeout,54.5,70.4,60.3,25.1,pts,Audit confirmation,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,228,tenant_file
BEN-00228,INIT-0101,MET-0064,Compliance,150.6,206.9,216.9,76.7,FTE,Finance-validated,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,229,tenant_file
BEN-00229,INIT-0032,MET-0047,Cost Takeout,187,211.9,198.3,121.9,$M,Operational KPI delta,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,230,tenant_file
BEN-00230,INIT-0093,MET-0133,Compliance,111.2,126.6,116.1,73,hours,Modelled estimate,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,231,tenant_file
BEN-00231,INIT-0036,MET-0059,Revenue,71.5,99.1,85.4,49.5,hours,Modelled estimate,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,232,tenant_file
BEN-00232,INIT-0116,MET-0150,Cost Takeout,164.3,192.4,175.8,3.8,hours,System telemetry,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,233,tenant_file
BEN-00233,INIT-0068,MET-0103,Revenue,152.9,197.7,170.9,39.4,pts,System telemetry,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,234,tenant_file
BEN-00234,INIT-0067,MET-0141,Productivity,119.8,162.5,170.3,124.9,$M,Finance-validated,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,235,tenant_file
BEN-00235,INIT-0009,MET-0013,Cost Takeout,149.8,173.8,161.4,110.5,hours,Modelled estimate,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,236,tenant_file
BEN-00236,INIT-0048,MET-0145,Revenue,40.5,46.6,41.2,24.9,hours,Finance-validated,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,237,tenant_file
BEN-00237,INIT-0061,MET-0150,Compliance,183.8,241.1,222.5,15.2,pts,System telemetry,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,238,tenant_file
BEN-00238,INIT-0104,MET-0109,Compliance,81.6,112.8,108.5,37.9,$M,Operational KPI delta,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,239,tenant_file
BEN-00239,INIT-0078,MET-0054,Revenue,96,102,92.4,4,FTE,Modelled estimate,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,240,tenant_file
BEN-00240,INIT-0110,MET-0039,Productivity,95.9,105.4,95.9,42.2,$M,Modelled estimate,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,241,tenant_file
BEN-00241,INIT-0038,MET-0035,Risk Reduction,79.3,91.9,95.9,62,FTE,Finance-validated,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,242,tenant_file
BEN-00242,INIT-0120,MET-0111,Revenue,129.7,142.1,122.4,57.7,hours,Finance-validated,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,243,tenant_file
BEN-00243,INIT-0100,MET-0085,Cost Takeout,48.4,59.9,61.5,4.3,%,Operational KPI delta,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,244,tenant_file
BEN-00244,INIT-0083,MET-0016,Cost Takeout,118.4,125.8,111.7,82.3,hours,Modelled estimate,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,245,tenant_file
BEN-00245,INIT-0008,MET-0172,Productivity,89.3,105.3,100.5,66.1,FTE,Survey-based,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,246,tenant_file
BEN-00246,INIT-0107,MET-0067,Cost Takeout,159.1,221.1,194,108.4,$M,Finance-validated,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,247,tenant_file
BEN-00247,INIT-0045,MET-0063,Revenue,52.7,68.1,68.1,8.7,pts,Survey-based,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,248,tenant_file
BEN-00248,INIT-0010,MET-0125,Risk Reduction,131.7,171.4,171.9,33.7,hours,Finance-validated,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,249,tenant_file
BEN-00249,INIT-0022,MET-0157,Revenue,119.4,163.3,141.3,87.6,hours,Audit confirmation,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,250,tenant_file
BEN-00250,INIT-0102,MET-0026,Compliance,132.1,148,144.5,73.5,pts,System telemetry,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,251,tenant_file
BEN-00251,INIT-0024,MET-0163,Revenue,99,121.7,107,82.3,$M,Operational KPI delta,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,252,tenant_file
BEN-00252,INIT-0068,MET-0045,Risk Reduction,97,123.8,122.5,29.4,hours,System telemetry,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,253,tenant_file
BEN-00253,INIT-0107,MET-0114,Compliance,50.9,62.6,55.8,5.4,$M,Operational KPI delta,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,254,tenant_file
BEN-00254,INIT-0019,MET-0176,Productivity,198.1,248.2,229,131.2,hours,Modelled estimate,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,255,tenant_file
BEN-00255,INIT-0029,MET-0107,Risk Reduction,186.3,221.5,230.2,24.2,hours,Survey-based,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,256,tenant_file
BEN-00256,INIT-0019,MET-0116,Risk Reduction,136.9,156.2,158.6,109,FTE,Operational KPI delta,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,257,tenant_file
BEN-00257,INIT-0071,MET-0064,Compliance,120.8,135.3,120.7,68.4,hours,Audit confirmation,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,258,tenant_file
BEN-00258,INIT-0079,MET-0039,Revenue,87,97.4,97.9,56.8,FTE,System telemetry,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,259,tenant_file
BEN-00259,INIT-0064,MET-0030,Revenue,126.6,137.3,139.2,63.7,hours,Survey-based,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,260,tenant_file
BEN-00260,INIT-0012,MET-0048,Compliance,197.4,265.6,239.4,159.1,$M,Modelled estimate,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,261,tenant_file
BEN-00261,INIT-0016,MET-0018,Compliance,48.4,58.1,55.8,11.7,%,Audit confirmation,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,262,tenant_file
BEN-00262,INIT-0091,MET-0136,Revenue,101.2,130.4,123.6,24.6,$M,Operational KPI delta,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,263,tenant_file
BEN-00263,INIT-0036,MET-0080,Productivity,110.4,122.7,119.7,57.8,%,Modelled estimate,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,264,tenant_file
BEN-00264,INIT-0054,MET-0031,Cost Takeout,46.9,58.5,58.7,4.4,$M,Modelled estimate,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,265,tenant_file
BEN-00265,INIT-0093,MET-0139,Compliance,57.4,74.5,75.5,56.5,FTE,Operational KPI delta,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,266,tenant_file
BEN-00266,INIT-0039,MET-0104,Risk Reduction,156.8,207.3,200.2,40.6,$M,Finance-validated,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,267,tenant_file
BEN-00267,INIT-0085,MET-0087,Revenue,85.8,94.7,85,21.5,hours,Audit confirmation,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,268,tenant_file
BEN-00268,INIT-0030,MET-0147,Revenue,120.8,156.3,144.8,10,pts,Finance-validated,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,269,tenant_file
BEN-00269,INIT-0099,MET-0041,Productivity,134.3,150.7,139.9,60.1,$M,Finance-validated,Ops Excellence,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,270,tenant_file
BEN-00270,INIT-0021,MET-0133,Compliance,122.5,137,130,84.1,hours,Audit confirmation,Transformation Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,271,tenant_file
BEN-00271,INIT-0038,MET-0096,Cost Takeout,154.1,193.2,199,93.4,FTE,System telemetry,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,272,tenant_file
BEN-00272,INIT-0021,MET-0033,Revenue,100.9,110.7,111.4,41,$M,Survey-based,BU Finance,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,273,tenant_file
BEN-00273,INIT-0053,MET-0106,Cost Takeout,119.5,153.5,143.4,29,hours,Finance-validated,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,274,tenant_file
BEN-00274,INIT-0042,MET-0136,Compliance,164.2,201.2,184.3,40.9,hours,Finance-validated,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,275,tenant_file
BEN-00275,INIT-0086,MET-0032,Risk Reduction,74.6,85.1,83,42.4,pts,Modelled estimate,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,276,tenant_file
BEN-00276,INIT-0011,MET-0148,Productivity,148.6,184.7,162.5,27.7,FTE,Operational KPI delta,Ops Excellence,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,277,tenant_file
BEN-00277,INIT-0029,MET-0170,Productivity,161.5,215.6,214.6,154.5,pts,Finance-validated,CFO Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,278,tenant_file
BEN-00278,INIT-0031,MET-0130,Productivity,100.4,129.6,130.6,104.4,FTE,System telemetry,Ops Excellence,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,279,tenant_file
BEN-00279,INIT-0094,MET-0134,Compliance,195.2,216.7,202.1,29.8,hours,Operational KPI delta,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,280,tenant_file
BEN-00280,INIT-0078,MET-0085,Productivity,158.4,182.2,185.6,97.9,hours,Survey-based,CFO Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,281,tenant_file
BEN-00281,INIT-0068,MET-0163,Cost Takeout,74.1,99.6,92.1,1.8,hours,System telemetry,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,282,tenant_file
BEN-00282,INIT-0114,MET-0082,Compliance,160.9,187.4,173.9,102.3,%,Survey-based,CFO Office,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,283,tenant_file
BEN-00283,INIT-0014,MET-0025,Cost Takeout,73.7,99.7,93.7,64,hours,Survey-based,Transformation Office,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,284,tenant_file
BEN-00284,INIT-0075,MET-0055,Cost Takeout,49.1,61.4,58.6,36.3,pts,Finance-validated,BU Finance,Observed,family-7-outcome-intelligence/O04_benefits-realization.csv,285,tenant_file
BEN-00285,INIT-0010,MET-0107,Productivity,177.3,236.9,209.8,50.9,hours,System telemetry,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,286,tenant_file
BEN-00286,INIT-0062,MET-0002,Compliance,56,63.6,60.5,45.7,hours,Operational KPI delta,BU Finance,Validated,family-7-outcome-intelligence/O04_benefits-realization.csv,287,tenant_file
BEN-00287,INIT-0036,MET-0134,Risk Reduction,134.4,171,153.7,112.4,hours,Finance-validated,Transformation Office,Projected,family-7-outcome-intelligence/O04_benefits-realization.csv,288,tenant_file
