edge_id,source_system_id,target_system_id,integration_type,latency_class,business_capability,fragility,modernization_blocker_flag,pattern,client_id,client_key,segment_id,data_basis,source_artifact_path,source_ref,parser_used,approval_status,confidence,last_updated,pattern_id,pattern_name,description
SHA-EDGE-073,SHA-AWS-045,SHA-AWS-028,batch_file,overnight,crew,3,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 74,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-074,SHA-AWS-046,SHA-AWS-035,CDC,overnight,IROPs,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 75,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-075,SHA-AWS-047,SHA-AWS-042,dual_write,overnight,loyalty,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 76,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-076,SHA-AWS-048,SHA-AWS-049,sync_API,sub-second,revenue_accounting,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 77,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-077,SHA-AWS-049,SHA-AWS-056,async_event,minutes,settlement,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 78,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-078,SHA-AWS-050,SHA-AWS-063,batch_file,overnight,cargo,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 79,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-079,SHA-AWS-051,SHA-Z-006,CDC,overnight,MRO,4,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 80,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-080,SHA-AWS-052,SHA-Z-013,dual_write,overnight,finance_batch,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 81,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-081,SHA-AWS-053,SHA-Z-020,sync_API,sub-second,PSS,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 82,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-082,SHA-AWS-054,SHA-Z-027,async_event,minutes,DCS,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 83,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-083,SHA-AWS-055,SHA-AWS-006,batch_file,overnight,crew,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 84,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-084,SHA-AWS-056,SHA-AWS-013,CDC,overnight,IROPs,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 85,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-085,SHA-AWS-057,SHA-AWS-020,dual_write,overnight,loyalty,5,true,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 86,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-086,SHA-AWS-058,SHA-AWS-027,sync_API,sub-second,revenue_accounting,1,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 87,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-087,SHA-AWS-059,SHA-AWS-034,async_event,minutes,settlement,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 88,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-088,SHA-AWS-060,SHA-AWS-041,batch_file,overnight,cargo,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 89,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-089,SHA-AWS-061,SHA-AWS-048,CDC,overnight,MRO,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 90,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-090,SHA-AWS-062,SHA-AWS-055,dual_write,overnight,finance_batch,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 91,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-091,SHA-AWS-063,SHA-AWS-062,sync_API,sub-second,PSS,1,true,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 92,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-092,SHA-AWS-064,SHA-Z-005,async_event,minutes,DCS,2,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 93,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-093,SHA-Z-001,SHA-Z-012,batch_file,overnight,crew,3,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 94,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-094,SHA-Z-002,SHA-Z-019,CDC,overnight,IROPs,4,false,standard modernization dependency edge,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 95,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
SHA-EDGE-095,SHA-Z-003,SHA-Z-026,dual_write,overnight,loyalty,5,false,dual-run bridge requiring explicit retirement criterion,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,source_uploads/integration_topology_edges.csv,row 96,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,
,,,,,,1,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 1,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-001,Z batch fanout,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,2,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 2,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-002,CDC dual-run,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,3,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 3,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-003,event bridge,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,4,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 4,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-004,API strangler,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,5,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 5,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-005,settlement reconciliation,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,1,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 6,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-006,crew legality bridge,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,2,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 7,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-007,Z batch fanout,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,3,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 8,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-008,CDC dual-run,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,4,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 9,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-009,event bridge,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,5,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 10,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-010,API strangler,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,1,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 11,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-011,settlement reconciliation,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,2,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 12,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-012,crew legality bridge,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,3,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 13,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-013,Z batch fanout,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,4,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 14,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-014,CDC dual-run,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,5,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 15,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-015,event bridge,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,1,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 16,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-016,API strangler,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,2,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 17,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-017,settlement reconciliation,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
,,,,,,3,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S05_INTEGRATION_TOPOLOGY,synthetic_comparable,briefs/S05_integration_topology.brief.md,pattern 18,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-INTPAT-018,crew legality bridge,Reusable airline modernization integration pattern used to explain why some workloads stay on Z while adjacent capabilities move to AWS.
