tenant_key,module,page,claim_id,claim_kind,label,gate_status,realized_value_language_allowed,reason,required_evidence,projection_evidence_ids,source_fact_id,source_dimension,active_source_file,active_source_row,active_source_data_row,active_record_id,active_evidence_id,active_confidence,active_source_type,active_source_basis,active_evidence_boundary,active_business_name,active_financial_fact_type,active_program_code,active_initiative_id,standard_template_file,standard_template_row,standard_template_status,lineage_status
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-138,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-138-evidence,meridian-health-08_spend_value-08_spend_value-row-138,08_spend_value,08_it_budget_spend_value.csv,139,138,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0131,MER-SA07-INT-EVID-0131,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Privacy / Compliance / Legal: Automated close and reporting,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,139,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-139,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-139-evidence,meridian-health-08_spend_value-08_spend_value-row-139,08_spend_value,08_it_budget_spend_value.csv,140,139,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0132,MER-SA07-INT-EVID-0132,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Privacy / Compliance / Legal: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,140,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-140,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-140-evidence,meridian-health-08_spend_value-08_spend_value-row-140,08_spend_value,08_it_budget_spend_value.csv,141,140,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0133,MER-SA07-INT-EVID-0133,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: End-to-end cost transparency,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,141,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-141,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-141-evidence,meridian-health-08_spend_value-08_spend_value-row-141,08_spend_value,08_it_budget_spend_value.csv,142,141,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0134,MER-SA07-INT-EVID-0134,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Payment integrity and leakage reduction,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,142,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-142,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-142-evidence,meridian-health-08_spend_value-08_spend_value-row-142,08_spend_value,08_it_budget_spend_value.csv,143,142,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0135,MER-SA07-INT-EVID-0135,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Automated close and reporting,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,143,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-143,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-143-evidence,meridian-health-08_spend_value-08_spend_value-row-143,08_spend_value,08_it_budget_spend_value.csv,144,143,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0136,MER-SA07-INT-EVID-0136,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,144,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-144,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-144-evidence,meridian-health-08_spend_value-08_spend_value-row-144,08_spend_value,08_it_budget_spend_value.csv,145,144,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0137,MER-SA07-INT-EVID-0137,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,145,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-145,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-145-evidence,meridian-health-08_spend_value-08_spend_value-row-145,08_spend_value,08_it_budget_spend_value.csv,146,145,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0138,MER-SA07-INT-EVID-0138,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Call center optimization,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,146,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-146,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-146-evidence,meridian-health-08_spend_value-08_spend_value-row-146,08_spend_value,08_it_budget_spend_value.csv,147,146,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0139,MER-SA07-INT-EVID-0139,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Provider quality and performance,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,147,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-147,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-147-evidence,meridian-health-08_spend_value-08_spend_value-row-147,08_spend_value,08_it_budget_spend_value.csv,148,147,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0140,MER-SA07-INT-EVID-0140,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: End-to-end cost transparency,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,148,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-148,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-148-evidence,meridian-health-08_spend_value-08_spend_value-row-148,08_spend_value,08_it_budget_spend_value.csv,149,148,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0141,MER-SA07-INT-EVID-0141,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Payment integrity and leakage reduction,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,149,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-149,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-149-evidence,meridian-health-08_spend_value-08_spend_value-row-149,08_spend_value,08_it_budget_spend_value.csv,150,149,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0142,MER-SA07-INT-EVID-0142,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Automated close and reporting,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,150,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-150,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-150-evidence,meridian-health-08_spend_value-08_spend_value-row-150,08_spend_value,08_it_budget_spend_value.csv,151,150,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0143,MER-SA07-INT-EVID-0143,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,151,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-151,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-151-evidence,meridian-health-08_spend_value-08_spend_value-row-151,08_spend_value,08_it_budget_spend_value.csv,152,151,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0144,MER-SA07-INT-EVID-0144,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CISO / Security: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,152,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-152,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-152-evidence,meridian-health-08_spend_value-08_spend_value-row-152,08_spend_value,08_it_budget_spend_value.csv,153,152,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0145,MER-SA07-INT-EVID-0145,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Payment integrity and leakage reduction,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,153,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-153,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-153-evidence,meridian-health-08_spend_value-08_spend_value-row-153,08_spend_value,08_it_budget_spend_value.csv,154,153,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0146,MER-SA07-INT-EVID-0146,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Automated close and reporting,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,154,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-154,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-154-evidence,meridian-health-08_spend_value-08_spend_value-row-154,08_spend_value,08_it_budget_spend_value.csv,155,154,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0147,MER-SA07-INT-EVID-0147,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,155,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-155,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-155-evidence,meridian-health-08_spend_value-08_spend_value-row-155,08_spend_value,08_it_budget_spend_value.csv,156,155,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0148,MER-SA07-INT-EVID-0148,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,156,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-156,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-156-evidence,meridian-health-08_spend_value-08_spend_value-row-156,08_spend_value,08_it_budget_spend_value.csv,157,156,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0149,MER-SA07-INT-EVID-0149,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Call center optimization,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,157,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-157,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-157-evidence,meridian-health-08_spend_value-08_spend_value-row-157,08_spend_value,08_it_budget_spend_value.csv,158,157,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0150,MER-SA07-INT-EVID-0150,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Provider quality and performance,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,158,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-158,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-158-evidence,meridian-health-08_spend_value-08_spend_value-row-158,08_spend_value,08_it_budget_spend_value.csv,159,158,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0151,MER-SA07-INT-EVID-0151,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: End-to-end cost transparency,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,159,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-159,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-159-evidence,meridian-health-08_spend_value-08_spend_value-row-159,08_spend_value,08_it_budget_spend_value.csv,160,159,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0152,MER-SA07-INT-EVID-0152,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Payment integrity and leakage reduction,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,160,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-160,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-160-evidence,meridian-health-08_spend_value-08_spend_value-row-160,08_spend_value,08_it_budget_spend_value.csv,161,160,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0153,MER-SA07-INT-EVID-0153,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Automated close and reporting,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,161,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-161,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-161-evidence,meridian-health-08_spend_value-08_spend_value-row-161,08_spend_value,08_it_budget_spend_value.csv,162,161,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0154,MER-SA07-INT-EVID-0154,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,162,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-162,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-162-evidence,meridian-health-08_spend_value-08_spend_value-row-162,08_spend_value,08_it_budget_spend_value.csv,163,162,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0155,MER-SA07-INT-EVID-0155,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,163,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-163,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-163-evidence,meridian-health-08_spend_value-08_spend_value-row-163,08_spend_value,08_it_budget_spend_value.csv,164,163,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0156,MER-SA07-INT-EVID-0156,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Call center optimization,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,164,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-164,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-164-evidence,meridian-health-08_spend_value-08_spend_value-row-164,08_spend_value,08_it_budget_spend_value.csv,165,164,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0157,MER-SA07-INT-EVID-0157,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Automated close and reporting,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,165,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-165,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-165-evidence,meridian-health-08_spend_value-08_spend_value-row-165,08_spend_value,08_it_budget_spend_value.csv,166,165,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0158,MER-SA07-INT-EVID-0158,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,166,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-166,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-166-evidence,meridian-health-08_spend_value-08_spend_value-row-166,08_spend_value,08_it_budget_spend_value.csv,167,166,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0159,MER-SA07-INT-EVID-0159,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,167,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-167,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-167-evidence,meridian-health-08_spend_value-08_spend_value-row-167,08_spend_value,08_it_budget_spend_value.csv,168,167,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0160,MER-SA07-INT-EVID-0160,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Call center optimization,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,168,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-168,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-168-evidence,meridian-health-08_spend_value-08_spend_value-row-168,08_spend_value,08_it_budget_spend_value.csv,169,168,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0161,MER-SA07-INT-EVID-0161,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Provider quality and performance,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,169,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-169,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-169-evidence,meridian-health-08_spend_value-08_spend_value-row-169,08_spend_value,08_it_budget_spend_value.csv,170,169,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0162,MER-SA07-INT-EVID-0162,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: End-to-end cost transparency,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,170,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-170,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-170-evidence,meridian-health-08_spend_value-08_spend_value-row-170,08_spend_value,08_it_budget_spend_value.csv,171,170,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0163,MER-SA07-INT-EVID-0163,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Payment integrity and leakage reduction,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,171,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-171,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-171-evidence,meridian-health-08_spend_value-08_spend_value-row-171,08_spend_value,08_it_budget_spend_value.csv,172,171,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0164,MER-SA07-INT-EVID-0164,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Automated close and reporting,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,172,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-172,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-172-evidence,meridian-health-08_spend_value-08_spend_value-row-172,08_spend_value,08_it_budget_spend_value.csv,173,172,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0165,MER-SA07-INT-EVID-0165,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,173,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-173,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-173-evidence,meridian-health-08_spend_value-08_spend_value-row-173,08_spend_value,08_it_budget_spend_value.csv,174,173,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0166,MER-SA07-INT-EVID-0166,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,174,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-174,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-174-evidence,meridian-health-08_spend_value-08_spend_value-row-174,08_spend_value,08_it_budget_spend_value.csv,175,174,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0167,MER-SA07-INT-EVID-0167,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Call center optimization,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,175,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-175,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-175-evidence,meridian-health-08_spend_value-08_spend_value-row-175,08_spend_value,08_it_budget_spend_value.csv,176,175,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0168,MER-SA07-INT-EVID-0168,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Provider quality and performance,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,176,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-176,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-176-evidence,meridian-health-08_spend_value-08_spend_value-row-176,08_spend_value,08_it_budget_spend_value.csv,177,176,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0169,MER-SA07-INT-EVID-0169,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,177,found,found
meridian-health,tower,tower,tower-claim-meridian-health-08_spend_value-08_spend_value-row-177,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-177-evidence,meridian-health-08_spend_value-08_spend_value-row-177,08_spend_value,08_it_budget_spend_value.csv,178,177,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0170,MER-SA07-INT-EVID-0170,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,08_it_budget_spend_value.csv,178,found,found
