tenant_key,module,page,record_type,record_id,label,source_dimension,projection_evidence_ids,projection_status,safe_to_display,claim_basis,active_source_file,active_source_row,active_source_data_row,active_record_id,active_evidence_id,active_confidence,active_source_type,active_source_basis,active_evidence_boundary,active_business_name,active_financial_fact_type,active_program_code,active_initiative_id,active_vendor_name,active_system_name,standard_template_file,standard_template_row,standard_template_status,lineage_status
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-153,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-153-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,154,153,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0146,MER-SA07-INT-EVID-0146,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,154,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-154,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-154-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,155,154,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0147,MER-SA07-INT-EVID-0147,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,155,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-155,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-155-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,156,155,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0148,MER-SA07-INT-EVID-0148,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,156,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-156,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-156-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,157,156,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0149,MER-SA07-INT-EVID-0149,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,157,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-157,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-157-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,158,157,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0150,MER-SA07-INT-EVID-0150,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,158,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-158,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-158-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,159,158,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0151,MER-SA07-INT-EVID-0151,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,159,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-159,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-159-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,160,159,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0152,MER-SA07-INT-EVID-0152,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,160,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-160,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-160-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,161,160,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0153,MER-SA07-INT-EVID-0153,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,161,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-161,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-161-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,162,161,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0154,MER-SA07-INT-EVID-0154,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,162,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-162,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-162-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,163,162,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0155,MER-SA07-INT-EVID-0155,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,163,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-163,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-163-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,164,163,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0156,MER-SA07-INT-EVID-0156,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Enterprise Architecture: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,164,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-164,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-164-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,165,164,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0157,MER-SA07-INT-EVID-0157,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,165,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-165,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-165-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,166,165,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0158,MER-SA07-INT-EVID-0158,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,166,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-166,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-166-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,167,166,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0159,MER-SA07-INT-EVID-0159,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,167,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-167,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-167-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,168,167,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0160,MER-SA07-INT-EVID-0160,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,168,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-168,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-168-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,169,168,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0161,MER-SA07-INT-EVID-0161,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,169,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-169,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-169-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,170,169,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0162,MER-SA07-INT-EVID-0162,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,170,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-170,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-170-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,171,170,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0163,MER-SA07-INT-EVID-0163,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,171,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-171,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-171-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,172,171,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0164,MER-SA07-INT-EVID-0164,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,172,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-172,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-172-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,173,172,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0165,MER-SA07-INT-EVID-0165,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,173,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-173,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-173-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,174,173,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0166,MER-SA07-INT-EVID-0166,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,174,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-174,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-174-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,175,174,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0167,MER-SA07-INT-EVID-0167,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,175,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-175,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-175-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,176,175,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0168,MER-SA07-INT-EVID-0168,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Application Owners / Business Applications: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,176,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-176,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-176-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,177,176,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0169,MER-SA07-INT-EVID-0169,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,177,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-177,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-177-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,178,177,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0170,MER-SA07-INT-EVID-0170,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,178,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-178,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-178-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,179,178,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0171,MER-SA07-INT-EVID-0171,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,179,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-179,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-179-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,180,179,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0172,MER-SA07-INT-EVID-0172,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,180,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-180,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-180-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,181,180,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0173,MER-SA07-INT-EVID-0173,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,181,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-181,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-181-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,182,181,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0174,MER-SA07-INT-EVID-0174,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,182,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-182,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-182-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,183,182,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0175,MER-SA07-INT-EVID-0175,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,183,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-183,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-183-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,184,183,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0176,MER-SA07-INT-EVID-0176,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,184,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-184,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-184-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,185,184,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0177,MER-SA07-INT-EVID-0177,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,185,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-185,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-185-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,186,185,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0178,MER-SA07-INT-EVID-0178,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,186,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-186,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-186-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,187,186,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0179,MER-SA07-INT-EVID-0179,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,187,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-187,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-187-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,188,187,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0180,MER-SA07-INT-EVID-0180,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Service Management / IT Operations: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,188,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-188,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-188-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,189,188,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0181,MER-SA07-INT-EVID-0181,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,189,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-189,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-189-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,190,189,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0182,MER-SA07-INT-EVID-0182,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,190,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-190,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-190-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,191,190,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0183,MER-SA07-INT-EVID-0183,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,191,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-191,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-191-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,192,191,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0184,MER-SA07-INT-EVID-0184,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,192,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-192,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-192-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,193,192,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0185,MER-SA07-INT-EVID-0185,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,193,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-193,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-193-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,194,193,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0186,MER-SA07-INT-EVID-0186,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,194,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-194,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-194-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,195,194,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0187,MER-SA07-INT-EVID-0187,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Unified clinical + claims lakehouse,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,195,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-195,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-195-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,196,195,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0188,MER-SA07-INT-EVID-0188,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Governed data foundation for AI / LLM automation,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,196,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-196,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-196-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,197,196,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0189,MER-SA07-INT-EVID-0189,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,197,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-197,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-197-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,198,197,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0190,MER-SA07-INT-EVID-0190,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,198,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-198,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-198-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,199,198,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0191,MER-SA07-INT-EVID-0191,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,199,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-199,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-199-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,200,199,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0192,MER-SA07-INT-EVID-0192,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,Procurement / Vendor Management: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,200,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-200,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-200-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,201,200,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0193,MER-SA07-INT-EVID-0193,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Call center optimization,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,201,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-201,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-201-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,202,201,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0194,MER-SA07-INT-EVID-0194,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Provider quality and performance,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,202,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-202,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-202-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,203,202,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0195,MER-SA07-INT-EVID-0195,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: End-to-end cost transparency,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,203,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-203,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-203-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,204,203,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0196,MER-SA07-INT-EVID-0196,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Payment integrity and leakage reduction,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,204,found,found
meridian-health,tower,tower,metric,meridian-health-08_spend_value-08_spend_value-row-204,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-204-evidence,v3_context_pack_ready,true,,08_it_budget_spend_value.csv,205,204,MER-SA07-08_IT_BUDGET_SPEND_VALUE-0197,MER-SA07-INT-EVID-0197,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,HR / Workforce / Change Management: Automated close and reporting,narrative_value_hypothesis,,,,,08_it_budget_spend_value.csv,205,found,found
