tenant_key,module,page,artifact_type,artifact_file,artifact_id,section,title,source_fact_id,source_dimension,source_record_id,artifact_evidence_ref_count,artifact_evidence_ref_sample,active_source_file,active_source_row,active_evidence_id,active_confidence,active_source_type,active_source_basis,active_evidence_boundary,active_business_name,active_context_item,active_status,standard_template_file,standard_template_row,standard_template_status,lineage_status
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0037,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0037,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,45,MER-SA07-INT-EVID-0037,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance","CTO / Infrastructure, Cloud & Platform says Provider quality and performance is promising, but strategy is not decision-grade until Epic Caboodle evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,45,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0038,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0038,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,46,MER-SA07-INT-EVID-0038,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency","CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but operating model is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,46,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0039,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0039,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,47,MER-SA07-INT-EVID-0039,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction","CTO / Infrastructure, Cloud & Platform says Payment integrity and leakage reduction is promising, but vendor is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,47,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0040,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0040,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,48,MER-SA07-INT-EVID-0040,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting","CTO / Infrastructure, Cloud & Platform says Automated close and reporting is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,48,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0041,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0041,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,49,MER-SA07-INT-EVID-0041,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse","CTO / Infrastructure, Cloud & Platform says Unified clinical + claims lakehouse is promising, but data is not decision-grade until Databricks on AWS evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,49,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0042,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0042,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,50,MER-SA07-INT-EVID-0042,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation","CTO / Infrastructure, Cloud & Platform says Governed data foundation for AI / LLM automation is promising, but modernization is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,50,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0043,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0043,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,51,MER-SA07-INT-EVID-0043,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Call center optimization","CTO / Infrastructure, Cloud & Platform says Call center optimization is promising, but AI readiness is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,51,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0044,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0044,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,52,MER-SA07-INT-EVID-0044,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance","CTO / Infrastructure, Cloud & Platform says Provider quality and performance is promising, but risk is not decision-grade until Tableau reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,52,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0045,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0045,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,53,MER-SA07-INT-EVID-0045,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency","CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,53,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0046,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0046,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,54,MER-SA07-INT-EVID-0046,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction","CTO / Infrastructure, Cloud & Platform says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,54,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0047,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0047,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,55,MER-SA07-INT-EVID-0047,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting","CTO / Infrastructure, Cloud & Platform says Automated close and reporting is promising, but sourcing is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,55,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0048,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0048,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,56,MER-SA07-INT-EVID-0048,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse","CTO / Infrastructure, Cloud & Platform says Unified clinical + claims lakehouse is promising, but evidence is not decision-grade until Epic Caboodle evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,56,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0049,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0049,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,57,MER-SA07-INT-EVID-0049,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: End-to-end cost transparency,"CDAO / Data & Analytics says End-to-end cost transparency is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,57,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0050,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0050,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,58,MER-SA07-INT-EVID-0050,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Payment integrity and leakage reduction,"CDAO / Data & Analytics says Payment integrity and leakage reduction is promising, but operating model is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,58,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0051,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0051,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,59,MER-SA07-INT-EVID-0051,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Automated close and reporting,"CDAO / Data & Analytics says Automated close and reporting is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,59,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0052,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0052,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,60,MER-SA07-INT-EVID-0052,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Unified clinical + claims lakehouse,"CDAO / Data & Analytics says Unified clinical + claims lakehouse is promising, but platform is not decision-grade until Pharmacy claims platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,60,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0053,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0053,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,61,MER-SA07-INT-EVID-0053,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but data is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,61,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0054,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0054,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,62,MER-SA07-INT-EVID-0054,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Call center optimization,"CDAO / Data & Analytics says Call center optimization is promising, but modernization is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,62,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0055,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0055,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,63,MER-SA07-INT-EVID-0055,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Provider quality and performance,"CDAO / Data & Analytics says Provider quality and performance is promising, but AI readiness is not decision-grade until Epic Clarity evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,63,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0056,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0056,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,64,MER-SA07-INT-EVID-0056,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: End-to-end cost transparency,"CDAO / Data & Analytics says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,64,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0057,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0057,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,65,MER-SA07-INT-EVID-0057,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Payment integrity and leakage reduction,"CDAO / Data & Analytics says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,65,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0058,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0058,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,66,MER-SA07-INT-EVID-0058,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Automated close and reporting,"CDAO / Data & Analytics says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,66,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0059,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0059,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,67,MER-SA07-INT-EVID-0059,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Unified clinical + claims lakehouse,"CDAO / Data & Analytics says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,67,found,found
meridian-health,home,knowledge_home,story_block,datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,home:story:what-nexus-knows,What Nexus Knows,"Nexus knows the Meridian context as connected source-backed facts, not as one flat file list.",fact:01_business_functions:MER-SA07-01_BUSINESS_FUNCTIONS-0060,01_business_functions,MER-SA07-01_BUSINESS_FUNCTIONS-0060,160,MER-V3-EVID-0001;MER-V3-EVID-0002;MER-V3-EVID-0003;MER-V3-EVID-0004;MER-V3-EVID-0005;MER-V3-EVID-0006;MER-V3-EVID-0007;MER-V3-EVID-0008;MER-SA07-INT-EVID-0001;MER-SA07-INT-EVID-0002;MER-SA07-INT-EVID-0003;MER-SA07-INT-EVID-0004,01_business_functions.csv,68,MER-SA07-INT-EVID-0060,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo_phi_free_planning_grade,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but evidence is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",candidate,01_business_functions.csv,68,found,found
