app_id,name,vendor,category,business_owner,it_owner,deployment,lifecycle_stage,criticality,run_cost_fy25_usd,primary_dataclass,integration_count,last_modernization_review,ai_eligibility_score,notes
FCF-APP-DATA-PLATFORM-103,First Capital Data Platform Service 103,Snowflake,data platform,Chief Data and Analytics Officer,TEAM-FCF-DATA,cloud,maintain,medium,1661000,confidential,57,2026-05-15,0.61,data platform workload in the First Capital context layer; maintain posture with Snowflake dependency and cloud deployment.
FCF-APP-CYBERSECURITY-104,First Capital Cybersecurity Service 104,Palo Alto Networks,cybersecurity,CISO,TEAM-FCF-CYBER,saas,maintain,low,1798000,restricted,64,2026-06-15,0.74,cybersecurity workload in the First Capital context layer; maintain posture with Palo Alto Networks dependency and saas deployment.
FCF-APP-ERP-FINANCE-105,First Capital Erp Finance Service 105,SAP,erp finance,CFO,TEAM-FCF-ERP,on_prem,restructure,high,1935000,confidential,71,2026-07-15,0.87,erp finance workload in the First Capital context layer; restructure posture with SAP dependency and on_prem deployment.
FCF-APP-BRANCH-ATM-106,First Capital Branch Atm Service 106,NCR,branch atm,SVP Retail Bank Ops,TEAM-FCF-BRANCH,on_prem,maintain,medium,2072000,confidential,78,2026-08-15,0.28,branch atm workload in the First Capital context layer; maintain posture with NCR dependency and on_prem deployment.
FCF-APP-CONTACT-CENTER-107,First Capital Contact Center Service 107,Genesys,contact center,SVP Client Service,TEAM-FCF-CONTACT,saas,maintain,low,2209000,confidential,85,2026-09-15,0.41,contact center workload in the First Capital context layer; maintain posture with Genesys dependency and saas deployment.
FCF-APP-MODEL-RISK-108,First Capital Model Risk Service 108,SAS,model risk,Chief Model Risk Officer,TEAM-FCF-MRM,on_prem,maintain,critical,2346000,restricted,8,2026-01-15,0.54,model risk workload in the First Capital context layer; maintain posture with SAS dependency and on_prem deployment.
FCF-APP-CORE-BANKING-109,First Capital Core Banking Service 109,FIS,core banking,EVP Technology Operations,TEAM-FCF-CORE,mainframe,maintain,medium,2483000,confidential,15,2026-02-15,0.67,core banking workload in the First Capital context layer; maintain posture with FIS dependency and mainframe deployment.
FCF-APP-PAYMENTS-110,First Capital Payments Service 110,ACI Worldwide,payments,SVP Payments Technology,TEAM-FCF-PAYMENTS,hybrid,migrate,low,2620000,confidential,22,2026-03-15,0.8,payments workload in the First Capital context layer; migrate posture with ACI Worldwide dependency and hybrid deployment.
FCF-APP-DIGITAL-BANKING-111,First Capital Digital Banking Service 111,Internal,digital banking,Chief Digital Officer,TEAM-FCF-DIGITAL,cloud,maintain,high,2757000,pii_confidential,29,2026-04-15,0.21,digital banking workload in the First Capital context layer; maintain posture with Internal dependency and cloud deployment.
FCF-APP-COMMERCIAL-LENDING-112,First Capital Commercial Lending Service 112,nCino,commercial lending,SVP Commercial Bank CIO,TEAM-FCF-COMMLEND,saas,restructure,medium,2894000,confidential,36,2026-05-15,0.34,commercial lending workload in the First Capital context layer; restructure posture with nCino dependency and saas deployment.
FCF-APP-WEALTH-113,First Capital Wealth Service 113,Broadridge,wealth,SVP Wealth Technology,TEAM-FCF-WEALTH,hybrid,maintain,low,3031000,confidential,43,2026-06-15,0.47,wealth workload in the First Capital context layer; maintain posture with Broadridge dependency and hybrid deployment.
FCF-APP-FINANCIAL-CRIMES-114,First Capital Financial Crimes Service 114,NICE,financial crimes,Chief Risk Officer,TEAM-FCF-RISK,hybrid,maintain,high,3168000,confidential,50,2026-07-15,0.6,financial crimes workload in the First Capital context layer; maintain posture with NICE dependency and hybrid deployment.
FCF-APP-DATA-PLATFORM-115,First Capital Data Platform Service 115,Snowflake,data platform,Chief Data and Analytics Officer,TEAM-FCF-DATA,cloud,invest,medium,3305000,confidential,57,2026-08-15,0.73,data platform workload in the First Capital context layer; invest posture with Snowflake dependency and cloud deployment.
FCF-APP-CYBERSECURITY-116,First Capital Cybersecurity Service 116,Palo Alto Networks,cybersecurity,CISO,TEAM-FCF-CYBER,saas,maintain,low,3442000,restricted,64,2026-09-15,0.86,cybersecurity workload in the First Capital context layer; maintain posture with Palo Alto Networks dependency and saas deployment.
FCF-APP-ERP-FINANCE-117,First Capital Erp Finance Service 117,SAP,erp finance,CFO,TEAM-FCF-ERP,on_prem,maintain,critical,3579000,confidential,71,2026-01-15,0.27,erp finance workload in the First Capital context layer; maintain posture with SAP dependency and on_prem deployment.
FCF-APP-BRANCH-ATM-118,First Capital Branch Atm Service 118,NCR,branch atm,SVP Retail Bank Ops,TEAM-FCF-BRANCH,on_prem,maintain,medium,3716000,confidential,78,2026-02-15,0.4,branch atm workload in the First Capital context layer; maintain posture with NCR dependency and on_prem deployment.
FCF-APP-CONTACT-CENTER-119,First Capital Contact Center Service 119,Genesys,contact center,SVP Client Service,TEAM-FCF-CONTACT,saas,retire,low,3853000,confidential,85,2026-03-15,0.53,contact center workload in the First Capital context layer; retire posture with Genesys dependency and saas deployment.
FCF-APP-MODEL-RISK-120,First Capital Model Risk Service 120,SAS,model risk,Chief Model Risk Officer,TEAM-FCF-MRM,on_prem,invest,high,3990000,restricted,8,2026-04-15,0.66,model risk workload in the First Capital context layer; invest posture with SAS dependency and on_prem deployment.
FCF-APP-CORE-BANKING-121,First Capital Core Banking Service 121,FIS,core banking,EVP Technology Operations,TEAM-FCF-CORE,mainframe,migrate,medium,4127000,confidential,15,2026-05-15,0.79,core banking workload in the First Capital context layer; migrate posture with FIS dependency and mainframe deployment.
FCF-APP-PAYMENTS-122,First Capital Payments Service 122,ACI Worldwide,payments,SVP Payments Technology,TEAM-FCF-PAYMENTS,hybrid,maintain,low,4264000,confidential,22,2026-06-15,0.2,payments workload in the First Capital context layer; maintain posture with ACI Worldwide dependency and hybrid deployment.
FCF-APP-DIGITAL-BANKING-123,First Capital Digital Banking Service 123,Internal,digital banking,Chief Digital Officer,TEAM-FCF-DIGITAL,cloud,maintain,high,4401000,pii_confidential,29,2026-07-15,0.33,digital banking workload in the First Capital context layer; maintain posture with Internal dependency and cloud deployment.
FCF-APP-COMMERCIAL-LENDING-124,First Capital Commercial Lending Service 124,nCino,commercial lending,SVP Commercial Bank CIO,TEAM-FCF-COMMLEND,saas,maintain,medium,4538000,confidential,36,2026-08-15,0.46,commercial lending workload in the First Capital context layer; maintain posture with nCino dependency and saas deployment.
FCF-APP-WEALTH-125,First Capital Wealth Service 125,Broadridge,wealth,SVP Wealth Technology,TEAM-FCF-WEALTH,hybrid,invest,low,4675000,confidential,43,2026-09-15,0.59,wealth workload in the First Capital context layer; invest posture with Broadridge dependency and hybrid deployment.
FCF-APP-FINANCIAL-CRIMES-126,First Capital Financial Crimes Service 126,NICE,financial crimes,Chief Risk Officer,TEAM-FCF-RISK,hybrid,restructure,critical,4812000,confidential,50,2026-01-15,0.72,financial crimes workload in the First Capital context layer; restructure posture with NICE dependency and hybrid deployment.
FCF-APP-DATA-PLATFORM-127,First Capital Data Platform Service 127,Snowflake,data platform,Chief Data and Analytics Officer,TEAM-FCF-DATA,cloud,maintain,medium,4949000,confidential,57,2026-02-15,0.85,data platform workload in the First Capital context layer; maintain posture with Snowflake dependency and cloud deployment.
FCF-APP-CYBERSECURITY-128,First Capital Cybersecurity Service 128,Palo Alto Networks,cybersecurity,CISO,TEAM-FCF-CYBER,saas,maintain,low,5086000,restricted,64,2026-03-15,0.26,cybersecurity workload in the First Capital context layer; maintain posture with Palo Alto Networks dependency and saas deployment.
FCF-APP-ERP-FINANCE-129,First Capital Erp Finance Service 129,SAP,erp finance,CFO,TEAM-FCF-ERP,on_prem,maintain,high,5223000,confidential,71,2026-04-15,0.39,erp finance workload in the First Capital context layer; maintain posture with SAP dependency and on_prem deployment.
FCF-APP-BRANCH-ATM-130,First Capital Branch Atm Service 130,NCR,branch atm,SVP Retail Bank Ops,TEAM-FCF-BRANCH,on_prem,invest,medium,5360000,confidential,78,2026-05-15,0.52,branch atm workload in the First Capital context layer; invest posture with NCR dependency and on_prem deployment.
FCF-APP-CONTACT-CENTER-131,First Capital Contact Center Service 131,Genesys,contact center,SVP Client Service,TEAM-FCF-CONTACT,saas,maintain,low,5497000,confidential,85,2026-06-15,0.65,contact center workload in the First Capital context layer; maintain posture with Genesys dependency and saas deployment.
FCF-APP-MODEL-RISK-132,First Capital Model Risk Service 132,SAS,model risk,Chief Model Risk Officer,TEAM-FCF-MRM,on_prem,migrate,high,5634000,restricted,8,2026-07-15,0.78,model risk workload in the First Capital context layer; migrate posture with SAS dependency and on_prem deployment.
FCF-APP-CORE-BANKING-133,First Capital Core Banking Service 133,FIS,core banking,EVP Technology Operations,TEAM-FCF-CORE,mainframe,restructure,medium,5771000,confidential,15,2026-08-15,0.19,core banking workload in the First Capital context layer; restructure posture with FIS dependency and mainframe deployment.
FCF-APP-PAYMENTS-134,First Capital Payments Service 134,ACI Worldwide,payments,SVP Payments Technology,TEAM-FCF-PAYMENTS,hybrid,maintain,low,5908000,confidential,22,2026-09-15,0.32,payments workload in the First Capital context layer; maintain posture with ACI Worldwide dependency and hybrid deployment.
FCF-APP-DIGITAL-BANKING-135,First Capital Digital Banking Service 135,Internal,digital banking,Chief Digital Officer,TEAM-FCF-DIGITAL,cloud,invest,critical,6045000,pii_confidential,29,2026-01-15,0.45,digital banking workload in the First Capital context layer; invest posture with Internal dependency and cloud deployment.
FCF-APP-COMMERCIAL-LENDING-136,First Capital Commercial Lending Service 136,nCino,commercial lending,SVP Commercial Bank CIO,TEAM-FCF-COMMLEND,saas,retire,medium,6182000,confidential,36,2026-02-15,0.58,commercial lending workload in the First Capital context layer; retire posture with nCino dependency and saas deployment.
FCF-APP-WEALTH-137,First Capital Wealth Service 137,Broadridge,wealth,SVP Wealth Technology,TEAM-FCF-WEALTH,hybrid,maintain,low,6319000,confidential,43,2026-03-15,0.71,wealth workload in the First Capital context layer; maintain posture with Broadridge dependency and hybrid deployment.
FCF-APP-FINANCIAL-CRIMES-138,First Capital Financial Crimes Service 138,NICE,financial crimes,Chief Risk Officer,TEAM-FCF-RISK,hybrid,maintain,high,6456000,confidential,50,2026-04-15,0.84,financial crimes workload in the First Capital context layer; maintain posture with NICE dependency and hybrid deployment.
FCF-APP-DATA-PLATFORM-139,First Capital Data Platform Service 139,Snowflake,data platform,Chief Data and Analytics Officer,TEAM-FCF-DATA,cloud,maintain,medium,6593000,confidential,57,2026-05-15,0.25,data platform workload in the First Capital context layer; maintain posture with Snowflake dependency and cloud deployment.
FCF-APP-CYBERSECURITY-140,First Capital Cybersecurity Service 140,Palo Alto Networks,cybersecurity,CISO,TEAM-FCF-CYBER,saas,restructure,low,6730000,restricted,64,2026-06-15,0.38,cybersecurity workload in the First Capital context layer; restructure posture with Palo Alto Networks dependency and saas deployment.
FCF-APP-ERP-FINANCE-141,First Capital Erp Finance Service 141,SAP,erp finance,CFO,TEAM-FCF-ERP,on_prem,maintain,high,467000,confidential,71,2026-07-15,0.51,erp finance workload in the First Capital context layer; maintain posture with SAP dependency and on_prem deployment.
FCF-APP-BRANCH-ATM-142,First Capital Branch Atm Service 142,NCR,branch atm,SVP Retail Bank Ops,TEAM-FCF-BRANCH,on_prem,maintain,medium,604000,confidential,78,2026-08-15,0.64,branch atm workload in the First Capital context layer; maintain posture with NCR dependency and on_prem deployment.
FCF-APP-CONTACT-CENTER-143,First Capital Contact Center Service 143,Genesys,contact center,SVP Client Service,TEAM-FCF-CONTACT,saas,migrate,low,741000,confidential,85,2026-09-15,0.77,contact center workload in the First Capital context layer; migrate posture with Genesys dependency and saas deployment.
FCF-APP-MODEL-RISK-144,First Capital Model Risk Service 144,SAS,model risk,Chief Model Risk Officer,TEAM-FCF-MRM,on_prem,maintain,critical,878000,restricted,8,2026-01-15,0.18,model risk workload in the First Capital context layer; maintain posture with SAS dependency and on_prem deployment.
FCF-APP-CORE-BANKING-145,First Capital Core Banking Service 145,FIS,core banking,EVP Technology Operations,TEAM-FCF-CORE,mainframe,invest,medium,1015000,confidential,15,2026-02-15,0.31,core banking workload in the First Capital context layer; invest posture with FIS dependency and mainframe deployment.
FCF-APP-PAYMENTS-146,First Capital Payments Service 146,ACI Worldwide,payments,SVP Payments Technology,TEAM-FCF-PAYMENTS,hybrid,maintain,low,1152000,confidential,22,2026-03-15,0.44,payments workload in the First Capital context layer; maintain posture with ACI Worldwide dependency and hybrid deployment.
FCF-APP-DIGITAL-BANKING-147,First Capital Digital Banking Service 147,Internal,digital banking,Chief Digital Officer,TEAM-FCF-DIGITAL,cloud,restructure,high,1289000,pii_confidential,29,2026-04-15,0.57,digital banking workload in the First Capital context layer; restructure posture with Internal dependency and cloud deployment.
FCF-APP-COMMERCIAL-LENDING-148,First Capital Commercial Lending Service 148,nCino,commercial lending,SVP Commercial Bank CIO,TEAM-FCF-COMMLEND,saas,maintain,medium,1426000,confidential,36,2026-05-15,0.7,commercial lending workload in the First Capital context layer; maintain posture with nCino dependency and saas deployment.
FCF-APP-WEALTH-149,First Capital Wealth Service 149,Broadridge,wealth,SVP Wealth Technology,TEAM-FCF-WEALTH,hybrid,maintain,low,1563000,confidential,43,2026-06-15,0.83,wealth workload in the First Capital context layer; maintain posture with Broadridge dependency and hybrid deployment.
FCF-APP-FINANCIAL-CRIMES-150,First Capital Financial Crimes Service 150,NICE,financial crimes,Chief Risk Officer,TEAM-FCF-RISK,hybrid,invest,high,1700000,confidential,50,2026-07-15,0.24,financial crimes workload in the First Capital context layer; invest posture with NICE dependency and hybrid deployment.
FCF-APP-DATA-PLATFORM-151,First Capital Data Platform Service 151,Snowflake,data platform,Chief Data and Analytics Officer,TEAM-FCF-DATA,cloud,maintain,medium,1837000,confidential,57,2026-08-15,0.37,data platform workload in the First Capital context layer; maintain posture with Snowflake dependency and cloud deployment.
FCF-APP-CYBERSECURITY-152,First Capital Cybersecurity Service 152,Palo Alto Networks,cybersecurity,CISO,TEAM-FCF-CYBER,saas,maintain,low,1974000,restricted,64,2026-09-15,0.5,cybersecurity workload in the First Capital context layer; maintain posture with Palo Alto Networks dependency and saas deployment.
FCF-APP-ERP-FINANCE-153,First Capital Erp Finance Service 153,SAP,erp finance,CFO,TEAM-FCF-ERP,on_prem,retire,critical,2111000,confidential,71,2026-01-15,0.63,erp finance workload in the First Capital context layer; retire posture with SAP dependency and on_prem deployment.
FCF-APP-BRANCH-ATM-154,First Capital Branch Atm Service 154,NCR,branch atm,SVP Retail Bank Ops,TEAM-FCF-BRANCH,on_prem,migrate,medium,2248000,confidential,78,2026-02-15,0.76,branch atm workload in the First Capital context layer; migrate posture with NCR dependency and on_prem deployment.
FCF-APP-CONTACT-CENTER-155,First Capital Contact Center Service 155,Genesys,contact center,SVP Client Service,TEAM-FCF-CONTACT,saas,invest,low,2385000,confidential,85,2026-03-15,0.89,contact center workload in the First Capital context layer; invest posture with Genesys dependency and saas deployment.
FCF-APP-MODEL-RISK-156,First Capital Model Risk Service 156,SAS,model risk,Chief Model Risk Officer,TEAM-FCF-MRM,on_prem,maintain,high,2522000,restricted,8,2026-04-15,0.3,model risk workload in the First Capital context layer; maintain posture with SAS dependency and on_prem deployment.
FCF-APP-CORE-BANKING-157,First Capital Core Banking Service 157,FIS,core banking,EVP Technology Operations,TEAM-FCF-CORE,mainframe,maintain,medium,2659000,confidential,15,2026-05-15,0.43,core banking workload in the First Capital context layer; maintain posture with FIS dependency and mainframe deployment.
FCF-APP-PAYMENTS-158,First Capital Payments Service 158,ACI Worldwide,payments,SVP Payments Technology,TEAM-FCF-PAYMENTS,hybrid,maintain,low,2796000,confidential,22,2026-06-15,0.56,payments workload in the First Capital context layer; maintain posture with ACI Worldwide dependency and hybrid deployment.
FCF-APP-DIGITAL-BANKING-159,First Capital Digital Banking Service 159,Internal,digital banking,Chief Digital Officer,TEAM-FCF-DIGITAL,cloud,maintain,high,2933000,pii_confidential,29,2026-07-15,0.69,digital banking workload in the First Capital context layer; maintain posture with Internal dependency and cloud deployment.
FCF-APP-COMMERCIAL-LENDING-160,First Capital Commercial Lending Service 160,nCino,commercial lending,SVP Commercial Bank CIO,TEAM-FCF-COMMLEND,saas,invest,medium,3070000,confidential,36,2026-08-15,0.82,commercial lending workload in the First Capital context layer; invest posture with nCino dependency and saas deployment.
FCF-APP-WEALTH-161,First Capital Wealth Service 161,Broadridge,wealth,SVP Wealth Technology,TEAM-FCF-WEALTH,hybrid,restructure,low,3207000,confidential,43,2026-09-15,0.23,wealth workload in the First Capital context layer; restructure posture with Broadridge dependency and hybrid deployment.
FCF-APP-FINANCIAL-CRIMES-162,First Capital Financial Crimes Service 162,NICE,financial crimes,Chief Risk Officer,TEAM-FCF-RISK,hybrid,maintain,critical,3344000,confidential,50,2026-01-15,0.36,financial crimes workload in the First Capital context layer; maintain posture with NICE dependency and hybrid deployment.
FCF-APP-DATA-PLATFORM-163,First Capital Data Platform Service 163,Snowflake,data platform,Chief Data and Analytics Officer,TEAM-FCF-DATA,cloud,maintain,medium,3481000,confidential,57,2026-02-15,0.49,data platform workload in the First Capital context layer; maintain posture with Snowflake dependency and cloud deployment.
FCF-APP-CYBERSECURITY-164,First Capital Cybersecurity Service 164,Palo Alto Networks,cybersecurity,CISO,TEAM-FCF-CYBER,saas,maintain,low,3618000,restricted,64,2026-03-15,0.62,cybersecurity workload in the First Capital context layer; maintain posture with Palo Alto Networks dependency and saas deployment.
FCF-APP-ERP-FINANCE-165,First Capital Erp Finance Service 165,SAP,erp finance,CFO,TEAM-FCF-ERP,on_prem,migrate,high,3755000,confidential,71,2026-04-15,0.75,erp finance workload in the First Capital context layer; migrate posture with SAP dependency and on_prem deployment.
FCF-APP-BRANCH-ATM-166,First Capital Branch Atm Service 166,NCR,branch atm,SVP Retail Bank Ops,TEAM-FCF-BRANCH,on_prem,maintain,medium,3892000,confidential,78,2026-05-15,0.88,branch atm workload in the First Capital context layer; maintain posture with NCR dependency and on_prem deployment.
FCF-APP-CONTACT-CENTER-167,First Capital Contact Center Service 167,Genesys,contact center,SVP Client Service,TEAM-FCF-CONTACT,saas,maintain,low,4029000,confidential,85,2026-06-15,0.29,contact center workload in the First Capital context layer; maintain posture with Genesys dependency and saas deployment.
FCF-APP-MODEL-RISK-168,First Capital Model Risk Service 168,SAS,model risk,Chief Model Risk Officer,TEAM-FCF-MRM,on_prem,restructure,high,4166000,restricted,8,2026-07-15,0.42,model risk workload in the First Capital context layer; restructure posture with SAS dependency and on_prem deployment.
FCF-APP-CORE-BANKING-169,First Capital Core Banking Service 169,FIS,core banking,EVP Technology Operations,TEAM-FCF-CORE,mainframe,maintain,medium,4303000,confidential,15,2026-08-15,0.55,core banking workload in the First Capital context layer; maintain posture with FIS dependency and mainframe deployment.
FCF-APP-PAYMENTS-170,First Capital Payments Service 170,ACI Worldwide,payments,SVP Payments Technology,TEAM-FCF-PAYMENTS,hybrid,retire,low,4440000,confidential,22,2026-09-15,0.68,payments workload in the First Capital context layer; retire posture with ACI Worldwide dependency and hybrid deployment.
FCF-APP-DIGITAL-BANKING-171,First Capital Digital Banking Service 171,Internal,digital banking,Chief Digital Officer,TEAM-FCF-DIGITAL,cloud,maintain,critical,4577000,pii_confidential,29,2026-01-15,0.81,digital banking workload in the First Capital context layer; maintain posture with Internal dependency and cloud deployment.
FCF-APP-COMMERCIAL-LENDING-172,First Capital Commercial Lending Service 172,nCino,commercial lending,SVP Commercial Bank CIO,TEAM-FCF-COMMLEND,saas,maintain,medium,4714000,confidential,36,2026-02-15,0.22,commercial lending workload in the First Capital context layer; maintain posture with nCino dependency and saas deployment.
FCF-APP-WEALTH-173,First Capital Wealth Service 173,Broadridge,wealth,SVP Wealth Technology,TEAM-FCF-WEALTH,hybrid,maintain,low,4851000,confidential,43,2026-03-15,0.35,wealth workload in the First Capital context layer; maintain posture with Broadridge dependency and hybrid deployment.
FCF-APP-FINANCIAL-CRIMES-174,First Capital Financial Crimes Service 174,NICE,financial crimes,Chief Risk Officer,TEAM-FCF-RISK,hybrid,maintain,high,4988000,confidential,50,2026-04-15,0.48,financial crimes workload in the First Capital context layer; maintain posture with NICE dependency and hybrid deployment.
FCF-APP-DATA-PLATFORM-175,First Capital Data Platform Service 175,Snowflake,data platform,Chief Data and Analytics Officer,TEAM-FCF-DATA,cloud,restructure,medium,5125000,confidential,57,2026-05-15,0.61,data platform workload in the First Capital context layer; restructure posture with Snowflake dependency and cloud deployment.
FCF-APP-CYBERSECURITY-176,First Capital Cybersecurity Service 176,Palo Alto Networks,cybersecurity,CISO,TEAM-FCF-CYBER,saas,migrate,low,5262000,restricted,64,2026-06-15,0.74,cybersecurity workload in the First Capital context layer; migrate posture with Palo Alto Networks dependency and saas deployment.
FCF-APP-ERP-FINANCE-177,First Capital Erp Finance Service 177,SAP,erp finance,CFO,TEAM-FCF-ERP,on_prem,maintain,high,5399000,confidential,71,2026-07-15,0.87,erp finance workload in the First Capital context layer; maintain posture with SAP dependency and on_prem deployment.
FCF-APP-BRANCH-ATM-178,First Capital Branch Atm Service 178,NCR,branch atm,SVP Retail Bank Ops,TEAM-FCF-BRANCH,on_prem,maintain,medium,5536000,confidential,78,2026-08-15,0.28,branch atm workload in the First Capital context layer; maintain posture with NCR dependency and on_prem deployment.
FCF-APP-CONTACT-CENTER-179,First Capital Contact Center Service 179,Genesys,contact center,SVP Client Service,TEAM-FCF-CONTACT,saas,maintain,low,5673000,confidential,85,2026-09-15,0.41,contact center workload in the First Capital context layer; maintain posture with Genesys dependency and saas deployment.
FCF-APP-MODEL-RISK-180,First Capital Model Risk Service 180,SAS,model risk,Chief Model Risk Officer,TEAM-FCF-MRM,on_prem,invest,critical,5810000,restricted,8,2026-01-15,0.54,model risk workload in the First Capital context layer; invest posture with SAS dependency and on_prem deployment.
