tenant_key,edge_key,from_node_key,to_node_key,relationship_type,evidence_id,confidence,active_candidate_status,graph_boundary
skyharbor-air,SHA-EDGE-00367,SHA-NODE-00367,SHA-NODE-00404,owned_by,SHA-EVID-01243,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00368,SHA-NODE-00368,SHA-NODE-00405,funded_by,SHA-EVID-01244,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00369,SHA-NODE-00369,SHA-NODE-00406,blocked_by,SHA-EVID-01245,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00370,SHA-NODE-00370,SHA-NODE-00407,governed_by,SHA-EVID-01246,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00371,SHA-NODE-00371,SHA-NODE-00408,supports,SHA-EVID-01247,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00372,SHA-NODE-00372,SHA-NODE-00409,depends_on,SHA-EVID-01248,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00373,SHA-NODE-00373,SHA-NODE-00410,feeds,SHA-EVID-01249,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00374,SHA-NODE-00374,SHA-NODE-00411,owned_by,SHA-EVID-01250,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00375,SHA-NODE-00375,SHA-NODE-00412,funded_by,SHA-EVID-01251,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00376,SHA-NODE-00376,SHA-NODE-00413,blocked_by,SHA-EVID-01252,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00377,SHA-NODE-00377,SHA-NODE-00414,governed_by,SHA-EVID-01253,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00378,SHA-NODE-00378,SHA-NODE-00415,supports,SHA-EVID-01254,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00379,SHA-NODE-00379,SHA-NODE-00416,depends_on,SHA-EVID-01255,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00380,SHA-NODE-00380,SHA-NODE-00417,feeds,SHA-EVID-01256,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00381,SHA-NODE-00381,SHA-NODE-00418,owned_by,SHA-EVID-01257,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00382,SHA-NODE-00382,SHA-NODE-00419,funded_by,SHA-EVID-01258,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00383,SHA-NODE-00383,SHA-NODE-00420,blocked_by,SHA-EVID-01259,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00384,SHA-NODE-00384,SHA-NODE-00421,governed_by,SHA-EVID-01260,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00385,SHA-NODE-00385,SHA-NODE-00422,supports,SHA-EVID-01261,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00386,SHA-NODE-00386,SHA-NODE-00423,depends_on,SHA-EVID-01262,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00387,SHA-NODE-00387,SHA-NODE-00424,feeds,SHA-EVID-01263,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00388,SHA-NODE-00388,SHA-NODE-00425,owned_by,SHA-EVID-01264,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00389,SHA-NODE-00389,SHA-NODE-00426,funded_by,SHA-EVID-01265,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00390,SHA-NODE-00390,SHA-NODE-00427,blocked_by,SHA-EVID-01266,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00391,SHA-NODE-00391,SHA-NODE-00428,governed_by,SHA-EVID-01267,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00392,SHA-NODE-00392,SHA-NODE-00429,supports,SHA-EVID-01268,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00393,SHA-NODE-00393,SHA-NODE-00430,depends_on,SHA-EVID-01269,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00394,SHA-NODE-00394,SHA-NODE-00431,feeds,SHA-EVID-01270,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00395,SHA-NODE-00395,SHA-NODE-00432,owned_by,SHA-EVID-01271,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00396,SHA-NODE-00396,SHA-NODE-00433,funded_by,SHA-EVID-01272,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00397,SHA-NODE-00397,SHA-NODE-00434,blocked_by,SHA-EVID-01273,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00398,SHA-NODE-00398,SHA-NODE-00435,governed_by,SHA-EVID-01274,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00399,SHA-NODE-00399,SHA-NODE-00436,supports,SHA-EVID-01275,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00400,SHA-NODE-00400,SHA-NODE-00437,depends_on,SHA-EVID-01276,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00401,SHA-NODE-00401,SHA-NODE-00438,feeds,SHA-EVID-01277,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00402,SHA-NODE-00402,SHA-NODE-00439,owned_by,SHA-EVID-01278,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00403,SHA-NODE-00403,SHA-NODE-00440,funded_by,SHA-EVID-01279,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00404,SHA-NODE-00404,SHA-NODE-00441,blocked_by,SHA-EVID-01280,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00405,SHA-NODE-00405,SHA-NODE-00442,governed_by,SHA-EVID-01281,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00406,SHA-NODE-00406,SHA-NODE-00443,supports,SHA-EVID-01282,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00407,SHA-NODE-00407,SHA-NODE-00444,depends_on,SHA-EVID-01283,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00408,SHA-NODE-00408,SHA-NODE-00445,feeds,SHA-EVID-01284,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00409,SHA-NODE-00409,SHA-NODE-00446,owned_by,SHA-EVID-01285,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00410,SHA-NODE-00410,SHA-NODE-00447,funded_by,SHA-EVID-01286,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00411,SHA-NODE-00411,SHA-NODE-00448,blocked_by,SHA-EVID-01287,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00412,SHA-NODE-00412,SHA-NODE-00449,governed_by,SHA-EVID-01288,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00413,SHA-NODE-00413,SHA-NODE-00450,supports,SHA-EVID-01289,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00414,SHA-NODE-00414,SHA-NODE-00451,depends_on,SHA-EVID-01290,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00415,SHA-NODE-00415,SHA-NODE-00452,feeds,SHA-EVID-01291,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00416,SHA-NODE-00416,SHA-NODE-00453,owned_by,SHA-EVID-01292,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00417,SHA-NODE-00417,SHA-NODE-00454,funded_by,SHA-EVID-01293,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00418,SHA-NODE-00418,SHA-NODE-00455,blocked_by,SHA-EVID-01294,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00419,SHA-NODE-00419,SHA-NODE-00456,governed_by,SHA-EVID-01295,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00420,SHA-NODE-00420,SHA-NODE-00457,supports,SHA-EVID-01296,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00421,SHA-NODE-00421,SHA-NODE-00458,depends_on,SHA-EVID-01297,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00422,SHA-NODE-00422,SHA-NODE-00459,feeds,SHA-EVID-01298,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00423,SHA-NODE-00423,SHA-NODE-00460,owned_by,SHA-EVID-01299,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00424,SHA-NODE-00424,SHA-NODE-00461,funded_by,SHA-EVID-01300,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00425,SHA-NODE-00425,SHA-NODE-00462,blocked_by,SHA-EVID-01301,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00426,SHA-NODE-00426,SHA-NODE-00463,governed_by,SHA-EVID-01302,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00427,SHA-NODE-00427,SHA-NODE-00464,supports,SHA-EVID-01303,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00428,SHA-NODE-00428,SHA-NODE-00465,depends_on,SHA-EVID-01304,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00429,SHA-NODE-00429,SHA-NODE-00466,feeds,SHA-EVID-01305,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00430,SHA-NODE-00430,SHA-NODE-00467,owned_by,SHA-EVID-01306,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00431,SHA-NODE-00431,SHA-NODE-00468,funded_by,SHA-EVID-01307,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00432,SHA-NODE-00432,SHA-NODE-00469,blocked_by,SHA-EVID-01308,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00433,SHA-NODE-00433,SHA-NODE-00470,governed_by,SHA-EVID-01309,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00434,SHA-NODE-00434,SHA-NODE-00471,supports,SHA-EVID-01310,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00435,SHA-NODE-00435,SHA-NODE-00472,depends_on,SHA-EVID-01311,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00436,SHA-NODE-00436,SHA-NODE-00473,feeds,SHA-EVID-01312,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00437,SHA-NODE-00437,SHA-NODE-00474,owned_by,SHA-EVID-01313,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00438,SHA-NODE-00438,SHA-NODE-00475,funded_by,SHA-EVID-01314,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00439,SHA-NODE-00439,SHA-NODE-00476,blocked_by,SHA-EVID-01315,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00440,SHA-NODE-00440,SHA-NODE-00477,governed_by,SHA-EVID-01316,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00441,SHA-NODE-00441,SHA-NODE-00478,supports,SHA-EVID-01317,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00442,SHA-NODE-00442,SHA-NODE-00479,depends_on,SHA-EVID-01318,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00443,SHA-NODE-00443,SHA-NODE-00480,feeds,SHA-EVID-01319,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00444,SHA-NODE-00444,SHA-NODE-00481,owned_by,SHA-EVID-01320,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00445,SHA-NODE-00445,SHA-NODE-00482,funded_by,SHA-EVID-01321,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00446,SHA-NODE-00446,SHA-NODE-00483,blocked_by,SHA-EVID-01322,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00447,SHA-NODE-00447,SHA-NODE-00484,governed_by,SHA-EVID-01323,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00448,SHA-NODE-00448,SHA-NODE-00485,supports,SHA-EVID-01324,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00449,SHA-NODE-00449,SHA-NODE-00486,depends_on,SHA-EVID-01325,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00450,SHA-NODE-00450,SHA-NODE-00487,feeds,SHA-EVID-01326,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00451,SHA-NODE-00451,SHA-NODE-00488,owned_by,SHA-EVID-01327,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00452,SHA-NODE-00452,SHA-NODE-00489,funded_by,SHA-EVID-01328,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00453,SHA-NODE-00453,SHA-NODE-00490,blocked_by,SHA-EVID-01329,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00454,SHA-NODE-00454,SHA-NODE-00491,governed_by,SHA-EVID-01330,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00455,SHA-NODE-00455,SHA-NODE-00492,supports,SHA-EVID-01331,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00456,SHA-NODE-00456,SHA-NODE-00493,depends_on,SHA-EVID-01332,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00457,SHA-NODE-00457,SHA-NODE-00494,feeds,SHA-EVID-01333,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00458,SHA-NODE-00458,SHA-NODE-00495,owned_by,SHA-EVID-01334,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00459,SHA-NODE-00459,SHA-NODE-00496,funded_by,SHA-EVID-01335,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00460,SHA-NODE-00460,SHA-NODE-00497,blocked_by,SHA-EVID-01336,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00461,SHA-NODE-00461,SHA-NODE-00498,governed_by,SHA-EVID-01337,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00462,SHA-NODE-00462,SHA-NODE-00499,supports,SHA-EVID-01338,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00463,SHA-NODE-00463,SHA-NODE-00500,depends_on,SHA-EVID-01339,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00464,SHA-NODE-00464,SHA-NODE-00501,feeds,SHA-EVID-01340,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00465,SHA-NODE-00465,SHA-NODE-00502,owned_by,SHA-EVID-01341,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00466,SHA-NODE-00466,SHA-NODE-00503,funded_by,SHA-EVID-01342,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00467,SHA-NODE-00467,SHA-NODE-00504,blocked_by,SHA-EVID-01343,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00468,SHA-NODE-00468,SHA-NODE-00505,governed_by,SHA-EVID-01344,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00469,SHA-NODE-00469,SHA-NODE-00506,supports,SHA-EVID-01345,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00470,SHA-NODE-00470,SHA-NODE-00507,depends_on,SHA-EVID-01346,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00471,SHA-NODE-00471,SHA-NODE-00508,feeds,SHA-EVID-01347,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00472,SHA-NODE-00472,SHA-NODE-00509,owned_by,SHA-EVID-01348,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00473,SHA-NODE-00473,SHA-NODE-00510,funded_by,SHA-EVID-01349,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00474,SHA-NODE-00474,SHA-NODE-00511,blocked_by,SHA-EVID-01350,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00475,SHA-NODE-00475,SHA-NODE-00512,governed_by,SHA-EVID-01351,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00476,SHA-NODE-00476,SHA-NODE-00513,supports,SHA-EVID-01352,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00477,SHA-NODE-00477,SHA-NODE-00514,depends_on,SHA-EVID-01353,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00478,SHA-NODE-00478,SHA-NODE-00515,feeds,SHA-EVID-01354,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00479,SHA-NODE-00479,SHA-NODE-00516,owned_by,SHA-EVID-01355,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00480,SHA-NODE-00480,SHA-NODE-00517,funded_by,SHA-EVID-01356,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00481,SHA-NODE-00481,SHA-NODE-00518,blocked_by,SHA-EVID-01357,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00482,SHA-NODE-00482,SHA-NODE-00519,governed_by,SHA-EVID-01358,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00483,SHA-NODE-00483,SHA-NODE-00520,supports,SHA-EVID-01359,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00484,SHA-NODE-00484,SHA-NODE-00521,depends_on,SHA-EVID-01360,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00485,SHA-NODE-00485,SHA-NODE-00522,feeds,SHA-EVID-01361,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00486,SHA-NODE-00486,SHA-NODE-00523,owned_by,SHA-EVID-01362,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00487,SHA-NODE-00487,SHA-NODE-00524,funded_by,SHA-EVID-01363,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00488,SHA-NODE-00488,SHA-NODE-00525,blocked_by,SHA-EVID-01364,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00489,SHA-NODE-00489,SHA-NODE-00526,governed_by,SHA-EVID-01365,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00490,SHA-NODE-00490,SHA-NODE-00527,supports,SHA-EVID-01366,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00491,SHA-NODE-00491,SHA-NODE-00528,depends_on,SHA-EVID-01367,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00492,SHA-NODE-00492,SHA-NODE-00529,feeds,SHA-EVID-01368,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00493,SHA-NODE-00493,SHA-NODE-00530,owned_by,SHA-EVID-01369,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00494,SHA-NODE-00494,SHA-NODE-00531,funded_by,SHA-EVID-01370,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00495,SHA-NODE-00495,SHA-NODE-00532,blocked_by,SHA-EVID-01371,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00496,SHA-NODE-00496,SHA-NODE-00533,governed_by,SHA-EVID-01372,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00497,SHA-NODE-00497,SHA-NODE-00534,supports,SHA-EVID-01373,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00498,SHA-NODE-00498,SHA-NODE-00535,depends_on,SHA-EVID-01374,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00499,SHA-NODE-00499,SHA-NODE-00536,feeds,SHA-EVID-01375,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00500,SHA-NODE-00500,SHA-NODE-00537,owned_by,SHA-EVID-01376,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00501,SHA-NODE-00501,SHA-NODE-00538,funded_by,SHA-EVID-01377,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00502,SHA-NODE-00502,SHA-NODE-00539,blocked_by,SHA-EVID-01378,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00503,SHA-NODE-00503,SHA-NODE-00540,governed_by,SHA-EVID-01379,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00504,SHA-NODE-00504,SHA-NODE-00541,supports,SHA-EVID-01380,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00505,SHA-NODE-00505,SHA-NODE-00542,depends_on,SHA-EVID-01381,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00506,SHA-NODE-00506,SHA-NODE-00543,feeds,SHA-EVID-01382,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00507,SHA-NODE-00507,SHA-NODE-00544,owned_by,SHA-EVID-01383,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00508,SHA-NODE-00508,SHA-NODE-00545,funded_by,SHA-EVID-01384,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
skyharbor-air,SHA-EDGE-00509,SHA-NODE-00509,SHA-NODE-00546,blocked_by,SHA-EVID-01385,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
