tenant_key,node_key,node_type,node_name,source_entity_key,evidence_id,confidence,active_candidate_status
skyharbor-air,SHA-NODE-00377,control,SHA-02-00053 entity 0377,SHA-ENT-00377,SHA-EVID-01253,high,candidate
skyharbor-air,SHA-NODE-00378,metric,SHA-02-00054 entity 0378,SHA-ENT-00378,SHA-EVID-01254,medium,candidate
skyharbor-air,SHA-NODE-00379,system,SHA-02-00055 entity 0379,SHA-ENT-00379,SHA-EVID-01255,medium,candidate
skyharbor-air,SHA-NODE-00380,function,SHA-02-00056 entity 0380,SHA-ENT-00380,SHA-EVID-01256,high,candidate
skyharbor-air,SHA-NODE-00381,data_asset,SHA-02-00057 entity 0381,SHA-ENT-00381,SHA-EVID-01257,high,candidate
skyharbor-air,SHA-NODE-00382,vendor,SHA-02-00058 entity 0382,SHA-ENT-00382,SHA-EVID-01258,medium,candidate
skyharbor-air,SHA-NODE-00383,program,SHA-02-00059 entity 0383,SHA-ENT-00383,SHA-EVID-01259,medium,candidate
skyharbor-air,SHA-NODE-00384,control,SHA-02-00060 entity 0384,SHA-ENT-00384,SHA-EVID-01260,high,candidate
skyharbor-air,SHA-NODE-00385,metric,SHA-02-00061 entity 0385,SHA-ENT-00385,SHA-EVID-01261,high,candidate
skyharbor-air,SHA-NODE-00386,system,SHA-02-00062 entity 0386,SHA-ENT-00386,SHA-EVID-01262,medium,candidate
skyharbor-air,SHA-NODE-00387,function,SHA-02-00063 entity 0387,SHA-ENT-00387,SHA-EVID-01263,medium,candidate
skyharbor-air,SHA-NODE-00388,data_asset,SHA-02-00064 entity 0388,SHA-ENT-00388,SHA-EVID-01264,high,candidate
skyharbor-air,SHA-NODE-00389,vendor,SHA-02-00065 entity 0389,SHA-ENT-00389,SHA-EVID-01265,high,candidate
skyharbor-air,SHA-NODE-00390,program,SHA-02-00066 entity 0390,SHA-ENT-00390,SHA-EVID-01266,medium,candidate
skyharbor-air,SHA-NODE-00391,control,SHA-02-00067 entity 0391,SHA-ENT-00391,SHA-EVID-01267,medium,candidate
skyharbor-air,SHA-NODE-00392,metric,SHA-02-00068 entity 0392,SHA-ENT-00392,SHA-EVID-01268,high,candidate
skyharbor-air,SHA-NODE-00393,system,SHA-02-00069 entity 0393,SHA-ENT-00393,SHA-EVID-01269,high,candidate
skyharbor-air,SHA-NODE-00394,function,SHA-02-00070 entity 0394,SHA-ENT-00394,SHA-EVID-01270,medium,candidate
skyharbor-air,SHA-NODE-00395,data_asset,SHA-02-00071 entity 0395,SHA-ENT-00395,SHA-EVID-01271,medium,candidate
skyharbor-air,SHA-NODE-00396,vendor,SHA-02-00072 entity 0396,SHA-ENT-00396,SHA-EVID-01272,high,candidate
skyharbor-air,SHA-NODE-00397,program,SHA-02-00073 entity 0397,SHA-ENT-00397,SHA-EVID-01273,high,candidate
skyharbor-air,SHA-NODE-00398,control,SHA-02-00074 entity 0398,SHA-ENT-00398,SHA-EVID-01274,medium,candidate
skyharbor-air,SHA-NODE-00399,metric,SHA-02-00075 entity 0399,SHA-ENT-00399,SHA-EVID-01275,medium,candidate
skyharbor-air,SHA-NODE-00400,system,SHA-02-00076 entity 0400,SHA-ENT-00400,SHA-EVID-01276,high,candidate
skyharbor-air,SHA-NODE-00401,function,SHA-02-00077 entity 0401,SHA-ENT-00401,SHA-EVID-01277,high,candidate
skyharbor-air,SHA-NODE-00402,data_asset,SHA-02-00078 entity 0402,SHA-ENT-00402,SHA-EVID-01278,medium,candidate
skyharbor-air,SHA-NODE-00403,vendor,SHA-02-00079 entity 0403,SHA-ENT-00403,SHA-EVID-01279,medium,candidate
skyharbor-air,SHA-NODE-00404,program,SHA-02-00080 entity 0404,SHA-ENT-00404,SHA-EVID-01280,high,candidate
skyharbor-air,SHA-NODE-00405,control,SHA-02-00081 entity 0405,SHA-ENT-00405,SHA-EVID-01281,high,candidate
skyharbor-air,SHA-NODE-00406,metric,SHA-02-00082 entity 0406,SHA-ENT-00406,SHA-EVID-01282,medium,candidate
skyharbor-air,SHA-NODE-00407,system,SHA-02-00083 entity 0407,SHA-ENT-00407,SHA-EVID-01283,medium,candidate
skyharbor-air,SHA-NODE-00408,function,SHA-02-00084 entity 0408,SHA-ENT-00408,SHA-EVID-01284,high,candidate
skyharbor-air,SHA-NODE-00409,data_asset,SHA-02-00085 entity 0409,SHA-ENT-00409,SHA-EVID-01285,high,candidate
skyharbor-air,SHA-NODE-00410,vendor,SHA-02-00086 entity 0410,SHA-ENT-00410,SHA-EVID-01286,medium,candidate
skyharbor-air,SHA-NODE-00411,program,SHA-02-00087 entity 0411,SHA-ENT-00411,SHA-EVID-01287,medium,candidate
skyharbor-air,SHA-NODE-00412,control,SHA-02-00088 entity 0412,SHA-ENT-00412,SHA-EVID-01288,high,candidate
skyharbor-air,SHA-NODE-00413,metric,SHA-02-00089 entity 0413,SHA-ENT-00413,SHA-EVID-01289,high,candidate
skyharbor-air,SHA-NODE-00414,system,SHA-02-00090 entity 0414,SHA-ENT-00414,SHA-EVID-01290,medium,candidate
skyharbor-air,SHA-NODE-00415,function,SHA-02-00091 entity 0415,SHA-ENT-00415,SHA-EVID-01291,medium,candidate
skyharbor-air,SHA-NODE-00416,data_asset,SHA-02-00092 entity 0416,SHA-ENT-00416,SHA-EVID-01292,high,candidate
skyharbor-air,SHA-NODE-00417,vendor,SHA-02-00093 entity 0417,SHA-ENT-00417,SHA-EVID-01293,high,candidate
skyharbor-air,SHA-NODE-00418,program,SHA-02-00094 entity 0418,SHA-ENT-00418,SHA-EVID-01294,medium,candidate
skyharbor-air,SHA-NODE-00419,control,SHA-02-00095 entity 0419,SHA-ENT-00419,SHA-EVID-01295,medium,candidate
skyharbor-air,SHA-NODE-00420,metric,SHA-02-00096 entity 0420,SHA-ENT-00420,SHA-EVID-01296,high,candidate
skyharbor-air,SHA-NODE-00421,system,SHA-02-00097 entity 0421,SHA-ENT-00421,SHA-EVID-01297,high,candidate
skyharbor-air,SHA-NODE-00422,function,SHA-02-00098 entity 0422,SHA-ENT-00422,SHA-EVID-01298,medium,candidate
skyharbor-air,SHA-NODE-00423,data_asset,SHA-02-00099 entity 0423,SHA-ENT-00423,SHA-EVID-01299,medium,candidate
skyharbor-air,SHA-NODE-00424,vendor,SHA-02-00100 entity 0424,SHA-ENT-00424,SHA-EVID-01300,high,candidate
skyharbor-air,SHA-NODE-00425,program,SHA-02-00101 entity 0425,SHA-ENT-00425,SHA-EVID-01301,high,candidate
skyharbor-air,SHA-NODE-00426,control,SHA-02-00102 entity 0426,SHA-ENT-00426,SHA-EVID-01302,medium,candidate
skyharbor-air,SHA-NODE-00427,metric,SHA-02-00103 entity 0427,SHA-ENT-00427,SHA-EVID-01303,medium,candidate
skyharbor-air,SHA-NODE-00428,system,SHA-02-00104 entity 0428,SHA-ENT-00428,SHA-EVID-01304,high,candidate
skyharbor-air,SHA-NODE-00429,function,SHA-02-00105 entity 0429,SHA-ENT-00429,SHA-EVID-01305,high,candidate
skyharbor-air,SHA-NODE-00430,data_asset,SHA-02-00106 entity 0430,SHA-ENT-00430,SHA-EVID-01306,medium,candidate
skyharbor-air,SHA-NODE-00431,vendor,SHA-02-00107 entity 0431,SHA-ENT-00431,SHA-EVID-01307,medium,candidate
skyharbor-air,SHA-NODE-00432,program,SHA-02-00108 entity 0432,SHA-ENT-00432,SHA-EVID-01308,high,candidate
skyharbor-air,SHA-NODE-00433,control,SHA-02-00109 entity 0433,SHA-ENT-00433,SHA-EVID-01309,high,candidate
skyharbor-air,SHA-NODE-00434,metric,SHA-02-00110 entity 0434,SHA-ENT-00434,SHA-EVID-01310,medium,candidate
skyharbor-air,SHA-NODE-00435,system,SHA-02-00111 entity 0435,SHA-ENT-00435,SHA-EVID-01311,medium,candidate
skyharbor-air,SHA-NODE-00436,function,SHA-02-00112 entity 0436,SHA-ENT-00436,SHA-EVID-01312,high,candidate
skyharbor-air,SHA-NODE-00437,data_asset,SHA-02-00113 entity 0437,SHA-ENT-00437,SHA-EVID-01313,high,candidate
skyharbor-air,SHA-NODE-00438,vendor,SHA-02-00114 entity 0438,SHA-ENT-00438,SHA-EVID-01314,medium,candidate
skyharbor-air,SHA-NODE-00439,program,SHA-02-00115 entity 0439,SHA-ENT-00439,SHA-EVID-01315,medium,candidate
skyharbor-air,SHA-NODE-00440,control,SHA-02-00116 entity 0440,SHA-ENT-00440,SHA-EVID-01316,high,candidate
skyharbor-air,SHA-NODE-00441,metric,SHA-02-00117 entity 0441,SHA-ENT-00441,SHA-EVID-01317,high,candidate
skyharbor-air,SHA-NODE-00442,system,SHA-02-00118 entity 0442,SHA-ENT-00442,SHA-EVID-01318,medium,candidate
skyharbor-air,SHA-NODE-00443,function,SHA-02-00119 entity 0443,SHA-ENT-00443,SHA-EVID-01319,medium,candidate
skyharbor-air,SHA-NODE-00444,data_asset,SHA-02-00120 entity 0444,SHA-ENT-00444,SHA-EVID-01320,high,candidate
skyharbor-air,SHA-NODE-00445,vendor,SHA-02-00121 entity 0445,SHA-ENT-00445,SHA-EVID-01321,high,candidate
skyharbor-air,SHA-NODE-00446,program,SHA-02-00122 entity 0446,SHA-ENT-00446,SHA-EVID-01322,medium,candidate
skyharbor-air,SHA-NODE-00447,control,SHA-02-00123 entity 0447,SHA-ENT-00447,SHA-EVID-01323,medium,candidate
skyharbor-air,SHA-NODE-00448,metric,SHA-02-00124 entity 0448,SHA-ENT-00448,SHA-EVID-01324,high,candidate
skyharbor-air,SHA-NODE-00449,system,SHA-02-00125 entity 0449,SHA-ENT-00449,SHA-EVID-01325,high,candidate
skyharbor-air,SHA-NODE-00450,function,SHA-02-00126 entity 0450,SHA-ENT-00450,SHA-EVID-01326,medium,candidate
skyharbor-air,SHA-NODE-00451,data_asset,SHA-02-00127 entity 0451,SHA-ENT-00451,SHA-EVID-01327,medium,candidate
skyharbor-air,SHA-NODE-00452,vendor,SHA-02-00128 entity 0452,SHA-ENT-00452,SHA-EVID-01328,high,candidate
skyharbor-air,SHA-NODE-00453,program,SHA-02-00129 entity 0453,SHA-ENT-00453,SHA-EVID-01329,high,candidate
skyharbor-air,SHA-NODE-00454,control,SHA-02-00130 entity 0454,SHA-ENT-00454,SHA-EVID-01330,medium,candidate
skyharbor-air,SHA-NODE-00455,metric,SHA-02-00131 entity 0455,SHA-ENT-00455,SHA-EVID-01331,medium,candidate
skyharbor-air,SHA-NODE-00456,system,SHA-02-00132 entity 0456,SHA-ENT-00456,SHA-EVID-01332,high,candidate
skyharbor-air,SHA-NODE-00457,function,SHA-02-00133 entity 0457,SHA-ENT-00457,SHA-EVID-01333,high,candidate
skyharbor-air,SHA-NODE-00458,data_asset,SHA-02-00134 entity 0458,SHA-ENT-00458,SHA-EVID-01334,medium,candidate
skyharbor-air,SHA-NODE-00459,vendor,SHA-02-00135 entity 0459,SHA-ENT-00459,SHA-EVID-01335,medium,candidate
skyharbor-air,SHA-NODE-00460,program,SHA-02-00136 entity 0460,SHA-ENT-00460,SHA-EVID-01336,high,candidate
skyharbor-air,SHA-NODE-00461,control,SHA-02-00137 entity 0461,SHA-ENT-00461,SHA-EVID-01337,high,candidate
skyharbor-air,SHA-NODE-00462,metric,SHA-02-00138 entity 0462,SHA-ENT-00462,SHA-EVID-01338,medium,candidate
skyharbor-air,SHA-NODE-00463,system,SHA-02-00139 entity 0463,SHA-ENT-00463,SHA-EVID-01339,medium,candidate
skyharbor-air,SHA-NODE-00464,function,SHA-02-00140 entity 0464,SHA-ENT-00464,SHA-EVID-01340,high,candidate
skyharbor-air,SHA-NODE-00465,data_asset,SHA-02-00141 entity 0465,SHA-ENT-00465,SHA-EVID-01341,high,candidate
skyharbor-air,SHA-NODE-00466,vendor,SHA-02-00142 entity 0466,SHA-ENT-00466,SHA-EVID-01342,medium,candidate
skyharbor-air,SHA-NODE-00467,program,SHA-02-00143 entity 0467,SHA-ENT-00467,SHA-EVID-01343,medium,candidate
skyharbor-air,SHA-NODE-00468,control,SHA-02-00144 entity 0468,SHA-ENT-00468,SHA-EVID-01344,high,candidate
skyharbor-air,SHA-NODE-00469,metric,SHA-02-00145 entity 0469,SHA-ENT-00469,SHA-EVID-01345,high,candidate
skyharbor-air,SHA-NODE-00470,system,SHA-02-00146 entity 0470,SHA-ENT-00470,SHA-EVID-01346,medium,candidate
skyharbor-air,SHA-NODE-00471,function,SHA-02-00147 entity 0471,SHA-ENT-00471,SHA-EVID-01347,medium,candidate
skyharbor-air,SHA-NODE-00472,data_asset,SHA-02-00148 entity 0472,SHA-ENT-00472,SHA-EVID-01348,high,candidate
skyharbor-air,SHA-NODE-00473,vendor,SHA-02-00149 entity 0473,SHA-ENT-00473,SHA-EVID-01349,high,candidate
skyharbor-air,SHA-NODE-00474,program,SHA-02-00150 entity 0474,SHA-ENT-00474,SHA-EVID-01350,medium,candidate
skyharbor-air,SHA-NODE-00475,control,SHA-02-00151 entity 0475,SHA-ENT-00475,SHA-EVID-01351,medium,candidate
skyharbor-air,SHA-NODE-00476,metric,SHA-02-00152 entity 0476,SHA-ENT-00476,SHA-EVID-01352,high,candidate
skyharbor-air,SHA-NODE-00477,system,SHA-02-00153 entity 0477,SHA-ENT-00477,SHA-EVID-01353,high,candidate
skyharbor-air,SHA-NODE-00478,function,SHA-02-00154 entity 0478,SHA-ENT-00478,SHA-EVID-01354,medium,candidate
skyharbor-air,SHA-NODE-00479,data_asset,SHA-02-00155 entity 0479,SHA-ENT-00479,SHA-EVID-01355,medium,candidate
skyharbor-air,SHA-NODE-00480,vendor,SHA-02-00156 entity 0480,SHA-ENT-00480,SHA-EVID-01356,high,candidate
skyharbor-air,SHA-NODE-00481,program,SHA-02-00157 entity 0481,SHA-ENT-00481,SHA-EVID-01357,high,candidate
skyharbor-air,SHA-NODE-00482,control,SHA-02-00158 entity 0482,SHA-ENT-00482,SHA-EVID-01358,medium,candidate
skyharbor-air,SHA-NODE-00483,metric,SHA-02-00159 entity 0483,SHA-ENT-00483,SHA-EVID-01359,medium,candidate
skyharbor-air,SHA-NODE-00484,system,SHA-02-00160 entity 0484,SHA-ENT-00484,SHA-EVID-01360,high,candidate
skyharbor-air,SHA-NODE-00485,function,SHA-02-00161 entity 0485,SHA-ENT-00485,SHA-EVID-01361,high,candidate
skyharbor-air,SHA-NODE-00486,data_asset,SHA-02-00162 entity 0486,SHA-ENT-00486,SHA-EVID-01362,medium,candidate
skyharbor-air,SHA-NODE-00487,vendor,SHA-02-00163 entity 0487,SHA-ENT-00487,SHA-EVID-01363,medium,candidate
skyharbor-air,SHA-NODE-00488,program,SHA-02-00164 entity 0488,SHA-ENT-00488,SHA-EVID-01364,high,candidate
skyharbor-air,SHA-NODE-00489,control,SHA-02-00165 entity 0489,SHA-ENT-00489,SHA-EVID-01365,high,candidate
skyharbor-air,SHA-NODE-00490,metric,SHA-02-00166 entity 0490,SHA-ENT-00490,SHA-EVID-01366,medium,candidate
skyharbor-air,SHA-NODE-00491,system,SHA-02-00167 entity 0491,SHA-ENT-00491,SHA-EVID-01367,medium,candidate
skyharbor-air,SHA-NODE-00492,function,SHA-02-00168 entity 0492,SHA-ENT-00492,SHA-EVID-01368,high,candidate
skyharbor-air,SHA-NODE-00493,data_asset,SHA-02-00169 entity 0493,SHA-ENT-00493,SHA-EVID-01369,high,candidate
skyharbor-air,SHA-NODE-00494,vendor,SHA-02-00170 entity 0494,SHA-ENT-00494,SHA-EVID-01370,medium,candidate
skyharbor-air,SHA-NODE-00495,program,SHA-02-00171 entity 0495,SHA-ENT-00495,SHA-EVID-01371,medium,candidate
skyharbor-air,SHA-NODE-00496,control,SHA-02-00172 entity 0496,SHA-ENT-00496,SHA-EVID-01372,high,candidate
skyharbor-air,SHA-NODE-00497,metric,SHA-02-00173 entity 0497,SHA-ENT-00497,SHA-EVID-01373,high,candidate
skyharbor-air,SHA-NODE-00498,system,SHA-02-00174 entity 0498,SHA-ENT-00498,SHA-EVID-01374,medium,candidate
skyharbor-air,SHA-NODE-00499,function,SHA-02-00175 entity 0499,SHA-ENT-00499,SHA-EVID-01375,medium,candidate
skyharbor-air,SHA-NODE-00500,data_asset,SHA-02-00176 entity 0500,SHA-ENT-00500,SHA-EVID-01376,high,candidate
skyharbor-air,SHA-NODE-00501,vendor,SHA-02-00177 entity 0501,SHA-ENT-00501,SHA-EVID-01377,high,candidate
skyharbor-air,SHA-NODE-00502,program,SHA-02-00178 entity 0502,SHA-ENT-00502,SHA-EVID-01378,medium,candidate
skyharbor-air,SHA-NODE-00503,control,SHA-02-00179 entity 0503,SHA-ENT-00503,SHA-EVID-01379,medium,candidate
skyharbor-air,SHA-NODE-00504,metric,SHA-02-00180 entity 0504,SHA-ENT-00504,SHA-EVID-01380,high,candidate
skyharbor-air,SHA-NODE-00505,system,SHA-02-00181 entity 0505,SHA-ENT-00505,SHA-EVID-01381,high,candidate
skyharbor-air,SHA-NODE-00506,function,SHA-02-00182 entity 0506,SHA-ENT-00506,SHA-EVID-01382,medium,candidate
skyharbor-air,SHA-NODE-00507,data_asset,SHA-02-00183 entity 0507,SHA-ENT-00507,SHA-EVID-01383,medium,candidate
skyharbor-air,SHA-NODE-00508,vendor,SHA-02-00184 entity 0508,SHA-ENT-00508,SHA-EVID-01384,high,candidate
skyharbor-air,SHA-NODE-00509,program,SHA-02-00185 entity 0509,SHA-ENT-00509,SHA-EVID-01385,high,candidate
skyharbor-air,SHA-NODE-00510,control,SHA-02-00186 entity 0510,SHA-ENT-00510,SHA-EVID-01386,medium,candidate
skyharbor-air,SHA-NODE-00511,metric,SHA-02-00187 entity 0511,SHA-ENT-00511,SHA-EVID-01387,medium,candidate
skyharbor-air,SHA-NODE-00512,system,SHA-02-00188 entity 0512,SHA-ENT-00512,SHA-EVID-01388,high,candidate
skyharbor-air,SHA-NODE-00513,function,SHA-02-00189 entity 0513,SHA-ENT-00513,SHA-EVID-01389,high,candidate
skyharbor-air,SHA-NODE-00514,data_asset,SHA-02-00190 entity 0514,SHA-ENT-00514,SHA-EVID-01390,medium,candidate
skyharbor-air,SHA-NODE-00515,vendor,SHA-02-00191 entity 0515,SHA-ENT-00515,SHA-EVID-01391,medium,candidate
skyharbor-air,SHA-NODE-00516,program,SHA-02-00192 entity 0516,SHA-ENT-00516,SHA-EVID-01392,high,candidate
skyharbor-air,SHA-NODE-00517,control,SHA-02-00193 entity 0517,SHA-ENT-00517,SHA-EVID-01393,high,candidate
skyharbor-air,SHA-NODE-00518,metric,SHA-02-00194 entity 0518,SHA-ENT-00518,SHA-EVID-01394,medium,candidate
skyharbor-air,SHA-NODE-00519,system,SHA-02-00195 entity 0519,SHA-ENT-00519,SHA-EVID-01395,medium,candidate
skyharbor-air,SHA-NODE-00520,function,SHA-02-00196 entity 0520,SHA-ENT-00520,SHA-EVID-01396,high,candidate
skyharbor-air,SHA-NODE-00521,data_asset,SHA-02-00197 entity 0521,SHA-ENT-00521,SHA-EVID-01397,high,candidate
skyharbor-air,SHA-NODE-00522,vendor,SHA-02-00198 entity 0522,SHA-ENT-00522,SHA-EVID-01398,medium,candidate
skyharbor-air,SHA-NODE-00523,program,SHA-02-00199 entity 0523,SHA-ENT-00523,SHA-EVID-01399,medium,candidate
skyharbor-air,SHA-NODE-00524,control,SHA-02-00200 entity 0524,SHA-ENT-00524,SHA-EVID-01400,high,candidate
skyharbor-air,SHA-NODE-00525,metric,SHA-02-00201 entity 0525,SHA-ENT-00525,SHA-EVID-01401,high,candidate
skyharbor-air,SHA-NODE-00526,system,SHA-02-00202 entity 0526,SHA-ENT-00526,SHA-EVID-01402,medium,candidate
skyharbor-air,SHA-NODE-00527,function,SHA-02-00203 entity 0527,SHA-ENT-00527,SHA-EVID-01403,medium,candidate
skyharbor-air,SHA-NODE-00528,data_asset,SHA-02-00204 entity 0528,SHA-ENT-00528,SHA-EVID-01404,high,candidate
skyharbor-air,SHA-NODE-00529,vendor,SHA-02-00205 entity 0529,SHA-ENT-00529,SHA-EVID-01405,high,candidate
skyharbor-air,SHA-NODE-00530,program,SHA-02-00206 entity 0530,SHA-ENT-00530,SHA-EVID-01406,medium,candidate
skyharbor-air,SHA-NODE-00531,control,SHA-02-00207 entity 0531,SHA-ENT-00531,SHA-EVID-01407,medium,candidate
skyharbor-air,SHA-NODE-00532,metric,SHA-02-00208 entity 0532,SHA-ENT-00532,SHA-EVID-01408,high,candidate
skyharbor-air,SHA-NODE-00533,system,SHA-02-00209 entity 0533,SHA-ENT-00533,SHA-EVID-01409,high,candidate
skyharbor-air,SHA-NODE-00534,function,SHA-02-00210 entity 0534,SHA-ENT-00534,SHA-EVID-01410,medium,candidate
skyharbor-air,SHA-NODE-00535,data_asset,SHA-02-00211 entity 0535,SHA-ENT-00535,SHA-EVID-01411,medium,candidate
skyharbor-air,SHA-NODE-00536,vendor,SHA-02-00212 entity 0536,SHA-ENT-00536,SHA-EVID-01412,high,candidate
skyharbor-air,SHA-NODE-00537,program,SHA-02-00213 entity 0537,SHA-ENT-00537,SHA-EVID-01413,high,candidate
skyharbor-air,SHA-NODE-00538,control,SHA-02-00214 entity 0538,SHA-ENT-00538,SHA-EVID-01414,medium,candidate
skyharbor-air,SHA-NODE-00539,metric,SHA-02-00215 entity 0539,SHA-ENT-00539,SHA-EVID-01415,medium,candidate
skyharbor-air,SHA-NODE-00540,system,SHA-02-00216 entity 0540,SHA-ENT-00540,SHA-EVID-01416,high,candidate
skyharbor-air,SHA-NODE-00541,function,SHA-02-00217 entity 0541,SHA-ENT-00541,SHA-EVID-01417,high,candidate
skyharbor-air,SHA-NODE-00542,data_asset,SHA-02-00218 entity 0542,SHA-ENT-00542,SHA-EVID-01418,medium,candidate
skyharbor-air,SHA-NODE-00543,vendor,SHA-02-00219 entity 0543,SHA-ENT-00543,SHA-EVID-01419,medium,candidate
skyharbor-air,SHA-NODE-00544,program,SHA-02-00220 entity 0544,SHA-ENT-00544,SHA-EVID-01420,high,candidate
skyharbor-air,SHA-NODE-00545,control,SHA-02-00221 entity 0545,SHA-ENT-00545,SHA-EVID-01421,high,candidate
skyharbor-air,SHA-NODE-00546,metric,SHA-02-00222 entity 0546,SHA-ENT-00546,SHA-EVID-01422,medium,candidate
skyharbor-air,SHA-NODE-00547,system,SHA-02-00223 entity 0547,SHA-ENT-00547,SHA-EVID-01423,medium,candidate
skyharbor-air,SHA-NODE-00548,function,SHA-02-00224 entity 0548,SHA-ENT-00548,SHA-EVID-01424,high,candidate
skyharbor-air,SHA-NODE-00549,data_asset,SHA-02-00225 entity 0549,SHA-ENT-00549,SHA-EVID-01425,high,candidate
skyharbor-air,SHA-NODE-00550,vendor,SHA-02-00226 entity 0550,SHA-ENT-00550,SHA-EVID-01426,medium,candidate
skyharbor-air,SHA-NODE-00551,program,SHA-02-00227 entity 0551,SHA-ENT-00551,SHA-EVID-01427,medium,candidate
skyharbor-air,SHA-NODE-00552,control,SHA-02-00228 entity 0552,SHA-ENT-00552,SHA-EVID-01428,high,candidate
skyharbor-air,SHA-NODE-00553,metric,SHA-02-00229 entity 0553,SHA-ENT-00553,SHA-EVID-01429,high,candidate
skyharbor-air,SHA-NODE-00554,system,SHA-02-00230 entity 0554,SHA-ENT-00554,SHA-EVID-01430,medium,candidate
skyharbor-air,SHA-NODE-00555,function,SHA-02-00231 entity 0555,SHA-ENT-00555,SHA-EVID-01431,medium,candidate
skyharbor-air,SHA-NODE-00556,data_asset,SHA-02-00232 entity 0556,SHA-ENT-00556,SHA-EVID-01432,high,candidate
skyharbor-air,SHA-NODE-00557,vendor,SHA-02-00233 entity 0557,SHA-ENT-00557,SHA-EVID-01433,high,candidate
skyharbor-air,SHA-NODE-00558,program,SHA-02-00234 entity 0558,SHA-ENT-00558,SHA-EVID-01434,medium,candidate
skyharbor-air,SHA-NODE-00559,control,SHA-02-00235 entity 0559,SHA-ENT-00559,SHA-EVID-01435,medium,candidate
skyharbor-air,SHA-NODE-00560,metric,SHA-02-00236 entity 0560,SHA-ENT-00560,SHA-EVID-01436,high,candidate
skyharbor-air,SHA-NODE-00561,system,SHA-02-00237 entity 0561,SHA-ENT-00561,SHA-EVID-01437,high,candidate
skyharbor-air,SHA-NODE-00562,function,SHA-02-00238 entity 0562,SHA-ENT-00562,SHA-EVID-01438,medium,candidate
skyharbor-air,SHA-NODE-00563,data_asset,SHA-02-00239 entity 0563,SHA-ENT-00563,SHA-EVID-01439,medium,candidate
skyharbor-air,SHA-NODE-00564,vendor,SHA-02-00240 entity 0564,SHA-ENT-00564,SHA-EVID-01440,high,candidate
skyharbor-air,SHA-NODE-00565,program,SHA-02-00241 entity 0565,SHA-ENT-00565,SHA-EVID-01441,high,candidate
skyharbor-air,SHA-NODE-00566,control,SHA-02-00242 entity 0566,SHA-ENT-00566,SHA-EVID-01442,medium,candidate
skyharbor-air,SHA-NODE-00567,metric,SHA-02-00243 entity 0567,SHA-ENT-00567,SHA-EVID-01443,medium,candidate
skyharbor-air,SHA-NODE-00568,system,SHA-02-00244 entity 0568,SHA-ENT-00568,SHA-EVID-01444,high,candidate
skyharbor-air,SHA-NODE-00569,function,SHA-02-00245 entity 0569,SHA-ENT-00569,SHA-EVID-01445,high,candidate
skyharbor-air,SHA-NODE-00570,data_asset,SHA-02-00246 entity 0570,SHA-ENT-00570,SHA-EVID-01446,medium,candidate
skyharbor-air,SHA-NODE-00571,vendor,SHA-02-00247 entity 0571,SHA-ENT-00571,SHA-EVID-01447,medium,candidate
skyharbor-air,SHA-NODE-00572,program,SHA-02-00248 entity 0572,SHA-ENT-00572,SHA-EVID-01448,high,candidate
skyharbor-air,SHA-NODE-00573,control,SHA-02-00249 entity 0573,SHA-ENT-00573,SHA-EVID-01449,high,candidate
skyharbor-air,SHA-NODE-00574,metric,SHA-02-00250 entity 0574,SHA-ENT-00574,SHA-EVID-01450,medium,candidate
skyharbor-air,SHA-NODE-00575,system,SHA-02-00251 entity 0575,SHA-ENT-00575,SHA-EVID-01451,medium,candidate
skyharbor-air,SHA-NODE-00576,function,SHA-02-00252 entity 0576,SHA-ENT-00576,SHA-EVID-01452,high,candidate
skyharbor-air,SHA-NODE-00577,data_asset,SHA-02-00253 entity 0577,SHA-ENT-00577,SHA-EVID-01453,high,candidate
skyharbor-air,SHA-NODE-00578,vendor,SHA-02-00254 entity 0578,SHA-ENT-00578,SHA-EVID-01454,medium,candidate
skyharbor-air,SHA-NODE-00579,program,SHA-02-00255 entity 0579,SHA-ENT-00579,SHA-EVID-01455,medium,candidate
skyharbor-air,SHA-NODE-00580,control,SHA-02-00256 entity 0580,SHA-ENT-00580,SHA-EVID-01456,high,candidate
skyharbor-air,SHA-NODE-00581,metric,SHA-02-00257 entity 0581,SHA-ENT-00581,SHA-EVID-01457,high,candidate
skyharbor-air,SHA-NODE-00582,system,SHA-02-00258 entity 0582,SHA-ENT-00582,SHA-EVID-01458,medium,candidate
skyharbor-air,SHA-NODE-00583,function,SHA-02-00259 entity 0583,SHA-ENT-00583,SHA-EVID-01459,medium,candidate
skyharbor-air,SHA-NODE-00584,data_asset,SHA-02-00260 entity 0584,SHA-ENT-00584,SHA-EVID-01460,high,candidate
skyharbor-air,SHA-NODE-00585,vendor,flight operations capability 001 entity 0585,SHA-ENT-00585,SHA-EVID-01801,high,candidate
skyharbor-air,SHA-NODE-00586,program,operations control center capability 002 entity 0586,SHA-ENT-00586,SHA-EVID-01802,medium,candidate
skyharbor-air,SHA-NODE-00587,control,airport operations capability 003 entity 0587,SHA-ENT-00587,SHA-EVID-01803,medium,candidate
skyharbor-air,SHA-NODE-00588,metric,customer service capability 004 entity 0588,SHA-ENT-00588,SHA-EVID-01804,high,candidate
skyharbor-air,SHA-NODE-00589,system,loyalty capability 005 entity 0589,SHA-ENT-00589,SHA-EVID-01805,high,candidate
