tenant_key,evidence_id,source_file,source_row,evidence_type,evidence_status,checksum,active_candidate_status
skyharbor-air,SHA-EVID-00100,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,77,synthetic risk-control register,candidate_resolves_locally,537f506ed30870c4c947f8badc2cb25c14914b550f132802f09bbc8298db46db,candidate
skyharbor-air,SHA-EVID-00101,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,78,synthetic vendor obligation register,candidate_resolves_locally,a2dd7e92ec1a65a36373d8fbd34826f63870f67d31b1e43404160b9db242f21b,candidate
skyharbor-air,SHA-EVID-00102,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,79,synthetic operational metric register,candidate_resolves_locally,74074babaefd303d65da81d65f4aa9adc05b2d665d02a62094bb95bf44b11440,candidate
skyharbor-air,SHA-EVID-00103,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,80,synthetic source template,candidate_resolves_locally,221be1722cf5eab2102e0ec2002fd689b2b7bfd4b6aeef0f8047ec51e0093265,candidate
skyharbor-air,SHA-EVID-00104,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,81,synthetic interview excerpt,candidate_resolves_locally,0fd128a24ba38e6f76dc9b7e3913cbf991e230d97577cee938b5c75199e6b98b,candidate
skyharbor-air,SHA-EVID-00105,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,82,synthetic finance baseline,candidate_resolves_locally,ca94c2a3c59cd2e5ed5304e7bf4c532ecd24ce1560cdfc1989179dd7ed2e47d1,candidate
skyharbor-air,SHA-EVID-00106,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,83,synthetic risk-control register,candidate_resolves_locally,34bdaa9afa7668fbf5f245b139bc7ba6a913cc15e9c4a625275bccf0024a1da6,candidate
skyharbor-air,SHA-EVID-00107,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,84,synthetic vendor obligation register,candidate_resolves_locally,8173642596b9d511e8225ee907731b2c8594658d3fcbf4c21daa4be7932eb9ae,candidate
skyharbor-air,SHA-EVID-00108,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,85,synthetic operational metric register,candidate_resolves_locally,81a53dbb0e26c9ad4bf2751c65daad8db8d6812a1615c074c7d426ed8c5370f1,candidate
skyharbor-air,SHA-EVID-00109,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,86,synthetic source template,candidate_resolves_locally,3661fa8b43c0a9edd738f410bd352a41645e317551d6f9ade4037fa85532a8da,candidate
skyharbor-air,SHA-EVID-00110,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,87,synthetic interview excerpt,candidate_resolves_locally,48ed6bda5b14582ffc65ed9c0b2fffccf24c9c214c92502dd94892b83e4c13b1,candidate
skyharbor-air,SHA-EVID-00111,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,88,synthetic finance baseline,candidate_resolves_locally,4e070eb967ca6ee86f60afa735cc65d33c0899283f7e04410513305b2674d2cb,candidate
skyharbor-air,SHA-EVID-00112,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,89,synthetic risk-control register,candidate_resolves_locally,ce9665959210e23b51db4d98166f3cb6891bb0047b52a0f3e27f00eb53ac50c9,candidate
skyharbor-air,SHA-EVID-00113,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,90,synthetic vendor obligation register,candidate_resolves_locally,b6ea68adb1d147f7420ddf56c9fa42ede9a7d8c5f82299459d48b6332745dde6,candidate
skyharbor-air,SHA-EVID-00114,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,91,synthetic operational metric register,candidate_resolves_locally,248d749eb87434b41f03286f39525014a63e1d1cdf31421e7b90d4e27bbc046b,candidate
skyharbor-air,SHA-EVID-00115,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,92,synthetic source template,candidate_resolves_locally,29e9056ebf935a3c48ebaabe75ba52acc50a150c94321c703ee5ea3c324f0a07,candidate
skyharbor-air,SHA-EVID-00116,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,93,synthetic interview excerpt,candidate_resolves_locally,673a59f95482c182fc327103455233f0b63389c0d79d45ec9041de3b8d79fa63,candidate
skyharbor-air,SHA-EVID-00117,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,94,synthetic finance baseline,candidate_resolves_locally,495f4b540fd9193893aef267fef58fa2f355921da346e8303894c3968b89c357,candidate
skyharbor-air,SHA-EVID-00118,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,95,synthetic risk-control register,candidate_resolves_locally,16b134609fa7a0ce072791a51f74a0f16baccdc6757e6d071d1dd6a1a141f919,candidate
skyharbor-air,SHA-EVID-00119,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,96,synthetic vendor obligation register,candidate_resolves_locally,68a94a048a589ff04b00575131f575a527b8030f40c857d8f36abe70f3ffd7c9,candidate
skyharbor-air,SHA-EVID-00120,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,97,synthetic operational metric register,candidate_resolves_locally,4e7e8beb2bbdb8f4d8303a47801a3b176a273e6a66d30640d6e6c5ad447a6625,candidate
skyharbor-air,SHA-EVID-00121,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,98,synthetic source template,candidate_resolves_locally,a3a22b8e97092b2b1230da5e04ad5bc483d78921bf2b2752de1c25682f795f57,candidate
skyharbor-air,SHA-EVID-00122,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,99,synthetic interview excerpt,candidate_resolves_locally,6a20f76c699c007dd0284d35f82f95ada1d77016672323d2c8ce0fac440cef67,candidate
skyharbor-air,SHA-EVID-00123,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,100,synthetic finance baseline,candidate_resolves_locally,06568766dd4ee3e459acdee304ad18bde64de9944d9f56ad93db9275f08755d1,candidate
skyharbor-air,SHA-EVID-00124,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,101,synthetic risk-control register,candidate_resolves_locally,31032e589c883160f5fa95042d5f765faa91e811c101eb6f7617373eb89366dd,candidate
skyharbor-air,SHA-EVID-00125,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,102,synthetic vendor obligation register,candidate_resolves_locally,e9b6d2880f8793359ebc564b2a2c128952111a4dec9964c5fefdf8f599eea8f0,candidate
skyharbor-air,SHA-EVID-00126,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,103,synthetic operational metric register,candidate_resolves_locally,410f5962a57eb1376fa2e4876347c3b1f74eb2be2e43943b2ca568151c365a03,candidate
skyharbor-air,SHA-EVID-00127,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,104,synthetic source template,candidate_resolves_locally,3e811bba931e57eea4d1f270f08070be1e9ad08bf7d6b6e3912b28eeaaa178da,candidate
skyharbor-air,SHA-EVID-00128,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,105,synthetic interview excerpt,candidate_resolves_locally,9d16ffdf2976c1580941ceef9e36a0483c9c092dc3a66b596a45c42e66ebcd71,candidate
skyharbor-air,SHA-EVID-00129,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,106,synthetic finance baseline,candidate_resolves_locally,7befb2d5cfabcd0cd891ef382a130c3e384ed6060028f8e51a4e85fff9cee30a,candidate
skyharbor-air,SHA-EVID-00130,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,107,synthetic risk-control register,candidate_resolves_locally,f42974d71a909255c5a184c7d0ac2c9b1235421cd461ad9ae32b2c972b449228,candidate
skyharbor-air,SHA-EVID-00131,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,108,synthetic vendor obligation register,candidate_resolves_locally,08bb81c952d09b77573ee8b794d223c3c1befa204f2e80ba6f2c125bd611f834,candidate
skyharbor-air,SHA-EVID-00132,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,109,synthetic operational metric register,candidate_resolves_locally,6ae6a7c74ee13920961aad0d7c6a1c12a2f4edbd010dc8212baed635fb4254cb,candidate
skyharbor-air,SHA-EVID-00133,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,110,synthetic source template,candidate_resolves_locally,e0977bc7bba5865007759987f9144c62ab16672a71ef992f38af1397abbaeac9,candidate
skyharbor-air,SHA-EVID-00134,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,111,synthetic interview excerpt,candidate_resolves_locally,8ade377fd1d9579fc6759db1c46defbd79c3d35dd57310acc42c1bad44e2e2de,candidate
skyharbor-air,SHA-EVID-00135,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,112,synthetic finance baseline,candidate_resolves_locally,35fb5a3949916e083be59c2d158b1856ce15884a1044436de364bab548d7b3db,candidate
skyharbor-air,SHA-EVID-00136,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,113,synthetic risk-control register,candidate_resolves_locally,0cea8c9695ee8558992e2933ef0ff700b24ef249ecbb55285e36c42785bf4f41,candidate
skyharbor-air,SHA-EVID-00137,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,114,synthetic vendor obligation register,candidate_resolves_locally,4782bfe814ab94b065d00f2a45decaef0462f6b8cba35dee0c6c5f52e627334b,candidate
skyharbor-air,SHA-EVID-00138,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,115,synthetic operational metric register,candidate_resolves_locally,1b9b94bd75c7f50b032175946fe75656d8fb28098727646a64ce517eff4178da,candidate
skyharbor-air,SHA-EVID-00139,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,116,synthetic source template,candidate_resolves_locally,f8324b347278ddb56dc41fc94562d5f413d0b6932a7de4695fd6ae2931ec2ca4,candidate
skyharbor-air,SHA-EVID-00140,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,117,synthetic interview excerpt,candidate_resolves_locally,0033e7a8a6c749d55d84f893aaa320476abeec873e52066c4d8791c76169736a,candidate
