entity_id,entity_name,entity_scope,parent_entity_id,parent_entity_name,portfolio_company_id,portfolio_company_name,team_id,team_name,executive_owner_role,leader_name,reports_to_role,domain,head_count_fte,offshore_pct,annual_budget_usd,decision_rights,key_initiatives_owned,source_file,source_row,value_source
LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-GLP,Great Lakes Pantry Services,OWN-OPCO-GLP-010-vp-supply-chain,Great Lakes Pantry leadership,VP Supply Chain,Nolan Patel,Great Lakes Pantry President,Business,8,,0,"Owns procurement, planning, warehousing, logistics","workplace foodservice, vending, micro-market, and route replenishment execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,71,tenant_file
LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-GLP,Great Lakes Pantry Services,OWN-OPCO-GLP-011-vp-commercial-operations,Great Lakes Pantry leadership,VP Commercial Operations,Asha Bennett,Great Lakes Pantry President,Business,18,,0,"Owns sales operations, customer service, quoting","workplace foodservice, vending, micro-market, and route replenishment execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,72,tenant_file
LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-GLP,Great Lakes Pantry Services,OWN-OPCO-GLP-012-director-data-and-analyt,Great Lakes Pantry leadership,Director Data and Analytics,Graham Marchetti,Great Lakes Pantry President,IT,4,,0,"Owns local reporting, data stewardship, and analytics adoption",Great Lakes Pantry operating model modernization,V7_03_org_ownership.csv,73,tenant_file
LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-GLP,Great Lakes Pantry Services,OWN-OPCO-GLP-013-it-operations-manager,Great Lakes Pantry leadership,IT Operations Manager,Iris Morrison,Great Lakes Pantry President,IT,18,,11700000,"Owns local service desk, endpoint, network, and plant/branch support",Great Lakes Pantry application rationalization; data quality gates; corporate platform adoption,V7_03_org_ownership.csv,74,tenant_file
LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-GLP,Great Lakes Pantry Services,OWN-OPCO-GLP-014-business-process-owner,Great Lakes Pantry leadership,Business Process Owner,Mateo Chen,Great Lakes Pantry President,Business,4,,0,Owns process standardization and improvement backlog,Great Lakes Pantry operating model modernization,V7_03_org_ownership.csv,75,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-001-president,HarborPoint leadership,President,Maya Bennett,Lakeshore CEO,Business,6,,1050000000,"Owns OpCo P&L, strategy, and operating performance",HarborPoint operating model modernization,V7_03_org_ownership.csv,76,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-002-chief-financial-officer,HarborPoint leadership,Chief Financial Officer,Victor Morrison,HarborPoint President,Business,7,,0,"Owns financial performance, controls, and value proof",HarborPoint operating model modernization,V7_03_org_ownership.csv,77,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-003-chief-operating-officer,HarborPoint leadership,Chief Operating Officer,Elena Bennett,HarborPoint President,Business,32,,0,"Owns plant, branch, logistics, quality, and field execution","industrial packaging, print, corrugate, and contract manufacturing execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,78,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-004-chief-information-office,HarborPoint leadership,Chief Information Officer,Marcus Reilly,HarborPoint President,IT,16,,25100000,"Owns OpCo technology roadmap, local systems, and corporate alignment",HarborPoint application rationalization; data quality gates; corporate platform adoption,V7_03_org_ownership.csv,79,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-005-vp-finance,HarborPoint leadership,VP Finance,Priya Donnelly,HarborPoint President,Business,13,,15750000,"Owns FP&A, month-end close support, and management reporting",local P&L automation; billing/reconciliation evidence; margin leakage analysis,V7_03_org_ownership.csv,80,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-006-controller,HarborPoint leadership,Controller,Daniel Patel,HarborPoint President,Business,13,,15750000,"Owns accounting controls, reconciliations, audit evidence",local P&L automation; billing/reconciliation evidence; margin leakage analysis,V7_03_org_ownership.csv,81,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-007-hr-director,HarborPoint leadership,HR Director,Sofia Walker,HarborPoint President,Business,9,,0,"Owns workforce planning, employee relations, HR service delivery",workforce service catalog; frontline knowledge assistant; skills/certification visibility,V7_03_org_ownership.csv,82,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-008-general-counsel-legal-le,HarborPoint leadership,General Counsel / Legal Lead,Jordan Nguyen,HarborPoint President,Business,7,,0,"Owns contracts, disputes, legal operations, compliance coordination",contract obligation evidence; compliance intake; policy-grounded AI review,V7_03_org_ownership.csv,83,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-009-vp-operations,HarborPoint leadership,VP Operations,Leah Keller,HarborPoint President,Business,32,,0,"Owns production, distribution, and service delivery performance","industrial packaging, print, corrugate, and contract manufacturing execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,84,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-010-vp-supply-chain,HarborPoint leadership,VP Supply Chain,Nolan Morrison,HarborPoint President,Business,14,,0,"Owns procurement, planning, warehousing, logistics","industrial packaging, print, corrugate, and contract manufacturing execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,85,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-011-vp-commercial-operations,HarborPoint leadership,VP Commercial Operations,Asha Hale,HarborPoint President,Business,32,,0,"Owns sales operations, customer service, quoting","industrial packaging, print, corrugate, and contract manufacturing execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,86,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-012-director-data-and-analyt,HarborPoint leadership,Director Data and Analytics,Graham Ortiz,HarborPoint President,IT,7,,0,"Owns local reporting, data stewardship, and analytics adoption",HarborPoint operating model modernization,V7_03_org_ownership.csv,87,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-013-it-operations-manager,HarborPoint leadership,IT Operations Manager,Iris Walker,HarborPoint President,IT,32,,25100000,"Owns local service desk, endpoint, network, and plant/branch support",HarborPoint application rationalization; data quality gates; corporate platform adoption,V7_03_org_ownership.csv,88,tenant_file
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,OWN-OPCO-HPG-014-business-process-owner,HarborPoint leadership,Business Process Owner,Mateo Nguyen,HarborPoint President,Business,7,,0,Owns process standardization and improvement backlog,HarborPoint operating model modernization,V7_03_org_ownership.csv,89,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-001-president,Riverton leadership,President,Maya Ortiz,Lakeshore CEO,Business,6,,1180000000,"Owns OpCo P&L, strategy, and operating performance",Riverton operating model modernization,V7_03_org_ownership.csv,90,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-002-chief-financial-officer,Riverton leadership,Chief Financial Officer,Victor Keller,Riverton President,Business,8,,0,"Owns financial performance, controls, and value proof",Riverton operating model modernization,V7_03_org_ownership.csv,91,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-003-chief-operating-officer,Riverton leadership,Chief Operating Officer,Elena Ortiz,Riverton President,Business,36,,0,"Owns plant, branch, logistics, quality, and field execution",industrial components fabrication plus technical field services execution cockpit; exception triage; process baseline,V7_03_org_ownership.csv,92,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-004-chief-information-office,Riverton leadership,Chief Information Officer,Marcus Bennett,Riverton President,IT,18,,28500000,"Owns OpCo technology roadmap, local systems, and corporate alignment",Riverton application rationalization; data quality gates; corporate platform adoption,V7_03_org_ownership.csv,93,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-005-vp-finance,Riverton leadership,VP Finance,Priya Okafor,Riverton President,Business,14,,17700000,"Owns FP&A, month-end close support, and management reporting",local P&L automation; billing/reconciliation evidence; margin leakage analysis,V7_03_org_ownership.csv,94,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-006-controller,Riverton leadership,Controller,Daniel Reilly,Riverton President,Business,14,,17700000,"Owns accounting controls, reconciliations, audit evidence",local P&L automation; billing/reconciliation evidence; margin leakage analysis,V7_03_org_ownership.csv,95,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-007-hr-director,Riverton leadership,HR Director,Sofia Donnelly,Riverton President,Business,10,,0,"Owns workforce planning, employee relations, HR service delivery",workforce service catalog; frontline knowledge assistant; skills/certification visibility,V7_03_org_ownership.csv,96,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-008-general-counsel-legal-le,Riverton leadership,General Counsel / Legal Lead,Jordan Santos,Riverton President,Business,8,,0,"Owns contracts, disputes, legal operations, compliance coordination",contract obligation evidence; compliance intake; policy-grounded AI review,V7_03_org_ownership.csv,97,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-009-vp-operations,Riverton leadership,VP Operations,Leah Hale,Riverton President,Business,36,,0,"Owns production, distribution, and service delivery performance",industrial components fabrication plus technical field services execution cockpit; exception triage; process baseline,V7_03_org_ownership.csv,98,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-010-vp-supply-chain,Riverton leadership,VP Supply Chain,Nolan Keller,Riverton President,Business,16,,0,"Owns procurement, planning, warehousing, logistics",industrial components fabrication plus technical field services execution cockpit; exception triage; process baseline,V7_03_org_ownership.csv,99,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-011-vp-commercial-operations,Riverton leadership,VP Commercial Operations,Asha Patel,Riverton President,Business,36,,0,"Owns sales operations, customer service, quoting",industrial components fabrication plus technical field services execution cockpit; exception triage; process baseline,V7_03_org_ownership.csv,100,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-012-director-data-and-analyt,Riverton leadership,Director Data and Analytics,Graham Nguyen,Riverton President,IT,8,,0,"Owns local reporting, data stewardship, and analytics adoption",Riverton operating model modernization,V7_03_org_ownership.csv,101,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-013-it-operations-manager,Riverton leadership,IT Operations Manager,Iris Donnelly,Riverton President,IT,36,,28500000,"Owns local service desk, endpoint, network, and plant/branch support",Riverton application rationalization; data quality gates; corporate platform adoption,V7_03_org_ownership.csv,102,tenant_file
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,OWN-OPCO-RCF-014-business-process-owner,Riverton leadership,Business Process Owner,Mateo Santos,Riverton President,Business,8,,0,Owns process standardization and improvement backlog,Riverton operating model modernization,V7_03_org_ownership.csv,103,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-001-president,Keystone leadership,President,Maya Ortiz,Lakeshore CEO,Business,6,,1330000000,"Owns OpCo P&L, strategy, and operating performance",Keystone operating model modernization,V7_03_org_ownership.csv,104,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-002-chief-financial-officer,Keystone leadership,Chief Financial Officer,Victor Keller,Keystone President,Business,6,,0,"Owns financial performance, controls, and value proof",Keystone operating model modernization,V7_03_org_ownership.csv,105,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-003-chief-operating-officer,Keystone leadership,Chief Operating Officer,Elena Ortiz,Keystone President,Business,29,,0,"Owns plant, branch, logistics, quality, and field execution","contracted industrial services, facilities support, and equipment lifecycle services execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,106,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-004-chief-information-office,Keystone leadership,Chief Information Officer,Marcus Bennett,Keystone President,IT,14,,23400000,"Owns OpCo technology roadmap, local systems, and corporate alignment",Keystone application rationalization; data quality gates; corporate platform adoption,V7_03_org_ownership.csv,107,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-005-vp-finance,Keystone leadership,VP Finance,Priya Okafor,Keystone President,Business,11,,19950000,"Owns FP&A, month-end close support, and management reporting",local P&L automation; billing/reconciliation evidence; margin leakage analysis,V7_03_org_ownership.csv,108,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-006-controller,Keystone leadership,Controller,Daniel Reilly,Keystone President,Business,11,,19950000,"Owns accounting controls, reconciliations, audit evidence",local P&L automation; billing/reconciliation evidence; margin leakage analysis,V7_03_org_ownership.csv,109,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-007-hr-director,Keystone leadership,HR Director,Sofia Donnelly,Keystone President,Business,8,,0,"Owns workforce planning, employee relations, HR service delivery",workforce service catalog; frontline knowledge assistant; skills/certification visibility,V7_03_org_ownership.csv,110,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-008-general-counsel-legal-le,Keystone leadership,General Counsel / Legal Lead,Jordan Santos,Keystone President,Business,6,,0,"Owns contracts, disputes, legal operations, compliance coordination",contract obligation evidence; compliance intake; policy-grounded AI review,V7_03_org_ownership.csv,111,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-009-vp-operations,Keystone leadership,VP Operations,Leah Hale,Keystone President,Business,29,,0,"Owns production, distribution, and service delivery performance","contracted industrial services, facilities support, and equipment lifecycle services execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,112,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-010-vp-supply-chain,Keystone leadership,VP Supply Chain,Nolan Keller,Keystone President,Business,13,,0,"Owns procurement, planning, warehousing, logistics","contracted industrial services, facilities support, and equipment lifecycle services execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,113,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-011-vp-commercial-operations,Keystone leadership,VP Commercial Operations,Asha Patel,Keystone President,Business,29,,0,"Owns sales operations, customer service, quoting","contracted industrial services, facilities support, and equipment lifecycle services execution cockpit; exception triage; process baseline",V7_03_org_ownership.csv,114,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-012-director-data-and-analyt,Keystone leadership,Director Data and Analytics,Graham Nguyen,Keystone President,IT,6,,0,"Owns local reporting, data stewardship, and analytics adoption",Keystone operating model modernization,V7_03_org_ownership.csv,115,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-013-it-operations-manager,Keystone leadership,IT Operations Manager,Iris Donnelly,Keystone President,IT,29,,23400000,"Owns local service desk, endpoint, network, and plant/branch support",Keystone application rationalization; data quality gates; corporate platform adoption,V7_03_org_ownership.csv,116,tenant_file
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,OWN-OPCO-KIS-014-business-process-owner,Keystone leadership,Business Process Owner,Mateo Santos,Keystone President,Business,6,,0,Owns process standardization and improvement backlog,Keystone operating model modernization,V7_03_org_ownership.csv,117,tenant_file
