person_key,team_id,role_family,employment_type,level,location
MR-ROLE-0303,TEAM-MR-EPIC-OR-ED,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0304,TEAM-MR-EPIC-OR-ED,analyst,fte,director,Hybrid
MR-ROLE-0305,TEAM-MR-EPIC-OR-ED,engineer,fte,L1,Sacramento
MR-ROLE-0306,TEAM-MR-EPIC-OR-ED,app_specialist,contractor,L2,Roseville
MR-ROLE-0307,TEAM-MR-EPIC-OR-ED,security_engineer,fte,L3,Oakland
MR-ROLE-0308,TEAM-MR-EPIC-OR-ED,data_engineer,fte,L4,Remote CA
MR-ROLE-0309,TEAM-MR-EPIC-OR-ED,service_desk,fte,director,Hybrid
MR-ROLE-0310,TEAM-MR-EPIC-OR-ED,product_manager,fte,L1,Sacramento
MR-ROLE-0311,TEAM-MR-EPIC-OR-ED,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0312,TEAM-MR-EPIC-OR-ED,analyst,fte,L3,Oakland
MR-ROLE-0313,TEAM-MR-EPIC-OR-ED,engineer,fte,L4,Remote CA
MR-ROLE-0314,TEAM-MR-EPIC-OR-ED,app_specialist,fte,director,Hybrid
MR-ROLE-0315,TEAM-MR-EPIC-OR-ED,security_engineer,contractor,L1,Sacramento
MR-ROLE-0316,TEAM-MR-EPIC-OR-ED,data_engineer,fte,L2,Roseville
MR-ROLE-0317,TEAM-MR-EPIC-OR-ED,service_desk,fte,L3,Oakland
MR-ROLE-0318,TEAM-MR-EPIC-OR-ED,product_manager,fte,L4,Remote CA
MR-ROLE-0319,TEAM-MR-EPIC-OR-ED,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0320,TEAM-MR-EPIC-OR-ED,analyst,fte,L1,Sacramento
MR-ROLE-0321,TEAM-MR-EPIC-OR-ED,engineer,fte,L2,Roseville
MR-ROLE-0322,TEAM-MR-EPIC-OR-ED,app_specialist,fte,L3,Oakland
MR-ROLE-0323,TEAM-MR-EPIC-OR-ED,security_engineer,fte,L4,Remote CA
MR-ROLE-0324,TEAM-MR-EPIC-OR-ED,data_engineer,contractor,director,Hybrid
MR-ROLE-0325,TEAM-MR-EPIC-OR-ED,service_desk,fte,L1,Sacramento
MR-ROLE-0326,TEAM-MR-EPIC-OR-ED,product_manager,fte,L2,Roseville
MR-ROLE-0327,TEAM-MR-EPIC-OR-ED,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0328,TEAM-MR-EPIC-OR-ED,analyst,fte,L4,Remote CA
MR-ROLE-0329,TEAM-MR-EPIC-OR-ED,engineer,fte,director,Hybrid
MR-ROLE-0330,TEAM-MR-EPIC-OR-ED,app_specialist,fte,L1,Sacramento
MR-ROLE-0331,TEAM-MR-EPIC-OR-ED,security_engineer,fte,L2,Roseville
MR-ROLE-0332,TEAM-MR-EPIC-OR-ED,data_engineer,fte,L3,Oakland
MR-ROLE-0333,TEAM-MR-EPIC-OR-ED,service_desk,contractor,L4,Remote CA
MR-ROLE-0334,TEAM-MR-EPIC-OR-ED,product_manager,fte,director,Hybrid
MR-ROLE-0335,TEAM-MR-EPIC-OR-ED,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0336,TEAM-MR-EPIC-OR-ED,analyst,fte,L2,Roseville
MR-ROLE-0337,TEAM-MR-EPIC-OR-ED,engineer,fte,L3,Oakland
MR-ROLE-0338,TEAM-MR-EPIC-OR-ED,app_specialist,fte,L4,Remote CA
MR-ROLE-0339,TEAM-MR-EPIC-OR-ED,security_engineer,fte,director,Hybrid
MR-ROLE-0340,TEAM-MR-EPIC-OR-ED,data_engineer,fte,L1,Sacramento
MR-ROLE-0341,TEAM-MR-INTEGRATION,service_desk,fte,L2,Roseville
MR-ROLE-0342,TEAM-MR-INTEGRATION,product_manager,contractor,L3,Oakland
MR-ROLE-0343,TEAM-MR-INTEGRATION,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0344,TEAM-MR-INTEGRATION,analyst,fte,director,Hybrid
MR-ROLE-0345,TEAM-MR-INTEGRATION,engineer,fte,L1,Sacramento
MR-ROLE-0346,TEAM-MR-INTEGRATION,app_specialist,fte,L2,Roseville
MR-ROLE-0347,TEAM-MR-INTEGRATION,security_engineer,fte,L3,Oakland
MR-ROLE-0348,TEAM-MR-INTEGRATION,data_engineer,fte,L4,Remote CA
MR-ROLE-0349,TEAM-MR-INTEGRATION,service_desk,fte,director,Hybrid
MR-ROLE-0350,TEAM-MR-INTEGRATION,product_manager,fte,L1,Sacramento
MR-ROLE-0351,TEAM-MR-INTEGRATION,clinical_informaticist,contractor,L2,Roseville
MR-ROLE-0352,TEAM-MR-INTEGRATION,analyst,fte,L3,Oakland
MR-ROLE-0353,TEAM-MR-INTEGRATION,engineer,fte,L4,Remote CA
MR-ROLE-0354,TEAM-MR-INTEGRATION,app_specialist,fte,director,Hybrid
MR-ROLE-0355,TEAM-MR-INTEGRATION,security_engineer,fte,L1,Sacramento
MR-ROLE-0356,TEAM-MR-INTEGRATION,data_engineer,fte,L2,Roseville
MR-ROLE-0357,TEAM-MR-INTEGRATION,service_desk,fte,L3,Oakland
MR-ROLE-0358,TEAM-MR-INTEGRATION,product_manager,fte,L4,Remote CA
MR-ROLE-0359,TEAM-MR-INTEGRATION,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0360,TEAM-MR-INTEGRATION,analyst,contractor,L1,Sacramento
MR-ROLE-0361,TEAM-MR-INTEGRATION,engineer,fte,L2,Roseville
MR-ROLE-0362,TEAM-MR-INTEGRATION,app_specialist,fte,L3,Oakland
MR-ROLE-0363,TEAM-MR-INTEGRATION,security_engineer,fte,L4,Remote CA
MR-ROLE-0364,TEAM-MR-INTEGRATION,data_engineer,fte,director,Hybrid
MR-ROLE-0365,TEAM-MR-INTEGRATION,service_desk,fte,L1,Sacramento
MR-ROLE-0366,TEAM-MR-INTEGRATION,product_manager,fte,L2,Roseville
MR-ROLE-0367,TEAM-MR-INTEGRATION,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0368,TEAM-MR-INTEGRATION,analyst,fte,L4,Remote CA
MR-ROLE-0369,TEAM-MR-INTEGRATION,engineer,contractor,director,Hybrid
MR-ROLE-0370,TEAM-MR-INTEGRATION,app_specialist,fte,L1,Sacramento
MR-ROLE-0371,TEAM-MR-INTEGRATION,security_engineer,fte,L2,Roseville
MR-ROLE-0372,TEAM-MR-INTEGRATION,data_engineer,fte,L3,Oakland
MR-ROLE-0373,TEAM-MR-INTEGRATION,service_desk,fte,L4,Remote CA
MR-ROLE-0374,TEAM-MR-INTEGRATION,product_manager,fte,director,Hybrid
MR-ROLE-0375,TEAM-MR-INTEGRATION,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0376,TEAM-MR-INTEGRATION,analyst,fte,L2,Roseville
MR-ROLE-0377,TEAM-MR-INTEGRATION,engineer,fte,L3,Oakland
MR-ROLE-0378,TEAM-MR-INTEGRATION,app_specialist,contractor,L4,Remote CA
MR-ROLE-0379,TEAM-MR-INTEGRATION,security_engineer,fte,director,Hybrid
MR-ROLE-0380,TEAM-MR-INTEGRATION,data_engineer,fte,L1,Sacramento
MR-ROLE-0381,TEAM-MR-INTEGRATION,service_desk,fte,L2,Roseville
MR-ROLE-0382,TEAM-MR-INTEGRATION,product_manager,fte,L3,Oakland
MR-ROLE-0383,TEAM-MR-INTEGRATION,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0384,TEAM-MR-INTEGRATION,analyst,fte,director,Hybrid
MR-ROLE-0385,TEAM-MR-INTEGRATION,engineer,fte,L1,Sacramento
MR-ROLE-0386,TEAM-MR-INTEGRATION,app_specialist,fte,L2,Roseville
MR-ROLE-0387,TEAM-MR-INTEGRATION,security_engineer,contractor,L3,Oakland
MR-ROLE-0388,TEAM-MR-INTEGRATION,data_engineer,fte,L4,Remote CA
MR-ROLE-0389,TEAM-MR-INTEGRATION,service_desk,fte,director,Hybrid
MR-ROLE-0390,TEAM-MR-INTEGRATION,product_manager,fte,L1,Sacramento
MR-ROLE-0391,TEAM-MR-INTEGRATION,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0392,TEAM-MR-INTEGRATION,analyst,fte,L3,Oakland
MR-ROLE-0393,TEAM-MR-INTEGRATION,engineer,fte,L4,Remote CA
MR-ROLE-0394,TEAM-MR-INTEGRATION,app_specialist,fte,director,Hybrid
MR-ROLE-0395,TEAM-MR-INTEGRATION,security_engineer,fte,L1,Sacramento
MR-ROLE-0396,TEAM-MR-INTEGRATION,data_engineer,contractor,L2,Roseville
MR-ROLE-0397,TEAM-MR-INTEGRATION,service_desk,fte,L3,Oakland
MR-ROLE-0398,TEAM-MR-INTEGRATION,product_manager,fte,L4,Remote CA
MR-ROLE-0399,TEAM-MR-INTEGRATION,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0400,TEAM-MR-INTEGRATION,analyst,fte,L1,Sacramento
MR-ROLE-0401,TEAM-MR-INTEGRATION,engineer,fte,L2,Roseville
MR-ROLE-0402,TEAM-MR-INTEGRATION,app_specialist,fte,L3,Oakland
MR-ROLE-0403,TEAM-MR-INTEGRATION,security_engineer,fte,L4,Remote CA
MR-ROLE-0404,TEAM-MR-INTEGRATION,data_engineer,fte,director,Hybrid
MR-ROLE-0405,TEAM-MR-INTEGRATION,service_desk,contractor,L1,Sacramento
MR-ROLE-0406,TEAM-MR-INTEGRATION,product_manager,fte,L2,Roseville
MR-ROLE-0407,TEAM-MR-INTEGRATION,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0408,TEAM-MR-INTEGRATION,analyst,fte,L4,Remote CA
MR-ROLE-0409,TEAM-MR-INTEGRATION,engineer,fte,director,Hybrid
MR-ROLE-0410,TEAM-MR-INTEGRATION,app_specialist,fte,L1,Sacramento
MR-ROLE-0411,TEAM-MR-INTEGRATION,security_engineer,fte,L2,Roseville
MR-ROLE-0412,TEAM-MR-INTEGRATION,data_engineer,fte,L3,Oakland
MR-ROLE-0413,TEAM-MR-INTEGRATION,service_desk,fte,L4,Remote CA
MR-ROLE-0414,TEAM-MR-INTEGRATION,product_manager,contractor,director,Hybrid
MR-ROLE-0415,TEAM-MR-INTEGRATION,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0416,TEAM-MR-INTEGRATION,analyst,fte,L2,Roseville
MR-ROLE-0417,TEAM-MR-INTEGRATION,engineer,fte,L3,Oakland
MR-ROLE-0418,TEAM-MR-INTEGRATION,app_specialist,fte,L4,Remote CA
MR-ROLE-0419,TEAM-MR-INTEGRATION,security_engineer,fte,director,Hybrid
MR-ROLE-0420,TEAM-MR-INTEGRATION,data_engineer,fte,L1,Sacramento
MR-ROLE-0421,TEAM-MR-INTEGRATION,service_desk,fte,L2,Roseville
MR-ROLE-0422,TEAM-MR-INTEGRATION,product_manager,fte,L3,Oakland
MR-ROLE-0423,TEAM-MR-INTEGRATION,clinical_informaticist,contractor,L4,Remote CA
MR-ROLE-0424,TEAM-MR-INTEGRATION,analyst,fte,director,Hybrid
MR-ROLE-0425,TEAM-MR-INTEGRATION,engineer,fte,L1,Sacramento
MR-ROLE-0426,TEAM-MR-INFRA,app_specialist,fte,L2,Roseville
MR-ROLE-0427,TEAM-MR-INFRA,security_engineer,fte,L3,Oakland
MR-ROLE-0428,TEAM-MR-INFRA,data_engineer,fte,L4,Remote CA
MR-ROLE-0429,TEAM-MR-INFRA,service_desk,fte,director,Hybrid
MR-ROLE-0430,TEAM-MR-INFRA,product_manager,fte,L1,Sacramento
MR-ROLE-0431,TEAM-MR-INFRA,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0432,TEAM-MR-INFRA,analyst,contractor,L3,Oakland
MR-ROLE-0433,TEAM-MR-INFRA,engineer,fte,L4,Remote CA
MR-ROLE-0434,TEAM-MR-INFRA,app_specialist,fte,director,Hybrid
MR-ROLE-0435,TEAM-MR-INFRA,security_engineer,fte,L1,Sacramento
MR-ROLE-0436,TEAM-MR-INFRA,data_engineer,fte,L2,Roseville
MR-ROLE-0437,TEAM-MR-INFRA,service_desk,fte,L3,Oakland
MR-ROLE-0438,TEAM-MR-INFRA,product_manager,fte,L4,Remote CA
MR-ROLE-0439,TEAM-MR-INFRA,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0440,TEAM-MR-INFRA,analyst,fte,L1,Sacramento
MR-ROLE-0441,TEAM-MR-INFRA,engineer,contractor,L2,Roseville
MR-ROLE-0442,TEAM-MR-INFRA,app_specialist,fte,L3,Oakland
MR-ROLE-0443,TEAM-MR-INFRA,security_engineer,fte,L4,Remote CA
MR-ROLE-0444,TEAM-MR-INFRA,data_engineer,fte,director,Hybrid
MR-ROLE-0445,TEAM-MR-INFRA,service_desk,fte,L1,Sacramento
MR-ROLE-0446,TEAM-MR-INFRA,product_manager,fte,L2,Roseville
MR-ROLE-0447,TEAM-MR-INFRA,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0448,TEAM-MR-INFRA,analyst,fte,L4,Remote CA
MR-ROLE-0449,TEAM-MR-INFRA,engineer,fte,director,Hybrid
MR-ROLE-0450,TEAM-MR-INFRA,app_specialist,contractor,L1,Sacramento
MR-ROLE-0451,TEAM-MR-INFRA,security_engineer,fte,L2,Roseville
MR-ROLE-0452,TEAM-MR-INFRA,data_engineer,fte,L3,Oakland
MR-ROLE-0453,TEAM-MR-INFRA,service_desk,fte,L4,Remote CA
MR-ROLE-0454,TEAM-MR-INFRA,product_manager,fte,director,Hybrid
MR-ROLE-0455,TEAM-MR-INFRA,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0456,TEAM-MR-INFRA,analyst,fte,L2,Roseville
MR-ROLE-0457,TEAM-MR-INFRA,engineer,fte,L3,Oakland
MR-ROLE-0458,TEAM-MR-INFRA,app_specialist,fte,L4,Remote CA
MR-ROLE-0459,TEAM-MR-INFRA,security_engineer,contractor,director,Hybrid
MR-ROLE-0460,TEAM-MR-INFRA,data_engineer,fte,L1,Sacramento
MR-ROLE-0461,TEAM-MR-INFRA,service_desk,fte,L2,Roseville
MR-ROLE-0462,TEAM-MR-INFRA,product_manager,fte,L3,Oakland
MR-ROLE-0463,TEAM-MR-INFRA,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0464,TEAM-MR-INFRA,analyst,fte,director,Hybrid
MR-ROLE-0465,TEAM-MR-INFRA,engineer,fte,L1,Sacramento
MR-ROLE-0466,TEAM-MR-INFRA,app_specialist,fte,L2,Roseville
MR-ROLE-0467,TEAM-MR-INFRA,security_engineer,fte,L3,Oakland
MR-ROLE-0468,TEAM-MR-INFRA,data_engineer,contractor,L4,Remote CA
MR-ROLE-0469,TEAM-MR-INFRA,service_desk,fte,director,Hybrid
MR-ROLE-0470,TEAM-MR-INFRA,product_manager,fte,L1,Sacramento
MR-ROLE-0471,TEAM-MR-INFRA,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0472,TEAM-MR-INFRA,analyst,fte,L3,Oakland
MR-ROLE-0473,TEAM-MR-INFRA,engineer,fte,L4,Remote CA
MR-ROLE-0474,TEAM-MR-INFRA,app_specialist,fte,director,Hybrid
MR-ROLE-0475,TEAM-MR-INFRA,security_engineer,fte,L1,Sacramento
MR-ROLE-0476,TEAM-MR-INFRA,data_engineer,fte,L2,Roseville
MR-ROLE-0477,TEAM-MR-INFRA,service_desk,contractor,L3,Oakland
MR-ROLE-0478,TEAM-MR-INFRA,product_manager,fte,L4,Remote CA
MR-ROLE-0479,TEAM-MR-INFRA,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0480,TEAM-MR-INFRA,analyst,fte,L1,Sacramento
MR-ROLE-0481,TEAM-MR-INFRA,engineer,fte,L2,Roseville
MR-ROLE-0482,TEAM-MR-INFRA,app_specialist,fte,L3,Oakland
MR-ROLE-0483,TEAM-MR-INFRA,security_engineer,fte,L4,Remote CA
MR-ROLE-0484,TEAM-MR-INFRA,data_engineer,fte,director,Hybrid
MR-ROLE-0485,TEAM-MR-INFRA,service_desk,fte,L1,Sacramento
MR-ROLE-0486,TEAM-MR-INFRA,product_manager,contractor,L2,Roseville
MR-ROLE-0487,TEAM-MR-INFRA,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0488,TEAM-MR-INFRA,analyst,fte,L4,Remote CA
MR-ROLE-0489,TEAM-MR-INFRA,engineer,fte,director,Hybrid
MR-ROLE-0490,TEAM-MR-INFRA,app_specialist,fte,L1,Sacramento
MR-ROLE-0491,TEAM-MR-INFRA,security_engineer,fte,L2,Roseville
MR-ROLE-0492,TEAM-MR-INFRA,data_engineer,fte,L3,Oakland
MR-ROLE-0493,TEAM-MR-INFRA,service_desk,fte,L4,Remote CA
MR-ROLE-0494,TEAM-MR-INFRA,product_manager,fte,director,Hybrid
MR-ROLE-0495,TEAM-MR-INFRA,clinical_informaticist,contractor,L1,Sacramento
MR-ROLE-0496,TEAM-MR-INFRA,analyst,fte,L2,Roseville
MR-ROLE-0497,TEAM-MR-INFRA,engineer,fte,L3,Oakland
MR-ROLE-0498,TEAM-MR-INFRA,app_specialist,fte,L4,Remote CA
MR-ROLE-0499,TEAM-MR-INFRA,security_engineer,fte,director,Hybrid
MR-ROLE-0500,TEAM-MR-INFRA,data_engineer,fte,L1,Sacramento
MR-ROLE-0501,TEAM-MR-INFRA,service_desk,fte,L2,Roseville
MR-ROLE-0502,TEAM-MR-INFRA,product_manager,fte,L3,Oakland
MR-ROLE-0503,TEAM-MR-INFRA,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0504,TEAM-MR-INFRA,analyst,contractor,director,Hybrid
MR-ROLE-0505,TEAM-MR-INFRA,engineer,fte,L1,Sacramento
MR-ROLE-0506,TEAM-MR-INFRA,app_specialist,fte,L2,Roseville
MR-ROLE-0507,TEAM-MR-INFRA,security_engineer,fte,L3,Oakland
MR-ROLE-0508,TEAM-MR-INFRA,data_engineer,fte,L4,Remote CA
MR-ROLE-0509,TEAM-MR-INFRA,service_desk,fte,director,Hybrid
MR-ROLE-0510,TEAM-MR-INFRA,product_manager,fte,L1,Sacramento
MR-ROLE-0511,TEAM-MR-INFRA,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0512,TEAM-MR-INFRA,analyst,fte,L3,Oakland
MR-ROLE-0513,TEAM-MR-INFRA,engineer,contractor,L4,Remote CA
MR-ROLE-0514,TEAM-MR-INFRA,app_specialist,fte,director,Hybrid
MR-ROLE-0515,TEAM-MR-INFRA,security_engineer,fte,L1,Sacramento
MR-ROLE-0516,TEAM-MR-INFRA,data_engineer,fte,L2,Roseville
MR-ROLE-0517,TEAM-MR-INFRA,service_desk,fte,L3,Oakland
MR-ROLE-0518,TEAM-MR-INFRA,product_manager,fte,L4,Remote CA
MR-ROLE-0519,TEAM-MR-INFRA,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0520,TEAM-MR-INFRA,analyst,fte,L1,Sacramento
MR-ROLE-0521,TEAM-MR-INFRA,engineer,fte,L2,Roseville
MR-ROLE-0522,TEAM-MR-INFRA,app_specialist,contractor,L3,Oakland
MR-ROLE-0523,TEAM-MR-INFRA,security_engineer,fte,L4,Remote CA
MR-ROLE-0524,TEAM-MR-INFRA,data_engineer,fte,director,Hybrid
MR-ROLE-0525,TEAM-MR-INFRA,service_desk,fte,L1,Sacramento
MR-ROLE-0526,TEAM-MR-INFRA,product_manager,fte,L2,Roseville
MR-ROLE-0527,TEAM-MR-INFRA,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0528,TEAM-MR-INFRA,analyst,fte,L4,Remote CA
MR-ROLE-0529,TEAM-MR-INFRA,engineer,fte,director,Hybrid
MR-ROLE-0530,TEAM-MR-INFRA,app_specialist,fte,L1,Sacramento
MR-ROLE-0531,TEAM-MR-INFRA,security_engineer,contractor,L2,Roseville
MR-ROLE-0532,TEAM-MR-INFRA,data_engineer,fte,L3,Oakland
MR-ROLE-0533,TEAM-MR-INFRA,service_desk,fte,L4,Remote CA
MR-ROLE-0534,TEAM-MR-INFRA,product_manager,fte,director,Hybrid
MR-ROLE-0535,TEAM-MR-INFRA,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0536,TEAM-MR-INFRA,analyst,fte,L2,Roseville
MR-ROLE-0537,TEAM-MR-INFRA,engineer,fte,L3,Oakland
MR-ROLE-0538,TEAM-MR-INFRA,app_specialist,fte,L4,Remote CA
MR-ROLE-0539,TEAM-MR-INFRA,security_engineer,fte,director,Hybrid
MR-ROLE-0540,TEAM-MR-INFRA,data_engineer,contractor,L1,Sacramento
MR-ROLE-0541,TEAM-MR-INFRA,service_desk,fte,L2,Roseville
MR-ROLE-0542,TEAM-MR-INFRA,product_manager,fte,L3,Oakland
MR-ROLE-0543,TEAM-MR-INFRA,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0544,TEAM-MR-INFRA,analyst,fte,director,Hybrid
MR-ROLE-0545,TEAM-MR-INFRA,engineer,fte,L1,Sacramento
MR-ROLE-0546,TEAM-MR-INFRA,app_specialist,fte,L2,Roseville
MR-ROLE-0547,TEAM-MR-INFRA,security_engineer,fte,L3,Oakland
MR-ROLE-0548,TEAM-MR-INFRA,data_engineer,fte,L4,Remote CA
MR-ROLE-0549,TEAM-MR-INFRA,service_desk,contractor,director,Hybrid
MR-ROLE-0550,TEAM-MR-INFRA,product_manager,fte,L1,Sacramento
MR-ROLE-0551,TEAM-MR-INFRA,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0552,TEAM-MR-INFRA,analyst,fte,L3,Oakland
MR-ROLE-0553,TEAM-MR-INFRA,engineer,fte,L4,Remote CA
MR-ROLE-0554,TEAM-MR-INFRA,app_specialist,fte,director,Hybrid
MR-ROLE-0555,TEAM-MR-INFRA,security_engineer,fte,L1,Sacramento
MR-ROLE-0556,TEAM-MR-INFRA,data_engineer,fte,L2,Roseville
MR-ROLE-0557,TEAM-MR-INFRA,service_desk,fte,L3,Oakland
MR-ROLE-0558,TEAM-MR-INFRA,product_manager,contractor,L4,Remote CA
MR-ROLE-0559,TEAM-MR-INFRA,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0560,TEAM-MR-INFRA,analyst,fte,L1,Sacramento
MR-ROLE-0561,TEAM-MR-INFRA,engineer,fte,L2,Roseville
MR-ROLE-0562,TEAM-MR-INFRA,app_specialist,fte,L3,Oakland
MR-ROLE-0563,TEAM-MR-INFRA,security_engineer,fte,L4,Remote CA
MR-ROLE-0564,TEAM-MR-INFRA,data_engineer,fte,director,Hybrid
MR-ROLE-0565,TEAM-MR-INFRA,service_desk,fte,L1,Sacramento
MR-ROLE-0566,TEAM-MR-INFRA,product_manager,fte,L2,Roseville
MR-ROLE-0567,TEAM-MR-INFRA,clinical_informaticist,contractor,L3,Oakland
MR-ROLE-0568,TEAM-MR-INFRA,analyst,fte,L4,Remote CA
MR-ROLE-0569,TEAM-MR-INFRA,engineer,fte,director,Hybrid
MR-ROLE-0570,TEAM-MR-INFRA,app_specialist,fte,L1,Sacramento
MR-ROLE-0571,TEAM-MR-INFRA,security_engineer,fte,L2,Roseville
MR-ROLE-0572,TEAM-MR-INFRA,data_engineer,fte,L3,Oakland
MR-ROLE-0573,TEAM-MR-INFRA,service_desk,fte,L4,Remote CA
MR-ROLE-0574,TEAM-MR-INFRA,product_manager,fte,director,Hybrid
MR-ROLE-0575,TEAM-MR-INFRA,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0576,TEAM-MR-INFRA,analyst,contractor,L2,Roseville
MR-ROLE-0577,TEAM-MR-INFRA,engineer,fte,L3,Oakland
MR-ROLE-0578,TEAM-MR-INFRA,app_specialist,fte,L4,Remote CA
MR-ROLE-0579,TEAM-MR-INFRA,security_engineer,fte,director,Hybrid
MR-ROLE-0580,TEAM-MR-INFRA,data_engineer,fte,L1,Sacramento
MR-ROLE-0581,TEAM-MR-INFRA,service_desk,fte,L2,Roseville
MR-ROLE-0582,TEAM-MR-INFRA,product_manager,fte,L3,Oakland
MR-ROLE-0583,TEAM-MR-INFRA,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0584,TEAM-MR-INFRA,analyst,fte,director,Hybrid
MR-ROLE-0585,TEAM-MR-INFRA,engineer,contractor,L1,Sacramento
MR-ROLE-0586,TEAM-MR-INFRA,app_specialist,fte,L2,Roseville
MR-ROLE-0587,TEAM-MR-INFRA,security_engineer,fte,L3,Oakland
MR-ROLE-0588,TEAM-MR-INFRA,data_engineer,fte,L4,Remote CA
MR-ROLE-0589,TEAM-MR-INFRA,service_desk,fte,director,Hybrid
MR-ROLE-0590,TEAM-MR-INFRA,product_manager,fte,L1,Sacramento
MR-ROLE-0591,TEAM-MR-INFRA,clinical_informaticist,fte,L2,Roseville
MR-ROLE-0592,TEAM-MR-INFRA,analyst,fte,L3,Oakland
MR-ROLE-0593,TEAM-MR-INFRA,engineer,fte,L4,Remote CA
MR-ROLE-0594,TEAM-MR-INFRA,app_specialist,contractor,director,Hybrid
MR-ROLE-0595,TEAM-MR-INFRA,security_engineer,fte,L1,Sacramento
MR-ROLE-0596,TEAM-MR-INFRA,data_engineer,fte,L2,Roseville
MR-ROLE-0597,TEAM-MR-INFRA,service_desk,fte,L3,Oakland
MR-ROLE-0598,TEAM-MR-INFRA,product_manager,fte,L4,Remote CA
MR-ROLE-0599,TEAM-MR-INFRA,clinical_informaticist,fte,director,Hybrid
MR-ROLE-0600,TEAM-MR-INFRA,analyst,fte,L1,Sacramento
MR-ROLE-0601,TEAM-MR-INFRA,engineer,fte,L2,Roseville
MR-ROLE-0602,TEAM-MR-INFRA,app_specialist,fte,L3,Oakland
MR-ROLE-0603,TEAM-MR-INFRA,security_engineer,contractor,L4,Remote CA
MR-ROLE-0604,TEAM-MR-INFRA,data_engineer,fte,director,Hybrid
MR-ROLE-0605,TEAM-MR-INFRA,service_desk,fte,L1,Sacramento
MR-ROLE-0606,TEAM-MR-INFRA,product_manager,fte,L2,Roseville
MR-ROLE-0607,TEAM-MR-INFRA,clinical_informaticist,fte,L3,Oakland
MR-ROLE-0608,TEAM-MR-INFRA,analyst,fte,L4,Remote CA
MR-ROLE-0609,TEAM-MR-INFRA,engineer,fte,director,Hybrid
MR-ROLE-0610,TEAM-MR-INFRA,app_specialist,fte,L1,Sacramento
MR-ROLE-0611,TEAM-MR-INFRA,security_engineer,fte,L2,Roseville
MR-ROLE-0612,TEAM-MR-INFRA,data_engineer,contractor,L3,Oakland
MR-ROLE-0613,TEAM-MR-INFRA,service_desk,fte,L4,Remote CA
MR-ROLE-0614,TEAM-MR-INFRA,product_manager,fte,director,Hybrid
MR-ROLE-0615,TEAM-MR-INFRA,clinical_informaticist,fte,L1,Sacramento
MR-ROLE-0616,TEAM-MR-INFRA,analyst,fte,L2,Roseville
MR-ROLE-0617,TEAM-MR-INFRA,engineer,fte,L3,Oakland
MR-ROLE-0618,TEAM-MR-INFRA,app_specialist,fte,L4,Remote CA
MR-ROLE-0619,TEAM-MR-INFRA,security_engineer,fte,director,Hybrid
MR-ROLE-0620,TEAM-MR-INFRA,data_engineer,fte,L1,Sacramento
MR-ROLE-0621,TEAM-MR-INFRA,service_desk,contractor,L2,Roseville
MR-ROLE-0622,TEAM-MR-INFRA,product_manager,fte,L3,Oakland
MR-ROLE-0623,TEAM-MR-INFRA,clinical_informaticist,fte,L4,Remote CA
MR-ROLE-0624,TEAM-MR-INFRA,analyst,fte,director,Hybrid
MR-ROLE-0625,TEAM-MR-INFRA,engineer,fte,L1,Sacramento
MR-ROLE-0626,TEAM-MR-INFRA,app_specialist,fte,L2,Roseville
MR-ROLE-0627,TEAM-MR-INFRA,security_engineer,fte,L3,Oakland
MR-ROLE-0628,TEAM-MR-INFRA,data_engineer,fte,L4,Remote CA
MR-ROLE-0629,TEAM-MR-INFRA,service_desk,fte,director,Hybrid
MR-ROLE-0630,TEAM-MR-INFRA,product_manager,contractor,L1,Sacramento
