tenantKey,tenant,sourceRowNumber,systemName,systemCategory,systemType,criticality,businessFunction,deploymentModel,hostingLocation,lifecycleState,sourceFile,originalSourceFile,canonicalLayer,logicalObject,loadedStatus
first-capital-financial,First Capital Financial,53,ACI Worldwide ISO 20022 Hub,payments,,critical,payments,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,54,Volante Bill Pay,payments,,high,payments,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,55,FedNow Zelle Connector,payments,,high,payments,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,56,ACI Worldwide SWIFT Gateway,payments,,critical,payments,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,57,ACI Worldwide ACH Engine 2,payments,,critical,payments,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,58,ACI Worldwide Wire Platform 2,payments,,critical,payments,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,59,Volante RTP/FedNow Gateway 2,payments,,high,payments,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,60,The Clearing House ISO 20022 Hub 2,payments,,high,payments,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,61,Volante Bill Pay 2,payments,,medium,payments,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,62,FedNow Zelle Connector 2,payments,,critical,payments,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,63,ACI Worldwide SWIFT Gateway 2,payments,,medium,payments,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,64,The Clearing House ACH Engine 3,payments,,high,payments,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,65,Volante Wire Platform 3,payments,,medium,payments,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,66,The Clearing House RTP/FedNow Gateway 3,payments,,high,payments,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,67,FedNow ISO 20022 Hub 3,payments,,critical,payments,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,68,Volante Bill Pay 3,payments,,high,payments,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,69,FedNow Zelle Connector 3,payments,,critical,payments,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,70,Featurespace Transaction Monitoring,aml_fraud,,critical,aml_fraud,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,71,SAS Sanctions Screening,aml_fraud,,high,aml_fraud,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,72,Featurespace Fraud Scoring,aml_fraud,,medium,aml_fraud,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,73,SAS Case Manager,aml_fraud,,high,aml_fraud,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,74,NICE Actimize KYC Orchestrator,aml_fraud,,critical,aml_fraud,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,75,Featurespace SAR Filing,aml_fraud,,critical,aml_fraud,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,76,SAS Transaction Monitoring 2,aml_fraud,,critical,aml_fraud,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,77,SAS Sanctions Screening 2,aml_fraud,,high,aml_fraud,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,78,Featurespace Fraud Scoring 2,aml_fraud,,critical,aml_fraud,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,79,Featurespace Case Manager 2,aml_fraud,,critical,aml_fraud,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,80,Featurespace KYC Orchestrator 2,aml_fraud,,medium,aml_fraud,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,81,NICE Actimize SAR Filing 2,aml_fraud,,critical,aml_fraud,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,82,SAS Transaction Monitoring 3,aml_fraud,,medium,aml_fraud,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,83,SAS Sanctions Screening 3,aml_fraud,,high,aml_fraud,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,84,Feedzai Fraud Scoring 3,aml_fraud,,high,aml_fraud,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,85,Feedzai Case Manager 3,aml_fraud,,critical,aml_fraud,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,86,SAS KYC Orchestrator 3,aml_fraud,,critical,aml_fraud,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,87,Featurespace SAR Filing 3,aml_fraud,,critical,aml_fraud,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,88,SAS Credit Risk Engine,risk,,critical,risk,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,89,Numerix Market Risk VaR,risk,,high,risk,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,90,SAS Stress Test Platform,risk,,medium,risk,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,91,Moody's Risk Rating,risk,,high,risk,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,92,Moody's Limits Manager,risk,,high,risk,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,93,Murex CCAR Workbench,risk,,critical,risk,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,94,Moody's Credit Risk Engine 2,risk,,medium,risk,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,95,Moody's Market Risk VaR 2,risk,,high,risk,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,96,SAS Stress Test Platform 2,risk,,high,risk,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,97,SAS Risk Rating 2,risk,,high,risk,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,98,Numerix Limits Manager 2,risk,,critical,risk,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,99,Numerix CCAR Workbench 2,risk,,high,risk,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,100,Murex Credit Risk Engine 3,risk,,medium,risk,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,101,Murex Market Risk VaR 3,risk,,critical,risk,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,102,Moody's Stress Test Platform 3,risk,,high,risk,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,103,SAS Risk Rating 3,risk,,critical,risk,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,104,Murex ALM Engine,treasury,,critical,treasury,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,105,FIS Quantum Liquidity Monitor,treasury,,critical,treasury,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,106,Calypso FX Trading,treasury,,critical,treasury,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,107,FIS Quantum Securities Ledger,treasury,,medium,treasury,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,108,Kyriba Funding Desk,treasury,,critical,treasury,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,109,Calypso Collateral Manager,treasury,,medium,treasury,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,110,Murex ALM Engine 2,treasury,,critical,treasury,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,111,Kyriba Liquidity Monitor 2,treasury,,medium,treasury,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,112,Murex FX Trading 2,treasury,,medium,treasury,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,113,Calypso Securities Ledger 2,treasury,,critical,treasury,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,114,Calypso Funding Desk 2,treasury,,high,treasury,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,115,Calypso Collateral Manager 2,treasury,,high,treasury,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,116,FIS Quantum ALM Engine 3,treasury,,medium,treasury,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,117,Kyriba Liquidity Monitor 3,treasury,,critical,treasury,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,118,Microsoft Dynamics Customer 360,crm,,critical,crm,,,optimize,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,119,Microsoft Dynamics Lead Management,crm,,medium,crm,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,120,Backbase Campaign Engine,crm,,high,crm,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,121,Microsoft Dynamics Service Console,crm,,critical,crm,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,122,Backbase Onboarding Portal,crm,,medium,crm,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,123,Pega Customer 360 2,crm,,critical,crm,,,rehost,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,124,Salesforce Lead Management 2,crm,,critical,crm,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,125,Salesforce Campaign Engine 2,crm,,medium,crm,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,126,Microsoft Dynamics Service Console 2,crm,,critical,crm,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,127,Pega Onboarding Portal 2,crm,,medium,crm,,,invest,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,128,Salesforce Customer 360 3,crm,,critical,crm,,,retire_candidate,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,129,Salesforce Lead Management 3,crm,,critical,crm,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,130,dbt Labs Lakehouse Ingest,data_platform,,critical,data_platform,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
first-capital-financial,First Capital Financial,131,Databricks Feature Store,data_platform,,high,data_platform,,,extend_to_cloud,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,datasets/tenant-inputs/archive/first-capital-financial/consolidated-20260714/enterprise-pack/templates/V6_05_applications_systems.csv,Canonical Fact Store,CanonicalIngestionRecord(application_system),accepted
