report_id,report_name,business_function,lifecycle_status,refresh_cadence,source_data_product_id,evidence_gap
BI-HCDN-02075,finance report 02075,Oncology,active,ad hoc,DATA-HCDN-00226,source-backed candidate
BI-HCDN-02076,actuarial report 02076,Cardiology,duplicate,daily,DATA-HCDN-00229,KPI definition conflict
BI-HCDN-02077,pharmacy report 02077,Data and Analytics,stale,weekly,DATA-HCDN-00232,source-backed candidate
BI-HCDN-02078,provider-network report 02078,Clinical Analytics,candidate retire,monthly,DATA-HCDN-00235,source-backed candidate
BI-HCDN-02079,executive report 02079,Actuarial,executive critical,quarterly,DATA-HCDN-00238,owner unclear
BI-HCDN-02080,Stars report 02080,Departmental Reporting,active,real-time,DATA-HCDN-00241,source-backed candidate
BI-HCDN-02081,HEDIS report 02081,AI Transformation,duplicate,ad hoc,DATA-HCDN-00244,source-backed candidate
BI-HCDN-02082,CAHPS report 02082,Technology,stale,daily,DATA-HCDN-00247,source-backed candidate
BI-HCDN-02083,RAF report 02083,Security,candidate retire,weekly,DATA-HCDN-00250,source-backed candidate
BI-HCDN-02084,clinical report 02084,Procurement,executive critical,monthly,DATA-HCDN-00253,source-backed candidate
BI-HCDN-02085,claims report 02085,HR,active,quarterly,DATA-HCDN-00256,source-backed candidate
BI-HCDN-02086,denials report 02086,Supply Chain,duplicate,real-time,DATA-HCDN-00259,source-backed candidate
BI-HCDN-02087,access report 02087,Privacy,stale,ad hoc,DATA-HCDN-00262,source-backed candidate
BI-HCDN-02088,finance report 02088,Compliance,candidate retire,daily,DATA-HCDN-00265,KPI definition conflict
BI-HCDN-02089,actuarial report 02089,Provider Network,executive critical,weekly,DATA-HCDN-00268,source-backed candidate
BI-HCDN-02090,pharmacy report 02090,Value-Based Care,active,monthly,DATA-HCDN-00271,source-backed candidate
BI-HCDN-02091,provider-network report 02091,Clinical Operations,duplicate,quarterly,DATA-HCDN-00274,source-backed candidate
BI-HCDN-02092,executive report 02092,Revenue Cycle,stale,real-time,DATA-HCDN-00277,source-backed candidate
BI-HCDN-02093,Stars report 02093,Patient Access,candidate retire,ad hoc,DATA-HCDN-00280,source-backed candidate
BI-HCDN-02094,HEDIS report 02094,Interoperability,executive critical,daily,DATA-HCDN-00283,source-backed candidate
BI-HCDN-02095,CAHPS report 02095,Population Health,active,weekly,DATA-HCDN-00286,source-backed candidate
BI-HCDN-02096,RAF report 02096,Health Plan Operations,duplicate,monthly,DATA-HCDN-00289,source-backed candidate
BI-HCDN-02097,clinical report 02097,Medicare Advantage,stale,quarterly,DATA-HCDN-00292,owner unclear
BI-HCDN-02098,claims report 02098,Claims Operations,candidate retire,real-time,DATA-HCDN-00295,source-backed candidate
BI-HCDN-02099,denials report 02099,Utilization Management,executive critical,ad hoc,DATA-HCDN-00298,source-backed candidate
BI-HCDN-02100,access report 02100,Member Services,active,daily,DATA-HCDN-00301,KPI definition conflict
BI-HCDN-02101,finance report 02101,Quality and Stars,duplicate,weekly,DATA-HCDN-00304,source-backed candidate
BI-HCDN-02102,actuarial report 02102,Risk Adjustment,stale,monthly,DATA-HCDN-00307,source-backed candidate
BI-HCDN-02103,pharmacy report 02103,Care Management,candidate retire,quarterly,DATA-HCDN-00310,source-backed candidate
BI-HCDN-02104,provider-network report 02104,Finance,executive critical,real-time,DATA-HCDN-00313,source-backed candidate
BI-HCDN-02105,executive report 02105,Coding,active,ad hoc,DATA-HCDN-00316,source-backed candidate
BI-HCDN-02106,Stars report 02106,Payer Contracting,duplicate,daily,DATA-HCDN-00319,owner unclear
BI-HCDN-02107,HEDIS report 02107,Digital Front Door,stale,weekly,DATA-HCDN-00322,source-backed candidate
BI-HCDN-02108,CAHPS report 02108,Contact Center,candidate retire,monthly,DATA-HCDN-00325,source-backed candidate
BI-HCDN-02109,RAF report 02109,Ambulatory Care,executive critical,quarterly,DATA-HCDN-00328,source-backed candidate
BI-HCDN-02110,clinical report 02110,Emergency Department,active,real-time,DATA-HCDN-00331,source-backed candidate
BI-HCDN-02111,claims report 02111,Inpatient,duplicate,ad hoc,DATA-HCDN-00334,source-backed candidate
BI-HCDN-02112,denials report 02112,Surgery,stale,daily,DATA-HCDN-00337,KPI definition conflict
BI-HCDN-02113,access report 02113,Imaging,candidate retire,weekly,DATA-HCDN-00340,source-backed candidate
BI-HCDN-02114,finance report 02114,Lab,executive critical,monthly,DATA-HCDN-00343,source-backed candidate
BI-HCDN-02115,actuarial report 02115,Pharmacy,active,quarterly,DATA-HCDN-00346,owner unclear
BI-HCDN-02116,pharmacy report 02116,Oncology,duplicate,real-time,DATA-HCDN-00349,source-backed candidate
BI-HCDN-02117,provider-network report 02117,Cardiology,stale,ad hoc,DATA-HCDN-00352,source-backed candidate
BI-HCDN-02118,executive report 02118,Data and Analytics,candidate retire,daily,DATA-HCDN-00355,source-backed candidate
BI-HCDN-02119,Stars report 02119,Clinical Analytics,executive critical,weekly,DATA-HCDN-00358,source-backed candidate
BI-HCDN-02120,HEDIS report 02120,Actuarial,active,monthly,DATA-HCDN-00361,source-backed candidate
BI-HCDN-02121,CAHPS report 02121,Departmental Reporting,duplicate,quarterly,DATA-HCDN-00364,source-backed candidate
BI-HCDN-02122,RAF report 02122,AI Transformation,stale,real-time,DATA-HCDN-00367,source-backed candidate
BI-HCDN-02123,clinical report 02123,Technology,candidate retire,ad hoc,DATA-HCDN-00370,source-backed candidate
BI-HCDN-02124,claims report 02124,Security,executive critical,daily,DATA-HCDN-00373,KPI definition conflict
BI-HCDN-02125,denials report 02125,Procurement,active,weekly,DATA-HCDN-00376,source-backed candidate
BI-HCDN-02126,access report 02126,HR,duplicate,monthly,DATA-HCDN-00379,source-backed candidate
BI-HCDN-02127,finance report 02127,Supply Chain,stale,quarterly,DATA-HCDN-00382,source-backed candidate
BI-HCDN-02128,actuarial report 02128,Privacy,candidate retire,real-time,DATA-HCDN-00385,source-backed candidate
BI-HCDN-02129,pharmacy report 02129,Compliance,executive critical,ad hoc,DATA-HCDN-00388,source-backed candidate
BI-HCDN-02130,provider-network report 02130,Provider Network,active,daily,DATA-HCDN-00391,source-backed candidate
BI-HCDN-02131,executive report 02131,Value-Based Care,duplicate,weekly,DATA-HCDN-00394,source-backed candidate
BI-HCDN-02132,Stars report 02132,Clinical Operations,stale,monthly,DATA-HCDN-00397,source-backed candidate
BI-HCDN-02133,HEDIS report 02133,Revenue Cycle,candidate retire,quarterly,DATA-HCDN-00400,owner unclear
BI-HCDN-02134,CAHPS report 02134,Patient Access,executive critical,real-time,DATA-HCDN-00403,source-backed candidate
BI-HCDN-02135,RAF report 02135,Interoperability,active,ad hoc,DATA-HCDN-00406,source-backed candidate
BI-HCDN-02136,clinical report 02136,Population Health,duplicate,daily,DATA-HCDN-00409,KPI definition conflict
BI-HCDN-02137,claims report 02137,Health Plan Operations,stale,weekly,DATA-HCDN-00412,source-backed candidate
BI-HCDN-02138,denials report 02138,Medicare Advantage,candidate retire,monthly,DATA-HCDN-00415,source-backed candidate
BI-HCDN-02139,access report 02139,Claims Operations,executive critical,quarterly,DATA-HCDN-00418,source-backed candidate
BI-HCDN-02140,finance report 02140,Utilization Management,active,real-time,DATA-HCDN-00421,source-backed candidate
BI-HCDN-02141,actuarial report 02141,Member Services,duplicate,ad hoc,DATA-HCDN-00424,source-backed candidate
BI-HCDN-02142,pharmacy report 02142,Quality and Stars,stale,daily,DATA-HCDN-00427,owner unclear
BI-HCDN-02143,provider-network report 02143,Risk Adjustment,candidate retire,weekly,DATA-HCDN-00430,source-backed candidate
BI-HCDN-02144,executive report 02144,Care Management,executive critical,monthly,DATA-HCDN-00433,source-backed candidate
BI-HCDN-02145,Stars report 02145,Finance,active,quarterly,DATA-HCDN-00436,source-backed candidate
BI-HCDN-02146,HEDIS report 02146,Coding,duplicate,real-time,DATA-HCDN-00439,source-backed candidate
BI-HCDN-02147,CAHPS report 02147,Payer Contracting,stale,ad hoc,DATA-HCDN-00442,source-backed candidate
BI-HCDN-02148,RAF report 02148,Digital Front Door,candidate retire,daily,DATA-HCDN-00445,KPI definition conflict
BI-HCDN-02149,clinical report 02149,Contact Center,executive critical,weekly,DATA-HCDN-00448,source-backed candidate
BI-HCDN-02150,claims report 02150,Ambulatory Care,active,monthly,DATA-HCDN-00451,source-backed candidate
BI-HCDN-02151,denials report 02151,Emergency Department,duplicate,quarterly,DATA-HCDN-00454,owner unclear
BI-HCDN-02152,access report 02152,Inpatient,stale,real-time,DATA-HCDN-00457,source-backed candidate
BI-HCDN-02153,finance report 02153,Surgery,candidate retire,ad hoc,DATA-HCDN-00460,source-backed candidate
BI-HCDN-02154,actuarial report 02154,Imaging,executive critical,daily,DATA-HCDN-00463,source-backed candidate
BI-HCDN-02155,pharmacy report 02155,Lab,active,weekly,DATA-HCDN-00466,source-backed candidate
BI-HCDN-02156,provider-network report 02156,Pharmacy,duplicate,monthly,DATA-HCDN-00469,source-backed candidate
BI-HCDN-02157,executive report 02157,Oncology,stale,quarterly,DATA-HCDN-00472,source-backed candidate
BI-HCDN-02158,Stars report 02158,Cardiology,candidate retire,real-time,DATA-HCDN-00475,source-backed candidate
BI-HCDN-02159,HEDIS report 02159,Data and Analytics,executive critical,ad hoc,DATA-HCDN-00478,source-backed candidate
BI-HCDN-02160,CAHPS report 02160,Clinical Analytics,active,daily,DATA-HCDN-00481,KPI definition conflict
BI-HCDN-02161,RAF report 02161,Actuarial,duplicate,weekly,DATA-HCDN-00484,source-backed candidate
BI-HCDN-02162,clinical report 02162,Departmental Reporting,stale,monthly,DATA-HCDN-00487,source-backed candidate
BI-HCDN-02163,claims report 02163,AI Transformation,candidate retire,quarterly,DATA-HCDN-00490,source-backed candidate
BI-HCDN-02164,denials report 02164,Technology,executive critical,real-time,DATA-HCDN-00493,source-backed candidate
BI-HCDN-02165,access report 02165,Security,active,ad hoc,DATA-HCDN-00496,source-backed candidate
BI-HCDN-02166,finance report 02166,Procurement,duplicate,daily,DATA-HCDN-00499,source-backed candidate
BI-HCDN-02167,actuarial report 02167,HR,stale,weekly,DATA-HCDN-00502,source-backed candidate
BI-HCDN-02168,pharmacy report 02168,Supply Chain,candidate retire,monthly,DATA-HCDN-00505,source-backed candidate
BI-HCDN-02169,provider-network report 02169,Privacy,executive critical,quarterly,DATA-HCDN-00508,owner unclear
BI-HCDN-02170,executive report 02170,Compliance,active,real-time,DATA-HCDN-00511,source-backed candidate
BI-HCDN-02171,Stars report 02171,Provider Network,duplicate,ad hoc,DATA-HCDN-00514,source-backed candidate
BI-HCDN-02172,HEDIS report 02172,Value-Based Care,stale,daily,DATA-HCDN-00517,KPI definition conflict
BI-HCDN-02173,CAHPS report 02173,Clinical Operations,candidate retire,weekly,DATA-HCDN-00520,source-backed candidate
BI-HCDN-02174,RAF report 02174,Revenue Cycle,executive critical,monthly,DATA-HCDN-00523,source-backed candidate
BI-HCDN-02175,clinical report 02175,Patient Access,active,quarterly,DATA-HCDN-00526,source-backed candidate
BI-HCDN-02176,claims report 02176,Interoperability,duplicate,real-time,DATA-HCDN-00529,source-backed candidate
BI-HCDN-02177,denials report 02177,Population Health,stale,ad hoc,DATA-HCDN-00532,source-backed candidate
BI-HCDN-02178,access report 02178,Health Plan Operations,candidate retire,daily,DATA-HCDN-00535,owner unclear
BI-HCDN-02179,finance report 02179,Medicare Advantage,executive critical,weekly,DATA-HCDN-00538,source-backed candidate
BI-HCDN-02180,actuarial report 02180,Claims Operations,active,monthly,DATA-HCDN-00541,source-backed candidate
BI-HCDN-02181,pharmacy report 02181,Utilization Management,duplicate,quarterly,DATA-HCDN-00544,source-backed candidate
BI-HCDN-02182,provider-network report 02182,Member Services,stale,real-time,DATA-HCDN-00547,source-backed candidate
BI-HCDN-02183,executive report 02183,Quality and Stars,candidate retire,ad hoc,DATA-HCDN-00550,source-backed candidate
BI-HCDN-02184,Stars report 02184,Risk Adjustment,executive critical,daily,DATA-HCDN-00553,KPI definition conflict
BI-HCDN-02185,HEDIS report 02185,Care Management,active,weekly,DATA-HCDN-00556,source-backed candidate
BI-HCDN-02186,CAHPS report 02186,Finance,duplicate,monthly,DATA-HCDN-00559,source-backed candidate
BI-HCDN-02187,RAF report 02187,Coding,stale,quarterly,DATA-HCDN-00562,owner unclear
BI-HCDN-02188,clinical report 02188,Payer Contracting,candidate retire,real-time,DATA-HCDN-00565,source-backed candidate
BI-HCDN-02189,claims report 02189,Digital Front Door,executive critical,ad hoc,DATA-HCDN-00568,source-backed candidate
BI-HCDN-02190,denials report 02190,Contact Center,active,daily,DATA-HCDN-00571,source-backed candidate
BI-HCDN-02191,access report 02191,Ambulatory Care,duplicate,weekly,DATA-HCDN-00574,source-backed candidate
BI-HCDN-02192,finance report 02192,Emergency Department,stale,monthly,DATA-HCDN-00577,source-backed candidate
BI-HCDN-02193,actuarial report 02193,Inpatient,candidate retire,quarterly,DATA-HCDN-00580,source-backed candidate
BI-HCDN-02194,pharmacy report 02194,Surgery,executive critical,real-time,DATA-HCDN-00583,source-backed candidate
BI-HCDN-02195,provider-network report 02195,Imaging,active,ad hoc,DATA-HCDN-00586,source-backed candidate
BI-HCDN-02196,executive report 02196,Lab,duplicate,daily,DATA-HCDN-00589,KPI definition conflict
BI-HCDN-02197,Stars report 02197,Pharmacy,stale,weekly,DATA-HCDN-00592,source-backed candidate
BI-HCDN-02198,HEDIS report 02198,Oncology,candidate retire,monthly,DATA-HCDN-00595,source-backed candidate
BI-HCDN-02199,CAHPS report 02199,Cardiology,executive critical,quarterly,DATA-HCDN-00598,source-backed candidate
BI-HCDN-02200,RAF report 02200,Data and Analytics,active,real-time,DATA-HCDN-00601,source-backed candidate
BI-HCDN-02201,clinical report 02201,Clinical Analytics,duplicate,ad hoc,DATA-HCDN-00604,source-backed candidate
BI-HCDN-02202,claims report 02202,Actuarial,stale,daily,DATA-HCDN-00607,source-backed candidate
BI-HCDN-02203,denials report 02203,Departmental Reporting,candidate retire,weekly,DATA-HCDN-00610,source-backed candidate
BI-HCDN-02204,access report 02204,AI Transformation,executive critical,monthly,DATA-HCDN-00613,source-backed candidate
BI-HCDN-02205,finance report 02205,Technology,active,quarterly,DATA-HCDN-00616,owner unclear
BI-HCDN-02206,actuarial report 02206,Security,duplicate,real-time,DATA-HCDN-00619,source-backed candidate
BI-HCDN-02207,pharmacy report 02207,Procurement,stale,ad hoc,DATA-HCDN-00622,source-backed candidate
BI-HCDN-02208,provider-network report 02208,HR,candidate retire,daily,DATA-HCDN-00625,KPI definition conflict
BI-HCDN-02209,executive report 02209,Supply Chain,executive critical,weekly,DATA-HCDN-00628,source-backed candidate
BI-HCDN-02210,Stars report 02210,Privacy,active,monthly,DATA-HCDN-00631,source-backed candidate
BI-HCDN-02211,HEDIS report 02211,Compliance,duplicate,quarterly,DATA-HCDN-00634,source-backed candidate
BI-HCDN-02212,CAHPS report 02212,Provider Network,stale,real-time,DATA-HCDN-00637,source-backed candidate
BI-HCDN-02213,RAF report 02213,Value-Based Care,candidate retire,ad hoc,DATA-HCDN-00640,source-backed candidate
BI-HCDN-02214,clinical report 02214,Clinical Operations,executive critical,daily,DATA-HCDN-00643,owner unclear
BI-HCDN-02215,claims report 02215,Revenue Cycle,active,weekly,DATA-HCDN-00646,source-backed candidate
BI-HCDN-02216,denials report 02216,Patient Access,duplicate,monthly,DATA-HCDN-00649,source-backed candidate
BI-HCDN-02217,access report 02217,Interoperability,stale,quarterly,DATA-HCDN-00652,source-backed candidate
BI-HCDN-02218,finance report 02218,Population Health,candidate retire,real-time,DATA-HCDN-00655,source-backed candidate
BI-HCDN-02219,actuarial report 02219,Health Plan Operations,executive critical,ad hoc,DATA-HCDN-00658,source-backed candidate
BI-HCDN-02220,pharmacy report 02220,Medicare Advantage,active,daily,DATA-HCDN-00661,KPI definition conflict
BI-HCDN-02221,provider-network report 02221,Claims Operations,duplicate,weekly,DATA-HCDN-00664,source-backed candidate
BI-HCDN-02222,executive report 02222,Utilization Management,stale,monthly,DATA-HCDN-00667,source-backed candidate
BI-HCDN-02223,Stars report 02223,Member Services,candidate retire,quarterly,DATA-HCDN-00670,owner unclear
BI-HCDN-02224,HEDIS report 02224,Quality and Stars,executive critical,real-time,DATA-HCDN-00673,source-backed candidate
BI-HCDN-02225,CAHPS report 02225,Risk Adjustment,active,ad hoc,DATA-HCDN-00676,source-backed candidate
BI-HCDN-02226,RAF report 02226,Care Management,duplicate,daily,DATA-HCDN-00679,source-backed candidate
BI-HCDN-02227,clinical report 02227,Finance,stale,weekly,DATA-HCDN-00682,source-backed candidate
BI-HCDN-02228,claims report 02228,Coding,candidate retire,monthly,DATA-HCDN-00685,source-backed candidate
BI-HCDN-02229,denials report 02229,Payer Contracting,executive critical,quarterly,DATA-HCDN-00688,source-backed candidate
BI-HCDN-02230,access report 02230,Digital Front Door,active,real-time,DATA-HCDN-00691,source-backed candidate
BI-HCDN-02231,finance report 02231,Contact Center,duplicate,ad hoc,DATA-HCDN-00694,source-backed candidate
BI-HCDN-02232,actuarial report 02232,Ambulatory Care,stale,daily,DATA-HCDN-00697,KPI definition conflict
BI-HCDN-02233,pharmacy report 02233,Emergency Department,candidate retire,weekly,DATA-HCDN-00700,source-backed candidate
BI-HCDN-02234,provider-network report 02234,Inpatient,executive critical,monthly,DATA-HCDN-00703,source-backed candidate
BI-HCDN-02235,executive report 02235,Surgery,active,quarterly,DATA-HCDN-00706,source-backed candidate
BI-HCDN-02236,Stars report 02236,Imaging,duplicate,real-time,DATA-HCDN-00709,source-backed candidate
BI-HCDN-02237,HEDIS report 02237,Lab,stale,ad hoc,DATA-HCDN-00712,source-backed candidate
BI-HCDN-02238,CAHPS report 02238,Pharmacy,candidate retire,daily,DATA-HCDN-00715,source-backed candidate
BI-HCDN-02239,RAF report 02239,Oncology,executive critical,weekly,DATA-HCDN-00718,source-backed candidate
BI-HCDN-02240,clinical report 02240,Cardiology,active,monthly,DATA-HCDN-00721,source-backed candidate
BI-HCDN-02241,claims report 02241,Data and Analytics,duplicate,quarterly,DATA-HCDN-00724,owner unclear
BI-HCDN-02242,denials report 02242,Clinical Analytics,stale,real-time,DATA-HCDN-00727,source-backed candidate
BI-HCDN-02243,access report 02243,Actuarial,candidate retire,ad hoc,DATA-HCDN-00730,source-backed candidate
BI-HCDN-02244,finance report 02244,Departmental Reporting,executive critical,daily,DATA-HCDN-00733,KPI definition conflict
BI-HCDN-02245,actuarial report 02245,AI Transformation,active,weekly,DATA-HCDN-00736,source-backed candidate
BI-HCDN-02246,pharmacy report 02246,Technology,duplicate,monthly,DATA-HCDN-00739,source-backed candidate
BI-HCDN-02247,provider-network report 02247,Security,stale,quarterly,DATA-HCDN-00742,source-backed candidate
BI-HCDN-02248,executive report 02248,Procurement,candidate retire,real-time,DATA-HCDN-00745,source-backed candidate
BI-HCDN-02249,Stars report 02249,HR,executive critical,ad hoc,DATA-HCDN-00748,source-backed candidate
BI-HCDN-02250,HEDIS report 02250,Supply Chain,active,daily,DATA-HCDN-00751,owner unclear
BI-HCDN-02251,CAHPS report 02251,Privacy,duplicate,weekly,DATA-HCDN-00754,source-backed candidate
BI-HCDN-02252,RAF report 02252,Compliance,stale,monthly,DATA-HCDN-00757,source-backed candidate
BI-HCDN-02253,clinical report 02253,Provider Network,candidate retire,quarterly,DATA-HCDN-00760,source-backed candidate
BI-HCDN-02254,claims report 02254,Value-Based Care,executive critical,real-time,DATA-HCDN-00763,source-backed candidate
BI-HCDN-02255,denials report 02255,Clinical Operations,active,ad hoc,DATA-HCDN-00766,source-backed candidate
BI-HCDN-02256,access report 02256,Revenue Cycle,duplicate,daily,DATA-HCDN-00769,KPI definition conflict
BI-HCDN-02257,finance report 02257,Patient Access,stale,weekly,DATA-HCDN-00772,source-backed candidate
BI-HCDN-02258,actuarial report 02258,Interoperability,candidate retire,monthly,DATA-HCDN-00775,source-backed candidate
BI-HCDN-02259,pharmacy report 02259,Population Health,executive critical,quarterly,DATA-HCDN-00778,owner unclear
BI-HCDN-02260,provider-network report 02260,Health Plan Operations,active,real-time,DATA-HCDN-00781,source-backed candidate
BI-HCDN-02261,executive report 02261,Medicare Advantage,duplicate,ad hoc,DATA-HCDN-00784,source-backed candidate
BI-HCDN-02262,Stars report 02262,Claims Operations,stale,daily,DATA-HCDN-00787,source-backed candidate
BI-HCDN-02263,HEDIS report 02263,Utilization Management,candidate retire,weekly,DATA-HCDN-00790,source-backed candidate
BI-HCDN-02264,CAHPS report 02264,Member Services,executive critical,monthly,DATA-HCDN-00793,source-backed candidate
BI-HCDN-02265,RAF report 02265,Quality and Stars,active,quarterly,DATA-HCDN-00796,source-backed candidate
BI-HCDN-02266,clinical report 02266,Risk Adjustment,duplicate,real-time,DATA-HCDN-00799,source-backed candidate
BI-HCDN-02267,claims report 02267,Care Management,stale,ad hoc,DATA-HCDN-00802,source-backed candidate
BI-HCDN-02268,denials report 02268,Finance,candidate retire,daily,DATA-HCDN-00805,KPI definition conflict
BI-HCDN-02269,access report 02269,Coding,executive critical,weekly,DATA-HCDN-00808,source-backed candidate
BI-HCDN-02270,finance report 02270,Payer Contracting,active,monthly,DATA-HCDN-00811,source-backed candidate
BI-HCDN-02271,actuarial report 02271,Digital Front Door,duplicate,quarterly,DATA-HCDN-00814,source-backed candidate
BI-HCDN-02272,pharmacy report 02272,Contact Center,stale,real-time,DATA-HCDN-00817,source-backed candidate
BI-HCDN-02273,provider-network report 02273,Ambulatory Care,candidate retire,ad hoc,DATA-HCDN-00820,source-backed candidate
BI-HCDN-02274,executive report 02274,Emergency Department,executive critical,daily,DATA-HCDN-00823,source-backed candidate
BI-HCDN-02275,Stars report 02275,Inpatient,active,weekly,DATA-HCDN-00826,source-backed candidate
BI-HCDN-02276,HEDIS report 02276,Surgery,duplicate,monthly,DATA-HCDN-00829,source-backed candidate
BI-HCDN-02277,CAHPS report 02277,Imaging,stale,quarterly,DATA-HCDN-00832,owner unclear
BI-HCDN-02278,RAF report 02278,Lab,candidate retire,real-time,DATA-HCDN-00835,source-backed candidate
BI-HCDN-02279,clinical report 02279,Pharmacy,executive critical,ad hoc,DATA-HCDN-00838,source-backed candidate
BI-HCDN-02280,claims report 02280,Oncology,active,daily,DATA-HCDN-00841,KPI definition conflict
BI-HCDN-02281,denials report 02281,Cardiology,duplicate,weekly,DATA-HCDN-00844,source-backed candidate
BI-HCDN-02282,access report 02282,Data and Analytics,stale,monthly,DATA-HCDN-00847,source-backed candidate
BI-HCDN-02283,finance report 02283,Clinical Analytics,candidate retire,quarterly,DATA-HCDN-00850,source-backed candidate
BI-HCDN-02284,actuarial report 02284,Actuarial,executive critical,real-time,DATA-HCDN-00853,source-backed candidate
BI-HCDN-02285,pharmacy report 02285,Departmental Reporting,active,ad hoc,DATA-HCDN-00856,source-backed candidate
BI-HCDN-02286,provider-network report 02286,AI Transformation,duplicate,daily,DATA-HCDN-00859,owner unclear
BI-HCDN-02287,executive report 02287,Technology,stale,weekly,DATA-HCDN-00862,source-backed candidate
BI-HCDN-02288,Stars report 02288,Security,candidate retire,monthly,DATA-HCDN-00865,source-backed candidate
BI-HCDN-02289,HEDIS report 02289,Procurement,executive critical,quarterly,DATA-HCDN-00868,source-backed candidate
BI-HCDN-02290,CAHPS report 02290,HR,active,real-time,DATA-HCDN-00871,source-backed candidate
BI-HCDN-02291,RAF report 02291,Supply Chain,duplicate,ad hoc,DATA-HCDN-00874,source-backed candidate
BI-HCDN-02292,clinical report 02292,Privacy,stale,daily,DATA-HCDN-00877,KPI definition conflict
BI-HCDN-02293,claims report 02293,Compliance,candidate retire,weekly,DATA-HCDN-00880,source-backed candidate
BI-HCDN-02294,denials report 02294,Provider Network,executive critical,monthly,DATA-HCDN-00883,source-backed candidate
BI-HCDN-02295,access report 02295,Value-Based Care,active,quarterly,DATA-HCDN-00886,owner unclear
BI-HCDN-02296,finance report 02296,Clinical Operations,duplicate,real-time,DATA-HCDN-00889,source-backed candidate
BI-HCDN-02297,actuarial report 02297,Revenue Cycle,stale,ad hoc,DATA-HCDN-00892,source-backed candidate
BI-HCDN-02298,pharmacy report 02298,Patient Access,candidate retire,daily,DATA-HCDN-00895,source-backed candidate
BI-HCDN-02299,provider-network report 02299,Interoperability,executive critical,weekly,DATA-HCDN-00898,source-backed candidate
BI-HCDN-02300,executive report 02300,Population Health,active,monthly,DATA-HCDN-00901,source-backed candidate
BI-HCDN-02301,Stars report 02301,Health Plan Operations,duplicate,quarterly,DATA-HCDN-00904,source-backed candidate
BI-HCDN-02302,HEDIS report 02302,Medicare Advantage,stale,real-time,DATA-HCDN-00907,source-backed candidate
BI-HCDN-02303,CAHPS report 02303,Claims Operations,candidate retire,ad hoc,DATA-HCDN-00910,source-backed candidate
BI-HCDN-02304,RAF report 02304,Utilization Management,executive critical,daily,DATA-HCDN-00913,KPI definition conflict
BI-HCDN-02305,clinical report 02305,Member Services,active,weekly,DATA-HCDN-00916,source-backed candidate
BI-HCDN-02306,claims report 02306,Quality and Stars,duplicate,monthly,DATA-HCDN-00919,source-backed candidate
BI-HCDN-02307,denials report 02307,Risk Adjustment,stale,quarterly,DATA-HCDN-00922,source-backed candidate
BI-HCDN-02308,access report 02308,Care Management,candidate retire,real-time,DATA-HCDN-00925,source-backed candidate
BI-HCDN-02309,finance report 02309,Finance,executive critical,ad hoc,DATA-HCDN-00928,source-backed candidate
BI-HCDN-02310,actuarial report 02310,Coding,active,daily,DATA-HCDN-00931,source-backed candidate
BI-HCDN-02311,pharmacy report 02311,Payer Contracting,duplicate,weekly,DATA-HCDN-00934,source-backed candidate
BI-HCDN-02312,provider-network report 02312,Digital Front Door,stale,monthly,DATA-HCDN-00937,source-backed candidate
BI-HCDN-02313,executive report 02313,Contact Center,candidate retire,quarterly,DATA-HCDN-00940,owner unclear
BI-HCDN-02314,Stars report 02314,Ambulatory Care,executive critical,real-time,DATA-HCDN-00943,source-backed candidate
BI-HCDN-02315,HEDIS report 02315,Emergency Department,active,ad hoc,DATA-HCDN-00946,source-backed candidate
BI-HCDN-02316,CAHPS report 02316,Inpatient,duplicate,daily,DATA-HCDN-00949,KPI definition conflict
BI-HCDN-02317,RAF report 02317,Surgery,stale,weekly,DATA-HCDN-00952,source-backed candidate
BI-HCDN-02318,clinical report 02318,Imaging,candidate retire,monthly,DATA-HCDN-00955,source-backed candidate
BI-HCDN-02319,claims report 02319,Lab,executive critical,quarterly,DATA-HCDN-00958,source-backed candidate
BI-HCDN-02320,denials report 02320,Pharmacy,active,real-time,DATA-HCDN-00961,source-backed candidate
BI-HCDN-02321,access report 02321,Oncology,duplicate,ad hoc,DATA-HCDN-00964,source-backed candidate
BI-HCDN-02322,finance report 02322,Cardiology,stale,daily,DATA-HCDN-00967,owner unclear
BI-HCDN-02323,actuarial report 02323,Data and Analytics,candidate retire,weekly,DATA-HCDN-00970,source-backed candidate
BI-HCDN-02324,pharmacy report 02324,Clinical Analytics,executive critical,monthly,DATA-HCDN-00973,source-backed candidate
BI-HCDN-02325,provider-network report 02325,Actuarial,active,quarterly,DATA-HCDN-00976,source-backed candidate
BI-HCDN-02326,executive report 02326,Departmental Reporting,duplicate,real-time,DATA-HCDN-00979,source-backed candidate
BI-HCDN-02327,Stars report 02327,AI Transformation,stale,ad hoc,DATA-HCDN-00982,source-backed candidate
BI-HCDN-02328,HEDIS report 02328,Technology,candidate retire,daily,DATA-HCDN-00985,KPI definition conflict
BI-HCDN-02329,CAHPS report 02329,Security,executive critical,weekly,DATA-HCDN-00988,source-backed candidate
BI-HCDN-02330,RAF report 02330,Procurement,active,monthly,DATA-HCDN-00991,source-backed candidate
BI-HCDN-02331,clinical report 02331,HR,duplicate,quarterly,DATA-HCDN-00994,owner unclear
BI-HCDN-02332,claims report 02332,Supply Chain,stale,real-time,DATA-HCDN-00997,source-backed candidate
