control_id,control_name,business_function,control_status,source_id
CTRL-HCDN-0617,measure attestation,Patient Access,gap,SRC-HCDN-CTRL-138
CTRL-HCDN-0618,CMS submission control,Interoperability,needs evidence,SRC-HCDN-CTRL-139
CTRL-HCDN-0619,change control,Population Health,candidate,SRC-HCDN-CTRL-140
CTRL-HCDN-0620,data lineage certification,Health Plan Operations,designed,SRC-HCDN-CTRL-141
CTRL-HCDN-0621,vendor BAA review,Medicare Advantage,operating,SRC-HCDN-CTRL-142
CTRL-HCDN-0622,resilience test,Claims Operations,gap,SRC-HCDN-CTRL-143
CTRL-HCDN-0623,incident review,Utilization Management,needs evidence,SRC-HCDN-CTRL-144
CTRL-HCDN-0624,financial approval,Member Services,candidate,SRC-HCDN-CTRL-145
CTRL-HCDN-0625,privacy review,Quality and Stars,designed,SRC-HCDN-CTRL-146
CTRL-HCDN-0626,model-risk review,Risk Adjustment,operating,SRC-HCDN-CTRL-147
CTRL-HCDN-0627,PHI access review,Care Management,gap,SRC-HCDN-CTRL-148
CTRL-HCDN-0628,measure attestation,Finance,needs evidence,SRC-HCDN-CTRL-149
CTRL-HCDN-0629,CMS submission control,Coding,candidate,SRC-HCDN-CTRL-150
CTRL-HCDN-0630,change control,Payer Contracting,designed,SRC-HCDN-CTRL-151
CTRL-HCDN-0631,data lineage certification,Digital Front Door,operating,SRC-HCDN-CTRL-152
CTRL-HCDN-0632,vendor BAA review,Contact Center,gap,SRC-HCDN-CTRL-153
CTRL-HCDN-0633,resilience test,Ambulatory Care,needs evidence,SRC-HCDN-CTRL-154
CTRL-HCDN-0634,incident review,Emergency Department,candidate,SRC-HCDN-CTRL-155
CTRL-HCDN-0635,financial approval,Inpatient,designed,SRC-HCDN-CTRL-156
CTRL-HCDN-0636,privacy review,Surgery,operating,SRC-HCDN-CTRL-157
CTRL-HCDN-0637,model-risk review,Imaging,gap,SRC-HCDN-CTRL-158
CTRL-HCDN-0638,PHI access review,Lab,needs evidence,SRC-HCDN-CTRL-159
CTRL-HCDN-0639,measure attestation,Pharmacy,candidate,SRC-HCDN-CTRL-160
CTRL-HCDN-0640,CMS submission control,Oncology,designed,SRC-HCDN-CTRL-001
CTRL-HCDN-0641,change control,Cardiology,operating,SRC-HCDN-CTRL-002
CTRL-HCDN-0642,data lineage certification,Data and Analytics,gap,SRC-HCDN-CTRL-003
CTRL-HCDN-0643,vendor BAA review,Clinical Analytics,needs evidence,SRC-HCDN-CTRL-004
CTRL-HCDN-0644,resilience test,Actuarial,candidate,SRC-HCDN-CTRL-005
CTRL-HCDN-0645,incident review,Departmental Reporting,designed,SRC-HCDN-CTRL-006
CTRL-HCDN-0646,financial approval,AI Transformation,operating,SRC-HCDN-CTRL-007
CTRL-HCDN-0647,privacy review,Technology,gap,SRC-HCDN-CTRL-008
CTRL-HCDN-0648,model-risk review,Security,needs evidence,SRC-HCDN-CTRL-009
CTRL-HCDN-0649,PHI access review,Procurement,candidate,SRC-HCDN-CTRL-010
CTRL-HCDN-0650,measure attestation,HR,designed,SRC-HCDN-CTRL-011
CTRL-HCDN-0651,CMS submission control,Supply Chain,operating,SRC-HCDN-CTRL-012
CTRL-HCDN-0652,change control,Privacy,gap,SRC-HCDN-CTRL-013
CTRL-HCDN-0653,data lineage certification,Compliance,needs evidence,SRC-HCDN-CTRL-014
CTRL-HCDN-0654,vendor BAA review,Provider Network,candidate,SRC-HCDN-CTRL-015
CTRL-HCDN-0655,resilience test,Value-Based Care,designed,SRC-HCDN-CTRL-016
CTRL-HCDN-0656,incident review,Clinical Operations,operating,SRC-HCDN-CTRL-017
CTRL-HCDN-0657,financial approval,Revenue Cycle,gap,SRC-HCDN-CTRL-018
CTRL-HCDN-0658,privacy review,Patient Access,needs evidence,SRC-HCDN-CTRL-019
CTRL-HCDN-0659,model-risk review,Interoperability,candidate,SRC-HCDN-CTRL-020
CTRL-HCDN-0660,PHI access review,Population Health,designed,SRC-HCDN-CTRL-021
CTRL-HCDN-0661,measure attestation,Health Plan Operations,operating,SRC-HCDN-CTRL-022
CTRL-HCDN-0662,CMS submission control,Medicare Advantage,gap,SRC-HCDN-CTRL-023
CTRL-HCDN-0663,change control,Claims Operations,needs evidence,SRC-HCDN-CTRL-024
CTRL-HCDN-0664,data lineage certification,Utilization Management,candidate,SRC-HCDN-CTRL-025
CTRL-HCDN-0665,vendor BAA review,Member Services,designed,SRC-HCDN-CTRL-026
CTRL-HCDN-0666,resilience test,Quality and Stars,operating,SRC-HCDN-CTRL-027
CTRL-HCDN-0667,incident review,Risk Adjustment,gap,SRC-HCDN-CTRL-028
CTRL-HCDN-0668,financial approval,Care Management,needs evidence,SRC-HCDN-CTRL-029
CTRL-HCDN-0669,privacy review,Finance,candidate,SRC-HCDN-CTRL-030
CTRL-HCDN-0670,model-risk review,Coding,designed,SRC-HCDN-CTRL-031
CTRL-HCDN-0671,PHI access review,Payer Contracting,operating,SRC-HCDN-CTRL-032
CTRL-HCDN-0672,measure attestation,Digital Front Door,gap,SRC-HCDN-CTRL-033
CTRL-HCDN-0673,CMS submission control,Contact Center,needs evidence,SRC-HCDN-CTRL-034
CTRL-HCDN-0674,change control,Ambulatory Care,candidate,SRC-HCDN-CTRL-035
CTRL-HCDN-0675,data lineage certification,Emergency Department,designed,SRC-HCDN-CTRL-036
CTRL-HCDN-0676,vendor BAA review,Inpatient,operating,SRC-HCDN-CTRL-037
CTRL-HCDN-0677,resilience test,Surgery,gap,SRC-HCDN-CTRL-038
CTRL-HCDN-0678,incident review,Imaging,needs evidence,SRC-HCDN-CTRL-039
CTRL-HCDN-0679,financial approval,Lab,candidate,SRC-HCDN-CTRL-040
CTRL-HCDN-0680,privacy review,Pharmacy,designed,SRC-HCDN-CTRL-041
CTRL-HCDN-0681,model-risk review,Oncology,operating,SRC-HCDN-CTRL-042
CTRL-HCDN-0682,PHI access review,Cardiology,gap,SRC-HCDN-CTRL-043
CTRL-HCDN-0683,measure attestation,Data and Analytics,needs evidence,SRC-HCDN-CTRL-044
CTRL-HCDN-0684,CMS submission control,Clinical Analytics,candidate,SRC-HCDN-CTRL-045
CTRL-HCDN-0685,change control,Actuarial,designed,SRC-HCDN-CTRL-046
CTRL-HCDN-0686,data lineage certification,Departmental Reporting,operating,SRC-HCDN-CTRL-047
CTRL-HCDN-0687,vendor BAA review,AI Transformation,gap,SRC-HCDN-CTRL-048
CTRL-HCDN-0688,resilience test,Technology,needs evidence,SRC-HCDN-CTRL-049
CTRL-HCDN-0689,incident review,Security,candidate,SRC-HCDN-CTRL-050
CTRL-HCDN-0690,financial approval,Procurement,designed,SRC-HCDN-CTRL-051
CTRL-HCDN-0691,privacy review,HR,operating,SRC-HCDN-CTRL-052
CTRL-HCDN-0692,model-risk review,Supply Chain,gap,SRC-HCDN-CTRL-053
CTRL-HCDN-0693,PHI access review,Privacy,needs evidence,SRC-HCDN-CTRL-054
CTRL-HCDN-0694,measure attestation,Compliance,candidate,SRC-HCDN-CTRL-055
CTRL-HCDN-0695,CMS submission control,Provider Network,designed,SRC-HCDN-CTRL-056
CTRL-HCDN-0696,change control,Value-Based Care,operating,SRC-HCDN-CTRL-057
CTRL-HCDN-0697,data lineage certification,Clinical Operations,gap,SRC-HCDN-CTRL-058
CTRL-HCDN-0698,vendor BAA review,Revenue Cycle,needs evidence,SRC-HCDN-CTRL-059
CTRL-HCDN-0699,resilience test,Patient Access,candidate,SRC-HCDN-CTRL-060
CTRL-HCDN-0700,incident review,Interoperability,designed,SRC-HCDN-CTRL-061
CTRL-HCDN-0701,financial approval,Population Health,operating,SRC-HCDN-CTRL-062
CTRL-HCDN-0702,privacy review,Health Plan Operations,gap,SRC-HCDN-CTRL-063
CTRL-HCDN-0703,model-risk review,Medicare Advantage,needs evidence,SRC-HCDN-CTRL-064
CTRL-HCDN-0704,PHI access review,Claims Operations,candidate,SRC-HCDN-CTRL-065
CTRL-HCDN-0705,measure attestation,Utilization Management,designed,SRC-HCDN-CTRL-066
CTRL-HCDN-0706,CMS submission control,Member Services,operating,SRC-HCDN-CTRL-067
CTRL-HCDN-0707,change control,Quality and Stars,gap,SRC-HCDN-CTRL-068
CTRL-HCDN-0708,data lineage certification,Risk Adjustment,needs evidence,SRC-HCDN-CTRL-069
CTRL-HCDN-0709,vendor BAA review,Care Management,candidate,SRC-HCDN-CTRL-070
CTRL-HCDN-0710,resilience test,Finance,designed,SRC-HCDN-CTRL-071
CTRL-HCDN-0711,incident review,Coding,operating,SRC-HCDN-CTRL-072
CTRL-HCDN-0712,financial approval,Payer Contracting,gap,SRC-HCDN-CTRL-073
CTRL-HCDN-0713,privacy review,Digital Front Door,needs evidence,SRC-HCDN-CTRL-074
CTRL-HCDN-0714,model-risk review,Contact Center,candidate,SRC-HCDN-CTRL-075
CTRL-HCDN-0715,PHI access review,Ambulatory Care,designed,SRC-HCDN-CTRL-076
CTRL-HCDN-0716,measure attestation,Emergency Department,operating,SRC-HCDN-CTRL-077
CTRL-HCDN-0717,CMS submission control,Inpatient,gap,SRC-HCDN-CTRL-078
CTRL-HCDN-0718,change control,Surgery,needs evidence,SRC-HCDN-CTRL-079
CTRL-HCDN-0719,data lineage certification,Imaging,candidate,SRC-HCDN-CTRL-080
CTRL-HCDN-0720,vendor BAA review,Lab,designed,SRC-HCDN-CTRL-081
CTRL-HCDN-0721,resilience test,Pharmacy,operating,SRC-HCDN-CTRL-082
CTRL-HCDN-0722,incident review,Oncology,gap,SRC-HCDN-CTRL-083
CTRL-HCDN-0723,financial approval,Cardiology,needs evidence,SRC-HCDN-CTRL-084
CTRL-HCDN-0724,privacy review,Data and Analytics,candidate,SRC-HCDN-CTRL-085
CTRL-HCDN-0725,model-risk review,Clinical Analytics,designed,SRC-HCDN-CTRL-086
CTRL-HCDN-0726,PHI access review,Actuarial,operating,SRC-HCDN-CTRL-087
CTRL-HCDN-0727,measure attestation,Departmental Reporting,gap,SRC-HCDN-CTRL-088
CTRL-HCDN-0728,CMS submission control,AI Transformation,needs evidence,SRC-HCDN-CTRL-089
CTRL-HCDN-0729,change control,Technology,candidate,SRC-HCDN-CTRL-090
CTRL-HCDN-0730,data lineage certification,Security,designed,SRC-HCDN-CTRL-091
CTRL-HCDN-0731,vendor BAA review,Procurement,operating,SRC-HCDN-CTRL-092
CTRL-HCDN-0732,resilience test,HR,gap,SRC-HCDN-CTRL-093
CTRL-HCDN-0733,incident review,Supply Chain,needs evidence,SRC-HCDN-CTRL-094
CTRL-HCDN-0734,financial approval,Privacy,candidate,SRC-HCDN-CTRL-095
CTRL-HCDN-0735,privacy review,Compliance,designed,SRC-HCDN-CTRL-096
CTRL-HCDN-0736,model-risk review,Provider Network,operating,SRC-HCDN-CTRL-097
CTRL-HCDN-0737,PHI access review,Value-Based Care,gap,SRC-HCDN-CTRL-098
CTRL-HCDN-0738,measure attestation,Clinical Operations,needs evidence,SRC-HCDN-CTRL-099
CTRL-HCDN-0739,CMS submission control,Revenue Cycle,candidate,SRC-HCDN-CTRL-100
CTRL-HCDN-0740,change control,Patient Access,designed,SRC-HCDN-CTRL-101
CTRL-HCDN-0741,data lineage certification,Interoperability,operating,SRC-HCDN-CTRL-102
CTRL-HCDN-0742,vendor BAA review,Population Health,gap,SRC-HCDN-CTRL-103
CTRL-HCDN-0743,resilience test,Health Plan Operations,needs evidence,SRC-HCDN-CTRL-104
CTRL-HCDN-0744,incident review,Medicare Advantage,candidate,SRC-HCDN-CTRL-105
CTRL-HCDN-0745,financial approval,Claims Operations,designed,SRC-HCDN-CTRL-106
CTRL-HCDN-0746,privacy review,Utilization Management,operating,SRC-HCDN-CTRL-107
CTRL-HCDN-0747,model-risk review,Member Services,gap,SRC-HCDN-CTRL-108
CTRL-HCDN-0748,PHI access review,Quality and Stars,needs evidence,SRC-HCDN-CTRL-109
CTRL-HCDN-0749,measure attestation,Risk Adjustment,candidate,SRC-HCDN-CTRL-110
CTRL-HCDN-0750,CMS submission control,Care Management,designed,SRC-HCDN-CTRL-111
CTRL-HCDN-0751,change control,Finance,operating,SRC-HCDN-CTRL-112
CTRL-HCDN-0752,data lineage certification,Coding,gap,SRC-HCDN-CTRL-113
CTRL-HCDN-0753,vendor BAA review,Payer Contracting,needs evidence,SRC-HCDN-CTRL-114
CTRL-HCDN-0754,resilience test,Digital Front Door,candidate,SRC-HCDN-CTRL-115
CTRL-HCDN-0755,incident review,Contact Center,designed,SRC-HCDN-CTRL-116
CTRL-HCDN-0756,financial approval,Ambulatory Care,operating,SRC-HCDN-CTRL-117
CTRL-HCDN-0757,privacy review,Emergency Department,gap,SRC-HCDN-CTRL-118
CTRL-HCDN-0758,model-risk review,Inpatient,needs evidence,SRC-HCDN-CTRL-119
CTRL-HCDN-0759,PHI access review,Surgery,candidate,SRC-HCDN-CTRL-120
CTRL-HCDN-0760,measure attestation,Imaging,designed,SRC-HCDN-CTRL-121
CTRL-HCDN-0761,CMS submission control,Lab,operating,SRC-HCDN-CTRL-122
CTRL-HCDN-0762,change control,Pharmacy,gap,SRC-HCDN-CTRL-123
CTRL-HCDN-0763,data lineage certification,Oncology,needs evidence,SRC-HCDN-CTRL-124
CTRL-HCDN-0764,vendor BAA review,Cardiology,candidate,SRC-HCDN-CTRL-125
CTRL-HCDN-0765,resilience test,Data and Analytics,designed,SRC-HCDN-CTRL-126
CTRL-HCDN-0766,incident review,Clinical Analytics,operating,SRC-HCDN-CTRL-127
CTRL-HCDN-0767,financial approval,Actuarial,gap,SRC-HCDN-CTRL-128
CTRL-HCDN-0768,privacy review,Departmental Reporting,needs evidence,SRC-HCDN-CTRL-129
CTRL-HCDN-0769,model-risk review,AI Transformation,candidate,SRC-HCDN-CTRL-130
CTRL-HCDN-0770,PHI access review,Technology,designed,SRC-HCDN-CTRL-131
CTRL-HCDN-0771,measure attestation,Security,operating,SRC-HCDN-CTRL-132
CTRL-HCDN-0772,CMS submission control,Procurement,gap,SRC-HCDN-CTRL-133
CTRL-HCDN-0773,change control,HR,needs evidence,SRC-HCDN-CTRL-134
CTRL-HCDN-0774,data lineage certification,Supply Chain,candidate,SRC-HCDN-CTRL-135
CTRL-HCDN-0775,vendor BAA review,Privacy,designed,SRC-HCDN-CTRL-136
CTRL-HCDN-0776,resilience test,Compliance,operating,SRC-HCDN-CTRL-137
CTRL-HCDN-0777,incident review,Provider Network,gap,SRC-HCDN-CTRL-138
CTRL-HCDN-0778,financial approval,Value-Based Care,needs evidence,SRC-HCDN-CTRL-139
CTRL-HCDN-0779,privacy review,Clinical Operations,candidate,SRC-HCDN-CTRL-140
CTRL-HCDN-0780,model-risk review,Revenue Cycle,designed,SRC-HCDN-CTRL-141
CTRL-HCDN-0781,PHI access review,Patient Access,operating,SRC-HCDN-CTRL-142
CTRL-HCDN-0782,measure attestation,Interoperability,gap,SRC-HCDN-CTRL-143
CTRL-HCDN-0783,CMS submission control,Population Health,needs evidence,SRC-HCDN-CTRL-144
CTRL-HCDN-0784,change control,Health Plan Operations,candidate,SRC-HCDN-CTRL-145
CTRL-HCDN-0785,data lineage certification,Medicare Advantage,designed,SRC-HCDN-CTRL-146
CTRL-HCDN-0786,vendor BAA review,Claims Operations,operating,SRC-HCDN-CTRL-147
CTRL-HCDN-0787,resilience test,Utilization Management,gap,SRC-HCDN-CTRL-148
CTRL-HCDN-0788,incident review,Member Services,needs evidence,SRC-HCDN-CTRL-149
CTRL-HCDN-0789,financial approval,Quality and Stars,candidate,SRC-HCDN-CTRL-150
CTRL-HCDN-0790,privacy review,Risk Adjustment,designed,SRC-HCDN-CTRL-151
CTRL-HCDN-0791,model-risk review,Care Management,operating,SRC-HCDN-CTRL-152
CTRL-HCDN-0792,PHI access review,Finance,gap,SRC-HCDN-CTRL-153
CTRL-HCDN-0793,measure attestation,Coding,needs evidence,SRC-HCDN-CTRL-154
CTRL-HCDN-0794,CMS submission control,Payer Contracting,candidate,SRC-HCDN-CTRL-155
CTRL-HCDN-0795,change control,Digital Front Door,designed,SRC-HCDN-CTRL-156
CTRL-HCDN-0796,data lineage certification,Contact Center,operating,SRC-HCDN-CTRL-157
CTRL-HCDN-0797,vendor BAA review,Ambulatory Care,gap,SRC-HCDN-CTRL-158
CTRL-HCDN-0798,resilience test,Emergency Department,needs evidence,SRC-HCDN-CTRL-159
CTRL-HCDN-0799,incident review,Inpatient,candidate,SRC-HCDN-CTRL-160
CTRL-HCDN-0800,financial approval,Surgery,designed,SRC-HCDN-CTRL-001
CTRL-HCDN-0801,privacy review,Imaging,operating,SRC-HCDN-CTRL-002
CTRL-HCDN-0802,model-risk review,Lab,gap,SRC-HCDN-CTRL-003
CTRL-HCDN-0803,PHI access review,Pharmacy,needs evidence,SRC-HCDN-CTRL-004
CTRL-HCDN-0804,measure attestation,Oncology,candidate,SRC-HCDN-CTRL-005
CTRL-HCDN-0805,CMS submission control,Cardiology,designed,SRC-HCDN-CTRL-006
CTRL-HCDN-0806,change control,Data and Analytics,operating,SRC-HCDN-CTRL-007
CTRL-HCDN-0807,data lineage certification,Clinical Analytics,gap,SRC-HCDN-CTRL-008
CTRL-HCDN-0808,vendor BAA review,Actuarial,needs evidence,SRC-HCDN-CTRL-009
CTRL-HCDN-0809,resilience test,Departmental Reporting,candidate,SRC-HCDN-CTRL-010
CTRL-HCDN-0810,incident review,AI Transformation,designed,SRC-HCDN-CTRL-011
CTRL-HCDN-0811,financial approval,Technology,operating,SRC-HCDN-CTRL-012
CTRL-HCDN-0812,privacy review,Security,gap,SRC-HCDN-CTRL-013
CTRL-HCDN-0813,model-risk review,Procurement,needs evidence,SRC-HCDN-CTRL-014
CTRL-HCDN-0814,PHI access review,HR,candidate,SRC-HCDN-CTRL-015
CTRL-HCDN-0815,measure attestation,Supply Chain,designed,SRC-HCDN-CTRL-016
CTRL-HCDN-0816,CMS submission control,Privacy,operating,SRC-HCDN-CTRL-017
CTRL-HCDN-0817,change control,Compliance,gap,SRC-HCDN-CTRL-018
CTRL-HCDN-0818,data lineage certification,Provider Network,needs evidence,SRC-HCDN-CTRL-019
CTRL-HCDN-0819,vendor BAA review,Value-Based Care,candidate,SRC-HCDN-CTRL-020
CTRL-HCDN-0820,resilience test,Clinical Operations,designed,SRC-HCDN-CTRL-021
CTRL-HCDN-0821,incident review,Revenue Cycle,operating,SRC-HCDN-CTRL-022
CTRL-HCDN-0822,financial approval,Patient Access,gap,SRC-HCDN-CTRL-023
CTRL-HCDN-0823,privacy review,Interoperability,needs evidence,SRC-HCDN-CTRL-024
CTRL-HCDN-0824,model-risk review,Population Health,candidate,SRC-HCDN-CTRL-025
CTRL-HCDN-0825,PHI access review,Health Plan Operations,designed,SRC-HCDN-CTRL-026
CTRL-HCDN-0826,measure attestation,Medicare Advantage,operating,SRC-HCDN-CTRL-027
CTRL-HCDN-0827,CMS submission control,Claims Operations,gap,SRC-HCDN-CTRL-028
CTRL-HCDN-0828,change control,Utilization Management,needs evidence,SRC-HCDN-CTRL-029
CTRL-HCDN-0829,data lineage certification,Member Services,candidate,SRC-HCDN-CTRL-030
CTRL-HCDN-0830,vendor BAA review,Quality and Stars,designed,SRC-HCDN-CTRL-031
CTRL-HCDN-0831,resilience test,Risk Adjustment,operating,SRC-HCDN-CTRL-032
CTRL-HCDN-0832,incident review,Care Management,gap,SRC-HCDN-CTRL-033
CTRL-HCDN-0833,financial approval,Finance,needs evidence,SRC-HCDN-CTRL-034
CTRL-HCDN-0834,privacy review,Coding,candidate,SRC-HCDN-CTRL-035
CTRL-HCDN-0835,model-risk review,Payer Contracting,designed,SRC-HCDN-CTRL-036
CTRL-HCDN-0836,PHI access review,Digital Front Door,operating,SRC-HCDN-CTRL-037
CTRL-HCDN-0837,measure attestation,Contact Center,gap,SRC-HCDN-CTRL-038
CTRL-HCDN-0838,CMS submission control,Ambulatory Care,needs evidence,SRC-HCDN-CTRL-039
CTRL-HCDN-0839,change control,Emergency Department,candidate,SRC-HCDN-CTRL-040
CTRL-HCDN-0840,data lineage certification,Inpatient,designed,SRC-HCDN-CTRL-041
CTRL-HCDN-0841,vendor BAA review,Surgery,operating,SRC-HCDN-CTRL-042
CTRL-HCDN-0842,resilience test,Imaging,gap,SRC-HCDN-CTRL-043
CTRL-HCDN-0843,incident review,Lab,needs evidence,SRC-HCDN-CTRL-044
CTRL-HCDN-0844,financial approval,Pharmacy,candidate,SRC-HCDN-CTRL-045
CTRL-HCDN-0845,privacy review,Oncology,designed,SRC-HCDN-CTRL-046
CTRL-HCDN-0846,model-risk review,Cardiology,operating,SRC-HCDN-CTRL-047
CTRL-HCDN-0847,PHI access review,Data and Analytics,gap,SRC-HCDN-CTRL-048
CTRL-HCDN-0848,measure attestation,Clinical Analytics,needs evidence,SRC-HCDN-CTRL-049
CTRL-HCDN-0849,CMS submission control,Actuarial,candidate,SRC-HCDN-CTRL-050
CTRL-HCDN-0850,change control,Departmental Reporting,designed,SRC-HCDN-CTRL-051
CTRL-HCDN-0851,data lineage certification,AI Transformation,operating,SRC-HCDN-CTRL-052
CTRL-HCDN-0852,vendor BAA review,Technology,gap,SRC-HCDN-CTRL-053
CTRL-HCDN-0853,resilience test,Security,needs evidence,SRC-HCDN-CTRL-054
CTRL-HCDN-0854,incident review,Procurement,candidate,SRC-HCDN-CTRL-055
CTRL-HCDN-0855,financial approval,HR,designed,SRC-HCDN-CTRL-056
CTRL-HCDN-0856,privacy review,Supply Chain,operating,SRC-HCDN-CTRL-057
CTRL-HCDN-0857,model-risk review,Privacy,gap,SRC-HCDN-CTRL-058
CTRL-HCDN-0858,PHI access review,Compliance,needs evidence,SRC-HCDN-CTRL-059
CTRL-HCDN-0859,measure attestation,Provider Network,candidate,SRC-HCDN-CTRL-060
CTRL-HCDN-0860,CMS submission control,Value-Based Care,designed,SRC-HCDN-CTRL-061
CTRL-HCDN-0861,change control,Clinical Operations,operating,SRC-HCDN-CTRL-062
CTRL-HCDN-0862,data lineage certification,Revenue Cycle,gap,SRC-HCDN-CTRL-063
CTRL-HCDN-0863,vendor BAA review,Patient Access,needs evidence,SRC-HCDN-CTRL-064
CTRL-HCDN-0864,resilience test,Interoperability,candidate,SRC-HCDN-CTRL-065
CTRL-HCDN-0865,incident review,Population Health,designed,SRC-HCDN-CTRL-066
CTRL-HCDN-0866,financial approval,Health Plan Operations,operating,SRC-HCDN-CTRL-067
CTRL-HCDN-0867,privacy review,Medicare Advantage,gap,SRC-HCDN-CTRL-068
CTRL-HCDN-0868,model-risk review,Claims Operations,needs evidence,SRC-HCDN-CTRL-069
CTRL-HCDN-0869,PHI access review,Utilization Management,candidate,SRC-HCDN-CTRL-070
CTRL-HCDN-0870,measure attestation,Member Services,designed,SRC-HCDN-CTRL-071
CTRL-HCDN-0871,CMS submission control,Quality and Stars,operating,SRC-HCDN-CTRL-072
CTRL-HCDN-0872,change control,Risk Adjustment,gap,SRC-HCDN-CTRL-073
CTRL-HCDN-0873,data lineage certification,Care Management,needs evidence,SRC-HCDN-CTRL-074
CTRL-HCDN-0874,vendor BAA review,Finance,candidate,SRC-HCDN-CTRL-075
CTRL-HCDN-0875,resilience test,Coding,designed,SRC-HCDN-CTRL-076
CTRL-HCDN-0876,incident review,Payer Contracting,operating,SRC-HCDN-CTRL-077
CTRL-HCDN-0877,financial approval,Digital Front Door,gap,SRC-HCDN-CTRL-078
CTRL-HCDN-0878,privacy review,Contact Center,needs evidence,SRC-HCDN-CTRL-079
CTRL-HCDN-0879,model-risk review,Ambulatory Care,candidate,SRC-HCDN-CTRL-080
CTRL-HCDN-0880,PHI access review,Emergency Department,designed,SRC-HCDN-CTRL-081
CTRL-HCDN-0881,measure attestation,Inpatient,operating,SRC-HCDN-CTRL-082
CTRL-HCDN-0882,CMS submission control,Surgery,gap,SRC-HCDN-CTRL-083
CTRL-HCDN-0883,change control,Imaging,needs evidence,SRC-HCDN-CTRL-084
CTRL-HCDN-0884,data lineage certification,Lab,candidate,SRC-HCDN-CTRL-085
CTRL-HCDN-0885,vendor BAA review,Pharmacy,designed,SRC-HCDN-CTRL-086
CTRL-HCDN-0886,resilience test,Oncology,operating,SRC-HCDN-CTRL-087
CTRL-HCDN-0887,incident review,Cardiology,gap,SRC-HCDN-CTRL-088
CTRL-HCDN-0888,financial approval,Data and Analytics,needs evidence,SRC-HCDN-CTRL-089
CTRL-HCDN-0889,privacy review,Clinical Analytics,candidate,SRC-HCDN-CTRL-090
CTRL-HCDN-0890,model-risk review,Actuarial,designed,SRC-HCDN-CTRL-091
CTRL-HCDN-0891,PHI access review,Departmental Reporting,operating,SRC-HCDN-CTRL-092
CTRL-HCDN-0892,measure attestation,AI Transformation,gap,SRC-HCDN-CTRL-093
CTRL-HCDN-0893,CMS submission control,Technology,needs evidence,SRC-HCDN-CTRL-094
CTRL-HCDN-0894,change control,Security,candidate,SRC-HCDN-CTRL-095
CTRL-HCDN-0895,data lineage certification,Procurement,designed,SRC-HCDN-CTRL-096
CTRL-HCDN-0896,vendor BAA review,HR,operating,SRC-HCDN-CTRL-097
CTRL-HCDN-0897,resilience test,Supply Chain,gap,SRC-HCDN-CTRL-098
CTRL-HCDN-0898,incident review,Privacy,needs evidence,SRC-HCDN-CTRL-099
CTRL-HCDN-0899,financial approval,Compliance,candidate,SRC-HCDN-CTRL-100
CTRL-HCDN-0900,privacy review,Provider Network,designed,SRC-HCDN-CTRL-101
CTRL-HCDN-0901,model-risk review,Value-Based Care,operating,SRC-HCDN-CTRL-102
CTRL-HCDN-0902,PHI access review,Clinical Operations,gap,SRC-HCDN-CTRL-103
CTRL-HCDN-0903,measure attestation,Revenue Cycle,needs evidence,SRC-HCDN-CTRL-104
CTRL-HCDN-0904,CMS submission control,Patient Access,candidate,SRC-HCDN-CTRL-105
CTRL-HCDN-0905,change control,Interoperability,designed,SRC-HCDN-CTRL-106
CTRL-HCDN-0906,data lineage certification,Population Health,operating,SRC-HCDN-CTRL-107
CTRL-HCDN-0907,vendor BAA review,Health Plan Operations,gap,SRC-HCDN-CTRL-108
CTRL-HCDN-0908,resilience test,Medicare Advantage,needs evidence,SRC-HCDN-CTRL-109
CTRL-HCDN-0909,incident review,Claims Operations,candidate,SRC-HCDN-CTRL-110
CTRL-HCDN-0910,financial approval,Utilization Management,designed,SRC-HCDN-CTRL-111
CTRL-HCDN-0911,privacy review,Member Services,operating,SRC-HCDN-CTRL-112
CTRL-HCDN-0912,model-risk review,Quality and Stars,gap,SRC-HCDN-CTRL-113
CTRL-HCDN-0913,PHI access review,Risk Adjustment,needs evidence,SRC-HCDN-CTRL-114
CTRL-HCDN-0914,measure attestation,Care Management,candidate,SRC-HCDN-CTRL-115
CTRL-HCDN-0915,CMS submission control,Finance,designed,SRC-HCDN-CTRL-116
CTRL-HCDN-0916,change control,Coding,operating,SRC-HCDN-CTRL-117
CTRL-HCDN-0917,data lineage certification,Payer Contracting,gap,SRC-HCDN-CTRL-118
CTRL-HCDN-0918,vendor BAA review,Digital Front Door,needs evidence,SRC-HCDN-CTRL-119
CTRL-HCDN-0919,resilience test,Contact Center,candidate,SRC-HCDN-CTRL-120
CTRL-HCDN-0920,incident review,Ambulatory Care,designed,SRC-HCDN-CTRL-121
CTRL-HCDN-0921,financial approval,Emergency Department,operating,SRC-HCDN-CTRL-122
CTRL-HCDN-0922,privacy review,Inpatient,gap,SRC-HCDN-CTRL-123
CTRL-HCDN-0923,model-risk review,Surgery,needs evidence,SRC-HCDN-CTRL-124
CTRL-HCDN-0924,PHI access review,Imaging,candidate,SRC-HCDN-CTRL-125
CTRL-HCDN-0925,measure attestation,Lab,designed,SRC-HCDN-CTRL-126
CTRL-HCDN-0926,CMS submission control,Pharmacy,operating,SRC-HCDN-CTRL-127
CTRL-HCDN-0927,change control,Oncology,gap,SRC-HCDN-CTRL-128
