relationship_id,from_object_type,from_source_native_id,relationship_type,to_object_type,to_source_native_id,business_meaning,scope,criticality,current_target_state,source_document
REL-HCDN-014642,interface,INT-HCDN-06291,connects,application,APP-HCDN-00079,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-064
REL-HCDN-014643,interface,INT-HCDN-06293,connects,application,APP-HCDN-00632,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-065
REL-HCDN-014644,interface,INT-HCDN-06293,connects,application,APP-HCDN-00113,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-066
REL-HCDN-014645,interface,INT-HCDN-06295,connects,application,APP-HCDN-00646,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-067
REL-HCDN-014646,interface,INT-HCDN-06295,connects,application,APP-HCDN-00147,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-068
REL-HCDN-014647,interface,INT-HCDN-06297,connects,application,APP-HCDN-00660,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-069
REL-HCDN-014648,interface,INT-HCDN-06297,connects,application,APP-HCDN-00181,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-070
REL-HCDN-014649,interface,INT-HCDN-06299,connects,application,APP-HCDN-00674,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-071
REL-HCDN-014650,interface,INT-HCDN-06299,connects,application,APP-HCDN-00215,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-072
REL-HCDN-014651,interface,INT-HCDN-06301,connects,application,APP-HCDN-00688,Interface connects upstream application,technology,critical,target,SRC-HCDN-REL-073
REL-HCDN-014652,interface,INT-HCDN-06301,connects,application,APP-HCDN-00249,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-074
REL-HCDN-014653,interface,INT-HCDN-06303,connects,application,APP-HCDN-00702,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-075
REL-HCDN-014654,interface,INT-HCDN-06303,connects,application,APP-HCDN-00283,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-076
REL-HCDN-014655,interface,INT-HCDN-06305,connects,application,APP-HCDN-00716,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-077
REL-HCDN-014656,interface,INT-HCDN-06305,connects,application,APP-HCDN-00317,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-078
REL-HCDN-014657,interface,INT-HCDN-06307,connects,application,APP-HCDN-00730,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-079
REL-HCDN-014658,interface,INT-HCDN-06307,connects,application,APP-HCDN-00351,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-080
REL-HCDN-014659,interface,INT-HCDN-06309,connects,application,APP-HCDN-00744,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-081
REL-HCDN-014660,interface,INT-HCDN-06309,connects,application,APP-HCDN-00385,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-082
REL-HCDN-014661,interface,INT-HCDN-06311,connects,application,APP-HCDN-00758,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-083
REL-HCDN-014662,interface,INT-HCDN-06311,connects,application,APP-HCDN-00419,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-084
REL-HCDN-014663,interface,INT-HCDN-06313,connects,application,APP-HCDN-00772,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-085
REL-HCDN-014664,interface,INT-HCDN-06313,connects,application,APP-HCDN-00453,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-086
REL-HCDN-014665,interface,INT-HCDN-06315,connects,application,APP-HCDN-00786,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-087
REL-HCDN-014666,interface,INT-HCDN-06315,connects,application,APP-HCDN-00487,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-088
REL-HCDN-014667,interface,INT-HCDN-06317,connects,application,APP-HCDN-00800,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-089
REL-HCDN-014668,interface,INT-HCDN-06317,connects,application,APP-HCDN-00521,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-090
REL-HCDN-014669,interface,INT-HCDN-06319,connects,application,APP-HCDN-00814,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-091
REL-HCDN-014670,interface,INT-HCDN-06319,connects,application,APP-HCDN-00555,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-092
REL-HCDN-014671,interface,INT-HCDN-06321,connects,application,APP-HCDN-00828,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-093
REL-HCDN-014672,interface,INT-HCDN-06321,connects,application,APP-HCDN-00589,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-094
REL-HCDN-014673,interface,INT-HCDN-06323,connects,application,APP-HCDN-00842,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-095
REL-HCDN-014674,interface,INT-HCDN-06323,connects,application,APP-HCDN-00623,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-096
REL-HCDN-014675,interface,INT-HCDN-06325,connects,application,APP-HCDN-00856,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-097
REL-HCDN-014676,interface,INT-HCDN-06325,connects,application,APP-HCDN-00657,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-098
REL-HCDN-014677,interface,INT-HCDN-06327,connects,application,APP-HCDN-00870,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-099
REL-HCDN-014678,interface,INT-HCDN-06327,connects,application,APP-HCDN-00691,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-100
REL-HCDN-014679,interface,INT-HCDN-06329,connects,application,APP-HCDN-00884,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-101
REL-HCDN-014680,interface,INT-HCDN-06329,connects,application,APP-HCDN-00725,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-102
REL-HCDN-014681,interface,INT-HCDN-06331,connects,application,APP-HCDN-00898,Interface connects upstream application,technology,critical,target,SRC-HCDN-REL-103
REL-HCDN-014682,interface,INT-HCDN-06331,connects,application,APP-HCDN-00759,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-104
REL-HCDN-014683,interface,INT-HCDN-06333,connects,application,APP-HCDN-00912,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-105
REL-HCDN-014684,interface,INT-HCDN-06333,connects,application,APP-HCDN-00793,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-106
REL-HCDN-014685,interface,INT-HCDN-06335,connects,application,APP-HCDN-00926,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-107
REL-HCDN-014686,interface,INT-HCDN-06335,connects,application,APP-HCDN-00827,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-108
REL-HCDN-014687,interface,INT-HCDN-06337,connects,application,APP-HCDN-00940,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-109
REL-HCDN-014688,interface,INT-HCDN-06337,connects,application,APP-HCDN-00861,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-110
REL-HCDN-014689,interface,INT-HCDN-06339,connects,application,APP-HCDN-00954,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-111
REL-HCDN-014690,interface,INT-HCDN-06339,connects,application,APP-HCDN-00895,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-112
REL-HCDN-014691,interface,INT-HCDN-06341,connects,application,APP-HCDN-00968,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-113
REL-HCDN-014692,interface,INT-HCDN-06341,connects,application,APP-HCDN-00929,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-114
REL-HCDN-014693,interface,INT-HCDN-06343,connects,application,APP-HCDN-00982,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-115
REL-HCDN-014694,interface,INT-HCDN-06343,connects,application,APP-HCDN-00963,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-116
REL-HCDN-014695,interface,INT-HCDN-06345,connects,application,APP-HCDN-00996,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-117
REL-HCDN-014696,interface,INT-HCDN-06345,connects,application,APP-HCDN-00997,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-118
REL-HCDN-014697,interface,INT-HCDN-06347,connects,application,APP-HCDN-01010,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-119
REL-HCDN-014698,interface,INT-HCDN-06347,connects,application,APP-HCDN-01031,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-120
REL-HCDN-014699,interface,INT-HCDN-06349,connects,application,APP-HCDN-01024,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-121
REL-HCDN-014700,interface,INT-HCDN-06349,connects,application,APP-HCDN-01065,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-122
REL-HCDN-014701,interface,INT-HCDN-06351,connects,application,APP-HCDN-01038,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-123
REL-HCDN-014702,interface,INT-HCDN-06351,connects,application,APP-HCDN-01099,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-124
REL-HCDN-014703,interface,INT-HCDN-06353,connects,application,APP-HCDN-01052,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-125
REL-HCDN-014704,interface,INT-HCDN-06353,connects,application,APP-HCDN-01133,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-126
REL-HCDN-014705,interface,INT-HCDN-06355,connects,application,APP-HCDN-01066,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-127
REL-HCDN-014706,interface,INT-HCDN-06355,connects,application,APP-HCDN-01167,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-128
REL-HCDN-014707,interface,INT-HCDN-06357,connects,application,APP-HCDN-01080,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-129
REL-HCDN-014708,interface,INT-HCDN-06357,connects,application,APP-HCDN-01201,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-130
REL-HCDN-014709,interface,INT-HCDN-06359,connects,application,APP-HCDN-01094,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-131
REL-HCDN-014710,interface,INT-HCDN-06359,connects,application,APP-HCDN-01235,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-132
REL-HCDN-014711,interface,INT-HCDN-06361,connects,application,APP-HCDN-01108,Interface connects upstream application,technology,critical,target,SRC-HCDN-REL-133
REL-HCDN-014712,interface,INT-HCDN-06361,connects,application,APP-HCDN-01269,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-134
REL-HCDN-014713,interface,INT-HCDN-06363,connects,application,APP-HCDN-01122,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-135
REL-HCDN-014714,interface,INT-HCDN-06363,connects,application,APP-HCDN-01303,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-136
REL-HCDN-014715,interface,INT-HCDN-06365,connects,application,APP-HCDN-01136,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-137
REL-HCDN-014716,interface,INT-HCDN-06365,connects,application,APP-HCDN-01337,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-138
REL-HCDN-014717,interface,INT-HCDN-06367,connects,application,APP-HCDN-01150,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-139
REL-HCDN-014718,interface,INT-HCDN-06367,connects,application,APP-HCDN-01371,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-140
REL-HCDN-014719,interface,INT-HCDN-06369,connects,application,APP-HCDN-01164,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-141
REL-HCDN-014720,interface,INT-HCDN-06369,connects,application,APP-HCDN-01405,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-142
REL-HCDN-014721,interface,INT-HCDN-06371,connects,application,APP-HCDN-01178,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-143
REL-HCDN-014722,interface,INT-HCDN-06371,connects,application,APP-HCDN-01439,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-144
REL-HCDN-014723,interface,INT-HCDN-06373,connects,application,APP-HCDN-01192,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-145
REL-HCDN-014724,interface,INT-HCDN-06373,connects,application,APP-HCDN-01473,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-146
REL-HCDN-014725,interface,INT-HCDN-06375,connects,application,APP-HCDN-01206,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-147
REL-HCDN-014726,interface,INT-HCDN-06375,connects,application,APP-HCDN-01507,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-148
REL-HCDN-014727,interface,INT-HCDN-06377,connects,application,APP-HCDN-01220,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-149
REL-HCDN-014728,interface,INT-HCDN-06377,connects,application,APP-HCDN-01541,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-150
REL-HCDN-014729,interface,INT-HCDN-06379,connects,application,APP-HCDN-01234,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-151
REL-HCDN-014730,interface,INT-HCDN-06379,connects,application,APP-HCDN-01575,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-152
REL-HCDN-014731,interface,INT-HCDN-06381,connects,application,APP-HCDN-01248,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-153
REL-HCDN-014732,interface,INT-HCDN-06381,connects,application,APP-HCDN-01609,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-154
REL-HCDN-014733,interface,INT-HCDN-06383,connects,application,APP-HCDN-01262,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-155
REL-HCDN-014734,interface,INT-HCDN-06383,connects,application,APP-HCDN-01643,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-156
REL-HCDN-014735,interface,INT-HCDN-06385,connects,application,APP-HCDN-01276,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-157
REL-HCDN-014736,interface,INT-HCDN-06385,connects,application,APP-HCDN-00007,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-158
REL-HCDN-014737,interface,INT-HCDN-06387,connects,application,APP-HCDN-01290,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-159
REL-HCDN-014738,interface,INT-HCDN-06387,connects,application,APP-HCDN-00041,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-160
REL-HCDN-014739,interface,INT-HCDN-06389,connects,application,APP-HCDN-01304,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-161
REL-HCDN-014740,interface,INT-HCDN-06389,connects,application,APP-HCDN-00075,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-162
REL-HCDN-014741,interface,INT-HCDN-06391,connects,application,APP-HCDN-01318,Interface connects upstream application,technology,critical,target,SRC-HCDN-REL-163
REL-HCDN-014742,interface,INT-HCDN-06391,connects,application,APP-HCDN-00109,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-164
REL-HCDN-014743,interface,INT-HCDN-06393,connects,application,APP-HCDN-01332,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-165
REL-HCDN-014744,interface,INT-HCDN-06393,connects,application,APP-HCDN-00143,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-166
REL-HCDN-014745,interface,INT-HCDN-06395,connects,application,APP-HCDN-01346,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-167
REL-HCDN-014746,interface,INT-HCDN-06395,connects,application,APP-HCDN-00177,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-168
REL-HCDN-014747,interface,INT-HCDN-06397,connects,application,APP-HCDN-01360,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-169
REL-HCDN-014748,interface,INT-HCDN-06397,connects,application,APP-HCDN-00211,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-170
REL-HCDN-014749,interface,INT-HCDN-06399,connects,application,APP-HCDN-01374,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-171
REL-HCDN-014750,interface,INT-HCDN-06399,connects,application,APP-HCDN-00245,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-172
REL-HCDN-014751,interface,INT-HCDN-06401,connects,application,APP-HCDN-01388,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-173
REL-HCDN-014752,interface,INT-HCDN-06401,connects,application,APP-HCDN-00279,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-174
REL-HCDN-014753,interface,INT-HCDN-06403,connects,application,APP-HCDN-01402,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-175
REL-HCDN-014754,interface,INT-HCDN-06403,connects,application,APP-HCDN-00313,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-176
REL-HCDN-014755,interface,INT-HCDN-06405,connects,application,APP-HCDN-01416,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-177
REL-HCDN-014756,interface,INT-HCDN-06405,connects,application,APP-HCDN-00347,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-178
REL-HCDN-014757,interface,INT-HCDN-06407,connects,application,APP-HCDN-01430,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-179
REL-HCDN-014758,interface,INT-HCDN-06407,connects,application,APP-HCDN-00381,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-180
REL-HCDN-014759,interface,INT-HCDN-06409,connects,application,APP-HCDN-01444,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-001
REL-HCDN-014760,interface,INT-HCDN-06409,connects,application,APP-HCDN-00415,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-002
REL-HCDN-014761,interface,INT-HCDN-06411,connects,application,APP-HCDN-01458,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-003
REL-HCDN-014762,interface,INT-HCDN-06411,connects,application,APP-HCDN-00449,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-004
REL-HCDN-014763,interface,INT-HCDN-06413,connects,application,APP-HCDN-01472,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-005
REL-HCDN-014764,interface,INT-HCDN-06413,connects,application,APP-HCDN-00483,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-006
REL-HCDN-014765,interface,INT-HCDN-06415,connects,application,APP-HCDN-01486,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-007
REL-HCDN-014766,interface,INT-HCDN-06415,connects,application,APP-HCDN-00517,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-008
REL-HCDN-014767,interface,INT-HCDN-06417,connects,application,APP-HCDN-01500,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-009
REL-HCDN-014768,interface,INT-HCDN-06417,connects,application,APP-HCDN-00551,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-010
REL-HCDN-014769,interface,INT-HCDN-06419,connects,application,APP-HCDN-01514,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-011
REL-HCDN-014770,interface,INT-HCDN-06419,connects,application,APP-HCDN-00585,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-012
REL-HCDN-014771,interface,INT-HCDN-06421,connects,application,APP-HCDN-01528,Interface connects upstream application,technology,critical,target,SRC-HCDN-REL-013
REL-HCDN-014772,interface,INT-HCDN-06421,connects,application,APP-HCDN-00619,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-014
REL-HCDN-014773,interface,INT-HCDN-06423,connects,application,APP-HCDN-01542,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-015
REL-HCDN-014774,interface,INT-HCDN-06423,connects,application,APP-HCDN-00653,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-016
REL-HCDN-014775,interface,INT-HCDN-06425,connects,application,APP-HCDN-01556,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-017
REL-HCDN-014776,interface,INT-HCDN-06425,connects,application,APP-HCDN-00687,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-018
REL-HCDN-014777,interface,INT-HCDN-06427,connects,application,APP-HCDN-01570,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-019
REL-HCDN-014778,interface,INT-HCDN-06427,connects,application,APP-HCDN-00721,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-020
REL-HCDN-014779,interface,INT-HCDN-06429,connects,application,APP-HCDN-01584,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-021
REL-HCDN-014780,interface,INT-HCDN-06429,connects,application,APP-HCDN-00755,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-022
REL-HCDN-014781,interface,INT-HCDN-06431,connects,application,APP-HCDN-01598,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-023
REL-HCDN-014782,interface,INT-HCDN-06431,connects,application,APP-HCDN-00789,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-024
REL-HCDN-014783,interface,INT-HCDN-06433,connects,application,APP-HCDN-01612,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-025
REL-HCDN-014784,interface,INT-HCDN-06433,connects,application,APP-HCDN-00823,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-026
REL-HCDN-014785,interface,INT-HCDN-06435,connects,application,APP-HCDN-01626,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-027
REL-HCDN-014786,interface,INT-HCDN-06435,connects,application,APP-HCDN-00857,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-028
REL-HCDN-014787,interface,INT-HCDN-06437,connects,application,APP-HCDN-01640,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-029
REL-HCDN-014788,interface,INT-HCDN-06437,connects,application,APP-HCDN-00891,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-030
REL-HCDN-014789,interface,INT-HCDN-06439,connects,application,APP-HCDN-01654,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-031
REL-HCDN-014790,interface,INT-HCDN-06439,connects,application,APP-HCDN-00925,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-032
REL-HCDN-014791,interface,INT-HCDN-06441,connects,application,APP-HCDN-01668,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-033
REL-HCDN-014792,interface,INT-HCDN-06441,connects,application,APP-HCDN-00959,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-034
REL-HCDN-014793,interface,INT-HCDN-06443,connects,application,APP-HCDN-00012,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-035
REL-HCDN-014794,interface,INT-HCDN-06443,connects,application,APP-HCDN-00993,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-036
REL-HCDN-014795,interface,INT-HCDN-06445,connects,application,APP-HCDN-00026,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-037
REL-HCDN-014796,interface,INT-HCDN-06445,connects,application,APP-HCDN-01027,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-038
REL-HCDN-014797,interface,INT-HCDN-06447,connects,application,APP-HCDN-00040,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-039
REL-HCDN-014798,interface,INT-HCDN-06447,connects,application,APP-HCDN-01061,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-040
REL-HCDN-014799,interface,INT-HCDN-06449,connects,application,APP-HCDN-00054,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-041
REL-HCDN-014800,interface,INT-HCDN-06449,connects,application,APP-HCDN-01095,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-042
REL-HCDN-014801,interface,INT-HCDN-06451,connects,application,APP-HCDN-00068,Interface connects upstream application,technology,critical,target,SRC-HCDN-REL-043
REL-HCDN-014802,interface,INT-HCDN-06451,connects,application,APP-HCDN-01129,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-044
REL-HCDN-014803,interface,INT-HCDN-06453,connects,application,APP-HCDN-00082,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-045
REL-HCDN-014804,interface,INT-HCDN-06453,connects,application,APP-HCDN-01163,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-046
REL-HCDN-014805,interface,INT-HCDN-06455,connects,application,APP-HCDN-00096,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-047
REL-HCDN-014806,interface,INT-HCDN-06455,connects,application,APP-HCDN-01197,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-048
REL-HCDN-014807,interface,INT-HCDN-06457,connects,application,APP-HCDN-00110,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-049
REL-HCDN-014808,interface,INT-HCDN-06457,connects,application,APP-HCDN-01231,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-050
REL-HCDN-014809,interface,INT-HCDN-06459,connects,application,APP-HCDN-00124,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-051
REL-HCDN-014810,interface,INT-HCDN-06459,connects,application,APP-HCDN-01265,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-052
REL-HCDN-014811,interface,INT-HCDN-06461,connects,application,APP-HCDN-00138,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-053
REL-HCDN-014812,interface,INT-HCDN-06461,connects,application,APP-HCDN-01299,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-054
REL-HCDN-014813,interface,INT-HCDN-06463,connects,application,APP-HCDN-00152,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-055
REL-HCDN-014814,interface,INT-HCDN-06463,connects,application,APP-HCDN-01333,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-056
REL-HCDN-014815,interface,INT-HCDN-06465,connects,application,APP-HCDN-00166,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-057
REL-HCDN-014816,interface,INT-HCDN-06465,connects,application,APP-HCDN-01367,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-058
REL-HCDN-014817,interface,INT-HCDN-06467,connects,application,APP-HCDN-00180,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-059
REL-HCDN-014818,interface,INT-HCDN-06467,connects,application,APP-HCDN-01401,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-060
REL-HCDN-014819,interface,INT-HCDN-06469,connects,application,APP-HCDN-00194,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-061
REL-HCDN-014820,interface,INT-HCDN-06469,connects,application,APP-HCDN-01435,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-062
REL-HCDN-014821,interface,INT-HCDN-06471,connects,application,APP-HCDN-00208,Interface connects upstream application,technology,critical,current,SRC-HCDN-REL-063
REL-HCDN-014822,interface,INT-HCDN-06471,connects,application,APP-HCDN-01469,Interface connects downstream application,technology,critical,current,SRC-HCDN-REL-064
REL-HCDN-014823,interface,INT-HCDN-06473,connects,application,APP-HCDN-00222,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-065
REL-HCDN-014824,interface,INT-HCDN-06473,connects,application,APP-HCDN-01503,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-066
REL-HCDN-014825,interface,INT-HCDN-06475,connects,application,APP-HCDN-00236,Interface connects upstream application,technology,medium,target,SRC-HCDN-REL-067
REL-HCDN-014826,interface,INT-HCDN-06475,connects,application,APP-HCDN-01537,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-068
REL-HCDN-014827,interface,INT-HCDN-06477,connects,application,APP-HCDN-00250,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-069
REL-HCDN-014828,interface,INT-HCDN-06477,connects,application,APP-HCDN-01571,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-070
REL-HCDN-014829,interface,INT-HCDN-06479,connects,application,APP-HCDN-00264,Interface connects upstream application,technology,medium,current,SRC-HCDN-REL-071
REL-HCDN-014830,interface,INT-HCDN-06479,connects,application,APP-HCDN-01605,Interface connects downstream application,technology,medium,current,SRC-HCDN-REL-072
REL-HCDN-014831,interface,INT-HCDN-06481,connects,application,APP-HCDN-00278,Interface connects upstream application,technology,critical,target,SRC-HCDN-REL-073
