truth_object_id,truth_object_type,required_for_publication,visible_source_count,independent_source_count,source_ids,expected_parser_path,expected_candidate_fact_count,expected_relationship_count,ambiguity_class,conflict_class,review_required,reconstructable,reason_if_not_reconstructable
TRUTH-HCDN-0262,data_product,required,3,2,SRC-HCDN-STARS-067,cmdb parser,7,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0263,kpi,required,4,1,SRC-HCDN-CONT-068,SQL parser,8,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0264,contract,required,5,1,SRC-HCDN-INT-069,measure parser,9,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0265,relationship,required,1,2,SRC-HCDN-DATA-070,contract parser,10,7,ambiguous owner,conflicting owner,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0266,program,required,2,1,SRC-HCDN-SLA-071,interface parser,11,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0267,risk_control,required,3,1,SRC-HCDN-PROP-072,proposal parser,12,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0268,application,optional,4,2,SRC-HCDN-APP-073,cmdb parser,1,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0269,data_product,required,5,1,SRC-HCDN-SQL-074,SQL parser,2,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0270,kpi,required,1,1,SRC-HCDN-STARS-075,measure parser,3,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0271,contract,required,2,2,SRC-HCDN-CONT-076,contract parser,4,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0272,relationship,required,3,1,SRC-HCDN-INT-077,interface parser,5,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0273,program,required,4,1,SRC-HCDN-DATA-078,proposal parser,6,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0274,risk_control,required,5,2,SRC-HCDN-SLA-079,cmdb parser,7,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0275,application,optional,1,1,SRC-HCDN-PROP-080,SQL parser,8,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0276,data_product,required,2,1,SRC-HCDN-APP-081,measure parser,9,18,none,none,true,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0277,kpi,required,3,2,SRC-HCDN-SQL-082,contract parser,10,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0278,contract,required,4,1,SRC-HCDN-STARS-083,interface parser,11,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0279,relationship,required,5,1,SRC-HCDN-CONT-084,proposal parser,12,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0280,program,required,1,2,SRC-HCDN-INT-085,cmdb parser,1,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0281,risk_control,required,2,1,SRC-HCDN-DATA-086,SQL parser,2,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0282,application,optional,3,1,SRC-HCDN-SLA-087,measure parser,3,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0283,data_product,required,4,2,SRC-HCDN-PROP-088,contract parser,4,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0284,kpi,required,5,1,SRC-HCDN-APP-089,interface parser,5,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0285,contract,required,1,1,SRC-HCDN-SQL-090,proposal parser,6,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0286,relationship,required,2,2,SRC-HCDN-STARS-091,cmdb parser,7,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0287,program,required,3,1,SRC-HCDN-CONT-092,SQL parser,8,9,retired/active collision,value mismatch,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0288,risk_control,required,4,1,SRC-HCDN-INT-093,measure parser,9,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0289,application,optional,5,2,SRC-HCDN-DATA-094,contract parser,10,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0290,data_product,required,1,1,SRC-HCDN-SLA-095,interface parser,11,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0291,kpi,required,2,1,SRC-HCDN-PROP-096,proposal parser,12,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0292,contract,required,3,2,SRC-HCDN-APP-001,cmdb parser,1,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0293,relationship,required,4,1,SRC-HCDN-SQL-002,SQL parser,2,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0294,program,required,5,1,SRC-HCDN-STARS-003,measure parser,3,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0295,risk_control,required,1,2,SRC-HCDN-CONT-004,contract parser,4,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0296,application,optional,2,1,SRC-HCDN-INT-005,interface parser,5,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0297,data_product,required,3,1,SRC-HCDN-DATA-006,proposal parser,6,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0298,kpi,required,4,2,SRC-HCDN-SLA-007,cmdb parser,7,20,duplicate native ID,conflicting KPI definition,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0299,contract,required,5,1,SRC-HCDN-PROP-008,SQL parser,8,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0300,relationship,required,1,1,SRC-HCDN-APP-009,measure parser,9,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0301,program,required,2,2,SRC-HCDN-SQL-010,contract parser,10,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0302,risk_control,required,3,1,SRC-HCDN-STARS-011,interface parser,11,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0303,application,optional,4,1,SRC-HCDN-CONT-012,proposal parser,12,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0304,data_product,required,5,2,SRC-HCDN-INT-013,cmdb parser,1,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0305,kpi,required,1,1,SRC-HCDN-DATA-014,SQL parser,2,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0306,contract,required,2,1,SRC-HCDN-SLA-015,measure parser,3,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0307,relationship,required,3,2,SRC-HCDN-PROP-016,contract parser,4,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0308,program,required,4,1,SRC-HCDN-APP-017,interface parser,5,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0309,risk_control,required,5,1,SRC-HCDN-SQL-018,proposal parser,6,11,ambiguous owner,conflicting owner,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0310,application,optional,1,2,SRC-HCDN-STARS-019,cmdb parser,7,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0311,data_product,required,2,1,SRC-HCDN-CONT-020,SQL parser,8,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0312,kpi,required,3,1,SRC-HCDN-INT-021,measure parser,9,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0313,contract,required,4,2,SRC-HCDN-DATA-022,contract parser,10,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0314,relationship,required,5,1,SRC-HCDN-SLA-023,interface parser,11,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0315,program,required,1,1,SRC-HCDN-PROP-024,proposal parser,12,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0316,risk_control,required,2,2,SRC-HCDN-APP-025,cmdb parser,1,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0317,application,optional,3,1,SRC-HCDN-SQL-026,SQL parser,2,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0318,data_product,required,4,1,SRC-HCDN-STARS-027,measure parser,3,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0319,kpi,required,5,2,SRC-HCDN-CONT-028,contract parser,4,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0320,contract,required,1,1,SRC-HCDN-INT-029,interface parser,5,2,none,none,true,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0321,relationship,required,2,1,SRC-HCDN-DATA-030,proposal parser,6,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0322,program,required,3,2,SRC-HCDN-SLA-031,cmdb parser,7,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0323,risk_control,required,4,1,SRC-HCDN-PROP-032,SQL parser,8,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0324,application,optional,5,1,SRC-HCDN-APP-033,measure parser,9,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0325,data_product,required,1,2,SRC-HCDN-SQL-034,contract parser,10,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0326,kpi,required,2,1,SRC-HCDN-STARS-035,interface parser,11,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0327,contract,required,3,1,SRC-HCDN-CONT-036,proposal parser,12,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0328,relationship,required,4,2,SRC-HCDN-INT-037,cmdb parser,1,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0329,program,required,5,1,SRC-HCDN-DATA-038,SQL parser,2,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0330,risk_control,required,1,1,SRC-HCDN-SLA-039,measure parser,3,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0331,application,optional,2,2,SRC-HCDN-PROP-040,contract parser,4,13,retired/active collision,value mismatch,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0332,data_product,required,3,1,SRC-HCDN-APP-041,interface parser,5,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0333,kpi,required,4,1,SRC-HCDN-SQL-042,proposal parser,6,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0334,contract,required,5,2,SRC-HCDN-STARS-043,cmdb parser,7,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0335,relationship,required,1,1,SRC-HCDN-CONT-044,SQL parser,8,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0336,program,required,2,1,SRC-HCDN-INT-045,measure parser,9,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0337,risk_control,required,3,2,SRC-HCDN-DATA-046,contract parser,10,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0338,application,optional,4,1,SRC-HCDN-SLA-047,interface parser,11,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0339,data_product,required,5,1,SRC-HCDN-PROP-048,proposal parser,12,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0340,kpi,required,1,2,SRC-HCDN-APP-049,cmdb parser,1,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0341,contract,required,2,1,SRC-HCDN-SQL-050,SQL parser,2,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0342,relationship,required,3,1,SRC-HCDN-STARS-051,measure parser,3,4,duplicate native ID,conflicting KPI definition,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0343,program,required,4,2,SRC-HCDN-CONT-052,contract parser,4,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0344,risk_control,required,5,1,SRC-HCDN-INT-053,interface parser,5,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0345,application,optional,1,1,SRC-HCDN-DATA-054,proposal parser,6,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0346,data_product,required,2,2,SRC-HCDN-SLA-055,cmdb parser,7,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0347,kpi,required,3,1,SRC-HCDN-PROP-056,SQL parser,8,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0348,contract,required,4,1,SRC-HCDN-APP-057,measure parser,9,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0349,relationship,required,5,2,SRC-HCDN-SQL-058,contract parser,10,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0350,program,required,1,1,SRC-HCDN-STARS-059,interface parser,11,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0351,risk_control,required,2,1,SRC-HCDN-CONT-060,proposal parser,12,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0352,application,optional,3,2,SRC-HCDN-INT-061,cmdb parser,1,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0353,data_product,required,4,1,SRC-HCDN-DATA-062,SQL parser,2,15,ambiguous owner,conflicting owner,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0354,kpi,required,5,1,SRC-HCDN-SLA-063,measure parser,3,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0355,contract,required,1,2,SRC-HCDN-PROP-064,contract parser,4,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0356,relationship,required,2,1,SRC-HCDN-APP-065,interface parser,5,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0357,program,required,3,1,SRC-HCDN-SQL-066,proposal parser,6,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0358,risk_control,required,4,2,SRC-HCDN-STARS-067,cmdb parser,7,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0359,application,optional,5,1,SRC-HCDN-CONT-068,SQL parser,8,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0360,data_product,required,1,1,SRC-HCDN-INT-069,measure parser,9,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0361,kpi,required,2,2,SRC-HCDN-DATA-070,contract parser,10,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0362,contract,required,3,1,SRC-HCDN-SLA-071,interface parser,11,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0363,relationship,required,4,1,SRC-HCDN-PROP-072,proposal parser,12,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0364,program,required,5,2,SRC-HCDN-APP-073,cmdb parser,1,6,none,none,true,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0365,risk_control,required,1,1,SRC-HCDN-SQL-074,SQL parser,2,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0366,application,optional,2,1,SRC-HCDN-STARS-075,measure parser,3,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0367,data_product,required,3,2,SRC-HCDN-CONT-076,contract parser,4,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0368,kpi,required,4,1,SRC-HCDN-INT-077,interface parser,5,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0369,contract,required,5,1,SRC-HCDN-DATA-078,proposal parser,6,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0370,relationship,required,1,2,SRC-HCDN-SLA-079,cmdb parser,7,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0371,program,required,2,1,SRC-HCDN-PROP-080,SQL parser,8,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0372,risk_control,required,3,1,SRC-HCDN-APP-081,measure parser,9,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0373,application,optional,4,2,SRC-HCDN-SQL-082,contract parser,10,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0374,data_product,required,5,1,SRC-HCDN-STARS-083,interface parser,11,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0375,kpi,required,1,1,SRC-HCDN-CONT-084,proposal parser,12,17,retired/active collision,value mismatch,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0376,contract,required,2,2,SRC-HCDN-INT-085,cmdb parser,1,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0377,relationship,required,3,1,SRC-HCDN-DATA-086,SQL parser,2,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0378,program,required,4,1,SRC-HCDN-SLA-087,measure parser,3,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0379,risk_control,required,5,2,SRC-HCDN-PROP-088,contract parser,4,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0380,application,optional,1,1,SRC-HCDN-APP-089,interface parser,5,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0381,data_product,required,2,1,SRC-HCDN-SQL-090,proposal parser,6,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0382,kpi,required,3,2,SRC-HCDN-STARS-091,cmdb parser,7,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0383,contract,required,4,1,SRC-HCDN-CONT-092,SQL parser,8,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0384,relationship,required,5,1,SRC-HCDN-INT-093,measure parser,9,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0385,program,required,1,2,SRC-HCDN-DATA-094,contract parser,10,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0386,risk_control,required,2,1,SRC-HCDN-SLA-095,interface parser,11,8,duplicate native ID,conflicting KPI definition,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0387,application,optional,3,1,SRC-HCDN-PROP-096,proposal parser,12,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0388,data_product,required,4,2,SRC-HCDN-APP-001,cmdb parser,1,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0389,kpi,required,5,1,SRC-HCDN-SQL-002,SQL parser,2,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0390,contract,required,1,1,SRC-HCDN-STARS-003,measure parser,3,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0391,relationship,required,2,2,SRC-HCDN-CONT-004,contract parser,4,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0392,program,required,3,1,SRC-HCDN-INT-005,interface parser,5,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0393,risk_control,required,4,1,SRC-HCDN-DATA-006,proposal parser,6,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0394,application,optional,5,2,SRC-HCDN-SLA-007,cmdb parser,7,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0395,data_product,required,1,1,SRC-HCDN-PROP-008,SQL parser,8,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0396,kpi,required,2,1,SRC-HCDN-APP-009,measure parser,9,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0397,contract,required,3,2,SRC-HCDN-SQL-010,contract parser,10,19,ambiguous owner,conflicting owner,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0398,relationship,required,4,1,SRC-HCDN-STARS-011,interface parser,11,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0399,program,required,5,1,SRC-HCDN-CONT-012,proposal parser,12,21,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0400,risk_control,required,1,2,SRC-HCDN-INT-013,cmdb parser,1,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0401,application,optional,2,1,SRC-HCDN-DATA-014,SQL parser,2,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0402,data_product,required,3,1,SRC-HCDN-SLA-015,measure parser,3,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0403,kpi,required,4,2,SRC-HCDN-PROP-016,contract parser,4,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0404,contract,required,5,1,SRC-HCDN-APP-017,interface parser,5,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0405,relationship,required,1,1,SRC-HCDN-SQL-018,proposal parser,6,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0406,program,required,2,2,SRC-HCDN-STARS-019,cmdb parser,7,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0407,risk_control,required,3,1,SRC-HCDN-CONT-020,SQL parser,8,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0408,application,optional,4,1,SRC-HCDN-INT-021,measure parser,9,10,none,none,true,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0409,data_product,required,5,2,SRC-HCDN-DATA-022,contract parser,10,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0410,kpi,required,1,1,SRC-HCDN-SLA-023,interface parser,11,12,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0411,contract,required,2,1,SRC-HCDN-PROP-024,proposal parser,12,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0412,relationship,required,3,2,SRC-HCDN-APP-025,cmdb parser,1,14,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0413,program,required,4,1,SRC-HCDN-SQL-026,SQL parser,2,15,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0414,risk_control,required,5,1,SRC-HCDN-STARS-027,measure parser,3,16,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0415,application,optional,1,2,SRC-HCDN-CONT-028,contract parser,4,17,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0416,data_product,required,2,1,SRC-HCDN-INT-029,interface parser,5,18,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0417,kpi,required,3,1,SRC-HCDN-DATA-030,proposal parser,6,19,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0418,contract,required,4,2,SRC-HCDN-SLA-031,cmdb parser,7,20,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0419,relationship,required,5,1,SRC-HCDN-PROP-032,SQL parser,8,21,retired/active collision,value mismatch,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0420,program,required,1,1,SRC-HCDN-APP-033,measure parser,9,2,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0421,risk_control,required,2,2,SRC-HCDN-SQL-034,contract parser,10,3,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0422,application,optional,3,1,SRC-HCDN-STARS-035,interface parser,11,4,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0423,data_product,required,4,1,SRC-HCDN-CONT-036,proposal parser,12,5,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0424,kpi,required,5,2,SRC-HCDN-INT-037,cmdb parser,1,6,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0425,contract,required,1,1,SRC-HCDN-DATA-038,SQL parser,2,7,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0426,relationship,required,2,1,SRC-HCDN-SLA-039,measure parser,3,8,duplicate native ID,conflicting KPI definition,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0427,program,required,3,2,SRC-HCDN-PROP-040,contract parser,4,9,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0428,risk_control,required,4,1,SRC-HCDN-APP-041,interface parser,5,10,none,none,true,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0429,application,optional,5,1,SRC-HCDN-SQL-042,proposal parser,6,11,ambiguous owner,conflicting owner,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0430,data_product,required,1,2,SRC-HCDN-STARS-043,cmdb parser,7,12,duplicate native ID,conflicting KPI definition,false,false,visible evidence exists but ownership/source conflict blocks publication
TRUTH-HCDN-0431,kpi,required,2,1,SRC-HCDN-CONT-044,SQL parser,8,13,retired/active collision,value mismatch,false,true,reconstructable with available parser-visible evidence
TRUTH-HCDN-0432,contract,required,3,1,SRC-HCDN-INT-045,measure parser,9,14,none,none,true,true,reconstructable with available parser-visible evidence
