score_id,proposal_id,lot_id,bidder,criterion,score,evidence_fact_id,moderation_state
SCORE-HCDN-LOT-HCDN-05-B-0140,PROP-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,B,value commitment evidence,5,FACT-HCDN-LOT-HCDN-05-B-02,conflict
SCORE-HCDN-LOT-HCDN-05-C-0141,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,clinical continuity,2,FACT-HCDN-LOT-HCDN-05-C-03,accepted
SCORE-HCDN-LOT-HCDN-05-C-0142,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,payer operations depth,3,FACT-HCDN-LOT-HCDN-05-C-04,moderation needed
SCORE-HCDN-LOT-HCDN-05-C-0143,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,Stars/quality evidence,4,FACT-HCDN-LOT-HCDN-05-C-05,evidence weak
SCORE-HCDN-LOT-HCDN-05-C-0144,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,data modernization credibility,5,FACT-HCDN-LOT-HCDN-05-C-06,conflict
SCORE-HCDN-LOT-HCDN-05-C-0145,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,Azure current-state support,2,FACT-HCDN-LOT-HCDN-05-C-01,accepted
SCORE-HCDN-LOT-HCDN-05-C-0146,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,AWS transformation roadmap,3,FACT-HCDN-LOT-HCDN-05-C-02,moderation needed
SCORE-HCDN-LOT-HCDN-05-C-0147,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,commercial transparency,4,FACT-HCDN-LOT-HCDN-05-C-03,evidence weak
SCORE-HCDN-LOT-HCDN-05-C-0148,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,transition risk,5,FACT-HCDN-LOT-HCDN-05-C-04,conflict
SCORE-HCDN-LOT-HCDN-05-C-0149,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,PHI/security controls,2,FACT-HCDN-LOT-HCDN-05-C-05,accepted
SCORE-HCDN-LOT-HCDN-05-C-0150,PROP-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,C,value commitment evidence,3,FACT-HCDN-LOT-HCDN-05-C-06,moderation needed
SCORE-HCDN-LOT-HCDN-06-A-0151,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,clinical continuity,4,FACT-HCDN-LOT-HCDN-06-A-01,evidence weak
SCORE-HCDN-LOT-HCDN-06-A-0152,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,payer operations depth,5,FACT-HCDN-LOT-HCDN-06-A-02,conflict
SCORE-HCDN-LOT-HCDN-06-A-0153,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,Stars/quality evidence,2,FACT-HCDN-LOT-HCDN-06-A-03,accepted
SCORE-HCDN-LOT-HCDN-06-A-0154,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,data modernization credibility,3,FACT-HCDN-LOT-HCDN-06-A-04,moderation needed
SCORE-HCDN-LOT-HCDN-06-A-0155,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,Azure current-state support,4,FACT-HCDN-LOT-HCDN-06-A-05,evidence weak
SCORE-HCDN-LOT-HCDN-06-A-0156,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,AWS transformation roadmap,5,FACT-HCDN-LOT-HCDN-06-A-06,conflict
SCORE-HCDN-LOT-HCDN-06-A-0157,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,commercial transparency,2,FACT-HCDN-LOT-HCDN-06-A-01,accepted
SCORE-HCDN-LOT-HCDN-06-A-0158,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,transition risk,3,FACT-HCDN-LOT-HCDN-06-A-02,moderation needed
SCORE-HCDN-LOT-HCDN-06-A-0159,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,PHI/security controls,4,FACT-HCDN-LOT-HCDN-06-A-03,evidence weak
SCORE-HCDN-LOT-HCDN-06-A-0160,PROP-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,A,value commitment evidence,5,FACT-HCDN-LOT-HCDN-06-A-04,conflict
SCORE-HCDN-LOT-HCDN-06-B-0161,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,clinical continuity,2,FACT-HCDN-LOT-HCDN-06-B-05,accepted
SCORE-HCDN-LOT-HCDN-06-B-0162,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,payer operations depth,3,FACT-HCDN-LOT-HCDN-06-B-06,moderation needed
SCORE-HCDN-LOT-HCDN-06-B-0163,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,Stars/quality evidence,4,FACT-HCDN-LOT-HCDN-06-B-01,evidence weak
SCORE-HCDN-LOT-HCDN-06-B-0164,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,data modernization credibility,5,FACT-HCDN-LOT-HCDN-06-B-02,conflict
SCORE-HCDN-LOT-HCDN-06-B-0165,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,Azure current-state support,2,FACT-HCDN-LOT-HCDN-06-B-03,accepted
SCORE-HCDN-LOT-HCDN-06-B-0166,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,AWS transformation roadmap,3,FACT-HCDN-LOT-HCDN-06-B-04,moderation needed
SCORE-HCDN-LOT-HCDN-06-B-0167,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,commercial transparency,4,FACT-HCDN-LOT-HCDN-06-B-05,evidence weak
SCORE-HCDN-LOT-HCDN-06-B-0168,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,transition risk,5,FACT-HCDN-LOT-HCDN-06-B-06,conflict
SCORE-HCDN-LOT-HCDN-06-B-0169,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,PHI/security controls,2,FACT-HCDN-LOT-HCDN-06-B-01,accepted
SCORE-HCDN-LOT-HCDN-06-B-0170,PROP-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,B,value commitment evidence,3,FACT-HCDN-LOT-HCDN-06-B-02,moderation needed
SCORE-HCDN-LOT-HCDN-06-C-0171,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,clinical continuity,4,FACT-HCDN-LOT-HCDN-06-C-03,evidence weak
SCORE-HCDN-LOT-HCDN-06-C-0172,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,payer operations depth,5,FACT-HCDN-LOT-HCDN-06-C-04,conflict
SCORE-HCDN-LOT-HCDN-06-C-0173,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,Stars/quality evidence,2,FACT-HCDN-LOT-HCDN-06-C-05,accepted
SCORE-HCDN-LOT-HCDN-06-C-0174,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,data modernization credibility,3,FACT-HCDN-LOT-HCDN-06-C-06,moderation needed
SCORE-HCDN-LOT-HCDN-06-C-0175,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,Azure current-state support,4,FACT-HCDN-LOT-HCDN-06-C-01,evidence weak
SCORE-HCDN-LOT-HCDN-06-C-0176,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,AWS transformation roadmap,5,FACT-HCDN-LOT-HCDN-06-C-02,conflict
SCORE-HCDN-LOT-HCDN-06-C-0177,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,commercial transparency,2,FACT-HCDN-LOT-HCDN-06-C-03,accepted
SCORE-HCDN-LOT-HCDN-06-C-0178,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,transition risk,3,FACT-HCDN-LOT-HCDN-06-C-04,moderation needed
SCORE-HCDN-LOT-HCDN-06-C-0179,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,PHI/security controls,4,FACT-HCDN-LOT-HCDN-06-C-05,evidence weak
SCORE-HCDN-LOT-HCDN-06-C-0180,PROP-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,C,value commitment evidence,5,FACT-HCDN-LOT-HCDN-06-C-06,conflict
SCORE-HCDN-LOT-HCDN-07-A-0181,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,clinical continuity,2,FACT-HCDN-LOT-HCDN-07-A-01,accepted
SCORE-HCDN-LOT-HCDN-07-A-0182,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,payer operations depth,3,FACT-HCDN-LOT-HCDN-07-A-02,moderation needed
SCORE-HCDN-LOT-HCDN-07-A-0183,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,Stars/quality evidence,4,FACT-HCDN-LOT-HCDN-07-A-03,evidence weak
SCORE-HCDN-LOT-HCDN-07-A-0184,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,data modernization credibility,5,FACT-HCDN-LOT-HCDN-07-A-04,conflict
SCORE-HCDN-LOT-HCDN-07-A-0185,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,Azure current-state support,2,FACT-HCDN-LOT-HCDN-07-A-05,accepted
SCORE-HCDN-LOT-HCDN-07-A-0186,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,AWS transformation roadmap,3,FACT-HCDN-LOT-HCDN-07-A-06,moderation needed
SCORE-HCDN-LOT-HCDN-07-A-0187,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,commercial transparency,4,FACT-HCDN-LOT-HCDN-07-A-01,evidence weak
SCORE-HCDN-LOT-HCDN-07-A-0188,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,transition risk,5,FACT-HCDN-LOT-HCDN-07-A-02,conflict
SCORE-HCDN-LOT-HCDN-07-A-0189,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,PHI/security controls,2,FACT-HCDN-LOT-HCDN-07-A-03,accepted
SCORE-HCDN-LOT-HCDN-07-A-0190,PROP-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,A,value commitment evidence,3,FACT-HCDN-LOT-HCDN-07-A-04,moderation needed
SCORE-HCDN-LOT-HCDN-07-B-0191,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,clinical continuity,4,FACT-HCDN-LOT-HCDN-07-B-05,evidence weak
SCORE-HCDN-LOT-HCDN-07-B-0192,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,payer operations depth,5,FACT-HCDN-LOT-HCDN-07-B-06,conflict
SCORE-HCDN-LOT-HCDN-07-B-0193,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,Stars/quality evidence,2,FACT-HCDN-LOT-HCDN-07-B-01,accepted
SCORE-HCDN-LOT-HCDN-07-B-0194,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,data modernization credibility,3,FACT-HCDN-LOT-HCDN-07-B-02,moderation needed
SCORE-HCDN-LOT-HCDN-07-B-0195,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,Azure current-state support,4,FACT-HCDN-LOT-HCDN-07-B-03,evidence weak
SCORE-HCDN-LOT-HCDN-07-B-0196,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,AWS transformation roadmap,5,FACT-HCDN-LOT-HCDN-07-B-04,conflict
SCORE-HCDN-LOT-HCDN-07-B-0197,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,commercial transparency,2,FACT-HCDN-LOT-HCDN-07-B-05,accepted
SCORE-HCDN-LOT-HCDN-07-B-0198,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,transition risk,3,FACT-HCDN-LOT-HCDN-07-B-06,moderation needed
SCORE-HCDN-LOT-HCDN-07-B-0199,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,PHI/security controls,4,FACT-HCDN-LOT-HCDN-07-B-01,evidence weak
SCORE-HCDN-LOT-HCDN-07-B-0200,PROP-HCDN-B-LOT-HCDN-07,LOT-HCDN-07,B,value commitment evidence,5,FACT-HCDN-LOT-HCDN-07-B-02,conflict
SCORE-HCDN-LOT-HCDN-07-C-0201,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,clinical continuity,2,FACT-HCDN-LOT-HCDN-07-C-03,accepted
SCORE-HCDN-LOT-HCDN-07-C-0202,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,payer operations depth,3,FACT-HCDN-LOT-HCDN-07-C-04,moderation needed
SCORE-HCDN-LOT-HCDN-07-C-0203,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,Stars/quality evidence,4,FACT-HCDN-LOT-HCDN-07-C-05,evidence weak
SCORE-HCDN-LOT-HCDN-07-C-0204,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,data modernization credibility,5,FACT-HCDN-LOT-HCDN-07-C-06,conflict
SCORE-HCDN-LOT-HCDN-07-C-0205,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,Azure current-state support,2,FACT-HCDN-LOT-HCDN-07-C-01,accepted
SCORE-HCDN-LOT-HCDN-07-C-0206,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,AWS transformation roadmap,3,FACT-HCDN-LOT-HCDN-07-C-02,moderation needed
SCORE-HCDN-LOT-HCDN-07-C-0207,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,commercial transparency,4,FACT-HCDN-LOT-HCDN-07-C-03,evidence weak
SCORE-HCDN-LOT-HCDN-07-C-0208,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,transition risk,5,FACT-HCDN-LOT-HCDN-07-C-04,conflict
SCORE-HCDN-LOT-HCDN-07-C-0209,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,PHI/security controls,2,FACT-HCDN-LOT-HCDN-07-C-05,accepted
SCORE-HCDN-LOT-HCDN-07-C-0210,PROP-HCDN-C-LOT-HCDN-07,LOT-HCDN-07,C,value commitment evidence,3,FACT-HCDN-LOT-HCDN-07-C-06,moderation needed
SCORE-HCDN-LOT-HCDN-08-A-0211,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,clinical continuity,4,FACT-HCDN-LOT-HCDN-08-A-01,evidence weak
SCORE-HCDN-LOT-HCDN-08-A-0212,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,payer operations depth,5,FACT-HCDN-LOT-HCDN-08-A-02,conflict
SCORE-HCDN-LOT-HCDN-08-A-0213,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,Stars/quality evidence,2,FACT-HCDN-LOT-HCDN-08-A-03,accepted
SCORE-HCDN-LOT-HCDN-08-A-0214,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,data modernization credibility,3,FACT-HCDN-LOT-HCDN-08-A-04,moderation needed
SCORE-HCDN-LOT-HCDN-08-A-0215,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,Azure current-state support,4,FACT-HCDN-LOT-HCDN-08-A-05,evidence weak
SCORE-HCDN-LOT-HCDN-08-A-0216,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,AWS transformation roadmap,5,FACT-HCDN-LOT-HCDN-08-A-06,conflict
SCORE-HCDN-LOT-HCDN-08-A-0217,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,commercial transparency,2,FACT-HCDN-LOT-HCDN-08-A-01,accepted
SCORE-HCDN-LOT-HCDN-08-A-0218,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,transition risk,3,FACT-HCDN-LOT-HCDN-08-A-02,moderation needed
SCORE-HCDN-LOT-HCDN-08-A-0219,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,PHI/security controls,4,FACT-HCDN-LOT-HCDN-08-A-03,evidence weak
SCORE-HCDN-LOT-HCDN-08-A-0220,PROP-HCDN-A-LOT-HCDN-08,LOT-HCDN-08,A,value commitment evidence,5,FACT-HCDN-LOT-HCDN-08-A-04,conflict
SCORE-HCDN-LOT-HCDN-08-B-0221,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,clinical continuity,2,FACT-HCDN-LOT-HCDN-08-B-05,accepted
SCORE-HCDN-LOT-HCDN-08-B-0222,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,payer operations depth,3,FACT-HCDN-LOT-HCDN-08-B-06,moderation needed
SCORE-HCDN-LOT-HCDN-08-B-0223,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,Stars/quality evidence,4,FACT-HCDN-LOT-HCDN-08-B-01,evidence weak
SCORE-HCDN-LOT-HCDN-08-B-0224,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,data modernization credibility,5,FACT-HCDN-LOT-HCDN-08-B-02,conflict
SCORE-HCDN-LOT-HCDN-08-B-0225,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,Azure current-state support,2,FACT-HCDN-LOT-HCDN-08-B-03,accepted
SCORE-HCDN-LOT-HCDN-08-B-0226,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,AWS transformation roadmap,3,FACT-HCDN-LOT-HCDN-08-B-04,moderation needed
SCORE-HCDN-LOT-HCDN-08-B-0227,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,commercial transparency,4,FACT-HCDN-LOT-HCDN-08-B-05,evidence weak
SCORE-HCDN-LOT-HCDN-08-B-0228,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,transition risk,5,FACT-HCDN-LOT-HCDN-08-B-06,conflict
SCORE-HCDN-LOT-HCDN-08-B-0229,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,PHI/security controls,2,FACT-HCDN-LOT-HCDN-08-B-01,accepted
SCORE-HCDN-LOT-HCDN-08-B-0230,PROP-HCDN-B-LOT-HCDN-08,LOT-HCDN-08,B,value commitment evidence,3,FACT-HCDN-LOT-HCDN-08-B-02,moderation needed
SCORE-HCDN-LOT-HCDN-08-C-0231,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,clinical continuity,4,FACT-HCDN-LOT-HCDN-08-C-03,evidence weak
SCORE-HCDN-LOT-HCDN-08-C-0232,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,payer operations depth,5,FACT-HCDN-LOT-HCDN-08-C-04,conflict
SCORE-HCDN-LOT-HCDN-08-C-0233,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,Stars/quality evidence,2,FACT-HCDN-LOT-HCDN-08-C-05,accepted
SCORE-HCDN-LOT-HCDN-08-C-0234,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,data modernization credibility,3,FACT-HCDN-LOT-HCDN-08-C-06,moderation needed
SCORE-HCDN-LOT-HCDN-08-C-0235,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,Azure current-state support,4,FACT-HCDN-LOT-HCDN-08-C-01,evidence weak
SCORE-HCDN-LOT-HCDN-08-C-0236,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,AWS transformation roadmap,5,FACT-HCDN-LOT-HCDN-08-C-02,conflict
SCORE-HCDN-LOT-HCDN-08-C-0237,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,commercial transparency,2,FACT-HCDN-LOT-HCDN-08-C-03,accepted
SCORE-HCDN-LOT-HCDN-08-C-0238,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,transition risk,3,FACT-HCDN-LOT-HCDN-08-C-04,moderation needed
SCORE-HCDN-LOT-HCDN-08-C-0239,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,PHI/security controls,4,FACT-HCDN-LOT-HCDN-08-C-05,evidence weak
SCORE-HCDN-LOT-HCDN-08-C-0240,PROP-HCDN-C-LOT-HCDN-08,LOT-HCDN-08,C,value commitment evidence,5,FACT-HCDN-LOT-HCDN-08-C-06,conflict
SCORE-HCDN-LOT-HCDN-09-A-0241,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,clinical continuity,2,FACT-HCDN-LOT-HCDN-09-A-01,accepted
SCORE-HCDN-LOT-HCDN-09-A-0242,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,payer operations depth,3,FACT-HCDN-LOT-HCDN-09-A-02,moderation needed
SCORE-HCDN-LOT-HCDN-09-A-0243,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,Stars/quality evidence,4,FACT-HCDN-LOT-HCDN-09-A-03,evidence weak
SCORE-HCDN-LOT-HCDN-09-A-0244,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,data modernization credibility,5,FACT-HCDN-LOT-HCDN-09-A-04,conflict
SCORE-HCDN-LOT-HCDN-09-A-0245,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,Azure current-state support,2,FACT-HCDN-LOT-HCDN-09-A-05,accepted
SCORE-HCDN-LOT-HCDN-09-A-0246,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,AWS transformation roadmap,3,FACT-HCDN-LOT-HCDN-09-A-06,moderation needed
SCORE-HCDN-LOT-HCDN-09-A-0247,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,commercial transparency,4,FACT-HCDN-LOT-HCDN-09-A-01,evidence weak
SCORE-HCDN-LOT-HCDN-09-A-0248,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,transition risk,5,FACT-HCDN-LOT-HCDN-09-A-02,conflict
SCORE-HCDN-LOT-HCDN-09-A-0249,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,PHI/security controls,2,FACT-HCDN-LOT-HCDN-09-A-03,accepted
SCORE-HCDN-LOT-HCDN-09-A-0250,PROP-HCDN-A-LOT-HCDN-09,LOT-HCDN-09,A,value commitment evidence,3,FACT-HCDN-LOT-HCDN-09-A-04,moderation needed
SCORE-HCDN-LOT-HCDN-09-B-0251,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,clinical continuity,4,FACT-HCDN-LOT-HCDN-09-B-05,evidence weak
SCORE-HCDN-LOT-HCDN-09-B-0252,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,payer operations depth,5,FACT-HCDN-LOT-HCDN-09-B-06,conflict
SCORE-HCDN-LOT-HCDN-09-B-0253,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,Stars/quality evidence,2,FACT-HCDN-LOT-HCDN-09-B-01,accepted
SCORE-HCDN-LOT-HCDN-09-B-0254,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,data modernization credibility,3,FACT-HCDN-LOT-HCDN-09-B-02,moderation needed
SCORE-HCDN-LOT-HCDN-09-B-0255,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,Azure current-state support,4,FACT-HCDN-LOT-HCDN-09-B-03,evidence weak
SCORE-HCDN-LOT-HCDN-09-B-0256,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,AWS transformation roadmap,5,FACT-HCDN-LOT-HCDN-09-B-04,conflict
SCORE-HCDN-LOT-HCDN-09-B-0257,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,commercial transparency,2,FACT-HCDN-LOT-HCDN-09-B-05,accepted
SCORE-HCDN-LOT-HCDN-09-B-0258,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,transition risk,3,FACT-HCDN-LOT-HCDN-09-B-06,moderation needed
SCORE-HCDN-LOT-HCDN-09-B-0259,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,PHI/security controls,4,FACT-HCDN-LOT-HCDN-09-B-01,evidence weak
SCORE-HCDN-LOT-HCDN-09-B-0260,PROP-HCDN-B-LOT-HCDN-09,LOT-HCDN-09,B,value commitment evidence,5,FACT-HCDN-LOT-HCDN-09-B-02,conflict
SCORE-HCDN-LOT-HCDN-09-C-0261,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,clinical continuity,2,FACT-HCDN-LOT-HCDN-09-C-03,accepted
SCORE-HCDN-LOT-HCDN-09-C-0262,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,payer operations depth,3,FACT-HCDN-LOT-HCDN-09-C-04,moderation needed
SCORE-HCDN-LOT-HCDN-09-C-0263,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,Stars/quality evidence,4,FACT-HCDN-LOT-HCDN-09-C-05,evidence weak
SCORE-HCDN-LOT-HCDN-09-C-0264,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,data modernization credibility,5,FACT-HCDN-LOT-HCDN-09-C-06,conflict
SCORE-HCDN-LOT-HCDN-09-C-0265,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,Azure current-state support,2,FACT-HCDN-LOT-HCDN-09-C-01,accepted
SCORE-HCDN-LOT-HCDN-09-C-0266,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,AWS transformation roadmap,3,FACT-HCDN-LOT-HCDN-09-C-02,moderation needed
SCORE-HCDN-LOT-HCDN-09-C-0267,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,commercial transparency,4,FACT-HCDN-LOT-HCDN-09-C-03,evidence weak
SCORE-HCDN-LOT-HCDN-09-C-0268,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,transition risk,5,FACT-HCDN-LOT-HCDN-09-C-04,conflict
SCORE-HCDN-LOT-HCDN-09-C-0269,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,PHI/security controls,2,FACT-HCDN-LOT-HCDN-09-C-05,accepted
SCORE-HCDN-LOT-HCDN-09-C-0270,PROP-HCDN-C-LOT-HCDN-09,LOT-HCDN-09,C,value commitment evidence,3,FACT-HCDN-LOT-HCDN-09-C-06,moderation needed
