contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,effective_date,expiration_date,term_status,pricing_model,value_disclosure_mode,termination_rights,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id,risk_note
CONT-HCDN-0299,VEND-HCDN-174,Synthetic Healthcare Supplier 174,AI/document automation SOW,Data Analytics and AI,Care Management,interoperability services,2023-03-01,2028-12-31,exit rights need review,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-020,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-012,SRC-HCDN-INV-012,SRC-HCDN-CO-040,LOT-HCDN-03,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0300,VEND-HCDN-181,Synthetic Healthcare Supplier 181,MSA,Revenue Cycle Technology,Finance,Epic support and optimization,2020-04-01,2026-12-31,renewal within 12 months,fixed fee,exact,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-021,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontractor approval required,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-013,SRC-HCDN-INV-013,SRC-HCDN-CO-041,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,supplier concentration
CONT-HCDN-0301,VEND-HCDN-188,Synthetic Healthcare Supplier 188,SOW,Cloud Infrastructure and Data Center,Coding,claims operations,2021-05-01,2027-12-31,renewal within 24 months,T&M,range,standard termination rights,minimum annual commitment applies,RATE-HCDN-022,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-014,SRC-HCDN-INV-014,SRC-HCDN-CO-042,LOT-HCDN-05,,,EVAL-HCDN-014,standard commercial review
CONT-HCDN-0302,VEND-HCDN-195,Synthetic Healthcare Supplier 195,rate card,Workplace and Contact Center,Payer Contracting,Medicare Advantage quality services,2022-06-01,2028-12-31,active multi-year,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-023,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-015,SRC-HCDN-INV-015,SRC-HCDN-CO-043,LOT-HCDN-06,,,EVAL-HCDN-015,standard commercial review
CONT-HCDN-0303,VEND-HCDN-202,Synthetic Healthcare Supplier 202,Epic support agreement,Security Identity and Compliance,Digital Front Door,risk adjustment analytics,2023-07-01,2026-12-31,extension option,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-024,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-016,SRC-HCDN-INV-016,SRC-HCDN-CO-044,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
CONT-HCDN-0304,VEND-HCDN-209,Synthetic Healthcare Supplier 209,claims admin agreement,Integration and Interoperability,Contact Center,prior authorization operations,2020-08-01,2027-12-31,transition assistance required,per claim,withheld,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-025,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-017,SRC-HCDN-INV-017,SRC-HCDN-CO-045,LOT-HCDN-08,,,EVAL-HCDN-017,high exit-term sensitivity
CONT-HCDN-0305,VEND-HCDN-216,Synthetic Healthcare Supplier 216,PBM services SOW,ERP and Corporate Platforms,Ambulatory Care,revenue-cycle outsourcing,2021-09-01,2028-12-31,exit rights need review,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-026,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-018,SRC-HCDN-INV-018,SRC-HCDN-CO-046,LOT-HCDN-09,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0306,VEND-HCDN-223,Synthetic Healthcare Supplier 223,BPO services SOW,Clinical and Epic AMS,Emergency Department,cloud/data platform operations,2022-01-01,2026-12-31,renewal within 12 months,consumption,range,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-027,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-019,SRC-HCDN-INV-019,SRC-HCDN-CO-047,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,standard commercial review
CONT-HCDN-0307,VEND-HCDN-230,Synthetic Healthcare Supplier 230,cloud commit,Payer Platform Operations,Inpatient,SQL Server/EDW managed services,2023-02-01,2027-12-31,renewal within 24 months,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-028,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-020,SRC-HCDN-INV-020,SRC-HCDN-CO-048,LOT-HCDN-02,,,EVAL-HCDN-020,standard commercial review
CONT-HCDN-0308,VEND-HCDN-237,Synthetic Healthcare Supplier 237,data platform subscription,Data Analytics and AI,Surgery,contact center operations,2020-03-01,2028-12-31,active multi-year,committed spend,trend-only,standard termination rights,minimum annual commitment applies,RATE-HCDN-029,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-021,SRC-HCDN-INV-021,SRC-HCDN-CO-049,LOT-HCDN-03,,,EVAL-HCDN-021,standard commercial review
CONT-HCDN-0309,VEND-HCDN-244,Synthetic Healthcare Supplier 244,software subscription,Revenue Cycle Technology,Imaging,payment integrity,2021-04-01,2026-12-31,extension option,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-030,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-022,SRC-HCDN-INV-022,SRC-HCDN-CO-050,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-022,standard commercial review
CONT-HCDN-0310,VEND-HCDN-251,Synthetic Healthcare Supplier 251,professional services SOW,Cloud Infrastructure and Data Center,Lab,identity/security operations,2022-05-01,2027-12-31,transition assistance required,fixed fee,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-031,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-023,SRC-HCDN-INV-023,SRC-HCDN-CO-051,LOT-HCDN-05,,,EVAL-HCDN-023,supplier concentration
CONT-HCDN-0311,VEND-HCDN-258,Synthetic Healthcare Supplier 258,maintenance agreement,Workplace and Contact Center,Pharmacy,interoperability services,2023-06-01,2028-12-31,exit rights need review,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-032,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-024,SRC-HCDN-INV-024,SRC-HCDN-CO-052,LOT-HCDN-06,,,EVAL-HCDN-024,standard commercial review
CONT-HCDN-0312,VEND-HCDN-265,Synthetic Healthcare Supplier 265,telecom services,Security Identity and Compliance,Oncology,Epic support and optimization,2020-07-01,2026-12-31,renewal within 12 months,unit rate,indexed,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-033,standard service credits,fixed or negotiated escalator,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-025,SRC-HCDN-INV-025,SRC-HCDN-CO-001,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-001,high exit-term sensitivity
CONT-HCDN-0313,VEND-HCDN-272,Synthetic Healthcare Supplier 272,cybersecurity services,Integration and Interoperability,Cardiology,claims operations,2021-08-01,2027-12-31,renewal within 24 months,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-034,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-026,SRC-HCDN-INV-026,SRC-HCDN-CO-002,LOT-HCDN-08,,,EVAL-HCDN-002,standard commercial review
CONT-HCDN-0314,VEND-HCDN-279,Synthetic Healthcare Supplier 279,AI/document automation SOW,ERP and Corporate Platforms,Data and Analytics,Medicare Advantage quality services,2022-09-01,2028-12-31,active multi-year,per claim,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-035,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-027,SRC-HCDN-INV-027,SRC-HCDN-CO-003,LOT-HCDN-09,,,EVAL-HCDN-003,standard commercial review
CONT-HCDN-0315,VEND-HCDN-286,Synthetic Healthcare Supplier 286,MSA,Clinical and Epic AMS,Clinical Analytics,risk adjustment analytics,2023-01-01,2026-12-31,extension option,per encounter,exact,standard termination rights,minimum annual commitment applies,RATE-HCDN-036,service credits capped and under-defined,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-028,SRC-HCDN-INV-028,SRC-HCDN-CO-004,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0316,VEND-HCDN-293,Synthetic Healthcare Supplier 293,SOW,Payer Platform Operations,Actuarial,prior authorization operations,2020-02-01,2027-12-31,transition assistance required,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-037,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-029,SRC-HCDN-INV-029,SRC-HCDN-CO-005,LOT-HCDN-02,,,EVAL-HCDN-005,standard commercial review
CONT-HCDN-0317,VEND-HCDN-300,Synthetic Healthcare Supplier 300,rate card,Data Analytics and AI,Departmental Reporting,revenue-cycle outsourcing,2021-03-01,2028-12-31,exit rights need review,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-038,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-030,SRC-HCDN-INV-030,SRC-HCDN-CO-006,LOT-HCDN-03,,,EVAL-HCDN-006,standard commercial review
CONT-HCDN-0318,VEND-HCDN-307,Synthetic Healthcare Supplier 307,Epic support agreement,Revenue Cycle Technology,AI Transformation,cloud/data platform operations,2022-04-01,2026-12-31,renewal within 12 months,committed spend,trend-only,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-039,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-031,SRC-HCDN-INV-031,SRC-HCDN-CO-007,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-007,standard commercial review
CONT-HCDN-0319,VEND-HCDN-314,Synthetic Healthcare Supplier 314,claims admin agreement,Cloud Infrastructure and Data Center,Technology,SQL Server/EDW managed services,2023-05-01,2027-12-31,renewal within 24 months,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-040,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-032,SRC-HCDN-INV-032,SRC-HCDN-CO-008,LOT-HCDN-05,,,EVAL-HCDN-008,standard commercial review
CONT-HCDN-0320,VEND-HCDN-321,Synthetic Healthcare Supplier 321,PBM services SOW,Workplace and Contact Center,Security,contact center operations,2020-06-01,2028-12-31,active multi-year,fixed fee,exact,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-041,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-033,SRC-HCDN-INV-033,SRC-HCDN-CO-009,LOT-HCDN-06,,,EVAL-HCDN-009,high exit-term sensitivity
CONT-HCDN-0321,VEND-HCDN-328,Synthetic Healthcare Supplier 328,BPO services SOW,Security Identity and Compliance,Procurement,payment integrity,2021-07-01,2026-12-31,extension option,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-042,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-034,SRC-HCDN-INV-034,SRC-HCDN-CO-010,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-010,standard commercial review
CONT-HCDN-0322,VEND-HCDN-335,Synthetic Healthcare Supplier 335,cloud commit,Integration and Interoperability,HR,identity/security operations,2022-08-01,2027-12-31,transition assistance required,unit rate,indexed,standard termination rights,minimum annual commitment applies,RATE-HCDN-043,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-035,SRC-HCDN-INV-035,SRC-HCDN-CO-011,LOT-HCDN-08,,,EVAL-HCDN-011,standard commercial review
CONT-HCDN-0323,VEND-HCDN-342,Synthetic Healthcare Supplier 342,data platform subscription,ERP and Corporate Platforms,Supply Chain,interoperability services,2023-09-01,2028-12-31,exit rights need review,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-044,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-036,SRC-HCDN-INV-036,SRC-HCDN-CO-012,LOT-HCDN-09,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0324,VEND-HCDN-349,Synthetic Healthcare Supplier 349,software subscription,Clinical and Epic AMS,Privacy,Epic support and optimization,2020-01-01,2026-12-31,renewal within 12 months,per claim,withheld,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-045,standard service credits,CPI escalator above threshold,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-001,SRC-HCDN-INV-037,SRC-HCDN-CO-013,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,standard commercial review
CONT-HCDN-0325,VEND-HCDN-356,Synthetic Healthcare Supplier 356,professional services SOW,Payer Platform Operations,Compliance,claims operations,2021-02-01,2027-12-31,renewal within 24 months,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-046,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-002,SRC-HCDN-INV-038,SRC-HCDN-CO-014,LOT-HCDN-02,,,EVAL-HCDN-014,standard commercial review
CONT-HCDN-0326,VEND-HCDN-363,Synthetic Healthcare Supplier 363,maintenance agreement,Data Analytics and AI,Provider Network,Medicare Advantage quality services,2022-03-01,2028-12-31,active multi-year,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-047,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-003,SRC-HCDN-INV-039,SRC-HCDN-CO-015,LOT-HCDN-03,,,EVAL-HCDN-015,standard commercial review
CONT-HCDN-0327,VEND-HCDN-370,Synthetic Healthcare Supplier 370,telecom services,Revenue Cycle Technology,Value-Based Care,risk adjustment analytics,2023-04-01,2026-12-31,extension option,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-048,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-004,SRC-HCDN-INV-040,SRC-HCDN-CO-016,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
CONT-HCDN-0328,VEND-HCDN-377,Synthetic Healthcare Supplier 377,cybersecurity services,Cloud Infrastructure and Data Center,Clinical Operations,prior authorization operations,2020-05-01,2027-12-31,transition assistance required,committed spend,trend-only,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-049,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-005,SRC-HCDN-INV-041,SRC-HCDN-CO-017,LOT-HCDN-05,,,EVAL-HCDN-017,high exit-term sensitivity
CONT-HCDN-0329,VEND-HCDN-384,Synthetic Healthcare Supplier 384,AI/document automation SOW,Workplace and Contact Center,Revenue Cycle,revenue-cycle outsourcing,2021-06-01,2028-12-31,exit rights need review,outcome-linked,withheld,standard termination rights,minimum annual commitment applies,RATE-HCDN-050,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-006,SRC-HCDN-INV-042,SRC-HCDN-CO-018,LOT-HCDN-06,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0330,VEND-HCDN-391,Synthetic Healthcare Supplier 391,MSA,Security Identity and Compliance,Patient Access,cloud/data platform operations,2022-07-01,2026-12-31,renewal within 12 months,fixed fee,exact,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-051,service credits capped and under-defined,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-007,SRC-HCDN-INV-043,SRC-HCDN-CO-019,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,supplier concentration
CONT-HCDN-0331,VEND-HCDN-398,Synthetic Healthcare Supplier 398,SOW,Integration and Interoperability,Interoperability,SQL Server/EDW managed services,2023-08-01,2027-12-31,renewal within 24 months,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-052,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-008,SRC-HCDN-INV-044,SRC-HCDN-CO-020,LOT-HCDN-08,,,EVAL-HCDN-020,standard commercial review
CONT-HCDN-0332,VEND-HCDN-405,Synthetic Healthcare Supplier 405,rate card,ERP and Corporate Platforms,Population Health,contact center operations,2020-09-01,2028-12-31,active multi-year,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-053,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-009,SRC-HCDN-INV-045,SRC-HCDN-CO-021,LOT-HCDN-09,,,EVAL-HCDN-021,standard commercial review
CONT-HCDN-0333,VEND-HCDN-412,Synthetic Healthcare Supplier 412,Epic support agreement,Clinical and Epic AMS,Health Plan Operations,payment integrity,2021-01-01,2026-12-31,extension option,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-054,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-010,SRC-HCDN-INV-046,SRC-HCDN-CO-022,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-022,standard commercial review
CONT-HCDN-0334,VEND-HCDN-419,Synthetic Healthcare Supplier 419,claims admin agreement,Payer Platform Operations,Medicare Advantage,identity/security operations,2022-02-01,2027-12-31,transition assistance required,per claim,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-055,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-011,SRC-HCDN-INV-047,SRC-HCDN-CO-023,LOT-HCDN-02,,,EVAL-HCDN-023,standard commercial review
CONT-HCDN-0335,VEND-HCDN-426,Synthetic Healthcare Supplier 426,PBM services SOW,Data Analytics and AI,Claims Operations,interoperability services,2023-03-01,2028-12-31,exit rights need review,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-056,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-012,SRC-HCDN-INV-048,SRC-HCDN-CO-024,LOT-HCDN-03,,,EVAL-HCDN-024,standard commercial review
CONT-HCDN-0336,VEND-HCDN-433,Synthetic Healthcare Supplier 433,BPO services SOW,Revenue Cycle Technology,Utilization Management,Epic support and optimization,2020-04-01,2026-12-31,renewal within 12 months,consumption,range,termination for convenience with notice,minimum annual commitment applies,RATE-HCDN-057,standard service credits,fixed or negotiated escalator,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-013,SRC-HCDN-INV-001,SRC-HCDN-CO-025,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-001,high exit-term sensitivity
CONT-HCDN-0337,VEND-HCDN-440,Synthetic Healthcare Supplier 440,cloud commit,Cloud Infrastructure and Data Center,Member Services,claims operations,2021-05-01,2027-12-31,renewal within 24 months,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-058,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-014,SRC-HCDN-INV-002,SRC-HCDN-CO-026,LOT-HCDN-05,,,EVAL-HCDN-002,standard commercial review
CONT-HCDN-0338,VEND-HCDN-447,Synthetic Healthcare Supplier 447,data platform subscription,Workplace and Contact Center,Quality and Stars,Medicare Advantage quality services,2022-06-01,2028-12-31,active multi-year,committed spend,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-059,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-015,SRC-HCDN-INV-003,SRC-HCDN-CO-027,LOT-HCDN-06,,,EVAL-HCDN-003,standard commercial review
CONT-HCDN-0339,VEND-HCDN-454,Synthetic Healthcare Supplier 454,software subscription,Security Identity and Compliance,Risk Adjustment,risk adjustment analytics,2023-07-01,2026-12-31,extension option,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-060,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-016,SRC-HCDN-INV-004,SRC-HCDN-CO-028,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0340,VEND-HCDN-461,Synthetic Healthcare Supplier 461,professional services SOW,Integration and Interoperability,Care Management,prior authorization operations,2020-08-01,2027-12-31,transition assistance required,fixed fee,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-061,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-017,SRC-HCDN-INV-005,SRC-HCDN-CO-029,LOT-HCDN-08,,,EVAL-HCDN-005,supplier concentration
CONT-HCDN-0341,VEND-HCDN-468,Synthetic Healthcare Supplier 468,maintenance agreement,ERP and Corporate Platforms,Finance,revenue-cycle outsourcing,2021-09-01,2028-12-31,exit rights need review,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-062,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-018,SRC-HCDN-INV-006,SRC-HCDN-CO-030,LOT-HCDN-09,,,EVAL-HCDN-006,standard commercial review
CONT-HCDN-0342,VEND-HCDN-475,Synthetic Healthcare Supplier 475,telecom services,Clinical and Epic AMS,Coding,cloud/data platform operations,2022-01-01,2026-12-31,renewal within 12 months,unit rate,indexed,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-063,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-019,SRC-HCDN-INV-007,SRC-HCDN-CO-031,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-007,standard commercial review
CONT-HCDN-0343,VEND-HCDN-002,Synthetic Healthcare Supplier 002,cybersecurity services,Payer Platform Operations,Payer Contracting,SQL Server/EDW managed services,2023-02-01,2027-12-31,renewal within 24 months,per member per month,trend-only,standard termination rights,minimum annual commitment applies,RATE-HCDN-064,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-020,SRC-HCDN-INV-008,SRC-HCDN-CO-032,LOT-HCDN-02,,,EVAL-HCDN-008,standard commercial review
CONT-HCDN-0344,VEND-HCDN-009,Synthetic Healthcare Supplier 009,AI/document automation SOW,Data Analytics and AI,Digital Front Door,contact center operations,2020-03-01,2028-12-31,active multi-year,per claim,withheld,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-065,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-021,SRC-HCDN-INV-009,SRC-HCDN-CO-033,LOT-HCDN-03,,,EVAL-HCDN-009,high exit-term sensitivity
CONT-HCDN-0345,VEND-HCDN-016,Synthetic Healthcare Supplier 016,MSA,Revenue Cycle Technology,Contact Center,payment integrity,2021-04-01,2026-12-31,extension option,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-066,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-022,SRC-HCDN-INV-010,SRC-HCDN-CO-034,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-010,standard commercial review
CONT-HCDN-0346,VEND-HCDN-023,Synthetic Healthcare Supplier 023,SOW,Cloud Infrastructure and Data Center,Ambulatory Care,identity/security operations,2022-05-01,2027-12-31,transition assistance required,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-067,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-023,SRC-HCDN-INV-011,SRC-HCDN-CO-035,LOT-HCDN-05,,,EVAL-HCDN-011,standard commercial review
CONT-HCDN-0347,VEND-HCDN-030,Synthetic Healthcare Supplier 030,rate card,Workplace and Contact Center,Emergency Department,interoperability services,2023-06-01,2028-12-31,exit rights need review,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-068,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-024,SRC-HCDN-INV-012,SRC-HCDN-CO-036,LOT-HCDN-06,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0348,VEND-HCDN-037,Synthetic Healthcare Supplier 037,Epic support agreement,Security Identity and Compliance,Inpatient,Epic support and optimization,2020-07-01,2026-12-31,renewal within 12 months,committed spend,trend-only,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-069,standard service credits,fixed or negotiated escalator,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-025,SRC-HCDN-INV-013,SRC-HCDN-CO-037,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,standard commercial review
CONT-HCDN-0349,VEND-HCDN-044,Synthetic Healthcare Supplier 044,claims admin agreement,Integration and Interoperability,Surgery,claims operations,2021-08-01,2027-12-31,renewal within 24 months,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-070,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-026,SRC-HCDN-INV-014,SRC-HCDN-CO-038,LOT-HCDN-08,,,EVAL-HCDN-014,standard commercial review
