infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-HCDN-00794,secondary resilience data center,network zone,owned data center,API/interoperability gateway,Payer Contracting,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00795,private cloud east,storage tier,private cloud,HL7/FHIR engine,Digital Front Door,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00796,private cloud central,container platform,private cloud,claims-administration platform,Contact Center,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00797,Azure data foundation landing zone,integration runtime,Azure,care-management platform,Ambulatory Care,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00798,Azure AI/use-case landing zone,edge appliance,Azure,security/IAM stack,Emergency Department,Security Identity and Compliance,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00799,AWS transformation sandbox,security sensor,AWS,Epic ecosystem,Inpatient,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00800,AWS future-agentic landing zone,observability collector,AWS,SQL Server/SSIS/SSAS/SSRS,Surgery,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00801,Epic hosting zone,desktop/endpoint group,hybrid,legacy EDW,Imaging,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00802,clinic edge footprint,cloud resource group,hybrid,Oracle database,Lab,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00803,contact center footprint,backup/DR tier,hybrid,flat-file/SFTP,Pharmacy,Data Analytics and AI,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00804,Oracle/UNIX estate,compute cluster,hybrid,Access/Excel shadow reporting,Oncology,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00805,SQL Server estate zone,database platform,hybrid,Tableau Server,Cardiology,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00806,primary clinical data center,network zone,owned data center,Power BI Report Server,Data and Analytics,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00807,secondary resilience data center,storage tier,owned data center,Databricks lakehouse,Clinical Analytics,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00808,private cloud east,container platform,private cloud,Azure data services,Actuarial,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00809,private cloud central,integration runtime,private cloud,AWS data and AI candidate,Departmental Reporting,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00810,Azure data foundation landing zone,edge appliance,Azure,Java/.NET custom,AI Transformation,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00811,Azure AI/use-case landing zone,security sensor,Azure,API/interoperability gateway,Technology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00812,AWS transformation sandbox,observability collector,AWS,HL7/FHIR engine,Security,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00813,AWS future-agentic landing zone,desktop/endpoint group,AWS,claims-administration platform,Procurement,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00814,Epic hosting zone,cloud resource group,hybrid,care-management platform,HR,Cloud Infrastructure and Data Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00815,clinic edge footprint,backup/DR tier,hybrid,security/IAM stack,Supply Chain,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00816,contact center footprint,compute cluster,hybrid,Epic ecosystem,Privacy,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00817,Oracle/UNIX estate,database platform,hybrid,SQL Server/SSIS/SSAS/SSRS,Compliance,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00818,SQL Server estate zone,network zone,hybrid,legacy EDW,Provider Network,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00819,primary clinical data center,storage tier,owned data center,Oracle database,Value-Based Care,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-00820,secondary resilience data center,container platform,owned data center,flat-file/SFTP,Clinical Operations,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00821,private cloud east,integration runtime,private cloud,Access/Excel shadow reporting,Revenue Cycle,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00822,private cloud central,edge appliance,private cloud,Tableau Server,Patient Access,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00823,Azure data foundation landing zone,security sensor,Azure,Power BI Report Server,Interoperability,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00824,Azure AI/use-case landing zone,observability collector,Azure,Databricks lakehouse,Population Health,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00825,AWS transformation sandbox,desktop/endpoint group,AWS,Azure data services,Health Plan Operations,Security Identity and Compliance,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00826,AWS future-agentic landing zone,cloud resource group,AWS,AWS data and AI candidate,Medicare Advantage,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00827,Epic hosting zone,backup/DR tier,hybrid,Java/.NET custom,Claims Operations,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00828,clinic edge footprint,compute cluster,hybrid,API/interoperability gateway,Utilization Management,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00829,contact center footprint,database platform,hybrid,HL7/FHIR engine,Member Services,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00830,Oracle/UNIX estate,network zone,hybrid,claims-administration platform,Quality and Stars,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00831,SQL Server estate zone,storage tier,hybrid,care-management platform,Risk Adjustment,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00832,primary clinical data center,container platform,owned data center,security/IAM stack,Care Management,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00833,secondary resilience data center,integration runtime,owned data center,Epic ecosystem,Finance,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00834,private cloud east,edge appliance,private cloud,SQL Server/SSIS/SSAS/SSRS,Coding,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00835,private cloud central,security sensor,private cloud,legacy EDW,Payer Contracting,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00836,Azure data foundation landing zone,observability collector,Azure,Oracle database,Digital Front Door,ERP and Corporate Platforms,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00837,Azure AI/use-case landing zone,desktop/endpoint group,Azure,flat-file/SFTP,Contact Center,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00838,AWS transformation sandbox,cloud resource group,AWS,Access/Excel shadow reporting,Ambulatory Care,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00839,AWS future-agentic landing zone,backup/DR tier,AWS,Tableau Server,Emergency Department,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00840,Epic hosting zone,compute cluster,hybrid,Power BI Report Server,Inpatient,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00841,clinic edge footprint,database platform,hybrid,Databricks lakehouse,Surgery,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00842,contact center footprint,network zone,hybrid,Azure data services,Imaging,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00843,Oracle/UNIX estate,storage tier,hybrid,AWS data and AI candidate,Lab,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00844,SQL Server estate zone,container platform,hybrid,Java/.NET custom,Pharmacy,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00845,primary clinical data center,integration runtime,owned data center,API/interoperability gateway,Oncology,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00846,secondary resilience data center,edge appliance,owned data center,HL7/FHIR engine,Cardiology,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00847,private cloud east,security sensor,private cloud,claims-administration platform,Data and Analytics,Payer Platform Operations,PHI/restricted,capacity constrained,resilience mapped
INFRA-HCDN-00848,private cloud central,observability collector,private cloud,care-management platform,Clinical Analytics,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00849,Azure data foundation landing zone,desktop/endpoint group,Azure,security/IAM stack,Actuarial,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00850,Azure AI/use-case landing zone,cloud resource group,Azure,Epic ecosystem,Departmental Reporting,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00851,AWS transformation sandbox,backup/DR tier,AWS,SQL Server/SSIS/SSAS/SSRS,AI Transformation,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00852,AWS future-agentic landing zone,compute cluster,AWS,legacy EDW,Technology,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00853,Epic hosting zone,database platform,hybrid,Oracle database,Security,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00854,clinic edge footprint,network zone,hybrid,flat-file/SFTP,Procurement,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00855,contact center footprint,storage tier,hybrid,Access/Excel shadow reporting,HR,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00856,Oracle/UNIX estate,container platform,hybrid,Tableau Server,Supply Chain,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00857,SQL Server estate zone,integration runtime,hybrid,Power BI Report Server,Privacy,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00858,primary clinical data center,edge appliance,owned data center,Databricks lakehouse,Compliance,Revenue Cycle Technology,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00859,secondary resilience data center,security sensor,owned data center,Azure data services,Provider Network,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00860,private cloud east,observability collector,private cloud,AWS data and AI candidate,Value-Based Care,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00861,private cloud central,desktop/endpoint group,private cloud,Java/.NET custom,Clinical Operations,Security Identity and Compliance,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00862,Azure data foundation landing zone,cloud resource group,Azure,API/interoperability gateway,Revenue Cycle,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00863,Azure AI/use-case landing zone,backup/DR tier,Azure,HL7/FHIR engine,Patient Access,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00864,AWS transformation sandbox,compute cluster,AWS,claims-administration platform,Interoperability,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00865,AWS future-agentic landing zone,database platform,AWS,care-management platform,Population Health,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00866,Epic hosting zone,network zone,hybrid,security/IAM stack,Health Plan Operations,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00867,clinic edge footprint,storage tier,hybrid,Epic ecosystem,Medicare Advantage,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00868,contact center footprint,container platform,hybrid,SQL Server/SSIS/SSAS/SSRS,Claims Operations,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00869,Oracle/UNIX estate,integration runtime,hybrid,legacy EDW,Utilization Management,Workplace and Contact Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00870,SQL Server estate zone,edge appliance,hybrid,Oracle database,Member Services,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00871,primary clinical data center,security sensor,owned data center,flat-file/SFTP,Quality and Stars,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00872,secondary resilience data center,observability collector,owned data center,Access/Excel shadow reporting,Risk Adjustment,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00873,private cloud east,desktop/endpoint group,private cloud,Tableau Server,Care Management,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00874,private cloud central,cloud resource group,private cloud,Power BI Report Server,Finance,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00875,Azure data foundation landing zone,backup/DR tier,Azure,Databricks lakehouse,Coding,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00876,Azure AI/use-case landing zone,compute cluster,Azure,Azure data services,Payer Contracting,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00877,AWS transformation sandbox,database platform,AWS,AWS data and AI candidate,Digital Front Door,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00878,AWS future-agentic landing zone,network zone,AWS,Java/.NET custom,Contact Center,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00879,Epic hosting zone,storage tier,hybrid,API/interoperability gateway,Ambulatory Care,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00880,clinic edge footprint,container platform,hybrid,HL7/FHIR engine,Emergency Department,Integration and Interoperability,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00881,contact center footprint,integration runtime,hybrid,claims-administration platform,Inpatient,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00882,Oracle/UNIX estate,edge appliance,hybrid,care-management platform,Surgery,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-00883,SQL Server estate zone,security sensor,hybrid,security/IAM stack,Imaging,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00884,primary clinical data center,observability collector,owned data center,Epic ecosystem,Lab,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00885,secondary resilience data center,desktop/endpoint group,owned data center,SQL Server/SSIS/SSAS/SSRS,Pharmacy,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00886,private cloud east,cloud resource group,private cloud,legacy EDW,Oncology,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00887,private cloud central,backup/DR tier,private cloud,Oracle database,Cardiology,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00888,Azure data foundation landing zone,compute cluster,Azure,flat-file/SFTP,Data and Analytics,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00889,Azure AI/use-case landing zone,database platform,Azure,Access/Excel shadow reporting,Clinical Analytics,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00890,AWS transformation sandbox,network zone,AWS,Tableau Server,Actuarial,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00891,AWS future-agentic landing zone,storage tier,AWS,Power BI Report Server,Departmental Reporting,Clinical and Epic AMS,PHI/restricted,normal capacity,resilience evidence required
INFRA-HCDN-00892,Epic hosting zone,container platform,hybrid,Databricks lakehouse,AI Transformation,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00893,clinic edge footprint,integration runtime,hybrid,Azure data services,Technology,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00894,contact center footprint,edge appliance,hybrid,AWS data and AI candidate,Security,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00895,Oracle/UNIX estate,security sensor,hybrid,Java/.NET custom,Procurement,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00896,SQL Server estate zone,observability collector,hybrid,API/interoperability gateway,HR,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00897,primary clinical data center,desktop/endpoint group,owned data center,HL7/FHIR engine,Supply Chain,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00898,secondary resilience data center,cloud resource group,owned data center,claims-administration platform,Privacy,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00899,private cloud east,backup/DR tier,private cloud,care-management platform,Compliance,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00900,private cloud central,compute cluster,private cloud,security/IAM stack,Provider Network,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00901,Azure data foundation landing zone,database platform,Azure,Epic ecosystem,Value-Based Care,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00902,Azure AI/use-case landing zone,network zone,Azure,SQL Server/SSIS/SSAS/SSRS,Clinical Operations,Data Analytics and AI,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00903,AWS transformation sandbox,storage tier,AWS,legacy EDW,Revenue Cycle,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00904,AWS future-agentic landing zone,container platform,AWS,Oracle database,Patient Access,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00905,Epic hosting zone,integration runtime,hybrid,flat-file/SFTP,Interoperability,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00906,clinic edge footprint,edge appliance,hybrid,Access/Excel shadow reporting,Population Health,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00907,contact center footprint,security sensor,hybrid,Tableau Server,Health Plan Operations,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00908,Oracle/UNIX estate,observability collector,hybrid,Power BI Report Server,Medicare Advantage,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00909,SQL Server estate zone,desktop/endpoint group,hybrid,Databricks lakehouse,Claims Operations,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00910,primary clinical data center,cloud resource group,owned data center,Azure data services,Utilization Management,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00911,secondary resilience data center,backup/DR tier,owned data center,AWS data and AI candidate,Member Services,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00912,private cloud east,compute cluster,private cloud,Java/.NET custom,Quality and Stars,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00913,private cloud central,database platform,private cloud,API/interoperability gateway,Risk Adjustment,Cloud Infrastructure and Data Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00914,Azure data foundation landing zone,network zone,Azure,HL7/FHIR engine,Care Management,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00915,Azure AI/use-case landing zone,storage tier,Azure,claims-administration platform,Finance,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00916,AWS transformation sandbox,container platform,AWS,care-management platform,Coding,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00917,AWS future-agentic landing zone,integration runtime,AWS,security/IAM stack,Payer Contracting,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00918,Epic hosting zone,edge appliance,hybrid,Epic ecosystem,Digital Front Door,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00919,clinic edge footprint,security sensor,hybrid,SQL Server/SSIS/SSAS/SSRS,Contact Center,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00920,contact center footprint,observability collector,hybrid,legacy EDW,Ambulatory Care,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00921,Oracle/UNIX estate,desktop/endpoint group,hybrid,Oracle database,Emergency Department,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00922,SQL Server estate zone,cloud resource group,hybrid,flat-file/SFTP,Inpatient,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00923,primary clinical data center,backup/DR tier,owned data center,Access/Excel shadow reporting,Surgery,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00924,secondary resilience data center,compute cluster,owned data center,Tableau Server,Imaging,Security Identity and Compliance,PHI/restricted,capacity constrained,resilience mapped
INFRA-HCDN-00925,private cloud east,database platform,private cloud,Power BI Report Server,Lab,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00926,private cloud central,network zone,private cloud,Databricks lakehouse,Pharmacy,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00927,Azure data foundation landing zone,storage tier,Azure,Azure data services,Oncology,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00928,Azure AI/use-case landing zone,container platform,Azure,AWS data and AI candidate,Cardiology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00929,AWS transformation sandbox,integration runtime,AWS,Java/.NET custom,Data and Analytics,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00930,AWS future-agentic landing zone,edge appliance,AWS,API/interoperability gateway,Clinical Analytics,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00931,Epic hosting zone,security sensor,hybrid,HL7/FHIR engine,Actuarial,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00932,clinic edge footprint,observability collector,hybrid,claims-administration platform,Departmental Reporting,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00933,contact center footprint,desktop/endpoint group,hybrid,care-management platform,AI Transformation,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00934,Oracle/UNIX estate,cloud resource group,hybrid,security/IAM stack,Technology,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00935,SQL Server estate zone,backup/DR tier,hybrid,Epic ecosystem,Security,ERP and Corporate Platforms,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00936,primary clinical data center,compute cluster,owned data center,SQL Server/SSIS/SSAS/SSRS,Procurement,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00937,secondary resilience data center,database platform,owned data center,legacy EDW,HR,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00938,private cloud east,network zone,private cloud,Oracle database,Supply Chain,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00939,private cloud central,storage tier,private cloud,flat-file/SFTP,Privacy,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00940,Azure data foundation landing zone,container platform,Azure,Access/Excel shadow reporting,Compliance,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00941,Azure AI/use-case landing zone,integration runtime,Azure,Tableau Server,Provider Network,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00942,AWS transformation sandbox,edge appliance,AWS,Power BI Report Server,Value-Based Care,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00943,AWS future-agentic landing zone,security sensor,AWS,Databricks lakehouse,Clinical Operations,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00944,Epic hosting zone,observability collector,hybrid,Azure data services,Revenue Cycle,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00945,clinic edge footprint,desktop/endpoint group,hybrid,AWS data and AI candidate,Patient Access,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-00946,contact center footprint,cloud resource group,hybrid,Java/.NET custom,Interoperability,Payer Platform Operations,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00947,Oracle/UNIX estate,backup/DR tier,hybrid,API/interoperability gateway,Population Health,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00948,SQL Server estate zone,compute cluster,hybrid,HL7/FHIR engine,Health Plan Operations,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00949,primary clinical data center,database platform,owned data center,claims-administration platform,Medicare Advantage,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00950,secondary resilience data center,network zone,owned data center,care-management platform,Claims Operations,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00951,private cloud east,storage tier,private cloud,security/IAM stack,Utilization Management,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00952,private cloud central,container platform,private cloud,Epic ecosystem,Member Services,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00953,Azure data foundation landing zone,integration runtime,Azure,SQL Server/SSIS/SSAS/SSRS,Quality and Stars,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00954,Azure AI/use-case landing zone,edge appliance,Azure,legacy EDW,Risk Adjustment,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00955,AWS transformation sandbox,security sensor,AWS,Oracle database,Care Management,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00956,AWS future-agentic landing zone,observability collector,AWS,flat-file/SFTP,Finance,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00957,Epic hosting zone,desktop/endpoint group,hybrid,Access/Excel shadow reporting,Coding,Revenue Cycle Technology,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00958,clinic edge footprint,cloud resource group,hybrid,Tableau Server,Payer Contracting,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00959,contact center footprint,backup/DR tier,hybrid,Power BI Report Server,Digital Front Door,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00960,Oracle/UNIX estate,compute cluster,hybrid,Databricks lakehouse,Contact Center,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00961,SQL Server estate zone,database platform,hybrid,Azure data services,Ambulatory Care,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00962,primary clinical data center,network zone,owned data center,AWS data and AI candidate,Emergency Department,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00963,secondary resilience data center,storage tier,owned data center,Java/.NET custom,Inpatient,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
