risk_id,risk_name,business_function,severity,response,linked_control_id
RISK-HCDN-0281,provider-directory inaccuracy,HR,high,monitor,CTRL-HCDN-0282
RISK-HCDN-0282,SQL Server end-of-life,Supply Chain,medium,accept pending evidence,CTRL-HCDN-0283
RISK-HCDN-0283,measure definition conflict,Privacy,low,requires executive decision,CTRL-HCDN-0284
RISK-HCDN-0284,cloud cost overrun,Compliance,critical,mitigate,CTRL-HCDN-0285
RISK-HCDN-0285,vendor concentration,Provider Network,high,monitor,CTRL-HCDN-0286
RISK-HCDN-0286,Epic upgrade disruption,Value-Based Care,medium,accept pending evidence,CTRL-HCDN-0287
RISK-HCDN-0287,AWS/Azure operating-model conflict,Clinical Operations,low,requires executive decision,CTRL-HCDN-0288
RISK-HCDN-0288,Star Rating degradation,Revenue Cycle,critical,mitigate,CTRL-HCDN-0289
RISK-HCDN-0289,RAF evidence gap,Patient Access,high,monitor,CTRL-HCDN-0290
RISK-HCDN-0290,PHI/privacy exposure,Interoperability,medium,accept pending evidence,CTRL-HCDN-0291
RISK-HCDN-0291,claims leakage,Population Health,low,requires executive decision,CTRL-HCDN-0292
RISK-HCDN-0292,prior-auth SLA breach,Health Plan Operations,critical,mitigate,CTRL-HCDN-0293
RISK-HCDN-0293,provider-directory inaccuracy,Medicare Advantage,high,monitor,CTRL-HCDN-0294
RISK-HCDN-0294,SQL Server end-of-life,Claims Operations,medium,accept pending evidence,CTRL-HCDN-0295
RISK-HCDN-0295,measure definition conflict,Utilization Management,low,requires executive decision,CTRL-HCDN-0296
RISK-HCDN-0296,cloud cost overrun,Member Services,critical,mitigate,CTRL-HCDN-0297
RISK-HCDN-0297,vendor concentration,Quality and Stars,high,monitor,CTRL-HCDN-0298
RISK-HCDN-0298,Epic upgrade disruption,Risk Adjustment,medium,accept pending evidence,CTRL-HCDN-0299
RISK-HCDN-0299,AWS/Azure operating-model conflict,Care Management,low,requires executive decision,CTRL-HCDN-0300
RISK-HCDN-0300,Star Rating degradation,Finance,critical,mitigate,CTRL-HCDN-0301
RISK-HCDN-0301,RAF evidence gap,Coding,high,monitor,CTRL-HCDN-0302
RISK-HCDN-0302,PHI/privacy exposure,Payer Contracting,medium,accept pending evidence,CTRL-HCDN-0303
RISK-HCDN-0303,claims leakage,Digital Front Door,low,requires executive decision,CTRL-HCDN-0304
RISK-HCDN-0304,prior-auth SLA breach,Contact Center,critical,mitigate,CTRL-HCDN-0305
RISK-HCDN-0305,provider-directory inaccuracy,Ambulatory Care,high,monitor,CTRL-HCDN-0306
RISK-HCDN-0306,SQL Server end-of-life,Emergency Department,medium,accept pending evidence,CTRL-HCDN-0307
RISK-HCDN-0307,measure definition conflict,Inpatient,low,requires executive decision,CTRL-HCDN-0308
RISK-HCDN-0308,cloud cost overrun,Surgery,critical,mitigate,CTRL-HCDN-0309
RISK-HCDN-0309,vendor concentration,Imaging,high,monitor,CTRL-HCDN-0310
RISK-HCDN-0310,Epic upgrade disruption,Lab,medium,accept pending evidence,CTRL-HCDN-0311
RISK-HCDN-0311,AWS/Azure operating-model conflict,Pharmacy,low,requires executive decision,CTRL-HCDN-0312
RISK-HCDN-0312,Star Rating degradation,Oncology,critical,mitigate,CTRL-HCDN-0313
RISK-HCDN-0313,RAF evidence gap,Cardiology,high,monitor,CTRL-HCDN-0314
RISK-HCDN-0314,PHI/privacy exposure,Data and Analytics,medium,accept pending evidence,CTRL-HCDN-0315
RISK-HCDN-0315,claims leakage,Clinical Analytics,low,requires executive decision,CTRL-HCDN-0316
RISK-HCDN-0316,prior-auth SLA breach,Actuarial,critical,mitigate,CTRL-HCDN-0317
RISK-HCDN-0317,provider-directory inaccuracy,Departmental Reporting,high,monitor,CTRL-HCDN-0318
RISK-HCDN-0318,SQL Server end-of-life,AI Transformation,medium,accept pending evidence,CTRL-HCDN-0319
RISK-HCDN-0319,measure definition conflict,Technology,low,requires executive decision,CTRL-HCDN-0320
RISK-HCDN-0320,cloud cost overrun,Security,critical,mitigate,CTRL-HCDN-0321
RISK-HCDN-0321,vendor concentration,Procurement,high,monitor,CTRL-HCDN-0322
RISK-HCDN-0322,Epic upgrade disruption,HR,medium,accept pending evidence,CTRL-HCDN-0323
RISK-HCDN-0323,AWS/Azure operating-model conflict,Supply Chain,low,requires executive decision,CTRL-HCDN-0324
RISK-HCDN-0324,Star Rating degradation,Privacy,critical,mitigate,CTRL-HCDN-0325
RISK-HCDN-0325,RAF evidence gap,Compliance,high,monitor,CTRL-HCDN-0326
RISK-HCDN-0326,PHI/privacy exposure,Provider Network,medium,accept pending evidence,CTRL-HCDN-0327
RISK-HCDN-0327,claims leakage,Value-Based Care,low,requires executive decision,CTRL-HCDN-0328
RISK-HCDN-0328,prior-auth SLA breach,Clinical Operations,critical,mitigate,CTRL-HCDN-0329
RISK-HCDN-0329,provider-directory inaccuracy,Revenue Cycle,high,monitor,CTRL-HCDN-0330
RISK-HCDN-0330,SQL Server end-of-life,Patient Access,medium,accept pending evidence,CTRL-HCDN-0331
RISK-HCDN-0331,measure definition conflict,Interoperability,low,requires executive decision,CTRL-HCDN-0332
RISK-HCDN-0332,cloud cost overrun,Population Health,critical,mitigate,CTRL-HCDN-0333
RISK-HCDN-0333,vendor concentration,Health Plan Operations,high,monitor,CTRL-HCDN-0334
RISK-HCDN-0334,Epic upgrade disruption,Medicare Advantage,medium,accept pending evidence,CTRL-HCDN-0335
RISK-HCDN-0335,AWS/Azure operating-model conflict,Claims Operations,low,requires executive decision,CTRL-HCDN-0336
RISK-HCDN-0336,Star Rating degradation,Utilization Management,critical,mitigate,CTRL-HCDN-0337
RISK-HCDN-0337,RAF evidence gap,Member Services,high,monitor,CTRL-HCDN-0338
RISK-HCDN-0338,PHI/privacy exposure,Quality and Stars,medium,accept pending evidence,CTRL-HCDN-0339
RISK-HCDN-0339,claims leakage,Risk Adjustment,low,requires executive decision,CTRL-HCDN-0340
RISK-HCDN-0340,prior-auth SLA breach,Care Management,critical,mitigate,CTRL-HCDN-0341
RISK-HCDN-0341,provider-directory inaccuracy,Finance,high,monitor,CTRL-HCDN-0342
RISK-HCDN-0342,SQL Server end-of-life,Coding,medium,accept pending evidence,CTRL-HCDN-0343
RISK-HCDN-0343,measure definition conflict,Payer Contracting,low,requires executive decision,CTRL-HCDN-0344
RISK-HCDN-0344,cloud cost overrun,Digital Front Door,critical,mitigate,CTRL-HCDN-0345
RISK-HCDN-0345,vendor concentration,Contact Center,high,monitor,CTRL-HCDN-0346
RISK-HCDN-0346,Epic upgrade disruption,Ambulatory Care,medium,accept pending evidence,CTRL-HCDN-0347
RISK-HCDN-0347,AWS/Azure operating-model conflict,Emergency Department,low,requires executive decision,CTRL-HCDN-0348
RISK-HCDN-0348,Star Rating degradation,Inpatient,critical,mitigate,CTRL-HCDN-0349
RISK-HCDN-0349,RAF evidence gap,Surgery,high,monitor,CTRL-HCDN-0350
RISK-HCDN-0350,PHI/privacy exposure,Imaging,medium,accept pending evidence,CTRL-HCDN-0351
RISK-HCDN-0351,claims leakage,Lab,low,requires executive decision,CTRL-HCDN-0352
RISK-HCDN-0352,prior-auth SLA breach,Pharmacy,critical,mitigate,CTRL-HCDN-0353
RISK-HCDN-0353,provider-directory inaccuracy,Oncology,high,monitor,CTRL-HCDN-0354
RISK-HCDN-0354,SQL Server end-of-life,Cardiology,medium,accept pending evidence,CTRL-HCDN-0355
RISK-HCDN-0355,measure definition conflict,Data and Analytics,low,requires executive decision,CTRL-HCDN-0356
RISK-HCDN-0356,cloud cost overrun,Clinical Analytics,critical,mitigate,CTRL-HCDN-0357
RISK-HCDN-0357,vendor concentration,Actuarial,high,monitor,CTRL-HCDN-0358
RISK-HCDN-0358,Epic upgrade disruption,Departmental Reporting,medium,accept pending evidence,CTRL-HCDN-0359
RISK-HCDN-0359,AWS/Azure operating-model conflict,AI Transformation,low,requires executive decision,CTRL-HCDN-0360
RISK-HCDN-0360,Star Rating degradation,Technology,critical,mitigate,CTRL-HCDN-0361
RISK-HCDN-0361,RAF evidence gap,Security,high,monitor,CTRL-HCDN-0362
RISK-HCDN-0362,PHI/privacy exposure,Procurement,medium,accept pending evidence,CTRL-HCDN-0363
RISK-HCDN-0363,claims leakage,HR,low,requires executive decision,CTRL-HCDN-0364
RISK-HCDN-0364,prior-auth SLA breach,Supply Chain,critical,mitigate,CTRL-HCDN-0365
RISK-HCDN-0365,provider-directory inaccuracy,Privacy,high,monitor,CTRL-HCDN-0366
RISK-HCDN-0366,SQL Server end-of-life,Compliance,medium,accept pending evidence,CTRL-HCDN-0367
RISK-HCDN-0367,measure definition conflict,Provider Network,low,requires executive decision,CTRL-HCDN-0368
RISK-HCDN-0368,cloud cost overrun,Value-Based Care,critical,mitigate,CTRL-HCDN-0369
RISK-HCDN-0369,vendor concentration,Clinical Operations,high,monitor,CTRL-HCDN-0370
RISK-HCDN-0370,Epic upgrade disruption,Revenue Cycle,medium,accept pending evidence,CTRL-HCDN-0371
RISK-HCDN-0371,AWS/Azure operating-model conflict,Patient Access,low,requires executive decision,CTRL-HCDN-0372
RISK-HCDN-0372,Star Rating degradation,Interoperability,critical,mitigate,CTRL-HCDN-0373
RISK-HCDN-0373,RAF evidence gap,Population Health,high,monitor,CTRL-HCDN-0374
RISK-HCDN-0374,PHI/privacy exposure,Health Plan Operations,medium,accept pending evidence,CTRL-HCDN-0375
RISK-HCDN-0375,claims leakage,Medicare Advantage,low,requires executive decision,CTRL-HCDN-0376
RISK-HCDN-0376,prior-auth SLA breach,Claims Operations,critical,mitigate,CTRL-HCDN-0377
RISK-HCDN-0377,provider-directory inaccuracy,Utilization Management,high,monitor,CTRL-HCDN-0378
RISK-HCDN-0378,SQL Server end-of-life,Member Services,medium,accept pending evidence,CTRL-HCDN-0379
RISK-HCDN-0379,measure definition conflict,Quality and Stars,low,requires executive decision,CTRL-HCDN-0380
RISK-HCDN-0380,cloud cost overrun,Risk Adjustment,critical,mitigate,CTRL-HCDN-0381
RISK-HCDN-0381,vendor concentration,Care Management,high,monitor,CTRL-HCDN-0382
RISK-HCDN-0382,Epic upgrade disruption,Finance,medium,accept pending evidence,CTRL-HCDN-0383
RISK-HCDN-0383,AWS/Azure operating-model conflict,Coding,low,requires executive decision,CTRL-HCDN-0384
RISK-HCDN-0384,Star Rating degradation,Payer Contracting,critical,mitigate,CTRL-HCDN-0385
RISK-HCDN-0385,RAF evidence gap,Digital Front Door,high,monitor,CTRL-HCDN-0386
RISK-HCDN-0386,PHI/privacy exposure,Contact Center,medium,accept pending evidence,CTRL-HCDN-0387
RISK-HCDN-0387,claims leakage,Ambulatory Care,low,requires executive decision,CTRL-HCDN-0388
RISK-HCDN-0388,prior-auth SLA breach,Emergency Department,critical,mitigate,CTRL-HCDN-0389
RISK-HCDN-0389,provider-directory inaccuracy,Inpatient,high,monitor,CTRL-HCDN-0390
RISK-HCDN-0390,SQL Server end-of-life,Surgery,medium,accept pending evidence,CTRL-HCDN-0391
RISK-HCDN-0391,measure definition conflict,Imaging,low,requires executive decision,CTRL-HCDN-0392
RISK-HCDN-0392,cloud cost overrun,Lab,critical,mitigate,CTRL-HCDN-0393
RISK-HCDN-0393,vendor concentration,Pharmacy,high,monitor,CTRL-HCDN-0394
RISK-HCDN-0394,Epic upgrade disruption,Oncology,medium,accept pending evidence,CTRL-HCDN-0395
RISK-HCDN-0395,AWS/Azure operating-model conflict,Cardiology,low,requires executive decision,CTRL-HCDN-0396
RISK-HCDN-0396,Star Rating degradation,Data and Analytics,critical,mitigate,CTRL-HCDN-0397
RISK-HCDN-0397,RAF evidence gap,Clinical Analytics,high,monitor,CTRL-HCDN-0398
RISK-HCDN-0398,PHI/privacy exposure,Actuarial,medium,accept pending evidence,CTRL-HCDN-0399
RISK-HCDN-0399,claims leakage,Departmental Reporting,low,requires executive decision,CTRL-HCDN-0400
RISK-HCDN-0400,prior-auth SLA breach,AI Transformation,critical,mitigate,CTRL-HCDN-0401
RISK-HCDN-0401,provider-directory inaccuracy,Technology,high,monitor,CTRL-HCDN-0402
RISK-HCDN-0402,SQL Server end-of-life,Security,medium,accept pending evidence,CTRL-HCDN-0403
RISK-HCDN-0403,measure definition conflict,Procurement,low,requires executive decision,CTRL-HCDN-0404
RISK-HCDN-0404,cloud cost overrun,HR,critical,mitigate,CTRL-HCDN-0405
RISK-HCDN-0405,vendor concentration,Supply Chain,high,monitor,CTRL-HCDN-0406
RISK-HCDN-0406,Epic upgrade disruption,Privacy,medium,accept pending evidence,CTRL-HCDN-0407
RISK-HCDN-0407,AWS/Azure operating-model conflict,Compliance,low,requires executive decision,CTRL-HCDN-0408
RISK-HCDN-0408,Star Rating degradation,Provider Network,critical,mitigate,CTRL-HCDN-0409
RISK-HCDN-0409,RAF evidence gap,Value-Based Care,high,monitor,CTRL-HCDN-0410
RISK-HCDN-0410,PHI/privacy exposure,Clinical Operations,medium,accept pending evidence,CTRL-HCDN-0411
RISK-HCDN-0411,claims leakage,Revenue Cycle,low,requires executive decision,CTRL-HCDN-0412
RISK-HCDN-0412,prior-auth SLA breach,Patient Access,critical,mitigate,CTRL-HCDN-0413
RISK-HCDN-0413,provider-directory inaccuracy,Interoperability,high,monitor,CTRL-HCDN-0414
RISK-HCDN-0414,SQL Server end-of-life,Population Health,medium,accept pending evidence,CTRL-HCDN-0415
RISK-HCDN-0415,measure definition conflict,Health Plan Operations,low,requires executive decision,CTRL-HCDN-0416
RISK-HCDN-0416,cloud cost overrun,Medicare Advantage,critical,mitigate,CTRL-HCDN-0417
RISK-HCDN-0417,vendor concentration,Claims Operations,high,monitor,CTRL-HCDN-0418
RISK-HCDN-0418,Epic upgrade disruption,Utilization Management,medium,accept pending evidence,CTRL-HCDN-0419
RISK-HCDN-0419,AWS/Azure operating-model conflict,Member Services,low,requires executive decision,CTRL-HCDN-0420
RISK-HCDN-0420,Star Rating degradation,Quality and Stars,critical,mitigate,CTRL-HCDN-0421
RISK-HCDN-0421,RAF evidence gap,Risk Adjustment,high,monitor,CTRL-HCDN-0422
RISK-HCDN-0422,PHI/privacy exposure,Care Management,medium,accept pending evidence,CTRL-HCDN-0423
RISK-HCDN-0423,claims leakage,Finance,low,requires executive decision,CTRL-HCDN-0424
RISK-HCDN-0424,prior-auth SLA breach,Coding,critical,mitigate,CTRL-HCDN-0425
RISK-HCDN-0425,provider-directory inaccuracy,Payer Contracting,high,monitor,CTRL-HCDN-0426
RISK-HCDN-0426,SQL Server end-of-life,Digital Front Door,medium,accept pending evidence,CTRL-HCDN-0427
RISK-HCDN-0427,measure definition conflict,Contact Center,low,requires executive decision,CTRL-HCDN-0428
RISK-HCDN-0428,cloud cost overrun,Ambulatory Care,critical,mitigate,CTRL-HCDN-0429
RISK-HCDN-0429,vendor concentration,Emergency Department,high,monitor,CTRL-HCDN-0430
RISK-HCDN-0430,Epic upgrade disruption,Inpatient,medium,accept pending evidence,CTRL-HCDN-0431
RISK-HCDN-0431,AWS/Azure operating-model conflict,Surgery,low,requires executive decision,CTRL-HCDN-0432
RISK-HCDN-0432,Star Rating degradation,Imaging,critical,mitigate,CTRL-HCDN-0433
RISK-HCDN-0433,RAF evidence gap,Lab,high,monitor,CTRL-HCDN-0434
RISK-HCDN-0434,PHI/privacy exposure,Pharmacy,medium,accept pending evidence,CTRL-HCDN-0435
RISK-HCDN-0435,claims leakage,Oncology,low,requires executive decision,CTRL-HCDN-0436
RISK-HCDN-0436,prior-auth SLA breach,Cardiology,critical,mitigate,CTRL-HCDN-0437
RISK-HCDN-0437,provider-directory inaccuracy,Data and Analytics,high,monitor,CTRL-HCDN-0438
RISK-HCDN-0438,SQL Server end-of-life,Clinical Analytics,medium,accept pending evidence,CTRL-HCDN-0439
RISK-HCDN-0439,measure definition conflict,Actuarial,low,requires executive decision,CTRL-HCDN-0440
RISK-HCDN-0440,cloud cost overrun,Departmental Reporting,critical,mitigate,CTRL-HCDN-0441
RISK-HCDN-0441,vendor concentration,AI Transformation,high,monitor,CTRL-HCDN-0442
RISK-HCDN-0442,Epic upgrade disruption,Technology,medium,accept pending evidence,CTRL-HCDN-0443
RISK-HCDN-0443,AWS/Azure operating-model conflict,Security,low,requires executive decision,CTRL-HCDN-0444
RISK-HCDN-0444,Star Rating degradation,Procurement,critical,mitigate,CTRL-HCDN-0445
RISK-HCDN-0445,RAF evidence gap,HR,high,monitor,CTRL-HCDN-0446
RISK-HCDN-0446,PHI/privacy exposure,Supply Chain,medium,accept pending evidence,CTRL-HCDN-0447
RISK-HCDN-0447,claims leakage,Privacy,low,requires executive decision,CTRL-HCDN-0448
RISK-HCDN-0448,prior-auth SLA breach,Compliance,critical,mitigate,CTRL-HCDN-0449
RISK-HCDN-0449,provider-directory inaccuracy,Provider Network,high,monitor,CTRL-HCDN-0450
RISK-HCDN-0450,SQL Server end-of-life,Value-Based Care,medium,accept pending evidence,CTRL-HCDN-0451
RISK-HCDN-0451,measure definition conflict,Clinical Operations,low,requires executive decision,CTRL-HCDN-0452
RISK-HCDN-0452,cloud cost overrun,Revenue Cycle,critical,mitigate,CTRL-HCDN-0453
RISK-HCDN-0453,vendor concentration,Patient Access,high,monitor,CTRL-HCDN-0454
RISK-HCDN-0454,Epic upgrade disruption,Interoperability,medium,accept pending evidence,CTRL-HCDN-0455
RISK-HCDN-0455,AWS/Azure operating-model conflict,Population Health,low,requires executive decision,CTRL-HCDN-0456
RISK-HCDN-0456,Star Rating degradation,Health Plan Operations,critical,mitigate,CTRL-HCDN-0457
RISK-HCDN-0457,RAF evidence gap,Medicare Advantage,high,monitor,CTRL-HCDN-0458
RISK-HCDN-0458,PHI/privacy exposure,Claims Operations,medium,accept pending evidence,CTRL-HCDN-0459
RISK-HCDN-0459,claims leakage,Utilization Management,low,requires executive decision,CTRL-HCDN-0460
RISK-HCDN-0460,prior-auth SLA breach,Member Services,critical,mitigate,CTRL-HCDN-0461
RISK-HCDN-0461,provider-directory inaccuracy,Quality and Stars,high,monitor,CTRL-HCDN-0462
RISK-HCDN-0462,SQL Server end-of-life,Risk Adjustment,medium,accept pending evidence,CTRL-HCDN-0463
RISK-HCDN-0463,measure definition conflict,Care Management,low,requires executive decision,CTRL-HCDN-0464
RISK-HCDN-0464,cloud cost overrun,Finance,critical,mitigate,CTRL-HCDN-0465
RISK-HCDN-0465,vendor concentration,Coding,high,monitor,CTRL-HCDN-0466
RISK-HCDN-0466,Epic upgrade disruption,Payer Contracting,medium,accept pending evidence,CTRL-HCDN-0467
RISK-HCDN-0467,AWS/Azure operating-model conflict,Digital Front Door,low,requires executive decision,CTRL-HCDN-0468
RISK-HCDN-0468,Star Rating degradation,Contact Center,critical,mitigate,CTRL-HCDN-0469
RISK-HCDN-0469,RAF evidence gap,Ambulatory Care,high,monitor,CTRL-HCDN-0470
RISK-HCDN-0470,PHI/privacy exposure,Emergency Department,medium,accept pending evidence,CTRL-HCDN-0471
RISK-HCDN-0471,claims leakage,Inpatient,low,requires executive decision,CTRL-HCDN-0472
RISK-HCDN-0472,prior-auth SLA breach,Surgery,critical,mitigate,CTRL-HCDN-0473
RISK-HCDN-0473,provider-directory inaccuracy,Imaging,high,monitor,CTRL-HCDN-0474
RISK-HCDN-0474,SQL Server end-of-life,Lab,medium,accept pending evidence,CTRL-HCDN-0475
RISK-HCDN-0475,measure definition conflict,Pharmacy,low,requires executive decision,CTRL-HCDN-0476
RISK-HCDN-0476,cloud cost overrun,Oncology,critical,mitigate,CTRL-HCDN-0477
RISK-HCDN-0477,vendor concentration,Cardiology,high,monitor,CTRL-HCDN-0478
RISK-HCDN-0478,Epic upgrade disruption,Data and Analytics,medium,accept pending evidence,CTRL-HCDN-0479
RISK-HCDN-0479,AWS/Azure operating-model conflict,Clinical Analytics,low,requires executive decision,CTRL-HCDN-0480
RISK-HCDN-0480,Star Rating degradation,Actuarial,critical,mitigate,CTRL-HCDN-0481
RISK-HCDN-0481,RAF evidence gap,Departmental Reporting,high,monitor,CTRL-HCDN-0482
RISK-HCDN-0482,PHI/privacy exposure,AI Transformation,medium,accept pending evidence,CTRL-HCDN-0483
RISK-HCDN-0483,claims leakage,Technology,low,requires executive decision,CTRL-HCDN-0484
RISK-HCDN-0484,prior-auth SLA breach,Security,critical,mitigate,CTRL-HCDN-0485
RISK-HCDN-0485,provider-directory inaccuracy,Procurement,high,monitor,CTRL-HCDN-0486
RISK-HCDN-0486,SQL Server end-of-life,HR,medium,accept pending evidence,CTRL-HCDN-0487
RISK-HCDN-0487,measure definition conflict,Supply Chain,low,requires executive decision,CTRL-HCDN-0488
RISK-HCDN-0488,cloud cost overrun,Privacy,critical,mitigate,CTRL-HCDN-0489
RISK-HCDN-0489,vendor concentration,Compliance,high,monitor,CTRL-HCDN-0490
RISK-HCDN-0490,Epic upgrade disruption,Provider Network,medium,accept pending evidence,CTRL-HCDN-0491
RISK-HCDN-0491,AWS/Azure operating-model conflict,Value-Based Care,low,requires executive decision,CTRL-HCDN-0492
RISK-HCDN-0492,Star Rating degradation,Clinical Operations,critical,mitigate,CTRL-HCDN-0493
RISK-HCDN-0493,RAF evidence gap,Revenue Cycle,high,monitor,CTRL-HCDN-0494
RISK-HCDN-0494,PHI/privacy exposure,Patient Access,medium,accept pending evidence,CTRL-HCDN-0495
RISK-HCDN-0495,claims leakage,Interoperability,low,requires executive decision,CTRL-HCDN-0496
RISK-HCDN-0496,prior-auth SLA breach,Population Health,critical,mitigate,CTRL-HCDN-0497
RISK-HCDN-0497,provider-directory inaccuracy,Health Plan Operations,high,monitor,CTRL-HCDN-0498
RISK-HCDN-0498,SQL Server end-of-life,Medicare Advantage,medium,accept pending evidence,CTRL-HCDN-0499
RISK-HCDN-0499,measure definition conflict,Claims Operations,low,requires executive decision,CTRL-HCDN-0500
RISK-HCDN-0500,cloud cost overrun,Utilization Management,critical,mitigate,CTRL-HCDN-0501
RISK-HCDN-0501,vendor concentration,Member Services,high,monitor,CTRL-HCDN-0502
RISK-HCDN-0502,Epic upgrade disruption,Quality and Stars,medium,accept pending evidence,CTRL-HCDN-0503
RISK-HCDN-0503,AWS/Azure operating-model conflict,Risk Adjustment,low,requires executive decision,CTRL-HCDN-0504
RISK-HCDN-0504,Star Rating degradation,Care Management,critical,mitigate,CTRL-HCDN-0505
RISK-HCDN-0505,RAF evidence gap,Finance,high,monitor,CTRL-HCDN-0506
RISK-HCDN-0506,PHI/privacy exposure,Coding,medium,accept pending evidence,CTRL-HCDN-0507
RISK-HCDN-0507,claims leakage,Payer Contracting,low,requires executive decision,CTRL-HCDN-0508
RISK-HCDN-0508,prior-auth SLA breach,Digital Front Door,critical,mitigate,CTRL-HCDN-0509
RISK-HCDN-0509,provider-directory inaccuracy,Contact Center,high,monitor,CTRL-HCDN-0510
RISK-HCDN-0510,SQL Server end-of-life,Ambulatory Care,medium,accept pending evidence,CTRL-HCDN-0511
RISK-HCDN-0511,measure definition conflict,Emergency Department,low,requires executive decision,CTRL-HCDN-0512
RISK-HCDN-0512,cloud cost overrun,Inpatient,critical,mitigate,CTRL-HCDN-0513
RISK-HCDN-0513,vendor concentration,Surgery,high,monitor,CTRL-HCDN-0514
RISK-HCDN-0514,Epic upgrade disruption,Imaging,medium,accept pending evidence,CTRL-HCDN-0515
RISK-HCDN-0515,AWS/Azure operating-model conflict,Lab,low,requires executive decision,CTRL-HCDN-0516
RISK-HCDN-0516,Star Rating degradation,Pharmacy,critical,mitigate,CTRL-HCDN-0517
RISK-HCDN-0517,RAF evidence gap,Oncology,high,monitor,CTRL-HCDN-0518
RISK-HCDN-0518,PHI/privacy exposure,Cardiology,medium,accept pending evidence,CTRL-HCDN-0519
RISK-HCDN-0519,claims leakage,Data and Analytics,low,requires executive decision,CTRL-HCDN-0520
RISK-HCDN-0520,prior-auth SLA breach,Clinical Analytics,critical,mitigate,CTRL-HCDN-0521
RISK-HCDN-0521,provider-directory inaccuracy,Actuarial,high,monitor,CTRL-HCDN-0522
RISK-HCDN-0522,SQL Server end-of-life,Departmental Reporting,medium,accept pending evidence,CTRL-HCDN-0523
RISK-HCDN-0523,measure definition conflict,AI Transformation,low,requires executive decision,CTRL-HCDN-0524
RISK-HCDN-0524,cloud cost overrun,Technology,critical,mitigate,CTRL-HCDN-0525
RISK-HCDN-0525,vendor concentration,Security,high,monitor,CTRL-HCDN-0526
RISK-HCDN-0526,Epic upgrade disruption,Procurement,medium,accept pending evidence,CTRL-HCDN-0527
RISK-HCDN-0527,AWS/Azure operating-model conflict,HR,low,requires executive decision,CTRL-HCDN-0528
RISK-HCDN-0528,Star Rating degradation,Supply Chain,critical,mitigate,CTRL-HCDN-0529
RISK-HCDN-0529,RAF evidence gap,Privacy,high,monitor,CTRL-HCDN-0530
RISK-HCDN-0530,PHI/privacy exposure,Compliance,medium,accept pending evidence,CTRL-HCDN-0531
RISK-HCDN-0531,claims leakage,Provider Network,low,requires executive decision,CTRL-HCDN-0532
RISK-HCDN-0532,prior-auth SLA breach,Value-Based Care,critical,mitigate,CTRL-HCDN-0533
RISK-HCDN-0533,provider-directory inaccuracy,Clinical Operations,high,monitor,CTRL-HCDN-0534
RISK-HCDN-0534,SQL Server end-of-life,Revenue Cycle,medium,accept pending evidence,CTRL-HCDN-0535
RISK-HCDN-0535,measure definition conflict,Patient Access,low,requires executive decision,CTRL-HCDN-0536
RISK-HCDN-0536,cloud cost overrun,Interoperability,critical,mitigate,CTRL-HCDN-0537
RISK-HCDN-0537,vendor concentration,Population Health,high,monitor,CTRL-HCDN-0538
RISK-HCDN-0538,Epic upgrade disruption,Health Plan Operations,medium,accept pending evidence,CTRL-HCDN-0539
RISK-HCDN-0539,AWS/Azure operating-model conflict,Medicare Advantage,low,requires executive decision,CTRL-HCDN-0540
RISK-HCDN-0540,Star Rating degradation,Claims Operations,critical,mitigate,CTRL-HCDN-0541
RISK-HCDN-0541,RAF evidence gap,Utilization Management,high,monitor,CTRL-HCDN-0542
RISK-HCDN-0542,PHI/privacy exposure,Member Services,medium,accept pending evidence,CTRL-HCDN-0543
RISK-HCDN-0543,claims leakage,Quality and Stars,low,requires executive decision,CTRL-HCDN-0544
RISK-HCDN-0544,prior-auth SLA breach,Risk Adjustment,critical,mitigate,CTRL-HCDN-0545
RISK-HCDN-0545,provider-directory inaccuracy,Care Management,high,monitor,CTRL-HCDN-0546
RISK-HCDN-0546,SQL Server end-of-life,Finance,medium,accept pending evidence,CTRL-HCDN-0547
RISK-HCDN-0547,measure definition conflict,Coding,low,requires executive decision,CTRL-HCDN-0548
RISK-HCDN-0548,cloud cost overrun,Payer Contracting,critical,mitigate,CTRL-HCDN-0549
RISK-HCDN-0549,vendor concentration,Digital Front Door,high,monitor,CTRL-HCDN-0550
RISK-HCDN-0550,Epic upgrade disruption,Contact Center,medium,accept pending evidence,CTRL-HCDN-0551
RISK-HCDN-0551,AWS/Azure operating-model conflict,Ambulatory Care,low,requires executive decision,CTRL-HCDN-0552
RISK-HCDN-0552,Star Rating degradation,Emergency Department,critical,mitigate,CTRL-HCDN-0553
RISK-HCDN-0553,RAF evidence gap,Inpatient,high,monitor,CTRL-HCDN-0554
RISK-HCDN-0554,PHI/privacy exposure,Surgery,medium,accept pending evidence,CTRL-HCDN-0555
RISK-HCDN-0555,claims leakage,Imaging,low,requires executive decision,CTRL-HCDN-0556
RISK-HCDN-0556,prior-auth SLA breach,Lab,critical,mitigate,CTRL-HCDN-0557
RISK-HCDN-0557,provider-directory inaccuracy,Pharmacy,high,monitor,CTRL-HCDN-0558
RISK-HCDN-0558,SQL Server end-of-life,Oncology,medium,accept pending evidence,CTRL-HCDN-0559
RISK-HCDN-0559,measure definition conflict,Cardiology,low,requires executive decision,CTRL-HCDN-0560
RISK-HCDN-0560,cloud cost overrun,Data and Analytics,critical,mitigate,CTRL-HCDN-0561
