invoice_line_id,lot_id,service_tower,contract_id,vendor_id,charge_type,value_disclosure_mode,period,source_id
INV-HCDN-LOT-HCDN-07-006,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0067,VEND-HCDN-043,run services,exact,2026-07,SRC-HCDN-INV-006
INV-HCDN-LOT-HCDN-07-007,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0078,VEND-HCDN-050,project services,range,2026-08,SRC-HCDN-INV-007
INV-HCDN-LOT-HCDN-07-008,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0089,VEND-HCDN-057,cloud consumption,indexed,2026-09,SRC-HCDN-INV-008
INV-HCDN-LOT-HCDN-07-009,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0100,VEND-HCDN-064,software subscription,exact,2026-10,SRC-HCDN-INV-009
INV-HCDN-LOT-HCDN-07-010,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0111,VEND-HCDN-071,change order,range,2026-11,SRC-HCDN-INV-010
INV-HCDN-LOT-HCDN-07-011,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0122,VEND-HCDN-078,service credit,indexed,2026-12,SRC-HCDN-INV-011
INV-HCDN-LOT-HCDN-07-012,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0133,VEND-HCDN-085,run services,exact,2026-01,SRC-HCDN-INV-012
INV-HCDN-LOT-HCDN-07-013,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0144,VEND-HCDN-092,project services,range,2026-02,SRC-HCDN-INV-013
INV-HCDN-LOT-HCDN-07-014,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0155,VEND-HCDN-099,cloud consumption,indexed,2026-03,SRC-HCDN-INV-014
INV-HCDN-LOT-HCDN-07-015,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0166,VEND-HCDN-106,software subscription,exact,2026-04,SRC-HCDN-INV-015
INV-HCDN-LOT-HCDN-07-016,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0177,VEND-HCDN-113,change order,range,2026-05,SRC-HCDN-INV-016
INV-HCDN-LOT-HCDN-07-017,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0188,VEND-HCDN-120,service credit,indexed,2026-06,SRC-HCDN-INV-017
INV-HCDN-LOT-HCDN-07-018,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0199,VEND-HCDN-127,run services,exact,2026-07,SRC-HCDN-INV-018
INV-HCDN-LOT-HCDN-07-019,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0210,VEND-HCDN-134,project services,range,2026-08,SRC-HCDN-INV-019
INV-HCDN-LOT-HCDN-07-020,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0221,VEND-HCDN-141,cloud consumption,indexed,2026-09,SRC-HCDN-INV-020
INV-HCDN-LOT-HCDN-07-021,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0232,VEND-HCDN-148,software subscription,exact,2026-10,SRC-HCDN-INV-021
INV-HCDN-LOT-HCDN-07-022,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0243,VEND-HCDN-155,change order,range,2026-11,SRC-HCDN-INV-022
INV-HCDN-LOT-HCDN-07-023,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0254,VEND-HCDN-162,service credit,indexed,2026-12,SRC-HCDN-INV-023
INV-HCDN-LOT-HCDN-07-024,LOT-HCDN-07,Security Identity and Compliance,CONT-HCDN-0265,VEND-HCDN-169,run services,exact,2026-01,SRC-HCDN-INV-024
INV-HCDN-LOT-HCDN-08-001,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0012,VEND-HCDN-008,project services,range,2026-02,SRC-HCDN-INV-001
INV-HCDN-LOT-HCDN-08-002,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0023,VEND-HCDN-015,cloud consumption,indexed,2026-03,SRC-HCDN-INV-002
INV-HCDN-LOT-HCDN-08-003,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0034,VEND-HCDN-022,software subscription,exact,2026-04,SRC-HCDN-INV-003
INV-HCDN-LOT-HCDN-08-004,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0045,VEND-HCDN-029,change order,range,2026-05,SRC-HCDN-INV-004
INV-HCDN-LOT-HCDN-08-005,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0056,VEND-HCDN-036,service credit,indexed,2026-06,SRC-HCDN-INV-005
INV-HCDN-LOT-HCDN-08-006,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0067,VEND-HCDN-043,run services,exact,2026-07,SRC-HCDN-INV-006
INV-HCDN-LOT-HCDN-08-007,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0078,VEND-HCDN-050,project services,range,2026-08,SRC-HCDN-INV-007
INV-HCDN-LOT-HCDN-08-008,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0089,VEND-HCDN-057,cloud consumption,indexed,2026-09,SRC-HCDN-INV-008
INV-HCDN-LOT-HCDN-08-009,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0100,VEND-HCDN-064,software subscription,exact,2026-10,SRC-HCDN-INV-009
INV-HCDN-LOT-HCDN-08-010,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0111,VEND-HCDN-071,change order,range,2026-11,SRC-HCDN-INV-010
INV-HCDN-LOT-HCDN-08-011,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0122,VEND-HCDN-078,service credit,indexed,2026-12,SRC-HCDN-INV-011
INV-HCDN-LOT-HCDN-08-012,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0133,VEND-HCDN-085,run services,exact,2026-01,SRC-HCDN-INV-012
INV-HCDN-LOT-HCDN-08-013,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0144,VEND-HCDN-092,project services,range,2026-02,SRC-HCDN-INV-013
INV-HCDN-LOT-HCDN-08-014,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0155,VEND-HCDN-099,cloud consumption,indexed,2026-03,SRC-HCDN-INV-014
INV-HCDN-LOT-HCDN-08-015,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0166,VEND-HCDN-106,software subscription,exact,2026-04,SRC-HCDN-INV-015
INV-HCDN-LOT-HCDN-08-016,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0177,VEND-HCDN-113,change order,range,2026-05,SRC-HCDN-INV-016
INV-HCDN-LOT-HCDN-08-017,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0188,VEND-HCDN-120,service credit,indexed,2026-06,SRC-HCDN-INV-017
INV-HCDN-LOT-HCDN-08-018,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0199,VEND-HCDN-127,run services,exact,2026-07,SRC-HCDN-INV-018
INV-HCDN-LOT-HCDN-08-019,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0210,VEND-HCDN-134,project services,range,2026-08,SRC-HCDN-INV-019
INV-HCDN-LOT-HCDN-08-020,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0221,VEND-HCDN-141,cloud consumption,indexed,2026-09,SRC-HCDN-INV-020
INV-HCDN-LOT-HCDN-08-021,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0232,VEND-HCDN-148,software subscription,exact,2026-10,SRC-HCDN-INV-021
INV-HCDN-LOT-HCDN-08-022,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0243,VEND-HCDN-155,change order,range,2026-11,SRC-HCDN-INV-022
INV-HCDN-LOT-HCDN-08-023,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0254,VEND-HCDN-162,service credit,indexed,2026-12,SRC-HCDN-INV-023
INV-HCDN-LOT-HCDN-08-024,LOT-HCDN-08,Integration and Interoperability,CONT-HCDN-0265,VEND-HCDN-169,run services,exact,2026-01,SRC-HCDN-INV-024
INV-HCDN-LOT-HCDN-09-001,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0012,VEND-HCDN-008,project services,range,2026-02,SRC-HCDN-INV-001
INV-HCDN-LOT-HCDN-09-002,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0023,VEND-HCDN-015,cloud consumption,indexed,2026-03,SRC-HCDN-INV-002
INV-HCDN-LOT-HCDN-09-003,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0034,VEND-HCDN-022,software subscription,exact,2026-04,SRC-HCDN-INV-003
INV-HCDN-LOT-HCDN-09-004,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0045,VEND-HCDN-029,change order,range,2026-05,SRC-HCDN-INV-004
INV-HCDN-LOT-HCDN-09-005,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0056,VEND-HCDN-036,service credit,indexed,2026-06,SRC-HCDN-INV-005
INV-HCDN-LOT-HCDN-09-006,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0067,VEND-HCDN-043,run services,exact,2026-07,SRC-HCDN-INV-006
INV-HCDN-LOT-HCDN-09-007,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0078,VEND-HCDN-050,project services,range,2026-08,SRC-HCDN-INV-007
INV-HCDN-LOT-HCDN-09-008,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0089,VEND-HCDN-057,cloud consumption,indexed,2026-09,SRC-HCDN-INV-008
INV-HCDN-LOT-HCDN-09-009,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0100,VEND-HCDN-064,software subscription,exact,2026-10,SRC-HCDN-INV-009
INV-HCDN-LOT-HCDN-09-010,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0111,VEND-HCDN-071,change order,range,2026-11,SRC-HCDN-INV-010
INV-HCDN-LOT-HCDN-09-011,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0122,VEND-HCDN-078,service credit,indexed,2026-12,SRC-HCDN-INV-011
INV-HCDN-LOT-HCDN-09-012,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0133,VEND-HCDN-085,run services,exact,2026-01,SRC-HCDN-INV-012
INV-HCDN-LOT-HCDN-09-013,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0144,VEND-HCDN-092,project services,range,2026-02,SRC-HCDN-INV-013
INV-HCDN-LOT-HCDN-09-014,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0155,VEND-HCDN-099,cloud consumption,indexed,2026-03,SRC-HCDN-INV-014
INV-HCDN-LOT-HCDN-09-015,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0166,VEND-HCDN-106,software subscription,exact,2026-04,SRC-HCDN-INV-015
INV-HCDN-LOT-HCDN-09-016,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0177,VEND-HCDN-113,change order,range,2026-05,SRC-HCDN-INV-016
INV-HCDN-LOT-HCDN-09-017,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0188,VEND-HCDN-120,service credit,indexed,2026-06,SRC-HCDN-INV-017
INV-HCDN-LOT-HCDN-09-018,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0199,VEND-HCDN-127,run services,exact,2026-07,SRC-HCDN-INV-018
INV-HCDN-LOT-HCDN-09-019,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0210,VEND-HCDN-134,project services,range,2026-08,SRC-HCDN-INV-019
INV-HCDN-LOT-HCDN-09-020,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0221,VEND-HCDN-141,cloud consumption,indexed,2026-09,SRC-HCDN-INV-020
INV-HCDN-LOT-HCDN-09-021,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0232,VEND-HCDN-148,software subscription,exact,2026-10,SRC-HCDN-INV-021
INV-HCDN-LOT-HCDN-09-022,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0243,VEND-HCDN-155,change order,range,2026-11,SRC-HCDN-INV-022
INV-HCDN-LOT-HCDN-09-023,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0254,VEND-HCDN-162,service credit,indexed,2026-12,SRC-HCDN-INV-023
INV-HCDN-LOT-HCDN-09-024,LOT-HCDN-09,ERP and Corporate Platforms,CONT-HCDN-0265,VEND-HCDN-169,run services,exact,2026-01,SRC-HCDN-INV-024
