data_product_id,data_product_name,domain,platform_pattern,business_function,logical_footprint,ingestion_pattern,lineage_status,ai_or_bi_use,vendor_id
DATA-HCDN-00216,CLINICAL_EVENTS product 00216,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Risk Adjustment,1.6 TB/PB logical footprint family,manual spreadsheet upload,lineage incomplete,BI / operational analytics,VEND-HCDN-217
DATA-HCDN-00217,QUALITY_STARS product 00217,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Care Management,1.6 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-218
DATA-HCDN-00218,RAF_RISK_ADJUSTMENT product 00218,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Finance,1.7 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-219
DATA-HCDN-00219,CLAIMS_MEMBER product 00219,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Coding,1.7 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-220
DATA-HCDN-00220,REVENUE_CYCLE product 00220,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Payer Contracting,1.7 TB/PB logical footprint family,SFTP flat file,conflicting KPI definition,BI / operational analytics,VEND-HCDN-221
DATA-HCDN-00221,PATIENT_ACCESS product 00221,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Digital Front Door,1.8 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-222
DATA-HCDN-00222,PHARMACY_PBM product 00222,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Contact Center,1.8 TB/PB logical footprint family,cloud pipeline,lineage incomplete,BI / operational analytics,VEND-HCDN-223
DATA-HCDN-00223,FINANCE_ACTUARIAL product 00223,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Ambulatory Care,1.9 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-224
DATA-HCDN-00224,CLOUD_AI_USE_CASES product 00224,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Emergency Department,1.9 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,AI governance candidate,VEND-HCDN-225
DATA-HCDN-00225,CLINICAL_EVENTS product 00225,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Inpatient,1.9 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-226
DATA-HCDN-00226,QUALITY_STARS product 00226,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Surgery,2.0 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-227
DATA-HCDN-00227,RAF_RISK_ADJUSTMENT product 00227,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Imaging,2.0 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-228
DATA-HCDN-00228,CLAIMS_MEMBER product 00228,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Lab,2.1 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-229
DATA-HCDN-00229,REVENUE_CYCLE product 00229,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Pharmacy,2.1 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-230
DATA-HCDN-00230,PATIENT_ACCESS product 00230,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Oncology,2.1 TB/PB logical footprint family,manual spreadsheet upload,conflicting KPI definition,BI / operational analytics,VEND-HCDN-231
DATA-HCDN-00231,PHARMACY_PBM product 00231,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Cardiology,2.2 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-232
DATA-HCDN-00232,FINANCE_ACTUARIAL product 00232,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Data and Analytics,2.2 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-233
DATA-HCDN-00233,CLOUD_AI_USE_CASES product 00233,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Clinical Analytics,2.3 TB/PB logical footprint family,SSIS batch,lineage candidate,AI governance candidate,VEND-HCDN-234
DATA-HCDN-00234,CLINICAL_EVENTS product 00234,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Actuarial,2.3 TB/PB logical footprint family,SFTP flat file,lineage incomplete,BI / operational analytics,VEND-HCDN-235
DATA-HCDN-00235,QUALITY_STARS product 00235,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Departmental Reporting,2.3 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-236
DATA-HCDN-00236,RAF_RISK_ADJUSTMENT product 00236,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,AI Transformation,2.4 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-237
DATA-HCDN-00237,CLAIMS_MEMBER product 00237,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Technology,2.4 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-238
DATA-HCDN-00238,REVENUE_CYCLE product 00238,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Security,2.5 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-239
DATA-HCDN-00239,PATIENT_ACCESS product 00239,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Procurement,2.5 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-240
DATA-HCDN-00240,PHARMACY_PBM product 00240,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,HR,2.5 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-241
DATA-HCDN-00241,FINANCE_ACTUARIAL product 00241,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Supply Chain,2.6 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-242
DATA-HCDN-00242,CLOUD_AI_USE_CASES product 00242,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Privacy,2.6 TB/PB logical footprint family,Epic extract,lineage candidate,AI governance candidate,VEND-HCDN-243
DATA-HCDN-00243,CLINICAL_EVENTS product 00243,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Compliance,2.7 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-244
DATA-HCDN-00244,QUALITY_STARS product 00244,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Provider Network,2.7 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-245
DATA-HCDN-00245,RAF_RISK_ADJUSTMENT product 00245,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Value-Based Care,2.7 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-246
DATA-HCDN-00246,CLAIMS_MEMBER product 00246,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Clinical Operations,2.8 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-247
DATA-HCDN-00247,REVENUE_CYCLE product 00247,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Revenue Cycle,2.8 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-248
DATA-HCDN-00248,PATIENT_ACCESS product 00248,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Patient Access,2.9 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-249
DATA-HCDN-00249,PHARMACY_PBM product 00249,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Interoperability,2.9 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-250
DATA-HCDN-00250,FINANCE_ACTUARIAL product 00250,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Population Health,2.9 TB/PB logical footprint family,cloud pipeline,conflicting KPI definition,BI / operational analytics,VEND-HCDN-251
DATA-HCDN-00251,CLOUD_AI_USE_CASES product 00251,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Health Plan Operations,3.0 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,AI governance candidate,VEND-HCDN-252
DATA-HCDN-00252,CLINICAL_EVENTS product 00252,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Medicare Advantage,3.0 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-253
DATA-HCDN-00253,QUALITY_STARS product 00253,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Claims Operations,3.1 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-254
DATA-HCDN-00254,RAF_RISK_ADJUSTMENT product 00254,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Utilization Management,3.1 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-255
DATA-HCDN-00255,CLAIMS_MEMBER product 00255,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Member Services,3.1 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-256
DATA-HCDN-00256,REVENUE_CYCLE product 00256,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Quality and Stars,3.2 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-257
DATA-HCDN-00257,PATIENT_ACCESS product 00257,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Risk Adjustment,3.2 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-258
DATA-HCDN-00258,PHARMACY_PBM product 00258,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Care Management,3.3 TB/PB logical footprint family,manual spreadsheet upload,lineage incomplete,BI / operational analytics,VEND-HCDN-259
DATA-HCDN-00259,FINANCE_ACTUARIAL product 00259,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Finance,3.3 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-260
DATA-HCDN-00260,CLOUD_AI_USE_CASES product 00260,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Coding,3.3 TB/PB logical footprint family,X12/claims feed,conflicting KPI definition,AI governance candidate,VEND-HCDN-261
DATA-HCDN-00261,CLINICAL_EVENTS product 00261,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Payer Contracting,3.4 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-262
DATA-HCDN-00262,QUALITY_STARS product 00262,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Digital Front Door,3.4 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-263
DATA-HCDN-00263,RAF_RISK_ADJUSTMENT product 00263,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Contact Center,3.5 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-264
DATA-HCDN-00264,CLAIMS_MEMBER product 00264,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Ambulatory Care,3.5 TB/PB logical footprint family,cloud pipeline,lineage incomplete,BI / operational analytics,VEND-HCDN-265
DATA-HCDN-00265,REVENUE_CYCLE product 00265,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Emergency Department,3.5 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-266
DATA-HCDN-00266,PATIENT_ACCESS product 00266,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Inpatient,3.6 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-267
DATA-HCDN-00267,PHARMACY_PBM product 00267,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Surgery,3.6 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-268
DATA-HCDN-00268,FINANCE_ACTUARIAL product 00268,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Imaging,3.7 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-269
DATA-HCDN-00269,CLOUD_AI_USE_CASES product 00269,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Lab,3.7 TB/PB logical footprint family,SFTP flat file,lineage candidate,AI governance candidate,VEND-HCDN-270
DATA-HCDN-00270,CLINICAL_EVENTS product 00270,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Pharmacy,0.1 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-271
DATA-HCDN-00271,QUALITY_STARS product 00271,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Oncology,0.2 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-272
DATA-HCDN-00272,RAF_RISK_ADJUSTMENT product 00272,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Cardiology,0.2 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-273
DATA-HCDN-00273,CLAIMS_MEMBER product 00273,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Data and Analytics,0.3 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-274
DATA-HCDN-00274,REVENUE_CYCLE product 00274,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Clinical Analytics,0.3 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-275
DATA-HCDN-00275,PATIENT_ACCESS product 00275,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Actuarial,0.3 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-276
DATA-HCDN-00276,PHARMACY_PBM product 00276,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Departmental Reporting,0.4 TB/PB logical footprint family,SFTP flat file,lineage incomplete,BI / operational analytics,VEND-HCDN-277
DATA-HCDN-00277,FINANCE_ACTUARIAL product 00277,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,AI Transformation,0.4 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-278
DATA-HCDN-00278,CLOUD_AI_USE_CASES product 00278,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Technology,0.5 TB/PB logical footprint family,cloud pipeline,lineage candidate,AI governance candidate,VEND-HCDN-279
DATA-HCDN-00279,CLINICAL_EVENTS product 00279,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Security,0.5 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-280
DATA-HCDN-00280,QUALITY_STARS product 00280,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Procurement,0.5 TB/PB logical footprint family,HL7/FHIR feed,conflicting KPI definition,BI / operational analytics,VEND-HCDN-281
DATA-HCDN-00281,RAF_RISK_ADJUSTMENT product 00281,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,HR,0.6 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-282
DATA-HCDN-00282,CLAIMS_MEMBER product 00282,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Supply Chain,0.6 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-283
DATA-HCDN-00283,REVENUE_CYCLE product 00283,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Privacy,0.7 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-284
DATA-HCDN-00284,PATIENT_ACCESS product 00284,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Compliance,0.7 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-285
DATA-HCDN-00285,PHARMACY_PBM product 00285,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Provider Network,0.7 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-286
DATA-HCDN-00286,FINANCE_ACTUARIAL product 00286,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Value-Based Care,0.8 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-287
DATA-HCDN-00287,CLOUD_AI_USE_CASES product 00287,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Clinical Operations,0.8 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,AI governance candidate,VEND-HCDN-288
DATA-HCDN-00288,CLINICAL_EVENTS product 00288,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Revenue Cycle,0.9 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-289
DATA-HCDN-00289,QUALITY_STARS product 00289,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Patient Access,0.9 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-290
DATA-HCDN-00290,RAF_RISK_ADJUSTMENT product 00290,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Interoperability,0.9 TB/PB logical footprint family,SFTP flat file,conflicting KPI definition,BI / operational analytics,VEND-HCDN-291
DATA-HCDN-00291,CLAIMS_MEMBER product 00291,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Population Health,1.0 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-292
DATA-HCDN-00292,REVENUE_CYCLE product 00292,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Health Plan Operations,1.0 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-293
DATA-HCDN-00293,PATIENT_ACCESS product 00293,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Medicare Advantage,1.1 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-294
DATA-HCDN-00294,PHARMACY_PBM product 00294,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Claims Operations,1.1 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-295
DATA-HCDN-00295,FINANCE_ACTUARIAL product 00295,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Utilization Management,1.1 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-296
DATA-HCDN-00296,CLOUD_AI_USE_CASES product 00296,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Member Services,1.2 TB/PB logical footprint family,SSIS batch,lineage candidate,AI governance candidate,VEND-HCDN-297
DATA-HCDN-00297,CLINICAL_EVENTS product 00297,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Quality and Stars,1.2 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-298
DATA-HCDN-00298,QUALITY_STARS product 00298,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Risk Adjustment,1.3 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-299
DATA-HCDN-00299,RAF_RISK_ADJUSTMENT product 00299,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Care Management,1.3 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-300
DATA-HCDN-00300,CLAIMS_MEMBER product 00300,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Finance,1.3 TB/PB logical footprint family,manual spreadsheet upload,lineage incomplete,BI / operational analytics,VEND-HCDN-301
DATA-HCDN-00301,REVENUE_CYCLE product 00301,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Coding,1.4 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-302
DATA-HCDN-00302,PATIENT_ACCESS product 00302,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Payer Contracting,1.4 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-303
DATA-HCDN-00303,PHARMACY_PBM product 00303,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Digital Front Door,1.5 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-304
DATA-HCDN-00304,FINANCE_ACTUARIAL product 00304,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Contact Center,1.5 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-305
DATA-HCDN-00305,CLOUD_AI_USE_CASES product 00305,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Ambulatory Care,1.5 TB/PB logical footprint family,Epic extract,lineage candidate,AI governance candidate,VEND-HCDN-306
DATA-HCDN-00306,CLINICAL_EVENTS product 00306,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Emergency Department,1.6 TB/PB logical footprint family,cloud pipeline,lineage incomplete,BI / operational analytics,VEND-HCDN-307
DATA-HCDN-00307,QUALITY_STARS product 00307,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Inpatient,1.6 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-308
DATA-HCDN-00308,RAF_RISK_ADJUSTMENT product 00308,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Surgery,1.7 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-309
DATA-HCDN-00309,CLAIMS_MEMBER product 00309,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Imaging,1.7 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-310
DATA-HCDN-00310,REVENUE_CYCLE product 00310,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Lab,1.7 TB/PB logical footprint family,SSIS batch,conflicting KPI definition,BI / operational analytics,VEND-HCDN-311
DATA-HCDN-00311,PATIENT_ACCESS product 00311,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Pharmacy,1.8 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-312
DATA-HCDN-00312,PHARMACY_PBM product 00312,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Oncology,1.8 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-313
DATA-HCDN-00313,FINANCE_ACTUARIAL product 00313,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Cardiology,1.9 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-314
DATA-HCDN-00314,CLOUD_AI_USE_CASES product 00314,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Data and Analytics,1.9 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,AI governance candidate,VEND-HCDN-315
DATA-HCDN-00315,CLINICAL_EVENTS product 00315,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Clinical Analytics,1.9 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-316
DATA-HCDN-00316,QUALITY_STARS product 00316,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Actuarial,2.0 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-317
DATA-HCDN-00317,RAF_RISK_ADJUSTMENT product 00317,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Departmental Reporting,2.0 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-318
DATA-HCDN-00318,CLAIMS_MEMBER product 00318,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,AI Transformation,2.1 TB/PB logical footprint family,SFTP flat file,lineage incomplete,BI / operational analytics,VEND-HCDN-319
DATA-HCDN-00319,REVENUE_CYCLE product 00319,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Technology,2.1 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-320
DATA-HCDN-00320,PATIENT_ACCESS product 00320,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Security,2.1 TB/PB logical footprint family,cloud pipeline,conflicting KPI definition,BI / operational analytics,VEND-HCDN-321
DATA-HCDN-00321,PHARMACY_PBM product 00321,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Procurement,2.2 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-322
DATA-HCDN-00322,FINANCE_ACTUARIAL product 00322,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,HR,2.2 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-323
DATA-HCDN-00323,CLOUD_AI_USE_CASES product 00323,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Supply Chain,2.3 TB/PB logical footprint family,X12/claims feed,lineage candidate,AI governance candidate,VEND-HCDN-324
DATA-HCDN-00324,CLINICAL_EVENTS product 00324,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Privacy,2.3 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-325
DATA-HCDN-00325,QUALITY_STARS product 00325,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Compliance,2.3 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-326
DATA-HCDN-00326,RAF_RISK_ADJUSTMENT product 00326,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Provider Network,2.4 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-327
DATA-HCDN-00327,CLAIMS_MEMBER product 00327,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Value-Based Care,2.4 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-328
DATA-HCDN-00328,REVENUE_CYCLE product 00328,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Clinical Operations,2.5 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-329
