kpi_id,kpi_name,owner_function,population,disclosure_mode,direction,evidence_state,source_data_product_id,definition_state,source_id
KPI-HCDN-0158,Azure use-case adoption measure 0158,HR,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00159,exclusions to confirm,SRC-HCDN-KPI-063
KPI-HCDN-0159,AWS transformation readiness measure 0159,Supply Chain,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00160,latency to confirm,SRC-HCDN-KPI-064
KPI-HCDN-0160,Star Rating overall measure 0160,Privacy,Medicare Advantage,exact,higher is better,source-backed candidate,DATA-HCDN-00161,regulatory use,SRC-HCDN-KPI-065
KPI-HCDN-0161,Medication adherence measure 0161,Compliance,Commercial,range,lower is better,needs owner signoff,DATA-HCDN-00162,contractual incentive use,SRC-HCDN-KPI-066
KPI-HCDN-0162,Diabetes HbA1c control measure 0162,Provider Network,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00163,numerator in source,SRC-HCDN-KPI-067
KPI-HCDN-0163,Breast cancer screening measure 0163,Value-Based Care,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00164,denominator in source,SRC-HCDN-KPI-068
KPI-HCDN-0164,CAHPS getting care quickly measure 0164,Clinical Operations,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00165,exclusions to confirm,SRC-HCDN-KPI-069
KPI-HCDN-0165,RAF coding completeness measure 0165,Revenue Cycle,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00166,latency to confirm,SRC-HCDN-KPI-070
KPI-HCDN-0166,Encounter submission acceptance measure 0166,Patient Access,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00167,regulatory use,SRC-HCDN-KPI-071
KPI-HCDN-0167,Care-gap closure measure 0167,Interoperability,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00168,contractual incentive use,SRC-HCDN-KPI-072
KPI-HCDN-0168,Readmission rate measure 0168,Population Health,Medicare Advantage,trend-only,higher is better,source-backed candidate,DATA-HCDN-00169,numerator in source,SRC-HCDN-KPI-073
KPI-HCDN-0169,Length of stay measure 0169,Health Plan Operations,Commercial,withheld,lower is better,needs owner signoff,DATA-HCDN-00170,denominator in source,SRC-HCDN-KPI-074
KPI-HCDN-0170,ED throughput measure 0170,Medicare Advantage,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00171,exclusions to confirm,SRC-HCDN-KPI-075
KPI-HCDN-0171,Surgery utilization measure 0171,Claims Operations,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00172,latency to confirm,SRC-HCDN-KPI-076
KPI-HCDN-0172,Bed occupancy measure 0172,Utilization Management,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00173,regulatory use,SRC-HCDN-KPI-077
KPI-HCDN-0173,Referral leakage measure 0173,Member Services,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00174,contractual incentive use,SRC-HCDN-KPI-078
KPI-HCDN-0174,Prior-auth turnaround measure 0174,Quality and Stars,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00175,numerator in source,SRC-HCDN-KPI-079
KPI-HCDN-0175,Denial rate measure 0175,Risk Adjustment,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00176,denominator in source,SRC-HCDN-KPI-080
KPI-HCDN-0176,Clean-claim rate measure 0176,Care Management,Medicare Advantage,range,higher is better,source-backed candidate,DATA-HCDN-00177,exclusions to confirm,SRC-HCDN-KPI-081
KPI-HCDN-0177,Days in A/R measure 0177,Finance,Commercial,indexed,lower is better,needs owner signoff,DATA-HCDN-00178,latency to confirm,SRC-HCDN-KPI-082
KPI-HCDN-0178,Contact-center service level measure 0178,Coding,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00179,regulatory use,SRC-HCDN-KPI-083
KPI-HCDN-0179,Member retention measure 0179,Payer Contracting,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00180,contractual incentive use,SRC-HCDN-KPI-084
KPI-HCDN-0180,Provider-directory accuracy measure 0180,Digital Front Door,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00181,numerator in source,SRC-HCDN-KPI-085
KPI-HCDN-0181,Network adequacy measure 0181,Contact Center,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00182,denominator in source,SRC-HCDN-KPI-086
KPI-HCDN-0182,Claims leakage measure 0182,Ambulatory Care,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00183,exclusions to confirm,SRC-HCDN-KPI-087
KPI-HCDN-0183,Medical cost trend measure 0183,Emergency Department,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00184,latency to confirm,SRC-HCDN-KPI-088
KPI-HCDN-0184,Quality incentive attainment measure 0184,Inpatient,Medicare Advantage,withheld,higher is better,source-backed candidate,DATA-HCDN-00185,regulatory use,SRC-HCDN-KPI-089
KPI-HCDN-0185,Digital adoption measure 0185,Surgery,Commercial,exact,lower is better,needs owner signoff,DATA-HCDN-00186,contractual incentive use,SRC-HCDN-KPI-090
KPI-HCDN-0186,Patient access cycle time measure 0186,Imaging,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00187,numerator in source,SRC-HCDN-KPI-091
KPI-HCDN-0187,Platform availability measure 0187,Lab,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00188,denominator in source,SRC-HCDN-KPI-092
KPI-HCDN-0188,SQL batch success measure 0188,Pharmacy,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00189,exclusions to confirm,SRC-HCDN-KPI-093
KPI-HCDN-0189,Epic extract latency measure 0189,Oncology,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00190,latency to confirm,SRC-HCDN-KPI-094
KPI-HCDN-0190,Azure use-case adoption measure 0190,Cardiology,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00191,regulatory use,SRC-HCDN-KPI-095
KPI-HCDN-0191,AWS transformation readiness measure 0191,Data and Analytics,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00192,contractual incentive use,SRC-HCDN-KPI-096
KPI-HCDN-0192,Star Rating overall measure 0192,Clinical Analytics,Medicare Advantage,indexed,higher is better,source-backed candidate,DATA-HCDN-00193,numerator in source,SRC-HCDN-KPI-001
KPI-HCDN-0193,Medication adherence measure 0193,Actuarial,Commercial,trend-only,lower is better,needs owner signoff,DATA-HCDN-00194,denominator in source,SRC-HCDN-KPI-002
KPI-HCDN-0194,Diabetes HbA1c control measure 0194,Departmental Reporting,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00195,exclusions to confirm,SRC-HCDN-KPI-003
KPI-HCDN-0195,Breast cancer screening measure 0195,AI Transformation,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00196,latency to confirm,SRC-HCDN-KPI-004
KPI-HCDN-0196,CAHPS getting care quickly measure 0196,Technology,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00197,regulatory use,SRC-HCDN-KPI-005
KPI-HCDN-0197,RAF coding completeness measure 0197,Security,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00198,contractual incentive use,SRC-HCDN-KPI-006
KPI-HCDN-0198,Encounter submission acceptance measure 0198,Procurement,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00199,numerator in source,SRC-HCDN-KPI-007
KPI-HCDN-0199,Care-gap closure measure 0199,HR,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00200,denominator in source,SRC-HCDN-KPI-008
KPI-HCDN-0200,Readmission rate measure 0200,Supply Chain,Medicare Advantage,exact,higher is better,source-backed candidate,DATA-HCDN-00201,exclusions to confirm,SRC-HCDN-KPI-009
KPI-HCDN-0201,Length of stay measure 0201,Privacy,Commercial,range,lower is better,needs owner signoff,DATA-HCDN-00202,latency to confirm,SRC-HCDN-KPI-010
KPI-HCDN-0202,ED throughput measure 0202,Compliance,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00203,regulatory use,SRC-HCDN-KPI-011
KPI-HCDN-0203,Surgery utilization measure 0203,Provider Network,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00204,contractual incentive use,SRC-HCDN-KPI-012
KPI-HCDN-0204,Bed occupancy measure 0204,Value-Based Care,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00205,numerator in source,SRC-HCDN-KPI-013
KPI-HCDN-0205,Referral leakage measure 0205,Clinical Operations,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00206,denominator in source,SRC-HCDN-KPI-014
KPI-HCDN-0206,Prior-auth turnaround measure 0206,Revenue Cycle,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00207,exclusions to confirm,SRC-HCDN-KPI-015
KPI-HCDN-0207,Denial rate measure 0207,Patient Access,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00208,latency to confirm,SRC-HCDN-KPI-016
KPI-HCDN-0208,Clean-claim rate measure 0208,Interoperability,Medicare Advantage,trend-only,higher is better,source-backed candidate,DATA-HCDN-00209,regulatory use,SRC-HCDN-KPI-017
KPI-HCDN-0209,Days in A/R measure 0209,Population Health,Commercial,withheld,lower is better,needs owner signoff,DATA-HCDN-00210,contractual incentive use,SRC-HCDN-KPI-018
KPI-HCDN-0210,Contact-center service level measure 0210,Health Plan Operations,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00211,numerator in source,SRC-HCDN-KPI-019
KPI-HCDN-0211,Member retention measure 0211,Medicare Advantage,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00212,denominator in source,SRC-HCDN-KPI-020
KPI-HCDN-0212,Provider-directory accuracy measure 0212,Claims Operations,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00213,exclusions to confirm,SRC-HCDN-KPI-021
KPI-HCDN-0213,Network adequacy measure 0213,Utilization Management,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00214,latency to confirm,SRC-HCDN-KPI-022
KPI-HCDN-0214,Claims leakage measure 0214,Member Services,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00215,regulatory use,SRC-HCDN-KPI-023
KPI-HCDN-0215,Medical cost trend measure 0215,Quality and Stars,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00216,contractual incentive use,SRC-HCDN-KPI-024
KPI-HCDN-0216,Quality incentive attainment measure 0216,Risk Adjustment,Medicare Advantage,range,higher is better,source-backed candidate,DATA-HCDN-00217,numerator in source,SRC-HCDN-KPI-025
KPI-HCDN-0217,Digital adoption measure 0217,Care Management,Commercial,indexed,lower is better,needs owner signoff,DATA-HCDN-00218,denominator in source,SRC-HCDN-KPI-026
KPI-HCDN-0218,Patient access cycle time measure 0218,Finance,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00219,exclusions to confirm,SRC-HCDN-KPI-027
KPI-HCDN-0219,Platform availability measure 0219,Coding,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00220,latency to confirm,SRC-HCDN-KPI-028
KPI-HCDN-0220,SQL batch success measure 0220,Payer Contracting,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00221,regulatory use,SRC-HCDN-KPI-029
KPI-HCDN-0221,Epic extract latency measure 0221,Digital Front Door,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00222,contractual incentive use,SRC-HCDN-KPI-030
KPI-HCDN-0222,Azure use-case adoption measure 0222,Contact Center,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00223,numerator in source,SRC-HCDN-KPI-031
KPI-HCDN-0223,AWS transformation readiness measure 0223,Ambulatory Care,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00224,denominator in source,SRC-HCDN-KPI-032
KPI-HCDN-0224,Star Rating overall measure 0224,Emergency Department,Medicare Advantage,withheld,higher is better,source-backed candidate,DATA-HCDN-00225,exclusions to confirm,SRC-HCDN-KPI-033
KPI-HCDN-0225,Medication adherence measure 0225,Inpatient,Commercial,exact,lower is better,needs owner signoff,DATA-HCDN-00226,latency to confirm,SRC-HCDN-KPI-034
KPI-HCDN-0226,Diabetes HbA1c control measure 0226,Surgery,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00227,regulatory use,SRC-HCDN-KPI-035
KPI-HCDN-0227,Breast cancer screening measure 0227,Imaging,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00228,contractual incentive use,SRC-HCDN-KPI-036
KPI-HCDN-0228,CAHPS getting care quickly measure 0228,Lab,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00229,numerator in source,SRC-HCDN-KPI-037
KPI-HCDN-0229,RAF coding completeness measure 0229,Pharmacy,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00230,denominator in source,SRC-HCDN-KPI-038
KPI-HCDN-0230,Encounter submission acceptance measure 0230,Oncology,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00231,exclusions to confirm,SRC-HCDN-KPI-039
KPI-HCDN-0231,Care-gap closure measure 0231,Cardiology,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00232,latency to confirm,SRC-HCDN-KPI-040
KPI-HCDN-0232,Readmission rate measure 0232,Data and Analytics,Medicare Advantage,indexed,higher is better,source-backed candidate,DATA-HCDN-00233,regulatory use,SRC-HCDN-KPI-041
KPI-HCDN-0233,Length of stay measure 0233,Clinical Analytics,Commercial,trend-only,lower is better,needs owner signoff,DATA-HCDN-00234,contractual incentive use,SRC-HCDN-KPI-042
KPI-HCDN-0234,ED throughput measure 0234,Actuarial,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00235,numerator in source,SRC-HCDN-KPI-043
KPI-HCDN-0235,Surgery utilization measure 0235,Departmental Reporting,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00236,denominator in source,SRC-HCDN-KPI-044
KPI-HCDN-0236,Bed occupancy measure 0236,AI Transformation,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00237,exclusions to confirm,SRC-HCDN-KPI-045
KPI-HCDN-0237,Referral leakage measure 0237,Technology,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00238,latency to confirm,SRC-HCDN-KPI-046
KPI-HCDN-0238,Prior-auth turnaround measure 0238,Security,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00239,regulatory use,SRC-HCDN-KPI-047
KPI-HCDN-0239,Denial rate measure 0239,Procurement,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00240,contractual incentive use,SRC-HCDN-KPI-048
KPI-HCDN-0240,Clean-claim rate measure 0240,HR,Medicare Advantage,exact,higher is better,source-backed candidate,DATA-HCDN-00241,numerator in source,SRC-HCDN-KPI-049
KPI-HCDN-0241,Days in A/R measure 0241,Supply Chain,Commercial,range,lower is better,needs owner signoff,DATA-HCDN-00242,denominator in source,SRC-HCDN-KPI-050
KPI-HCDN-0242,Contact-center service level measure 0242,Privacy,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00243,exclusions to confirm,SRC-HCDN-KPI-051
KPI-HCDN-0243,Member retention measure 0243,Compliance,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00244,latency to confirm,SRC-HCDN-KPI-052
KPI-HCDN-0244,Provider-directory accuracy measure 0244,Provider Network,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00245,regulatory use,SRC-HCDN-KPI-053
KPI-HCDN-0245,Network adequacy measure 0245,Value-Based Care,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00246,contractual incentive use,SRC-HCDN-KPI-054
KPI-HCDN-0246,Claims leakage measure 0246,Clinical Operations,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00247,numerator in source,SRC-HCDN-KPI-055
KPI-HCDN-0247,Medical cost trend measure 0247,Revenue Cycle,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00248,denominator in source,SRC-HCDN-KPI-056
KPI-HCDN-0248,Quality incentive attainment measure 0248,Patient Access,Medicare Advantage,trend-only,higher is better,source-backed candidate,DATA-HCDN-00249,exclusions to confirm,SRC-HCDN-KPI-057
KPI-HCDN-0249,Digital adoption measure 0249,Interoperability,Commercial,withheld,lower is better,needs owner signoff,DATA-HCDN-00250,latency to confirm,SRC-HCDN-KPI-058
KPI-HCDN-0250,Patient access cycle time measure 0250,Population Health,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00251,regulatory use,SRC-HCDN-KPI-059
KPI-HCDN-0251,Platform availability measure 0251,Health Plan Operations,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00252,contractual incentive use,SRC-HCDN-KPI-060
KPI-HCDN-0252,SQL batch success measure 0252,Medicare Advantage,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00253,numerator in source,SRC-HCDN-KPI-061
KPI-HCDN-0253,Epic extract latency measure 0253,Claims Operations,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00254,denominator in source,SRC-HCDN-KPI-062
KPI-HCDN-0254,Azure use-case adoption measure 0254,Utilization Management,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00255,exclusions to confirm,SRC-HCDN-KPI-063
KPI-HCDN-0255,AWS transformation readiness measure 0255,Member Services,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00256,latency to confirm,SRC-HCDN-KPI-064
KPI-HCDN-0256,Star Rating overall measure 0256,Quality and Stars,Medicare Advantage,range,higher is better,source-backed candidate,DATA-HCDN-00257,regulatory use,SRC-HCDN-KPI-065
KPI-HCDN-0257,Medication adherence measure 0257,Risk Adjustment,Commercial,indexed,lower is better,needs owner signoff,DATA-HCDN-00258,contractual incentive use,SRC-HCDN-KPI-066
KPI-HCDN-0258,Diabetes HbA1c control measure 0258,Care Management,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00259,numerator in source,SRC-HCDN-KPI-067
KPI-HCDN-0259,Breast cancer screening measure 0259,Finance,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00260,denominator in source,SRC-HCDN-KPI-068
KPI-HCDN-0260,CAHPS getting care quickly measure 0260,Coding,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00261,exclusions to confirm,SRC-HCDN-KPI-069
KPI-HCDN-0261,RAF coding completeness measure 0261,Payer Contracting,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00262,latency to confirm,SRC-HCDN-KPI-070
KPI-HCDN-0262,Encounter submission acceptance measure 0262,Digital Front Door,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00263,regulatory use,SRC-HCDN-KPI-071
KPI-HCDN-0263,Care-gap closure measure 0263,Contact Center,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00264,contractual incentive use,SRC-HCDN-KPI-072
KPI-HCDN-0264,Readmission rate measure 0264,Ambulatory Care,Medicare Advantage,withheld,higher is better,source-backed candidate,DATA-HCDN-00265,numerator in source,SRC-HCDN-KPI-073
KPI-HCDN-0265,Length of stay measure 0265,Emergency Department,Commercial,exact,lower is better,needs owner signoff,DATA-HCDN-00266,denominator in source,SRC-HCDN-KPI-074
KPI-HCDN-0266,ED throughput measure 0266,Inpatient,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00267,exclusions to confirm,SRC-HCDN-KPI-075
KPI-HCDN-0267,Surgery utilization measure 0267,Surgery,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00268,latency to confirm,SRC-HCDN-KPI-076
KPI-HCDN-0268,Bed occupancy measure 0268,Imaging,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00269,regulatory use,SRC-HCDN-KPI-077
KPI-HCDN-0269,Referral leakage measure 0269,Lab,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00270,contractual incentive use,SRC-HCDN-KPI-078
KPI-HCDN-0270,Prior-auth turnaround measure 0270,Pharmacy,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00271,numerator in source,SRC-HCDN-KPI-079
KPI-HCDN-0271,Denial rate measure 0271,Oncology,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00272,denominator in source,SRC-HCDN-KPI-080
KPI-HCDN-0272,Clean-claim rate measure 0272,Cardiology,Medicare Advantage,indexed,higher is better,source-backed candidate,DATA-HCDN-00273,exclusions to confirm,SRC-HCDN-KPI-081
KPI-HCDN-0273,Days in A/R measure 0273,Data and Analytics,Commercial,trend-only,lower is better,needs owner signoff,DATA-HCDN-00274,latency to confirm,SRC-HCDN-KPI-082
KPI-HCDN-0274,Contact-center service level measure 0274,Clinical Analytics,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00275,regulatory use,SRC-HCDN-KPI-083
KPI-HCDN-0275,Member retention measure 0275,Actuarial,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00276,contractual incentive use,SRC-HCDN-KPI-084
KPI-HCDN-0276,Provider-directory accuracy measure 0276,Departmental Reporting,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00277,numerator in source,SRC-HCDN-KPI-085
KPI-HCDN-0277,Network adequacy measure 0277,AI Transformation,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00278,denominator in source,SRC-HCDN-KPI-086
KPI-HCDN-0278,Claims leakage measure 0278,Technology,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00279,exclusions to confirm,SRC-HCDN-KPI-087
KPI-HCDN-0279,Medical cost trend measure 0279,Security,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00280,latency to confirm,SRC-HCDN-KPI-088
KPI-HCDN-0280,Quality incentive attainment measure 0280,Procurement,Medicare Advantage,exact,higher is better,source-backed candidate,DATA-HCDN-00281,regulatory use,SRC-HCDN-KPI-089
KPI-HCDN-0281,Digital adoption measure 0281,HR,Commercial,range,lower is better,needs owner signoff,DATA-HCDN-00282,contractual incentive use,SRC-HCDN-KPI-090
KPI-HCDN-0282,Patient access cycle time measure 0282,Supply Chain,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00283,numerator in source,SRC-HCDN-KPI-091
KPI-HCDN-0283,Platform availability measure 0283,Privacy,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00284,denominator in source,SRC-HCDN-KPI-092
KPI-HCDN-0284,SQL batch success measure 0284,Compliance,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00285,exclusions to confirm,SRC-HCDN-KPI-093
KPI-HCDN-0285,Epic extract latency measure 0285,Provider Network,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00286,latency to confirm,SRC-HCDN-KPI-094
KPI-HCDN-0286,Azure use-case adoption measure 0286,Value-Based Care,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00287,regulatory use,SRC-HCDN-KPI-095
KPI-HCDN-0287,AWS transformation readiness measure 0287,Clinical Operations,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00288,contractual incentive use,SRC-HCDN-KPI-096
KPI-HCDN-0288,Star Rating overall measure 0288,Revenue Cycle,Medicare Advantage,trend-only,higher is better,source-backed candidate,DATA-HCDN-00289,numerator in source,SRC-HCDN-KPI-001
KPI-HCDN-0289,Medication adherence measure 0289,Patient Access,Commercial,withheld,lower is better,needs owner signoff,DATA-HCDN-00290,denominator in source,SRC-HCDN-KPI-002
KPI-HCDN-0290,Diabetes HbA1c control measure 0290,Interoperability,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00291,exclusions to confirm,SRC-HCDN-KPI-003
KPI-HCDN-0291,Breast cancer screening measure 0291,Population Health,Exchange,range,binary gate,industry pattern only,DATA-HCDN-00292,latency to confirm,SRC-HCDN-KPI-004
KPI-HCDN-0292,CAHPS getting care quickly measure 0292,Health Plan Operations,Employer group,indexed,higher is better,source-backed candidate,DATA-HCDN-00293,regulatory use,SRC-HCDN-KPI-005
KPI-HCDN-0293,RAF coding completeness measure 0293,Medicare Advantage,Dual eligible,trend-only,lower is better,needs owner signoff,DATA-HCDN-00294,contractual incentive use,SRC-HCDN-KPI-006
KPI-HCDN-0294,Encounter submission acceptance measure 0294,Claims Operations,Specialty/supplemental,withheld,within threshold,conflicting source,DATA-HCDN-00295,numerator in source,SRC-HCDN-KPI-007
KPI-HCDN-0295,Care-gap closure measure 0295,Utilization Management,Provider enterprise,exact,binary gate,industry pattern only,DATA-HCDN-00296,denominator in source,SRC-HCDN-KPI-008
KPI-HCDN-0296,Readmission rate measure 0296,Member Services,Medicare Advantage,range,higher is better,source-backed candidate,DATA-HCDN-00297,exclusions to confirm,SRC-HCDN-KPI-009
KPI-HCDN-0297,Length of stay measure 0297,Quality and Stars,Commercial,indexed,lower is better,needs owner signoff,DATA-HCDN-00298,latency to confirm,SRC-HCDN-KPI-010
KPI-HCDN-0298,ED throughput measure 0298,Risk Adjustment,Medicaid,trend-only,within threshold,conflicting source,DATA-HCDN-00299,regulatory use,SRC-HCDN-KPI-011
KPI-HCDN-0299,Surgery utilization measure 0299,Care Management,Exchange,withheld,binary gate,industry pattern only,DATA-HCDN-00300,contractual incentive use,SRC-HCDN-KPI-012
KPI-HCDN-0300,Bed occupancy measure 0300,Finance,Employer group,exact,higher is better,source-backed candidate,DATA-HCDN-00301,numerator in source,SRC-HCDN-KPI-013
KPI-HCDN-0301,Referral leakage measure 0301,Coding,Dual eligible,range,lower is better,needs owner signoff,DATA-HCDN-00302,denominator in source,SRC-HCDN-KPI-014
KPI-HCDN-0302,Prior-auth turnaround measure 0302,Payer Contracting,Specialty/supplemental,indexed,within threshold,conflicting source,DATA-HCDN-00303,exclusions to confirm,SRC-HCDN-KPI-015
KPI-HCDN-0303,Denial rate measure 0303,Digital Front Door,Provider enterprise,trend-only,binary gate,industry pattern only,DATA-HCDN-00304,latency to confirm,SRC-HCDN-KPI-016
KPI-HCDN-0304,Clean-claim rate measure 0304,Contact Center,Medicare Advantage,withheld,higher is better,source-backed candidate,DATA-HCDN-00305,regulatory use,SRC-HCDN-KPI-017
KPI-HCDN-0305,Days in A/R measure 0305,Ambulatory Care,Commercial,exact,lower is better,needs owner signoff,DATA-HCDN-00306,contractual incentive use,SRC-HCDN-KPI-018
KPI-HCDN-0306,Contact-center service level measure 0306,Emergency Department,Medicaid,range,within threshold,conflicting source,DATA-HCDN-00307,numerator in source,SRC-HCDN-KPI-019
KPI-HCDN-0307,Member retention measure 0307,Inpatient,Exchange,indexed,binary gate,industry pattern only,DATA-HCDN-00308,denominator in source,SRC-HCDN-KPI-020
KPI-HCDN-0308,Provider-directory accuracy measure 0308,Surgery,Employer group,trend-only,higher is better,source-backed candidate,DATA-HCDN-00309,exclusions to confirm,SRC-HCDN-KPI-021
KPI-HCDN-0309,Network adequacy measure 0309,Imaging,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00310,latency to confirm,SRC-HCDN-KPI-022
KPI-HCDN-0310,Claims leakage measure 0310,Lab,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00311,regulatory use,SRC-HCDN-KPI-023
KPI-HCDN-0311,Medical cost trend measure 0311,Pharmacy,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00312,contractual incentive use,SRC-HCDN-KPI-024
KPI-HCDN-0312,Quality incentive attainment measure 0312,Oncology,Medicare Advantage,indexed,higher is better,source-backed candidate,DATA-HCDN-00313,numerator in source,SRC-HCDN-KPI-025
KPI-HCDN-0313,Digital adoption measure 0313,Cardiology,Commercial,trend-only,lower is better,needs owner signoff,DATA-HCDN-00314,denominator in source,SRC-HCDN-KPI-026
KPI-HCDN-0314,Patient access cycle time measure 0314,Data and Analytics,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00315,exclusions to confirm,SRC-HCDN-KPI-027
