revised_pricing_id,bafo_id,lot_id,service_tower,original_pricing_line_id,revision_type,value_disclosure_mode,source_id
REVPRICE-HCDN-LOT-HCDN-04-A-05,BAFO-HCDN-A-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-A-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-04-A-06,BAFO-HCDN-A-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-A-06,service credit added,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-04-A-07,BAFO-HCDN-A-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-A-07,transition fee reduced,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-04-A-08,BAFO-HCDN-A-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-A-08,reduced rate,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-04-A-09,BAFO-HCDN-A-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-A-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-04-A-10,BAFO-HCDN-A-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-A-10,service credit added,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-04-A-11,BAFO-HCDN-A-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-A-11,transition fee reduced,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-04-A-12,BAFO-HCDN-A-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-A-12,reduced rate,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-04-B-01,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-02,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-02,service credit added,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-03,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-03,transition fee reduced,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-04,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-04,reduced rate,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-05,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-06,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-06,service credit added,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-07,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-07,transition fee reduced,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-08,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-08,reduced rate,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-09,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-10,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-10,service credit added,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-11,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-11,transition fee reduced,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-B-12,BAFO-HCDN-B-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-B-12,reduced rate,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-04-C-01,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-02,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-02,service credit added,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-03,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-03,transition fee reduced,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-04,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-04,reduced rate,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-05,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-06,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-06,service credit added,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-07,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-07,transition fee reduced,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-08,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-08,reduced rate,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-09,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-10,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-10,service credit added,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-11,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-11,transition fee reduced,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-04-C-12,BAFO-HCDN-C-LOT-HCDN-04,LOT-HCDN-04,Revenue Cycle Technology,PRICE-HCDN-LOT-HCDN-04-C-12,reduced rate,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-A-01,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-02,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-02,service credit added,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-03,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-03,transition fee reduced,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-04,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-04,reduced rate,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-05,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-06,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-06,service credit added,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-07,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-07,transition fee reduced,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-08,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-08,reduced rate,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-09,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-10,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-10,service credit added,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-11,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-11,transition fee reduced,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-A-12,BAFO-HCDN-A-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-A-12,reduced rate,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-05-B-01,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-02,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-02,service credit added,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-03,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-03,transition fee reduced,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-04,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-04,reduced rate,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-05,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-06,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-06,service credit added,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-07,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-07,transition fee reduced,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-08,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-08,reduced rate,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-09,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-10,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-10,service credit added,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-11,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-11,transition fee reduced,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-B-12,BAFO-HCDN-B-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-B-12,reduced rate,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-05-C-01,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-02,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-02,service credit added,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-03,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-03,transition fee reduced,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-04,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-04,reduced rate,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-05,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-06,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-06,service credit added,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-07,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-07,transition fee reduced,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-08,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-08,reduced rate,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-09,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-10,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-10,service credit added,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-11,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-11,transition fee reduced,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-05-C-12,BAFO-HCDN-C-LOT-HCDN-05,LOT-HCDN-05,Cloud Infrastructure and Data Center,PRICE-HCDN-LOT-HCDN-05-C-12,reduced rate,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-A-01,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-02,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-02,service credit added,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-03,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-03,transition fee reduced,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-04,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-04,reduced rate,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-05,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-06,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-06,service credit added,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-07,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-07,transition fee reduced,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-08,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-08,reduced rate,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-09,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-10,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-10,service credit added,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-11,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-11,transition fee reduced,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-A-12,BAFO-HCDN-A-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-A-12,reduced rate,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-06-B-01,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-02,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-02,service credit added,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-03,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-03,transition fee reduced,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-04,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-04,reduced rate,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-05,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-06,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-06,service credit added,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-07,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-07,transition fee reduced,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-08,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-08,reduced rate,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-09,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-10,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-10,service credit added,range,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-11,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-11,transition fee reduced,indexed,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-B-12,BAFO-HCDN-B-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-B-12,reduced rate,exact,SRC-HCDN-BAFO-B
REVPRICE-HCDN-LOT-HCDN-06-C-01,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-02,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-02,service credit added,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-03,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-03,transition fee reduced,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-04,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-04,reduced rate,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-05,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-06,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-06,service credit added,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-07,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-07,transition fee reduced,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-08,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-08,reduced rate,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-09,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-09,rebalanced offshore mix,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-10,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-10,service credit added,range,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-11,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-11,transition fee reduced,indexed,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-06-C-12,BAFO-HCDN-C-LOT-HCDN-06,LOT-HCDN-06,Workplace and Contact Center,PRICE-HCDN-LOT-HCDN-06-C-12,reduced rate,exact,SRC-HCDN-BAFO-C
REVPRICE-HCDN-LOT-HCDN-07-A-01,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-01,rebalanced offshore mix,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-02,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-02,service credit added,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-03,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-03,transition fee reduced,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-04,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-04,reduced rate,range,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-05,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-05,rebalanced offshore mix,indexed,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-06,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-06,service credit added,exact,SRC-HCDN-BAFO-A
REVPRICE-HCDN-LOT-HCDN-07-A-07,BAFO-HCDN-A-LOT-HCDN-07,LOT-HCDN-07,Security Identity and Compliance,PRICE-HCDN-LOT-HCDN-07-A-07,transition fee reduced,range,SRC-HCDN-BAFO-A
