period,metric,value,currency_or_unit,segment,margin_bridge_driver,source_report,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
2024-Q3,days_sales_outstanding,39,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0107,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,days_payable_outstanding,54,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0108,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,revenue_usd,173520000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0109,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,ebitda_usd,20726000,USD,Brightmark,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0110,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,cash_forecast_accuracy_pct,72,percent,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0111,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,working_capital_usd,76348800,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0112,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,days_sales_outstanding,39,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0113,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,days_payable_outstanding,56,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0114,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,revenue_usd,175680000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0115,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,ebitda_usd,20984000,USD,Brightmark,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0116,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,cash_forecast_accuracy_pct,74,percent,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0117,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,working_capital_usd,77299200,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0118,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,days_sales_outstanding,38,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0119,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,days_payable_outstanding,58,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0120,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,revenue_usd,177840000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0121,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,ebitda_usd,21242000,USD,Brightmark,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0122,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,cash_forecast_accuracy_pct,76,percent,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0123,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,working_capital_usd,78249600,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0124,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,days_sales_outstanding,38,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0125,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,days_payable_outstanding,59,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0126,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,revenue_usd,180000000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0127,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,ebitda_usd,21500000,USD,Brightmark,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0128,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,cash_forecast_accuracy_pct,78,percent,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0129,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,working_capital_usd,79200000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0130,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,days_sales_outstanding,37,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0131,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,days_payable_outstanding,61,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0132,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,revenue_usd,182160000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0133,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,ebitda_usd,21758000,USD,Brightmark,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0134,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,cash_forecast_accuracy_pct,80,percent,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0135,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,working_capital_usd,80150400,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0136,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,days_sales_outstanding,36,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0137,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,days_payable_outstanding,63,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0138,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,revenue_usd,184320000,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0139,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,ebitda_usd,22016000,USD,Brightmark,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0140,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,cash_forecast_accuracy_pct,82,percent,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0141,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,working_capital_usd,81100800,USD,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0142,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,days_sales_outstanding,36,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0143,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,days_payable_outstanding,65,days,Brightmark,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0144,Brightmark FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,revenue_usd,188000000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0145,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,ebitda_usd,22090000,USD,Forge & Field,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0146,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,cash_forecast_accuracy_pct,68,percent,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0147,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,working_capital_usd,82720000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0148,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,days_sales_outstanding,39,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0149,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,days_payable_outstanding,53,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0150,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,revenue_usd,190400000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0151,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,ebitda_usd,22372000,USD,Forge & Field,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0152,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,cash_forecast_accuracy_pct,70,percent,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0153,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,working_capital_usd,83776000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0154,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,days_sales_outstanding,39,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0155,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,days_payable_outstanding,54,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0156,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,revenue_usd,192800000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0157,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,ebitda_usd,22654000,USD,Forge & Field,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0158,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,cash_forecast_accuracy_pct,72,percent,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0159,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,working_capital_usd,84832000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0160,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,days_sales_outstanding,39,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0161,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,days_payable_outstanding,56,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0162,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,revenue_usd,195200000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0163,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,ebitda_usd,22936000,USD,Forge & Field,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0164,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,cash_forecast_accuracy_pct,74,percent,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0165,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,working_capital_usd,85888000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0166,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,days_sales_outstanding,38,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0167,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q1,days_payable_outstanding,58,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0168,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,revenue_usd,197600000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0169,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,ebitda_usd,23218000,USD,Forge & Field,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0170,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,cash_forecast_accuracy_pct,76,percent,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0171,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,working_capital_usd,86944000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0172,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,days_sales_outstanding,38,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0173,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q2,days_payable_outstanding,59,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0174,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,revenue_usd,200000000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0175,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,ebitda_usd,23500000,USD,Forge & Field,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0176,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,cash_forecast_accuracy_pct,78,percent,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0177,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,working_capital_usd,88000000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0178,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,days_sales_outstanding,37,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0179,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q3,days_payable_outstanding,61,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0180,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,revenue_usd,202400000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0181,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,ebitda_usd,23782000,USD,Forge & Field,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0182,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,cash_forecast_accuracy_pct,80,percent,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0183,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,working_capital_usd,89056000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0184,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,days_sales_outstanding,36,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0185,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2025-Q4,days_payable_outstanding,63,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0186,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,revenue_usd,204800000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0187,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,ebitda_usd,24064000,USD,Forge & Field,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0188,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,cash_forecast_accuracy_pct,82,percent,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0189,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,working_capital_usd,90112000,USD,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0190,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,days_sales_outstanding,36,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0191,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2026-Q1,days_payable_outstanding,65,days,Forge & Field,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0192,Forge & Field FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,revenue_usd,126900000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0193,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,ebitda_usd,13630000,USD,Great Lakes Pantry,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0194,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,cash_forecast_accuracy_pct,68,percent,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0195,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,working_capital_usd,55836000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0196,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,days_sales_outstanding,39,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0197,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q2,days_payable_outstanding,53,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0198,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,revenue_usd,128520000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0199,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,ebitda_usd,13804000,USD,Great Lakes Pantry,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0200,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,cash_forecast_accuracy_pct,70,percent,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0201,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,working_capital_usd,56548800,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0202,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,days_sales_outstanding,39,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0203,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q3,days_payable_outstanding,54,days,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0204,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,revenue_usd,130140000,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0205,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,ebitda_usd,13978000,USD,Great Lakes Pantry,"Freight cost, promotion sourcing margin, channel mix",Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0206,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,cash_forecast_accuracy_pct,72,percent,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0207,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
2024-Q4,working_capital_usd,57261600,USD,Great Lakes Pantry,,Lakeshore CFO flash package,Anaplan FP&A,anaplan-fp-a-0208,Great Lakes Pantry FP&A,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
