app_id,name,criticality,owner_role,system_of_record,ams_vendor,time_classification,platform,hosting_model,data_classification,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
APP-LSH-HOLDCO-086,Holdco BI Service,Tier 3,Holdco Application Owner,true,KYRIBA,change,Workday,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0086,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-087,Northline Integration Service,Tier 3,Northline Application Owner,false,KYRIBA,modernize,Blue Yonder,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0087,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-088,Brightmark CRM Service,Tier 2,Brightmark Application Owner,false,KYRIBA,retire,Coupa,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0088,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-089,Forge & Field Planning Core,Tier 3,Forge & Field Application Owner,false,KYRIBA,run,Klaviyo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0089,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-090,Great Lakes Pantry WMS Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,change,Power BI,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0090,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-091,Holdco TMS Service,Tier 2,Holdco Application Owner,true,KYRIBA,modernize,Kyriba,Azure,restricted,ServiceNow CMDB,servicenow-cmdb-0091,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-092,Northline DAM Service,Tier 1,Northline Application Owner,false,KYRIBA,retire,Manhattan WMS,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0092,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-093,Brightmark PIM Core,Tier 3,Brightmark Application Owner,false,KYRIBA,run,Brandfolder DAM,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0093,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-094,Forge & Field OMS Service,Tier 2,Forge & Field Application Owner,false,KYRIBA,change,PIM Akeneo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0094,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-095,Great Lakes Pantry Commerce Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,modernize,Salesforce Field Service,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0095,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-096,Holdco Marketing Automation Service,Tier 3,Holdco Application Owner,true,KYRIBA,retire,Power BI,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0096,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-097,Northline HRIS Core,Tier 2,Northline Application Owner,false,KYRIBA,run,SAP S/4HANA,AWS,restricted,ServiceNow CMDB,servicenow-cmdb-0097,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-098,Brightmark Cyber EDR Service,Tier 3,Brightmark Application Owner,false,KYRIBA,change,Adobe Experience Manager,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0098,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-099,Forge & Field Contract Lifecycle Service,Tier 1,Forge & Field Application Owner,false,KYRIBA,modernize,NetSuite,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0099,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-100,Great Lakes Pantry Treasury Service,Tier 2,Great Lakes Pantry Application Owner,false,KYRIBA,retire,NetSuite,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0100,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-101,Holdco Finance Core,Tier 3,Holdco Application Owner,true,KYRIBA,run,Okta,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0101,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-102,Northline Procurement Service,Tier 3,Northline Application Owner,false,KYRIBA,change,Snowflake,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0102,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-103,Brightmark Identity Service,Tier 2,Brightmark Application Owner,false,KYRIBA,modernize,Salesforce Marketing Cloud,SaaS,restricted,ServiceNow CMDB,servicenow-cmdb-0103,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-104,Forge & Field ITSM Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,retire,Salesforce Commerce Cloud,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0104,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-105,Great Lakes Pantry Data Warehouse Core,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,run,Toast,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0105,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-106,Holdco BI Service,Tier 1,Holdco Application Owner,true,KYRIBA,change,Microsoft 365,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0106,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-107,Northline Integration Service,Tier 3,Northline Application Owner,false,KYRIBA,modernize,MuleSoft,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0107,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-108,Brightmark CRM Service,Tier 3,Brightmark Application Owner,false,KYRIBA,retire,Braze,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0108,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-109,Forge & Field Planning Core,Tier 2,Forge & Field Application Owner,false,KYRIBA,run,Shopify Plus,On-prem,restricted,ServiceNow CMDB,servicenow-cmdb-0109,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-110,Great Lakes Pantry WMS Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,change,365 Retail Markets,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0110,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-111,Holdco TMS Service,Tier 3,Holdco Application Owner,true,KYRIBA,modernize,ServiceNow,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0111,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-112,Northline DAM Service,Tier 2,Northline Application Owner,false,KYRIBA,retire,FourKites,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0112,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-113,Brightmark PIM Core,Tier 1,Brightmark Application Owner,false,KYRIBA,run,Snowflake,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0113,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-114,Forge & Field OMS Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,change,ShipBob,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0114,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-115,Great Lakes Pantry Commerce Service,Tier 2,Great Lakes Pantry Application Owner,false,KYRIBA,modernize,Cantaloupe Seed,Hybrid,restricted,ServiceNow CMDB,servicenow-cmdb-0115,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-116,Holdco Marketing Automation Service,Tier 3,Holdco Application Owner,true,KYRIBA,retire,Workday,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0116,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-117,Northline HRIS Core,Tier 3,Northline Application Owner,false,KYRIBA,run,Blue Yonder,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0117,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-118,Brightmark Cyber EDR Service,Tier 2,Brightmark Application Owner,false,KYRIBA,change,Coupa,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0118,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-119,Forge & Field Contract Lifecycle Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,modernize,Klaviyo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0119,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-120,Great Lakes Pantry Treasury Service,Tier 1,Great Lakes Pantry Application Owner,false,KYRIBA,retire,Power BI,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0120,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-121,Holdco Finance Core,Tier 2,Holdco Application Owner,true,KYRIBA,run,Kyriba,Azure,restricted,ServiceNow CMDB,servicenow-cmdb-0121,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-122,Northline Procurement Service,Tier 3,Northline Application Owner,false,KYRIBA,change,Manhattan WMS,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0122,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-123,Brightmark Identity Service,Tier 3,Brightmark Application Owner,false,KYRIBA,modernize,Brandfolder DAM,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0123,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-124,Forge & Field ITSM Service,Tier 2,Forge & Field Application Owner,false,KYRIBA,retire,PIM Akeneo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0124,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-125,Great Lakes Pantry Data Warehouse Core,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,run,Salesforce Field Service,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0125,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-126,Holdco BI Service,Tier 3,Holdco Application Owner,true,KYRIBA,change,Power BI,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0126,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-127,Northline Integration Service,Tier 1,Northline Application Owner,false,KYRIBA,modernize,SAP S/4HANA,AWS,restricted,ServiceNow CMDB,servicenow-cmdb-0127,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-128,Brightmark CRM Service,Tier 3,Brightmark Application Owner,false,KYRIBA,retire,Adobe Experience Manager,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0128,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-129,Forge & Field Planning Core,Tier 3,Forge & Field Application Owner,false,KYRIBA,run,NetSuite,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0129,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-130,Great Lakes Pantry WMS Service,Tier 2,Great Lakes Pantry Application Owner,false,KYRIBA,change,NetSuite,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0130,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-131,Holdco TMS Service,Tier 3,Holdco Application Owner,true,KYRIBA,modernize,Okta,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0131,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-132,Northline DAM Service,Tier 3,Northline Application Owner,false,KYRIBA,retire,Snowflake,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0132,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-133,Brightmark PIM Core,Tier 2,Brightmark Application Owner,false,KYRIBA,run,Salesforce Marketing Cloud,SaaS,restricted,ServiceNow CMDB,servicenow-cmdb-0133,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-134,Forge & Field OMS Service,Tier 1,Forge & Field Application Owner,false,KYRIBA,change,Salesforce Commerce Cloud,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0134,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-135,Great Lakes Pantry Commerce Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,modernize,Toast,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0135,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-136,Holdco Marketing Automation Service,Tier 2,Holdco Application Owner,true,KYRIBA,retire,Microsoft 365,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0136,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-137,Northline HRIS Core,Tier 3,Northline Application Owner,false,KYRIBA,run,MuleSoft,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0137,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-138,Brightmark Cyber EDR Service,Tier 3,Brightmark Application Owner,false,KYRIBA,change,Braze,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0138,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-139,Forge & Field Contract Lifecycle Service,Tier 2,Forge & Field Application Owner,false,KYRIBA,modernize,Shopify Plus,On-prem,restricted,ServiceNow CMDB,servicenow-cmdb-0139,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-140,Great Lakes Pantry Treasury Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,retire,365 Retail Markets,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0140,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-141,Holdco Finance Core,Tier 1,Holdco Application Owner,true,KYRIBA,run,ServiceNow,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0141,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-142,Northline Procurement Service,Tier 2,Northline Application Owner,false,KYRIBA,change,FourKites,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0142,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-143,Brightmark Identity Service,Tier 3,Brightmark Application Owner,false,KYRIBA,modernize,Snowflake,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0143,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-144,Forge & Field ITSM Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,retire,ShipBob,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0144,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-145,Great Lakes Pantry Data Warehouse Core,Tier 2,Great Lakes Pantry Application Owner,false,KYRIBA,run,Cantaloupe Seed,Hybrid,restricted,ServiceNow CMDB,servicenow-cmdb-0145,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-146,Holdco BI Service,Tier 3,Holdco Application Owner,true,KYRIBA,change,Workday,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0146,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-147,Northline Integration Service,Tier 3,Northline Application Owner,false,KYRIBA,modernize,Blue Yonder,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0147,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-148,Brightmark CRM Service,Tier 1,Brightmark Application Owner,false,KYRIBA,retire,Coupa,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0148,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-149,Forge & Field Planning Core,Tier 3,Forge & Field Application Owner,false,KYRIBA,run,Klaviyo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0149,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-150,Great Lakes Pantry WMS Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,change,Power BI,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0150,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-151,Holdco TMS Service,Tier 2,Holdco Application Owner,true,KYRIBA,modernize,Kyriba,Azure,restricted,ServiceNow CMDB,servicenow-cmdb-0151,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-152,Northline DAM Service,Tier 3,Northline Application Owner,false,KYRIBA,retire,Manhattan WMS,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0152,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-153,Brightmark PIM Core,Tier 3,Brightmark Application Owner,false,KYRIBA,run,Brandfolder DAM,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0153,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-154,Forge & Field OMS Service,Tier 2,Forge & Field Application Owner,false,KYRIBA,change,PIM Akeneo,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0154,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-155,Great Lakes Pantry Commerce Service,Tier 1,Great Lakes Pantry Application Owner,false,KYRIBA,modernize,Salesforce Field Service,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0155,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-156,Holdco Marketing Automation Service,Tier 3,Holdco Application Owner,true,KYRIBA,retire,Power BI,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0156,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-157,Northline HRIS Core,Tier 2,Northline Application Owner,false,KYRIBA,run,SAP S/4HANA,AWS,restricted,ServiceNow CMDB,servicenow-cmdb-0157,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-158,Brightmark Cyber EDR Service,Tier 3,Brightmark Application Owner,false,KYRIBA,change,Adobe Experience Manager,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0158,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-159,Forge & Field Contract Lifecycle Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,modernize,NetSuite,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0159,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-160,Great Lakes Pantry Treasury Service,Tier 2,Great Lakes Pantry Application Owner,false,KYRIBA,retire,NetSuite,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0160,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-161,Holdco Finance Core,Tier 3,Holdco Application Owner,true,KYRIBA,run,Okta,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0161,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-162,Northline Procurement Service,Tier 1,Northline Application Owner,false,KYRIBA,change,Snowflake,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0162,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-163,Brightmark Identity Service,Tier 2,Brightmark Application Owner,false,KYRIBA,modernize,Salesforce Marketing Cloud,SaaS,restricted,ServiceNow CMDB,servicenow-cmdb-0163,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-164,Forge & Field ITSM Service,Tier 3,Forge & Field Application Owner,false,KYRIBA,retire,Salesforce Commerce Cloud,On-prem,confidential,ServiceNow CMDB,servicenow-cmdb-0164,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-165,Great Lakes Pantry Data Warehouse Core,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,run,Toast,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0165,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-LSH-HOLDCO-166,Holdco BI Service,Tier 2,Holdco Application Owner,true,KYRIBA,change,Microsoft 365,Azure,confidential,ServiceNow CMDB,servicenow-cmdb-0166,Holdco Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-NLS-167,Northline Integration Service,Tier 3,Northline Application Owner,false,KYRIBA,modernize,MuleSoft,AWS,confidential,ServiceNow CMDB,servicenow-cmdb-0167,Northline Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-BMS-168,Brightmark CRM Service,Tier 3,Brightmark Application Owner,false,KYRIBA,retire,Braze,SaaS,confidential,ServiceNow CMDB,servicenow-cmdb-0168,Brightmark Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-FFF-169,Forge & Field Planning Core,Tier 1,Forge & Field Application Owner,false,KYRIBA,run,Shopify Plus,On-prem,restricted,ServiceNow CMDB,servicenow-cmdb-0169,Forge & Field Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
APP-GLP-170,Great Lakes Pantry WMS Service,Tier 3,Great Lakes Pantry Application Owner,false,KYRIBA,change,365 Retail Markets,Hybrid,confidential,ServiceNow CMDB,servicenow-cmdb-0170,Great Lakes Pantry Enterprise Architecture,2026-05-31,0.86,true,SYNTHETIC / ILLUSTRATIVE. Generated for Lakeshore pilot rehearsal.
