tenant_key,map_id,vendor_id,vendor_name,contract_or_scope,annual_value_usd,renewal_date,supported_system_id,supported_system_name,owner_role,source_basis,confidence,caveat,source_file,source_row,value_source
apex-retail,apex-retail-VENDOR-SYSTEM-89,APEXRETAIL-VND-0089,Databricks / expansion 49,supply_chain,7920000,2026-09-15,,,CHRO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,90,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-90,APEXRETAIL-VND-0090,Snowflake / expansion 50,data_ai,8760000,2026-10-15,,,Chief Procurement Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,91,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-91,APEXRETAIL-VND-0091,ServiceNow / expansion 51,security,9600000,2026-11-15,,,Chief Real Estate Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,92,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-92,APEXRETAIL-VND-0092,Microsoft / expansion 52,services,10440000,2026-12-15,,,SVP Private Brands,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,93,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-93,APEXRETAIL-VND-0093,AWS / expansion 53,commerce,11280000,2026-07-15,,,COO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,94,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-94,APEXRETAIL-VND-0094,Google / expansion 54,erp,12120000,2026-08-15,,,Chief Digital Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,95,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-95,APEXRETAIL-VND-0095,NVIDIA / expansion 55,supply_chain,12960000,2026-09-15,,,Chief Merchandising Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,96,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-96,APEXRETAIL-VND-0096,UKG / expansion 56,data_ai,13800000,2026-10-15,,,Chief Supply Chain Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,97,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-97,APEXRETAIL-VND-0097,Workday / expansion 57,security,14640000,2026-11-15,,,Chief Marketing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,98,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-98,APEXRETAIL-VND-0098,CrowdStrike / expansion 58,services,15480000,2026-12-15,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,99,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-99,APEXRETAIL-VND-0099,Datadog / expansion 59,commerce,16320000,2026-07-15,,,Chief Risk Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,100,tenant_file
apex-retail,apex-retail-VENDOR-SYSTEM-100,APEXRETAIL-VND-0100,MuleSoft / expansion 60,erp,17160000,2026-08-15,,,CIO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,101,tenant_file
