tenant_key,map_id,vendor_id,vendor_name,contract_or_scope,annual_value_usd,renewal_date,supported_system_id,supported_system_name,owner_role,source_basis,confidence,caveat
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-109,FC-VEN-109,ACI Worldwide (Module 3),channels_crm,5500000,2026-02-11,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-110,FC-VEN-110,Volante (Module 3),channels_crm,23300000,2026-05-12,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-111,FC-VEN-111,NICE Actimize (BU 3),cards_payments,400000,2026-05-20,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-112,FC-VEN-112,SAS (Module 3),data_ai_platform,19700000,2026-02-12,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-113,FC-VEN-113,Feedzai (Region 3),infra_security,23600000,2026-08-12,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-114,FC-VEN-114,Featurespace (BU 3),finance_erp,13100000,2026-03-10,,,Head of Consumer Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-115,FC-VEN-115,Moody's (Module 3),cards_payments,27500000,2026-01-04,,,Head of Cards & Payments,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-116,FC-VEN-116,Numerix (Module 3),risk_aml_ai,18200000,2026-12-10,,,Head of Commercial Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-117,FC-VEN-117,Murex (Module 3),channels_crm,15100000,2026-08-25,,,Head of Commercial Banking,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-118,FC-VEN-118,Calypso (BU 3),infra_security,16800000,2026-05-20,,,Chief Financial Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-119,FC-VEN-119,Kyriba (BU 3),risk_aml_ai,14300000,2026-03-20,,,Treasurer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
first-capital-financial,first-capital-financial-VENDOR-SYSTEM-120,FC-VEN-120,Salesforce (Module 3),cards_payments,5300000,2026-03-20,,,Head of Wealth Management,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
