tenant_key,evidence_id,interview_group,relationship_status,confidence,relationship_id,relationship_type,source_entity,target_entity,relationship_evidence
meridian-health,MER-SA07-INT-EVID-0032,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0032-USECASE-EVIDENCE,use_case_to_evidence_needed,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Call center optimization phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0032,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0032-METRIC-OWNER,metric_to_owner,baseline_required,CIO,What risk or control would block production use?
meridian-health,MER-SA07-INT-EVID-0032,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0032-RISK-CONTROL,risk_to_control,Member identity linkage not proven,control evidence needed,Member identity linkage not proven
meridian-health,MER-SA07-INT-EVID-0032,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0032-INITIATIVE-SPONSOR,initiative_to_sponsor,Call center optimization,CIO,"CIO / Enterprise Technology says Call center optimization is promising, but risk is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0033,CIO / Enterprise Technology,candidate_until_validated,medium,MER-SA07-REL-0033-FUNCTION-SYSTEM,function_to_system,CIO / Enterprise Technology,Power BI reporting estate,"CIO / Enterprise Technology says Provider quality and performance is promising, but metrics is not decision-grade until Power BI reporting estate evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0033,CIO / Enterprise Technology,candidate_until_validated,medium,MER-SA07-REL-0033-SYSTEM-DATA,system_to_data_asset,Power BI reporting estate,care gaps,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
meridian-health,MER-SA07-INT-EVID-0033,CIO / Enterprise Technology,candidate_until_validated,medium,MER-SA07-REL-0033-USECASE-EVIDENCE,use_case_to_evidence_needed,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Provider quality and performance phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0033,CIO / Enterprise Technology,candidate_until_validated,medium,MER-SA07-REL-0033-METRIC-OWNER,metric_to_owner,baseline_required,CIO,Which KPI baseline should Tower validate first?
meridian-health,MER-SA07-INT-EVID-0033,CIO / Enterprise Technology,candidate_until_validated,medium,MER-SA07-REL-0033-RISK-CONTROL,risk_to_control,Measure logic fragmented across BI tools,control evidence needed,Measure logic fragmented across BI tools
meridian-health,MER-SA07-INT-EVID-0033,CIO / Enterprise Technology,candidate_until_validated,medium,MER-SA07-REL-0033-INITIATIVE-SPONSOR,initiative_to_sponsor,Provider quality and performance,CIO,"CIO / Enterprise Technology says Provider quality and performance is promising, but metrics is not decision-grade until Power BI reporting estate evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0034,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0034-FUNCTION-SYSTEM,function_to_system,CIO / Enterprise Technology,Provider contract repository,"CIO / Enterprise Technology says End-to-end cost transparency is promising, but value is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0034,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0034-SYSTEM-DATA,system_to_data_asset,Provider contract repository,GL,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0034,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0034-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0034,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0034-METRIC-OWNER,metric_to_owner,baseline_required,CIO,What value expectation should finance test before approval?
meridian-health,MER-SA07-INT-EVID-0034,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0034-RISK-CONTROL,risk_to_control,Claims and GL calendar alignment not proven,control evidence needed,Claims and GL calendar alignment not proven
meridian-health,MER-SA07-INT-EVID-0034,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0034-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,CIO,"CIO / Enterprise Technology says End-to-end cost transparency is promising, but value is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0035,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0035-FUNCTION-SYSTEM,function_to_system,CIO / Enterprise Technology,SQL Server reporting marts,"CIO / Enterprise Technology says Payment integrity and leakage reduction is promising, but sourcing is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0035,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0035-SYSTEM-DATA,system_to_data_asset,SQL Server reporting marts,claims anomalies,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0035,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0035-USECASE-EVIDENCE,use_case_to_evidence_needed,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Payment integrity and leakage reduction phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0035,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0035-METRIC-OWNER,metric_to_owner,baseline_required,CIO,Which sourcing constraint should Source understand before event generation?
meridian-health,MER-SA07-INT-EVID-0035,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0035-RISK-CONTROL,risk_to_control,Investigation workflow evidence not loaded,control evidence needed,Investigation workflow evidence not loaded
meridian-health,MER-SA07-INT-EVID-0035,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0035-INITIATIVE-SPONSOR,initiative_to_sponsor,Payment integrity and leakage reduction,CIO,"CIO / Enterprise Technology says Payment integrity and leakage reduction is promising, but sourcing is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0036,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0036-FUNCTION-SYSTEM,function_to_system,CIO / Enterprise Technology,SQL Server reporting marts,"CIO / Enterprise Technology says Automated close and reporting is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0036,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0036-SYSTEM-DATA,system_to_data_asset,SQL Server reporting marts,close process,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
meridian-health,MER-SA07-INT-EVID-0036,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0036-USECASE-EVIDENCE,use_case_to_evidence_needed,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Automated close and reporting phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0036,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0036-METRIC-OWNER,metric_to_owner,baseline_required,CIO,What evidence would make the next decision safer?
meridian-health,MER-SA07-INT-EVID-0036,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0036-RISK-CONTROL,risk_to_control,Metric governance not formalized,control evidence needed,Metric governance not formalized
meridian-health,MER-SA07-INT-EVID-0036,CIO / Enterprise Technology,candidate_until_validated,high,MER-SA07-REL-0036-INITIATIVE-SPONSOR,initiative_to_sponsor,Automated close and reporting,CIO,"CIO / Enterprise Technology says Automated close and reporting is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0037,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0037-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",Epic Caboodle,"CTO / Infrastructure, Cloud & Platform says Provider quality and performance is promising, but strategy is not decision-grade until Epic Caboodle evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0037,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0037-SYSTEM-DATA,system_to_data_asset,Epic Caboodle,HEDIS,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
meridian-health,MER-SA07-INT-EVID-0037,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0037-USECASE-EVIDENCE,use_case_to_evidence_needed,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Provider quality and performance phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0037,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0037-METRIC-OWNER,metric_to_owner,baseline_required,CTO,What are the top strategic priorities this year?
meridian-health,MER-SA07-INT-EVID-0037,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0037-RISK-CONTROL,risk_to_control,Measure logic fragmented across BI tools,control evidence needed,Measure logic fragmented across BI tools
meridian-health,MER-SA07-INT-EVID-0037,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0037-INITIATIVE-SPONSOR,initiative_to_sponsor,Provider quality and performance,CTO,"CTO / Infrastructure, Cloud & Platform says Provider quality and performance is promising, but strategy is not decision-grade until Epic Caboodle evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0038,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0038-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",Provider contract repository,"CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but operating model is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0038,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0038-SYSTEM-DATA,system_to_data_asset,Provider contract repository,capitation,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0038,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0038-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0038,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0038-METRIC-OWNER,metric_to_owner,baseline_required,CTO,Where does the current operating model slow decisions?
meridian-health,MER-SA07-INT-EVID-0038,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0038-RISK-CONTROL,risk_to_control,Claims and GL calendar alignment not proven,control evidence needed,Claims and GL calendar alignment not proven
meridian-health,MER-SA07-INT-EVID-0038,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0038-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,CTO,"CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but operating model is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0039,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0039-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",SQL Server reporting marts,"CTO / Infrastructure, Cloud & Platform says Payment integrity and leakage reduction is promising, but vendor is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0039,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0039-SYSTEM-DATA,system_to_data_asset,SQL Server reporting marts,billing patterns,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0039,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0039-USECASE-EVIDENCE,use_case_to_evidence_needed,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Payment integrity and leakage reduction phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0039,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0039-METRIC-OWNER,metric_to_owner,baseline_required,CTO,Which vendor or contract issue creates the most friction?
meridian-health,MER-SA07-INT-EVID-0039,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0039-RISK-CONTROL,risk_to_control,Investigation workflow evidence not loaded,control evidence needed,Investigation workflow evidence not loaded
meridian-health,MER-SA07-INT-EVID-0039,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0039-INITIATIVE-SPONSOR,initiative_to_sponsor,Payment integrity and leakage reduction,CTO,"CTO / Infrastructure, Cloud & Platform says Payment integrity and leakage reduction is promising, but vendor is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0040,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0040-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",SQL Server reporting marts,"CTO / Infrastructure, Cloud & Platform says Automated close and reporting is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0040,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0040-SYSTEM-DATA,system_to_data_asset,SQL Server reporting marts,metric definitions,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
meridian-health,MER-SA07-INT-EVID-0040,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0040-USECASE-EVIDENCE,use_case_to_evidence_needed,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Automated close and reporting phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0040,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0040-METRIC-OWNER,metric_to_owner,baseline_required,CTO,Which application or platform constraint matters most?
meridian-health,MER-SA07-INT-EVID-0040,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0040-RISK-CONTROL,risk_to_control,Metric governance not formalized,control evidence needed,Metric governance not formalized
meridian-health,MER-SA07-INT-EVID-0040,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0040-INITIATIVE-SPONSOR,initiative_to_sponsor,Automated close and reporting,CTO,"CTO / Infrastructure, Cloud & Platform says Automated close and reporting is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0041,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0041-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",Databricks on AWS,"CTO / Infrastructure, Cloud & Platform says Unified clinical + claims lakehouse is promising, but data is not decision-grade until Databricks on AWS evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0041,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0041-SYSTEM-DATA,system_to_data_asset,Databricks on AWS,longitudinal patient view,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,MER-SA07-INT-EVID-0041,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0041-USECASE-EVIDENCE,use_case_to_evidence_needed,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0041,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0041-METRIC-OWNER,metric_to_owner,baseline_required,CTO,Where are data quality or lineage gaps blocking confidence?
meridian-health,MER-SA07-INT-EVID-0041,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0041-RISK-CONTROL,risk_to_control,No certified medallion architecture,control evidence needed,No certified medallion architecture
meridian-health,MER-SA07-INT-EVID-0041,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0041-INITIATIVE-SPONSOR,initiative_to_sponsor,Unified clinical + claims lakehouse,CTO,"CTO / Infrastructure, Cloud & Platform says Unified clinical + claims lakehouse is promising, but data is not decision-grade until Databricks on AWS evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0042,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0042-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",SQL Server reporting marts,"CTO / Infrastructure, Cloud & Platform says Governed data foundation for AI / LLM automation is promising, but modernization is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0042,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0042-SYSTEM-DATA,system_to_data_asset,SQL Server reporting marts,prior authorization,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
meridian-health,MER-SA07-INT-EVID-0042,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0042-USECASE-EVIDENCE,use_case_to_evidence_needed,Governed data foundation for AI / LLM automation,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0042,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0042-METRIC-OWNER,metric_to_owner,baseline_required,CTO,Which modernization priority is hardest to fund or sequence?
meridian-health,MER-SA07-INT-EVID-0042,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0042-RISK-CONTROL,risk_to_control,No certified semantic layer,control evidence needed,No certified semantic layer
meridian-health,MER-SA07-INT-EVID-0042,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0042-INITIATIVE-SPONSOR,initiative_to_sponsor,Governed data foundation for AI / LLM automation,CTO,"CTO / Infrastructure, Cloud & Platform says Governed data foundation for AI / LLM automation is promising, but modernization is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0043,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0043-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",Claims administration platform,"CTO / Infrastructure, Cloud & Platform says Call center optimization is promising, but AI readiness is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0043,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0043-SYSTEM-DATA,system_to_data_asset,Claims administration platform,CRM cases,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
meridian-health,MER-SA07-INT-EVID-0043,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0043-USECASE-EVIDENCE,use_case_to_evidence_needed,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Call center optimization phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0043,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0043-METRIC-OWNER,metric_to_owner,baseline_required,CTO,Which AI use case has executive appetite but weak evidence?
meridian-health,MER-SA07-INT-EVID-0043,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0043-RISK-CONTROL,risk_to_control,Intent taxonomy not certified,control evidence needed,Intent taxonomy not certified
meridian-health,MER-SA07-INT-EVID-0043,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0043-INITIATIVE-SPONSOR,initiative_to_sponsor,Call center optimization,CTO,"CTO / Infrastructure, Cloud & Platform says Call center optimization is promising, but AI readiness is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0044,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0044-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",Tableau reporting estate,"CTO / Infrastructure, Cloud & Platform says Provider quality and performance is promising, but risk is not decision-grade until Tableau reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0044,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0044-SYSTEM-DATA,system_to_data_asset,Tableau reporting estate,provider attribution,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven
meridian-health,MER-SA07-INT-EVID-0044,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0044-USECASE-EVIDENCE,use_case_to_evidence_needed,Provider quality and performance,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Provider quality and performance phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0044,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0044-METRIC-OWNER,metric_to_owner,baseline_required,CTO,What risk or control would block production use?
meridian-health,MER-SA07-INT-EVID-0044,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0044-RISK-CONTROL,risk_to_control,Near-real-time quality layer not proven,control evidence needed,Near-real-time quality layer not proven
meridian-health,MER-SA07-INT-EVID-0044,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0044-INITIATIVE-SPONSOR,initiative_to_sponsor,Provider quality and performance,CTO,"CTO / Infrastructure, Cloud & Platform says Provider quality and performance is promising, but risk is not decision-grade until Tableau reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0045,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0045-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",Claims administration platform,"CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0045,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0045-SYSTEM-DATA,system_to_data_asset,Claims administration platform,provider contracts,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0045,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0045-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0045,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0045-METRIC-OWNER,metric_to_owner,baseline_required,CTO,Which KPI baseline should Tower validate first?
meridian-health,MER-SA07-INT-EVID-0045,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0045-RISK-CONTROL,risk_to_control,Provider contract terms not digitized in governed form,control evidence needed,Provider contract terms not digitized in governed form
meridian-health,MER-SA07-INT-EVID-0045,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,medium,MER-SA07-REL-0045-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,CTO,"CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0046,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0046-FUNCTION-SYSTEM,function_to_system,"CTO / Infrastructure, Cloud & Platform",SAS analytics estate,"CTO / Infrastructure, Cloud & Platform says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0046,"CTO / Infrastructure, Cloud & Platform",candidate_until_validated,high,MER-SA07-REL-0046-SYSTEM-DATA,system_to_data_asset,SAS analytics estate,recovery workflow,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
